#PeakID(python identify_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_11576	chr1	181089485	181089885	+	1000	37.0	[]	[]	[8.044104]	[132]	[]	[181089704]
39_116	chr11	33944713	33945113	+	1000	164.0	[]	[]	[10.370103]	[126]	[]	[33944918]
39_11607	chr1	228213360	228213760	+	1000	37.0	[8.260495]	[124]	[]	[]	[228213567]	[]
39_11610	chr1	234604764	234605164	+	823	37.0	[]	[]	[12.064187, 12.064187]	[146, 210]	[]	[234604936, 234605000]
39_11612	chr1	235326790	235327190	+	1000	37.0	[]	[]	[8.329008]	[109]	[]	[235326999]
39_11613	chr1	236795398	236795798	+	1000	37.0	[7.2151175]	[107]	[]	[]	[236795597]	[]
39_11629	chr10	69327841	69328241	+	1000	37.0	[]	[]	[8.017088]	[144]	[]	[69328022]
39_11630	chr10	70537429	70537829	+	1000	37.0	[10.586677]	[107]	[9.738007, 12.064187]	[114, 141]	[70537591]	[70537598, 70537625]
39_11634	chr10	72337130	72337530	+	1000	37.0	[]	[]	[8.892592]	[96]	[]	[72337283]
39_11647	chr11	3642461	3642861	+	1000	37.0	[7.7944894]	[160]	[]	[]	[3642679]	[]
39_11650	chr11	8964736	8965136	+	1000	37.0	[]	[]	[10.586677]	[108]	[]	[8964910]
39_11674	chr11	67277374	67277774	+	1000	37.0	[7.7944894]	[224]	[]	[]	[67277604]	[]
39_11677	chr11	70399728	70400128	+	1000	37.0	[9.738007]	[189]	[]	[]	[70399972]	[]
39_11678	chr11	72722472	72722872	+	1000	37.0	[10.370103]	[156]	[]	[]	[72722673]	[]
39_1170	chr2	170143009	170143409	+	1000	72.0	[10.586677]	[151]	[]	[]	[170143216]	[]
39_11713	chr12	56636151	56636551	+	1000	37.0	[]	[]	[12.064187]	[155]	[]	[56636331]
39_11719	chr12	75977900	75978300	+	1000	37.0	[]	[]	[9.738007]	[157]	[]	[75978149]
39_11730	chr12	113933451	113933851	+	1000	37.0	[]	[]	[12.064187]	[146]	[]	[113933697]
39_11739	chr12	123436437	123436837	+	1000	37.0	[12.064187]	[129]	[]	[]	[123436652]	[]
39_11743	chr13	40681349	40681749	+	1000	37.0	[10.370103]	[121]	[7.748347]	[85]	[40681559]	[40681523]
39_11748	chr13	98975993	98976393	+	1000	37.0	[]	[]	[7.2151175]	[107]	[]	[98976195]
39_11755	chr14	68620180	68620580	+	1000	37.0	[7.748347]	[155]	[]	[]	[68620416]	[]
39_11756	chr14	69701828	69702228	+	1000	37.0	[10.586677]	[138]	[]	[]	[69702034]	[]
39_11759	chr14	81401995	81402395	+	1000	37.0	[7.151105]	[106]	[]	[]	[81402180]	[]
39_11760	chr14	90573734	90574134	+	1000	37.0	[]	[]	[8.044104]	[157]	[]	[90573962]
39_11776	chr15	75140215	75140615	+	1000	37.0	[7.3683157]	[106]	[]	[]	[75140396]	[]
39_11783	chr15	95709949	95710349	+	1000	37.0	[9.738007]	[127]	[]	[]	[95710164]	[]
39_11807	chr16	57757203	57757603	+	1000	37.0	[8.892592]	[75]	[]	[]	[57757369]	[]
39_11812	chr16	66895180	66895580	+	1000	37.0	[]	[]	[10.586677]	[102]	[]	[66895382]
39_1182	chr6	30742744	30743144	+	1000	72.0	[]	[]	[7.2151175]	[129]	[]	[30742968]
39_11822	chr16	85056274	85056674	+	1000	37.0	[9.738007]	[204]	[]	[]	[85056495]	[]
39_11831	chr17	6575124	6575524	+	1000	37.0	[8.260495]	[93]	[]	[]	[6575293]	[]
39_11832	chr17	7585614	7586014	+	1000	37.0	[10.370103, 9.738007]	[73, 158]	[]	[]	[7585778, 7585863]	[]
39_11868	chr17	67374636	67375036	+	1000	37.0	[]	[]	[12.064187]	[79]	[]	[67374791]
39_11871	chr17	74791451	74791851	+	1000	37.0	[]	[]	[8.260495]	[147]	[]	[74791671]
39_11878	chr17	81057071	81057471	+	1000	37.0	[10.370103]	[109]	[]	[]	[81057264]	[]
39_1190	chr8	23508711	23509111	+	1000	72.0	[]	[]	[7.748347]	[148]	[]	[23508954]
39_11902	chr19	3177152	3177552	+	1000	37.0	[]	[]	[9.738007]	[116]	[]	[3177341]
39_11913	chr19	10334182	10334582	+	1000	37.0	[10.370103]	[191]	[]	[]	[10334383]	[]
39_11919	chr19	12365783	12366183	+	1000	37.0	[]	[]	[9.738007]	[174]	[]	[12365966]
39_11928	chr19	18450908	18451308	+	1000	37.0	[]	[]	[8.892592]	[85]	[]	[18451085]
39_1193	chr9	129884444	129884844	+	1000	72.0	[12.064187]	[176]	[]	[]	[129884674]	[]
39_11931	chr19	21141913	21142313	+	1000	37.0	[8.892592]	[153]	[9.738007]	[183]	[21142114]	[21142144]
39_11938	chr19	40425688	40426088	+	1000	37.0	[]	[]	[9.738007]	[122]	[]	[40425905]
39_1194	chr9	130862728	130863128	+	1000	72.0	[]	[]	[7.151105]	[164]	[]	[130862946]
39_11942	chr19	42184346	42184746	+	1000	37.0	[8.892592]	[65]	[]	[]	[42184499]	[]
39_1196	chrX	2457231	2457631	+	1000	72.0	[10.370103]	[137]	[]	[]	[2457438]	[]
39_11964	chr19	54102551	54102951	+	1000	37.0	[]	[]	[10.586677]	[156]	[]	[54102725]
39_11995	chr2	96819196	96819596	+	1000	37.0	[8.329008]	[120]	[]	[]	[96819368]	[]
39_11996	chr2	96859385	96859785	+	1000	37.0	[]	[]	[10.586677]	[146]	[]	[96859608]
39_11999	chr2	102736773	102737173	+	1000	37.0	[]	[]	[7.151105]	[155]	[]	[102737016]
39_12002	chr2	112692464	112692864	+	1000	37.0	[]	[]	[7.748347]	[162]	[]	[112692657]
39_12007	chr2	148020289	148020689	+	1000	37.0	[]	[]	[8.892592]	[144]	[]	[148020444]
39_12012	chr2	159118578	159118978	+	1000	37.0	[12.064187]	[99]	[]	[]	[159118772]	[]
39_12027	chr2	240560112	240560512	+	1000	37.0	[]	[]	[10.370103]	[145]	[]	[240560353]
39_12034	chr20	41028694	41029094	+	1000	37.0	[]	[]	[8.260495]	[181]	[]	[41028935]
39_12038	chr20	45881036	45881436	+	1000	37.0	[9.738007]	[190]	[]	[]	[45881257]	[]
39_12046	chr20	63628130	63628530	+	1000	37.0	[7.151105]	[131]	[]	[]	[63628286]	[]
39_12051	chr21	44855645	44856045	+	1000	37.0	[]	[]	[10.370103]	[97]	[]	[44855833]
39_12071	chr22	20031975	20032375	+	1000	37.0	[7.7944894]	[159]	[]	[]	[20032139]	[]
39_12073	chr22	20094347	20094747	+	1000	37.0	[8.892592]	[99]	[7.2151175]	[126]	[20094500]	[20094527]
39_12077	chr22	20457769	20458169	+	1000	37.0	[]	[]	[7.151105]	[216]	[]	[20458020]
39_1208	chr1	225444895	225445295	+	1000	71.0	[8.502309, 7.3683157]	[127, 132]	[8.017088]	[104]	[225445080, 225445085]	[225445057]
39_1209	chr1	228145613	228146013	+	1000	71.0	[8.044104]	[74]	[8.892592]	[147]	[228145774]	[228145847]
39_12109	chr22	22414955	22415355	+	1000	37.0	[]	[]	[7.748347]	[145]	[]	[22415189]
39_12112	chr22	22427426	22427826	+	1000	37.0	[]	[]	[8.044104]	[193]	[]	[22427664]
39_12115	chr22	22486674	22487074	+	1000	37.0	[]	[]	[7.397283]	[71]	[]	[22486837]
39_12135	chr3	9793362	9793762	+	1000	37.0	[]	[]	[8.892592]	[146]	[]	[9793561]
39_1214	chr11	86143614	86144014	+	1000	71.0	[]	[]	[7.397283, 10.586677]	[97, 132]	[]	[86143801, 86143836]
39_12144	chr3	13890683	13891083	+	1000	37.0	[]	[]	[8.260495, 10.370103]	[145, 206]	[]	[13890863, 13890924]
39_12146	chr3	14921119	14921519	+	1000	37.0	[8.329008]	[94]	[]	[]	[14921310]	[]
39_12157	chr3	47850380	47850780	+	1000	37.0	[7.2151175]	[160]	[]	[]	[47850574]	[]
39_12161	chr3	50292431	50292831	+	1000	37.0	[]	[]	[9.738007]	[167]	[]	[50292617]
39_12164	chr3	67017203	67017603	+	1000	37.0	[7.151105, 8.329008, 8.329008]	[70, 86, 95]	[]	[]	[67017373, 67017389, 67017398]	[]
39_12167	chr3	142828695	142829095	+	1000	37.0	[]	[]	[8.329008]	[81]	[]	[142828872]
39_12170	chr3	170908650	170909050	+	1000	37.0	[7.748347]	[149]	[7.7944894]	[95]	[170908868]	[170908814]
39_12174	chr3	194134308	194134708	+	1000	37.0	[]	[]	[8.502309]	[56]	[]	[194134459]
39_12178	chr3	196142343	196142743	+	1000	37.0	[8.260495]	[121]	[]	[]	[196142563]	[]
39_1219	chr16	85555152	85555552	+	1000	71.0	[]	[]	[7.3683157]	[144]	[]	[85555385]
39_12193	chr4	128787707	128788107	+	1000	37.0	[]	[]	[10.370103]	[71]	[]	[128787877]
39_122	chr1	224503444	224503844	+	1000	162.0	[10.586677]	[147]	[8.502309]	[105]	[224503685]	[224503643]
39_1220	chr17	27544578	27544978	+	1000	71.0	[8.502309, 12.064187, 12.064187]	[69, 77, 152]	[]	[]	[27544737, 27544745, 27544820]	[]
39_12210	chr5	95858774	95859174	+	1000	37.0	[7.2151175]	[184]	[]	[]	[95859000]	[]
39_12216	chr5	112878756	112879156	+	1000	37.0	[7.7944894, 10.586677]	[117, 124]	[]	[]	[112878968, 112878975]	[]
39_12229	chr5	178461094	178461494	+	1000	37.0	[]	[]	[8.329008, 9.738007]	[146, 183]	[]	[178461303, 178461340]
39_12230	chr5	181243594	181243994	+	1000	37.0	[8.892592]	[88]	[]	[]	[181243758]	[]
39_12236	chr6	7058416	7058816	+	1000	37.0	[8.909202]	[121]	[]	[]	[7058636]	[]
39_12241	chr6	14727827	14728227	+	1000	37.0	[]	[]	[7.3683157]	[85]	[]	[14728011]
39_12245	chr6	16157854	16158254	+	1000	37.0	[]	[]	[7.7944894]	[70]	[]	[16158011]
39_12246	chr6	20291659	20292059	+	1000	37.0	[]	[]	[8.329008, 8.260495]	[121, 168]	[]	[20291862, 20291909]
39_1226	chr19	58519742	58520142	+	1000	71.0	[]	[]	[7.3683157]	[110]	[]	[58519947]
39_12262	chr6	33320583	33320983	+	1000	37.0	[]	[]	[8.260495]	[136]	[]	[33320812]
39_12263	chr6	33580034	33580434	+	1000	37.0	[8.892592]	[158]	[]	[]	[33580274]	[]
39_12269	chr6	37485180	37485580	+	1000	37.0	[]	[]	[10.370103]	[136]	[]	[37485413]
39_12273	chr6	42971187	42971587	+	1000	37.0	[7.2151175]	[127]	[]	[]	[42971371]	[]
39_12281	chr6	72412193	72412593	+	1000	37.0	[]	[]	[8.044104, 10.370103]	[67, 103]	[]	[72412358, 72412394]
39_12288	chr6	126054347	126054747	+	1000	37.0	[9.738007]	[216]	[]	[]	[126054597]	[]
39_12289	chr6	126339966	126340366	+	1000	37.0	[8.044104]	[152]	[]	[]	[126340147]	[]
39_12308	chr7	2735215	2735615	+	1000	37.0	[]	[]	[8.329008]	[141]	[]	[2735432]
39_12325	chr7	75971848	75972248	+	1000	37.0	[9.738007]	[122]	[]	[]	[75972054]	[]
39_12330	chr7	99929388	99929788	+	1000	37.0	[]	[]	[7.2151175]	[159]	[]	[99929611]
39_12336	chr7	105353864	105354264	+	1000	37.0	[10.370103]	[142]	[]	[]	[105354100]	[]
39_12345	chr7	111735640	111736040	+	1000	37.0	[8.044104]	[97]	[]	[]	[111735811]	[]
39_12355	chr7	134359662	134360062	+	1000	37.0	[]	[]	[10.370103]	[154]	[]	[134359874]
39_12356	chr7	135274448	135274848	+	1000	37.0	[]	[]	[7.3683157]	[112]	[]	[135274607]
39_12376	chr7	153404890	153405290	+	1000	37.0	[]	[]	[10.586677]	[182]	[]	[153405107]
39_12378	chr7	154681325	154681725	+	1000	37.0	[]	[]	[8.329008]	[103]	[]	[154681502]
39_12389	chr8	27592193	27592593	+	1000	37.0	[8.892592]	[116]	[]	[]	[27592401]	[]
39_12392	chr8	41772590	41772990	+	640	37.0	[8.892592]	[96]	[]	[]	[41772746]	[]
39_124	chr17	58329397	58329797	+	1000	162.0	[7.2151175, 8.260495]	[116, 169]	[]	[]	[58329574, 58329627]	[]
39_12402	chr8	143632580	143632980	+	1000	37.0	[10.586677, 8.260495, 10.370103]	[94, 166, 179]	[]	[]	[143632743, 143632815, 143632828]	[]
39_12405	chr9	34049012	34049412	+	1000	37.0	[8.892592, 10.586677]	[125, 152]	[8.329008, 7.397283]	[107, 160]	[34049224, 34049251]	[34049206, 34049259]
39_12414	chr9	120865517	120865917	+	1000	37.0	[]	[]	[7.7944894]	[122]	[]	[120865698]
39_12417	chr9	123343425	123343825	+	1000	37.0	[]	[]	[10.370103]	[78]	[]	[123343589]
39_12418	chr9	124617471	124617871	+	1000	37.0	[9.738007]	[81]	[]	[]	[124617646]	[]
39_12425	chr9	128362082	128362482	+	1000	37.0	[7.2151175]	[99]	[]	[]	[128362275]	[]
39_12430	chr9	129726623	129727023	+	1000	37.0	[8.892592]	[122]	[]	[]	[129726829]	[]
39_12439	chr9	135504637	135505037	+	1000	37.0	[]	[]	[8.260495]	[139]	[]	[135504866]
39_12453	chr1	6184331	6184731	+	1000	36.0	[]	[]	[8.044104]	[62]	[]	[6184483]
39_12478	chr1	27392797	27393197	+	1000	36.0	[8.044104]	[94]	[]	[]	[27392987]	[]
39_12483	chr1	29325048	29325448	+	1000	36.0	[]	[]	[7.2151175]	[177]	[]	[29325252]
39_1250	chr6	161244695	161245095	+	1000	71.0	[]	[]	[12.064187, 7.7944894]	[93, 114]	[]	[161244859, 161244880]
39_12502	chr1	50973939	50974339	+	1000	36.0	[]	[]	[7.151105]	[155]	[]	[50974133]
39_12504	chr1	52032641	52033041	+	1000	36.0	[8.909202]	[179]	[8.502309]	[165]	[52032850]	[52032836]
39_12518	chr1	112390848	112391248	+	1000	36.0	[]	[]	[8.892592]	[154]	[]	[112391035]
39_12520	chr1	112625668	112626068	+	1000	36.0	[]	[]	[7.2151175]	[175]	[]	[112625912]
39_12521	chr1	114756815	114757215	+	1000	36.0	[9.738007]	[113]	[]	[]	[114757023]	[]
39_12523	chr1	116679223	116679623	+	1000	36.0	[7.397283, 7.397283]	[72, 117]	[]	[]	[116679378, 116679423]	[]
39_12529	chr1	153533122	153533522	+	1000	36.0	[]	[]	[7.7944894]	[118]	[]	[153533321]
39_12530	chr1	153626849	153627249	+	1000	36.0	[10.586677]	[182]	[8.260495, 7.151105]	[121, 156]	[153627079]	[153627018, 153627053]
39_12531	chr1	155062612	155063012	+	1000	36.0	[8.502309]	[133]	[]	[]	[155062817]	[]
39_12534	chr1	156020754	156021154	+	1000	36.0	[]	[]	[10.370103]	[72]	[]	[156020914]
39_12541	chr1	175319607	175320007	+	1000	36.0	[8.892592]	[143]	[8.892592]	[146]	[175319823]	[175319826]
39_12542	chr1	180188224	180188624	+	1000	36.0	[8.260495]	[129]	[]	[]	[180188375]	[]
39_12543	chr1	180271169	180271569	+	1000	36.0	[7.397283]	[141]	[]	[]	[180271362]	[]
39_12556	chr1	206808625	206809025	+	1000	36.0	[8.329008]	[117]	[]	[]	[206808827]	[]
39_12557	chr1	206912492	206912892	+	1000	36.0	[8.329008]	[88]	[]	[]	[206912677]	[]
39_1256	chr9	130863761	130864161	+	1000	71.0	[]	[]	[10.370103]	[141]	[]	[130863986]
39_12561	chr1	221708020	221708420	+	761	36.0	[10.370103]	[84]	[]	[]	[221708175]	[]
39_12591	chr10	13586658	13587058	+	1000	36.0	[]	[]	[8.329008]	[167]	[]	[13586892]
39_12605	chr10	50603997	50604397	+	1000	36.0	[]	[]	[12.064187]	[138]	[]	[50604185]
39_12606	chr10	60353750	60354150	+	1000	36.0	[7.151105]	[107]	[]	[]	[60353954]	[]
39_12610	chr10	70664758	70665158	+	1000	36.0	[12.064187]	[179]	[]	[]	[70664954]	[]
39_12620	chr10	79929399	79929799	+	1000	36.0	[8.892592]	[80]	[]	[]	[79929574]	[]
39_12624	chr10	100371176	100371576	+	1000	36.0	[7.7944894]	[79]	[8.892592]	[166]	[100371333]	[100371420]
39_12625	chr10	117411406	117411806	+	843	36.0	[8.044104, 7.2151175]	[53, 142]	[]	[]	[117411558, 117411647]	[]
39_12628	chr11	2928934	2929334	+	1000	36.0	[10.586677]	[156]	[]	[]	[2929133]	[]
39_12646	chr11	62324862	62325262	+	1000	36.0	[]	[]	[8.892592, 8.329008]	[83, 105]	[]	[62325025, 62325047]
39_12658	chr11	67614123	67614523	+	1000	36.0	[10.370103]	[141]	[]	[]	[67614330]	[]
39_1266	chr1	228165561	228165961	+	1000	70.0	[7.2151175]	[130]	[]	[]	[228165758]	[]
39_12669	chr11	75350899	75351299	+	1000	36.0	[]	[]	[8.260495]	[137]	[]	[75351082]
39_12674	chr11	78290228	78290628	+	1000	36.0	[9.738007]	[96]	[10.586677]	[86]	[78290405]	[78290395]
39_12675	chr11	78292132	78292532	+	1000	36.0	[]	[]	[10.370103]	[102]	[]	[78292331]
39_12684	chr11	126420351	126420751	+	1000	36.0	[12.064187]	[139]	[]	[]	[126420579]	[]
39_12685	chr11	129750812	129751212	+	1000	36.0	[8.892592]	[108]	[]	[]	[129751005]	[]
39_12689	chr12	6341259	6341659	+	1000	36.0	[]	[]	[8.260495, 8.260495]	[158, 176]	[]	[6341479, 6341497]
39_127	chr17	28865184	28865584	+	1000	161.0	[10.370103, 8.892592, 9.738007]	[109, 115, 155]	[]	[]	[28865374, 28865380, 28865420]	[]
39_12711	chr12	62466697	62467097	+	1000	36.0	[10.370103]	[204]	[]	[]	[62466910]	[]
39_12715	chr12	103930971	103931371	+	1000	36.0	[9.738007]	[160]	[]	[]	[103931221]	[]
39_12718	chr12	113314069	113314469	+	1000	36.0	[7.2151175]	[147]	[]	[]	[113314278]	[]
39_12757	chr15	40906370	40906770	+	1000	36.0	[8.892592]	[167]	[]	[]	[40906579]	[]
39_12769	chr15	74695466	74695866	+	1000	36.0	[]	[]	[7.3683157]	[201]	[]	[74695698]
39_12772	chr15	75043027	75043427	+	1000	36.0	[]	[]	[10.370103]	[117]	[]	[75043235]
39_12774	chr15	78937158	78937558	+	1000	36.0	[12.064187, 8.260495, 8.329008]	[82, 97, 142]	[]	[]	[78937327, 78937342, 78937387]	[]
39_12795	chr16	29808525	29808925	+	1000	36.0	[]	[]	[10.586677]	[156]	[]	[29808684]
39_128	chr5	56123769	56124169	+	1000	161.0	[8.329008]	[136]	[]	[]	[56123987]	[]
39_12815	chr16	75043033	75043433	+	1000	36.0	[7.748347, 8.892592]	[95, 117]	[]	[]	[75043200, 75043222]	[]
39_12816	chr16	75591046	75591446	+	1000	36.0	[]	[]	[10.370103]	[163]	[]	[75591266]
39_12819	chr16	85542523	85542923	+	1000	36.0	[9.738007]	[169]	[]	[]	[85542741]	[]
39_12825	chr16	88634661	88635061	+	1000	36.0	[]	[]	[7.748347]	[169]	[]	[88634845]
39_12827	chr16	89383035	89383435	+	1000	36.0	[]	[]	[10.370103]	[89]	[]	[89383216]
39_1283	chr22	19679538	19679938	+	1000	70.0	[8.260495]	[168]	[]	[]	[19679781]	[]
39_12830	chr16	89921837	89922237	+	1000	36.0	[]	[]	[7.7944894, 10.370103]	[117, 144]	[]	[89922049, 89922076]
39_12839	chr17	31508628	31509028	+	1000	36.0	[8.260495, 8.044104]	[106, 152]	[]	[]	[31508831, 31508877]	[]
39_1284	chr22	19987359	19987759	+	1000	70.0	[]	[]	[10.586677]	[79]	[]	[19987515]
39_12851	chr17	41066196	41066596	+	1000	36.0	[12.064187]	[151]	[10.586677]	[173]	[41066409]	[41066431]
39_12871	chr17	60599670	60600070	+	1000	36.0	[]	[]	[8.260495]	[137]	[]	[60599832]
39_12873	chr17	63420406	63420806	+	1000	36.0	[7.748347]	[152]	[]	[]	[63420654]	[]
39_12874	chr17	64504972	64505372	+	1000	36.0	[12.064187]	[82]	[]	[]	[64505152]	[]
39_12877	chr17	68035566	68035966	+	1000	36.0	[]	[]	[10.370103]	[66]	[]	[68035731]
39_12888	chr18	3451195	3451595	+	1000	36.0	[]	[]	[12.064187]	[146]	[]	[3451365]
39_1289	chr4	6925431	6925831	+	1000	70.0	[12.064187]	[104]	[]	[]	[6925587]	[]
39_12895	chr18	12377581	12377981	+	1000	36.0	[]	[]	[7.151105]	[144]	[]	[12377780]
39_129	chr9	130866358	130866758	+	1000	161.0	[]	[]	[8.502309]	[132]	[]	[130866583]
39_12902	chr19	1825974	1826374	+	1000	36.0	[]	[]	[7.151105]	[214]	[]	[1826209]
39_12903	chr19	3163203	3163603	+	1000	36.0	[9.738007]	[118]	[]	[]	[3163389]	[]
39_12904	chr19	3573940	3574340	+	1000	36.0	[]	[]	[8.260495]	[105]	[]	[3574120]
39_12912	chr19	8324550	8324950	+	1000	36.0	[8.892592]	[103]	[]	[]	[8324720]	[]
39_12914	chr19	9674902	9675302	+	1000	36.0	[]	[]	[10.370103]	[124]	[]	[9675068]
39_12921	chr19	12294598	12294998	+	1000	36.0	[]	[]	[8.329008]	[145]	[]	[12294765]
39_1293	chr6	41939389	41939789	+	1000	70.0	[]	[]	[12.064187]	[101]	[]	[41939567]
39_12951	chr19	49097793	49098193	+	1000	36.0	[8.260495, 8.892592]	[105, 144]	[]	[]	[49097964, 49098003]	[]
39_12953	chr19	50358583	50358983	+	1000	36.0	[]	[]	[8.892592]	[197]	[]	[50358814]
39_1297	chr7	135650831	135651231	+	1000	70.0	[]	[]	[10.586677]	[186]	[]	[135651080]
39_12970	chr2	46913603	46914003	+	1000	36.0	[]	[]	[8.909202]	[191]	[]	[46913827]
39_12976	chr2	73214037	73214437	+	1000	36.0	[8.892592]	[103]	[]	[]	[73214211]	[]
39_12979	chr2	75710684	75711084	+	1000	36.0	[]	[]	[8.502309]	[128]	[]	[75710894]
39_12988	chr2	112640801	112641201	+	1000	36.0	[]	[]	[12.064187]	[106]	[]	[112641007]
39_12993	chr2	156331952	156332352	+	1000	36.0	[]	[]	[8.892592]	[160]	[]	[156332144]
39_13006	chr2	240251035	240251435	+	1000	36.0	[8.892592]	[138]	[10.586677, 8.502309]	[70, 114]	[240251262]	[240251194, 240251238]
39_13019	chr20	37406311	37406711	+	1000	36.0	[8.260495, 8.260495, 9.738007]	[162, 179, 215]	[]	[]	[37406505, 37406522, 37406558]	[]
39_13031	chr20	62598843	62599243	+	1000	36.0	[10.586677]	[193]	[]	[]	[62599078]	[]
39_13032	chr21	8992802	8993202	+	1000	36.0	[9.738007]	[164]	[]	[]	[8993043]	[]
39_13033	chr21	36927612	36928012	+	1000	36.0	[8.329008]	[100]	[]	[]	[36927810]	[]
39_13040	chr22	17829963	17830363	+	1000	36.0	[]	[]	[9.738007]	[115]	[]	[17830176]
39_13043	chr22	19037947	19038347	+	1000	36.0	[]	[]	[7.2151175]	[128]	[]	[19038162]
39_13045	chr22	19137598	19137998	+	1000	36.0	[8.329008]	[80]	[7.2151175]	[165]	[19137756]	[19137841]
39_1305	chr9	131174866	131175266	+	1000	70.0	[10.586677]	[98]	[]	[]	[131175051]	[]
39_13053	chr22	19455041	19455441	+	1000	36.0	[9.738007]	[99]	[7.151105]	[124]	[19455230]	[19455255]
39_13056	chr22	19555692	19556092	+	1000	36.0	[8.260495]	[138]	[]	[]	[19555847]	[]
39_13058	chr22	19579741	19580141	+	1000	36.0	[]	[]	[8.329008]	[67]	[]	[19579893]
39_1306	chrX	9463002	9463402	+	1000	70.0	[]	[]	[12.064187]	[60]	[]	[9463158]
39_13073	chr22	19983706	19984106	+	1000	36.0	[8.892592]	[157]	[]	[]	[19983945]	[]
39_13075	chr22	20125576	20125976	+	1000	36.0	[7.748347]	[197]	[]	[]	[20125792]	[]
39_13076	chr22	20241122	20241522	+	1000	36.0	[8.329008]	[103]	[]	[]	[20241299]	[]
39_13079	chr22	20624198	20624598	+	1000	36.0	[12.064187]	[145]	[]	[]	[20624365]	[]
39_13090	chr22	20974155	20974555	+	1000	36.0	[8.329008]	[174]	[]	[]	[20974378]	[]
39_131	chr17	43315778	43316178	+	1000	159.0	[8.329008, 8.017088]	[80, 100]	[]	[]	[43315940, 43315960]	[]
39_13101	chr22	22058679	22059079	+	1000	36.0	[10.370103]	[125]	[]	[]	[22058899]	[]
39_13110	chr22	22345687	22346087	+	1000	36.0	[]	[]	[7.151105]	[58]	[]	[22345838]
39_13111	chr22	22403851	22404251	+	1000	36.0	[]	[]	[10.586677]	[130]	[]	[22404052]
39_13124	chr22	22915602	22916002	+	1000	36.0	[]	[]	[12.064187]	[81]	[]	[22915776]
39_13137	chr3	12966976	12967376	+	1000	36.0	[]	[]	[9.738007]	[193]	[]	[12967222]
39_13152	chr3	47016953	47017353	+	1000	36.0	[8.017088]	[194]	[]	[]	[47017173]	[]
39_13160	chr3	120095092	120095492	+	1000	36.0	[]	[]	[8.502309]	[127]	[]	[120095309]
39_13179	chr3	196279360	196279760	+	1000	36.0	[7.3683157]	[114]	[]	[]	[196279546]	[]
39_1318	chr11	70419907	70420307	+	1000	69.0	[]	[]	[8.892592]	[118]	[]	[70420085]
39_13191	chr4	78776846	78777246	+	1000	36.0	[10.370103]	[175]	[]	[]	[78777077]	[]
39_13210	chr5	39158138	39158538	+	1000	36.0	[7.397283]	[142]	[]	[]	[39158351]	[]
39_13212	chr5	54785623	54786023	+	1000	36.0	[10.370103]	[154]	[7.397283, 7.151105]	[103, 110]	[54785872]	[54785821, 54785828]
39_13215	chr5	68554951	68555351	+	1000	36.0	[]	[]	[7.397283]	[111]	[]	[68555161]
39_13219	chr5	132103539	132103939	+	1000	36.0	[]	[]	[7.7944894]	[198]	[]	[132103745]
39_1322	chr15	36428334	36428734	+	1000	69.0	[12.064187]	[101]	[]	[]	[36428526]	[]
39_13228	chr5	139689485	139689885	+	1000	36.0	[10.370103]	[155]	[]	[]	[139689713]	[]
39_1323	chr15	90143239	90143639	+	1000	69.0	[]	[]	[8.329008]	[96]	[]	[90143390]
39_13246	chr6	3258766	3259166	+	1000	36.0	[8.260495]	[148]	[]	[]	[3258998]	[]
39_13247	chr6	3356146	3356546	+	1000	36.0	[]	[]	[8.892592]	[207]	[]	[3356381]
39_13255	chr6	11935281	11935681	+	1000	36.0	[8.329008]	[157]	[]	[]	[11935520]	[]
39_13261	chr6	15247810	15248210	+	1000	36.0	[]	[]	[10.370103, 8.502309]	[114, 148]	[]	[15247973, 15248007]
39_13269	chr6	28921950	28922350	+	1000	36.0	[10.370103]	[189]	[8.892592, 9.738007]	[106, 118]	[28922194]	[28922111, 28922123]
39_13270	chr6	30615857	30616257	+	1000	36.0	[]	[]	[8.892592]	[125]	[]	[30616070]
39_13297	chr6	90479253	90479653	+	1000	36.0	[7.151105]	[187]	[]	[]	[90479495]	[]
39_13299	chr6	110179738	110180138	+	1000	36.0	[8.044104, 8.909202]	[132, 140]	[]	[]	[110179944, 110179952]	[]
39_13301	chr6	125780707	125781107	+	1000	36.0	[9.738007]	[235]	[]	[]	[125780951]	[]
39_13304	chr6	135118103	135118503	+	1000	36.0	[]	[]	[8.329008]	[122]	[]	[135118320]
39_13331	chr7	44112978	44113378	+	1000	36.0	[]	[]	[10.586677]	[176]	[]	[44113202]
39_13340	chr7	99144204	99144604	+	1000	36.0	[7.397283]	[141]	[]	[]	[99144422]	[]
39_13341	chr7	99380014	99380414	+	1000	36.0	[7.2151175]	[218]	[]	[]	[99380251]	[]
39_13343	chr7	99919575	99919975	+	1000	36.0	[10.586677]	[134]	[]	[]	[99919762]	[]
39_13374	chr7	151078187	151078587	+	1000	36.0	[]	[]	[10.370103]	[133]	[]	[151078408]
39_13376	chr7	158866108	158866508	+	1000	36.0	[8.329008, 8.329008]	[93, 150]	[]	[]	[158866273, 158866330]	[]
