#PeakID(python scan_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_10676	chr13	114150353	114150753	+	1000	52.5	[11.465191, 11.465191, 11.465191, 11.465191, 11.465191]	[110, 123, 136, 149, 162]	[]	[]	[114150549, 114150562, 114150575, 114150588, 114150601]	[]
466_10683	chr15	41115497	41115897	+	1000	52.5	[6.9489045, 11.465191, 6.9489045]	[99, 105, 126]	[6.9489045, 6.9489045, 11.465191]	[99, 126, 153]	[41115669, 41115675, 41115696]	[41115669, 41115696, 41115723]
466_10687	chr15	82680371	82680771	+	1000	52.5	[]	[]	[11.465191]	[91]	[]	[82680534]
466_1069	chr22	22342842	22343242	+	1000	137.5	[11.465191]	[77]	[]	[]	[22343011]	[]
466_10690	chr16	57628605	57629005	+	1000	52.5	[11.465191]	[184]	[6.975399, 11.465191]	[194, 220]	[57628790]	[57628800, 57628826]
466_10692	chr17	7835764	7836164	+	1000	52.5	[6.975399]	[110]	[11.465191]	[151]	[7835947]	[7835988]
466_10694	chr17	48457112	48457512	+	1000	52.5	[]	[]	[11.465191]	[186]	[]	[48457312]
466_10696	chr18	2627680	2628080	+	1000	52.5	[]	[]	[6.53501, 6.53501, 6.53501]	[107, 115, 161]	[]	[2627874, 2627882, 2627928]
466_10698	chr18	3601196	3601596	+	1000	52.5	[]	[]	[11.465191]	[79]	[]	[3601361]
466_1070	chr22	22692776	22693176	+	1000	137.5	[6.975399, 11.465191]	[105, 118]	[]	[]	[22692974, 22692987]	[]
466_10700	chr18	58221231	58221631	+	1000	52.5	[]	[]	[6.672127]	[83]	[]	[58221408]
466_10706	chr19	35269638	35270038	+	1000	52.5	[]	[]	[11.465191, 11.465191]	[69, 90]	[]	[35269800, 35269821]
466_10707	chr19	40578446	40578846	+	1000	52.5	[]	[]	[6.672127]	[95]	[]	[40578616]
466_10709	chr19	47130475	47130875	+	1000	52.5	[6.9489045, 6.9489045]	[91, 160]	[6.9489045, 6.9489045]	[91, 160]	[47130653, 47130722]	[47130653, 47130722]
466_1071	chr3	196127528	196127928	+	1000	137.5	[11.465191]	[130]	[]	[]	[196127743]	[]
466_10712	chr19	52723750	52724150	+	1000	52.5	[6.53501]	[121]	[]	[]	[52723957]	[]
466_10714	chr19	54115439	54115839	+	1000	52.5	[]	[]	[11.465191]	[173]	[]	[54115647]
466_10719	chr2	30146315	30146715	+	1000	52.5	[6.975399]	[85]	[]	[]	[30146485]	[]
466_1072	chr6	27592636	27593036	+	1000	137.5	[6.53501]	[135]	[]	[]	[27592817]	[]
466_10720	chr2	54522563	54522963	+	932	52.5	[]	[]	[11.465191]	[121]	[]	[54522781]
466_10722	chr2	86197151	86197551	+	1000	52.5	[11.465191]	[139]	[]	[]	[86197385]	[]
466_10726	chr2	170771143	170771543	+	1000	52.5	[11.465191]	[89]	[]	[]	[170771307]	[]
466_10731	chr2	191846294	191846694	+	1000	52.5	[11.465191]	[174]	[]	[]	[191846509]	[]
466_10732	chr2	197851478	197851878	+	1000	52.5	[11.465191]	[145]	[]	[]	[197851706]	[]
466_10734	chr20	17569539	17569939	+	1000	52.5	[11.465191]	[79]	[11.465191, 11.465191]	[87, 137]	[17569714]	[17569722, 17569772]
466_10735	chr20	36592123	36592523	+	1000	52.5	[6.53501]	[58]	[]	[]	[36592280]	[]
466_10740	chr20	45884815	45885215	+	1000	52.5	[]	[]	[11.465191]	[157]	[]	[45885062]
466_10742	chr20	49717667	49718067	+	1000	52.5	[]	[]	[11.465191]	[101]	[]	[49717833]
466_10745	chr20	53621521	53621921	+	1000	52.5	[6.975399]	[149]	[]	[]	[53621744]	[]
466_1075	chr1	54199745	54200145	+	1000	137.0	[6.53501]	[187]	[]	[]	[54199973]	[]
466_10750	chr3	46422619	46423019	+	1000	52.5	[11.465191]	[61]	[]	[]	[46422779]	[]
466_10752	chr3	129211821	129212221	+	1000	52.5	[11.465191]	[133]	[]	[]	[129212022]	[]
466_10761	chr4	39366203	39366603	+	1000	52.5	[]	[]	[11.465191]	[156]	[]	[39366441]
466_10763	chr4	82900137	82900537	+	1000	52.5	[6.53501, 6.672127]	[124, 194]	[]	[]	[82900299, 82900369]	[]
466_10764	chr4	123350068	123350468	+	1000	52.5	[11.465191]	[111]	[]	[]	[123350278]	[]
466_10766	chr4	154441951	154442351	+	1000	52.5	[]	[]	[6.975399]	[149]	[]	[154442131]
466_10767	chr5	1316250	1316650	+	1000	52.5	[]	[]	[11.465191]	[103]	[]	[1316427]
466_1077	chr1	228490479	228490879	+	1000	137.0	[11.465191]	[101]	[11.465191]	[125]	[228490670]	[228490694]
466_10770	chr5	41904139	41904539	+	1000	52.5	[6.9489045, 6.672127]	[130, 145]	[11.465191, 6.9489045]	[106, 130]	[41904335, 41904350]	[41904311, 41904335]
466_10776	chr5	122774998	122775398	+	1000	52.5	[]	[]	[6.672127]	[140]	[]	[122775229]
466_10777	chr5	140399310	140399710	+	1000	52.5	[]	[]	[11.465191]	[126]	[]	[140399516]
466_10779	chr5	154754855	154755255	+	1000	52.5	[6.9489045]	[145]	[6.9489045]	[145]	[154755100]	[154755100]
466_10780	chr5	181045355	181045755	+	1000	52.5	[]	[]	[6.975399]	[187]	[]	[181045596]
466_10781	chr6	3251447	3251847	+	1000	52.5	[11.465191, 6.53501]	[87, 94]	[]	[]	[3251623, 3251630]	[]
466_10784	chr6	16260591	16260991	+	1000	52.5	[]	[]	[11.465191, 11.465191]	[145, 177]	[]	[16260809, 16260841]
466_10787	chr6	37155380	37155780	+	1000	52.5	[]	[]	[11.465191]	[208]	[]	[37155600]
466_10788	chr6	37170414	37170814	+	1000	52.5	[11.465191]	[114]	[]	[]	[37170606]	[]
466_10789	chr6	43229384	43229784	+	1000	52.5	[11.465191]	[91]	[]	[]	[43229551]	[]
466_10791	chr6	44268000	44268400	+	1000	52.5	[]	[]	[11.465191]	[82]	[]	[44268164]
466_10794	chr6	81938337	81938737	+	1000	52.5	[]	[]	[11.465191]	[139]	[]	[81938544]
466_10796	chr6	130973522	130973922	+	1000	52.5	[6.975399]	[121]	[]	[]	[130973724]	[]
466_10797	chr6	149746342	149746742	+	1000	52.5	[]	[]	[6.975399]	[76]	[]	[149746513]
466_10800	chr6	157774378	157774778	+	1000	52.5	[6.9489045, 11.465191]	[66, 116]	[6.9489045]	[66]	[157774538, 157774588]	[157774538]
466_10802	chr7	12729183	12729583	+	1000	52.5	[6.975399]	[134]	[]	[]	[12729412]	[]
466_10805	chr7	91394961	91395361	+	1000	52.5	[]	[]	[11.465191]	[149]	[]	[91395160]
466_10815	chr7	133492059	133492459	+	1000	52.5	[]	[]	[6.53501]	[88]	[]	[133492218]
466_10818	chr7	150286141	150286541	+	1000	52.5	[]	[]	[6.672127]	[141]	[]	[150286370]
466_1082	chr9	135563188	135563588	+	1000	137.0	[]	[]	[11.465191, 11.465191, 6.53501, 11.465191, 11.465191, 6.53501, 11.465191, 11.465191, 6.53501, 11.465191, 11.465191, 6.53501]	[78, 86, 94, 102, 110, 118, 134, 142, 150, 158, 166, 174]	[]	[135563339, 135563347, 135563355, 135563363, 135563371, 135563379, 135563395, 135563403, 135563411, 135563419, 135563427, 135563435]
466_10825	chr9	70256004	70256404	+	1000	52.5	[]	[]	[11.465191]	[138]	[]	[70256240]
466_10826	chr9	114484864	114485264	+	1000	52.5	[6.9489045]	[102]	[6.9489045]	[102]	[114485065]	[114485065]
466_10828	chr9	127425760	127426160	+	1000	52.5	[11.465191]	[118]	[]	[]	[127425975]	[]
466_10833	chr9	131181422	131181822	+	1000	52.5	[6.9489045]	[113]	[6.9489045]	[113]	[131181604]	[131181604]
466_1084	chr2	26396687	26397087	+	1000	136.5	[]	[]	[6.975399]	[141]	[]	[26396921]
466_10841	chrX	48696175	48696575	+	1000	52.5	[11.465191]	[138]	[]	[]	[48696371]	[]
466_10842	chr1	2046450	2046850	+	1000	52.0	[6.53501, 11.465191]	[137, 150]	[]	[]	[2046680, 2046693]	[]
466_10843	chr1	11707445	11707845	+	1000	52.0	[11.465191]	[149]	[11.465191]	[188]	[11707601]	[11707640]
466_10850	chr1	30232299	30232699	+	1000	52.0	[11.465191]	[124]	[11.465191]	[107]	[30232521]	[30232504]
466_10851	chr1	42146884	42147284	+	1000	52.0	[6.975399]	[106]	[]	[]	[42147071]	[]
466_10861	chr1	154405028	154405428	+	1000	52.0	[]	[]	[11.465191]	[93]	[]	[154405216]
466_10862	chr1	154955084	154955484	+	1000	52.0	[]	[]	[11.465191]	[102]	[]	[154955276]
466_1087	chr5	150109910	150110310	+	1000	136.5	[11.465191, 11.465191, 11.465191]	[95, 114, 143]	[]	[]	[150110085, 150110104, 150110133]	[]
466_10872	chr1	205945058	205945458	+	1000	52.0	[]	[]	[11.465191]	[119]	[]	[205945266]
466_10874	chr1	219926466	219926866	+	1000	52.0	[6.53501]	[157]	[]	[]	[219926669]	[]
466_1088	chr6	137968834	137969234	+	1000	136.5	[]	[]	[6.975399]	[100]	[]	[137969026]
466_10886	chr10	124486646	124487046	+	1000	52.0	[]	[]	[6.975399]	[125]	[]	[124486869]
466_10887	chr11	3091738	3092138	+	1000	52.0	[11.465191, 11.465191]	[111, 142]	[6.53501]	[79]	[3091922, 3091953]	[3091890]
466_10893	chr11	77045933	77046333	+	1000	52.0	[11.465191, 6.672127, 11.465191]	[141, 151, 161]	[]	[]	[77046140, 77046150, 77046160]	[]
466_10898	chr12	52980798	52981198	+	1000	52.0	[]	[]	[6.53501]	[115]	[]	[52981010]
466_109	chr1	30768909	30769309	+	1000	323.0	[]	[]	[6.672127]	[182]	[]	[30769154]
466_1090	chr1	209770550	209770950	+	1000	136.0	[]	[]	[11.465191, 11.465191, 11.465191]	[122, 142, 162]	[]	[209770712, 209770732, 209770752]
466_10900	chr12	57583149	57583549	+	1000	52.0	[11.465191]	[219]	[]	[]	[57583374]	[]
466_10901	chr12	110796871	110797271	+	1000	52.0	[]	[]	[11.465191]	[128]	[]	[110797045]
466_10902	chr12	122082961	122083361	+	1000	52.0	[6.53501]	[119]	[]	[]	[122083122]	[]
466_10906	chr13	113748133	113748533	+	1000	52.0	[]	[]	[11.465191]	[142]	[]	[113748373]
466_10907	chr14	34982494	34982894	+	1000	52.0	[6.9489045]	[64]	[6.9489045]	[64]	[34982655]	[34982655]
466_10909	chr14	87993163	87993563	+	1000	52.0	[11.465191]	[165]	[]	[]	[87993404]	[]
466_10914	chr15	84631081	84631481	+	1000	52.0	[]	[]	[11.465191]	[105]	[]	[84631253]
466_10915	chr15	90587030	90587430	+	1000	52.0	[6.53501]	[90]	[6.53501]	[82]	[90587218]	[90587210]
466_10917	chr16	14975616	14976016	+	1000	52.0	[]	[]	[11.465191]	[119]	[]	[14975825]
466_10918	chr16	30355209	30355609	+	1000	52.0	[6.9489045]	[153]	[6.9489045]	[153]	[30355437]	[30355437]
466_10922	chr16	87464606	87465006	+	1000	52.0	[6.9489045]	[205]	[6.9489045]	[205]	[87464828]	[87464828]
466_10934	chr17	57554400	57554800	+	1000	52.0	[11.465191]	[74]	[]	[]	[57554565]	[]
466_10935	chr17_GL000205v2_random	140624	141024	+	1000	52.0	[6.672127]	[134]	[]	[]	[140855]	[]
466_10938	chr18	26226096	26226496	+	1000	52.0	[6.9489045]	[67]	[6.9489045]	[67]	[26226262]	[26226262]
466_10941	chr19	3047592	3047992	+	1000	52.0	[6.672127]	[144]	[]	[]	[3047820]	[]
466_10947	chr19	19489145	19489545	+	1000	52.0	[6.975399]	[76]	[]	[]	[19489309]	[]
466_10949	chr19	35305618	35306018	+	1000	52.0	[11.465191]	[109]	[]	[]	[35305827]	[]
466_1095	chr6	11931212	11931612	+	1000	136.0	[11.465191]	[91]	[]	[]	[11931395]	[]
466_10950	chr19	39411990	39412390	+	1000	52.0	[]	[]	[11.465191]	[101]	[]	[39412173]
466_10956	chr2	11692976	11693376	+	1000	52.0	[11.465191]	[156]	[6.975399]	[122]	[11693191]	[11693157]
466_10958	chr2	26442696	26443096	+	1000	52.0	[11.465191]	[110]	[]	[]	[26442902]	[]
466_10959	chr2	27279900	27280300	+	1000	52.0	[11.465191]	[137]	[]	[]	[27280057]	[]
466_1096	chr8	54153330	54153730	+	1000	136.0	[]	[]	[6.53501, 11.465191]	[86, 97]	[]	[54153509, 54153520]
466_10966	chr2	172102882	172103282	+	1000	52.0	[]	[]	[11.465191]	[98]	[]	[172103073]
466_10969	chr20	46681280	46681680	+	1000	52.0	[6.975399]	[189]	[]	[]	[46681497]	[]
466_10982	chr22	43103988	43104388	+	1000	52.0	[6.9489045, 6.9489045]	[91, 99]	[6.9489045, 6.9489045]	[91, 99]	[43104170, 43104178]	[43104170, 43104178]
466_10989	chr3	178319008	178319408	+	1000	52.0	[]	[]	[6.53501]	[174]	[]	[178319252]
466_10990	chr3	183653172	183653572	+	1000	52.0	[]	[]	[6.53501]	[119]	[]	[183653391]
466_10992	chr4	2418942	2419342	+	1000	52.0	[]	[]	[11.465191]	[162]	[]	[2419108]
466_10994	chr4	72569710	72570110	+	1000	52.0	[6.672127]	[86]	[]	[]	[72569873]	[]
466_10996	chr4	78938657	78939057	+	1000	52.0	[]	[]	[6.975399]	[121]	[]	[78938870]
466_10998	chr5	39370609	39371009	+	1000	52.0	[6.9489045, 11.465191]	[82, 129]	[6.9489045]	[82]	[39370778, 39370825]	[39370778]
466_10999	chr5	57069417	57069817	+	1000	52.0	[]	[]	[11.465191, 11.465191, 11.465191]	[97, 126, 154]	[]	[57069587, 57069616, 57069644]
466_11000	chr5	60700136	60700536	+	1000	52.0	[6.53501]	[120]	[11.465191]	[128]	[60700331]	[60700339]
466_11006	chr5	141923487	141923887	+	1000	52.0	[11.465191]	[95]	[]	[]	[141923647]	[]
466_11007	chr5	178683715	178684115	+	1000	52.0	[11.465191]	[109]	[]	[]	[178683912]	[]
466_11016	chr6	18269229	18269629	+	1000	52.0	[6.975399]	[162]	[]	[]	[18269462]	[]
466_1102	chr15	40826097	40826497	+	1000	135.5	[11.465191]	[87]	[]	[]	[40826274]	[]
466_11025	chr6	33289061	33289461	+	1000	52.0	[]	[]	[6.975399, 6.53501]	[173, 189]	[]	[33289278, 33289294]
466_11026	chr6	35193244	35193644	+	1000	52.0	[6.975399]	[138]	[11.465191]	[116]	[35193457]	[35193435]
466_11030	chr6	42971067	42971467	+	1000	52.0	[]	[]	[6.53501]	[134]	[]	[42971260]
466_11032	chr6	124961676	124962076	+	1000	52.0	[]	[]	[6.672127]	[156]	[]	[124961918]
466_11037	chr7	44147185	44147585	+	1000	52.0	[11.465191]	[198]	[]	[]	[44147411]	[]
466_11041	chr7	100984442	100984842	+	1000	52.0	[]	[]	[6.53501]	[112]	[]	[100984646]
466_11047	chr7	145784314	145784714	+	1000	52.0	[11.465191]	[74]	[]	[]	[145784466]	[]
466_11048	chr8	11862426	11862826	+	1000	52.0	[]	[]	[11.465191]	[135]	[]	[11862615]
466_11053	chr8	100986058	100986458	+	1000	52.0	[6.9489045]	[186]	[6.9489045, 6.975399]	[186, 204]	[100986277]	[100986277, 100986295]
466_11054	chr8	106657772	106658172	+	1000	52.0	[6.975399]	[192]	[]	[]	[106657993]	[]
466_11062	chr9	94413654	94414054	+	1000	52.0	[11.465191]	[79]	[]	[]	[94413816]	[]
466_11064	chr9	131270673	131271073	+	1000	52.0	[]	[]	[11.465191]	[150]	[]	[131270899]
466_11065	chr9	137236408	137236808	+	1000	52.0	[]	[]	[11.465191]	[134]	[]	[137236594]
466_11068	chr1	2195098	2195498	+	1000	51.5	[]	[]	[11.465191]	[90]	[]	[2195253]
466_1107	chr19	54172988	54173388	+	1000	135.5	[6.975399]	[117]	[6.975399, 11.465191, 11.465191]	[87, 109, 128]	[54173195]	[54173165, 54173187, 54173206]
466_11079	chr1	53206055	53206455	+	1000	51.5	[11.465191]	[96]	[]	[]	[53206243]	[]
466_1108	chr20	50059336	50059736	+	1000	135.5	[6.975399, 11.465191]	[61, 81]	[6.975399]	[93]	[50059496, 50059516]	[50059528]
466_11080	chr1	59139279	59139679	+	1000	51.5	[]	[]	[6.975399]	[93]	[]	[59139463]
466_11085	chr1	150876855	150877255	+	1000	51.5	[11.465191]	[92]	[]	[]	[150877042]	[]
466_11088	chr1	156692889	156693289	+	1000	51.5	[11.465191]	[193]	[11.465191]	[165]	[156693101]	[156693073]
466_11092	chr1	182029296	182029696	+	1000	51.5	[6.53501]	[109]	[]	[]	[182029451]	[]
466_111	chr6	87213422	87213822	+	1000	319.0	[]	[]	[6.975399, 11.465191, 6.975399, 11.465191, 11.465191]	[61, 90, 109, 118, 146]	[]	[87213581, 87213610, 87213629, 87213638, 87213666]
466_1110	chr3	193592977	193593377	+	1000	135.5	[]	[]	[6.672127]	[131]	[]	[193593196]
466_11101	chr1	228245079	228245479	+	1000	51.5	[]	[]	[6.53501]	[58]	[]	[228245236]
466_11102	chr1	230867457	230867857	+	1000	51.5	[6.975399]	[87]	[]	[]	[230867638]	[]
466_11103	chr1	231052755	231053155	+	1000	51.5	[]	[]	[6.975399, 6.975399]	[96, 105]	[]	[231052943, 231052952]
466_11105	chr10	17196627	17197027	+	1000	51.5	[11.465191]	[93]	[]	[]	[17196798]	[]
466_11108	chr10	50660108	50660508	+	1000	51.5	[]	[]	[6.53501]	[164]	[]	[50660334]
466_11121	chr11	67572696	67573096	+	1000	51.5	[11.465191]	[133]	[]	[]	[67572896]	[]
466_11122	chr11	67629367	67629767	+	1000	51.5	[]	[]	[11.465191]	[111]	[]	[67629524]
466_11127	chr12	32054121	32054521	+	1000	51.5	[11.465191]	[80]	[]	[]	[32054300]	[]
466_11129	chr12	50025240	50025640	+	1000	51.5	[11.465191]	[84]	[]	[]	[50025415]	[]
466_1113	chrX	154373511	154373911	+	1000	135.5	[]	[]	[11.465191]	[158]	[]	[154373760]
466_11133	chr12	71839529	71839929	+	1000	51.5	[6.9489045]	[189]	[6.9489045]	[189]	[71839738]	[71839738]
466_11135	chr12	98671492	98671892	+	1000	51.5	[6.975399]	[135]	[]	[]	[98671706]	[]
466_11139	chr13	41148682	41149082	+	1000	51.5	[6.53501]	[141]	[]	[]	[41148905]	[]
466_1114	chr1	23110739	23111139	+	1000	135.0	[11.465191]	[154]	[]	[]	[23110979]	[]
466_11145	chr15	22779124	22779524	+	1000	51.5	[6.53501]	[139]	[6.975399]	[102]	[22779327]	[22779290]
466_11146	chr15	43514295	43514695	+	1000	51.5	[6.53501]	[131]	[]	[]	[43514519]	[]
466_11148	chr15	65869414	65869814	+	1000	51.5	[6.672127]	[127]	[]	[]	[65869591]	[]
466_11151	chr15	90841870	90842270	+	1000	51.5	[11.465191]	[165]	[]	[]	[90842085]	[]
466_11154	chr16	15482411	15482811	+	1000	51.5	[11.465191]	[85]	[]	[]	[15482588]	[]
466_11155	chr16	21301313	21301713	+	1000	51.5	[]	[]	[11.465191]	[145]	[]	[21301537]
466_11156	chr16	29995161	29995561	+	1000	51.5	[11.465191]	[84]	[11.465191]	[147]	[29995340]	[29995403]
466_11157	chr16	31700360	31700760	+	1000	51.5	[]	[]	[11.465191]	[191]	[]	[31700606]
466_1116	chr1	233624266	233624666	+	1000	135.0	[11.465191, 6.53501, 11.465191, 11.465191, 11.465191, 11.465191, 11.465191]	[97, 107, 117, 127, 137, 147, 154]	[]	[]	[233624437, 233624447, 233624457, 233624467, 233624477, 233624487, 233624494]	[]
466_11160	chr16	69754939	69755339	+	1000	51.5	[11.465191]	[84]	[11.465191]	[150]	[69755122]	[69755188]
466_11162	chr16	75578289	75578689	+	1000	51.5	[]	[]	[11.465191]	[132]	[]	[75578503]
466_11164	chr16	87393027	87393427	+	1000	51.5	[]	[]	[6.53501, 11.465191]	[122, 150]	[]	[87393206, 87393234]
466_11166	chr17	21215813	21216213	+	1000	51.5	[6.975399, 6.975399]	[117, 139]	[]	[]	[21215999, 21216021]	[]
466_11168	chr17	28912349	28912749	+	1000	51.5	[6.672127]	[143]	[6.672127]	[147]	[28912564]	[28912568]
466_1117	chr10	25062486	25062886	+	1000	135.0	[11.465191]	[162]	[6.53501]	[124]	[25062709]	[25062671]
466_11172	chr17	43372354	43372754	+	1000	51.5	[]	[]	[11.465191]	[220]	[]	[43372603]
466_11174	chr17	56834730	56835130	+	1000	51.5	[]	[]	[6.672127]	[184]	[]	[56834975]
466_1118	chr11	66371429	66371829	+	1000	135.0	[11.465191, 11.465191]	[162, 168]	[]	[]	[66371638, 66371644]	[]
466_11180	chr17	82037361	82037761	+	1000	51.5	[6.975399]	[103]	[]	[]	[82037545]	[]
466_11189	chr19	12722514	12722914	+	1000	51.5	[6.9489045, 6.9489045]	[84, 130]	[6.9489045, 6.9489045]	[84, 130]	[12722694, 12722740]	[12722694, 12722740]
466_1119	chr12	120292763	120293163	+	1000	135.0	[]	[]	[6.975399, 11.465191]	[80, 92]	[]	[120292940, 120292952]
466_11190	chr19	16588342	16588742	+	1000	51.5	[11.465191]	[168]	[]	[]	[16588530]	[]
466_11193	chr19	42387122	42387522	+	1000	51.5	[11.465191]	[179]	[]	[]	[42387337]	[]
466_11196	chr19	43675393	43675793	+	1000	51.5	[11.465191]	[163]	[]	[]	[43675614]	[]
466_112	chr1	27542448	27542848	+	1000	317.5	[6.53501]	[128]	[11.465191]	[106]	[27542655]	[27542633]
466_1120	chr17	29176564	29176964	+	1000	135.0	[6.9489045]	[162]	[6.672127, 11.465191, 6.9489045]	[87, 128, 162]	[29176813]	[29176738, 29176779, 29176813]
466_11201	chr19	49506548	49506948	+	1000	51.5	[]	[]	[11.465191, 6.53501]	[100, 168]	[]	[49506728, 49506796]
466_11204	chr19	52669971	52670371	+	1000	51.5	[11.465191, 11.465191, 11.465191]	[86, 114, 142]	[]	[]	[52670141, 52670169, 52670197]	[]
466_11205	chr19	55062405	55062805	+	1000	51.5	[11.465191]	[123]	[]	[]	[55062594]	[]
466_11208	chr2	9673788	9674188	+	1000	51.5	[6.53501]	[142]	[]	[]	[9674014]	[]
466_11209	chr2	26245011	26245411	+	1000	51.5	[11.465191]	[184]	[]	[]	[26245212]	[]
466_11211	chr2	32356607	32357007	+	1000	51.5	[6.53501]	[154]	[]	[]	[32356817]	[]
466_11212	chr2	47313065	47313465	+	1000	51.5	[11.465191]	[84]	[]	[]	[47313238]	[]
466_11214	chr2	69743402	69743802	+	1000	51.5	[]	[]	[11.465191]	[98]	[]	[69743559]
466_11219	chr2	170005689	170006089	+	1000	51.5	[]	[]	[6.53501]	[81]	[]	[170005856]
466_1122	chr2	55519050	55519450	+	1000	135.0	[6.975399]	[117]	[]	[]	[55519236]	[]
466_11223	chr20	4041756	4042156	+	1000	51.5	[]	[]	[6.975399]	[159]	[]	[4041966]
466_11230	chr21	37087143	37087543	+	1000	51.5	[6.9489045]	[146]	[6.9489045]	[146]	[37087321]	[37087321]
466_11238	chr22	49917902	49918302	+	1000	51.5	[]	[]	[11.465191, 6.975399]	[92, 130]	[]	[49918070, 49918108]
466_1124	chr5	5598590	5598990	+	1000	135.0	[]	[]	[11.465191]	[96]	[]	[5598773]
466_11242	chr3	36912495	36912895	+	1000	51.5	[]	[]	[11.465191]	[110]	[]	[36912675]
466_11249	chr3	157512475	157512875	+	1000	51.5	[]	[]	[11.465191]	[83]	[]	[157512634]
466_11254	chr4	26765517	26765917	+	1000	51.5	[6.53501]	[94]	[]	[]	[26765671]	[]
466_11256	chr4	48270097	48270497	+	1000	51.5	[]	[]	[6.672127]	[147]	[]	[48270271]
466_1126	chr11	10582660	10583060	+	1000	134.5	[11.465191]	[77]	[11.465191, 6.975399]	[61, 89]	[10582828]	[10582812, 10582840]
466_11272	chr6	2246196	2246596	+	1000	51.5	[]	[]	[11.465191]	[113]	[]	[2246408]
466_11276	chr6	17700767	17701167	+	1000	51.5	[]	[]	[11.465191]	[149]	[]	[17700992]
466_11289	chr6	42048655	42049055	+	1000	51.5	[]	[]	[6.53501]	[185]	[]	[42048890]
466_11291	chr6	105992316	105992716	+	1000	51.5	[]	[]	[11.465191]	[90]	[]	[105992500]
466_11299	chr6	161226842	161227242	+	1000	51.5	[6.53501, 11.465191]	[158, 185]	[]	[]	[161227051, 161227078]	[]
466_113	chr2	235444236	235444636	+	1000	315.0	[]	[]	[6.975399, 11.465191, 11.465191, 11.465191]	[60, 89, 117, 145]	[]	[235444388, 235444417, 235444445, 235444473]
466_11301	chr7	23181767	23182167	+	1000	51.5	[]	[]	[6.672127]	[145]	[]	[23181934]
466_11303	chr7	44044412	44044812	+	1000	51.5	[]	[]	[6.672127]	[96]	[]	[44044593]
466_11308	chr7	84822995	84823395	+	1000	51.5	[]	[]	[11.465191]	[82]	[]	[84823167]
466_1131	chr8	8371829	8372229	+	1000	134.5	[11.465191, 11.465191]	[69, 88]	[]	[]	[8371991, 8372010]	[]
466_11314	chr7	106423130	106423530	+	1000	51.5	[]	[]	[11.465191, 11.465191]	[141, 147]	[]	[106423367, 106423373]
466_11319	chr7	116499120	116499520	+	1000	51.5	[6.975399]	[150]	[]	[]	[116499351]	[]
466_11320	chr7	116511871	116512271	+	1000	51.5	[6.53501]	[86]	[]	[]	[116512044]	[]
466_11321	chr7	116953456	116953856	+	1000	51.5	[]	[]	[6.672127, 6.975399]	[105, 139]	[]	[116953655, 116953689]
466_11323	chr7	138345497	138345897	+	1000	51.5	[11.465191]	[137]	[]	[]	[138345677]	[]
466_11324	chr7	157011070	157011470	+	1000	51.5	[]	[]	[11.465191]	[137]	[]	[157011305]
466_11325	chr7	159088225	159088625	+	1000	51.5	[11.465191, 11.465191, 11.465191, 11.465191]	[141, 149, 163, 171]	[]	[]	[159088432, 159088440, 159088454, 159088462]	[]
466_11329	chr8	60284952	60285352	+	1000	51.5	[6.9489045]	[141]	[6.9489045]	[141]	[60285120]	[60285120]
466_11333	chr8	103020906	103021306	+	1000	51.5	[6.9489045]	[83]	[6.9489045]	[83]	[103021073]	[103021073]
466_11336	chr9	98334252	98334652	+	1000	51.5	[6.53501]	[151]	[]	[]	[98334453]	[]
466_11337	chr9	100088258	100088658	+	1000	51.5	[11.465191]	[113]	[]	[]	[100088455]	[]
466_1134	chr18	35972439	35972839	+	1000	134.0	[11.465191]	[150]	[]	[]	[35972688]	[]
466_11343	chr1	3900427	3900827	+	1000	51.0	[11.465191]	[92]	[]	[]	[3900605]	[]
466_11346	chr1	16506323	16506723	+	1000	51.0	[]	[]	[6.53501]	[91]	[]	[16506509]
466_11348	chr1	21659323	21659723	+	1000	51.0	[11.465191]	[185]	[]	[]	[21659518]	[]
466_11352	chr1	26636802	26637202	+	1000	51.0	[6.672127]	[211]	[]	[]	[26637024]	[]
466_11359	chr1	40809577	40809977	+	1000	51.0	[]	[]	[11.465191]	[151]	[]	[40809786]
466_11367	chr1	159068221	159068621	+	694	51.0	[]	[]	[11.465191]	[68]	[]	[159068385]
466_11371	chr1	202009446	202009846	+	1000	51.0	[]	[]	[6.975399]	[217]	[]	[202009695]
466_11382	chr1	246184456	246184856	+	1000	51.0	[]	[]	[11.465191, 6.975399]	[100, 137]	[]	[246184641, 246184678]
466_11388	chr10	61475387	61475787	+	1000	51.0	[6.672127]	[140]	[]	[]	[61475591]	[]
466_11389	chr10	67849258	67849658	+	1000	51.0	[6.672127]	[136]	[]	[]	[67849440]	[]
466_11390	chr10	68302297	68302697	+	1000	51.0	[11.465191]	[129]	[]	[]	[68302496]	[]
466_11391	chr10	69630002	69630402	+	1000	51.0	[]	[]	[11.465191, 11.465191]	[81, 166]	[]	[69630161, 69630246]
466_114	chr1	31471535	31471935	+	1000	312.0	[]	[]	[11.465191, 11.465191, 11.465191]	[70, 98, 127]	[]	[31471693, 31471721, 31471750]
