#PeakID(python identify_motif.py ./ENCODE_processed_files/CREM_idr.fa CREM --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
978_11288	chr1	221736739	221737139	+	1000	118.0	[10.778095]	[96]	[10.786115]	[96]	[221736935]	[221736935]
978_1129	chrX	153794339	153794739	+	1000	458.0	[8.1667595, 12.739967]	[112, 130]	[8.168544, 12.749926]	[112, 130]	[153794535, 153794553]	[153794535, 153794553]
978_11295	chr10	63707326	63707726	+	1000	118.0	[10.816478]	[135]	[10.814456]	[135]	[63707552]	[63707552]
978_1131	chr1	148388758	148389158	+	1000	457.0	[10.649622]	[114]	[10.648809]	[114]	[148388960]	[148388960]
978_11317	chr13	27183016	27183416	+	1000	118.0	[9.181513]	[141]	[9.183477]	[141]	[27183235]	[27183235]
978_11323	chr15	24773034	24773434	+	1000	118.0	[6.4570217, 6.458058]	[79, 146]	[6.4571953, 6.4599776]	[79, 146]	[24773186, 24773253]	[24773186, 24773253]
978_11324	chr15	36951935	36952335	+	1000	118.0	[9.33292]	[149]	[9.327894]	[149]	[36952166]	[36952166]
978_11331	chr17	17682970	17683370	+	1000	118.0	[13.4610405]	[113]	[13.463299]	[113]	[17683177]	[17683177]
978_1134	chr18	3706468	3706868	+	1000	457.0	[15.449866]	[95]	[15.451823]	[95]	[3706662]	[3706662]
978_11344	chr19	10648368	10648768	+	1000	118.0	[12.01713]	[116]	[12.015699]	[116]	[10648580]	[10648580]
978_11352	chr2	144580684	144581084	+	1000	118.0	[9.583602]	[130]	[9.584093]	[130]	[144580903]	[144580903]
978_11355	chr20	23311925	23312325	+	1000	118.0	[8.600226]	[78]	[8.608216]	[78]	[23312100]	[23312100]
978_11358	chr21	44517236	44517636	+	1000	118.0	[7.202726]	[120]	[7.2016997]	[120]	[44517420]	[44517420]
978_11359	chr21	44854240	44854640	+	1000	118.0	[9.943497, 7.073637]	[99, 139]	[9.941159, 7.070428]	[99, 139]	[44854435, 44854475]	[44854435, 44854475]
978_11363	chr3	45760799	45761199	+	1000	118.0	[16.691376]	[93]	[16.690237]	[93]	[45760987]	[45760987]
978_1137	chr1	9539212	9539612	+	1000	456.0	[16.41642]	[102]	[16.416777]	[102]	[9539412]	[9539412]
978_1139	chr1	173867840	173868240	+	1000	456.0	[14.189098]	[89]	[14.18796]	[89]	[173868028]	[173868028]
978_11394	chr9	34126507	34126907	+	1000	118.0	[6.9470725]	[125]	[6.9523077]	[125]	[34126722]	[34126722]
978_11400	chr1	40979761	40980161	+	1000	117.0	[6.799254]	[74]	[6.801763]	[74]	[40979927]	[40979927]
978_11413	chr10	25493094	25493494	+	1000	117.0	[7.6371965]	[112]	[7.6338086]	[112]	[25493277]	[25493277]
978_1143	chr4	674225	674625	+	1000	456.0	[16.942778]	[99]	[16.942387]	[99]	[674423]	[674423]
978_11431	chr13	44435127	44435527	+	1000	117.0	[11.453758, 6.7826233]	[122, 143]	[11.451818, 6.786561]	[122, 143]	[44435348, 44435369]	[44435348, 44435369]
978_11433	chr13	99314843	99315243	+	1000	117.0	[10.965718]	[78]	[10.968573]	[78]	[99315018]	[99315018]
978_11435	chr14	73771914	73772314	+	1000	117.0	[8.036078]	[119]	[8.037558]	[119]	[73772115]	[73772115]
978_1144	chr7	151519731	151520131	+	1000	456.0	[7.357085]	[135]	[7.3497]	[135]	[151519966]	[151519966]
978_11441	chr16	84175240	84175640	+	1000	117.0	[13.292845]	[87]	[13.293391]	[87]	[84175423]	[84175423]
978_1145	chr1	144552045	144552445	+	1000	455.0	[11.033149]	[121]	[11.030596]	[121]	[144552262]	[144552262]
978_11468	chr19	48501358	48501758	+	1000	117.0	[7.705186]	[79]	[7.7163]	[79]	[48501518]	[48501518]
978_11473	chr2	43226520	43226920	+	1000	117.0	[7.45071]	[122]	[7.454618]	[122]	[43226730]	[43226730]
978_11476	chr2	236762681	236763081	+	1000	117.0	[15.182524]	[99]	[15.183589]	[99]	[236762870]	[236762870]
978_11480	chr22	22168508	22168908	+	1000	117.0	[7.0352592]	[101]	[7.0381513]	[101]	[22168709]	[22168709]
978_11489	chr3	168094732	168095132	+	1000	117.0	[10.938341]	[139]	[10.927229]	[139]	[168094971]	[168094971]
978_11498	chr5	80257429	80257829	+	1000	117.0	[10.1819515]	[157]	[10.179655]	[157]	[80257679]	[80257679]
978_1150	chr14	88385437	88385837	+	1000	454.0	[16.434414]	[99]	[16.439552]	[99]	[88385633]	[88385633]
978_11509	chr6	145814125	145814525	+	1000	117.0	[7.409918]	[116]	[7.3997364]	[116]	[145814333]	[145814333]
978_1151	chr18	32091650	32092050	+	1000	454.0	[10.1129675]	[98]	[10.113112]	[98]	[32091847]	[32091847]
978_11512	chr7	1028203	1028603	+	1000	117.0	[10.672199]	[127]	[10.669457]	[127]	[1028418]	[1028418]
978_1152	chr19	10403405	10403805	+	1000	454.0	[16.441626]	[94]	[16.442686]	[94]	[10403597]	[10403597]
978_1154	chr2	219279665	219280065	+	1000	454.0	[7.3419113]	[116]	[7.3382874]	[116]	[219279880]	[219279880]
978_11557	chr12	98516360	98516760	+	1000	116.0	[7.3460226]	[135]	[7.34633]	[135]	[98516592]	[98516592]
978_11566	chr16	8635304	8635704	+	1000	116.0	[10.413626]	[72]	[10.417864]	[72]	[8635470]	[8635470]
978_1157	chr1	24642758	24643158	+	1000	453.0	[12.647616]	[115]	[12.652488]	[115]	[24642968]	[24642968]
978_11574	chr17	38464723	38465123	+	1000	116.0	[10.190861]	[89]	[10.183]	[89]	[38464911]	[38464911]
978_11577	chr17	57459187	57459587	+	1000	116.0	[8.338437]	[158]	[8.338286]	[158]	[57459436]	[57459436]
978_11578	chr17	77887600	77888000	+	1000	116.0	[7.248541]	[99]	[7.240846]	[99]	[77887799]	[77887799]
978_11579	chr17	78127182	78127582	+	1000	116.0	[7.757692]	[157]	[7.7656083]	[157]	[78127417]	[78127417]
978_11595	chr2	105488210	105488610	+	1000	116.0	[8.677972, 11.027517]	[58, 113]	[8.67968, 11.027598]	[58, 113]	[105488367, 105488422]	[105488367, 105488422]
978_11596	chr2	113105043	113105443	+	1000	116.0	[12.148266]	[99]	[12.145343]	[99]	[113105240]	[113105240]
978_11601	chr20	32581201	32581601	+	1000	116.0	[7.5844646]	[145]	[7.596832]	[145]	[32581410]	[32581410]
978_11602	chr20	45891112	45891512	+	1000	116.0	[6.616677]	[102]	[6.6154876]	[102]	[45891305]	[45891305]
978_11604	chr20	59940165	59940565	+	1000	116.0	[7.652655]	[121]	[7.647362]	[121]	[59940351]	[59940351]
978_11611	chr3	93973871	93974271	+	1000	116.0	[7.11209]	[115]	[7.1082926]	[115]	[93974074]	[93974074]
978_11622	chr5	98927165	98927565	+	1000	116.0	[10.025046]	[96]	[10.033388]	[96]	[98927360]	[98927360]
978_11626	chr6	14452669	14453069	+	1000	116.0	[6.7381864]	[119]	[6.7389884]	[119]	[14452883]	[14452883]
978_11638	chr7	74850889	74851289	+	1000	116.0	[7.99347]	[83]	[7.9979873]	[83]	[74851072]	[74851072]
978_11651	chrX	130401731	130402131	+	1000	116.0	[8.960238]	[97]	[8.967245]	[97]	[130401927]	[130401927]
978_1166	chr1	226001988	226002388	+	1000	452.0	[11.646297]	[89]	[11.646518]	[89]	[226002170]	[226002170]
978_11664	chr1	220487480	220487880	+	1000	115.0	[16.158653]	[98]	[16.160658]	[98]	[220487674]	[220487674]
978_11667	chr10	5284375	5284775	+	1000	115.0	[9.152132]	[106]	[9.158305]	[106]	[5284577]	[5284577]
978_11675	chr10	133012612	133013012	+	1000	115.0	[13.08069]	[107]	[13.08069]	[107]	[133012816]	[133012816]
978_11680	chr11	70951054	70951454	+	1000	115.0	[14.152618, 11.133895, 8.648233, 11.528348]	[120, 157, 189, 194]	[14.156934, 11.13872, 8.651151, 11.532514]	[120, 157, 189, 194]	[70951222, 70951259, 70951291, 70951296]	[70951222, 70951259, 70951291, 70951296]
978_11683	chr12	46492504	46492904	+	1000	115.0	[16.150673]	[93]	[16.152632]	[93]	[46492694]	[46492694]
978_11688	chr12	108123388	108123788	+	1000	115.0	[9.187896]	[75]	[9.191292]	[75]	[108123545]	[108123545]
978_1169	chr16	4616126	4616526	+	1000	452.0	[14.983537, 7.01407]	[97, 111]	[14.986506, 7.0207114]	[97, 111]	[4616323, 4616337]	[4616323, 4616337]
978_11694	chr13	112740690	112741090	+	1000	115.0	[11.800127]	[97]	[11.796259]	[97]	[112740881]	[112740881]
978_11698	chr14	81219213	81219613	+	1000	115.0	[6.8685594]	[90]	[6.870814]	[90]	[81219400]	[81219400]
978_11699	chr14	90658716	90659116	+	1000	115.0	[8.07428, 8.241054]	[124, 132]	[8.074087, 8.245928]	[124, 132]	[90658932, 90658940]	[90658932, 90658940]
978_1171	chr2	8004236	8004636	+	1000	452.0	[13.155256]	[114]	[13.156239]	[114]	[8004450]	[8004450]
978_11720	chr18	22558961	22559361	+	1000	115.0	[14.996302]	[87]	[14.993169]	[87]	[22559146]	[22559146]
978_11724	chr19	14784731	14785131	+	1000	115.0	[8.999521]	[106]	[9.009381]	[106]	[14784930]	[14784930]
978_11734	chr2	68651441	68651841	+	1000	115.0	[7.5816507]	[73]	[7.5801654]	[73]	[68651613]	[68651613]
978_11747	chr3	197394577	197394977	+	1000	115.0	[8.299177]	[81]	[8.29118]	[81]	[197394755]	[197394755]
978_11765	chr6	154675573	154675973	+	1000	115.0	[6.5874815]	[104]	[6.5886517]	[104]	[154675772]	[154675772]
978_11769	chr7	142587599	142587999	+	1000	115.0	[12.086585]	[116]	[12.081605]	[116]	[142587814]	[142587814]
978_1177	chr17	68955228	68955628	+	1000	451.0	[8.191428]	[97]	[8.197143]	[97]	[68955424]	[68955424]
978_1178	chr6	27472739	27473139	+	1000	451.0	[15.944703]	[93]	[15.944216]	[93]	[27472926]	[27472926]
978_11808	chr1	228842210	228842610	+	1000	114.0	[10.524089]	[97]	[10.5253935]	[97]	[228842397]	[228842397]
978_1182	chr16	30355230	30355630	+	1000	450.0	[15.406661]	[99]	[15.407714]	[99]	[30355423]	[30355423]
978_11827	chr11	118919682	118920082	+	1000	114.0	[8.714072]	[99]	[8.710668]	[99]	[118919878]	[118919878]
978_11846	chr13	97223676	97224076	+	1000	114.0	[12.547157]	[90]	[12.541922]	[90]	[97223864]	[97223864]
978_1186	chr1	154937076	154937476	+	1000	448.0	[6.741713]	[108]	[6.7418685]	[108]	[154937283]	[154937283]
978_11868	chr19	6276430	6276830	+	1000	114.0	[8.376821]	[125]	[8.372461]	[125]	[6276642]	[6276642]
978_11870	chr19	15836755	15837155	+	1000	114.0	[6.7217736]	[120]	[6.7210975]	[120]	[15836972]	[15836972]
978_1188	chr2	46500100	46500500	+	1000	448.0	[9.439053]	[79]	[9.444751]	[79]	[46500273]	[46500273]
978_1190	chr22	23717190	23717590	+	1000	448.0	[8.357967]	[98]	[8.3505125]	[98]	[23717383]	[23717383]
978_11903	chr3	187286513	187286913	+	1000	114.0	[6.5265713]	[78]	[6.5329227]	[78]	[187286686]	[187286686]
978_11907	chr4	173252224	173252624	+	1000	114.0	[7.2063637]	[90]	[7.2034383]	[90]	[173252407]	[173252407]
978_11908	chr5	963790	964190	+	1000	114.0	[7.1227255]	[101]	[7.120589]	[101]	[963966]	[963966]
978_11911	chr5	39072872	39073272	+	1000	114.0	[7.2943892]	[98]	[7.2954655]	[98]	[39073069]	[39073069]
978_11918	chr6	28480158	28480558	+	1000	114.0	[7.0619426]	[62]	[7.0538225]	[62]	[28480316]	[28480316]
978_1192	chr1	212035537	212035937	+	1000	447.0	[14.0596075]	[94]	[14.061927]	[94]	[212035727]	[212035727]
978_11927	chr7	5598777	5599177	+	1000	114.0	[6.4849787]	[64]	[6.4905987]	[64]	[5598940]	[5598940]
978_1193	chr11	65422060	65422460	+	1000	447.0	[13.850801]	[94]	[13.848942]	[94]	[65422250]	[65422250]
978_1194	chr11	103092008	103092408	+	1000	447.0	[7.8383565]	[100]	[7.83375]	[100]	[103092202]	[103092202]
978_11959	chr1	61253343	61253743	+	1000	113.0	[6.9829125]	[101]	[6.9828997]	[101]	[61253537]	[61253537]
978_1196	chr17	78558353	78558753	+	1000	447.0	[11.642396, 9.639828, 10.385492, 7.0010114, 9.63932]	[63, 85, 107, 135, 157]	[11.642353, 9.641159, 10.381549, 7.0038686, 9.641667]	[63, 85, 107, 135, 157]	[78558510, 78558532, 78558554, 78558582, 78558604]	[78558510, 78558532, 78558554, 78558582, 78558604]
978_11980	chr11	65488716	65489116	+	1000	113.0	[17.51043]	[98]	[17.507412]	[98]	[65488911]	[65488911]
978_1199	chr5	41903816	41904216	+	1000	447.0	[9.114724]	[94]	[9.118581]	[94]	[41904006]	[41904006]
978_120	chr5	79514410	79514810	+	1000	707.0	[6.6350904, 7.594053, 11.199452, 11.592461]	[54, 80, 96, 119]	[6.635297, 7.5993557, 11.197312, 11.591466]	[54, 80, 96, 119]	[79514561, 79514587, 79514603, 79514626]	[79514561, 79514587, 79514603, 79514626]
978_12014	chr19	10292225	10292625	+	1000	113.0	[6.470119, 7.8398166]	[81, 134]	[6.471589, 7.8443975]	[81, 134]	[10292394, 10292447]	[10292394, 10292447]
978_1203	chr1	157138214	157138614	+	1000	446.0	[7.8194785]	[77]	[7.810078]	[77]	[157138391]	[157138391]
978_12033	chr2	241610193	241610593	+	1000	113.0	[9.444865]	[79]	[9.439797]	[79]	[241610370]	[241610370]
978_12049	chr3	49098423	49098823	+	1000	113.0	[7.37847]	[103]	[7.3808]	[103]	[49098619]	[49098619]
978_1205	chr10	68955939	68956339	+	1000	446.0	[6.7355385]	[93]	[6.739756]	[93]	[68956130]	[68956130]
978_12056	chr4	78720991	78721391	+	1000	113.0	[7.3755894]	[96]	[7.3803077]	[96]	[78721181]	[78721181]
978_12058	chr4	140373193	140373593	+	1000	113.0	[6.7873774]	[146]	[6.7803974]	[146]	[140373436]	[140373436]
978_1206	chr3	169773179	169773579	+	1000	446.0	[12.49373, 11.013805]	[77, 120]	[12.488733, 11.009946]	[77, 120]	[169773351, 169773394]	[169773351, 169773394]
978_12079	chr6	156686774	156687174	+	1000	113.0	[12.76669]	[98]	[12.7660055]	[98]	[156686970]	[156686970]
978_12082	chr7	16719760	16720160	+	1000	113.0	[7.365936]	[150]	[7.3730893]	[150]	[16720003]	[16720003]
978_12086	chr7	73005716	73006116	+	1000	113.0	[13.037766]	[145]	[13.03551]	[145]	[73005957]	[73005957]
978_1209	chr6	44058558	44058958	+	1000	446.0	[11.95395]	[133]	[11.952304]	[133]	[44058781]	[44058781]
978_121	chr9	122264651	122265051	+	1000	707.0	[15.460655]	[110]	[15.461019]	[110]	[122264860]	[122264860]
978_12127	chr10	60944128	60944528	+	1000	112.0	[9.837907]	[94]	[9.84107]	[94]	[60944322]	[60944322]
978_12140	chr12	57590983	57591383	+	1000	112.0	[10.477593, 6.60831]	[119, 124]	[10.479852, 6.6070538]	[119, 124]	[57591190, 57591195]	[57591190, 57591195]
978_12148	chr14	101713176	101713576	+	1000	112.0	[6.7818832]	[65]	[6.775221]	[65]	[101713341]	[101713341]
978_1217	chr6	33418090	33418490	+	1000	445.0	[7.2115145]	[169]	[7.209765]	[169]	[33418340]	[33418340]
978_12170	chr18	3666260	3666660	+	1000	112.0	[7.0058737]	[109]	[7.0073743]	[109]	[3666464]	[3666464]
978_1218	chr7	23531852	23532252	+	1000	445.0	[16.145832]	[93]	[16.143965]	[93]	[23532045]	[23532045]
978_1219	chr1	228486912	228487312	+	1000	444.0	[7.107127]	[93]	[7.1035705]	[93]	[228487102]	[228487102]
978_12223	chr5	109690946	109691346	+	1000	112.0	[10.493897]	[72]	[10.491501]	[72]	[109691104]	[109691104]
978_1223	chr5	140174935	140175335	+	1000	444.0	[14.064344]	[134]	[14.066616]	[134]	[140175158]	[140175158]
978_12235	chr6	168962860	168963260	+	1000	112.0	[17.32815, 12.567812]	[99, 155]	[17.32955, 12.566248]	[99, 155]	[168963054, 168963110]	[168963054, 168963110]
978_12238	chr7	44477400	44477800	+	1000	112.0	[10.797634]	[140]	[10.804478]	[140]	[44477608]	[44477608]
978_1224	chr1	113812369	113812769	+	1000	443.0	[6.874442]	[116]	[6.8781433]	[116]	[113812568]	[113812568]
978_12254	chr1	20717867	20718267	+	1000	111.0	[11.961561]	[108]	[11.97209]	[108]	[20718071]	[20718071]
978_12266	chr1	201506988	201507388	+	1000	111.0	[10.0451]	[145]	[10.042343]	[145]	[201507219]	[201507219]
978_12269	chr1	236168726	236169126	+	1000	111.0	[7.2985587, 6.9706483]	[107, 123]	[7.306673, 6.9673214]	[107, 123]	[236168923, 236168939]	[236168923, 236168939]
978_12279	chr11	45340001	45340401	+	1000	111.0	[7.0407295]	[89]	[7.041596]	[89]	[45340185]	[45340185]
978_12311	chr17	42023616	42024016	+	1000	111.0	[6.5988107]	[107]	[6.5917535]	[107]	[42023816]	[42023816]
978_1233	chr5	177454482	177454882	+	1000	442.0	[16.34954, 17.578766]	[88, 106]	[16.351145, 17.579128]	[88, 106]	[177454670, 177454688]	[177454670, 177454688]
978_1234	chr7	30134481	30134881	+	1000	442.0	[17.756783, 14.945833]	[91, 153]	[17.754524, 14.945579]	[91, 153]	[30134665, 30134727]	[30134665, 30134727]
978_1235	chrX	134806942	134807342	+	1000	442.0	[16.704906]	[85]	[16.704306]	[85]	[134807126]	[134807126]
978_1236	chr15	76336526	76336926	+	1000	441.0	[11.820229, 10.787771]	[59, 107]	[11.817077, 10.787267]	[59, 107]	[76336684, 76336732]	[76336684, 76336732]
978_1237	chr17	44779070	44779470	+	1000	441.0	[7.931222]	[106]	[7.9332023]	[106]	[44779273]	[44779273]
978_12371	chr5	135135837	135136237	+	1000	111.0	[6.510968]	[122]	[6.51917]	[122]	[135136051]	[135136051]
978_1238	chr19	50334091	50334491	+	1000	441.0	[8.242833, 10.825324, 8.635817]	[76, 87, 117]	[8.237573, 10.828602, 8.636538]	[76, 87, 117]	[50334267, 50334278, 50334308]	[50334267, 50334278, 50334308]
978_12387	chr6	155646445	155646845	+	1000	111.0	[11.839456]	[127]	[11.837724]	[127]	[155646668]	[155646668]
978_12393	chr7	102472543	102472943	+	1000	111.0	[8.3460865]	[97]	[8.347338]	[97]	[102472737]	[102472737]
978_12405	chr9	34988332	34988732	+	1000	111.0	[8.236554]	[88]	[8.238483]	[88]	[34988520]	[34988520]
978_12406	chr9	87974391	87974791	+	1000	111.0	[12.42021]	[93]	[12.421368]	[93]	[87974582]	[87974582]
978_12427	chr1	101128394	101128794	+	1000	110.0	[6.833041]	[150]	[6.8407035]	[150]	[101128629]	[101128629]
978_12439	chr10	11684779	11685179	+	1000	110.0	[6.5272017]	[140]	[6.523924]	[140]	[11685016]	[11685016]
978_12485	chr17	35589447	35589847	+	1000	110.0	[14.528741]	[83]	[14.532747]	[83]	[35589619]	[35589619]
978_1249	chr17	59707436	59707836	+	1000	440.0	[11.997328]	[106]	[11.999133]	[106]	[59707640]	[59707640]
978_12493	chr18	3126444	3126844	+	1000	110.0	[12.20892]	[51]	[12.20713]	[51]	[3126595]	[3126595]
978_125	chr8	144456678	144457078	+	1000	701.0	[13.773935, 12.641303, 11.821647, 12.789294]	[96, 109, 123, 150]	[13.771659, 12.644018, 11.822801, 12.792373]	[96, 109, 123, 150]	[144456872, 144456885, 144456899, 144456926]	[144456872, 144456885, 144456899, 144456926]
978_12500	chr19	46786362	46786762	+	1000	110.0	[6.8799877]	[69]	[6.871128]	[69]	[46786529]	[46786529]
978_1251	chr18	36067374	36067774	+	1000	440.0	[18.13631]	[98]	[18.140308]	[98]	[36067572]	[36067572]
978_1252	chr2	27370373	27370773	+	1000	440.0	[6.5992384]	[119]	[6.596164]	[119]	[27370591]	[27370591]
978_12520	chr22	22809939	22810339	+	1000	110.0	[9.229571]	[63]	[9.239121]	[63]	[22810096]	[22810096]
978_12526	chr3	59049955	59050355	+	1000	110.0	[8.561577]	[88]	[8.561168]	[88]	[59050143]	[59050143]
978_12551	chr6	89302195	89302595	+	1000	110.0	[6.4703064]	[148]	[6.4705873]	[148]	[89302438]	[89302438]
978_12553	chr6	158560485	158560885	+	1000	110.0	[6.629628]	[152]	[6.6305375]	[152]	[158560714]	[158560714]
978_1256	chr3	124730211	124730611	+	1000	440.0	[15.398065]	[98]	[15.398162]	[98]	[124730401]	[124730401]
978_12560	chr7	128167406	128167806	+	1000	110.0	[13.605263]	[99]	[13.603759]	[99]	[128167604]	[128167604]
978_12563	chr7	143434674	143435074	+	1000	110.0	[8.888731]	[119]	[8.886975]	[119]	[143434892]	[143434892]
978_12568	chr8	6707947	6708347	+	1000	110.0	[6.5495973]	[107]	[6.555124]	[107]	[6708147]	[6708147]
978_1259	chr12	71839550	71839950	+	1000	439.0	[7.2690253]	[104]	[7.267295]	[104]	[71839748]	[71839748]
978_12592	chr1	1358402	1358802	+	1000	109.0	[14.237847]	[93]	[14.235728]	[93]	[1358594]	[1358594]
978_126	chr1	53238338	53238738	+	1000	700.0	[14.850854]	[102]	[14.853461]	[102]	[53238539]	[53238539]
978_1260	chr2	43595943	43596343	+	1000	439.0	[16.802588]	[93]	[16.80256]	[93]	[43596135]	[43596135]
978_12612	chr10	70653289	70653689	+	1000	109.0	[6.8244576]	[119]	[6.8292384]	[119]	[70653507]	[70653507]
978_1262	chr7	138002063	138002463	+	1000	439.0	[17.191418]	[91]	[17.18916]	[91]	[138002254]	[138002254]
978_12632	chr13	94362445	94362845	+	1000	109.0	[14.266619]	[109]	[14.268733]	[109]	[94362650]	[94362650]
978_12655	chr19	35702290	35702690	+	1000	109.0	[6.6457415]	[96]	[6.653258]	[96]	[35702476]	[35702476]
978_12659	chr19	47228371	47228771	+	1000	109.0	[7.6614327, 8.32575]	[104, 138]	[7.6546607, 8.319084]	[104, 138]	[47228565, 47228599]	[47228565, 47228599]
978_12667	chr2	172103804	172104204	+	1000	109.0	[7.625425]	[125]	[7.6231093]	[125]	[172104017]	[172104017]
978_12671	chr2	215421778	215422178	+	1000	109.0	[7.069441]	[91]	[7.0730357]	[91]	[215421968]	[215421968]
978_12676	chr21	38787497	38787897	+	1000	109.0	[6.6434407]	[96]	[6.6440144]	[96]	[38787672]	[38787672]
978_12677	chr21	42051804	42052204	+	1000	109.0	[7.4181128]	[122]	[7.4165716]	[122]	[42052025]	[42052025]
978_1268	chr15	66356462	66356862	+	1000	438.0	[6.905263]	[70]	[6.8947253]	[70]	[66356631]	[66356631]
978_127	chr11	34105357	34105757	+	1000	700.0	[8.860916]	[78]	[8.858798]	[78]	[34105534]	[34105534]
978_1270	chr19	50601780	50602180	+	1000	438.0	[13.413865]	[121]	[13.408965]	[121]	[50601992]	[50601992]
978_12708	chr6	17311755	17312155	+	1000	109.0	[9.937194]	[126]	[9.93648]	[126]	[17311977]	[17311977]
978_1271	chr3	10115365	10115765	+	1000	438.0	[6.805337, 7.3513145]	[91, 96]	[6.808489, 7.3557734]	[91, 96]	[10115556, 10115561]	[10115556, 10115561]
978_12711	chr6	27139062	27139462	+	1000	109.0	[6.5649424]	[169]	[6.5666203]	[169]	[27139262]	[27139262]
978_12725	chr7	128739732	128740132	+	1000	109.0	[12.629308]	[127]	[12.632681]	[127]	[128739955]	[128739955]
978_12729	chr8	18083819	18084219	+	1000	109.0	[7.4187303]	[77]	[7.4195623]	[77]	[18083994]	[18083994]
978_1273	chr5	100535100	100535500	+	1000	438.0	[14.458085]	[80]	[14.454625]	[80]	[100535273]	[100535273]
978_12739	chrX	130109044	130109444	+	1000	109.0	[13.859071]	[110]	[13.851006]	[110]	[130109253]	[130109253]
978_1274	chr6	137219207	137219607	+	1000	438.0	[10.690318, 6.4838996]	[92, 101]	[10.68841, 6.487144]	[92, 101]	[137219399, 137219408]	[137219399, 137219408]
978_12743	chr1	12047498	12047898	+	1000	108.0	[17.190725]	[79]	[17.193243]	[79]	[12047666]	[12047666]
978_1275	chr11	6612063	6612463	+	1000	437.0	[16.476072]	[91]	[16.474825]	[91]	[6612253]	[6612253]
978_12756	chr1	207805806	207806206	+	1000	108.0	[7.6665106]	[102]	[7.661564]	[102]	[207805997]	[207805997]
978_1277	chr19	44025104	44025504	+	1000	437.0	[8.28219]	[135]	[8.281482]	[135]	[44025334]	[44025334]
978_12772	chr11	61754479	61754879	+	1000	108.0	[10.605594]	[84]	[10.596329]	[84]	[61754657]	[61754657]
978_1278	chr3	40452985	40453385	+	1000	437.0	[12.76544]	[89]	[12.765344]	[89]	[40453173]	[40453173]
978_12788	chr12	116164486	116164886	+	1000	108.0	[7.3040175, 10.601073, 7.273605]	[101, 117, 133]	[7.3059163, 10.598565, 7.2763944]	[101, 117, 133]	[116164681, 116164697, 116164713]	[116164681, 116164697, 116164713]
978_12801	chr15	84914948	84915348	+	1000	108.0	[10.194118]	[86]	[10.194983]	[86]	[84915134]	[84915134]
978_12809	chr16	56356387	56356787	+	1000	108.0	[6.6435184]	[90]	[6.64258]	[90]	[56356577]	[56356577]
978_12811	chr16	81730371	81730771	+	1000	108.0	[14.041518]	[90]	[14.040626]	[90]	[81730560]	[81730560]
978_12817	chr17	17352146	17352546	+	1000	108.0	[9.916899]	[141]	[9.916608]	[141]	[17352336]	[17352336]
978_12818	chr17	36463918	36464318	+	1000	108.0	[6.778133]	[120]	[6.7767935]	[120]	[36464112]	[36464112]
978_1282	chr8	23528560	23528960	+	1000	437.0	[16.748518]	[107]	[16.750214]	[107]	[23528764]	[23528764]
