#PeakID(python identify_motif.py ./ENCODE_processed_files/USF2_idr.fa USF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
77_1	chr7	4775392	4775792	+	1000	1223.0	[11.787619, 12.827876, 12.827922]	[83, 95, 127]	[6.3357368, 12.086817, 12.367886]	[83, 95, 127]	[4775572, 4775584, 4775616]	[4775572, 4775584, 4775616]
77_10780	chr3	4224298	4224698	+	1000	74.0	[7.3436203, 6.295387]	[64, 105]	[7.928926]	[105]	[4224456, 4224497]	[4224497]
77_10782	chr3	20329858	20330258	+	1000	74.0	[]	[]	[12.063598]	[87]	[]	[20330041]
77_10796	chr4	38662437	38662837	+	1000	74.0	[7.0931196]	[105]	[8.573829, 6.712904]	[73, 105]	[38662633]	[38662601, 38662633]
77_10797	chr4	72567984	72568384	+	1000	74.0	[8.639347]	[94]	[8.639347]	[94]	[72568169]	[72568169]
77_10799	chr4	109346351	109346751	+	1000	74.0	[11.763137]	[88]	[12.1433525]	[88]	[109346538]	[109346538]
77_1080	chr17	40322750	40323150	+	1000	466.0	[12.61677]	[96]	[13.817017]	[96]	[40322944]	[40322944]
77_10800	chr5	1291546	1291946	+	1000	74.0	[9.07948, 9.2292185]	[57, 99]	[7.724347, 8.107944]	[57, 99]	[1291703, 1291745]	[1291703, 1291745]
77_10801	chr5	10563267	10563667	+	1000	74.0	[9.913788]	[101]	[8.712692]	[101]	[10563467]	[10563467]
77_10802	chr5	42586635	42587035	+	1000	74.0	[7.7439175]	[143]	[7.960852]	[143]	[42586856]	[42586856]
77_10815	chr6	31717519	31717919	+	1000	74.0	[11.852447]	[109]	[6.618347]	[109]	[31717725]	[31717725]
77_10821	chr6	75243740	75244140	+	1000	74.0	[8.211823]	[131]	[8.368528]	[131]	[75243947]	[75243947]
77_10828	chr6	170417825	170418225	+	1000	74.0	[9.885845]	[112]	[10.869158]	[112]	[170418034]	[170418034]
77_10831	chr7	106281168	106281568	+	812	74.0	[9.709861]	[114]	[14.701707]	[114]	[106281374]	[106281374]
77_10833	chr7	128381096	128381496	+	1000	74.0	[11.81872]	[108]	[7.5426154]	[108]	[128381301]	[128381301]
77_10847	chr9	826574	826974	+	1000	74.0	[9.242645]	[114]	[10.902928]	[114]	[826778]	[826778]
77_10848	chr9	34647660	34648060	+	1000	74.0	[11.0465145]	[81]	[6.7957277]	[81]	[34647836]	[34647836]
77_10849	chr9	85742226	85742626	+	1000	74.0	[8.701957]	[92]	[7.283927]	[92]	[85742410]	[85742410]
77_10853	chr9	130712480	130712880	+	1000	74.0	[9.562923]	[102]	[]	[]	[130712677]	[]
77_10855	chr9	130962526	130962926	+	1000	74.0	[9.702682]	[137]	[8.625388, 10.442892]	[122, 137]	[130962746]	[130962731, 130962746]
77_10862	chrX	151488680	151489080	+	1000	74.0	[]	[]	[6.316458]	[118]	[]	[151488895]
77_10863	chr1	11802537	11802937	+	1000	73.0	[7.400541]	[107]	[9.766744]	[107]	[11802734]	[11802734]
77_10866	chr1	20840713	20841113	+	1000	73.0	[9.862626]	[106]	[]	[]	[20840916]	[]
77_10867	chr1	25216146	25216546	+	1000	73.0	[]	[]	[12.063598]	[121]	[]	[25216357]
77_10869	chr1	31182278	31182678	+	1000	73.0	[]	[]	[8.659331]	[82]	[]	[31182457]
77_1087	chr6	32128143	32128543	+	1000	464.0	[6.8902845]	[98]	[6.2871876]	[98]	[32128341]	[32128341]
77_10871	chr1	39090241	39090641	+	1000	73.0	[]	[]	[8.3455, 7.562455]	[86, 105]	[]	[39090417, 39090436]
77_10882	chr10	71595693	71596093	+	1000	73.0	[11.858298]	[113]	[10.415798]	[113]	[71595892]	[71595892]
77_10883	chr10	110872442	110872842	+	1000	73.0	[7.0642257]	[124]	[6.5881147]	[124]	[110872666]	[110872666]
77_10888	chr11	102346850	102347250	+	1000	73.0	[6.5290837]	[98]	[]	[]	[102347037]	[]
77_10890	chr12	50081127	50081527	+	1000	73.0	[9.304013]	[144]	[8.789132]	[144]	[50081360]	[50081360]
77_10893	chr12	94109212	94109612	+	1000	73.0	[7.777689]	[101]	[7.3176527, 8.478322]	[101, 117]	[94109412]	[94109412, 94109428]
77_10899	chr13	20426973	20427373	+	1000	73.0	[13.783291]	[123]	[13.541038]	[123]	[20427185]	[20427185]
77_1090	chr11	45097873	45098273	+	1000	463.0	[15.742009]	[89]	[15.742009]	[89]	[45098060]	[45098060]
77_10901	chr13	29924034	29924434	+	1000	73.0	[10.691777]	[100]	[10.691777]	[100]	[29924208]	[29924208]
77_10902	chr13	30072263	30072663	+	1000	73.0	[12.086817]	[105]	[7.379831, 12.827876]	[57, 105]	[30072463]	[30072415, 30072463]
77_10904	chr13	114115197	114115597	+	1000	73.0	[9.778227]	[85]	[9.552897]	[85]	[114115376]	[114115376]
77_10906	chr15	96408730	96409130	+	1000	73.0	[8.490806]	[103]	[8.733058]	[103]	[96408929]	[96408929]
77_10909	chr16	1964580	1964980	+	1000	73.0	[6.58816]	[124]	[7.345294]	[124]	[1964802]	[1964802]
77_1091	chr17	38881475	38881875	+	1000	463.0	[7.9271264, 7.5016646]	[83, 128]	[8.668185, 8.203105]	[83, 128]	[38881657, 38881702]	[38881657, 38881702]
77_10917	chr16	57235660	57236060	+	1000	73.0	[12.61677]	[99]	[13.817017]	[99]	[57235847]	[57235847]
77_10933	chr18	36212525	36212925	+	1000	73.0	[10.924718]	[101]	[]	[]	[36212725]	[]
77_10934	chr19	2061025	2061425	+	1000	73.0	[8.275141]	[105]	[]	[]	[2061229]	[]
77_10937	chr19	10285281	10285681	+	1000	73.0	[11.66858]	[128]	[16.90268]	[128]	[10285497]	[10285497]
77_1094	chr15	95929234	95929634	+	1000	462.0	[8.017387, 10.691777]	[80, 116]	[6.679178, 10.691777]	[80, 116]	[95929408, 95929444]	[95929408, 95929444]
77_10940	chr19	16888786	16889186	+	1000	73.0	[7.3176527]	[96]	[7.777689]	[96]	[16888973]	[16888973]
77_10943	chr19	35318954	35319354	+	1000	73.0	[9.172729]	[127]	[9.311051, 9.453752]	[117, 127]	[35319177]	[35319167, 35319177]
77_10946	chr2	45242432	45242832	+	1000	73.0	[12.086817, 11.379028]	[79, 127]	[12.827876]	[79]	[45242604, 45242652]	[45242604]
77_10947	chr2	101782414	101782814	+	1000	73.0	[10.6269045]	[110]	[10.128098]	[110]	[101782619]	[101782619]
77_10950	chr2	148536316	148536716	+	1000	73.0	[8.457079]	[127]	[9.651474, 9.657327]	[110, 127]	[148536534]	[148536517, 148536534]
77_10954	chr20	3846579	3846979	+	1000	73.0	[]	[]	[7.8735733]	[122]	[]	[3846796]
77_1096	chr2	120222938	120223338	+	1000	462.0	[12.61677]	[128]	[13.817017]	[128]	[120223163]	[120223163]
77_10962	chr22	18001365	18001765	+	1000	73.0	[6.443536]	[178]	[7.7238355]	[140]	[18001561]	[18001523]
77_1098	chr3	139677444	139677844	+	1000	462.0	[9.242645]	[89]	[10.902928]	[89]	[139677633]	[139677633]
77_10982	chr3	46987594	46987994	+	1000	73.0	[10.368816]	[116]	[6.768257]	[116]	[46987792]	[46987792]
77_10985	chr3	156553969	156554369	+	1000	73.0	[6.182951, 7.7452908]	[61, 146]	[8.703284]	[146]	[156554126, 156554211]	[156554211]
77_10986	chr3	194134327	194134727	+	1000	73.0	[8.454077]	[95]	[8.126276]	[95]	[194134520]	[194134520]
77_10989	chr5	14731784	14732184	+	1000	73.0	[11.763137, 6.370377]	[94, 132]	[12.1433525, 7.5630774]	[94, 132]	[14731946, 14731984]	[14731946, 14731984]
77_10991	chr5	133423712	133424112	+	1000	73.0	[6.539664]	[126]	[]	[]	[133423918]	[]
77_10992	chr5	138331738	138332138	+	1000	73.0	[]	[]	[6.185811, 6.392637]	[73, 101]	[]	[138331909, 138331937]
77_10998	chr6	30066910	30067310	+	1000	73.0	[10.056979]	[106]	[10.098919]	[106]	[30067111]	[30067111]
77_10999	chr6	37516484	37516884	+	1000	73.0	[10.902928]	[110]	[9.242645, 9.580803]	[110, 132]	[37516666]	[37516666, 37516688]
77_110	chr21	37563692	37564092	+	1000	897.0	[13.817017, 11.858298]	[75, 108]	[12.61677, 10.415798]	[75, 108]	[37563866, 37563899]	[37563866, 37563899]
77_11006	chr6	150747120	150747520	+	1000	73.0	[13.541038]	[110]	[13.783291]	[110]	[150747327]	[150747327]
77_11009	chr7	26419201	26419601	+	1000	73.0	[9.467608]	[94]	[14.94396]	[94]	[26419387]	[26419387]
77_1101	chr6	26659569	26659969	+	1000	462.0	[9.467608]	[96]	[14.94396]	[96]	[26659757]	[26659757]
77_11010	chr7	47266865	47267265	+	1000	73.0	[12.1433525]	[104]	[11.763137]	[104]	[47267066]	[47267066]
77_11016	chr7	134419828	134420228	+	1000	73.0	[7.777689]	[128]	[7.3176527]	[128]	[134420042]	[134420042]
77_11017	chr7	134444892	134445292	+	1000	73.0	[12.61677]	[99]	[13.817017]	[99]	[134445089]	[134445089]
77_11024	chr8	86036698	86037098	+	1000	73.0	[10.924718]	[95]	[7.7994785]	[93]	[86036891]	[86036889]
77_11030	chr9	37602728	37603128	+	1000	73.0	[11.616045]	[126]	[10.658051]	[126]	[37602945]	[37602945]
77_11032	chr9	129857142	129857542	+	1000	73.0	[6.9717116, 7.5426154]	[112, 132]	[7.2139645, 11.81872]	[112, 132]	[129857335, 129857355]	[129857335, 129857355]
77_11033	chr9	130444696	130445096	+	1000	73.0	[9.778227]	[96]	[9.552897]	[96]	[130444888]	[130444888]
77_1104	chr16	30355243	30355643	+	1000	460.0	[9.242645]	[92]	[10.902928]	[92]	[30355435]	[30355435]
77_11048	chr9	133472755	133473155	+	1000	73.0	[13.783291]	[88]	[13.541038]	[88]	[133472935]	[133472935]
77_1105	chr21	43346029	43346429	+	1000	460.0	[9.657327, 8.107944]	[72, 136]	[8.457079, 9.2292185]	[72, 136]	[43346197, 43346261]	[43346197, 43346261]
77_11057	chrX	139949700	139950100	+	1000	73.0	[10.869158]	[136]	[9.885845]	[136]	[139949925]	[139949925]
77_11061	chr1	25898277	25898677	+	1000	72.0	[10.6269045]	[109]	[8.689474, 10.128098]	[101, 109]	[25898474]	[25898466, 25898474]
77_11066	chr1	52404329	52404729	+	1000	72.0	[]	[]	[7.231426]	[97]	[]	[52404526]
77_11078	chr10	20999737	21000137	+	1000	72.0	[12.742989]	[82]	[7.5088897]	[82]	[20999918]	[20999918]
77_1108	chr9	37119955	37120355	+	1000	460.0	[10.691777]	[99]	[10.691777]	[99]	[37120149]	[37120149]
77_11080	chr10	78974536	78974936	+	1000	72.0	[8.013387]	[106]	[13.988545]	[106]	[78974733]	[78974733]
77_11082	chr11	11979205	11979605	+	1000	72.0	[12.063598]	[86]	[]	[]	[11979391]	[]
77_11086	chr11	59767262	59767662	+	1000	72.0	[10.403315]	[82]	[6.829499]	[82]	[59767435]	[59767435]
77_11092	chr12	2959962	2960362	+	1000	72.0	[]	[]	[6.5631666]	[82]	[]	[2960141]
77_11094	chr12	47705759	47706159	+	1000	72.0	[7.8929586]	[102]	[10.058565]	[102]	[47705947]	[47705947]
77_111	chr4	1346802	1347202	+	1000	895.0	[6.9717116]	[118]	[7.2139645]	[118]	[1347015]	[1347015]
77_11102	chr13	39038179	39038579	+	1000	72.0	[]	[]	[7.5765243]	[113]	[]	[39038388]
77_11105	chr14	91417948	91418348	+	1000	72.0	[7.7439175, 6.7876997]	[83, 132]	[7.960852, 6.7885485]	[83, 132]	[91418126, 91418175]	[91418126, 91418175]
77_11110	chr15	50354977	50355377	+	1000	72.0	[]	[]	[8.980178]	[127]	[]	[50355185]
77_11115	chr15	101455244	101455644	+	1000	72.0	[10.807047]	[122]	[13.432689]	[122]	[101455458]	[101455458]
77_11118	chr16	14486488	14486888	+	1000	72.0	[7.0931196]	[66]	[6.712904]	[66]	[14486650]	[14486650]
77_11122	chr16	75075145	75075545	+	1000	72.0	[]	[]	[7.5310464]	[115]	[]	[75075336]
77_11126	chr17	4897279	4897679	+	1000	72.0	[13.783291]	[81]	[13.541038]	[81]	[4897450]	[4897450]
77_11128	chr17	35917749	35918149	+	1000	72.0	[12.367886]	[88]	[12.827922, 7.5464735]	[88, 127]	[35917930]	[35917930, 35917969]
77_11131	chr17	42017581	42017981	+	1000	72.0	[9.548978]	[121]	[]	[]	[42017794]	[]
77_11135	chr18	47931312	47931712	+	1000	72.0	[6.8219724]	[92]	[6.8303676]	[92]	[47931492]	[47931492]
77_11138	chr19	1453610	1454010	+	1000	72.0	[7.777689]	[80]	[7.3176527]	[80]	[1453784]	[1453784]
77_1114	chr3	47380796	47381196	+	1000	458.0	[7.4987073]	[94]	[6.953123]	[94]	[47380987]	[47380987]
77_11141	chr19	8731474	8731874	+	1000	72.0	[7.5772552]	[123]	[7.5941787]	[123]	[8731684]	[8731684]
77_11147	chr19	50333411	50333811	+	1000	72.0	[7.8892593]	[137]	[]	[]	[50333642]	[]
77_11152	chr2	27890297	27890697	+	1000	72.0	[7.1269093]	[168]	[6.9333253, 6.7363334]	[94, 168]	[27890542]	[27890468, 27890542]
77_11153	chr2	27891103	27891503	+	1000	72.0	[]	[]	[8.224895]	[113]	[]	[27891316]
77_1116	chr10	49538961	49539361	+	1000	457.0	[6.5320864]	[102]	[6.5320864]	[102]	[49539163]	[49539163]
77_11160	chr2	151923297	151923697	+	1000	72.0	[6.7957277]	[103]	[7.8327236, 11.0465145]	[74, 103]	[151923496]	[151923467, 151923496]
77_11161	chr2	238138455	238138855	+	1000	72.0	[7.777689]	[96]	[7.3176527]	[96]	[238138635]	[238138635]
77_11165	chr22	20137915	20138315	+	1000	72.0	[6.7876997]	[112]	[6.7885485]	[112]	[20138123]	[20138123]
77_11169	chr22	22400932	22401332	+	1000	72.0	[10.719419]	[114]	[9.502248]	[114]	[22401126]	[22401126]
77_11174	chr22	22868254	22868654	+	1000	72.0	[]	[]	[8.430755]	[191]	[]	[22868494]
77_11184	chr3	45551590	45551990	+	1000	72.0	[]	[]	[6.884478]	[101]	[]	[45551785]
77_11185	chr3	45906810	45907210	+	1000	72.0	[7.777689, 7.1582875]	[99, 130]	[7.3176527, 10.008997]	[99, 130]	[45907006, 45907037]	[45907006, 45907037]
77_1119	chr2	70029992	70030392	+	1000	457.0	[6.3150864]	[80]	[8.795217, 12.063598]	[80, 97]	[70030167]	[70030167, 70030184]
77_11197	chr4	134327302	134327702	+	1000	72.0	[7.3436203]	[126]	[]	[]	[134327523]	[]
77_11204	chr6	7073737	7074137	+	1000	72.0	[12.61677]	[94]	[13.817017]	[94]	[7073926]	[7073926]
77_11214	chr6	166569121	166569521	+	1000	72.0	[12.367886]	[110]	[12.827922]	[110]	[166569328]	[166569328]
77_11218	chr7	50467974	50468374	+	1000	72.0	[6.680629]	[95]	[6.438376]	[95]	[50468167]	[50468167]
77_1122	chr1	15949626	15950026	+	1000	456.0	[9.657327]	[102]	[8.457079]	[102]	[15949826]	[15949826]
77_11221	chr7	96592385	96592785	+	1000	72.0	[9.885845]	[101]	[10.869158]	[101]	[96592575]	[96592575]
77_11227	chr7	151018120	151018520	+	1000	72.0	[6.38753]	[97]	[]	[]	[151018316]	[]
77_11230	chr8	72005074	72005474	+	1000	72.0	[7.393316]	[137]	[]	[]	[72005293]	[]
77_11232	chr8	100409848	100410248	+	1000	72.0	[10.442892]	[101]	[9.702682]	[101]	[100410049]	[100410049]
77_11234	chr8	123878004	123878404	+	1000	72.0	[6.8219724]	[114]	[6.8303676]	[114]	[123878206]	[123878206]
77_11236	chr8	133407653	133408053	+	1000	72.0	[10.075375]	[106]	[10.184219]	[106]	[133407850]	[133407850]
77_1124	chr11	57741232	57741632	+	1000	456.0	[7.3176527]	[99]	[7.777689]	[99]	[57741429]	[57741429]
77_11250	chr9	134329080	134329480	+	1000	72.0	[16.90268]	[117]	[11.66858]	[117]	[134329289]	[134329289]
77_11252	chrUn_GL000214v1	116968	117368	+	1000	72.0	[7.3176527]	[80]	[7.777689]	[80]	[117148]	[117148]
77_11255	chrX	39688432	39688832	+	1000	72.0	[9.702637]	[93]	[10.161823]	[93]	[39688618]	[39688618]
77_11259	chr1	12143625	12144025	+	1000	71.0	[7.960852]	[128]	[7.7439175]	[128]	[12143844]	[12143844]
77_11262	chr1	20473144	20473544	+	1000	71.0	[8.408405]	[124]	[]	[]	[20473354]	[]
77_11270	chr1	91021848	91022248	+	1000	71.0	[]	[]	[8.275141]	[113]	[]	[91022047]
77_11278	chr1	200228061	200228461	+	1000	71.0	[10.902928]	[117]	[9.242645]	[117]	[200228275]	[200228275]
77_11279	chr1	204320504	204320904	+	1000	71.0	[]	[]	[8.478322]	[83]	[]	[204320671]
77_1128	chr5	181184081	181184481	+	1000	456.0	[8.329096]	[95]	[9.76405]	[95]	[181184275]	[181184275]
77_11285	chr1	223992440	223992840	+	1000	71.0	[6.5058074, 8.4308]	[116, 141]	[]	[]	[223992638, 223992663]	[]
77_11287	chr10	6583385	6583785	+	1000	71.0	[6.178773]	[116]	[6.864139]	[116]	[6583597]	[6583597]
77_11294	chr10	97445874	97446274	+	1000	71.0	[8.639347]	[91]	[8.639347]	[91]	[97446064]	[97446064]
77_113	chr11	18322340	18322740	+	1000	893.0	[12.086817, 12.086817]	[83, 116]	[12.827876, 12.827876]	[83, 116]	[18322521, 18322554]	[18322521, 18322554]
77_11300	chr11	120343447	120343847	+	1000	71.0	[11.66858]	[93]	[16.90268]	[93]	[120343628]	[120343628]
77_11310	chr15	89874944	89875344	+	1000	71.0	[]	[]	[6.5631666]	[109]	[]	[89875145]
77_1132	chr11	68780834	68781234	+	1000	455.0	[8.754446]	[109]	[13.247486]	[109]	[68781038]	[68781038]
77_11328	chr19	1856858	1857258	+	1000	71.0	[7.50171]	[105]	[8.484174]	[105]	[1857058]	[1857058]
77_11333	chr19	9936544	9936944	+	1000	71.0	[9.502248]	[106]	[10.719419]	[106]	[9936740]	[9936740]
77_1134	chr2	238060661	238061061	+	1000	455.0	[10.807047]	[101]	[13.432689]	[101]	[238060861]	[238060861]
77_11344	chr2	86563186	86563586	+	1000	71.0	[]	[]	[8.362677]	[75]	[]	[86563342]
77_11349	chr2	174486577	174486977	+	1000	71.0	[7.2477355]	[125]	[6.328512]	[125]	[174486775]	[174486775]
77_1135	chr4	128635151	128635551	+	1000	455.0	[15.742009]	[111]	[15.742009]	[111]	[128635353]	[128635353]
77_11351	chr2	197499174	197499574	+	1000	71.0	[6.864139]	[100]	[6.178773]	[100]	[197499373]	[197499373]
77_11353	chr2	239736811	239737211	+	1000	71.0	[11.763137]	[125]	[12.1433525]	[125]	[239737025]	[239737025]
77_11355	chr20	3811728	3812128	+	1000	71.0	[9.702682]	[88]	[10.442892]	[88]	[3811907]	[3811907]
77_11359	chr20	62530391	62530791	+	1000	71.0	[13.018968]	[95]	[6.342368, 7.468907]	[95, 102]	[62530583]	[62530583, 62530590]
77_11362	chr21	32392809	32393209	+	1000	71.0	[]	[]	[8.478322]	[91]	[]	[32392999]
77_11369	chr22	20888997	20889397	+	1000	71.0	[12.063598]	[89]	[]	[]	[20889182]	[]
77_11379	chr22	22655795	22656195	+	1000	71.0	[]	[]	[6.247253]	[117]	[]	[22656010]
77_11389	chr3	12993038	12993438	+	1000	71.0	[]	[]	[6.350194]	[150]	[]	[12993267]
77_11397	chr3	183697872	183698272	+	1000	71.0	[]	[]	[6.258595]	[120]	[]	[183698075]
77_114	chr3	112561758	112562158	+	1000	891.0	[12.827922, 12.827876, 7.004728]	[98, 121, 126]	[12.367886, 12.086817, 7.5185666]	[98, 121, 126]	[112561950, 112561973, 112561978]	[112561950, 112561973, 112561978]
77_1140	chr2	189440937	189441337	+	1000	454.0	[10.415798]	[109]	[11.858298]	[109]	[189441144]	[189441144]
77_11402	chr5	78526631	78527031	+	1000	71.0	[11.379028]	[103]	[]	[]	[78526831]	[]
77_11403	chr5	78578655	78579055	+	1000	71.0	[11.616045]	[128]	[10.658051]	[128]	[78578872]	[78578872]
77_11416	chr6	53378248	53378648	+	1000	71.0	[10.902928]	[94]	[9.242645]	[94]	[53378437]	[53378437]
77_1142	chr1	89820713	89821113	+	1000	453.0	[]	[]	[9.178057]	[98]	[]	[89820908]
77_1143	chr10	126199355	126199755	+	1000	453.0	[14.94396]	[103]	[9.467608]	[103]	[126199556]	[126199556]
77_11433	chr7	159112202	159112602	+	1000	71.0	[6.638809]	[94]	[6.404103]	[94]	[159112392]	[159112392]
77_11436	chr8	123042143	123042543	+	1000	71.0	[6.4951406]	[94]	[]	[]	[123042334]	[]
77_11440	chr9	129693702	129694102	+	1000	71.0	[6.294588, 9.76405]	[85, 115]	[8.329096]	[115]	[129693885, 129693915]	[129693915]
77_11450	chrX	103356279	103356679	+	1000	71.0	[13.988591]	[94]	[8.294456]	[94]	[103356467]	[103356467]
77_11459	chr1	43232105	43232505	+	1000	70.0	[8.518447]	[94]	[7.5435295]	[94]	[43232292]	[43232292]
77_1146	chr8	96261432	96261832	+	1000	453.0	[9.363774]	[131]	[]	[]	[96261661]	[]
77_11463	chr1	68291899	68292299	+	1000	70.0	[8.497726]	[84]	[8.497726]	[84]	[68292083]	[68292083]
77_11466	chr1	154170830	154171230	+	1000	70.0	[11.66858, 7.928926]	[106, 146]	[16.90268, 8.444596, 6.295387]	[106, 125, 146]	[154171027, 154171067]	[154171027, 154171046, 154171067]
77_11468	chr1	162372672	162373072	+	1000	70.0	[]	[]	[9.087795]	[88]	[]	[162372853]
77_11471	chr1	204431853	204432253	+	1000	70.0	[10.409166]	[98]	[10.62695]	[98]	[204432038]	[204432038]
77_11474	chr1	221175258	221175658	+	1000	70.0	[12.086817]	[108]	[12.827876]	[108]	[221175454]	[221175454]
77_1148	chr18	22465971	22466371	+	1000	452.0	[8.329096]	[94]	[9.76405]	[94]	[22466165]	[22466165]
77_11484	chr11	19117398	19117798	+	1000	70.0	[13.432689]	[134]	[10.807047]	[134]	[19117611]	[19117611]
77_11489	chr11	69381675	69382075	+	1000	70.0	[7.2477355]	[86]	[6.328512]	[86]	[69381836]	[69381836]
77_11491	chr12	4272422	4272822	+	1000	70.0	[6.8303676]	[105]	[6.8219724]	[105]	[4272607]	[4272607]
77_11497	chr12	116066636	116067036	+	1000	70.0	[]	[]	[10.389888]	[92]	[]	[116066827]
77_115	chr18	35041122	35041522	+	1000	889.0	[13.817017]	[103]	[12.61677]	[103]	[35041324]	[35041324]
77_11500	chr13	113083730	113084130	+	1000	70.0	[10.218359]	[119]	[8.637897]	[119]	[113083946]	[113083946]
77_11502	chr14	60981989	60982389	+	1000	70.0	[6.3357368]	[92]	[11.787619, 7.461177]	[92, 163]	[60982165]	[60982165, 60982236]
77_11504	chr14	75069294	75069694	+	1000	70.0	[11.709351]	[101]	[9.97028]	[101]	[75069493]	[75069493]
77_11506	chr15	64856707	64857107	+	1000	70.0	[11.66858]	[108]	[16.90268]	[108]	[64856907]	[64856907]
77_11507	chr15	65862610	65863010	+	1000	70.0	[]	[]	[9.363774]	[140]	[]	[65862834]
77_1151	chr20	35092961	35093361	+	1000	452.0	[9.07948]	[102]	[7.724347]	[102]	[35093163]	[35093163]
77_11510	chr15	78181938	78182338	+	1000	70.0	[8.017387]	[123]	[6.679178]	[123]	[78182136]	[78182136]
77_11511	chr15	82877811	82878211	+	1000	70.0	[13.783291]	[110]	[13.541038]	[110]	[82878011]	[82878011]
77_11512	chr15	83011528	83011928	+	1000	70.0	[7.058979]	[118]	[8.150382]	[118]	[83011730]	[83011730]
77_11526	chr16	84526870	84527270	+	1000	70.0	[14.701707]	[108]	[9.709861]	[108]	[84527073]	[84527073]
77_11528	chr16	89446859	89447259	+	1000	70.0	[10.869158]	[128]	[9.885845]	[128]	[89447086]	[89447086]
77_11535	chr17	33964341	33964741	+	1000	70.0	[8.167845]	[115]	[]	[]	[33964550]	[]
77_11536	chr17	49191817	49192217	+	1000	70.0	[9.838144]	[100]	[9.018112]	[100]	[49192015]	[49192015]
77_11537	chr17	50565770	50566170	+	1000	70.0	[13.838806]	[124]	[7.6297903]	[124]	[50565984]	[50565984]
77_11541	chr18	2826582	2826982	+	1000	70.0	[]	[]	[12.029826]	[106]	[]	[2826765]
77_11546	chr19	1279674	1280074	+	1000	70.0	[6.4237375]	[113]	[]	[]	[1279882]	[]
77_11553	chr19	48623435	48623835	+	1000	70.0	[14.977686]	[105]	[8.54334]	[105]	[48623639]	[48623639]
77_11557	chr2	9815796	9816196	+	1000	70.0	[11.616045]	[103]	[10.658051]	[103]	[9815996]	[9815996]
77_1156	chr5	69369320	69369720	+	1000	451.0	[9.172729]	[102]	[9.453752]	[102]	[69369522]	[69369522]
77_11560	chr2	99255491	99255891	+	1000	70.0	[10.628278, 9.467608, 9.467608]	[56, 80, 103]	[10.87053, 14.94396, 14.94396]	[56, 80, 103]	[99255643, 99255667, 99255690]	[99255643, 99255667, 99255690]
77_11561	chr2	99753523	99753923	+	1000	70.0	[8.478322, 12.678137]	[66, 114]	[11.70322]	[114]	[99753684, 99753732]	[99753732]
77_11562	chr2	110848531	110848931	+	1000	70.0	[11.858298]	[91]	[10.415798]	[91]	[110848714]	[110848714]
77_11567	chr2	238238969	238239369	+	1000	70.0	[]	[]	[6.5631666]	[103]	[]	[238239159]
77_1159	chr22	36506899	36507299	+	1000	450.0	[8.712692]	[122]	[9.913788]	[122]	[36507115]	[36507115]
77_11592	chr22	50482161	50482561	+	1000	70.0	[12.678137]	[102]	[11.70322]	[102]	[50482359]	[50482359]
77_11596	chr3	47042386	47042786	+	1000	70.0	[]	[]	[10.817995]	[81]	[]	[47042567]
77_11598	chr3	160449587	160449987	+	1000	70.0	[6.1788387]	[154]	[]	[]	[160449829]	[]
77_11605	chr4	99949321	99949721	+	1000	70.0	[8.518447]	[81]	[7.5435295]	[81]	[99949501]	[99949501]
77_11606	chr4	118278859	118279259	+	1000	70.0	[13.777439]	[106]	[9.743587]	[106]	[118279062]	[118279062]
77_11607	chr4	158827681	158828081	+	1000	70.0	[6.7957277]	[96]	[11.0465145, 6.4205074]	[96, 139]	[158827876]	[158827876, 158827919]
77_11609	chr5	10664168	10664568	+	1000	70.0	[9.467608]	[122]	[14.94396]	[122]	[10664380]	[10664380]
77_11611	chr5	43064747	43065147	+	1000	70.0	[8.505963, 7.3660154]	[124, 133]	[]	[]	[43064958, 43064967]	[]
77_11612	chr5	132086385	132086785	+	1000	70.0	[11.0465145]	[101]	[6.7957277]	[101]	[132086578]	[132086578]
77_11613	chr5	133530257	133530657	+	1000	70.0	[15.742009]	[99]	[15.742009]	[99]	[133530454]	[133530454]
77_11621	chr6	39948412	39948812	+	1000	70.0	[14.977686]	[88]	[8.54334]	[88]	[39948598]	[39948598]
77_11623	chr7	2649114	2649514	+	1000	70.0	[10.691777]	[116]	[10.691777]	[116]	[2649322]	[2649322]
77_11625	chr7	23181708	23182108	+	1000	70.0	[]	[]	[9.311051]	[123]	[]	[23181919]
77_11630	chr7	78018970	78019370	+	1000	70.0	[6.178773]	[102]	[6.864139]	[102]	[78019166]	[78019166]
77_11635	chr8	1746111	1746511	+	1000	70.0	[6.472036]	[94]	[]	[]	[1746304]	[]
77_11638	chr8	26823089	26823489	+	1000	70.0	[9.885845]	[97]	[9.893727, 10.869158]	[66, 97]	[26823285]	[26823254, 26823285]
