#PeakID(python scan_motif.py ./ENCODE_processed_files/ELF1_idr.fa ELF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
686_10488	chrX	55451858	55452258	+	648	30.0	[7.0178514]	[107]	[6.7688527, 10.6445]	[79, 133]	[55452053]	[55452025, 55452079]
686_1049	chr8	37891890	37892290	+	1000	133.0	[]	[]	[16.017126]	[102]	[]	[37892086]
686_10490	chr1	9234295	9234695	+	695	29.5	[]	[]	[6.893543]	[220]	[]	[9234534]
686_10493	chr1	15795380	15795780	+	721	29.5	[]	[]	[6.770984]	[150]	[]	[15795630]
686_10495	chr1	20493774	20494174	+	730	29.5	[9.373884]	[157]	[]	[]	[20494020]	[]
686_10496	chr1	24642475	24642875	+	640	29.5	[]	[]	[10.758294]	[162]	[]	[24642696]
686_10498	chr1	26093382	26093782	+	748	29.5	[]	[]	[9.026612, 10.6445]	[115, 163]	[]	[26093579, 26093627]
686_10503	chr1	28748003	28748403	+	724	29.5	[9.148726]	[79]	[]	[]	[28748165]	[]
686_10504	chr1	28846150	28846550	+	750	29.5	[]	[]	[9.550997]	[178]	[]	[28846380]
686_10505	chr1	32964899	32965299	+	710	29.5	[7.431055]	[178]	[10.758294]	[172]	[32965133]	[32965127]
686_10506	chr1	33346842	33347242	+	573	29.5	[12.800334, 6.7216086]	[208, 224]	[]	[]	[33347076, 33347092]	[]
686_10509	chr1	40979136	40979536	+	747	29.5	[]	[]	[9.351434]	[146]	[]	[40979298]
686_1051	chr1	31788412	31788812	+	1000	132.5	[]	[]	[8.725028]	[108]	[]	[31788607]
686_10510	chr1	42941746	42942146	+	752	29.5	[]	[]	[9.062206]	[138]	[]	[42941942]
686_10513	chr1	52613639	52614039	+	726	29.5	[]	[]	[13.115062]	[100]	[]	[52613812]
686_10515	chr1	111099264	111099664	+	733	29.5	[]	[]	[12.800334]	[78]	[]	[111099424]
686_10516	chr1	111592618	111593018	+	713	29.5	[]	[]	[9.942367]	[175]	[]	[111592837]
686_10517	chr1	146035665	146036065	+	745	29.5	[7.4349017]	[132]	[]	[]	[146035858]	[]
686_10518	chr1	160285038	160285438	+	722	29.5	[8.651784]	[156]	[]	[]	[160285263]	[]
686_10519	chr1	161566085	161566485	+	753	29.5	[]	[]	[9.373884]	[119]	[]	[161566289]
686_1052	chr1	154157686	154158086	+	1000	132.5	[]	[]	[16.017126]	[153]	[]	[154157918]
686_10520	chr1	165842681	165843081	+	739	29.5	[]	[]	[9.441459, 7.8291354, 10.758294]	[138, 148, 194]	[]	[165842843, 165842853, 165842899]
686_10526	chr1	225975937	225976337	+	624	29.5	[9.550997]	[147]	[7.9740243, 7.123038, 9.595095]	[64, 91, 155]	[225976173]	[225976090, 225976117, 225976181]
686_10528	chr1	245345316	245345716	+	657	29.5	[]	[]	[8.7474785]	[103]	[]	[245345512]
686_10529	chr10	5472406	5472806	+	661	29.5	[]	[]	[6.6380315]	[108]	[]	[5472585]
686_1053	chr17	48944649	48945049	+	1000	132.5	[]	[]	[12.800334, 7.658413]	[122, 150]	[]	[48944865, 48944893]
686_10534	chr10	63629533	63629933	+	742	29.5	[]	[]	[7.5255246]	[160]	[]	[63629711]
686_10535	chr10	71893840	71894240	+	746	29.5	[9.441459, 7.40341]	[107, 115]	[]	[]	[71894034, 71894042]	[]
686_10536	chr10	72310112	72310512	+	747	29.5	[16.017126]	[143]	[]	[]	[72310323]	[]
686_10538	chr10	110304708	110305108	+	618	29.5	[6.511952, 6.378302]	[143, 198]	[]	[]	[110304881, 110304936]	[]
686_10539	chr11	59810657	59811057	+	591	29.5	[]	[]	[8.749358]	[132]	[]	[59810869]
686_10540	chr11	62855464	62855864	+	766	29.5	[7.971261]	[123]	[]	[]	[62855626]	[]
686_10543	chr11	65941312	65941712	+	754	29.5	[8.240355]	[110]	[]	[]	[65941498]	[]
686_10546	chr11	86234802	86235202	+	683	29.5	[9.026612, 9.026612]	[118, 137]	[]	[]	[86234985, 86235004]	[]
686_10548	chr12	14257715	14258115	+	625	29.5	[7.08763]	[118]	[7.1942296]	[112]	[14257930]	[14257924]
686_10549	chr12	47205870	47206270	+	699	29.5	[]	[]	[11.651423]	[245]	[]	[47206064]
686_1055	chr2	196068686	196069086	+	1000	132.5	[]	[]	[9.56109]	[110]	[]	[196068885]
686_10550	chr12	47742277	47742677	+	735	29.5	[]	[]	[16.017126, 10.132787]	[158, 196]	[]	[47742456, 47742494]
686_10553	chr12	57227254	57227654	+	708	29.5	[6.3747187, 9.875818]	[166, 209]	[]	[]	[57227453, 57227496]	[]
686_10555	chr12	70243942	70244342	+	735	29.5	[8.659936]	[222]	[]	[]	[70244183]	[]
686_10556	chr12	93372808	93373208	+	600	29.5	[6.466288]	[127]	[]	[]	[93373025]	[]
686_10557	chr12	104288542	104288942	+	661	29.5	[7.552349]	[181]	[]	[]	[104288783]	[]
686_10558	chr12	109994497	109994897	+	736	29.5	[9.854824]	[209]	[]	[]	[109994743]	[]
686_1056	chr8	65643739	65644139	+	1000	132.5	[8.460052]	[59]	[]	[]	[65643891]	[]
686_10560	chr13	93332619	93333019	+	681	29.5	[7.0098963]	[164]	[]	[]	[93332784]	[]
686_10561	chr14	20624271	20624671	+	592	29.5	[7.6718717, 6.4718184]	[110, 155]	[]	[]	[20624423, 20624468]	[]
686_10562	chr14	22700058	22700458	+	651	29.5	[16.017126, 9.938401]	[95, 158]	[]	[]	[22700210, 22700273]	[]
686_10565	chr14	103562939	103563339	+	734	29.5	[8.725028]	[132]	[]	[]	[103563164]	[]
686_10567	chr15	55897666	55898066	+	560	29.5	[]	[]	[7.867843, 7.590416, 8.7474785]	[107, 113, 123]	[]	[55897864, 55897870, 55897880]
686_10568	chr15	58430047	58430447	+	743	29.5	[7.8562293]	[115]	[]	[]	[58430233]	[]
686_10569	chr15	74598476	74598876	+	619	29.5	[11.964272]	[133]	[]	[]	[74598643]	[]
686_1057	chr1	6603887	6604287	+	1000	132.0	[]	[]	[12.800334]	[123]	[]	[6604094]
686_10570	chr15	78738196	78738596	+	724	29.5	[16.017126]	[81]	[]	[]	[78738372]	[]
686_10574	chr16	30381190	30381590	+	572	29.5	[]	[]	[6.699158]	[112]	[]	[30381396]
686_10575	chr16	67268153	67268553	+	588	29.5	[]	[]	[6.5834923]	[180]	[]	[67268403]
686_10576	chr16	67514339	67514739	+	732	29.5	[7.431055]	[94]	[13.115062]	[147]	[67514532]	[67514585]
686_10577	chr16	74700920	74701320	+	716	29.5	[7.453959]	[107]	[]	[]	[74701077]	[]
686_10578	chr16	75122101	75122501	+	750	29.5	[6.594993]	[156]	[]	[]	[75122333]	[]
686_1058	chr1	47437601	47438001	+	1000	132.0	[]	[]	[6.3558517]	[98]	[]	[47437752]
686_10581	chr16	88993446	88993846	+	659	29.5	[]	[]	[9.449611, 9.106304, 6.591644, 9.595095]	[78, 93, 108, 172]	[]	[88993597, 88993612, 88993627, 88993691]
686_10587	chr17	46782344	46782744	+	622	29.5	[16.017126]	[136]	[]	[]	[46782528]	[]
686_1059	chr10	5889933	5890333	+	1000	132.0	[]	[]	[7.0373144]	[157]	[]	[5890179]
686_10591	chr17	80261450	80261850	+	667	29.5	[11.95612]	[182]	[]	[]	[80261641]	[]
686_10592	chr18	805854	806254	+	707	29.5	[]	[]	[16.017126]	[150]	[]	[806009]
686_10595	chr19	1103668	1104068	+	570	29.5	[]	[]	[7.505192]	[75]	[]	[1103838]
686_10597	chr19	4868009	4868409	+	580	29.5	[]	[]	[10.831991]	[130]	[]	[4868226]
686_106	chr19	44955006	44955406	+	1000	354.0	[12.777884]	[169]	[9.062206]	[178]	[44955242]	[44955251]
686_1060	chr17	39199845	39200245	+	1000	132.0	[9.122051]	[150]	[9.875818, 6.401559]	[96, 130]	[39200086]	[39200032, 39200066]
686_10600	chr19	10402541	10402941	+	746	29.5	[7.971261]	[230]	[]	[]	[10402782]	[]
686_10603	chr19	16371470	16371870	+	736	29.5	[7.590416, 16.017126]	[112, 140]	[]	[]	[16371639, 16371667]	[]
686_10604	chr19	32421932	32422332	+	716	29.5	[8.224974]	[159]	[]	[]	[32422114]	[]
686_10606	chr19	40489117	40489517	+	730	29.5	[7.0011244]	[98]	[]	[]	[40489271]	[]
686_10608	chr19	45509007	45509407	+	729	29.5	[]	[]	[13.115062]	[212]	[]	[45509245]
686_10609	chr19	48753775	48754175	+	622	29.5	[10.831991]	[147]	[]	[]	[48753972]	[]
686_10610	chr19	48874042	48874442	+	710	29.5	[9.595095]	[201]	[9.062206]	[159]	[48874284]	[48874242]
686_10613	chr19	51777762	51778162	+	740	29.5	[6.6342473]	[96]	[]	[]	[51777946]	[]
686_10614	chr2	7007921	7008321	+	733	29.5	[6.378302]	[91]	[9.148726]	[125]	[7008073]	[7008107]
686_10617	chr2	112631092	112631492	+	717	29.5	[]	[]	[11.107086]	[115]	[]	[112631301]
686_10618	chr2	170845349	170845749	+	673	29.5	[9.473548]	[130]	[8.583661]	[124]	[170845559]	[170845553]
686_1062	chr6	30818430	30818830	+	1000	132.0	[]	[]	[13.502466]	[144]	[]	[30818636]
686_10620	chr2	200405917	200406317	+	678	29.5	[13.115062]	[162]	[]	[]	[200406152]	[]
686_10623	chr20	30376718	30377118	+	694	29.5	[]	[]	[7.0373144]	[159]	[]	[30376932]
686_10625	chr20	38448115	38448515	+	672	29.5	[]	[]	[16.017126]	[108]	[]	[38448299]
686_10626	chr20	43456867	43457267	+	733	29.5	[9.942367]	[240]	[]	[]	[43457108]	[]
686_10627	chr20	44856772	44857172	+	569	29.5	[7.080435, 9.595095, 9.595095, 6.5834923]	[80, 143, 149, 155]	[]	[]	[44856943, 44857006, 44857012, 44857018]	[]
686_10628	chr20	59948203	59948603	+	654	29.5	[]	[]	[10.6445]	[177]	[]	[59948402]
686_1064	chr1	25246797	25247197	+	1000	131.5	[]	[]	[9.122051]	[220]	[]	[25247024]
686_10646	chr22	29388332	29388732	+	744	29.5	[9.919916]	[193]	[]	[]	[29388558]	[]
686_10647	chr22	42444636	42445036	+	724	29.5	[6.741383]	[131]	[9.942367]	[74]	[42444857]	[42444800]
686_10648	chr3	3191929	3192329	+	738	29.5	[12.712791, 6.3342037]	[104, 136]	[]	[]	[3192115, 3192147]	[]
686_10649	chr3	15148629	15149029	+	680	29.5	[]	[]	[6.6342473, 13.502466]	[136, 151]	[]	[15148864, 15148879]
686_1065	chr16	807661	808061	+	1000	131.5	[8.7474785]	[95]	[]	[]	[807824]	[]
686_10651	chr3	43773614	43774014	+	719	29.5	[]	[]	[13.115062]	[208]	[]	[43773830]
686_10653	chr3	50600228	50600628	+	722	29.5	[16.017126]	[147]	[]	[]	[50600387]	[]
686_10655	chr3	129608584	129608984	+	695	29.5	[]	[]	[7.8291354, 9.026612, 9.449611]	[163, 185, 189]	[]	[129608796, 129608818, 129608822]
686_10657	chr3	152197860	152198260	+	608	29.5	[]	[]	[9.688612]	[191]	[]	[152198073]
686_10658	chr3	160399650	160400050	+	709	29.5	[]	[]	[6.8903494]	[168]	[]	[160399878]
686_10659	chr3	173007092	173007492	+	706	29.5	[7.2748194]	[119]	[]	[]	[173007301]	[]
686_10660	chr3	177339324	177339724	+	670	29.5	[]	[]	[7.080435, 8.537822, 6.591644, 8.537822]	[145, 157, 205, 213]	[]	[177339485, 177339497, 177339545, 177339553]
686_10661	chr3	196192563	196192963	+	583	29.5	[7.2679267]	[176]	[]	[]	[196192770]	[]
686_10666	chr5	1168079	1168479	+	746	29.5	[]	[]	[8.659936]	[103]	[]	[1168268]
686_10667	chr5	10319252	10319652	+	730	29.5	[]	[]	[7.4027147]	[172]	[]	[10319495]
686_1067	chr2	3575041	3575441	+	1000	131.5	[]	[]	[11.95612]	[74]	[]	[3575197]
686_10670	chr5	96743325	96743725	+	741	29.5	[]	[]	[16.017126]	[118]	[]	[96743542]
686_10674	chr6	2999930	3000330	+	742	29.5	[]	[]	[6.7326183]	[113]	[]	[3000127]
686_10675	chr6	13044388	13044788	+	737	29.5	[]	[]	[12.712791]	[182]	[]	[13044576]
686_10676	chr6	15400679	15401079	+	637	29.5	[]	[]	[9.595095, 7.080435]	[149, 175]	[]	[15400885, 15400911]
686_10678	chr6	27127168	27127568	+	694	29.5	[]	[]	[11.95612]	[103]	[]	[27127334]
686_1068	chr9	34458382	34458782	+	1000	131.5	[]	[]	[6.770984, 12.777884]	[55, 99]	[]	[34458535, 34458579]
686_10683	chr6	33364531	33364931	+	670	29.5	[6.5834923]	[174]	[]	[]	[33364739]	[]
686_10684	chr6	36098903	36099303	+	713	29.5	[7.7344794]	[148]	[]	[]	[36099135]	[]
686_10686	chr6	37183296	37183696	+	648	29.5	[13.15916]	[194]	[12.800334]	[117]	[37183529]	[37183452]
686_10688	chr6	37791541	37791941	+	731	29.5	[]	[]	[13.115062]	[167]	[]	[37791724]
686_10689	chr6	45436782	45437182	+	720	29.5	[]	[]	[12.453062]	[100]	[]	[45436977]
686_1069	chr1	1157887	1158287	+	1000	131.0	[6.699158]	[119]	[6.7770047]	[160]	[1158067]	[1158108]
686_10690	chr6	69796652	69797052	+	740	29.5	[]	[]	[8.716876]	[139]	[]	[69796885]
686_10694	chr6	125174474	125174874	+	754	29.5	[7.080435]	[159]	[]	[]	[125174660]	[]
686_10695	chr6	129730642	129731042	+	712	29.5	[8.537822]	[112]	[]	[]	[129730821]	[]
686_10696	chr6	135147915	135148315	+	637	29.5	[]	[]	[7.382767]	[112]	[]	[135148101]
686_10697	chr6	139943410	139943810	+	739	29.5	[16.017126]	[151]	[]	[]	[139943636]	[]
686_10698	chr6	149316977	149317377	+	665	29.5	[]	[]	[8.224974]	[89]	[]	[149317155]
686_10699	chr6	151374109	151374509	+	689	29.5	[13.15916]	[92]	[7.4086046]	[84]	[151374272]	[151374264]
686_107	chr21	28992709	28993109	+	1000	354.0	[6.3558517]	[82]	[9.473548, 7.2376213, 9.919916]	[64, 141, 153]	[28992882]	[28992864, 28992941, 28992953]
686_1070	chr11	72080496	72080896	+	1000	131.0	[]	[]	[8.716876]	[121]	[]	[72080663]
686_10701	chr7	5532800	5533200	+	730	29.5	[9.236269, 10.6445]	[183, 191]	[]	[]	[5533034, 5533042]	[]
686_10709	chr7	111438856	111439256	+	724	29.5	[]	[]	[8.537822]	[188]	[]	[111439067]
686_1071	chr16	15094113	15094513	+	1000	131.0	[9.473548]	[102]	[]	[]	[15094303]	[]
686_10710	chr7	111474918	111475318	+	561	29.5	[8.133188]	[156]	[]	[]	[111475140]	[]
686_10712	chr7	126667935	126668335	+	735	29.5	[11.098322]	[154]	[12.453062]	[117]	[126668142]	[126668105]
686_10713	chr7	129764244	129764644	+	726	29.5	[7.40341]	[121]	[]	[]	[129764453]	[]
686_10716	chr7	145800909	145801309	+	738	29.5	[]	[]	[6.659025]	[286]	[]	[145801115]
686_10717	chr7	149065739	149066139	+	669	29.5	[6.7770047]	[93]	[8.7474785]	[120]	[149065899]	[149065926]
686_10719	chr8	30095188	30095588	+	733	29.5	[9.919916]	[119]	[12.777884]	[138]	[30095390]	[30095409]
686_10721	chr8	48925821	48926221	+	733	29.5	[10.076016]	[136]	[]	[]	[48926041]	[]
686_10723	chr8	101198478	101198878	+	668	29.5	[12.800334]	[164]	[]	[]	[101198662]	[]
686_10725	chr8	139675665	139676065	+	751	29.5	[]	[]	[6.6380315]	[120]	[]	[139675860]
686_10726	chr8	143070981	143071381	+	659	29.5	[6.770984]	[131]	[]	[]	[143071163]	[]
686_10727	chr9	97803040	97803440	+	576	29.5	[6.511952, 6.3558517, 9.595095]	[150, 188, 208]	[]	[]	[97803204, 97803242, 97803262]	[]
686_1073	chr19	48321782	48322182	+	1000	131.0	[9.919916]	[115]	[]	[]	[48321968]	[]
686_10731	chr9	130791071	130791471	+	717	29.5	[6.8368497, 6.8783298]	[94, 158]	[]	[]	[130791256, 130791320]	[]
686_10732	chr9	131202043	131202443	+	628	29.5	[]	[]	[6.7770047]	[104]	[]	[131202241]
686_10733	chr9	135957499	135957899	+	703	29.5	[8.807323]	[122]	[]	[]	[135957701]	[]
686_10734	chrX	54639484	54639884	+	625	29.5	[8.7474785]	[166]	[]	[]	[54639683]	[]
686_10735	chrX	65999260	65999660	+	751	29.5	[]	[]	[7.0098963]	[203]	[]	[65999493]
686_10738	chr1	14884697	14885097	+	694	29.0	[9.595095]	[103]	[]	[]	[14884899]	[]
686_10739	chr1	21468636	21469036	+	727	29.0	[]	[]	[13.502466]	[165]	[]	[21468867]
686_1074	chr19	53431785	53432185	+	1000	131.0	[11.95612]	[131]	[]	[]	[53431988]	[]
686_10741	chr1	33218758	33219158	+	685	29.0	[6.466288]	[123]	[9.688612]	[213]	[33218919]	[33219009]
686_10742	chr1	39064629	39065029	+	639	29.0	[13.115062]	[184]	[]	[]	[39064876]	[]
686_10743	chr1	42952500	42952900	+	624	29.0	[13.115062]	[165]	[]	[]	[42952717]	[]
686_10745	chr1	93664337	93664737	+	715	29.0	[7.5255246]	[173]	[]	[]	[93664519]	[]
686_10747	chr1	117572533	117572933	+	709	29.0	[]	[]	[16.017126]	[135]	[]	[117572752]
686_10749	chr1	149708501	149708901	+	651	29.0	[]	[]	[7.971893]	[165]	[]	[149708725]
686_1075	chr2	112683796	112684196	+	1000	131.0	[]	[]	[16.017126]	[101]	[]	[112683983]
686_10750	chr1	151457918	151458318	+	706	29.0	[]	[]	[6.8126025]	[195]	[]	[151458118]
686_10751	chr1	156225380	156225780	+	722	29.0	[9.351434]	[111]	[]	[]	[156225577]	[]
686_10752	chr1	161410203	161410603	+	645	29.0	[]	[]	[16.017126]	[142]	[]	[161410439]
686_10757	chr1	201582261	201582661	+	707	29.0	[]	[]	[10.831991]	[122]	[]	[201582437]
686_10758	chr1	202546713	202547113	+	738	29.0	[9.550997]	[158]	[]	[]	[202546953]	[]
686_1076	chr3	33791837	33792237	+	1000	131.0	[9.595095]	[162]	[16.017126]	[108]	[33792086]	[33792032]
686_10760	chr1	205591681	205592081	+	684	29.0	[7.336987]	[125]	[]	[]	[205591841]	[]
686_10761	chr1	206503902	206504302	+	699	29.0	[13.115062]	[84]	[]	[]	[206504068]	[]
686_10762	chr1	222711624	222712024	+	589	29.0	[6.4718184, 6.378302]	[148, 157]	[]	[]	[222711828, 222711837]	[]
686_10767	chr10	5284490	5284890	+	680	29.0	[9.898269]	[156]	[]	[]	[5284726]	[]
686_10769	chr10	22315639	22316039	+	597	29.0	[9.449611]	[71]	[]	[]	[22315795]	[]
686_1077	chr9	130768241	130768641	+	1000	131.0	[7.900327, 12.712791]	[120, 151]	[]	[]	[130768438, 130768469]	[]
686_10774	chr10	73517447	73517847	+	703	29.0	[9.441459]	[141]	[]	[]	[73517640]	[]
686_10775	chr10	73991178	73991578	+	582	29.0	[]	[]	[7.0011244]	[136]	[]	[73991385]
686_10778	chr10	78937945	78938345	+	543	29.0	[7.1942296]	[116]	[]	[]	[78938115]	[]
686_10779	chr10	131088480	131088880	+	677	29.0	[]	[]	[9.56109]	[159]	[]	[131088721]
686_1078	chr1	44819881	44820281	+	1000	130.5	[]	[]	[6.6940923]	[194]	[]	[44820078]
686_10780	chr11	355385	355785	+	714	29.0	[7.541501]	[176]	[9.441459]	[134]	[355606]	[355564]
686_10782	chr11	12842172	12842572	+	718	29.0	[12.712791]	[103]	[]	[]	[12842367]	[]
686_10783	chr11	14668901	14669301	+	661	29.0	[7.1053114]	[103]	[]	[]	[14669052]	[]
686_10786	chr11	68040289	68040689	+	613	29.0	[13.15916]	[104]	[]	[]	[68040464]	[]
686_10787	chr11	69401717	69402117	+	717	29.0	[10.831991, 9.136763]	[65, 109]	[]	[]	[69401871, 69401915]	[]
686_10788	chr11	69899840	69900240	+	580	29.0	[6.378302, 6.511952]	[114, 163]	[]	[]	[69899994, 69900043]	[]
686_1079	chr1	173714711	173715111	+	1000	130.5	[6.8592234]	[155]	[13.502466]	[120]	[173714958]	[173714923]
686_10792	chr12	98491159	98491559	+	719	29.0	[]	[]	[7.9740243, 7.9740243]	[88, 96]	[]	[98491332, 98491340]
686_10794	chr12	106956682	106957082	+	549	29.0	[]	[]	[7.4349017]	[146]	[]	[106956857]
686_10795	chr12	107660155	107660555	+	739	29.0	[9.56109]	[127]	[]	[]	[107660334]	[]
686_10798	chr12	131947476	131947876	+	695	29.0	[12.800334]	[154]	[]	[]	[131947701]	[]
686_108	chr15	57706509	57706909	+	1000	353.5	[]	[]	[6.699158]	[108]	[]	[57706715]
686_1080	chr1	201983150	201983550	+	1000	130.5	[]	[]	[10.257094]	[76]	[]	[201983319]
686_10801	chr13	51549025	51549425	+	731	29.0	[10.6445, 10.831991]	[103, 160]	[]	[]	[51549197, 51549254]	[]
686_10802	chr13	91315958	91316358	+	725	29.0	[7.123239]	[127]	[6.4718184]	[191]	[91316112]	[91316176]
686_10804	chr13	95273417	95273817	+	603	29.0	[]	[]	[12.453062]	[183]	[]	[95273614]
686_10805	chr14	60989748	60990148	+	671	29.0	[]	[]	[9.938401]	[100]	[]	[60989915]
686_10806	chr15	56465039	56465439	+	600	29.0	[7.7939863]	[123]	[]	[]	[56465246]	[]
686_10807	chr15	56887253	56887653	+	669	29.0	[11.098322]	[117]	[]	[]	[56887421]	[]
686_1081	chr10	15860306	15860706	+	1000	130.5	[12.777884]	[107]	[8.784873]	[123]	[15860500]	[15860516]
686_10810	chr15	95929261	95929661	+	690	29.0	[]	[]	[6.4641566, 12.0241165]	[124, 169]	[]	[95929462, 95929507]
686_10811	chr16	2663609	2664009	+	678	29.0	[9.062206]	[167]	[]	[]	[2663836]	[]
686_10812	chr16	9053080	9053480	+	720	29.0	[6.401559, 7.4055414]	[149, 188]	[]	[]	[9053286, 9053325]	[]
686_10813	chr16	9258415	9258815	+	562	29.0	[11.651423]	[193]	[7.0178514]	[138]	[9258666]	[9258611]
686_10815	chr16	18926022	18926422	+	574	29.0	[7.1803703]	[156]	[]	[]	[18926249]	[]
686_10816	chr16	25066702	25067102	+	727	29.0	[9.213819]	[80]	[]	[]	[25066872]	[]
686_10817	chr16	28822470	28822870	+	618	29.0	[]	[]	[9.106304]	[183]	[]	[28822682]
686_10818	chr16	56743942	56744342	+	627	29.0	[]	[]	[9.938401]	[86]	[]	[56744121]
686_10819	chr16	68090544	68090944	+	738	29.0	[9.854824, 7.658413]	[98, 152]	[]	[]	[68090726, 68090780]	[]
686_1082	chr10	43397182	43397582	+	1000	130.5	[16.017126]	[122]	[]	[]	[43397388]	[]
686_10820	chr16	81483201	81483601	+	707	29.0	[10.831991]	[168]	[]	[]	[81483391]	[]
686_10822	chr16	85328147	85328547	+	715	29.0	[12.453062]	[188]	[7.9740243]	[163]	[85328379]	[85328354]
686_10824	chr17	5111760	5112160	+	683	29.0	[]	[]	[7.590416]	[218]	[]	[5111997]
686_10825	chr17	15236225	15236625	+	734	29.0	[]	[]	[12.777884]	[134]	[]	[15236441]
686_10826	chr17	16419031	16419431	+	670	29.0	[]	[]	[10.758294]	[160]	[]	[16419263]
686_10829	chr17	34412529	34412929	+	735	29.0	[12.800334]	[136]	[9.938401]	[94]	[34412748]	[34412706]
686_1083	chr11	576210	576610	+	1000	130.5	[9.213819]	[174]	[]	[]	[576454]	[]
686_10831	chr17	48626721	48627121	+	724	29.0	[7.1942296, 7.9740243]	[118, 124]	[9.942367]	[172]	[48626882, 48626888]	[48626936]
686_10832	chr17	59153896	59154296	+	627	29.0	[]	[]	[9.098152]	[181]	[]	[59154126]
686_10833	chr17	68437966	68438366	+	698	29.0	[13.15916]	[151]	[12.800334]	[80]	[68438202]	[68438131]
686_10836	chr18	9885402	9885802	+	732	29.0	[6.466288]	[225]	[]	[]	[9885632]	[]
686_10838	chr18	22452182	22452582	+	731	29.0	[8.52967]	[146]	[]	[]	[22452345]	[]
686_10839	chr19	1490299	1490699	+	688	29.0	[6.779136]	[128]	[]	[]	[1490487]	[]
686_1084	chr11	3057246	3057646	+	1000	130.5	[9.875818]	[95]	[12.0241165]	[65]	[3057434]	[3057404]
686_10840	chr19	4866467	4866867	+	712	29.0	[]	[]	[7.4055414]	[118]	[]	[4866669]
686_10841	chr19	8158375	8158775	+	642	29.0	[6.6260953]	[191]	[]	[]	[8158597]	[]
686_10843	chr19	13099583	13099983	+	614	29.0	[]	[]	[6.779136]	[99]	[]	[13099780]
686_10844	chr19	14005209	14005609	+	675	29.0	[6.378302]	[227]	[]	[]	[14005451]	[]
686_10849	chr19	46736779	46737179	+	700	29.0	[]	[]	[7.9740243, 6.3787317, 16.017126]	[116, 164, 179]	[]	[46736957, 46737005, 46737020]
686_10851	chr19	50358723	50359123	+	621	29.0	[]	[]	[7.971261]	[204]	[]	[50358929]
686_10853	chr19	53879504	53879904	+	609	29.0	[9.213819]	[143]	[8.7474785]	[180]	[53879676]	[53879713]
686_10855	chr2	26143940	26144340	+	709	29.0	[]	[]	[10.076016]	[118]	[]	[26144139]
686_1086	chr12	55729003	55729403	+	1000	130.5	[6.699158]	[125]	[]	[]	[55729198]	[]
686_10863	chr2	127864839	127865239	+	653	29.0	[12.453062]	[131]	[]	[]	[127865013]	[]
686_10866	chr2	169799586	169799986	+	692	29.0	[16.017126]	[189]	[]	[]	[169799815]	[]
686_10867	chr2	172552560	172552960	+	591	29.0	[]	[]	[7.527656]	[224]	[]	[172552802]
686_10870	chr2	206159377	206159777	+	738	29.0	[12.777884]	[202]	[]	[]	[206159595]	[]
686_10874	chr20	53934546	53934946	+	704	29.0	[]	[]	[9.495998]	[169]	[]	[53934759]
686_10876	chr21	14762757	14763157	+	696	29.0	[]	[]	[6.511952, 7.080435]	[201, 209]	[]	[14762987, 14762995]
686_10877	chr21	31490465	31490865	+	585	29.0	[13.502466, 9.449611]	[155, 177]	[]	[]	[31490684, 31490706]	[]
686_1088	chr19	33176684	33177084	+	1000	130.5	[13.115062]	[98]	[]	[]	[33176869]	[]
686_10881	chr22	19122841	19123241	+	610	29.0	[]	[]	[6.3787317]	[106]	[]	[19123016]
686_10882	chr22	19232492	19232892	+	710	29.0	[9.286342]	[135]	[]	[]	[19232655]	[]
686_10891	chr22	22608707	22609107	+	678	29.0	[]	[]	[6.82269]	[64]	[]	[22608861]
686_10899	chr3	6508128	6508528	+	653	29.0	[]	[]	[9.373884]	[138]	[]	[6508306]
686_109	chr22	20777589	20777989	+	1000	353.5	[13.502466]	[115]	[]	[]	[20777788]	[]
686_10900	chr3	9715729	9716129	+	682	29.0	[]	[]	[12.590676]	[108]	[]	[9715910]
686_10901	chr3	9727155	9727555	+	698	29.0	[8.659936]	[91]	[]	[]	[9727344]	[]
686_10903	chr3	14231146	14231546	+	732	29.0	[7.431055]	[172]	[]	[]	[14231345]	[]
686_10904	chr3	42635089	42635489	+	705	29.0	[9.942367]	[210]	[]	[]	[42635302]	[]
686_10905	chr3	43565832	43566232	+	712	29.0	[7.382767]	[180]	[6.5988393]	[189]	[43566037]	[43566046]
686_10907	chr3	51973360	51973760	+	725	29.0	[]	[]	[8.659936]	[149]	[]	[51973604]
686_10908	chr3	80771116	80771516	+	711	29.0	[9.942367, 13.115062]	[112, 186]	[]	[]	[80771293, 80771367]	[]
686_10909	chr3	101724163	101724563	+	559	29.0	[]	[]	[7.8562293]	[127]	[]	[101724332]
686_1091	chr22	19217946	19218346	+	1000	130.5	[10.831991, 9.550997]	[142, 208]	[]	[]	[19218102, 19218168]	[]
686_10912	chr3	170730074	170730474	+	564	29.0	[9.449611]	[188]	[]	[]	[170730273]	[]
686_10913	chr3	177597798	177598198	+	701	29.0	[]	[]	[12.800334, 7.4027147]	[184, 195]	[]	[177598023, 177598034]
686_10915	chr4	8593202	8593602	+	606	29.0	[7.552349, 12.777884]	[118, 128]	[]	[]	[8593372, 8593382]	[]
