#PeakID(python scan_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_10200	chr6	14039225	14039625	+	1000	67.0	[5.9858184]	[109]	[]	[]	[14039416]	[]
685_10201	chr6	15897134	15897534	+	1000	67.0	[]	[]	[10.522072, 11.185277, 5.684254]	[70, 93, 97]	[]	[15897300, 15897323, 15897327]
685_10202	chr6	27472584	27472984	+	1000	67.0	[]	[]	[11.108359]	[100]	[]	[27472783]
685_10203	chr6	28104569	28104969	+	1000	67.0	[]	[]	[5.8765697]	[109]	[]	[28104774]
685_10204	chr6	28333473	28333873	+	1000	67.0	[5.9092355, 9.304947, 10.657835, 9.744738]	[67, 73, 106, 132]	[]	[]	[28333637, 28333643, 28333676, 28333702]	[]
685_10205	chr6	29964896	29965296	+	1000	67.0	[6.2754197, 13.248663, 11.790489]	[101, 107, 133]	[]	[]	[29965097, 29965103, 29965129]	[]
685_10206	chr6	31395687	31396087	+	1000	67.0	[7.3273516, 15.162296]	[83, 89]	[]	[]	[31395866, 31395872]	[]
685_10209	chr6	36821106	36821506	+	1000	67.0	[12.540174]	[103]	[]	[]	[36821293]	[]
685_1021	chr16	87464288	87464688	+	1000	239.0	[12.304874, 10.851382]	[90, 114]	[]	[]	[87464478, 87464502]	[]
685_10210	chr6	37130554	37130954	+	1000	67.0	[]	[]	[6.1045604, 16.574568]	[73, 109]	[]	[37130719, 37130755]
685_10211	chr6	37751969	37752369	+	1000	67.0	[16.276268]	[93]	[]	[]	[37752147]	[]
685_10212	chr6	47023543	47023943	+	1000	67.0	[7.3950934]	[82]	[15.0778055, 10.4658985]	[111, 138]	[47023713]	[47023742, 47023769]
685_10213	chr6	50959339	50959739	+	1000	67.0	[6.238464]	[81]	[6.352742]	[114]	[50959502]	[50959535]
685_10214	chr6	73310460	73310860	+	1000	67.0	[]	[]	[18.345798, 9.028212]	[94, 102]	[]	[73310652, 73310660]
685_10215	chr6	90466513	90466913	+	1000	67.0	[12.491907]	[118]	[]	[]	[90466721]	[]
685_10216	chr6	106889637	106890037	+	627	67.0	[7.9277487]	[144]	[14.701719]	[84]	[106889880]	[106889820]
685_10217	chr6	110182245	110182645	+	1000	67.0	[]	[]	[7.695926]	[98]	[]	[110182442]
685_10218	chr6	116629462	116629862	+	1000	67.0	[8.372344, 14.564423]	[60, 93]	[11.038218]	[105]	[116629621, 116629654]	[116629666]
685_10219	chr6	129852232	129852632	+	1000	67.0	[10.493184]	[111]	[7.715715, 6.750311]	[156, 169]	[129852424]	[129852469, 129852482]
685_1022	chr18	2898389	2898789	+	1000	239.0	[]	[]	[18.62852]	[100]	[]	[2898585]
685_10220	chr6	145813858	145814258	+	1000	67.0	[9.465525]	[93]	[8.1952505]	[99]	[145814046]	[145814052]
685_10221	chr6	159042482	159042882	+	1000	67.0	[15.602871]	[94]	[12.435631]	[53]	[159042676]	[159042635]
685_10222	chr6	167091212	167091612	+	1000	67.0	[]	[]	[7.386539, 13.289122]	[81, 103]	[]	[167091388, 167091410]
685_10223	chr7	67019759	67020159	+	1000	67.0	[15.540199]	[110]	[]	[]	[67019968]	[]
685_10224	chr7	91140993	91141393	+	1000	67.0	[6.93207, 7.2684374, 11.186522]	[70, 84, 99]	[]	[]	[91141155, 91141169, 91141184]	[]
685_10225	chr7	99375052	99375452	+	1000	67.0	[]	[]	[15.016564]	[103]	[]	[99375253]
685_10226	chr7	106285035	106285435	+	1000	67.0	[10.991674]	[95]	[9.011736]	[115]	[106285223]	[106285243]
685_10227	chr7	106704502	106704902	+	1000	67.0	[]	[]	[12.797207]	[91]	[]	[106704693]
685_10229	chr7	121041821	121042221	+	1000	67.0	[]	[]	[11.293665]	[99]	[]	[121042015]
685_1023	chr19	55151968	55152368	+	1000	239.0	[]	[]	[13.696254, 13.696254, 5.820022, 14.493469, 13.696254]	[91, 111, 131, 152, 172]	[]	[55152126, 55152146, 55152166, 55152187, 55152207]
685_10230	chr7	157140119	157140519	+	1000	67.0	[12.307179]	[88]	[]	[]	[157140297]	[]
685_10231	chr8	29539078	29539478	+	1000	67.0	[18.345798]	[94]	[]	[]	[29539272]	[]
685_10232	chr8	96621225	96621625	+	1000	67.0	[]	[]	[11.4209175, 6.9440374, 9.237755]	[86, 117, 123]	[]	[96621409, 96621440, 96621446]
685_10233	chr8	100665583	100665983	+	1000	67.0	[]	[]	[18.203526, 6.8751426]	[114, 126]	[]	[100665791, 100665803]
685_10234	chr8	122837649	122838049	+	1000	67.0	[6.6629057]	[85]	[16.22155]	[99]	[122837834]	[122837848]
685_10235	chr9	35649376	35649776	+	1000	67.0	[15.857894, 12.975431]	[121, 154]	[]	[]	[35649582, 35649615]	[]
685_10236	chr9	35733268	35733668	+	1000	67.0	[5.634281]	[58]	[14.508283]	[106]	[35733420]	[35733468]
685_10237	chr9	95551343	95551743	+	1000	67.0	[]	[]	[15.888445]	[100]	[]	[95551542]
685_10238	chr9	105695187	105695587	+	1000	67.0	[]	[]	[8.3207855]	[114]	[]	[105695392]
685_10239	chr9	130970818	130971218	+	1000	67.0	[12.85539, 7.466098, 10.550217, 10.302136, 15.318194, 5.825353, 8.167192, 6.0839562, 9.223498, 10.918612, 5.825353, 14.797839]	[59, 63, 67, 75, 91, 94, 99, 106, 114, 122, 125, 133]	[]	[]	[130970975, 130970979, 130970983, 130970991, 130971007, 130971010, 130971015, 130971022, 130971030, 130971038, 130971041, 130971049]	[]
685_1024	chr20	5674346	5674746	+	1000	239.0	[]	[]	[13.67664]	[103]	[]	[5674548]
685_10240	chr9	131635325	131635725	+	1000	67.0	[]	[]	[7.9496136]	[126]	[]	[131635536]
685_10241	chr9	132773757	132774157	+	1000	67.0	[16.122425, 9.107577]	[89, 149]	[]	[]	[132773940, 132774000]	[]
685_10242	chrX	20266812	20267212	+	1000	67.0	[]	[]	[10.836327]	[92]	[]	[20267004]
685_10243	chrX	31893510	31893910	+	1000	67.0	[5.9663286, 15.584859, 10.35331]	[83, 106, 147]	[]	[]	[31893686, 31893709, 31893750]	[]
685_10244	chrX	120636564	120636964	+	1000	67.0	[13.78766, 14.294127]	[95, 105]	[]	[]	[120636756, 120636766]	[]
685_10245	chrX	139113664	139114064	+	1000	67.0	[10.057877]	[80]	[14.535532]	[62]	[139113840]	[139113822]
685_10246	chrX	155881098	155881498	+	1000	67.0	[8.648565]	[167]	[]	[]	[155881330]	[]
685_10247	chr1	10430590	10430990	+	1000	66.0	[8.779233]	[89]	[]	[]	[10430777]	[]
685_10249	chr1	30758713	30759113	+	1000	66.0	[10.3936205]	[99]	[]	[]	[30758911]	[]
685_1025	chr22	42933427	42933827	+	1000	239.0	[16.133993]	[92]	[]	[]	[42933618]	[]
685_10251	chr1	36149539	36149939	+	1000	66.0	[]	[]	[11.050028]	[102]	[]	[36149740]
685_10252	chr1	36492477	36492877	+	1000	66.0	[]	[]	[9.129482, 7.800345]	[92, 98]	[]	[36492668, 36492674]
685_10253	chr1	43042777	43043177	+	1000	66.0	[]	[]	[7.495944, 14.774778, 11.719551, 7.072562, 15.498934]	[80, 86, 92, 98, 108]	[]	[43042955, 43042961, 43042967, 43042973, 43042983]
685_10254	chr1	46247957	46248357	+	1000	66.0	[]	[]	[18.402313]	[105]	[]	[46248162]
685_10255	chr1	51966467	51966867	+	1000	66.0	[]	[]	[11.534216]	[85]	[]	[51966638]
685_10256	chr1	53197761	53198161	+	1000	66.0	[]	[]	[11.603651, 11.731118]	[110, 142]	[]	[53197961, 53197993]
685_10257	chr1	59110304	59110704	+	1000	66.0	[16.407028]	[99]	[]	[]	[59110500]	[]
685_10258	chr1	113929320	113929720	+	1000	66.0	[]	[]	[9.463688]	[108]	[]	[113929519]
685_10259	chr1	116380907	116381307	+	1000	66.0	[13.803943, 11.713658]	[99, 132]	[]	[]	[116381097, 116381130]	[]
685_1026	chr5	39076920	39077320	+	1000	239.0	[6.675593]	[93]	[16.787796, 6.6208634]	[103, 141]	[39077110]	[39077120, 39077158]
685_10260	chr1	116409914	116410314	+	1000	66.0	[]	[]	[6.282269, 9.553027, 12.067451]	[88, 103, 108]	[]	[116410099, 116410114, 116410119]
685_10261	chr1	116672793	116673193	+	1000	66.0	[]	[]	[7.515193, 8.144976]	[98, 108]	[]	[116672985, 116672995]
685_10262	chr1	118863647	118864047	+	1000	66.0	[8.014644, 16.720299]	[80, 88]	[]	[]	[118863822, 118863830]	[]
685_10263	chr1	149916176	149916576	+	1000	66.0	[7.3391213, 5.8366957, 13.5333395]	[64, 71, 97]	[]	[]	[149916336, 149916343, 149916369]	[]
685_10264	chr1	160031797	160032197	+	1000	66.0	[]	[]	[9.40183, 10.660225, 8.903875]	[79, 102, 108]	[]	[160031960, 160031983, 160031989]
685_10265	chr1	173476492	173476892	+	1000	66.0	[]	[]	[14.439913, 12.224644]	[101, 143]	[]	[173476677, 173476719]
685_10266	chr1	179016710	179017110	+	1000	66.0	[]	[]	[14.582768]	[97]	[]	[179016896]
685_10267	chr1	182081041	182081441	+	1000	66.0	[15.358653]	[141]	[]	[]	[182081256]	[]
685_10269	chr10	5491016	5491416	+	1000	66.0	[6.587031]	[78]	[15.990694, 7.1624103]	[92, 117]	[5491193]	[5491207, 5491232]
685_1027	chr7	47575994	47576394	+	1000	239.0	[16.720299]	[90]	[]	[]	[47576184]	[]
685_10270	chr10	24727739	24728139	+	1000	66.0	[10.919268]	[88]	[]	[]	[24727924]	[]
685_10271	chr10	32189344	32189744	+	1000	66.0	[14.330438, 5.734566, 8.299946, 8.217205]	[80, 100, 104, 107]	[]	[]	[32189510, 32189530, 32189534, 32189537]	[]
685_10272	chr10	42638108	42638508	+	1000	66.0	[11.257408]	[98]	[]	[]	[42638303]	[]
685_10273	chr10	69334150	69334550	+	1000	66.0	[]	[]	[9.693604]	[123]	[]	[69334356]
685_10274	chr10	71635468	71635868	+	1000	66.0	[7.4621525, 6.993793, 9.641012, 11.660039, 7.622702, 9.014181, 7.967335]	[91, 113, 125, 142, 176, 182, 188]	[]	[]	[71635620, 71635642, 71635654, 71635671, 71635705, 71635711, 71635717]	[]
685_10275	chr10	71658095	71658495	+	1000	66.0	[9.911713, 18.402313, 5.644008, 10.365168, 5.811168, 6.406903, 6.406903, 6.406903, 6.406903]	[83, 89, 95, 99, 122, 130, 132, 134, 136]	[6.762436]	[167]	[71658248, 71658254, 71658260, 71658264, 71658287, 71658295, 71658297, 71658299, 71658301]	[71658332]
685_10276	chr10	83990085	83990485	+	1000	66.0	[18.107643]	[103]	[]	[]	[83990270]	[]
685_10277	chr10	96072635	96073035	+	1000	66.0	[6.5700083]	[62]	[9.861629]	[101]	[96072796]	[96072835]
685_10278	chr10	99908507	99908907	+	1000	66.0	[15.206261]	[105]	[]	[]	[99908704]	[]
685_10279	chr10	114875159	114875559	+	1000	66.0	[18.203526, 9.44729]	[101, 116]	[]	[]	[114875354, 114875369]	[]
685_1028	chr10	11170890	11171290	+	1000	238.0	[8.63086, 13.515328]	[77, 89]	[11.803928]	[135]	[11171066, 11171078]	[11171124]
685_10280	chr10	132580155	132580555	+	1000	66.0	[]	[]	[15.336779, 5.694593, 9.48525]	[91, 138, 141]	[]	[132580343, 132580390, 132580393]
685_10281	chr11	10934970	10935370	+	1000	66.0	[8.048119, 9.553887]	[109, 117]	[]	[]	[10935168, 10935176]	[]
685_10282	chr11	57530680	57531080	+	1000	66.0	[7.533521, 11.039545]	[74, 99]	[]	[]	[57530852, 57530877]	[]
685_10283	chr11	62544555	62544955	+	1000	66.0	[14.875314]	[96]	[]	[]	[62544735]	[]
685_10284	chr11	64164766	64165166	+	1000	66.0	[16.525896]	[95]	[]	[]	[64164950]	[]
685_10285	chr11	70568075	70568475	+	1000	66.0	[]	[]	[19.689182]	[112]	[]	[70568281]
685_10286	chr11	71962570	71962970	+	1000	66.0	[10.869585]	[96]	[]	[]	[71962759]	[]
685_10287	chr11	73981651	73982051	+	1000	66.0	[]	[]	[6.49704]	[99]	[]	[73981847]
685_10288	chr11	77814887	77815287	+	1000	66.0	[8.9675255, 9.602135, 16.133993, 9.474351]	[86, 92, 103, 109]	[]	[]	[77815063, 77815069, 77815080, 77815086]	[]
685_10289	chr11	93541753	93542153	+	1000	66.0	[13.800169]	[106]	[]	[]	[93541959]	[]
685_1029	chr11	3665686	3666086	+	1000	238.0	[]	[]	[12.057468, 7.715266]	[98, 140]	[]	[3665877, 3665919]
685_10290	chr11	108654116	108654516	+	1000	66.0	[15.584859, 8.606918]	[108, 128]	[]	[]	[108654317, 108654337]	[]
685_10291	chr12	6689461	6689861	+	1000	66.0	[11.745807, 14.165699]	[144, 161]	[]	[]	[6689669, 6689686]	[]
685_10292	chr12	45752145	45752545	+	1000	66.0	[11.903626]	[88]	[]	[]	[45752333]	[]
685_10293	chr12	49622429	49622829	+	1000	66.0	[]	[]	[8.819827, 15.000985, 6.6694083, 6.4883995]	[55, 91, 97, 142]	[]	[49622581, 49622617, 49622623, 49622668]
685_10295	chr12	55847872	55848272	+	1000	66.0	[6.328725]	[99]	[]	[]	[55848065]	[]
685_10296	chr12	56728450	56728850	+	1000	66.0	[15.302139]	[92]	[]	[]	[56728641]	[]
685_10297	chr12	56988322	56988722	+	1000	66.0	[]	[]	[5.633271, 8.423756, 6.5190215]	[164, 192, 198]	[]	[56988527, 56988555, 56988561]
685_10298	chr12	57694167	57694567	+	1000	66.0	[13.178816, 10.7553, 6.09815]	[90, 110, 113]	[]	[]	[57694357, 57694377, 57694380]	[]
685_103	chr1	45753405	45753805	+	1000	459.0	[6.0839562]	[68]	[12.022577, 6.080576]	[96, 113]	[45753573]	[45753601, 45753618]
685_1030	chr21	34911317	34911717	+	1000	238.0	[12.232933]	[91]	[]	[]	[34911507]	[]
685_10300	chr12	93745306	93745706	+	1000	66.0	[13.621922]	[135]	[]	[]	[93745515]	[]
685_10301	chr12	112870548	112870948	+	1000	66.0	[]	[]	[10.396367, 19.122936]	[72, 107]	[]	[112870715, 112870750]
685_10302	chr12	116278548	116278948	+	1000	66.0	[15.416616]	[95]	[]	[]	[116278741]	[]
685_10303	chr12	123737121	123737521	+	1000	66.0	[6.0200944, 18.62852]	[90, 125]	[11.480119]	[64]	[123737305, 123737340]	[123737279]
685_10304	chr13	91263191	91263591	+	1000	66.0	[]	[]	[18.345798, 7.101303]	[111, 119]	[]	[91263398, 91263406]
685_10305	chr14	20278410	20278810	+	1000	66.0	[]	[]	[6.745379, 16.122425, 7.5288296]	[90, 101, 147]	[]	[20278600, 20278611, 20278657]
685_10306	chr14	22699987	22700387	+	1000	66.0	[12.470271, 11.171708]	[127, 145]	[]	[]	[22700189, 22700207]	[]
685_10307	chr14	55349030	55349430	+	1000	66.0	[19.618229]	[97]	[]	[]	[55349224]	[]
685_10308	chr14	60815476	60815876	+	1000	66.0	[]	[]	[16.122425]	[109]	[]	[60815680]
685_10309	chr14	73743401	73743801	+	1000	66.0	[12.24647, 10.059597]	[184, 190]	[15.424449, 9.781335, 8.491159]	[109, 119, 172]	[73743641, 73743647]	[73743566, 73743576, 73743629]
685_1031	chr22	29388475	29388875	+	1000	238.0	[12.491907]	[91]	[]	[]	[29388665]	[]
685_10310	chr14	77593582	77593982	+	1000	66.0	[13.636181]	[89]	[7.5886755, 6.4915566]	[136, 146]	[77593766]	[77593813, 77593823]
685_10311	chr14	93074036	93074436	+	1000	66.0	[]	[]	[13.220068]	[129]	[]	[93074240]
685_10312	chr14	105326726	105327126	+	1000	66.0	[]	[]	[12.423825]	[113]	[]	[105326932]
685_10313	chr15	49620665	49621065	+	1000	66.0	[]	[]	[6.813699]	[136]	[]	[49620886]
685_10314	chr15	85036729	85037129	+	826	66.0	[15.289599]	[103]	[6.1172028]	[59]	[85036925]	[85036881]
685_10316	chr15	91954395	91954795	+	1000	66.0	[8.291734, 17.61965, 9.396493, 7.6448073, 17.61965, 9.396493, 7.4979477]	[83, 89, 95, 107, 113, 119, 151]	[]	[]	[91954577, 91954583, 91954589, 91954601, 91954607, 91954613, 91954645]	[]
685_10317	chr16	1143745	1144145	+	1000	66.0	[16.822435, 6.2754197]	[98, 149]	[]	[]	[1143940, 1143991]	[]
685_10318	chr16	2155207	2155607	+	1000	66.0	[5.8765697]	[124]	[]	[]	[2155420]	[]
685_10319	chr16	3024045	3024445	+	1000	66.0	[7.45001]	[102]	[]	[]	[3024247]	[]
685_1032	chr6	44226236	44226636	+	1000	238.0	[11.693159, 13.231476]	[95, 123]	[]	[]	[44226430, 44226458]	[]
685_10320	chr16	11233359	11233759	+	1000	66.0	[]	[]	[16.525896]	[95]	[]	[11233552]
685_10321	chr16	66999654	67000054	+	1000	66.0	[19.689182]	[89]	[]	[]	[66999835]	[]
685_10322	chr16	84246605	84247005	+	1000	66.0	[14.246063, 6.237656, 7.973088]	[119, 138, 151]	[]	[]	[84246821, 84246840, 84246853]	[]
685_10323	chr16	87948106	87948506	+	1000	66.0	[10.51802]	[91]	[13.370954, 9.558833]	[55, 61]	[87948296]	[87948260, 87948266]
685_10324	chr17	27458524	27458924	+	1000	66.0	[]	[]	[9.04746]	[131]	[]	[27458739]
685_10325	chr17	42387633	42388033	+	1000	66.0	[12.235533]	[101]	[]	[]	[42387834]	[]
685_10326	chr17	42453528	42453928	+	1000	66.0	[6.3143067]	[80]	[]	[]	[42453686]	[]
685_10327	chr17	43550717	43551117	+	1000	66.0	[13.939604]	[114]	[]	[]	[43550931]	[]
685_10328	chr17	47216817	47217217	+	1000	66.0	[]	[]	[9.059364, 15.360103]	[82, 100]	[]	[47216999, 47217017]
685_10329	chr17	50546967	50547367	+	1000	66.0	[]	[]	[9.496513, 11.326277]	[94, 99]	[]	[50547160, 50547165]
685_1033	chr7	66076704	66077104	+	1000	238.0	[]	[]	[21.247185, 6.5899515]	[109, 115]	[]	[66076909, 66076915]
685_10330	chr17	55639994	55640394	+	709	66.0	[]	[]	[11.886372, 8.061367, 9.198107, 5.8827467]	[101, 106, 123, 128]	[]	[55640194, 55640199, 55640216, 55640221]
685_10331	chr17	74203464	74203864	+	1000	66.0	[6.595311]	[106]	[]	[]	[74203661]	[]
685_10332	chr18	2971068	2971468	+	1000	66.0	[16.407028, 7.8082714]	[90, 107]	[]	[]	[2971257, 2971274]	[]
685_10333	chr18	3525887	3526287	+	1000	66.0	[]	[]	[6.6101904, 15.006159]	[85, 91]	[]	[3526040, 3526046]
685_10334	chr18	59917532	59917932	+	1000	66.0	[8.131293, 7.35864]	[98, 138]	[7.3116817]	[113]	[59917723, 59917763]	[59917738]
685_10336	chr19	17303270	17303670	+	1000	66.0	[]	[]	[8.14807]	[58]	[]	[17303425]
685_10337	chr19	19530356	19530756	+	1000	66.0	[9.444349, 8.129736]	[74, 80]	[14.778071]	[108]	[19530523, 19530529]	[19530557]
685_10338	chr19	28481088	28481488	+	1000	66.0	[]	[]	[7.547102, 12.299178]	[99, 140]	[]	[28481279, 28481320]
685_10339	chr19	39125329	39125729	+	1000	66.0	[8.407044]	[87]	[6.847122, 15.063982]	[58, 125]	[39125510]	[39125481, 39125548]
685_1034	chr7	105531981	105532381	+	1000	238.0	[11.564989, 11.995553]	[87, 112]	[]	[]	[105532161, 105532186]	[]
685_10340	chr19	42217731	42218131	+	1000	66.0	[]	[]	[7.080721]	[107]	[]	[42217929]
685_10341	chr19	44639341	44639741	+	1000	66.0	[11.800333, 6.929699]	[74, 102]	[]	[]	[44639503, 44639531]	[]
685_10342	chr19	45038786	45039186	+	1000	66.0	[6.2839503]	[101]	[]	[]	[45038986]	[]
685_10343	chr19	47381847	47382247	+	1000	66.0	[]	[]	[15.4790535]	[125]	[]	[47382059]
685_10344	chr19	48741468	48741868	+	1000	66.0	[12.638813]	[139]	[]	[]	[48741686]	[]
685_10345	chr2	8893414	8893814	+	1000	66.0	[12.718113, 13.4944105]	[126, 164]	[]	[]	[8893623, 8893661]	[]
685_10346	chr2	12695418	12695818	+	1000	66.0	[8.686807]	[94]	[]	[]	[12695608]	[]
685_10347	chr2	15205511	15205911	+	1000	66.0	[]	[]	[12.435392]	[98]	[]	[15205706]
685_10348	chr2	27461103	27461503	+	1000	66.0	[]	[]	[6.2431827, 10.797091]	[86, 143]	[]	[27461277, 27461334]
685_10349	chr2	29006415	29006815	+	1000	66.0	[]	[]	[15.804134, 7.2693124]	[119, 127]	[]	[29006621, 29006629]
685_1035	chr8	124197810	124198210	+	1000	238.0	[18.595427]	[96]	[]	[]	[124198002]	[]
685_10350	chr2	48288010	48288410	+	1000	66.0	[10.663773, 8.44057]	[99, 107]	[10.858437]	[78]	[48288202, 48288210]	[48288181]
685_10351	chr2	48605755	48606155	+	1000	66.0	[11.669288]	[107]	[]	[]	[48605957]	[]
685_10352	chr2	88200250	88200650	+	1000	66.0	[6.8097215]	[138]	[14.208943]	[90]	[88200482]	[88200434]
685_10353	chr2	113700246	113700646	+	1000	66.0	[]	[]	[13.22104]	[98]	[]	[113700444]
685_10354	chr2	156334323	156334723	+	1000	66.0	[11.5493145]	[96]	[]	[]	[156334516]	[]
685_10355	chr2	175898701	175899101	+	1000	66.0	[16.720299]	[91]	[]	[]	[175898886]	[]
685_10356	chr2	183154781	183155181	+	1000	66.0	[10.663773, 11.264876, 6.4500957]	[71, 79, 91]	[5.6519203]	[128]	[183154951, 183154959, 183154971]	[183155008]
685_10357	chr2	187003041	187003441	+	1000	66.0	[10.763685]	[129]	[]	[]	[187003267]	[]
685_10358	chr2	190478581	190478981	+	1000	66.0	[]	[]	[11.173652]	[106]	[]	[190478785]
685_10359	chr2	202091363	202091763	+	1000	66.0	[12.356789]	[90]	[]	[]	[202091547]	[]
685_1036	chr1	36160863	36161263	+	1000	237.0	[13.998178]	[90]	[8.001074]	[70]	[36161052]	[36161032]
685_10360	chr2	207633019	207633419	+	1000	66.0	[5.672461, 7.7414975]	[73, 131]	[]	[]	[207633177, 207633235]	[]
685_10361	chr2	233041964	233042364	+	1000	66.0	[6.5490365]	[147]	[6.901387, 18.107643]	[88, 109]	[233042206]	[233042147, 233042168]
685_10362	chr20	29080003	29080403	+	1000	66.0	[6.9611926, 6.2782936]	[99, 105]	[]	[]	[29080201, 29080207]	[]
685_10363	chr20	32387306	32387706	+	1000	66.0	[12.047683]	[91]	[]	[]	[32387496]	[]
685_10364	chr20	41573916	41574316	+	1000	66.0	[8.497009, 16.332783, 9.135513, 10.328368, 8.52676, 11.384065, 5.826851]	[100, 106, 113, 118, 136, 140, 148]	[]	[]	[41574114, 41574120, 41574127, 41574132, 41574150, 41574154, 41574162]	[]
685_10365	chr20	44586321	44586721	+	1000	66.0	[10.314591]	[93]	[]	[]	[44586513]	[]
685_10366	chr21	15243464	15243864	+	997	66.0	[17.548697, 7.198911]	[105, 156]	[]	[]	[15243661, 15243712]	[]
685_10367	chr21	34092487	34092887	+	1000	66.0	[13.429721]	[88]	[]	[]	[34092675]	[]
685_10368	chr3	15601409	15601809	+	1000	66.0	[5.7337003, 7.756531]	[96, 100]	[]	[]	[15601601, 15601605]	[]
685_10369	chr3	18079723	18080123	+	697	66.0	[5.9026628, 15.325886]	[86, 97]	[]	[]	[18079897, 18079908]	[]
685_1037	chr13	107883788	107884188	+	1000	237.0	[6.2177353, 10.7716, 12.397899, 7.5575495]	[83, 93, 98, 122]	[]	[]	[107883971, 107883981, 107883986, 107884010]	[]
685_10370	chr3	31485193	31485593	+	1000	66.0	[]	[]	[14.117213, 11.39108]	[127, 135]	[]	[31485402, 31485410]
685_10371	chr3	43587421	43587821	+	1000	66.0	[9.947405, 6.859083, 5.852671, 11.602665]	[99, 145, 149, 154]	[]	[]	[43587615, 43587661, 43587665, 43587670]	[]
685_10372	chr3	44624722	44625122	+	1000	66.0	[]	[]	[6.9868484, 10.2878065]	[69, 124]	[]	[44624873, 44624928]
685_10373	chr3	44966977	44967377	+	1000	66.0	[5.8147035, 11.5493145]	[86, 94]	[5.8937597]	[118]	[44967152, 44967160]	[44967184]
685_10374	chr3	46845505	46845905	+	1000	66.0	[15.990694, 6.0130677]	[110, 116]	[]	[]	[46845708, 46845714]	[]
685_10375	chr3	88149640	88150040	+	1000	66.0	[]	[]	[8.100501]	[92]	[]	[88149811]
685_10376	chr3	122952436	122952836	+	1000	66.0	[13.0301485, 5.687448]	[95, 101]	[13.110016]	[115]	[122952628, 122952634]	[122952648]
685_10377	chr3	150132361	150132761	+	1000	66.0	[18.345798]	[90]	[]	[]	[150132551]	[]
685_10378	chr3	158419817	158420217	+	1000	66.0	[]	[]	[14.230818, 6.32259, 8.741661, 16.407028]	[56, 62, 86, 110]	[]	[158419968, 158419974, 158419998, 158420022]
685_10379	chr3	160190406	160190806	+	1000	66.0	[18.62852, 6.6333394, 6.3910217, 6.3910217, 6.3910217]	[91, 103, 106, 109, 112]	[]	[]	[160190592, 160190604, 160190607, 160190610, 160190613]	[]
685_1038	chr15	66714094	66714494	+	1000	237.0	[21.247185]	[99]	[]	[]	[66714288]	[]
685_10380	chr3	170717327	170717727	+	1000	66.0	[12.683474]	[89]	[6.9778457]	[115]	[170717494]	[170717520]
685_10381	chr3	171967106	171967506	+	1000	66.0	[7.596398]	[119]	[]	[]	[171967311]	[]
685_10382	chr3	186499950	186500350	+	1000	66.0	[]	[]	[5.7609606, 13.904964, 7.874324]	[98, 125, 157]	[]	[186500136, 186500163, 186500195]
685_10383	chr3	194218872	194219272	+	1000	66.0	[]	[]	[16.645521]	[125]	[]	[194219080]
685_10384	chr4	74237441	74237841	+	1000	66.0	[6.3550572, 14.070859, 6.9568634]	[87, 90, 159]	[]	[]	[74237616, 74237619, 74237688]	[]
685_10385	chr4	94416335	94416735	+	1000	66.0	[]	[]	[18.345798, 7.101303, 6.278459, 6.278459]	[98, 106, 127, 131]	[]	[94416530, 94416538, 94416559, 94416563]
685_10386	chr4	108619736	108620136	+	1000	66.0	[]	[]	[16.751482]	[96]	[]	[108619930]
685_10387	chr4	152534459	152534859	+	1000	66.0	[]	[]	[8.954246, 8.432072]	[95, 103]	[]	[152534653, 152534661]
685_10388	chr5	10294628	10295028	+	1000	66.0	[6.4726596, 7.05761]	[131, 136]	[]	[]	[10294858, 10294863]	[]
685_10389	chr5	39025435	39025835	+	1000	66.0	[]	[]	[8.350066, 6.515834]	[105, 140]	[]	[39025635, 39025670]
685_1039	chr16	20904428	20904828	+	1000	237.0	[11.968295]	[142]	[12.599163]	[100]	[20904670]	[20904628]
685_10390	chr5	39202935	39203335	+	1000	66.0	[11.681382]	[163]	[12.934462]	[123]	[39203162]	[39203122]
685_10392	chr5	71529645	71530045	+	1000	66.0	[10.403033, 6.617237]	[105, 122]	[]	[]	[71529844, 71529861]	[]
685_10393	chr5	124609665	124610065	+	1000	66.0	[9.028212, 18.345798]	[82, 90]	[]	[]	[124609830, 124609838]	[]
685_10394	chr5	126758256	126758656	+	1000	66.0	[16.53411]	[102]	[]	[]	[126758457]	[]
685_10395	chr5	127840087	127840487	+	1000	66.0	[6.2230353, 7.265729, 21.247185]	[103, 105, 111]	[]	[]	[127840276, 127840278, 127840284]	[]
685_10396	chr5	135133866	135134266	+	1000	66.0	[]	[]	[7.2214837, 6.192824, 5.6808624]	[74, 98, 130]	[]	[135134029, 135134053, 135134085]
685_10397	chr5	146947218	146947618	+	1000	66.0	[]	[]	[15.052414]	[118]	[]	[146947426]
