#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_10429	chr11	3866272	3866672	+	1000	49.5	[7.427095]	[178]	[8.11434]	[177]	[3866484]	[3866483]
582_1043	chr5	90395041	90395441	+	1000	141.0	[11.654483]	[103]	[14.722584]	[102]	[90395241]	[90395240]
582_10430	chr11	11750403	11750803	+	1000	49.5	[11.009659]	[105]	[10.810822]	[104]	[11750586]	[11750585]
582_10432	chr11	33507951	33508351	+	1000	49.5	[15.617505]	[93]	[11.192318]	[92]	[33508135]	[33508134]
582_10434	chr11	36288803	36289203	+	1000	49.5	[10.636991]	[116]	[11.910557]	[115]	[36289006]	[36289005]
582_10435	chr11	36530844	36531244	+	1000	49.5	[]	[]	[5.5146813]	[93]	[]	[36531035]
582_10436	chr11	82396673	82397073	+	1000	49.5	[15.617505]	[103]	[15.210169]	[102]	[82396831]	[82396830]
582_10438	chr11	95728773	95729173	+	984	49.5	[14.722584]	[151]	[11.247147]	[150]	[95728994]	[95728993]
582_10441	chr11	116104476	116104876	+	854	49.5	[5.9220176]	[121]	[10.902532]	[163]	[116104662]	[116104704]
582_10442	chr12	40204271	40204671	+	1000	49.5	[]	[]	[5.621808, 11.192318]	[131, 201]	[]	[40204451, 40204521]
582_10444	chr12	69239329	69239729	+	1000	49.5	[6.4773445]	[149]	[]	[]	[69239545]	[]
582_10446	chr12	93319204	93319604	+	979	49.5	[]	[]	[6.191345]	[195]	[]	[93319432]
582_10447	chr12	95428812	95429212	+	1000	49.5	[11.390118]	[130]	[8.601925]	[129]	[95429027]	[95429026]
582_10448	chr12	96037462	96037862	+	601	49.5	[]	[]	[5.873225]	[190]	[]	[96037682]
582_10449	chr12	101670331	101670731	+	1000	49.5	[9.1358795]	[157]	[6.5180492]	[156]	[101670562]	[101670561]
582_10450	chr12	116303034	116303434	+	953	49.5	[5.9220176]	[163]	[]	[]	[116303260]	[]
582_10452	chr13	50030321	50030721	+	1000	49.5	[]	[]	[5.3023133]	[103]	[]	[50030518]
582_10453	chr13	50187293	50187693	+	1000	49.5	[]	[]	[5.2940693]	[162]	[]	[50187531]
582_10456	chr13	93332012	93332412	+	1000	49.5	[5.674388]	[146]	[]	[]	[93332232]	[]
582_10457	chr13	98768518	98768918	+	1000	49.5	[6.0291443, 15.210169]	[84, 109]	[7.103873, 15.210169]	[83, 108]	[98768696, 98768721]	[98768695, 98768720]
582_10458	chr14	52457971	52458371	+	1000	49.5	[9.623465]	[134]	[9.4143305, 10.481071]	[80, 133]	[52458181]	[52458127, 52458180]
582_1046	chr8	116058242	116058642	+	1000	141.0	[15.617505]	[98]	[6.8953743, 15.617505]	[63, 97]	[116058439]	[116058404, 116058438]
582_10465	chr15	65233627	65234027	+	1000	49.5	[15.210169]	[116]	[15.210169]	[115]	[65233835]	[65233834]
582_10466	chr15	90840896	90841296	+	810	49.5	[]	[]	[5.4418163]	[257]	[]	[90841094]
582_10469	chr16	57621880	57622280	+	1000	49.5	[]	[]	[5.9220176]	[105]	[]	[57622075]
582_10474	chr17	20139530	20139930	+	1000	49.5	[15.617505]	[107]	[15.617505]	[106]	[20139732]	[20139731]
582_10475	chr17	78329128	78329528	+	1000	49.5	[5.5146813]	[110]	[]	[]	[78329333]	[]
582_10481	chr19	4808240	4808640	+	905	49.5	[7.947534]	[148]	[9.742069]	[147]	[4808468]	[4808467]
582_10482	chr19	20640497	20640897	+	1000	49.5	[5.9220176]	[161]	[]	[]	[20640747]	[]
582_10483	chr19	33368497	33368897	+	1000	49.5	[6.5180492]	[119]	[]	[]	[33368701]	[]
582_10485	chr19	45006710	45007110	+	1000	49.5	[]	[]	[5.9220176]	[106]	[]	[45006907]
582_10486	chr19	47255847	47256247	+	1000	49.5	[7.3027105]	[123]	[5.830307]	[122]	[47256047]	[47256046]
582_10487	chr2	17758073	17758473	+	1000	49.5	[5.2670517, 7.947534]	[112, 195]	[10.1494055]	[194]	[17758224, 17758307]	[17758306]
582_10488	chr2	48165526	48165926	+	965	49.5	[6.266632]	[216]	[11.422971]	[215]	[48165777]	[48165776]
582_1049	chr18	1311383	1311783	+	1000	140.5	[5.9220176]	[124]	[]	[]	[1311602]	[]
582_10490	chr2	97901879	97902279	+	1000	49.5	[10.1494055]	[99]	[7.947534]	[98]	[97902074]	[97902073]
582_10491	chr2	107745012	107745412	+	921	49.5	[5.253106]	[202]	[]	[]	[107745249]	[]
582_10492	chr2	112622563	112622963	+	977	49.5	[5.094671, 5.9388933]	[116, 123]	[8.710281]	[122]	[112622738, 112622745]	[112622744]
582_10493	chr2	133985515	133985915	+	803	49.5	[5.9220176]	[124]	[]	[]	[133985714]	[]
582_10494	chr2	152730939	152731339	+	1000	49.5	[10.636991]	[114]	[11.910557]	[113]	[152731143]	[152731142]
582_10495	chr2	153179826	153180226	+	1000	49.5	[11.654483]	[104]	[15.12992]	[103]	[153180028]	[153180027]
582_10496	chr2	158879505	158879905	+	1000	49.5	[5.4476857]	[88]	[6.7822714]	[97]	[158879688]	[158879697]
582_10497	chr2	159252929	159253329	+	1000	49.5	[11.654483]	[106]	[14.722584]	[105]	[159253121]	[159253120]
582_10498	chr2	175847184	175847584	+	901	49.5	[11.503221, 7.103873]	[102, 120]	[10.229654]	[101]	[175847378, 175847396]	[175847377]
582_10499	chr2	204634561	204634961	+	999	49.5	[7.947534]	[98]	[10.1494055]	[97]	[204634757]	[204634756]
582_1050	chr3	186827638	186828038	+	1000	140.5	[11.390118]	[99]	[9.009261]	[98]	[186827836]	[186827835]
582_10500	chr2	214706951	214707351	+	1000	49.5	[]	[]	[10.902532]	[105]	[]	[214707147]
582_10503	chr21	40206921	40207321	+	1000	49.5	[10.1494055]	[171]	[7.947534]	[170]	[40207153]	[40207152]
582_10505	chr22	17079489	17079889	+	1000	49.5	[11.654483]	[108]	[15.12992]	[107]	[17079696]	[17079695]
582_10506	chr22	22175150	22175550	+	853	49.5	[6.0776796]	[206]	[]	[]	[22175309]	[]
582_10509	chr22	23056436	23056836	+	955	49.5	[5.531557]	[135]	[]	[]	[23056647]	[]
582_10510	chr22	23812386	23812786	+	1000	49.5	[10.810822]	[105]	[11.009659]	[104]	[23812584]	[23812583]
582_10512	chr3	39157367	39157767	+	1000	49.5	[11.015635]	[74]	[6.6739683]	[73]	[39157540]	[39157539]
582_10514	chr3	141894857	141895257	+	1000	49.5	[]	[]	[5.2964234]	[162]	[]	[141895044]
582_10515	chr3	150755873	150756273	+	1000	49.5	[6.0291443]	[125]	[6.186383, 6.6965365]	[81, 124]	[150756089]	[150756045, 150756088]
582_10516	chr3	156148596	156148996	+	1000	49.5	[11.910557]	[113]	[10.636991]	[112]	[156148803]	[156148802]
582_1052	chr5	148397990	148398390	+	1000	140.5	[5.422971, 10.902532]	[84, 106]	[6.8953743]	[83]	[148398168, 148398190]	[148398167]
582_10520	chr4	128570379	128570779	+	1000	49.5	[6.2118034]	[90]	[11.503221]	[89]	[128570568]	[128570567]
582_10523	chr4	165234765	165235165	+	977	49.5	[15.12992]	[94]	[11.654483]	[93]	[165234952]	[165234951]
582_10527	chr5	30456839	30457239	+	961	49.5	[]	[]	[5.5146813]	[97]	[]	[30457012]
582_10528	chr5	31130677	31131077	+	1000	49.5	[]	[]	[10.902532]	[100]	[]	[31130875]
582_10530	chr5	40485015	40485415	+	724	49.5	[10.759561]	[112]	[6.741709]	[111]	[40485216]	[40485215]
582_10531	chr5	57768839	57769239	+	830	49.5	[9.623465]	[100]	[10.481071]	[99]	[57769036]	[57769035]
582_10535	chr5	88428638	88429038	+	1000	49.5	[11.503221]	[105]	[10.636991]	[104]	[88428841]	[88428840]
582_10537	chr5	112208717	112209117	+	992	49.5	[10.1494055]	[106]	[7.540198]	[105]	[112208920]	[112208919]
582_10538	chr5	127088246	127088646	+	886	49.5	[9.623465]	[105]	[10.481071]	[104]	[127088449]	[127088448]
582_1054	chr6	73461583	73461983	+	1000	140.5	[7.229295]	[120]	[14.722584]	[119]	[73461791]	[73461790]
582_10541	chr5	154075244	154075644	+	1000	49.5	[6.095848]	[104]	[]	[]	[154075441]	[]
582_10542	chr5	178154006	178154406	+	1000	49.5	[11.390118]	[131]	[8.601925]	[130]	[178154210]	[178154209]
582_10548	chr6	37501627	37502027	+	798	49.5	[6.3856335]	[118]	[11.009659]	[117]	[37501839]	[37501838]
582_1055	chr6	148892243	148892643	+	1000	140.5	[5.234844, 5.9220176]	[99, 128]	[]	[]	[148892438, 148892467]	[]
582_10550	chr6	108408483	108408883	+	921	49.5	[11.166897]	[104]	[11.166897]	[103]	[108408665]	[108408664]
582_10552	chr7	9802914	9803314	+	1000	49.5	[7.947534]	[101]	[10.1494055]	[100]	[9803091]	[9803090]
582_10553	chr7	11331479	11331879	+	1000	49.5	[15.12992]	[119]	[11.247147]	[118]	[11331687]	[11331686]
582_10555	chr7	36367492	36367892	+	1000	49.5	[10.636991]	[100]	[11.910557]	[99]	[36367686]	[36367685]
582_10557	chr7	81433642	81434042	+	787	49.5	[11.503221, 9.901916]	[114, 173]	[10.636991]	[113]	[81433827, 81433886]	[81433826]
582_10558	chr7	102902049	102902449	+	1000	49.5	[]	[]	[5.9220176]	[101]	[]	[102902248]
582_10559	chr7	104002621	104003021	+	907	49.5	[]	[]	[5.576714]	[158]	[]	[104002808]
582_10560	chr7	128423576	128423976	+	1000	49.5	[5.396077]	[141]	[]	[]	[128423816]	[]
582_10563	chr7	144738035	144738435	+	739	49.5	[11.910557]	[105]	[10.636991]	[104]	[144738209]	[144738208]
582_10564	chr7	152059283	152059683	+	989	49.5	[15.12992]	[142]	[7.229295]	[141]	[152059508]	[152059507]
582_10566	chr8	74331584	74331984	+	1000	49.5	[5.9220176]	[125]	[]	[]	[74331789]	[]
582_10569	chr9	38322106	38322506	+	1000	49.5	[7.947534]	[139]	[10.1494055]	[138]	[38322331]	[38322330]
582_1057	chr7	137986427	137986827	+	1000	140.5	[9.623465]	[115]	[10.073735]	[114]	[137986633]	[137986632]
582_10570	chr9	105003495	105003895	+	877	49.5	[5.9220176]	[119]	[]	[]	[105003704]	[]
582_10573	chr9	127066693	127067093	+	1000	49.5	[11.390118, 9.1358795]	[85, 136]	[8.601925]	[84]	[127066870, 127066921]	[127066869]
582_10574	chr9	127230046	127230446	+	1000	49.5	[11.247147]	[101]	[15.12992]	[100]	[127230214]	[127230213]
582_10576	chr9	130826583	130826983	+	1000	49.5	[]	[]	[5.873225]	[144]	[]	[130826783]
582_10577	chrX	39774719	39775119	+	1000	49.5	[11.910557]	[99]	[10.636991]	[98]	[39774911]	[39774910]
582_10580	chr1	15434721	15435121	+	1000	49.0	[]	[]	[10.495195]	[92]	[]	[15434910]
582_10582	chr1	25090955	25091355	+	785	49.0	[]	[]	[5.5146813]	[145]	[]	[25091160]
582_10585	chr1	62423725	62424125	+	1000	49.0	[5.830307, 5.490918, 10.902532]	[126, 176, 184]	[]	[]	[62423909, 62423959, 62423967]	[]
582_10589	chr1	167721251	167721651	+	1000	49.0	[5.9966884]	[82]	[10.810822]	[81]	[167721430]	[167721429]
582_1059	chr16	33774577	33774977	+	1000	140.0	[5.3427215]	[92]	[]	[]	[33774769]	[]
582_10591	chr1	193011386	193011786	+	908	49.0	[11.910557]	[112]	[10.636991]	[111]	[193011588]	[193011587]
582_10592	chr1	203631342	203631742	+	1000	49.0	[10.810822]	[102]	[10.602323]	[101]	[203631543]	[203631542]
582_10595	chr1	241806873	241807273	+	1000	49.0	[]	[]	[5.3587623]	[123]	[]	[241807053]
582_10596	chr1	244329810	244330210	+	1000	49.0	[5.830307]	[137]	[7.3027105]	[136]	[244330027]	[244330026]
582_10598	chr1	245109825	245110225	+	1000	49.0	[11.247147]	[164]	[15.12992]	[163]	[245110045]	[245110044]
582_10599	chr1	245873866	245874266	+	1000	49.0	[10.229654]	[100]	[11.910557]	[99]	[245874066]	[245874065]
582_10601	chr10	13665025	13665425	+	782	49.0	[11.247147]	[111]	[14.722584]	[110]	[13665227]	[13665226]
582_10602	chr10	24669277	24669677	+	1000	49.0	[6.6739683]	[106]	[11.422971]	[105]	[24669475]	[24669474]
582_10604	chr10	29320817	29321217	+	988	49.0	[7.485369]	[113]	[10.636991]	[112]	[29321022]	[29321021]
582_10606	chr10	61341017	61341417	+	975	49.0	[11.910557]	[94]	[10.229654]	[93]	[61341210]	[61341209]
582_10607	chr10	63085400	63085800	+	1000	49.0	[10.481071]	[142]	[9.623465]	[141]	[63085622]	[63085621]
582_10608	chr10	86164354	86164754	+	1000	49.0	[15.617505]	[113]	[15.617505]	[112]	[86164567]	[86164566]
582_10614	chr11	69138187	69138587	+	1000	49.0	[11.503221]	[86]	[10.636991]	[85]	[69138358]	[69138357]
582_10615	chr11	72199230	72199630	+	963	49.0	[5.396077]	[99]	[5.5146813]	[151]	[72199409]	[72199461]
582_10616	chr11	72273069	72273469	+	996	49.0	[6.8975863, 10.229654]	[98, 108]	[10.636991, 11.503221]	[97, 107]	[72273262, 72273272]	[72273261, 72273271]
582_10618	chr11	80914303	80914703	+	1000	49.0	[11.910557]	[99]	[10.636991]	[98]	[80914497]	[80914496]
582_1062	chr2	9552577	9552977	+	1000	140.0	[10.1494055]	[113]	[7.947534]	[112]	[9552786]	[9552785]
582_10620	chr11	98601136	98601536	+	1000	49.0	[5.9220176]	[101]	[]	[]	[98601327]	[]
582_10621	chr12	12392517	12392917	+	979	49.0	[9.901916]	[92]	[9.197866]	[91]	[12392706]	[12392705]
582_10622	chr12	12757559	12757959	+	697	49.0	[10.229654]	[128]	[11.503221]	[127]	[12757769]	[12757768]
582_10624	chr12	48379781	48380181	+	997	49.0	[5.5146813]	[108]	[]	[]	[48379982]	[]
582_10627	chr12	92899650	92900050	+	915	49.0	[5.422971]	[129]	[7.3027105]	[128]	[92899863]	[92899862]
582_1063	chr6	41085183	41085583	+	1000	140.0	[]	[]	[5.9220176]	[100]	[]	[41085374]
582_10631	chr12	117453971	117454371	+	991	49.0	[11.247147]	[109]	[15.12992]	[108]	[117454170]	[117454169]
582_10633	chr12	127140848	127141248	+	924	49.0	[11.166897]	[102]	[11.166897]	[101]	[127141045]	[127141044]
582_10636	chr13	80630850	80631250	+	1000	49.0	[9.901916]	[90]	[8.79053]	[89]	[80631033]	[80631032]
582_10643	chr14	102646210	102646610	+	862	49.0	[]	[]	[9.742069]	[93]	[]	[102646396]
582_10645	chr15	37112194	37112594	+	992	49.0	[5.621808]	[119]	[6.6965365]	[118]	[37112409]	[37112408]
582_10647	chr15	69462331	69462731	+	1000	49.0	[11.390118]	[98]	[9.009261]	[97]	[69462511]	[69462510]
582_10649	chr15	89334853	89335253	+	1000	49.0	[6.055884]	[93]	[9.216128]	[92]	[89335046]	[89335045]
582_10653	chr17	60579095	60579495	+	1000	49.0	[10.636991]	[118]	[7.485369]	[117]	[60579296]	[60579295]
582_10654	chr17	64985144	64985544	+	974	49.0	[6.0291443]	[133]	[]	[]	[64985376]	[]
582_10656	chr18	36905523	36905923	+	1000	49.0	[8.79053]	[135]	[9.901916]	[134]	[36905733]	[36905732]
582_10657	chr18	46615711	46616111	+	1000	49.0	[6.9977837]	[80]	[5.9220176]	[98]	[46615880]	[46615898]
582_10659	chr19	33323619	33324019	+	1000	49.0	[11.503221]	[204]	[10.229654]	[203]	[33323866]	[33323865]
582_10660	chr19	37098566	37098966	+	1000	49.0	[10.636991]	[107]	[11.910557]	[106]	[37098767]	[37098766]
582_10662	chr19	49371266	49371666	+	1000	49.0	[]	[]	[10.902532, 5.6604424]	[123, 147]	[]	[49371420, 49371444]
582_10667	chr2	30165215	30165615	+	985	49.0	[6.0351205]	[120]	[]	[]	[30165434]	[]
582_10669	chr2	55129325	55129725	+	1000	49.0	[]	[]	[6.409603]	[109]	[]	[55129533]
582_1067	chr1	172826443	172826843	+	1000	139.5	[10.403485]	[180]	[11.009659]	[179]	[172826686]	[172826685]
582_10674	chr2	121886046	121886446	+	962	49.0	[]	[]	[5.163814]	[145]	[]	[121886264]
582_10675	chr2	157125673	157126073	+	997	49.0	[11.910557]	[119]	[10.636991]	[118]	[157125882]	[157125881]
582_10676	chr2	163132198	163132598	+	701	49.0	[15.210169]	[102]	[15.617505]	[101]	[163132394]	[163132393]
582_10679	chr20	29634116	29634516	+	650	49.0	[5.9220176]	[170]	[]	[]	[29634321]	[]
582_1068	chr1	213287990	213288390	+	1000	139.5	[15.617505, 5.094671]	[100, 117]	[15.617505]	[99]	[213288188, 213288205]	[213288187]
582_10681	chr20	32418388	32418788	+	915	49.0	[7.947534]	[103]	[10.1494055]	[102]	[32418548]	[32418547]
582_10682	chr20	34303290	34303690	+	907	49.0	[]	[]	[5.830307]	[123]	[]	[34303483]
582_10683	chr20	40017766	40018166	+	975	49.0	[10.1494055]	[99]	[7.540198]	[98]	[40017962]	[40017961]
582_10684	chr20	46574163	46574563	+	931	49.0	[9.006994]	[137]	[5.234844]	[136]	[46574364]	[46574363]
582_10685	chr20	51351045	51351445	+	993	49.0	[5.9220176]	[116]	[]	[]	[51351257]	[]
582_1069	chr1	227317388	227317788	+	1000	139.5	[]	[]	[5.5146813]	[121]	[]	[227317584]
582_10693	chr22	22681282	22681682	+	998	49.0	[5.5711503]	[165]	[]	[]	[22681526]	[]
582_10698	chr3	63976545	63976945	+	1000	49.0	[5.17492, 5.8491526, 14.722584]	[75, 103, 118]	[11.654483, 5.2940693]	[117, 145]	[63976718, 63976746, 63976761]	[63976760, 63976788]
582_10699	chr3	69737379	69737779	+	998	49.0	[5.873225, 10.636991]	[81, 131]	[11.910557]	[130]	[69737546, 69737596]	[69737595]
582_1070	chr11	7977256	7977656	+	1000	139.5	[5.9220176]	[116]	[]	[]	[7977460]	[]
582_10708	chr4	95249028	95249428	+	1000	49.0	[5.9220176]	[106]	[]	[]	[95249233]	[]
582_10710	chr4	140706644	140707044	+	1000	49.0	[10.636991]	[105]	[11.910557]	[104]	[140706844]	[140706843]
582_10712	chr5	24477948	24478348	+	1000	49.0	[15.12992]	[107]	[11.247147]	[106]	[24478154]	[24478153]
582_10713	chr5	34914573	34914973	+	759	49.0	[10.403485]	[93]	[10.602323]	[92]	[34914760]	[34914759]
582_10716	chr5	117404134	117404534	+	632	49.0	[11.390118]	[82]	[8.601925]	[81]	[117404310]	[117404309]
582_10719	chr6	14425811	14426211	+	1000	49.0	[5.5146813]	[113]	[]	[]	[14425975]	[]
582_1072	chr12	31633449	31633849	+	1000	139.5	[11.654483]	[122]	[15.12992]	[121]	[31633656]	[31633655]
582_10720	chr6	28566237	28566637	+	985	49.0	[5.422971]	[101]	[7.3027105]	[100]	[28566424]	[28566423]
582_10722	chr6	38760102	38760502	+	940	49.0	[10.481071]	[111]	[9.623465]	[110]	[38760312]	[38760311]
582_10726	chr6	78062986	78063386	+	1000	49.0	[11.654483]	[102]	[15.12992]	[101]	[78063185]	[78063184]
582_10733	chr6	156776775	156777175	+	1000	49.0	[7.0526123]	[101]	[6.186383, 8.710281]	[100, 136]	[156776927]	[156776926, 156776962]
582_10734	chr6	157935780	157936180	+	1000	49.0	[5.9220176]	[113]	[]	[]	[157935980]	[]
582_10736	chr7	13904052	13904452	+	973	49.0	[11.910557]	[112]	[10.636991]	[111]	[13904254]	[13904253]
582_10739	chr7	86923526	86923926	+	939	49.0	[7.947534]	[103]	[10.1494055]	[102]	[86923711]	[86923710]
582_10741	chr7	108417134	108417534	+	1000	49.0	[]	[]	[10.495195]	[136]	[]	[108417347]
582_10746	chr8	1679910	1680310	+	1000	49.0	[7.4599485, 11.910557]	[84, 92]	[6.186383, 10.636991, 5.830307]	[83, 91, 135]	[1680087, 1680095]	[1680086, 1680094, 1680138]
582_10747	chr8	11996641	11997041	+	1000	49.0	[11.910557]	[112]	[10.229654]	[111]	[11996851]	[11996850]
582_1075	chr3	157301216	157301616	+	1000	139.5	[]	[]	[5.9220176]	[108]	[]	[157301415]
582_10751	chr8	96570780	96571180	+	1000	49.0	[11.503221]	[113]	[10.229654]	[112]	[96570992]	[96570991]
582_10753	chr9	6277406	6277806	+	801	49.0	[15.210169]	[124]	[15.210169]	[123]	[6277619]	[6277618]
582_10758	chrX	117995375	117995775	+	1000	49.0	[15.210169, 5.422971]	[100, 126]	[15.210169, 6.8953743]	[99, 125]	[117995572, 117995598]	[117995571, 117995597]
582_10759	chrX	136884564	136884964	+	878	49.0	[]	[]	[6.1760974]	[237]	[]	[136884807]
582_1076	chr5	90685614	90686014	+	1000	139.5	[15.210169]	[106]	[15.617505]	[105]	[90685819]	[90685818]
582_10760	chrX	139213342	139213742	+	1000	49.0	[9.742069]	[162]	[]	[]	[139213583]	[]
582_10764	chr1	44230774	44231174	+	1000	48.5	[10.636991]	[140]	[11.910557]	[139]	[44230996]	[44230995]
582_10768	chr1	63822514	63822914	+	945	48.5	[]	[]	[5.9220176]	[139]	[]	[63822732]
582_10772	chr1	93056585	93056985	+	1000	48.5	[11.654483]	[106]	[15.12992]	[105]	[93056788]	[93056787]
582_10773	chr1	107525128	107525528	+	1000	48.5	[15.617505]	[124]	[15.210169]	[123]	[107525350]	[107525349]
582_10774	chr1	107781214	107781614	+	852	48.5	[5.9220176, 6.0776796]	[162, 199]	[]	[]	[107781426, 107781463]	[]
582_10777	chr1	145692748	145693148	+	972	48.5	[]	[]	[10.902532]	[129]	[]	[145692963]
582_10778	chr1	159222068	159222468	+	1000	48.5	[10.810822]	[112]	[11.009659]	[111]	[159222268]	[159222267]
582_10779	chr1	159492539	159492939	+	1000	48.5	[]	[]	[5.9220176, 7.195584]	[103, 116]	[]	[159492736, 159492749]
582_1078	chr1	16363321	16363721	+	1000	139.0	[5.784009, 9.901916]	[90, 120]	[8.79053]	[119]	[16363479, 16363509]	[16363508]
582_10780	chr1	162996206	162996606	+	812	48.5	[10.1494055]	[182]	[]	[]	[162996449]	[]
582_10781	chr1	165738075	165738475	+	884	48.5	[]	[]	[10.902532]	[104]	[]	[165738245]
582_10783	chr1	178060817	178061217	+	838	48.5	[11.654483]	[106]	[15.12992]	[105]	[178061017]	[178061016]
582_10784	chr1	184425907	184426307	+	1000	48.5	[9.4143305]	[177]	[5.234844]	[176]	[184426147]	[184426146]
582_10786	chr1	195785750	195786150	+	1000	48.5	[6.0304637, 7.485369]	[186, 211]	[5.62402]	[210]	[195785964, 195785989]	[195785988]
582_10787	chr1	207913936	207914336	+	915	48.5	[5.9220176]	[185]	[]	[]	[207914165]	[]
582_10788	chr1	208499004	208499404	+	1000	48.5	[]	[]	[10.495195]	[99]	[]	[208499195]
582_10789	chr1	212344925	212345325	+	1000	48.5	[]	[]	[5.9220176]	[340]	[]	[212345117]
582_1079	chr1	209746722	209747122	+	1000	139.0	[]	[]	[5.9220176]	[96]	[]	[209746915]
582_10790	chr1	212578026	212578426	+	1000	48.5	[]	[]	[5.9220176]	[120]	[]	[212578232]
582_10793	chr1	247669222	247669622	+	1000	48.5	[]	[]	[5.9220176]	[166]	[]	[247669417]
582_10794	chr10	1882706	1883106	+	1000	48.5	[5.9220176]	[115]	[]	[]	[1882913]	[]
582_10795	chr10	17452528	17452928	+	877	48.5	[9.742069]	[157]	[7.540198]	[156]	[17452756]	[17452755]
582_108	chr22	22063073	22063473	+	1000	312.5	[5.9220176]	[101]	[]	[]	[22063271]	[]
582_10801	chr11	36508087	36508487	+	1000	48.5	[10.810822]	[108]	[10.602323, 6.0776796]	[107, 143]	[36508283]	[36508282, 36508318]
582_10803	chr11	62656808	62657208	+	1000	48.5	[7.947534]	[106]	[10.1494055]	[105]	[62657008]	[62657007]
582_10804	chr11	67500970	67501370	+	939	48.5	[6.8975863, 6.7822714, 5.3587623]	[76, 108, 143]	[6.2118034]	[75]	[67501135, 67501167, 67501202]	[67501134]
582_10806	chr11	95263020	95263420	+	848	48.5	[11.654483]	[120]	[15.12992]	[119]	[95263202]	[95263201]
582_10808	chr11	124623036	124623436	+	1000	48.5	[]	[]	[8.748676]	[154]	[]	[124623203]
582_10810	chr12	45262215	45262615	+	991	48.5	[10.636991]	[106]	[11.503221]	[105]	[45262388]	[45262387]
582_10812	chr12	65191130	65191530	+	815	48.5	[10.1494055]	[94]	[7.947534]	[93]	[65191315]	[65191314]
582_10813	chr12	110330569	110330969	+	1000	48.5	[7.540198]	[125]	[10.1494055]	[124]	[110330787]	[110330786]
582_10815	chr13	25141029	25141429	+	1000	48.5	[11.247147]	[99]	[14.722584]	[98]	[25141224]	[25141223]
582_1082	chr12	110826694	110827094	+	1000	139.0	[10.229654]	[101]	[11.910557]	[100]	[110826892]	[110826891]
582_10829	chr13	108004619	108005019	+	1000	48.5	[5.234844]	[83]	[9.4143305]	[82]	[108004774]	[108004773]
582_1083	chr15	67074275	67074675	+	1000	139.0	[7.229295]	[101]	[15.12992]	[100]	[67074473]	[67074472]
582_10831	chr14	67416072	67416472	+	979	48.5	[7.229295]	[94]	[10.704732]	[93]	[67416259]	[67416258]
582_10833	chr14	76303208	76303608	+	1000	48.5	[15.617505]	[109]	[15.210169]	[108]	[76303387]	[76303386]
582_10834	chr14	105397908	105398308	+	1000	48.5	[5.5146813]	[126]	[]	[]	[105398115]	[]
582_10837	chr15	56298725	56299125	+	1000	48.5	[]	[]	[5.9220176]	[121]	[]	[56298929]
582_10838	chr15	60444414	60444814	+	905	48.5	[5.3427215]	[123]	[5.3427215]	[154]	[60444588]	[60444619]
582_10839	chr15	88938981	88939381	+	1000	48.5	[6.96493]	[183]	[]	[]	[88939219]	[]
582_10840	chr15	89396099	89396499	+	1000	48.5	[6.0291443]	[110]	[7.103873]	[109]	[89396295]	[89396294]
582_10843	chr16	56910546	56910946	+	812	48.5	[8.728543]	[100]	[6.110713]	[99]	[56910705]	[56910704]
582_10844	chr16	78542459	78542859	+	994	48.5	[11.654483]	[99]	[15.12992]	[98]	[78542625]	[78542624]
582_10848	chr17	27874671	27875071	+	846	48.5	[11.390118]	[107]	[8.601925]	[106]	[27874859]	[27874858]
582_1085	chr2	55862352	55862752	+	1000	139.0	[10.073735, 6.2118034]	[89, 109]	[5.198277, 11.503221]	[88, 108]	[55862530, 55862550]	[55862529, 55862549]
