#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID2_idr.fa ARID2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
652_10846	chr2	11968031	11968431	+	1000	43.5	[13.202995]	[221]	[]	[]	[11968259]	[]
652_1085	chr1	204565803	204566203	+	1000	85.0	[]	[]	[11.127059]	[103]	[]	[204565994]
652_10857	chr2	157786764	157787164	+	1000	43.5	[8.236117]	[132]	[]	[]	[157786986]	[]
652_10858	chr2	168118623	168119023	+	1000	43.5	[]	[]	[6.5447836]	[146]	[]	[168118865]
652_1086	chr1	227437668	227438068	+	1000	85.0	[]	[]	[6.5447836]	[67]	[]	[227437820]
652_10861	chr2	201363909	201364309	+	1000	43.5	[]	[]	[6.5447836]	[109]	[]	[201364115]
652_10862	chr2	217789212	217789612	+	883	43.5	[]	[]	[6.5447836]	[115]	[]	[217789410]
652_10866	chr20	49776422	49776822	+	1000	43.5	[6.5447836]	[190]	[]	[]	[49776668]	[]
652_10868	chr21	33479104	33479504	+	1000	43.5	[6.5447836]	[140]	[]	[]	[33479329]	[]
652_10870	chr21	45820543	45820943	+	987	43.5	[]	[]	[6.5447836, 6.5447836]	[140, 157]	[]	[45820764, 45820781]
652_10873	chr22	17633988	17634388	+	1000	43.5	[]	[]	[6.5447836]	[109]	[]	[17634146]
652_10875	chr22	19712140	19712540	+	1000	43.5	[]	[]	[6.5447836, 6.5447836]	[112, 121]	[]	[19712308, 19712317]
652_10876	chr22	19761734	19762134	+	1000	43.5	[6.5447836]	[157]	[]	[]	[19761923]	[]
652_10881	chr22	21097298	21097698	+	1000	43.5	[]	[]	[6.9436774]	[119]	[]	[21097454]
652_10882	chr22	21448177	21448577	+	1000	43.5	[]	[]	[6.5447836]	[167]	[]	[21448381]
652_10883	chr22	21577604	21578004	+	1000	43.5	[]	[]	[6.6472974]	[152]	[]	[21577852]
652_10887	chr22	22362320	22362720	+	1000	43.5	[]	[]	[6.5447836]	[93]	[]	[22362484]
652_10889	chr22	22541812	22542212	+	1000	43.5	[6.5447836]	[110]	[]	[]	[22541977]	[]
652_10890	chr22	22649663	22650063	+	1000	43.5	[]	[]	[13.202995]	[92]	[]	[22649836]
652_10891	chr22	22760260	22760660	+	1000	43.5	[6.6472974]	[93]	[]	[]	[22760447]	[]
652_10892	chr22	23010750	23011150	+	1000	43.5	[6.5447836, 6.5447836]	[203, 227]	[]	[]	[23010973, 23010997]	[]
652_10895	chr22	23152751	23153151	+	1000	43.5	[]	[]	[6.5447836]	[124]	[]	[23152940]
652_10896	chr22	23253381	23253781	+	1000	43.5	[]	[]	[6.5447836]	[173]	[]	[23253570]
652_1090	chr11	75445307	75445707	+	1000	85.0	[]	[]	[6.5447836]	[90]	[]	[75445468]
652_10902	chr3	9791870	9792270	+	1000	43.5	[]	[]	[6.5447836]	[188]	[]	[9792078]
652_10904	chr3	13885371	13885771	+	1000	43.5	[6.5447836]	[160]	[]	[]	[13885620]	[]
652_10906	chr3	14461714	14462114	+	641	43.5	[]	[]	[6.5447836, 6.5447836]	[90, 137]	[]	[14461904, 14461951]
652_10908	chr3	20022965	20023365	+	1000	43.5	[6.5447836]	[195]	[]	[]	[20023187]	[]
652_10913	chr3	38347416	38347816	+	1000	43.5	[6.5447836]	[203]	[]	[]	[38347621]	[]
652_10915	chr3	142026689	142027089	+	1000	43.5	[]	[]	[6.9436774]	[129]	[]	[142026872]
652_10916	chr3	150600727	150601127	+	1000	43.5	[8.236117]	[74]	[6.5447836]	[138]	[150600883]	[150600947]
652_1092	chr15	44663606	44664006	+	1000	85.0	[]	[]	[6.5447836]	[161]	[]	[44663854]
652_10922	chr4	1882870	1883270	+	1000	43.5	[6.5447836, 8.236117, 6.6472974, 6.5447836]	[67, 111, 130, 140]	[]	[]	[1883021, 1883065, 1883084, 1883094]	[]
652_10924	chr4	24687343	24687743	+	1000	43.5	[6.5447836]	[140]	[]	[]	[24687566]	[]
652_10932	chr4	153127865	153128265	+	1000	43.5	[]	[]	[6.5447836]	[64]	[]	[153128028]
652_10936	chr5	32586114	32586514	+	1000	43.5	[]	[]	[6.5447836]	[165]	[]	[32586349]
652_10937	chr5	55307931	55308331	+	1000	43.5	[6.5447836, 6.5447836]	[87, 135]	[]	[]	[55308088, 55308136]	[]
652_10938	chr5	72523992	72524392	+	1000	43.5	[11.127059]	[102]	[11.127059]	[130]	[72524187]	[72524215]
652_10940	chr5	126972156	126972556	+	1000	43.5	[6.9436774]	[96]	[]	[]	[126972345]	[]
652_10941	chr5	128905512	128905912	+	1000	43.5	[]	[]	[6.5447836]	[85]	[]	[128905691]
652_10950	chr6	10401621	10402021	+	1000	43.5	[6.6472974]	[180]	[9.98438]	[159]	[10401848]	[10401827]
652_10953	chr6	15247694	15248094	+	1000	43.5	[]	[]	[6.5447836]	[198]	[]	[15247924]
652_10956	chr6	27247168	27247568	+	881	43.5	[6.5447836]	[138]	[]	[]	[27247332]	[]
652_10957	chr6	27600430	27600830	+	1000	43.5	[6.5447836]	[197]	[]	[]	[27600667]	[]
652_10959	chr6	28219007	28219407	+	1000	43.5	[6.9436774]	[108]	[]	[]	[28219197]	[]
652_10960	chr6	28335059	28335459	+	1000	43.5	[9.212816, 6.5447836]	[121, 155]	[]	[]	[28335256, 28335290]	[]
652_10969	chr6	41967484	41967884	+	1000	43.5	[]	[]	[6.6472974]	[139]	[]	[41967723]
652_1097	chr18	3585795	3586195	+	1000	85.0	[]	[]	[6.5447836]	[152]	[]	[3586027]
652_10972	chr6	44387625	44388025	+	1000	43.5	[6.5447836]	[202]	[]	[]	[44387867]	[]
652_10973	chr6	45377169	45377569	+	1000	43.5	[]	[]	[6.5447836]	[175]	[]	[45377376]
652_10974	chr6	49666858	49667258	+	1000	43.5	[6.9436774]	[123]	[]	[]	[49667014]	[]
652_10977	chr6	67887375	67887775	+	1000	43.5	[]	[]	[11.127059]	[164]	[]	[67887597]
652_10980	chr6	137862622	137863022	+	1000	43.5	[]	[]	[11.127059]	[120]	[]	[137862806]
652_10981	chr6	139497254	139497654	+	1000	43.5	[]	[]	[6.5447836, 13.202995]	[116, 160]	[]	[139497435, 139497479]
652_10982	chr6	146895739	146896139	+	1000	43.5	[6.5447836, 6.5447836]	[107, 131]	[6.5447836]	[141]	[146895898, 146895922]	[146895932]
652_10990	chr7	56004778	56005178	+	1000	43.5	[]	[]	[6.5447836]	[107]	[]	[56004929]
652_110	chr22	21947619	21948019	+	1000	180.0	[11.127059]	[156]	[8.236117]	[111]	[21947856]	[21947811]
652_11000	chr7	119925898	119926298	+	1000	43.5	[11.127059]	[157]	[13.202995, 6.5447836]	[115, 120]	[119926112]	[119926070, 119926075]
652_11001	chr7	120993603	120994003	+	1000	43.5	[]	[]	[6.5447836]	[155]	[]	[120993847]
652_11003	chr7	129401443	129401843	+	1000	43.5	[6.5447836]	[133]	[]	[]	[129401643]	[]
652_11004	chr7	134933146	134933546	+	1000	43.5	[6.5447836]	[96]	[]	[]	[134933327]	[]
652_11007	chr7	141015116	141015516	+	1000	43.5	[]	[]	[6.5447836]	[142]	[]	[141015334]
652_11011	chr7	151058745	151059145	+	1000	43.5	[]	[]	[13.202995]	[182]	[]	[151058988]
652_11020	chr8	80085020	80085420	+	1000	43.5	[6.5447836]	[65]	[]	[]	[80085178]	[]
652_11022	chr8	96234626	96235026	+	1000	43.5	[6.5447836]	[149]	[]	[]	[96234831]	[]
652_11024	chr8	116447889	116448289	+	1000	43.5	[]	[]	[11.127059]	[94]	[]	[116448061]
652_11025	chr8	123922370	123922770	+	1000	43.5	[6.5447836]	[131]	[]	[]	[123922575]	[]
652_11026	chr8	128048002	128048402	+	1000	43.5	[6.5447836]	[133]	[]	[]	[128048225]	[]
652_11030	chr8	144476830	144477230	+	1000	43.5	[6.5447836]	[125]	[]	[]	[144477002]	[]
652_11032	chr9	112489182	112489582	+	1000	43.5	[6.5447836]	[128]	[]	[]	[112489339]	[]
652_11033	chr9	120742925	120743325	+	1000	43.5	[6.5447836]	[147]	[]	[]	[120743155]	[]
652_11044	chr9	131075404	131075804	+	1000	43.5	[]	[]	[6.5447836]	[120]	[]	[131075592]
652_11051	chrX	13646016	13646416	+	975	43.5	[]	[]	[6.5447836]	[102]	[]	[13646216]
652_1106	chr9	123349819	123350219	+	1000	85.0	[6.5447836]	[79]	[]	[]	[123349997]	[]
652_11061	chr1	20434072	20434472	+	1000	43.0	[]	[]	[6.5447836]	[59]	[]	[20434229]
652_11066	chr1	35202083	35202483	+	1000	43.0	[6.5447836]	[54]	[]	[]	[35202234]	[]
652_11068	chr1	38522992	38523392	+	1000	43.0	[6.5447836]	[236]	[]	[]	[38523236]	[]
652_1107	chr9	128035136	128035536	+	1000	85.0	[]	[]	[9.98438]	[114]	[]	[128035349]
652_11072	chr1	40162016	40162416	+	1000	43.0	[]	[]	[6.5447836]	[125]	[]	[40162219]
652_11073	chr1	40665753	40666153	+	979	43.0	[]	[]	[6.5447836, 6.5447836]	[115, 139]	[]	[40665941, 40665965]
652_11077	chr1	51423339	51423739	+	1000	43.0	[13.202995]	[70]	[]	[]	[51423496]	[]
652_11078	chr1	51850522	51850922	+	1000	43.0	[13.202995]	[154]	[]	[]	[51850731]	[]
652_11081	chr1	70675830	70676230	+	1000	43.0	[8.236117]	[116]	[13.202995]	[145]	[70676021]	[70676050]
652_11087	chr1	109080658	109081058	+	1000	43.0	[11.127059, 6.6472974]	[139, 150]	[]	[]	[109080895, 109080906]	[]
652_11088	chr1	109667409	109667809	+	833	43.0	[8.236117]	[238]	[]	[]	[109667566]	[]
652_1109	chr9	131168704	131169104	+	1000	85.0	[6.5447836]	[231]	[]	[]	[131168952]	[]
652_11093	chr1	150561738	150562138	+	1000	43.0	[11.127059]	[197]	[]	[]	[150561948]	[]
652_11101	chr1	160343515	160343915	+	1000	43.0	[]	[]	[6.5447836]	[140]	[]	[160343695]
652_11103	chr1	167249062	167249462	+	1000	43.0	[]	[]	[13.202995]	[130]	[]	[167249277]
652_11105	chr1	179026720	179027120	+	1000	43.0	[6.6472974, 6.5447836]	[106, 114]	[]	[]	[179026887, 179026895]	[]
652_11106	chr1	181087307	181087707	+	1000	43.0	[]	[]	[7.1368794]	[89]	[]	[181087495]
652_11107	chr1	181090588	181090988	+	1000	43.0	[8.236117]	[66]	[]	[]	[181090739]	[]
652_11117	chr1	207317581	207317981	+	1000	43.0	[]	[]	[6.5447836, 6.5447836]	[134, 139]	[]	[207317794, 207317799]
652_1112	chr1	181084275	181084675	+	1000	84.5	[]	[]	[6.5447836]	[105]	[]	[181084473]
652_11123	chr1	227234911	227235311	+	1000	43.0	[]	[]	[6.5447836]	[95]	[]	[227235096]
652_11130	chr10	5479420	5479820	+	1000	43.0	[]	[]	[6.5447836]	[97]	[]	[5479587]
652_11137	chr10	68348400	68348800	+	1000	43.0	[6.9436774]	[66]	[]	[]	[68348561]	[]
652_11147	chr11	17383889	17384289	+	1000	43.0	[]	[]	[6.5447836]	[99]	[]	[17384080]
652_11149	chr11	62611877	62612277	+	947	43.0	[6.5447836]	[112]	[]	[]	[62612061]	[]
652_1115	chr10	69315974	69316374	+	1000	84.5	[13.202995]	[155]	[]	[]	[69316201]	[]
652_11151	chr11	63945788	63946188	+	1000	43.0	[]	[]	[6.5447836]	[116]	[]	[63945997]
652_11153	chr11	64342181	64342581	+	1000	43.0	[6.5447836]	[139]	[]	[]	[64342353]	[]
652_1117	chr12	122054318	122054718	+	1000	84.5	[6.5447836]	[177]	[]	[]	[122054564]	[]
652_11176	chr13	20943544	20943944	+	1000	43.0	[]	[]	[6.5447836]	[113]	[]	[20943754]
652_11179	chr13	107891796	107892196	+	1000	43.0	[6.5447836, 6.5447836]	[91, 96]	[]	[]	[107891954, 107891959]	[]
652_11188	chr16	229198	229598	+	1000	43.0	[]	[]	[6.5447836]	[136]	[]	[229376]
652_11191	chr16	2753828	2754228	+	1000	43.0	[6.5447836]	[176]	[]	[]	[2754008]	[]
652_11195	chr16	15988336	15988736	+	1000	43.0	[8.236117]	[112]	[]	[]	[15988540]	[]
652_11200	chr16	67278603	67279003	+	1000	43.0	[6.5447836]	[122]	[]	[]	[67278789]	[]
652_11202	chr16	72066681	72067081	+	1000	43.0	[]	[]	[9.98438]	[69]	[]	[72066849]
652_11203	chr16	74309783	74310183	+	1000	43.0	[]	[]	[6.5447836]	[125]	[]	[74310004]
652_11204	chr16	80466370	80466770	+	1000	43.0	[6.5447836]	[145]	[]	[]	[80466608]	[]
652_11206	chr16	85461781	85462181	+	1000	43.0	[]	[]	[13.202995]	[150]	[]	[85462012]
652_11209	chr17	35539257	35539657	+	1000	43.0	[]	[]	[6.5447836, 13.202995]	[149, 186]	[]	[35539462, 35539499]
652_11213	chr17	48478275	48478675	+	868	43.0	[13.202995]	[191]	[]	[]	[48478514]	[]
652_11214	chr17	48990878	48991278	+	888	43.0	[6.5447836]	[132]	[]	[]	[48991084]	[]
652_11221	chr17	75131314	75131714	+	1000	43.0	[6.5447836]	[68]	[]	[]	[75131466]	[]
652_11224	chr17	81295344	81295744	+	1000	43.0	[6.5447836]	[187]	[]	[]	[81295554]	[]
652_11225	chr18	3626425	3626825	+	1000	43.0	[6.5447836]	[130]	[]	[]	[3626615]	[]
652_11227	chr18	23498810	23499210	+	1000	43.0	[]	[]	[6.5447836, 6.5447836]	[194, 199]	[]	[23499049, 23499054]
652_11230	chr19	571179	571579	+	1000	43.0	[]	[]	[6.5447836]	[197]	[]	[571430]
652_11237	chr19	16197393	16197793	+	630	43.0	[]	[]	[8.236117]	[156]	[]	[16197557]
652_11241	chr19	40833333	40833733	+	1000	43.0	[]	[]	[6.5447836]	[209]	[]	[40833566]
652_11244	chr19	45873984	45874384	+	1000	43.0	[6.5447836]	[99]	[11.127059]	[145]	[45874155]	[45874201]
652_11245	chr19	45995361	45995761	+	1000	43.0	[]	[]	[6.5447836]	[115]	[]	[45995570]
652_11256	chr2	30090819	30091219	+	1000	43.0	[]	[]	[6.5447836, 13.202995]	[85, 90]	[]	[30090983, 30090988]
652_11258	chr2	37414437	37414837	+	1000	43.0	[]	[]	[11.127059]	[135]	[]	[37414661]
652_11261	chr2	64330848	64331248	+	1000	43.0	[]	[]	[8.236117, 6.5447836]	[71, 160]	[]	[64331006, 64331095]
652_11263	chr2	70107014	70107414	+	1000	43.0	[6.5447836, 6.5447836, 6.5447836]	[87, 100, 135]	[]	[]	[70107200, 70107213, 70107248]	[]
652_11265	chr2	97664241	97664641	+	1000	43.0	[6.5447836]	[219]	[]	[]	[97664471]	[]
652_11268	chr2	158034240	158034640	+	1000	43.0	[6.5447836]	[80]	[]	[]	[158034415]	[]
652_11269	chr2	169570812	169571212	+	1000	43.0	[]	[]	[6.5447836, 6.5447836]	[95, 110]	[]	[169570999, 169571014]
652_11272	chr2	177254409	177254809	+	1000	43.0	[6.5447836]	[90]	[]	[]	[177254597]	[]
652_11273	chr2	201125565	201125965	+	1000	43.0	[]	[]	[9.98438]	[166]	[]	[201125811]
652_11276	chr2	216777659	216778059	+	1000	43.0	[7.1368794]	[78]	[]	[]	[216777828]	[]
652_11279	chr20	32109386	32109786	+	1000	43.0	[6.5447836]	[149]	[]	[]	[32109604]	[]
652_11280	chr20	32902473	32902873	+	1000	43.0	[]	[]	[6.5447836]	[57]	[]	[32902630]
652_11282	chr20	44959630	44960030	+	1000	43.0	[6.5447836]	[181]	[]	[]	[44959871]	[]
652_11283	chr20	45592630	45593030	+	1000	43.0	[6.5447836]	[127]	[]	[]	[45592838]	[]
652_11284	chr20	45962905	45963305	+	1000	43.0	[]	[]	[6.5447836]	[133]	[]	[45963124]
652_11287	chr21	14581921	14582321	+	1000	43.0	[13.202995]	[82]	[6.5447836]	[137]	[14582099]	[14582154]
652_11299	chr22	19202508	19202908	+	1000	43.0	[]	[]	[6.5447836, 6.5447836]	[138, 146]	[]	[19202741, 19202749]
652_11300	chr22	19308007	19308407	+	1000	43.0	[]	[]	[6.5447836]	[186]	[]	[19308195]
652_11301	chr22	19401992	19402392	+	1000	43.0	[6.5447836]	[173]	[]	[]	[19402203]	[]
652_11309	chr22	21833730	21834130	+	1000	43.0	[]	[]	[6.5447836]	[174]	[]	[21833925]
652_11311	chr22	21934808	21935208	+	1000	43.0	[]	[]	[6.6472974]	[133]	[]	[21935005]
652_11312	chr22	21996125	21996525	+	971	43.0	[]	[]	[6.5447836]	[148]	[]	[21996296]
652_11316	chr22	22235608	22236008	+	1000	43.0	[8.236117]	[162]	[]	[]	[22235835]	[]
652_11318	chr22	22724601	22725001	+	1000	43.0	[6.5447836]	[145]	[]	[]	[22724765]	[]
652_11319	chr22	22924326	22924726	+	1000	43.0	[]	[]	[6.5447836, 6.5447836, 6.5447836]	[92, 112, 129]	[]	[22924509, 22924529, 22924546]
652_1132	chr1	24688530	24688930	+	1000	84.0	[]	[]	[6.5447836]	[86]	[]	[24688699]
652_11320	chr22	23009919	23010319	+	1000	43.0	[6.5447836]	[70]	[]	[]	[23010076]	[]
652_11321	chr22	23011791	23012191	+	925	43.0	[13.202995]	[194]	[]	[]	[23012018]	[]
652_11326	chr22	37316828	37317228	+	756	43.0	[6.6472974]	[120]	[]	[]	[37317048]	[]
652_1133	chr1	99808647	99809047	+	1000	84.0	[]	[]	[11.127059]	[160]	[]	[99808896]
652_11331	chr3	14398672	14399072	+	822	43.0	[6.5447836]	[134]	[9.98438]	[56]	[14398904]	[14398826]
652_11340	chr3	141331503	141331903	+	1000	43.0	[6.5447836]	[143]	[6.5447836]	[76]	[141331724]	[141331657]
652_11345	chr3	168157169	168157569	+	856	43.0	[]	[]	[6.5447836, 8.236117]	[208, 213]	[]	[168157408, 168157413]
652_11347	chr3	171646442	171646842	+	1000	43.0	[6.5447836]	[231]	[]	[]	[171646690]	[]
652_11348	chr3	171829871	171830271	+	1000	43.0	[6.9436774]	[65]	[]	[]	[171830025]	[]
652_1135	chr10	73529346	73529746	+	1000	84.0	[6.9436774]	[128]	[6.5447836]	[154]	[73529568]	[73529594]
652_11355	chr4	38529221	38529621	+	1000	43.0	[6.5447836]	[189]	[]	[]	[38529459]	[]
652_11356	chr4	73257068	73257468	+	1000	43.0	[6.5447836]	[73]	[]	[]	[73257221]	[]
652_11360	chr5	207168	207568	+	1000	43.0	[8.236117]	[174]	[11.127059]	[103]	[207397]	[207326]
652_11368	chr5	94737847	94738247	+	606	43.0	[]	[]	[6.5447836]	[107]	[]	[94738031]
652_11369	chr5	138544678	138545078	+	1000	43.0	[]	[]	[6.5447836]	[173]	[]	[138544892]
652_11374	chr5	181247228	181247628	+	1000	43.0	[6.5447836]	[92]	[]	[]	[181247385]	[]
652_11375	chr6	3442672	3443072	+	1000	43.0	[13.202995]	[187]	[6.5447836]	[114]	[3442915]	[3442842]
652_11378	chr6	15735728	15736128	+	1000	43.0	[13.202995]	[207]	[]	[]	[15735962]	[]
652_11381	chr6	20409715	20410115	+	844	43.0	[6.5447836]	[72]	[]	[]	[20409886]	[]
652_11384	chr6	26282511	26282911	+	1000	43.0	[]	[]	[6.5447836, 6.5447836]	[67, 116]	[]	[26282675, 26282724]
652_1139	chr15	84928185	84928585	+	1000	84.0	[]	[]	[6.5447836]	[63]	[]	[84928343]
652_11392	chr6	42017270	42017670	+	1000	43.0	[]	[]	[6.5447836]	[145]	[]	[42017486]
652_11393	chr6	43969411	43969811	+	860	43.0	[6.5447836]	[158]	[]	[]	[43969577]	[]
652_11397	chr6	105733543	105733943	+	1000	43.0	[]	[]	[6.5447836]	[111]	[]	[105733729]
652_114	chr1	46179533	46179933	+	1000	177.0	[6.5447836, 6.5447836]	[109, 135]	[]	[]	[46179735, 46179761]	[]
652_1140	chr17	42763420	42763820	+	1000	84.0	[]	[]	[6.5447836, 6.5447836]	[120, 125]	[]	[42763638, 42763643]
652_11401	chr6	135062906	135063306	+	1000	43.0	[]	[]	[11.127059, 6.5447836]	[98, 131]	[]	[135063072, 135063105]
652_11404	chr6	150271958	150272358	+	1000	43.0	[11.127059]	[167]	[]	[]	[150272135]	[]
652_11409	chr6	167767312	167767712	+	1000	43.0	[6.5447836]	[112]	[]	[]	[167767524]	[]
652_11412	chr7	4845877	4846277	+	1000	43.0	[]	[]	[6.5447836]	[121]	[]	[4846088]
652_11413	chr7	6435566	6435966	+	1000	43.0	[]	[]	[6.5447836]	[79]	[]	[6435717]
652_11415	chr7	12458523	12458923	+	1000	43.0	[6.5447836]	[136]	[6.6472974]	[81]	[12458756]	[12458701]
652_11418	chr7	39519884	39520284	+	1000	43.0	[6.5447836]	[70]	[]	[]	[39520046]	[]
652_11422	chr7	72915023	72915423	+	1000	43.0	[6.5447836]	[74]	[]	[]	[72915197]	[]
652_11425	chr7	100429356	100429756	+	1000	43.0	[6.5447836]	[88]	[]	[]	[100429544]	[]
652_1143	chr22	22860426	22860826	+	1000	84.0	[6.5447836]	[192]	[]	[]	[22860665]	[]
652_11431	chr7	103995241	103995641	+	1000	43.0	[6.5447836]	[97]	[]	[]	[103995395]	[]
652_1144	chr5	43073889	43074289	+	1000	84.0	[6.5447836]	[172]	[]	[]	[43074120]	[]
652_11442	chr7	150379683	150380083	+	1000	43.0	[6.6472974, 13.202995]	[105, 124]	[]	[]	[150379879, 150379898]	[]
652_11443	chr7	158740800	158741200	+	1000	43.0	[6.5447836]	[166]	[6.5447836]	[120]	[158741046]	[158741000]
652_11447	chr8	31252049	31252449	+	1000	43.0	[]	[]	[6.5447836]	[160]	[]	[31252296]
652_1145	chr5	43389639	43390039	+	1000	84.0	[6.5447836]	[100]	[]	[]	[43389836]	[]
652_11460	chr9	113309228	113309628	+	1000	43.0	[6.5447836]	[110]	[]	[]	[113309432]	[]
652_11461	chr9	114487563	114487963	+	1000	43.0	[]	[]	[6.6472974]	[98]	[]	[114487739]
652_11463	chr9	125131857	125132257	+	1000	43.0	[]	[]	[6.5447836]	[162]	[]	[125132104]
652_11470	chrUn_GL000224v1	48899	49299	+	1000	43.0	[9.98438]	[174]	[]	[]	[49118]	[]
652_11476	chr1	9719065	9719465	+	1000	42.5	[6.5447836]	[69]	[]	[]	[9719219]	[]
652_11481	chr1	25933112	25933512	+	1000	42.5	[]	[]	[6.5447836]	[133]	[]	[25933303]
652_11487	chr1	31930846	31931246	+	1000	42.5	[13.202995]	[101]	[]	[]	[31931027]	[]
652_11488	chr1	32127780	32128180	+	1000	42.5	[9.98438]	[137]	[9.98438]	[150]	[32127946]	[32127959]
652_11493	chr1	45843419	45843819	+	1000	42.5	[6.9436774]	[144]	[]	[]	[45843651]	[]
652_11499	chr1	75265689	75266089	+	1000	42.5	[6.5447836]	[142]	[]	[]	[75265930]	[]
652_115	chr17	26883838	26884238	+	1000	177.0	[6.5447836]	[115]	[]	[]	[26884053]	[]
652_11500	chr1	88683469	88683869	+	1000	42.5	[]	[]	[6.5447836]	[186]	[]	[88683685]
652_11502	chr1	100034399	100034799	+	1000	42.5	[]	[]	[6.5447836]	[124]	[]	[100034561]
652_11513	chr1	154312586	154312986	+	1000	42.5	[]	[]	[6.5447836, 6.5447836]	[92, 171]	[]	[154312751, 154312830]
652_11524	chr1	182315367	182315767	+	1000	42.5	[]	[]	[6.5447836]	[152]	[]	[182315541]
652_11526	chr1	200640902	200641302	+	1000	42.5	[]	[]	[6.5447836]	[68]	[]	[200641066]
652_11528	chr1	202958403	202958803	+	1000	42.5	[]	[]	[13.202995, 6.5447836]	[183, 188]	[]	[202958638, 202958643]
652_11532	chr1	208239137	208239537	+	1000	42.5	[]	[]	[6.5447836, 11.127059]	[128, 191]	[]	[208239322, 208239385]
652_11535	chr1	223847701	223848101	+	1000	42.5	[6.5447836]	[176]	[]	[]	[223847930]	[]
652_11536	chr1	233668905	233669305	+	1000	42.5	[]	[]	[6.9436774, 6.9436774]	[108, 205]	[]	[233669057, 233669154]
652_11539	chr1	244835910	244836310	+	1000	42.5	[]	[]	[6.5447836]	[126]	[]	[244836121]
652_11541	chr1	245986756	245987156	+	1000	42.5	[6.5447836]	[61]	[]	[]	[245986912]	[]
652_11542	chr1	246170573	246170973	+	1000	42.5	[]	[]	[8.236117]	[159]	[]	[246170797]
652_11544	chr1	246932280	246932680	+	1000	42.5	[]	[]	[6.5447836]	[144]	[]	[246932452]
652_11565	chr11	10809149	10809549	+	1000	42.5	[]	[]	[6.5447836, 6.5447836]	[157, 197]	[]	[10809348, 10809388]
652_11568	chr11	33829533	33829933	+	1000	42.5	[6.5447836]	[52]	[]	[]	[33829684]	[]
652_11574	chr11	73982429	73982829	+	1000	42.5	[6.5447836, 6.5447836]	[146, 171]	[]	[]	[73982613, 73982638]	[]
652_11577	chr11	86069608	86070008	+	1000	42.5	[]	[]	[11.127059]	[85]	[]	[86069778]
652_1158	chr10	5071736	5072136	+	1000	83.5	[]	[]	[6.5447836]	[131]	[]	[5071958]
652_11588	chr12	39440845	39441245	+	758	42.5	[]	[]	[6.5447836]	[76]	[]	[39441007]
652_11589	chr12	48105285	48105685	+	1000	42.5	[6.5447836]	[98]	[]	[]	[48105436]	[]
652_11591	chr12	56573350	56573750	+	1000	42.5	[6.5447836]	[82]	[]	[]	[56573511]	[]
652_11594	chr12	92404931	92405331	+	1000	42.5	[6.5447836]	[160]	[13.202995]	[79]	[92405179]	[92405098]
652_116	chr22	19629907	19630307	+	1000	177.0	[6.5447836]	[102]	[]	[]	[19630108]	[]
652_11603	chr13	91381408	91381808	+	1000	42.5	[6.5447836]	[125]	[]	[]	[91381624]	[]
652_11605	chr13	107887337	107887737	+	1000	42.5	[]	[]	[6.5447836]	[141]	[]	[107887566]
652_11610	chr14	34047179	34047579	+	1000	42.5	[]	[]	[13.202995]	[90]	[]	[34047367]
652_11623	chr16	3150522	3150922	+	1000	42.5	[6.6472974]	[91]	[]	[]	[3150690]	[]
652_11626	chr16	15682034	15682434	+	1000	42.5	[6.5447836]	[78]	[]	[]	[15682211]	[]
652_11629	chr16	31509157	31509557	+	1000	42.5	[]	[]	[13.202995]	[137]	[]	[31509376]
652_11639	chr17	27654695	27655095	+	1000	42.5	[]	[]	[6.5447836]	[163]	[]	[27654924]
652_11640	chr17	32142843	32143243	+	1000	42.5	[]	[]	[6.5447836]	[114]	[]	[32143040]
652_11647	chr17	46795622	46796022	+	1000	42.5	[9.98438]	[99]	[]	[]	[46795807]	[]
652_11648	chr17	46942511	46942911	+	1000	42.5	[]	[]	[6.5447836]	[115]	[]	[46942721]
652_1165	chr22	19827591	19827991	+	1000	83.5	[11.127059]	[132]	[]	[]	[19827821]	[]
652_11655	chr18	2569495	2569895	+	575	42.5	[]	[]	[6.5447836, 6.5447836]	[226, 231]	[]	[2569740, 2569745]
652_11657	chr18	5237691	5238091	+	1000	42.5	[]	[]	[6.5447836]	[164]	[]	[5237905]
652_11668	chr19	3047653	3048053	+	1000	42.5	[]	[]	[11.127059]	[115]	[]	[3047850]
652_11673	chr19	14776021	14776421	+	783	42.5	[6.5447836]	[101]	[]	[]	[14776219]	[]
652_11679	chr19	40888516	40888916	+	1000	42.5	[]	[]	[11.127059, 6.5447836]	[144, 175]	[]	[40888720, 40888751]
652_11680	chr19	42419992	42420392	+	1000	42.5	[]	[]	[6.5447836]	[216]	[]	[42420214]
652_11685	chr19	46784910	46785310	+	1000	42.5	[6.5447836]	[83]	[]	[]	[46785093]	[]
652_11687	chr19	48623661	48624061	+	1000	42.5	[]	[]	[6.5447836, 6.5447836]	[81, 134]	[]	[48623813, 48623866]
652_11688	chr19	48780847	48781247	+	1000	42.5	[]	[]	[8.236117]	[77]	[]	[48781012]
652_11692	chr19	55038382	55038782	+	1000	42.5	[6.5447836]	[131]	[]	[]	[55038557]	[]
