#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_1000	chr10	73246885	73247285	+	1000	67.5	[8.786449, 10.0477295, 8.836867]	[59, 63, 140]	[7.797938]	[76]	[73247042, 73247046, 73247123]	[73247059]
293_1695	chr1	58784404	58784804	+	1000	57.0	[7.9846697]	[154]	[7.0663056]	[176]	[58784632]	[58784654]
293_1701	chr1	247856930	247857330	+	1000	57.0	[7.846622]	[142]	[14.252311, 12.265705]	[102, 169]	[247857138]	[247857098, 247857165]
293_1702	chr10	73495351	73495751	+	1000	57.0	[8.786449, 7.5088573]	[124, 161]	[]	[]	[73495552, 73495589]	[]
293_1704	chr11	117143928	117144328	+	1000	57.0	[]	[]	[14.252311]	[189]	[]	[117144147]
293_1708	chr16	2968900	2969300	+	1000	57.0	[7.5940995]	[172]	[]	[]	[2969121]	[]
293_1711	chr17	59786766	59787166	+	1000	57.0	[14.252311]	[160]	[]	[]	[59786970]	[]
293_1712	chr19	1632976	1633376	+	1000	57.0	[7.591329, 10.823473]	[84, 166]	[]	[]	[1633134, 1633216]	[]
293_1715	chr21	34615091	34615491	+	1000	57.0	[10.534392]	[159]	[]	[]	[34615320]	[]
293_1718	chr22	21621794	21622194	+	1000	57.0	[10.68806]	[208]	[7.5940995]	[178]	[21622038]	[21622008]
293_1719	chr22	22604533	22604933	+	1000	57.0	[8.956747]	[72]	[]	[]	[22604703]	[]
293_172	chr7	104984039	104984439	+	1000	140.5	[6.766902]	[149]	[]	[]	[104984264]	[]
293_1725	chr4	128060895	128061295	+	1000	57.0	[7.5088573]	[94]	[10.534392]	[183]	[128061052]	[128061141]
293_1727	chr6	34247883	34248283	+	1000	57.0	[]	[]	[12.520998]	[148]	[]	[34248106]
293_173	chr9	37120259	37120659	+	1000	140.5	[]	[]	[10.534392]	[111]	[]	[37120460]
293_1730	chr9	37800495	37800895	+	1000	57.0	[7.5940995]	[117]	[]	[]	[37800691]	[]
293_1734	chr1	2684011	2684411	+	1000	56.5	[10.7842245]	[88]	[]	[]	[2684190]	[]
293_1735	chr1	11979921	11980321	+	1000	56.5	[12.265705, 7.5088573, 10.534392]	[100, 137, 152]	[]	[]	[11980082, 11980119, 11980134]	[]
293_1736	chr1	20507945	20508345	+	1000	56.5	[7.9705]	[80]	[]	[]	[20508108]	[]
293_1738	chr1	31815844	31816244	+	1000	56.5	[]	[]	[7.5088573]	[153]	[]	[31816061]
293_1739	chr1	202888620	202889020	+	1000	56.5	[]	[]	[7.0663056, 7.5088573, 10.534392]	[88, 129, 159]	[]	[202888773, 202888814, 202888844]
293_1742	chr10	6144671	6145071	+	1000	56.5	[8.956747, 6.7998433, 7.1055546]	[123, 129, 133]	[]	[]	[6144884, 6144890, 6144894]	[]
293_1744	chr11	34438496	34438896	+	1000	56.5	[10.534392]	[88]	[6.7998433]	[130]	[34438663]	[34438705]
293_1745	chr11	62542776	62543176	+	1000	56.5	[]	[]	[12.265705]	[98]	[]	[62542964]
293_1746	chr12	52874259	52874659	+	1000	56.5	[9.052912, 7.5940995, 8.061124]	[78, 85, 89]	[]	[]	[52874417, 52874424, 52874428]	[]
293_1748	chr16	14974841	14975241	+	1000	56.5	[7.5088573, 10.534392, 7.5088573]	[87, 107, 175]	[]	[]	[14974992, 14975012, 14975080]	[]
293_1750	chr17_GL000205v2_random	59979	60379	+	1000	56.5	[7.5940995, 7.801938]	[115, 122]	[]	[]	[60182, 60189]	[]
293_1752	chr2	44167983	44168383	+	1000	56.5	[9.788544]	[62]	[]	[]	[44168140]	[]
293_1753	chr2	61764277	61764677	+	1000	56.5	[8.786449]	[115]	[7.5088573]	[65]	[61764482]	[61764432]
293_1755	chr21	36319940	36320340	+	1000	56.5	[8.956747]	[168]	[9.052912, 8.956747]	[145, 149]	[36320161]	[36320138, 36320142]
293_176	chr11	268009	268409	+	1000	137.0	[7.022195]	[99]	[]	[]	[268205]	[]
293_1760	chr22	22817716	22818116	+	1000	56.5	[11.779043]	[97]	[]	[]	[22817901]	[]
293_1764	chr5	181223071	181223471	+	1000	56.5	[10.0477295, 7.9846697]	[99, 101]	[7.5940995]	[123]	[181223269, 181223271]	[181223293]
293_1765	chr6	138403998	138404398	+	1000	56.5	[]	[]	[6.0706253, 10.534392, 10.534392]	[92, 97, 165]	[]	[138404166, 138404171, 138404239]
293_1767	chr7	5822856	5823256	+	1000	56.5	[14.252311]	[113]	[7.5940995]	[159]	[5823032]	[5823078]
293_1770	chr7	92245619	92246019	+	1000	56.5	[8.786449]	[202]	[]	[]	[92245838]	[]
293_1771	chr7	100428616	100429016	+	1000	56.5	[]	[]	[9.577935, 10.68806, 9.577935]	[150, 195, 228]	[]	[100428786, 100428831, 100428864]
293_1780	chr1	43707145	43707545	+	1000	56.0	[]	[]	[6.0706253, 9.09216, 7.0663056]	[137, 142, 146]	[]	[43707377, 43707382, 43707386]
293_1781	chr1	108963033	108963433	+	1000	56.0	[10.534392]	[114]	[]	[]	[108963235]	[]
293_1782	chr1	156054535	156054935	+	1000	56.0	[]	[]	[10.534392]	[112]	[]	[156054730]
293_1783	chr10	11898413	11898813	+	1000	56.0	[9.495462]	[152]	[]	[]	[11898656]	[]
293_1789	chr16	19086475	19086875	+	1000	56.0	[7.591329]	[180]	[]	[]	[19086711]	[]
293_1792	chr17	81860646	81861046	+	1000	56.0	[]	[]	[7.5940995]	[152]	[]	[81860866]
293_1793	chr18	36129286	36129686	+	1000	56.0	[]	[]	[12.265705]	[95]	[]	[36129473]
293_1799	chr22	22633502	22633902	+	1000	56.0	[]	[]	[9.788544]	[145]	[]	[22633729]
293_1807	chr3	28348841	28349241	+	1000	56.0	[]	[]	[7.9846697]	[154]	[]	[28349091]
293_1809	chr3	196081970	196082370	+	1000	56.0	[10.534392]	[110]	[10.534392]	[192]	[196082130]	[196082212]
293_1811	chr4	122716778	122717178	+	1000	56.0	[14.252311, 7.591329]	[126, 158]	[]	[]	[122716986, 122717018]	[]
293_1813	chr5	62305836	62306236	+	1000	56.0	[9.09216]	[157]	[10.534392]	[177]	[62306051]	[62306071]
293_1818	chr6	49463102	49463502	+	1000	56.0	[]	[]	[9.2401705]	[91]	[]	[49463256]
293_1819	chr7	66844715	66845115	+	1000	56.0	[]	[]	[7.5940995, 12.265705]	[79, 160]	[]	[66844869, 66844950]
293_182	chr9	135951915	135952315	+	1000	136.0	[]	[]	[12.520998]	[137]	[]	[135952131]
293_1824	chr9	131010466	131010866	+	1000	56.0	[]	[]	[10.0477295]	[98]	[]	[131010626]
293_1826	chr9	133336114	133336514	+	1000	56.0	[7.5088573]	[130]	[10.534392]	[91]	[133336337]	[133336298]
293_1831	chr1	28505728	28506128	+	1000	55.5	[]	[]	[12.520998]	[143]	[]	[28505894]
293_1833	chr1	113072950	113073350	+	1000	55.5	[]	[]	[8.956747]	[181]	[]	[113073189]
293_1841	chr14	31420378	31420778	+	1000	55.5	[]	[]	[10.534392, 12.265705]	[153, 169]	[]	[31420588, 31420604]
293_1848	chr19	56314677	56315077	+	1000	55.5	[]	[]	[10.534392]	[118]	[]	[56314877]
293_1858	chr3	57555840	57556240	+	1000	55.5	[7.846622]	[93]	[]	[]	[57556031]	[]
293_1860	chr3	196568431	196568831	+	1000	55.5	[]	[]	[8.836867]	[122]	[]	[196568652]
293_1862	chr5	132963771	132964171	+	1000	55.5	[]	[]	[10.534392]	[169]	[]	[132963950]
293_1863	chr6	26103823	26104223	+	1000	55.5	[]	[]	[7.846622]	[87]	[]	[26103986]
293_1864	chr6	30571186	30571586	+	1000	55.5	[]	[]	[10.534392]	[188]	[]	[30571379]
293_1868	chr6	87589765	87590165	+	1000	55.5	[6.7998433, 8.057231]	[134, 139]	[]	[]	[87589999, 87590004]	[]
293_1869	chr7	30915110	30915510	+	1000	55.5	[7.5940995]	[71]	[7.1055546]	[150]	[30915277]	[30915356]
293_187	chr19	12793369	12793769	+	1000	135.0	[10.534392]	[132]	[]	[]	[12793585]	[]
293_1870	chr7	54759136	54759536	+	1000	55.5	[]	[]	[7.591329]	[132]	[]	[54759368]
293_1872	chr7	135510279	135510679	+	1000	55.5	[10.534392]	[115]	[6.7998433, 10.534392, 9.495462]	[67, 141, 146]	[135510492]	[135510444, 135510518, 135510523]
293_188	chr19	40464638	40465038	+	1000	135.0	[]	[]	[12.520998]	[137]	[]	[40464841]
293_1881	chr1	11273234	11273634	+	1000	55.0	[7.643828, 10.534392]	[91, 142]	[]	[]	[11273399, 11273450]	[]
293_1883	chr1	37595775	37596175	+	1000	55.0	[7.5088573]	[150]	[]	[]	[37596023]	[]
293_1886	chr1	184754572	184754972	+	1000	55.0	[]	[]	[7.0663056]	[135]	[]	[184754744]
293_1890	chr11	111878973	111879373	+	1000	55.0	[7.5088573]	[201]	[]	[]	[111879202]	[]
293_1894	chr16	31179942	31180342	+	1000	55.0	[]	[]	[6.0706253]	[120]	[]	[31180129]
293_1896	chr16	68079733	68080133	+	1000	55.0	[]	[]	[10.68806, 8.956747]	[221, 228]	[]	[68079974, 68079981]
293_1897	chr16	75110924	75111324	+	1000	55.0	[]	[]	[7.5088573, 12.265705]	[137, 153]	[]	[75111154, 75111170]
293_1898	chr17	50719313	50719713	+	1000	55.0	[10.534392, 7.5088573]	[117, 152]	[7.5088573, 9.792437]	[88, 166]	[50719497, 50719532]	[50719468, 50719546]
293_1904	chr19	51108214	51108614	+	1000	55.0	[10.68806]	[124]	[]	[]	[51108423]	[]
293_1920	chr22	38700877	38701277	+	1000	55.0	[]	[]	[9.792437]	[137]	[]	[38701105]
293_1922	chr3	14124632	14125032	+	1000	55.0	[8.061124, 8.956747]	[154, 160]	[]	[]	[14124788, 14124794]	[]
293_1923	chr3	33900687	33901087	+	1000	55.0	[6.766902]	[165]	[]	[]	[33900920]	[]
293_1930	chr5	138575713	138576113	+	1000	55.0	[10.823473]	[95]	[12.265705]	[106]	[138575896]	[138575907]
293_1934	chr6	42563815	42564215	+	1000	55.0	[]	[]	[6.1098485]	[81]	[]	[42563995]
293_1935	chr6	43427620	43428020	+	1000	55.0	[]	[]	[10.534392, 7.5940995]	[130, 135]	[]	[43427828, 43427833]
293_1936	chr7	87152387	87152787	+	1000	55.0	[7.5088573]	[181]	[]	[]	[87152600]	[]
293_1938	chr7	113118353	113118753	+	1000	55.0	[]	[]	[7.5088573]	[167]	[]	[113118563]
293_194	chr18	35497836	35498236	+	1000	134.0	[]	[]	[7.591329]	[177]	[]	[35498067]
293_1949	chr9	131092698	131093098	+	1000	55.0	[7.5940995]	[144]	[]	[]	[131092901]	[]
293_1953	chr9	136662730	136663130	+	1000	55.0	[6.7998433]	[117]	[]	[]	[136662904]	[]
293_1956	chrX	135051939	135052339	+	1000	55.0	[]	[]	[12.520998]	[158]	[]	[135052187]
293_1957	chr1	109283277	109283677	+	1000	54.5	[10.534392]	[100]	[]	[]	[109283444]	[]
293_1962	chr10	72625852	72626252	+	1000	54.5	[9.495462, 7.9846697, 7.5088573]	[235, 237, 244]	[]	[]	[72626093, 72626095, 72626102]	[]
293_1963	chr10	119431364	119431764	+	1000	54.5	[]	[]	[12.265705]	[150]	[]	[119431596]
293_1964	chr12	106955427	106955827	+	1000	54.5	[]	[]	[7.0663056]	[154]	[]	[106955649]
293_1967	chr15	74695893	74696293	+	1000	54.5	[]	[]	[12.265705]	[104]	[]	[74696092]
293_197	chr17	28865322	28865722	+	1000	133.5	[7.0663056]	[149]	[12.520998]	[83]	[28865558]	[28865492]
293_1973	chr17	43791664	43792064	+	1000	54.5	[]	[]	[7.591329]	[185]	[]	[43791861]
293_1985	chr22	22698345	22698745	+	1000	54.5	[8.786449]	[94]	[]	[]	[22698503]	[]
293_1991	chr3	4986766	4987166	+	1000	54.5	[6.0706253]	[173]	[8.797619]	[123]	[4986971]	[4986921]
293_1995	chr4	139453491	139453891	+	1000	54.5	[9.792437]	[190]	[]	[]	[139453700]	[]
293_1998	chr5	126776532	126776932	+	1000	54.5	[]	[]	[7.5940995]	[96]	[]	[126776724]
293_201	chr9	128558534	128558934	+	1000	132.0	[8.836867]	[155]	[12.520998, 7.5940995]	[109, 137]	[128558780]	[128558734, 128558762]
293_2014	chr1	6426258	6426658	+	1000	54.0	[]	[]	[14.252311]	[145]	[]	[6426466]
293_2015	chr1	61724951	61725351	+	1000	54.0	[7.5088573]	[124]	[6.7998433]	[157]	[61725159]	[61725192]
293_2020	chr1	212791624	212792024	+	1000	54.0	[]	[]	[10.534392]	[68]	[]	[212791780]
293_2021	chr10	16817265	16817665	+	1000	54.0	[9.792437, 12.265705]	[54, 106]	[]	[]	[16817416, 16817468]	[]
293_2024	chr10	119090934	119091334	+	1000	54.0	[]	[]	[14.252311]	[191]	[]	[119091139]
293_2025	chr11	64335045	64335445	+	1000	54.0	[]	[]	[10.7842245]	[179]	[]	[64335292]
293_2026	chr11	65498849	65499249	+	1000	54.0	[6.7998433]	[94]	[]	[]	[65499025]	[]
293_2030	chr12	120194557	120194957	+	1000	54.0	[]	[]	[6.7998433]	[132]	[]	[120194764]
293_2031	chr12	121794138	121794538	+	1000	54.0	[7.9705]	[90]	[]	[]	[121794297]	[]
293_2032	chr12	122752491	122752891	+	1000	54.0	[12.265705]	[135]	[]	[]	[122752708]	[]
293_2038	chr19	56121333	56121733	+	1000	54.0	[10.534392]	[102]	[]	[]	[56121523]	[]
293_204	chr19	12791274	12791674	+	1000	130.5	[]	[]	[7.5940995]	[147]	[]	[12791462]
293_2042	chr2	3558383	3558783	+	1000	54.0	[10.534392]	[181]	[]	[]	[3558613]	[]
293_2044	chr20	38961974	38962374	+	1000	54.0	[]	[]	[10.534392]	[146]	[]	[38962173]
293_2045	chr21	36430041	36430441	+	1000	54.0	[]	[]	[9.052912]	[161]	[]	[36430279]
293_2047	chr22	20132317	20132717	+	1000	54.0	[7.1055546, 7.5940995]	[106, 175]	[9.788544]	[141]	[20132478, 20132547]	[20132513]
293_2051	chr22	23107869	23108269	+	1000	54.0	[10.534392]	[114]	[7.5940995, 10.7842245, 12.520998]	[90, 96, 168]	[23108058]	[23108034, 23108040, 23108112]
293_2056	chr3	139329194	139329594	+	1000	54.0	[]	[]	[12.265705]	[133]	[]	[139329423]
293_2057	chr3	149086487	149086887	+	1000	54.0	[10.534392]	[151]	[]	[]	[149086699]	[]
293_2058	chr5	6632856	6633256	+	1000	54.0	[6.763009]	[109]	[]	[]	[6633041]	[]
293_206	chr19	12873316	12873716	+	1000	130.0	[7.801938]	[101]	[]	[]	[12873488]	[]
293_2065	chr7	100081603	100082003	+	1000	54.0	[6.313181, 7.591329]	[126, 141]	[]	[]	[100081774, 100081789]	[]
293_2069	chr7	140062755	140063155	+	1000	54.0	[12.265705]	[172]	[9.495462]	[98]	[140063003]	[140062929]
293_2073	chr9	121074679	121075079	+	1000	54.0	[]	[]	[12.265705]	[180]	[]	[121074908]
293_2084	chr9	131275183	131275583	+	1000	54.0	[7.2592225]	[96]	[]	[]	[131275338]	[]
293_2088	chr1	26787902	26788302	+	1000	53.5	[10.534392]	[152]	[]	[]	[26788130]	[]
293_209	chr7	876293	876693	+	1000	128.5	[8.061124, 8.061124, 7.1055546]	[60, 90, 123]	[]	[]	[876451, 876481, 876514]	[]
293_2091	chr1	93345644	93346044	+	1000	53.5	[14.252311]	[166]	[12.520998, 8.956747]	[146, 190]	[93345845]	[93345825, 93345869]
293_2096	chr1	226637617	226638017	+	1000	53.5	[6.149097]	[113]	[]	[]	[226637807]	[]
293_2098	chr1	244970823	244971223	+	1000	53.5	[]	[]	[8.786449]	[98]	[]	[244970978]
293_2106	chr16	67226779	67227179	+	1000	53.5	[7.5088573]	[184]	[]	[]	[67227013]	[]
293_211	chrUn_KI270744v1	108081	108481	+	1000	128.0	[]	[]	[7.5940995]	[105]	[]	[108283]
293_2111	chr18	812652	813052	+	1000	53.5	[7.9705, 10.7842245]	[180, 241]	[]	[]	[812841, 812902]	[]
293_2114	chr19	13151866	13152266	+	1000	53.5	[]	[]	[7.5088573]	[142]	[]	[13152108]
293_2118	chr19	58278471	58278871	+	1000	53.5	[12.520998, 7.9846697]	[116, 118]	[]	[]	[58278686, 58278688]	[]
293_2119	chr2	27356613	27357013	+	1000	53.5	[12.520998]	[143]	[]	[]	[27356838]	[]
293_2121	chr2	130727545	130727945	+	1000	53.5	[]	[]	[12.265705, 12.265705, 7.5940995, 12.265705]	[92, 114, 150, 159]	[]	[130727708, 130727730, 130727766, 130727775]
293_2124	chr22	19576881	19577281	+	1000	53.5	[]	[]	[7.801938, 7.2199736, 8.956747]	[101, 107, 166]	[]	[19577036, 19577042, 19577101]
293_2125	chr22	19970707	19971107	+	1000	53.5	[]	[]	[7.846622, 7.643828, 7.591329, 7.5940995]	[78, 81, 143, 153]	[]	[19970871, 19970874, 19970936, 19970946]
293_213	chr17	64506248	64506648	+	1000	127.5	[7.591329, 8.956747, 9.09216]	[77, 114, 144]	[]	[]	[64506400, 64506437, 64506467]	[]
293_2148	chr8	95024762	95025162	+	1000	53.5	[]	[]	[12.265705, 9.2401705]	[123, 134]	[]	[95024944, 95024955]
293_2149	chr8	143635758	143636158	+	1000	53.5	[]	[]	[6.0706253]	[158]	[]	[143636003]
293_2151	chr9	128276154	128276554	+	1000	53.5	[]	[]	[6.7998433]	[231]	[]	[128276405]
293_2165	chr10	43574389	43574789	+	1000	53.0	[7.801938]	[117]	[]	[]	[43574555]	[]
293_2167	chr10	84139470	84139870	+	1000	53.0	[]	[]	[7.9705]	[116]	[]	[84139665]
293_2170	chr11	59810687	59811087	+	1000	53.0	[12.265705]	[191]	[]	[]	[59810902]	[]
293_2171	chr12	54432350	54432750	+	1000	53.0	[11.779043, 7.5940995, 14.252311]	[150, 156, 162]	[]	[]	[54432575, 54432581, 54432587]	[]
293_2174	chr16	1971744	1972144	+	1000	53.0	[7.5088573]	[126]	[]	[]	[1971943]	[]
293_2176	chr16	30922930	30923330	+	1000	53.0	[7.5940995]	[191]	[7.5940995]	[205]	[30923156]	[30923170]
293_2178	chr16	88992353	88992753	+	1000	53.0	[7.5940995]	[68]	[]	[]	[88992514]	[]
293_2179	chr17	2393329	2393729	+	1000	53.0	[10.534392, 7.5940995]	[115, 134]	[]	[]	[2393485, 2393504]	[]
293_218	chr1	26378326	26378726	+	1000	126.5	[]	[]	[10.823473, 12.520998]	[93, 119]	[]	[26378513, 26378539]
293_2180	chr17	63773575	63773975	+	1000	53.0	[10.534392]	[84]	[]	[]	[63773729]	[]
293_2189	chr20	44966209	44966609	+	1000	53.0	[8.797619, 7.5088573]	[176, 207]	[]	[]	[44966401, 44966432]	[]
293_2190	chr20	45791672	45792072	+	1000	53.0	[]	[]	[6.7998433]	[171]	[]	[45791856]
293_220	chr22	21657346	21657746	+	1000	126.5	[10.534392]	[171]	[10.534392]	[202]	[21657553]	[21657584]
293_2200	chr22	22759052	22759452	+	1000	53.0	[8.786449]	[154]	[]	[]	[22759293]	[]
293_2204	chr22	23184737	23185137	+	1000	53.0	[]	[]	[7.9846697, 10.0477295, 12.520998]	[82, 84, 88]	[]	[23184917, 23184919, 23184923]
293_221	chr9	136728050	136728450	+	1000	126.5	[10.534392]	[97]	[]	[]	[136728246]	[]
293_2221	chr9	15422438	15422838	+	1000	53.0	[12.520998]	[88]	[]	[]	[15422616]	[]
293_2222	chr9	124940897	124941297	+	1000	53.0	[]	[]	[8.956747]	[161]	[]	[124941123]
293_2236	chr1	43172028	43172428	+	1000	52.5	[7.662525]	[127]	[]	[]	[43172223]	[]
293_2237	chr1	112390872	112391272	+	1000	52.5	[14.252311]	[109]	[]	[]	[112391037]	[]
293_2239	chr1	151165863	151166263	+	1000	52.5	[]	[]	[6.224293]	[181]	[]	[151166099]
293_2240	chr1	166876239	166876639	+	1000	52.5	[7.0663056]	[173]	[]	[]	[166876439]	[]
293_2245	chr11	65134373	65134773	+	1000	52.5	[7.9846697]	[104]	[]	[]	[65134525]	[]
293_2251	chr16	2752041	2752441	+	1000	52.5	[12.265705]	[179]	[]	[]	[2752271]	[]
293_2252	chr16	28824117	28824517	+	1000	52.5	[]	[]	[8.057231]	[178]	[]	[28824356]
293_2253	chr16	29805450	29805850	+	1000	52.5	[10.534392]	[91]	[]	[]	[29805620]	[]
293_2257	chr18	5237618	5238018	+	1000	52.5	[]	[]	[7.2199736]	[116]	[]	[5237822]
293_2260	chr19	2051149	2051549	+	1000	52.5	[7.5088573, 8.786449]	[125, 135]	[7.5088573]	[157]	[2051310, 2051320]	[2051342]
293_2263	chr19	57240348	57240748	+	1000	52.5	[]	[]	[7.0663056]	[145]	[]	[57240587]
293_2265	chr2	42968151	42968551	+	1000	52.5	[7.0663056]	[69]	[]	[]	[42968306]	[]
293_2267	chr20	50165931	50166331	+	1000	52.5	[]	[]	[10.534392]	[109]	[]	[50166119]
293_2268	chr21	28992686	28993086	+	1000	52.5	[10.0477295]	[173]	[]	[]	[28992929]	[]
293_2277	chr3	47513438	47513838	+	1000	52.5	[11.779043]	[148]	[]	[]	[47513664]	[]
293_2278	chr6	24774916	24775316	+	1000	52.5	[9.495462]	[168]	[]	[]	[24775104]	[]
293_2280	chr6	41072305	41072705	+	1000	52.5	[10.534392, 7.5940995]	[163, 214]	[]	[]	[41072480, 41072531]	[]
293_2283	chr6	159789429	159789829	+	1000	52.5	[7.846622, 12.520998]	[131, 136]	[]	[]	[159789611, 159789616]	[]
293_2286	chr7	100874559	100874959	+	1000	52.5	[12.265705]	[118]	[]	[]	[100874772]	[]
293_2288	chr8	41797470	41797870	+	1000	52.5	[]	[]	[7.1055546, 7.5088573]	[139, 143]	[]	[41797708, 41797712]
293_229	chr11	65497265	65497665	+	1000	124.5	[10.534392]	[97]	[10.534392]	[138]	[65497451]	[65497492]
293_2301	chr1	1059464	1059864	+	1000	52.0	[]	[]	[12.265705, 12.265705, 12.265705, 6.7998433, 7.5088573]	[83, 96, 108, 121, 135]	[]	[1059630, 1059643, 1059655, 1059668, 1059682]
293_2302	chr1	3899662	3900062	+	1000	52.0	[]	[]	[14.252311, 7.9846697, 10.0477295]	[110, 137, 139]	[]	[3899857, 3899884, 3899886]
293_2307	chr1	228173896	228174296	+	1000	52.0	[]	[]	[7.643828, 7.5940995, 12.265705, 12.265705]	[111, 117, 123, 139]	[]	[228174105, 228174111, 228174117, 228174133]
293_231	chr2	157261326	157261726	+	1000	124.0	[]	[]	[7.315276]	[147]	[]	[157261556]
293_2312	chr15	34209891	34210291	+	1000	52.0	[7.5088573, 7.5088573]	[182, 198]	[]	[]	[34210119, 34210135]	[]
293_2314	chr15	63048259	63048659	+	1000	52.0	[]	[]	[10.534392]	[182]	[]	[63048465]
293_2318	chr18	12948287	12948687	+	1000	52.0	[7.0663056]	[129]	[7.0663056]	[182]	[12948466]	[12948519]
293_232	chr6	73389083	73389483	+	1000	124.0	[10.534392, 10.7842245]	[134, 173]	[]	[]	[73389282, 73389321]	[]
293_2328	chr22	20606074	20606474	+	1000	52.0	[9.788544]	[148]	[7.315276]	[172]	[20606262]	[20606286]
293_2331	chr22	22653994	22654394	+	1000	52.0	[]	[]	[7.5940995, 10.68806]	[90, 152]	[]	[22654181, 22654243]
293_2341	chr5	68434120	68434520	+	1000	52.0	[]	[]	[10.534392]	[89]	[]	[68434304]
293_2343	chr6	41920983	41921383	+	1000	52.0	[7.801938, 7.0663056]	[119, 192]	[9.792437]	[140]	[41921160, 41921233]	[41921181]
293_2344	chr6	108294819	108295219	+	1000	52.0	[]	[]	[9.495462]	[117]	[]	[108294978]
293_2345	chr7	44490535	44490935	+	1000	52.0	[7.5940995]	[179]	[]	[]	[44490760]	[]
293_2346	chr7	47979406	47979806	+	1000	52.0	[10.534392]	[108]	[]	[]	[47979585]	[]
293_2365	chr1	25549483	25549883	+	1000	51.5	[]	[]	[7.5940995]	[146]	[]	[25549729]
293_2366	chr1	32222146	32222546	+	1000	51.5	[]	[]	[7.5088573]	[152]	[]	[32222358]
293_237	chr1	208184265	208184665	+	1000	122.5	[10.7842245]	[166]	[14.252311]	[136]	[208184503]	[208184473]
293_2370	chr1	150561972	150562372	+	1000	51.5	[]	[]	[8.956747, 12.520998, 9.495462]	[132, 137, 142]	[]	[150562134, 150562139, 150562144]
293_2377	chr11	32583600	32584000	+	1000	51.5	[10.534392]	[108]	[]	[]	[32583758]	[]
293_2378	chr11	61792465	61792865	+	1000	51.5	[]	[]	[11.226776]	[170]	[]	[61792692]
293_238	chr11	46700529	46700929	+	1000	122.5	[10.534392]	[96]	[]	[]	[46700711]	[]
293_2380	chr11	108222817	108223217	+	1000	51.5	[]	[]	[7.662525]	[174]	[]	[108223061]
293_2381	chr12	46383785	46384185	+	1000	51.5	[8.836867]	[108]	[]	[]	[46383966]	[]
293_2385	chr15	31215424	31215824	+	1000	51.5	[]	[]	[10.534392, 12.520998, 12.265705]	[104, 157, 177]	[]	[31215601, 31215654, 31215674]
293_2387	chr15	51004085	51004485	+	1000	51.5	[6.7998433]	[104]	[]	[]	[51004282]	[]
293_2388	chr15	52019708	52020108	+	1000	51.5	[9.052912]	[128]	[]	[]	[52019903]	[]
293_2389	chr16	3400979	3401379	+	1000	51.5	[10.534392]	[195]	[]	[]	[3401205]	[]
293_2392	chr16	81007135	81007535	+	1000	51.5	[]	[]	[14.252311, 7.9846697]	[172, 209]	[]	[81007316, 81007353]
293_2394	chr17	39723507	39723907	+	1000	51.5	[]	[]	[9.09216, 14.252311, 8.956747]	[71, 109, 131]	[]	[39723678, 39723716, 39723738]
293_2398	chr18	3602782	3603182	+	1000	51.5	[]	[]	[6.763009]	[161]	[]	[3603023]
293_240	chr1	225999358	225999758	+	1000	121.5	[]	[]	[6.7998433, 10.534392]	[87, 116]	[]	[225999536, 225999565]
293_2401	chr19	39506942	39507342	+	1000	51.5	[]	[]	[7.5940995]	[165]	[]	[39507160]
293_2403	chr19	50511039	50511439	+	1000	51.5	[]	[]	[7.1055546]	[118]	[]	[50511195]
293_2404	chr2	9423250	9423650	+	1000	51.5	[7.662525]	[155]	[7.2592225]	[124]	[9423452]	[9423421]
293_2409	chr2	127700546	127700946	+	1000	51.5	[]	[]	[12.265705]	[122]	[]	[127700751]
293_241	chr12	49296483	49296883	+	1000	121.5	[9.495462, 9.052912]	[67, 95]	[]	[]	[49296646, 49296674]	[]
293_2410	chr2	203238999	203239399	+	1000	51.5	[]	[]	[7.1055546]	[207]	[]	[203239228]
293_2417	chr22	22651420	22651820	+	1000	51.5	[]	[]	[7.643828]	[143]	[]	[22651571]
293_2422	chr3	44761511	44761911	+	1000	51.5	[12.265705]	[151]	[]	[]	[44761685]	[]
293_2424	chr5	6712773	6713173	+	1000	51.5	[10.534392]	[132]	[]	[]	[6712964]	[]
293_2427	chr5	95962136	95962536	+	1000	51.5	[]	[]	[7.5940995]	[137]	[]	[95962361]
293_2428	chr5	139637579	139637979	+	1000	51.5	[]	[]	[7.5940995]	[127]	[]	[139637783]
293_2430	chr5	141618910	141619310	+	1000	51.5	[7.0663056]	[132]	[7.5088573]	[194]	[141619076]	[141619138]
293_2432	chr6	28923744	28924144	+	1000	51.5	[12.520998]	[222]	[]	[]	[28923989]	[]
293_2435	chr6	108074464	108074864	+	1000	51.5	[11.779043, 7.5088573]	[130, 158]	[]	[]	[108074662, 108074690]	[]
293_2440	chr7	149460563	149460963	+	1000	51.5	[9.792437, 9.052912]	[90, 146]	[]	[]	[149460728, 149460784]	[]
293_2442	chr8	144755472	144755872	+	1000	51.5	[]	[]	[8.956747]	[123]	[]	[144755691]
