#PeakID(python scan_motif.py ./ENCODE_processed_files/NFATC3_idr.fa NFATC3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
28_10593	chr6	47495909	47496309	+	1000	37.0	[7.408826, 7.408826, 7.408826]	[118, 161, 166]	[]	[]	[47496063, 47496106, 47496111]	[]
28_10596	chr6	108560256	108560656	+	1000	37.0	[7.408826]	[161]	[]	[]	[108560438]	[]
28_10597	chr6	108562707	108563107	+	1000	37.0	[7.408826]	[115]	[]	[]	[108562866]	[]
28_10599	chr6	125986017	125986417	+	1000	37.0	[]	[]	[7.408826, 7.0441737, 10.276439]	[63, 142, 155]	[]	[125986171, 125986250, 125986263]
28_10601	chr6	134980806	134981206	+	1000	37.0	[]	[]	[10.276439]	[151]	[]	[134981046]
28_10604	chr6	143842607	143843007	+	1000	37.0	[]	[]	[10.276439]	[164]	[]	[143842850]
28_10605	chr6	144087789	144088189	+	985	37.0	[]	[]	[7.408826]	[209]	[]	[144088034]
28_10606	chr6	146878693	146879093	+	1000	37.0	[7.0441737]	[239]	[]	[]	[146878934]	[]
28_1061	chr17	23016156	23016556	+	1000	71.0	[]	[]	[10.276439, 7.657809]	[97, 114]	[]	[23016352, 23016369]
28_10614	chr7	13991484	13991884	+	1000	37.0	[]	[]	[7.408826]	[116]	[]	[13991698]
28_10616	chr7	24794075	24794475	+	1000	37.0	[7.408826]	[152]	[]	[]	[24794277]	[]
28_10617	chr7	25565827	25566227	+	1000	37.0	[7.408826]	[203]	[]	[]	[25566074]	[]
28_10619	chr7	26417814	26418214	+	1000	37.0	[7.408826]	[75]	[7.408826]	[133]	[26417968]	[26418026]
28_10622	chr7	65722428	65722828	+	716	37.0	[7.408826, 7.408826]	[87, 114]	[]	[]	[65722587, 65722614]	[]
28_10623	chr7	73005673	73006073	+	1000	37.0	[]	[]	[9.601446, 9.601446]	[113, 200]	[]	[73005828, 73005915]
28_10627	chr7	99127965	99128365	+	1000	37.0	[]	[]	[7.657809]	[145]	[]	[99128124]
28_10628	chr7	101143481	101143881	+	1000	37.0	[]	[]	[7.408826]	[68]	[]	[101143640]
28_10629	chr7	105232906	105233306	+	1000	37.0	[]	[]	[7.408826, 7.408826]	[80, 89]	[]	[105233077, 105233086]
28_1063	chr18	12491832	12492232	+	1000	71.0	[]	[]	[10.276439]	[95]	[]	[12492014]
28_10632	chr7	111459748	111460148	+	1000	37.0	[]	[]	[10.276439]	[141]	[]	[111459939]
28_10633	chr7	121002891	121003291	+	1000	37.0	[10.276439]	[222]	[]	[]	[121003139]	[]
28_10634	chr7	121032685	121033085	+	1000	37.0	[]	[]	[7.408826]	[142]	[]	[121032893]
28_10636	chr7	123797816	123798216	+	1000	37.0	[7.408826, 7.408826]	[105, 147]	[7.408826]	[175]	[123797995, 123798037]	[123798065]
28_10637	chr7	129559668	129560068	+	1000	37.0	[10.276439]	[196]	[]	[]	[129559879]	[]
28_10640	chr7	139984633	139985033	+	1000	37.0	[]	[]	[7.408826]	[137]	[]	[139984846]
28_10643	chr7	143256842	143257242	+	1000	37.0	[]	[]	[10.276439]	[84]	[]	[143257011]
28_10649	chr8	85843365	85843765	+	1000	37.0	[]	[]	[7.657809]	[77]	[]	[85843536]
28_10651	chr8	101207316	101207716	+	1000	37.0	[]	[]	[10.276439]	[166]	[]	[101207566]
28_10653	chr8	108248866	108249266	+	1000	37.0	[10.276439]	[158]	[]	[]	[108249076]	[]
28_10655	chr8	128556491	128556891	+	1000	37.0	[]	[]	[7.408826, 10.276439]	[104, 140]	[]	[128556678, 128556714]
28_10656	chr8	129575695	129576095	+	1000	37.0	[]	[]	[10.276439]	[130]	[]	[129575901]
28_10657	chr8	129687251	129687651	+	1000	37.0	[7.408826]	[143]	[]	[]	[129687465]	[]
28_10658	chr8	143294007	143294407	+	1000	37.0	[]	[]	[7.0441737]	[191]	[]	[143294234]
28_1066	chr22	20118327	20118727	+	1000	71.0	[7.408826]	[132]	[]	[]	[20118533]	[]
28_10660	chr8	144078342	144078742	+	1000	37.0	[]	[]	[9.601446]	[120]	[]	[144078555]
28_10666	chr9	105647534	105647934	+	1000	37.0	[]	[]	[7.408826]	[194]	[]	[105647781]
28_10671	chr9	129110872	129111272	+	1000	37.0	[10.276439]	[106]	[7.408826]	[151]	[129111048]	[129111093]
28_10684	chr1	10055656	10056056	+	1000	36.5	[7.657809]	[153]	[]	[]	[10055884]	[]
28_10686	chr1	12617775	12618175	+	1000	36.5	[]	[]	[7.408826]	[79]	[]	[12617954]
28_10687	chr1	15674762	15675162	+	1000	36.5	[]	[]	[7.0441737]	[117]	[]	[15674951]
28_10689	chr1	16890721	16891121	+	783	36.5	[]	[]	[7.408826]	[138]	[]	[16890944]
28_1069	chr6	27753184	27753584	+	1000	71.0	[9.601446]	[212]	[]	[]	[27753402]	[]
28_10691	chr1	21916780	21917180	+	1000	36.5	[]	[]	[10.276439, 9.601446]	[144, 157]	[]	[21916967, 21916980]
28_10694	chr1	26376739	26377139	+	1000	36.5	[]	[]	[7.408826]	[223]	[]	[26376982]
28_10697	chr1	27021661	27022061	+	1000	36.5	[7.657809]	[193]	[]	[]	[27021859]	[]
28_10700	chr1	28507052	28507452	+	1000	36.5	[]	[]	[10.276439]	[182]	[]	[28507267]
28_10705	chr1	43707985	43708385	+	1000	36.5	[7.408826]	[129]	[]	[]	[43708170]	[]
28_10707	chr1	50978534	50978934	+	1000	36.5	[7.0441737]	[124]	[]	[]	[50978748]	[]
28_10708	chr1	51648096	51648496	+	1000	36.5	[7.408826]	[172]	[]	[]	[51648321]	[]
28_10711	chr1	53011138	53011538	+	1000	36.5	[10.276439]	[106]	[7.408826]	[60]	[53011343]	[53011297]
28_10714	chr1	109889017	109889417	+	956	36.5	[]	[]	[7.408826]	[165]	[]	[109889265]
28_10715	chr1	110412503	110412903	+	1000	36.5	[]	[]	[7.657809]	[105]	[]	[110412671]
28_10719	chr1	145892035	145892435	+	1000	36.5	[7.408826, 7.408826]	[124, 142]	[7.657809]	[95]	[145892241, 145892259]	[145892212]
28_10722	chr1	151051177	151051577	+	1000	36.5	[]	[]	[10.276439]	[202]	[]	[151051384]
28_10724	chr1	155692123	155692523	+	1000	36.5	[7.408826, 10.276439]	[93, 119]	[]	[]	[155692277, 155692303]	[]
28_10725	chr1	161165675	161166075	+	1000	36.5	[]	[]	[7.408826, 7.408826]	[161, 169]	[]	[161165905, 161165913]
28_10727	chr1	165928192	165928592	+	1000	36.5	[10.276439]	[131]	[]	[]	[165928423]	[]
28_10729	chr1	169326893	169327293	+	1000	36.5	[7.408826, 10.276439]	[144, 162]	[10.276439]	[133]	[169327088, 169327106]	[169327077]
28_1073	chr7	104983602	104984002	+	1000	71.0	[]	[]	[9.601446]	[217]	[]	[104983820]
28_10732	chr1	181151425	181151825	+	1000	36.5	[7.408826]	[147]	[]	[]	[181151637]	[]
28_10734	chr1	182930146	182930546	+	1000	36.5	[7.408826]	[111]	[]	[]	[182930332]	[]
28_1074	chrX	154799056	154799456	+	1000	71.0	[]	[]	[9.601446]	[118]	[]	[154799272]
28_10744	chr1	227134921	227135321	+	1000	36.5	[]	[]	[10.276439]	[175]	[]	[227135151]
28_10747	chr1	234495714	234496114	+	1000	36.5	[7.408826, 7.408826, 7.408826, 7.408826, 7.408826, 7.408826]	[64, 69, 74, 84, 89, 148]	[]	[]	[234495869, 234495874, 234495879, 234495889, 234495894, 234495953]	[]
28_10751	chr1	247470799	247471199	+	951	36.5	[]	[]	[7.408826]	[78]	[]	[247470962]
28_10752	chr10	3890672	3891072	+	1000	36.5	[7.657809]	[233]	[]	[]	[3890908]	[]
28_10755	chr10	14889435	14889835	+	1000	36.5	[10.276439]	[120]	[]	[]	[14889623]	[]
28_10756	chr10	22315659	22316059	+	709	36.5	[7.657809]	[77]	[]	[]	[22315816]	[]
28_10758	chr10	32948413	32948813	+	1000	36.5	[7.0441737]	[197]	[]	[]	[32948652]	[]
28_10759	chr10	49311772	49312172	+	1000	36.5	[]	[]	[10.276439]	[102]	[]	[49311968]
28_10760	chr10	60140893	60141293	+	1000	36.5	[]	[]	[7.408826]	[218]	[]	[60141123]
28_10763	chr10	75048843	75049243	+	1000	36.5	[]	[]	[10.276439]	[138]	[]	[75049051]
28_10768	chr11	10808635	10809035	+	1000	36.5	[]	[]	[9.601446]	[61]	[]	[10808790]
28_10773	chr11	66289318	66289718	+	1000	36.5	[7.0441737, 7.408826]	[95, 149]	[]	[]	[66289502, 66289556]	[]
28_10778	chr11	75022886	75023286	+	1000	36.5	[]	[]	[7.657809]	[166]	[]	[75023116]
28_10782	chr11	124171325	124171725	+	1000	36.5	[]	[]	[10.276439, 7.408826]	[177, 192]	[]	[124171535, 124171550]
28_10783	chr12	6970645	6971045	+	982	36.5	[7.408826]	[154]	[7.408826]	[186]	[6970820]	[6970852]
28_10786	chr12	48118858	48119258	+	1000	36.5	[]	[]	[7.657809, 7.408826]	[105, 137]	[]	[48119010, 48119042]
28_10787	chr12	48681934	48682334	+	937	36.5	[]	[]	[7.408826]	[144]	[]	[48682164]
28_10788	chr12	48815142	48815542	+	748	36.5	[]	[]	[9.601446]	[148]	[]	[48815385]
28_10789	chr12	53380766	53381166	+	1000	36.5	[]	[]	[7.657809]	[189]	[]	[53380999]
28_1079	chr11	126352878	126353278	+	1000	70.5	[]	[]	[7.408826, 10.276439, 7.408826, 7.408826, 10.276439]	[116, 124, 159, 200, 208]	[]	[126353033, 126353041, 126353076, 126353117, 126353125]
28_10790	chr12	53727737	53728137	+	1000	36.5	[7.657809]	[211]	[]	[]	[53727981]	[]
28_10791	chr12	54191505	54191905	+	1000	36.5	[7.408826]	[100]	[]	[]	[54191698]	[]
28_10792	chr12	55744121	55744521	+	1000	36.5	[10.276439]	[124]	[9.601446]	[167]	[55744308]	[55744351]
28_10793	chr12	56449390	56449790	+	1000	36.5	[7.657809]	[169]	[]	[]	[56449641]	[]
28_10794	chr12	56565612	56566012	+	1000	36.5	[]	[]	[7.0441737]	[202]	[]	[56565842]
28_10796	chr12	76158661	76159061	+	1000	36.5	[7.0441737]	[187]	[]	[]	[76158871]	[]
28_10797	chr12	92078138	92078538	+	1000	36.5	[]	[]	[10.276439]	[146]	[]	[92078291]
28_10799	chr12	110578252	110578652	+	1000	36.5	[9.601446]	[170]	[]	[]	[110578478]	[]
28_1080	chr15	40593760	40594160	+	1000	70.5	[7.408826]	[158]	[]	[]	[40593921]	[]
28_10800	chr12	111841489	111841889	+	1000	36.5	[]	[]	[7.408826, 7.408826]	[145, 154]	[]	[111841722, 111841731]
28_10802	chr12	118330335	118330735	+	1000	36.5	[]	[]	[7.408826]	[220]	[]	[118330565]
28_10804	chr12	123713548	123713948	+	1000	36.5	[7.408826]	[157]	[]	[]	[123713773]	[]
28_10805	chr12	131434429	131434829	+	989	36.5	[]	[]	[7.408826]	[103]	[]	[131434613]
28_10808	chr14	22870466	22870866	+	1000	36.5	[10.276439]	[114]	[]	[]	[22870634]	[]
28_1081	chr16	34571582	34571982	+	1000	70.5	[]	[]	[7.657809, 7.657809]	[93, 116]	[]	[34571740, 34571763]
28_10811	chr14	96762638	96763038	+	1000	36.5	[10.276439]	[100]	[]	[]	[96762791]	[]
28_10812	chr15	31870816	31871216	+	1000	36.5	[7.408826]	[136]	[7.408826]	[108]	[31871040]	[31871012]
28_10813	chr15	55235740	55236140	+	1000	36.5	[]	[]	[10.276439]	[136]	[]	[55235912]
28_10815	chr15	60479070	60479470	+	1000	36.5	[7.408826]	[121]	[]	[]	[60479283]	[]
28_10818	chr15	77064667	77065067	+	1000	36.5	[7.657809]	[160]	[]	[]	[77064850]	[]
28_10820	chr16	144910	145310	+	1000	36.5	[7.408826]	[152]	[]	[]	[145090]	[]
28_10822	chr16	3134590	3134990	+	1000	36.5	[]	[]	[7.408826]	[132]	[]	[3134791]
28_10823	chr16	3187714	3188114	+	978	36.5	[]	[]	[9.601446]	[158]	[]	[3187916]
28_10825	chr16	12037073	12037473	+	1000	36.5	[7.0441737]	[90]	[]	[]	[12037250]	[]
28_1083	chr19	1021356	1021756	+	1000	70.5	[]	[]	[7.0441737]	[175]	[]	[1021553]
28_10834	chr16	89786457	89786857	+	1000	36.5	[]	[]	[9.601446]	[142]	[]	[89786681]
28_10835	chr17	1342732	1343132	+	1000	36.5	[10.276439]	[114]	[]	[]	[1342925]	[]
28_1084	chr2	165953765	165954165	+	1000	70.5	[]	[]	[10.276439]	[140]	[]	[165953990]
28_10840	chr17	40554049	40554449	+	1000	36.5	[7.408826]	[191]	[]	[]	[40554265]	[]
28_10841	chr17	40647743	40648143	+	1000	36.5	[9.601446]	[104]	[]	[]	[40647894]	[]
28_10843	chr17	42183268	42183668	+	1000	36.5	[7.408826]	[96]	[]	[]	[42183463]	[]
28_10853	chr17	59107125	59107525	+	1000	36.5	[7.0441737]	[164]	[]	[]	[59107346]	[]
28_10854	chr17	68759675	68760075	+	1000	36.5	[7.408826]	[162]	[]	[]	[68759886]	[]
28_10856	chr17	75405744	75406144	+	1000	36.5	[7.408826]	[151]	[]	[]	[75405960]	[]
28_10859	chr17	81637092	81637492	+	1000	36.5	[]	[]	[9.601446, 7.408826]	[79, 97]	[]	[81637267, 81637285]
28_1086	chr3	4741342	4741742	+	1000	70.5	[7.408826]	[105]	[]	[]	[4741531]	[]
28_10869	chr19	1042171	1042571	+	801	36.5	[]	[]	[7.0441737]	[84]	[]	[1042345]
28_1087	chr3	12999245	12999645	+	1000	70.5	[7.408826]	[141]	[10.276439]	[122]	[12999457]	[12999438]
28_10872	chr19	2387396	2387796	+	1000	36.5	[]	[]	[7.408826]	[160]	[]	[2387591]
28_10875	chr19	5967919	5968319	+	918	36.5	[7.0441737]	[173]	[]	[]	[5968162]	[]
28_10878	chr19	12788828	12789228	+	1000	36.5	[7.408826]	[138]	[]	[]	[12789038]	[]
28_1088	chr3	195697859	195698259	+	1000	70.5	[]	[]	[7.0441737]	[71]	[]	[195698010]
28_10880	chr19	17553300	17553700	+	1000	36.5	[7.408826]	[174]	[]	[]	[17553517]	[]
28_10890	chr2	17710699	17711099	+	1000	36.5	[7.408826]	[156]	[10.276439]	[224]	[17710864]	[17710932]
28_10894	chr2	27771272	27771672	+	1000	36.5	[]	[]	[10.276439]	[116]	[]	[27771471]
28_10897	chr2	43331488	43331888	+	1000	36.5	[7.408826, 10.276439]	[178, 198]	[]	[]	[43331696, 43331716]	[]
28_10899	chr2	47800625	47801025	+	975	36.5	[]	[]	[7.657809]	[184]	[]	[47800838]
28_109	chr16	34582048	34582448	+	1000	174.0	[]	[]	[7.657809, 7.657809, 10.276439, 7.657809, 7.657809]	[81, 97, 107, 130, 146]	[]	[34582228, 34582244, 34582254, 34582277, 34582293]
28_1090	chr6	7165097	7165497	+	1000	70.5	[]	[]	[7.408826]	[150]	[]	[7165345]
28_10900	chr2	55099870	55100270	+	1000	36.5	[7.408826]	[209]	[]	[]	[55100099]	[]
28_10902	chr2	64643304	64643704	+	1000	36.5	[]	[]	[7.408826]	[186]	[]	[64643537]
28_10908	chr2	86216550	86216950	+	1000	36.5	[]	[]	[10.276439]	[152]	[]	[86216778]
28_10909	chr2	130337898	130338298	+	1000	36.5	[]	[]	[10.276439]	[89]	[]	[130338071]
28_10910	chr2	156340428	156340828	+	1000	36.5	[7.408826, 10.276439]	[189, 228]	[]	[]	[156340634, 156340673]	[]
28_10915	chr2	171225233	171225633	+	957	36.5	[]	[]	[7.408826]	[156]	[]	[171225460]
28_10917	chr20	23132905	23133305	+	1000	36.5	[]	[]	[7.657809, 7.0441737]	[178, 211]	[]	[23133089, 23133122]
28_1092	chr6	83974644	83975044	+	1000	70.5	[10.276439]	[82]	[]	[]	[83974817]	[]
28_10920	chr20	36924176	36924576	+	1000	36.5	[]	[]	[7.408826]	[124]	[]	[36924331]
28_10924	chr20	48620640	48621040	+	1000	36.5	[]	[]	[7.408826]	[93]	[]	[48620828]
28_10925	chr20	48905028	48905428	+	1000	36.5	[7.408826]	[165]	[]	[]	[48905261]	[]
28_10928	chr20	58209626	58210026	+	1000	36.5	[]	[]	[10.276439]	[104]	[]	[58209824]
28_1093	chr7	102080760	102081160	+	1000	70.5	[]	[]	[7.408826]	[187]	[]	[102080991]
28_10931	chr21	25735953	25736353	+	954	36.5	[]	[]	[10.276439]	[187]	[]	[25736143]
28_10932	chr21	33199800	33200200	+	1000	36.5	[7.408826, 7.657809]	[107, 164]	[]	[]	[33199964, 33200021]	[]
28_10935	chr22	16624489	16624889	+	1000	36.5	[7.408826]	[121]	[]	[]	[16624683]	[]
28_10937	chr22	20005754	20006154	+	1000	36.5	[]	[]	[10.276439, 7.657809]	[114, 153]	[]	[20005912, 20005951]
28_1094	chr9	128306340	128306740	+	1000	70.5	[7.0441737]	[150]	[]	[]	[128306538]	[]
28_10940	chr22	20864634	20865034	+	1000	36.5	[]	[]	[7.408826, 10.276439]	[119, 176]	[]	[20864805, 20864862]
28_10943	chr22	22012080	22012480	+	1000	36.5	[10.276439]	[124]	[]	[]	[22012255]	[]
28_10945	chr22	22531688	22532088	+	1000	36.5	[7.657809]	[130]	[]	[]	[22531858]	[]
28_10948	chr3	6608804	6609204	+	1000	36.5	[10.276439]	[107]	[]	[]	[6608980]	[]
28_10954	chr3	33115760	33116160	+	1000	36.5	[7.657809]	[177]	[]	[]	[33115970]	[]
28_10956	chr3	41893935	41894335	+	1000	36.5	[]	[]	[10.276439, 7.657809]	[133, 144]	[]	[41894146, 41894157]
28_1096	chr1	16678104	16678504	+	1000	70.0	[]	[]	[7.0441737]	[147]	[]	[16678347]
28_10960	chr3	139390422	139390822	+	1000	36.5	[7.0441737]	[173]	[]	[]	[139390628]	[]
28_10961	chr3	142028452	142028852	+	1000	36.5	[]	[]	[10.276439]	[139]	[]	[142028646]
28_10969	chr4	75723895	75724295	+	1000	36.5	[]	[]	[7.657809]	[157]	[]	[75724131]
28_10970	chr4	78650048	78650448	+	1000	36.5	[7.408826]	[68]	[]	[]	[78650201]	[]
28_10972	chr4	124713045	124713445	+	1000	36.5	[7.657809]	[217]	[]	[]	[124713275]	[]
28_10973	chr4	139030578	139030978	+	1000	36.5	[]	[]	[7.0441737]	[78]	[]	[139030735]
28_10977	chr5	8457097	8457497	+	1000	36.5	[]	[]	[7.408826, 7.408826]	[144, 168]	[]	[8457253, 8457277]
28_10981	chr5	32313181	32313581	+	1000	36.5	[]	[]	[7.657809, 7.657809]	[105, 134]	[]	[32313378, 32313407]
28_10982	chr5	32612979	32613379	+	1000	36.5	[]	[]	[7.408826, 10.276439]	[118, 150]	[]	[32613137, 32613169]
28_10983	chr5	39102659	39103059	+	1000	36.5	[7.408826]	[96]	[10.276439]	[115]	[39102841]	[39102860]
28_10984	chr5	40826583	40826983	+	1000	36.5	[]	[]	[7.408826]	[100]	[]	[40826776]
28_10985	chr5	43306062	43306462	+	969	36.5	[]	[]	[10.276439, 10.276439]	[188, 205]	[]	[43306278, 43306295]
28_10986	chr5	55390536	55390936	+	1000	36.5	[]	[]	[7.657809, 7.657809]	[112, 154]	[]	[55390721, 55390763]
28_10987	chr5	62256605	62257005	+	1000	36.5	[]	[]	[7.408826]	[121]	[]	[62256776]
28_10988	chr5	62308422	62308822	+	1000	36.5	[]	[]	[7.0441737]	[93]	[]	[62308579]
28_10992	chr5	79611746	79612146	+	1000	36.5	[7.408826]	[206]	[]	[]	[79611994]	[]
28_10996	chr5	108728721	108729121	+	1000	36.5	[]	[]	[7.0441737]	[128]	[]	[108728885]
28_10998	chr5	140221302	140221702	+	954	36.5	[7.408826]	[220]	[7.657809]	[129]	[140221548]	[140221457]
28_10999	chr5	141960862	141961262	+	1000	36.5	[]	[]	[10.276439, 7.657809]	[114, 153]	[]	[141961070, 141961109]
28_11	chr1	125180001	125180401	+	1000	786.0	[7.657809, 9.601446, 7.657809, 7.657809]	[82, 105, 131, 147]	[]	[]	[125180175, 125180198, 125180224, 125180240]	[]
28_110	chr4	8303565	8303965	+	1000	174.0	[7.0441737, 7.657809]	[88, 114]	[]	[]	[8303726, 8303752]	[]
28_11001	chr5	171387088	171387488	+	1000	36.5	[7.408826]	[111]	[]	[]	[171387259]	[]
28_11008	chr6	14129569	14129969	+	1000	36.5	[9.601446]	[171]	[]	[]	[14129780]	[]
28_1101	chr1	212791636	212792036	+	1000	70.0	[]	[]	[9.601446, 10.276439]	[72, 115]	[]	[212791799, 212791842]
28_11011	chr6	32973517	32973917	+	1000	36.5	[]	[]	[7.657809]	[79]	[]	[32973693]
28_11012	chr6	33426237	33426637	+	1000	36.5	[7.408826]	[115]	[]	[]	[33426426]	[]
28_11022	chr6	37840911	37841311	+	778	36.5	[]	[]	[7.408826]	[114]	[]	[37841103]
28_1103	chr11	12201034	12201434	+	1000	70.0	[7.0441737]	[180]	[]	[]	[12201268]	[]
28_11031	chr6	107980335	107980735	+	1000	36.5	[10.276439]	[159]	[7.408826]	[164]	[107980574]	[107980579]
28_11033	chr6	119261348	119261748	+	1000	36.5	[]	[]	[10.276439, 7.408826]	[112, 130]	[]	[119261529, 119261547]
28_11034	chr6	125188014	125188414	+	1000	36.5	[]	[]	[10.276439, 10.276439, 10.276439]	[108, 130, 193]	[]	[125188174, 125188196, 125188259]
28_11036	chr6	147253053	147253453	+	1000	36.5	[]	[]	[7.0441737]	[219]	[]	[147253297]
28_11041	chr6	157862662	157863062	+	1000	36.5	[7.408826]	[158]	[]	[]	[157862826]	[]
28_11042	chr6	163416368	163416768	+	1000	36.5	[10.276439]	[158]	[7.657809, 9.601446]	[124, 150]	[163416615]	[163416581, 163416607]
28_11043	chr6	167841976	167842376	+	1000	36.5	[7.408826]	[119]	[]	[]	[167842190]	[]
28_11044	chr6	167849819	167850219	+	1000	36.5	[7.657809]	[87]	[]	[]	[167850004]	[]
28_11045	chr7	2399845	2400245	+	1000	36.5	[7.408826, 7.408826]	[164, 205]	[]	[]	[2400018, 2400059]	[]
28_11046	chr7	2409664	2410064	+	1000	36.5	[7.408826, 7.408826]	[148, 162]	[]	[]	[2409859, 2409873]	[]
28_11047	chr7	30470255	30470655	+	1000	36.5	[10.276439]	[191]	[]	[]	[30470504]	[]
28_1105	chr11	95542823	95543223	+	1000	70.0	[7.657809]	[159]	[]	[]	[95543057]	[]
28_11051	chr7	65216563	65216963	+	1000	36.5	[7.408826, 7.408826]	[54, 88]	[]	[]	[65216715, 65216749]	[]
28_11053	chr7	75739713	75740113	+	1000	36.5	[9.601446]	[150]	[]	[]	[75739949]	[]
28_11056	chr7	77693902	77694302	+	1000	36.5	[10.276439]	[124]	[]	[]	[77694092]	[]
28_11057	chr7	77873393	77873793	+	1000	36.5	[]	[]	[10.276439]	[198]	[]	[77873630]
28_1106	chr13	91359353	91359753	+	1000	70.0	[7.0441737]	[142]	[]	[]	[91359588]	[]
28_11063	chr7	106481017	106481417	+	934	36.5	[10.276439]	[147]	[]	[]	[106481173]	[]
28_11065	chr7	108460013	108460413	+	948	36.5	[7.408826, 7.408826]	[95, 149]	[]	[]	[108460196, 108460250]	[]
28_11067	chr7	121254599	121254999	+	1000	36.5	[]	[]	[7.408826]	[182]	[]	[121254804]
28_11069	chr7	127366101	127366501	+	1000	36.5	[]	[]	[10.276439]	[188]	[]	[127366299]
28_1107	chr19	40209269	40209669	+	1000	70.0	[7.0441737]	[179]	[]	[]	[40209508]	[]
28_11074	chr7	131134824	131135224	+	1000	36.5	[]	[]	[7.0441737]	[136]	[]	[131134990]
28_11077	chr7	139231012	139231412	+	1000	36.5	[]	[]	[7.408826]	[125]	[]	[139231166]
28_11078	chr7	142956970	142957370	+	1000	36.5	[10.276439]	[239]	[]	[]	[142957210]	[]
28_1108	chr19	46786385	46786785	+	1000	70.0	[7.408826]	[126]	[]	[]	[46786575]	[]
28_11081	chr7	150898493	150898893	+	1000	36.5	[]	[]	[10.276439]	[160]	[]	[150898733]
28_11082	chr7	153405500	153405900	+	915	36.5	[7.408826]	[165]	[]	[]	[153405690]	[]
28_11084	chr8	8807015	8807415	+	1000	36.5	[]	[]	[7.0441737, 7.657809]	[87, 152]	[]	[8807184, 8807249]
28_11085	chr8	18067561	18067961	+	1000	36.5	[7.408826]	[114]	[]	[]	[18067714]	[]
28_11086	chr8	26266563	26266963	+	1000	36.5	[7.408826]	[145]	[]	[]	[26266735]	[]
28_11088	chr8	30141557	30141957	+	1000	36.5	[]	[]	[7.408826]	[172]	[]	[30141765]
28_1109	chr2	27891081	27891481	+	1000	70.0	[9.601446, 7.0441737, 9.601446]	[127, 132, 158]	[]	[]	[27891293, 27891298, 27891324]	[]
28_11090	chr8	38031458	38031858	+	1000	36.5	[10.276439]	[123]	[]	[]	[38031615]	[]
28_11095	chr8	124440388	124440788	+	1000	36.5	[7.408826]	[157]	[]	[]	[124440617]	[]
28_11097	chr8	129569725	129570125	+	1000	36.5	[]	[]	[10.276439]	[201]	[]	[129569947]
28_111	chr6	31862983	31863383	+	1000	173.5	[]	[]	[9.601446]	[78]	[]	[31863145]
28_11101	chr9	37333436	37333836	+	1000	36.5	[7.408826]	[103]	[]	[]	[37333637]	[]
28_11105	chr9	114324939	114325339	+	1000	36.5	[]	[]	[10.276439]	[119]	[]	[114325144]
28_11106	chr9	123338893	123339293	+	1000	36.5	[7.408826]	[148]	[7.0441737]	[71]	[123339123]	[123339046]
28_1111	chr22	22552457	22552857	+	1000	70.0	[]	[]	[7.408826]	[173]	[]	[22552699]
28_11112	chr9	130755087	130755487	+	1000	36.5	[7.657809]	[168]	[]	[]	[130755318]	[]
28_1112	chr22	23183909	23184309	+	1000	70.0	[]	[]	[7.657809]	[206]	[]	[23184136]
28_11122	chrX	48574914	48575314	+	1000	36.5	[9.601446]	[118]	[]	[]	[48575093]	[]
28_11127	chr1	21232068	21232468	+	1000	36.0	[]	[]	[7.0441737]	[128]	[]	[21232248]
28_11129	chr1	23776837	23777237	+	1000	36.0	[]	[]	[7.408826]	[88]	[]	[23776988]
28_11132	chr1	26307046	26307446	+	1000	36.0	[]	[]	[7.657809]	[212]	[]	[26307281]
28_11136	chr1	31124038	31124438	+	906	36.0	[]	[]	[7.0441737]	[84]	[]	[31124211]
28_11139	chr1	40476774	40477174	+	860	36.0	[7.0441737]	[132]	[]	[]	[40476932]	[]
28_11142	chr1	43934678	43935078	+	1000	36.0	[]	[]	[10.276439, 7.657809]	[128, 147]	[]	[43934874, 43934893]
28_11143	chr1	44090695	44091095	+	1000	36.0	[]	[]	[7.408826]	[78]	[]	[44090850]
28_11145	chr1	46197974	46198374	+	570	36.0	[7.0441737]	[120]	[]	[]	[46198152]	[]
28_11146	chr1	47229320	47229720	+	1000	36.0	[9.601446, 7.408826]	[156, 188]	[]	[]	[47229497, 47229529]	[]
28_11148	chr1	51449075	51449475	+	1000	36.0	[]	[]	[7.657809]	[134]	[]	[51449241]
28_11149	chr1	61053379	61053779	+	1000	36.0	[]	[]	[7.408826]	[142]	[]	[61053582]
28_1115	chr6	26216810	26217210	+	1000	70.0	[10.276439]	[237]	[10.276439]	[173]	[26217050]	[26216986]
28_11152	chr1	92804619	92805019	+	1000	36.0	[7.0441737]	[225]	[]	[]	[92804852]	[]
28_11154	chr1	95169059	95169459	+	1000	36.0	[]	[]	[7.657809]	[115]	[]	[95169223]
28_11155	chr1	109213419	109213819	+	1000	36.0	[]	[]	[7.408826]	[175]	[]	[109213618]
28_11156	chr1	115641395	115641795	+	1000	36.0	[7.657809]	[137]	[]	[]	[115641570]	[]
28_11163	chr1	154955825	154956225	+	1000	36.0	[7.408826, 7.657809]	[132, 139]	[]	[]	[154956009, 154956016]	[]
28_11167	chr1	159923891	159924291	+	1000	36.0	[]	[]	[7.657809]	[162]	[]	[159924141]
