#PeakID(python identify_motif.py ./ENCODE_processed_files/EGR1_idr.fa EGR1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
124_10003	chr22	31084698	31085098	+	1000	64.5	[9.087717]	[114]	[11.022005, 8.912237]	[140, 170]	[31084885]	[31084911, 31084941]
124_10639	chr12	89708306	89708706	+	1000	61.5	[10.628352]	[220]	[]	[]	[89708533]	[]
124_10641	chr13	45120226	45120626	+	1000	61.5	[9.317445, 13.440004]	[73, 79]	[]	[]	[45120393, 45120399]	[]
124_10644	chr15	73780963	73781363	+	1000	61.5	[]	[]	[8.44363, 11.784916]	[142, 144]	[]	[73781147, 73781149]
124_10646	chr16	8797524	8797924	+	1000	61.5	[8.200242]	[181]	[7.040097]	[121]	[8797749]	[8797689]
124_10649	chr17	1574347	1574747	+	1000	61.5	[7.094218, 7.3242927]	[112, 184]	[9.777108]	[152]	[1574502, 1574574]	[1574542]
124_10656	chr17	75754595	75754995	+	1000	61.5	[6.8625565, 7.3008356, 9.237138]	[74, 109, 127]	[]	[]	[75754754, 75754789, 75754807]	[]
124_10657	chr17	77182193	77182593	+	1000	61.5	[]	[]	[11.382621, 6.56107]	[105, 119]	[]	[77182397, 77182411]
124_1066	chr16	74998681	74999081	+	1000	233.5	[7.630548]	[102]	[10.472259, 9.862483, 7.6516514, 8.304699]	[122, 126, 133, 148]	[74998875]	[74998895, 74998899, 74998906, 74998921]
124_10661	chr19	3985333	3985733	+	1000	61.5	[]	[]	[7.0598025]	[104]	[]	[3985504]
124_10669	chr19	45472603	45473003	+	1000	61.5	[13.844391, 8.070797, 7.597954]	[62, 77, 105]	[]	[]	[45472764, 45472779, 45472807]	[]
124_10672	chr19	51421484	51421884	+	1000	61.5	[9.865129, 11.787007, 7.0572567, 9.860422, 8.877223]	[56, 60, 62, 66, 148]	[]	[]	[51421635, 51421639, 51421641, 51421645, 51421727]	[]
124_10681	chr20	4068677	4069077	+	1000	61.5	[]	[]	[10.549796]	[155]	[]	[4068914]
124_1069	chr1	234876292	234876692	+	1000	233.0	[]	[]	[7.7197247]	[136]	[]	[234876486]
124_10691	chr3	186827079	186827479	+	1000	61.5	[9.015782]	[81]	[8.304699, 11.6000185, 10.067057, 7.005785]	[75, 103, 127, 129]	[186827251]	[186827245, 186827273, 186827297, 186827299]
124_10693	chr4	139301116	139301516	+	1000	61.5	[]	[]	[7.883855]	[117]	[]	[139301308]
124_10698	chr5	150009967	150010367	+	1000	61.5	[12.609271]	[116]	[]	[]	[150010170]	[]
124_107	chr3	100401008	100401408	+	1000	434.0	[]	[]	[14.2495985]	[97]	[]	[100401205]
124_1070	chr1	6613317	6613717	+	1000	232.5	[7.7370796, 10.628352, 7.2790575, 6.8153253, 8.979067]	[73, 84, 90, 119, 138]	[]	[]	[6613484, 6613495, 6613501, 6613530, 6613549]	[]
124_10702	chr6	33187778	33188178	+	1000	61.5	[]	[]	[7.7197247, 10.258781]	[87, 119]	[]	[33187959, 33187991]
124_10706	chr7	140199967	140200367	+	914	61.5	[8.404391]	[73]	[]	[]	[140200133]	[]
124_10708	chr8	21922321	21922721	+	1000	61.5	[]	[]	[10.364898]	[116]	[]	[21922486]
124_10718	chr9	134826460	134826860	+	1000	61.5	[]	[]	[10.357813, 7.5214887, 7.53383, 6.7762966, 6.971882, 10.209206, 7.039815]	[147, 172, 195, 201, 212, 214, 218]	[]	[134826638, 134826663, 134826686, 134826692, 134826703, 134826705, 134826709]
124_10719	chr9	136190231	136190631	+	1000	61.5	[6.701721]	[90]	[6.6161695]	[142]	[136190402]	[136190454]
124_1072	chr10	123135010	123135410	+	1000	232.5	[]	[]	[10.503105, 11.784916, 7.60528, 9.277715]	[105, 107, 135, 141]	[]	[123135181, 123135183, 123135211, 123135217]
124_10721	chrX	55000033	55000433	+	1000	61.5	[9.405562]	[180]	[]	[]	[55000268]	[]
124_10729	chr1	38745442	38745842	+	1000	61.0	[10.549796]	[93]	[]	[]	[38745633]	[]
124_10730	chr1	41362283	41362683	+	1000	61.0	[]	[]	[7.6237245, 6.852762, 14.326064, 6.8914065]	[123, 140, 161, 182]	[]	[41362468, 41362485, 41362506, 41362527]
124_10734	chr1	176206540	176206940	+	1000	61.0	[8.979067]	[156]	[]	[]	[176206740]	[]
124_10735	chr1	205805317	205805717	+	1000	61.0	[13.767925]	[113]	[]	[]	[205805525]	[]
124_10736	chr1	225677681	225678081	+	1000	61.0	[]	[]	[14.326064]	[110]	[]	[225677890]
124_1074	chr12	110449873	110450273	+	1000	232.5	[7.128622, 12.493753, 8.287208, 7.064237]	[84, 86, 95, 108]	[]	[]	[110450056, 110450058, 110450067, 110450080]	[]
124_10745	chr11	65448806	65449206	+	1000	61.0	[9.727532, 9.591275]	[153, 155]	[]	[]	[65448968, 65448970]	[]
124_10748	chr11	67353385	67353785	+	1000	61.0	[6.6123323, 8.568877, 6.865229]	[101, 104, 106]	[]	[]	[67353571, 67353574, 67353576]	[]
124_10752	chr11	108593528	108593928	+	1000	61.0	[14.247508]	[77]	[]	[]	[108593689]	[]
124_10753	chr12	22544312	22544712	+	1000	61.0	[8.070797, 10.628352]	[80, 98]	[]	[]	[22544471, 22544489]	[]
124_10756	chr12	126998895	126999295	+	1000	61.0	[6.85102]	[149]	[]	[]	[126999109]	[]
124_10757	chr12	130826299	130826699	+	1000	61.0	[8.759106, 8.847424]	[82, 117]	[]	[]	[130826454, 130826489]	[]
124_10759	chr13	113374480	113374880	+	1000	61.0	[8.779411, 13.767925, 9.277917]	[124, 128, 147]	[]	[]	[113374686, 113374690, 113374709]	[]
124_1076	chr1	54886609	54887009	+	1000	232.0	[9.042866, 13.844391, 11.853682, 6.5937624]	[75, 97, 144, 150]	[]	[]	[54886768, 54886790, 54886837, 54886843]	[]
124_10763	chr15	67064194	67064594	+	1000	61.0	[7.5968876]	[95]	[9.591275, 9.727532, 7.620757]	[142, 144, 148]	[67064387]	[67064434, 67064436, 67064440]
124_10765	chr15	77620234	77620634	+	1000	61.0	[7.0828924, 8.833681]	[96, 131]	[]	[]	[77620423, 77620458]	[]
124_1077	chr10	97445914	97446314	+	1000	232.0	[]	[]	[10.472259]	[128]	[]	[97446133]
124_10775	chr19	912493	912893	+	1000	61.0	[]	[]	[6.778187, 8.920029, 11.100249]	[74, 95, 136]	[]	[912661, 912682, 912723]
124_10776	chr19	11346178	11346578	+	1000	61.0	[10.977412]	[151]	[]	[]	[11346388]	[]
124_1078	chr12	52874310	52874710	+	1000	232.0	[7.673353, 7.25622]	[73, 88]	[]	[]	[52874483, 52874498]	[]
124_10781	chr19	43626136	43626536	+	834	61.0	[11.023784, 11.023784]	[132, 136]	[]	[]	[43626336, 43626340]	[]
124_10783	chr19	51594069	51594469	+	1000	61.0	[10.977412, 6.7094064]	[125, 148]	[]	[]	[51594261, 51594284]	[]
124_10788	chr2	86442577	86442977	+	1000	61.0	[]	[]	[7.6516514, 11.505457]	[135, 139]	[]	[86442802, 86442806]
124_10800	chr3	14124535	14124935	+	1000	61.0	[8.167796]	[184]	[6.9216833, 8.28363]	[116, 119]	[14124776]	[14124708, 14124711]
124_10804	chr3	142027669	142028069	+	1000	61.0	[11.70845]	[132]	[]	[]	[142027900]	[]
124_10809	chr4	8451448	8451848	+	1000	61.0	[13.090944]	[73]	[]	[]	[8451614]	[]
124_10811	chr4	112647775	112648175	+	1000	61.0	[]	[]	[14.247508]	[99]	[]	[112647965]
124_10819	chr6	42368152	42368552	+	975	61.0	[10.4342785, 8.44363, 8.855877]	[121, 123, 155]	[]	[]	[42368355, 42368357, 42368389]	[]
124_1082	chr10	25016475	25016875	+	1000	231.5	[]	[]	[7.284421, 13.844391]	[94, 96]	[]	[25016661, 25016663]
124_10821	chr6	157981337	157981737	+	1000	61.0	[9.121621]	[106]	[7.1750174]	[174]	[157981496]	[157981564]
124_10824	chr7	76393308	76393708	+	1000	61.0	[7.600748]	[141]	[]	[]	[76393500]	[]
124_10826	chr7	131692119	131692519	+	1000	61.0	[7.5210233]	[65]	[11.382621, 10.490703, 8.443569]	[103, 157, 159]	[131692270]	[131692308, 131692362, 131692364]
124_1083	chr12	6607889	6608289	+	1000	231.5	[6.7984934, 7.6103563, 10.549796]	[145, 147, 183]	[]	[]	[6608042, 6608044, 6608080]	[]
124_10832	chr8	102745406	102745806	+	1000	61.0	[10.977412]	[93]	[6.9215894]	[124]	[102745558]	[102745589]
124_10834	chr9	35649301	35649701	+	1000	61.0	[6.803434, 11.023784, 7.528815, 8.568877, 9.654271]	[72, 76, 80, 103, 112]	[12.335416, 11.787007]	[145, 168]	[35649454, 35649458, 35649462, 35649485, 35649494]	[35649527, 35649550]
124_10836	chr9	128771723	128772123	+	1000	61.0	[8.979067, 8.874801]	[80, 86]	[]	[]	[128771899, 128771905]	[]
124_10837	chr9	129887674	129888074	+	1000	61.0	[]	[]	[7.3242927]	[87]	[]	[129887839]
124_1084	chr12	98515375	98515775	+	1000	231.5	[]	[]	[13.580936, 8.845333]	[129, 167]	[]	[98515582, 98515620]
124_10841	chrX	48521442	48521842	+	1000	61.0	[9.117942]	[107]	[]	[]	[48521635]	[]
124_10843	chrX	48794394	48794794	+	656	61.0	[]	[]	[9.727532, 7.3365264]	[132, 202]	[]	[48794557, 48794627]
124_10844	chrX	48936976	48937376	+	1000	61.0	[7.483043, 8.38398, 8.673553]	[120, 130, 136]	[]	[]	[48937155, 48937165, 48937171]	[]
124_10849	chr1	12019172	12019572	+	1000	60.5	[11.784916, 10.503105]	[152, 154]	[]	[]	[12019391, 12019393]	[]
124_1085	chr19	2236231	2236631	+	1000	231.5	[6.558424, 8.874801]	[63, 67]	[15.82531]	[106]	[2236393, 2236397]	[2236436]
124_10852	chr1	38923616	38924016	+	1000	60.5	[8.256308]	[129]	[]	[]	[38923837]	[]
124_10864	chr10	6202620	6203020	+	862	60.5	[10.836796]	[153]	[]	[]	[6202807]	[]
124_10865	chr10	12068715	12069115	+	1000	60.5	[]	[]	[7.284421, 14.326064, 8.412784]	[115, 117, 130]	[]	[12068913, 12068915, 12068928]
124_10866	chr10	13074850	13075250	+	1000	60.5	[]	[]	[6.533656]	[87]	[]	[13075032]
124_1087	chr3	9396560	9396960	+	1000	231.5	[7.040097, 11.787007, 9.116732]	[160, 175, 177]	[]	[]	[9396743, 9396758, 9396760]	[]
124_10870	chr11	9364211	9364611	+	1000	60.5	[]	[]	[7.0828924]	[120]	[]	[9364398]
124_10871	chr11	61742301	61742701	+	1000	60.5	[10.900947]	[155]	[]	[]	[61742523]	[]
124_10872	chr11	64340951	64341351	+	1000	60.5	[11.70845]	[151]	[]	[]	[64341188]	[]
124_10875	chr11	124875844	124876244	+	933	60.5	[]	[]	[8.118708, 16.306982]	[219, 225]	[]	[124876081, 124876087]
124_10878	chr12	9760761	9761161	+	1000	60.5	[7.673353]	[91]	[]	[]	[9760948]	[]
124_10879	chr12	42238177	42238577	+	1000	60.5	[]	[]	[9.58397]	[99]	[]	[42238365]
124_10880	chr12	51869126	51869526	+	1000	60.5	[]	[]	[12.493753, 7.128622]	[57, 59]	[]	[51869279, 51869281]
124_10882	chr12	98644597	98644997	+	1000	60.5	[7.128622, 9.626775]	[133, 135]	[7.5624747]	[120]	[98644798, 98644800]	[98644785]
124_10885	chr14	22888007	22888407	+	1000	60.5	[16.306982]	[114]	[]	[]	[22888216]	[]
124_10886	chr14	49893337	49893737	+	1000	60.5	[]	[]	[6.9195924, 6.734695, 7.6307635, 6.659607]	[139, 142, 186, 199]	[]	[49893521, 49893524, 49893568, 49893581]
124_1089	chr19	42243066	42243466	+	1000	231.0	[]	[]	[10.977412]	[104]	[]	[42243262]
124_10893	chr16	10619554	10619954	+	1000	60.5	[6.817416, 6.865229]	[100, 123]	[]	[]	[10619726, 10619749]	[]
124_10895	chr16	30927838	30928238	+	1000	60.5	[]	[]	[9.490834]	[114]	[]	[30928041]
124_10896	chr17	7885931	7886331	+	833	60.5	[10.900947, 8.379145]	[134, 168]	[7.25986]	[155]	[7886119, 7886153]	[7886140]
124_10897	chr17	39194320	39194720	+	1000	60.5	[]	[]	[8.656574]	[167]	[]	[39194568]
124_10909	chr19	18058517	18058917	+	1000	60.5	[]	[]	[8.201655, 9.063811]	[100, 117]	[]	[18058692, 18058709]
124_10910	chr19	19541009	19541409	+	1000	60.5	[6.9195924]	[126]	[6.563181]	[189]	[19541161]	[19541224]
124_10917	chr2	69012715	69013115	+	994	60.5	[12.493753]	[239]	[7.907247]	[153]	[69012966]	[69012880]
124_10918	chr2	112275281	112275681	+	1000	60.5	[8.070797]	[85]	[]	[]	[112275463]	[]
124_1092	chr7	522336	522736	+	1000	231.0	[6.5681996, 7.034864, 10.9346075]	[96, 120, 126]	[7.743947, 16.306982]	[102, 114]	[522531, 522555, 522561]	[522537, 522549]
124_10920	chr2	172226457	172226857	+	1000	60.5	[]	[]	[7.6284523, 8.365884]	[69, 71]	[]	[172226613, 172226615]
124_10922	chr2	215598415	215598815	+	1000	60.5	[]	[]	[6.701721]	[124]	[]	[215598594]
124_10925	chr2	241508479	241508879	+	1000	60.5	[12.958331]	[78]	[]	[]	[241508655]	[]
124_1093	chr7	66115085	66115485	+	1000	231.0	[]	[]	[7.0572567, 11.787007]	[96, 98]	[]	[66115273, 66115275]
124_10935	chr22	42079476	42079876	+	1000	60.5	[]	[]	[9.742292, 8.045562, 8.190466]	[129, 194, 210]	[]	[42079639, 42079704, 42079720]
124_10936	chr22	42857045	42857445	+	1000	60.5	[]	[]	[13.844391]	[142]	[]	[42857272]
124_1094	chr7	106863596	106863996	+	1000	231.0	[9.865129, 9.742292, 11.023784, 10.549796, 6.9169784]	[75, 93, 102, 120, 124]	[]	[]	[106863756, 106863774, 106863783, 106863801, 106863805]	[]
124_10940	chr3	37176148	37176548	+	1000	60.5	[]	[]	[7.3075743]	[98]	[]	[37176333]
124_10942	chr3	50189235	50189635	+	1000	60.5	[7.907247]	[140]	[]	[]	[50189424]	[]
124_10943	chr3	52239172	52239572	+	1000	60.5	[7.28436]	[189]	[9.796298, 12.609271, 7.046945, 10.26563, 8.336318, 7.28436]	[118, 122, 134, 136, 169, 189]	[52239403]	[52239332, 52239336, 52239348, 52239350, 52239383, 52239403]
124_10945	chr3	131361630	131362030	+	1000	60.5	[15.82531]	[120]	[]	[]	[131361846]	[]
124_10951	chr4	94507595	94507995	+	1000	60.5	[]	[]	[7.49792]	[159]	[]	[94507828]
124_10952	chr5	1702316	1702716	+	1000	60.5	[9.742292]	[170]	[10.275942, 9.727532, 8.514492]	[100, 102, 106]	[1702556]	[1702486, 1702488, 1702492]
124_10956	chr6	6008587	6008987	+	1000	60.5	[]	[]	[12.52125]	[144]	[]	[6008831]
124_10959	chr7	993000	993400	+	1000	60.5	[]	[]	[9.586199]	[153]	[]	[993174]
124_1096	chr1	11736424	11736824	+	1000	230.5	[10.628352]	[81]	[]	[]	[11736601]	[]
124_10960	chr7	23696972	23697372	+	1000	60.5	[]	[]	[8.824264]	[103]	[]	[23697172]
124_10963	chr7	76178075	76178475	+	1000	60.5	[11.110025]	[95]	[]	[]	[76178268]	[]
124_10964	chr7	102286115	102286515	+	1000	60.5	[]	[]	[11.459085]	[90]	[]	[102286276]
124_10968	chr8	41431226	41431626	+	1000	60.5	[16.306982]	[95]	[]	[]	[41431420]	[]
124_10969	chr8	67343210	67343610	+	1000	60.5	[]	[]	[8.920029, 7.618111]	[87, 142]	[]	[67343382, 67343437]
124_1097	chr10	125141925	125142325	+	1000	230.5	[8.256308]	[79]	[10.540331]	[104]	[125142102]	[125142127]
124_10979	chr1	966311	966711	+	1000	60.0	[]	[]	[9.142367]	[115]	[]	[966474]
124_1098	chr15	31488611	31489011	+	1000	230.5	[11.787007, 7.0572567]	[103, 105]	[]	[]	[31488811, 31488813]	[]
124_10980	chr1	10211571	10211971	+	1000	60.0	[]	[]	[8.923889]	[177]	[]	[10211812]
124_10988	chr1	151459309	151459709	+	1000	60.0	[8.673553]	[117]	[]	[]	[151459507]	[]
124_10990	chr1	159922139	159922539	+	1000	60.0	[10.977412]	[154]	[]	[]	[159922347]	[]
124_10992	chr1	234722362	234722762	+	1000	60.0	[]	[]	[11.503246]	[198]	[]	[234722598]
124_10998	chr10	88991172	88991572	+	1000	60.0	[]	[]	[10.549241, 8.779411, 7.636066, 13.844391]	[93, 97, 105, 121]	[]	[88991347, 88991351, 88991359, 88991375]
124_10999	chr10	119360314	119360714	+	1000	60.0	[]	[]	[9.742292, 9.742292]	[69, 106]	[]	[119360475, 119360512]
124_110	chr1	35557529	35557929	+	1000	433.0	[]	[]	[7.0572567, 11.787007, 9.591275, 9.727532]	[133, 135, 139, 141]	[]	[35557758, 35557760, 35557764, 35557766]
124_1100	chr19	4555970	4556370	+	1000	230.5	[]	[]	[10.943448, 11.70845]	[62, 106]	[]	[4556123, 4556167]
124_11000	chr11	1016932	1017332	+	1000	60.0	[]	[]	[11.70845]	[97]	[]	[1017129]
124_11001	chr11	32379665	32380065	+	978	60.0	[8.480857]	[117]	[]	[]	[32379825]	[]
124_11002	chr11	44301905	44302305	+	976	60.0	[8.336318]	[151]	[7.062146]	[121]	[44302141]	[44302111]
124_11007	chr11	129895202	129895602	+	1000	60.0	[7.1517196, 8.516824, 7.1517196, 14.247508, 9.739647, 8.516824]	[65, 76, 85, 91, 124, 128]	[]	[]	[129895367, 129895378, 129895387, 129895393, 129895426, 129895430]	[]
124_1101	chr15	40439904	40440304	+	1000	230.0	[]	[]	[7.039815, 12.190124]	[102, 106]	[]	[40440095, 40440099]
124_11010	chr12	53006253	53006653	+	1000	60.0	[10.354437]	[72]	[]	[]	[53006418]	[]
124_11011	chr12	79932315	79932715	+	1000	60.0	[7.2696223]	[161]	[]	[]	[79932539]	[]
124_11013	chr14	90577371	90577771	+	1000	60.0	[6.56107, 12.268681]	[97, 126]	[]	[]	[90577568, 90577597]	[]
124_11014	chr15	31353101	31353501	+	1000	60.0	[13.002923]	[94]	[]	[]	[31353293]	[]
124_11015	chr15	41827940	41828340	+	1000	60.0	[]	[]	[8.874801]	[116]	[]	[41828128]
124_1102	chr15	72118011	72118411	+	1000	230.0	[7.137023, 6.667865, 13.844391, 8.155026]	[53, 76, 92, 143]	[7.4148536]	[125]	[72118162, 72118185, 72118201, 72118252]	[72118234]
124_11023	chr16	74296541	74296941	+	1000	60.0	[9.443771]	[233]	[]	[]	[74296720]	[]
124_1103	chr17	81637003	81637403	+	1000	230.0	[13.844391]	[96]	[]	[]	[81637194]	[]
124_11033	chr17	76531210	76531610	+	998	60.0	[]	[]	[15.82531, 7.130219]	[111, 138]	[]	[76531419, 76531446]
124_11038	chr19	14061240	14061640	+	1000	60.0	[]	[]	[7.551659]	[107]	[]	[14061447]
124_1104	chr2	44168336	44168736	+	1000	230.0	[]	[]	[8.923889, 8.874801, 6.667865]	[79, 117, 123]	[]	[44168514, 44168552, 44168558]
124_11041	chr19	38831601	38832001	+	1000	60.0	[6.734695]	[74]	[10.977412]	[126]	[38831772]	[38831824]
124_11042	chr19	44500367	44500767	+	1000	60.0	[]	[]	[7.147735]	[152]	[]	[44500587]
124_11045	chr19	50658742	50659142	+	1000	60.0	[7.9277406]	[161]	[]	[]	[50658975]	[]
124_11047	chr2	16640872	16641272	+	865	60.0	[10.977412]	[145]	[]	[]	[16641062]	[]
124_11048	chr2	26075216	26075616	+	1000	60.0	[7.7197247]	[121]	[]	[]	[26075389]	[]
124_1105	chr3	13352820	13353220	+	1000	230.0	[11.459085]	[99]	[]	[]	[13353012]	[]
124_11051	chr2	85907881	85908281	+	1000	60.0	[]	[]	[8.480857]	[101]	[]	[85908070]
124_11053	chr2	149587600	149588000	+	1000	60.0	[7.633332, 7.2720184]	[172, 174]	[]	[]	[149587805, 149587807]	[]
124_11056	chr2	232632982	232633382	+	1000	60.0	[9.742292, 8.568877, 6.865229]	[61, 141, 143]	[6.6161695, 7.0285068, 14.2495985, 8.171691]	[81, 85, 115, 128]	[232633139, 232633219, 232633221]	[232633159, 232633163, 232633193, 232633206]
124_11064	chr22	22928765	22929165	+	1000	60.0	[]	[]	[7.718569, 7.5693913]	[151, 157]	[]	[22929004, 22929010]
124_11065	chr22	23119526	23119926	+	1000	60.0	[7.907247]	[145]	[]	[]	[23119720]	[]
124_11068	chr3	47781228	47781628	+	1000	60.0	[]	[]	[6.9339247, 9.739647, 14.326064, 6.9215894]	[111, 124, 133, 139]	[]	[47781437, 47781450, 47781459, 47781465]
124_11069	chr3	101827654	101828054	+	1000	60.0	[9.772648]	[96]	[]	[]	[101827846]	[]
124_1107	chr11	61749627	61750027	+	1000	229.5	[]	[]	[13.844391]	[110]	[]	[61749834]
124_11070	chr3	122005046	122005446	+	1000	60.0	[9.109602, 10.628352]	[107, 132]	[]	[]	[122005203, 122005228]	[]
124_11071	chr3	124876545	124876945	+	1000	60.0	[7.7197247]	[154]	[]	[]	[124876780]	[]
124_11072	chr3	124887261	124887661	+	1000	60.0	[7.1426945]	[229]	[]	[]	[124887456]	[]
124_11074	chr3	160401761	160402161	+	1000	60.0	[10.628352]	[116]	[]	[]	[160401974]	[]
124_11080	chr4	76147599	76147999	+	1000	60.0	[]	[]	[9.468438, 9.727532]	[160, 162]	[]	[76147787, 76147789]
124_11082	chr5	2280251	2280651	+	1000	60.0	[]	[]	[11.70845, 11.70845]	[244, 283]	[]	[2280460, 2280499]
124_11093	chr6	112956650	112957050	+	1000	60.0	[9.718811]	[133]	[]	[]	[112956881]	[]
124_11096	chr7	55365984	55366384	+	1000	60.0	[]	[]	[8.093007]	[185]	[]	[55366232]
124_111	chr1	228109194	228109594	+	1000	432.5	[]	[]	[12.958331, 8.912237, 9.522328, 9.777108]	[72, 111, 138, 158]	[]	[228109351, 228109390, 228109417, 228109437]
124_1110	chr19	17075319	17075719	+	1000	229.5	[7.673353]	[96]	[]	[]	[17075474]	[]
124_11101	chr8	109064074	109064474	+	1000	60.0	[]	[]	[9.329097]	[145]	[]	[109064298]
124_11104	chr9	122159533	122159933	+	1000	60.0	[8.2959585]	[119]	[]	[]	[122159720]	[]
124_11110	chr1	26036149	26036549	+	1000	59.5	[]	[]	[6.8398285]	[99]	[]	[26036311]
124_11117	chr1	208446390	208446790	+	1000	59.5	[6.56107]	[109]	[10.904808]	[123]	[208446591]	[208446605]
124_1112	chr11	69443384	69443784	+	1000	229.0	[]	[]	[7.284421, 13.844391]	[106, 108]	[]	[69443578, 69443580]
124_11121	chr10	101818266	101818666	+	1000	59.5	[9.277715]	[139]	[]	[]	[101818491]	[]
124_11122	chr10	113087387	113087787	+	1000	59.5	[]	[]	[9.742292]	[140]	[]	[113087597]
124_11128	chr11	62664698	62665098	+	1000	59.5	[7.283654]	[127]	[]	[]	[62664900]	[]
124_11132	chr11	122856728	122857128	+	1000	59.5	[9.727532, 9.591275, 6.9332414, 7.296999]	[83, 85, 111, 117]	[]	[]	[122856894, 122856896, 122856922, 122856928]	[]
124_11134	chr12	57230189	57230589	+	1000	59.5	[6.56107]	[107]	[]	[]	[57230348]	[]
124_11138	chr13	33542252	33542652	+	1000	59.5	[12.323013]	[162]	[12.4531765]	[80]	[33542502]	[33542420]
124_11141	chr14	58297996	58298396	+	1000	59.5	[10.540331]	[87]	[]	[]	[58298168]	[]
124_11143	chr14	77027671	77028071	+	1000	59.5	[]	[]	[10.628352, 8.855877]	[127, 142]	[]	[77027888, 77027903]
124_11145	chr14	95319472	95319872	+	1000	59.5	[6.8398285]	[130]	[11.110025]	[85]	[95319673]	[95319628]
124_11148	chr15	83206875	83207275	+	1000	59.5	[6.526993]	[195]	[9.087717, 9.654271]	[154, 177]	[83207126]	[83207085, 83207108]
124_11149	chr16	3264395	3264795	+	1000	59.5	[]	[]	[7.7370796]	[100]	[]	[3264579]
124_1115	chr17	36544797	36545197	+	1000	229.0	[7.166186, 15.82531]	[93, 99]	[7.042743]	[150]	[36544974, 36544980]	[36545031]
124_11154	chr16	89700996	89701396	+	1000	59.5	[11.84134, 8.297052, 13.088298]	[89, 93, 95]	[]	[]	[89701153, 89701157, 89701159]	[]
124_1116	chr19	45792809	45793209	+	1000	229.0	[]	[]	[13.844391]	[93]	[]	[45792998]
124_11160	chr17	51260199	51260599	+	1000	59.5	[11.031469]	[118]	[6.854853, 7.005281]	[131, 147]	[51260394]	[51260407, 51260423]
124_11162	chr17	77770565	77770965	+	1000	59.5	[8.376895, 8.160666, 8.414874]	[137, 184, 188]	[]	[]	[77770760, 77770807, 77770811]	[]
124_11163	chr18	478720	479120	+	1000	59.5	[13.090944]	[96]	[]	[]	[478898]	[]
124_11164	chr18	79611015	79611415	+	1000	59.5	[9.709036]	[139]	[10.209206]	[225]	[79611173]	[79611259]
124_11165	chr19	1252477	1252877	+	928	59.5	[7.8050995, 7.823025]	[209, 213]	[6.865229, 8.149014]	[190, 226]	[1252685, 1252689]	[1252666, 1252702]
124_11167	chr19	12834435	12834835	+	1000	59.5	[]	[]	[7.386388, 13.081168]	[124, 128]	[]	[12834618, 12834622]
124_11168	chr19	19776373	19776773	+	1000	59.5	[9.522328]	[144]	[]	[]	[19776572]	[]
124_11171	chr19	50315929	50316329	+	1000	59.5	[]	[]	[8.482947]	[120]	[]	[50316116]
124_1118	chr6	84052135	84052535	+	1000	229.0	[]	[]	[13.767925]	[103]	[]	[84052331]
124_11181	chr20	1965620	1966020	+	1000	59.5	[13.081168, 7.7197247]	[181, 185]	[7.0623603, 9.626775]	[96, 147]	[1965863, 1965867]	[1965778, 1965829]
124_11184	chr20	47872404	47872804	+	1000	59.5	[]	[]	[7.0828924]	[129]	[]	[47872613]
124_11185	chr20	62370029	62370429	+	1000	59.5	[8.376895, 12.335416, 14.247508]	[141, 143, 149]	[]	[]	[62370228, 62370230, 62370236]	[]
124_11186	chr22	19177866	19178266	+	1000	59.5	[7.728117]	[179]	[10.977412]	[130]	[19178097]	[19178048]
124_11202	chr4	139014825	139015225	+	1000	59.5	[8.920029]	[130]	[]	[]	[139015055]	[]
124_11206	chr5	178153696	178154096	+	1000	59.5	[9.554171]	[88]	[]	[]	[178153852]	[]
124_11209	chr6	36660841	36661241	+	1000	59.5	[7.524163, 6.787949]	[77, 105]	[]	[]	[36660994, 36661022]	[]
124_11213	chr6	89829603	89830003	+	1000	59.5	[]	[]	[8.093134]	[101]	[]	[89829780]
124_11219	chr7	100472764	100473164	+	1000	59.5	[9.237138]	[151]	[]	[]	[100472975]	[]
124_11224	chr8	10805250	10805650	+	1000	59.5	[]	[]	[10.900947, 8.656574]	[110, 150]	[]	[10805453, 10805493]
124_11230	chr8	142726393	142726793	+	1000	59.5	[9.277715]	[110]	[]	[]	[142726586]	[]
124_11233	chr9	129486692	129487092	+	1000	59.5	[]	[]	[11.123285]	[131]	[]	[129486909]
124_11238	chr1	26161258	26161658	+	1000	59.0	[10.497742, 11.416281]	[133, 184]	[13.090944]	[117]	[26161436, 26161487]	[26161420]
124_11239	chr1	28886837	28887237	+	1000	59.0	[7.761374]	[127]	[]	[]	[28887010]	[]
124_11242	chr1	85708128	85708528	+	1000	59.0	[7.764576]	[161]	[]	[]	[85708377]	[]
124_11245	chr1	155856868	155857268	+	1000	59.0	[7.0521564, 11.730531]	[95, 106]	[]	[]	[155857041, 155857052]	[]
124_11247	chr1	208207627	208208027	+	1000	59.0	[]	[]	[13.767925]	[118]	[]	[208207813]
124_11249	chr1	246425082	246425482	+	1000	59.0	[9.591275, 8.404391]	[78, 82]	[]	[]	[246425259, 246425263]	[]
