#PeakID(python scan_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_1370	chr19	4058325	4058725	+	1000	61.0	[12.520998, 7.5088573]	[108, 116]	[]	[]	[4058513, 4058521]	[]
293_1371	chr19	49363526	49363926	+	1000	61.0	[]	[]	[12.265705, 14.252311, 12.265705, 12.265705]	[102, 141, 162, 182]	[]	[49363682, 49363721, 49363742, 49363762]
293_1374	chr2	70717617	70718017	+	1000	61.0	[7.9705]	[93]	[9.052912]	[143]	[70717784]	[70717834]
293_1376	chr22	22729328	22729728	+	1000	61.0	[11.226776]	[141]	[]	[]	[22729546]	[]
293_1378	chr22	23065733	23066133	+	1000	61.0	[8.956747, 7.5940995, 7.315276]	[80, 132, 134]	[]	[]	[23065911, 23065963, 23065965]	[]
293_1380	chr3	43678222	43678622	+	1000	61.0	[14.252311]	[108]	[]	[]	[43678416]	[]
293_1381	chr4	82374099	82374499	+	1000	61.0	[7.5088573, 10.534392, 6.313181, 8.956747]	[90, 96, 125, 130]	[14.252311]	[177]	[82374257, 82374263, 82374292, 82374297]	[82374344]
293_1384	chr9	97238157	97238557	+	1000	61.0	[7.0663056]	[165]	[7.9705]	[102]	[97238375]	[97238312]
293_1387	chr9	135971845	135972245	+	1000	61.0	[]	[]	[9.788544]	[161]	[]	[135972078]
293_1390	chr1	11099723	11100123	+	1000	60.5	[]	[]	[10.534392, 12.520998]	[190, 230]	[]	[11099922, 11099962]
293_1392	chr1	43946519	43946919	+	1000	60.5	[]	[]	[7.2592225]	[202]	[]	[43946751]
293_1393	chr1	153566463	153566863	+	1000	60.5	[8.956747, 8.956747, 6.313181]	[132, 165, 200]	[]	[]	[153566628, 153566661, 153566696]	[]
293_1394	chr1	167869679	167870079	+	1000	60.5	[10.68806]	[107]	[]	[]	[167869846]	[]
293_1397	chr1	234866410	234866810	+	1000	60.5	[]	[]	[7.5088573]	[120]	[]	[234866618]
293_1398	chr10	71860954	71861354	+	1000	60.5	[]	[]	[12.265705, 7.643828]	[160, 168]	[]	[71861182, 71861190]
293_1399	chr10	72354818	72355218	+	1000	60.5	[7.022195, 7.5088573]	[93, 100]	[]	[]	[72354998, 72355005]	[]
293_1401	chr12	128823860	128824260	+	1000	60.5	[7.591329, 10.534392]	[135, 162]	[7.1055546]	[116]	[128824064, 128824091]	[128824045]
293_1402	chr16	1677973	1678373	+	1000	60.5	[]	[]	[7.9846697, 9.09216, 8.797619]	[88, 90, 94]	[]	[1678159, 1678161, 1678165]
293_1403	chr17	50372919	50373319	+	1000	60.5	[6.0706253, 8.786449]	[114, 119]	[]	[]	[50373093, 50373098]	[]
293_1404	chr19	12838256	12838656	+	1000	60.5	[8.956747, 7.5088573]	[55, 128]	[]	[]	[12838410, 12838483]	[]
293_1405	chr19	16111326	16111726	+	1000	60.5	[12.265705]	[108]	[10.534392, 7.9846697]	[176, 200]	[16111484]	[16111552, 16111576]
293_1406	chr19	18291791	18292191	+	1000	60.5	[12.520998, 9.792437]	[75, 110]	[]	[]	[18291951, 18291986]	[]
293_1408	chr19	49118732	49119132	+	1000	60.5	[6.7998433]	[142]	[]	[]	[49118933]	[]
293_1409	chr19	50376213	50376613	+	1000	60.5	[7.5088573]	[136]	[]	[]	[50376438]	[]
293_141	chr18	74147680	74148080	+	1000	153.5	[12.265705, 14.252311, 9.09216]	[71, 87, 132]	[]	[]	[74147848, 74147864, 74147909]	[]
293_1410	chr19	56125830	56126230	+	1000	60.5	[]	[]	[14.252311]	[100]	[]	[56126027]
293_1412	chr2	86440705	86441105	+	1000	60.5	[8.786449]	[88]	[]	[]	[86440881]	[]
293_1414	chr22	20013374	20013774	+	1000	60.5	[]	[]	[9.495462]	[121]	[]	[20013554]
293_1415	chr22	20656613	20657013	+	1000	60.5	[7.5940995]	[140]	[]	[]	[20656825]	[]
293_1417	chr22	23086620	23087020	+	1000	60.5	[]	[]	[12.520998]	[112]	[]	[23086789]
293_1419	chr22	23161583	23161983	+	1000	60.5	[7.643828]	[194]	[]	[]	[23161789]	[]
293_1420	chr3	47282422	47282822	+	1000	60.5	[]	[]	[8.786449]	[153]	[]	[47282670]
293_1423	chr9	38068715	38069115	+	1000	60.5	[12.265705]	[138]	[]	[]	[38068916]	[]
293_1424	chr9	95875763	95876163	+	1000	60.5	[]	[]	[6.1098485]	[149]	[]	[95875997]
293_1428	chr1	15526543	15526943	+	1000	60.0	[7.801938]	[171]	[]	[]	[15526718]	[]
293_143	chr20	31572812	31573212	+	1000	152.5	[10.534392]	[72]	[]	[]	[31572981]	[]
293_1430	chr1	45012541	45012941	+	1000	60.0	[]	[]	[7.1055546, 7.5940995]	[122, 190]	[]	[45012712, 45012780]
293_1433	chr10	30682401	30682801	+	1000	60.0	[14.252311, 12.520998]	[127, 139]	[]	[]	[30682568, 30682580]	[]
293_1434	chr10	102112353	102112753	+	1000	60.0	[10.68806, 12.520998, 7.9846697, 10.534392]	[170, 191, 193, 197]	[7.9846697, 10.0477295, 14.252311]	[102, 104, 119]	[102112575, 102112596, 102112598, 102112602]	[102112507, 102112509, 102112524]
293_1436	chr11	76381007	76381407	+	1000	60.0	[10.534392]	[69]	[14.252311]	[129]	[76381176]	[76381236]
293_144	chr5	135386963	135387363	+	1000	152.5	[]	[]	[11.779043]	[152]	[]	[135387187]
293_1440	chr12	124940653	124941053	+	1000	60.0	[11.779043]	[82]	[12.265705]	[91]	[124940814]	[124940823]
293_1444	chr18	987535	987935	+	1000	60.0	[14.252311]	[218]	[]	[]	[987779]	[]
293_1445	chr19	55674952	55675352	+	1000	60.0	[]	[]	[10.534392, 7.9705, 10.534392]	[131, 136, 151]	[]	[55675161, 55675166, 55675181]
293_1446	chr2	10254086	10254486	+	1000	60.0	[]	[]	[12.520998, 14.252311]	[128, 138]	[]	[10254280, 10254290]
293_1448	chr20	31723558	31723958	+	1000	60.0	[7.5940995]	[115]	[]	[]	[31723761]	[]
293_1449	chr21	38831592	38831992	+	1000	60.0	[8.956747]	[190]	[]	[]	[38831842]	[]
293_145	chr3	36993271	36993671	+	1000	151.0	[]	[]	[12.520998]	[60]	[]	[36993425]
293_1453	chr22	23089255	23089655	+	1000	60.0	[]	[]	[10.7842245]	[146]	[]	[23089416]
293_1456	chr3	13013041	13013441	+	1000	60.0	[7.5940995, 14.252311, 7.5940995]	[97, 108, 146]	[]	[]	[13013238, 13013249, 13013287]	[]
293_1457	chr3	38454224	38454624	+	1000	60.0	[]	[]	[7.1055546]	[135]	[]	[38454455]
293_1460	chr6	28161575	28161975	+	1000	60.0	[9.792437]	[73]	[]	[]	[28161738]	[]
293_1461	chr7	5598841	5599241	+	1000	60.0	[]	[]	[7.9846697, 12.520998, 7.1055546]	[72, 74, 79]	[]	[5599009, 5599011, 5599016]
293_1462	chr7	66075732	66076132	+	1000	60.0	[]	[]	[12.265705]	[79]	[]	[66075887]
293_1463	chr8	85659952	85660352	+	1000	60.0	[7.5940995]	[92]	[]	[]	[85660142]	[]
293_1464	chr9	130797469	130797869	+	1000	60.0	[7.801938]	[131]	[]	[]	[130797657]	[]
293_1465	chr9	130870486	130870886	+	1000	60.0	[]	[]	[7.846622]	[99]	[]	[130870672]
293_1466	chr9	131119706	131120106	+	1000	60.0	[]	[]	[7.801938, 7.5940995]	[99, 150]	[]	[131119884, 131119935]
293_1468	chr1	23597042	23597442	+	1000	59.5	[8.214792]	[116]	[]	[]	[23597236]	[]
293_1469	chr1	45339930	45340330	+	1000	59.5	[10.534392]	[178]	[]	[]	[45340159]	[]
293_1475	chr11	66002018	66002418	+	1000	59.5	[8.956747]	[109]	[]	[]	[66002185]	[]
293_1476	chr15	82647475	82647875	+	1000	59.5	[6.7998433, 9.495462, 12.265705, 10.534392]	[172, 179, 199, 224]	[]	[]	[82647674, 82647681, 82647701, 82647726]	[]
293_1478	chr16	81495784	81496184	+	1000	59.5	[]	[]	[7.591329]	[130]	[]	[81496009]
293_1479	chr16	84504571	84504971	+	1000	59.5	[]	[]	[9.788544, 7.2199736, 7.9705, 10.534392]	[67, 120, 140, 152]	[]	[84504728, 84504781, 84504801, 84504813]
293_1481	chr2	169694350	169694750	+	1000	59.5	[]	[]	[7.801938, 6.7998433]	[163, 170]	[]	[169694546, 169694553]
293_1482	chr2	170973510	170973910	+	1000	59.5	[]	[]	[10.534392]	[79]	[]	[170973676]
293_1483	chr20	29781997	29782397	+	1000	59.5	[7.643828]	[60]	[]	[]	[29782151]	[]
293_1487	chr22	21910324	21910724	+	1000	59.5	[]	[]	[12.520998]	[81]	[]	[21910496]
293_1488	chr22	22600810	22601210	+	1000	59.5	[7.9846697]	[124]	[]	[]	[22600961]	[]
293_149	chr1	28581733	28582133	+	1000	148.5	[14.252311]	[92]	[]	[]	[28581919]	[]
293_1492	chr6	31821341	31821741	+	1000	59.5	[]	[]	[7.0663056]	[155]	[]	[31821514]
293_1493	chr6	33788999	33789399	+	1000	59.5	[7.9705]	[126]	[10.534392]	[166]	[33789154]	[33789194]
293_1495	chr6	158003985	158004385	+	1000	59.5	[7.5940995]	[73]	[]	[]	[158004138]	[]
293_1497	chr7	103074689	103075089	+	1000	59.5	[8.797619]	[151]	[7.591329, 10.534392, 12.265705, 7.0663056]	[63, 85, 95, 127]	[103074928]	[103074840, 103074862, 103074872, 103074904]
293_1498	chr7	112450219	112450619	+	1000	59.5	[10.534392, 6.0706253]	[167, 229]	[]	[]	[112450394, 112450456]	[]
293_150	chr16	10648417	10648817	+	1000	148.5	[12.265705]	[142]	[]	[]	[10648620]	[]
293_1502	chr9	131066699	131067099	+	1000	59.5	[10.7842245, 10.0477295]	[110, 114]	[]	[]	[131066891, 131066895]	[]
293_1504	chr1	109100092	109100492	+	1000	59.0	[9.09216]	[163]	[6.313181]	[95]	[109100336]	[109100268]
293_1505	chr1	185152148	185152548	+	1000	59.0	[12.520998]	[208]	[]	[]	[185152398]	[]
293_1506	chr1	204859965	204860365	+	1000	59.0	[10.7842245]	[72]	[]	[]	[204860131]	[]
293_1508	chr10	43105457	43105857	+	1000	59.0	[7.1055546, 10.534392, 9.09216]	[53, 58, 129]	[]	[]	[43105609, 43105614, 43105685]	[]
293_1510	chr10	102151960	102152360	+	1000	59.0	[7.5088573]	[142]	[8.797619]	[89]	[102152188]	[102152135]
293_1511	chr11	6234537	6234937	+	1000	59.0	[7.5940995]	[135]	[]	[]	[6234747]	[]
293_1513	chr11	69675069	69675469	+	1000	59.0	[7.1055546]	[109]	[]	[]	[69675251]	[]
293_1514	chr12	96082912	96083312	+	1000	59.0	[]	[]	[6.3204575]	[105]	[]	[96083078]
293_1516	chr19	35248498	35248898	+	1000	59.0	[8.956747, 9.052912]	[136, 174]	[]	[]	[35248688, 35248726]	[]
293_1517	chr19	38304873	38305273	+	1000	59.0	[7.1055546]	[152]	[]	[]	[38305073]	[]
293_1518	chr19	49712339	49712739	+	1000	59.0	[]	[]	[12.265705, 12.265705, 14.252311, 7.846622, 12.265705, 12.265705]	[64, 81, 115, 121, 140, 155]	[]	[49712497, 49712514, 49712548, 49712554, 49712573, 49712588]
293_1520	chr21	25735044	25735444	+	1000	59.0	[]	[]	[7.591329]	[219]	[]	[25735294]
293_1522	chr22	20509008	20509408	+	1000	59.0	[]	[]	[9.577935]	[155]	[]	[20509213]
293_1524	chr22	22796165	22796565	+	1000	59.0	[]	[]	[10.823473]	[103]	[]	[22796325]
293_1527	chr5	134904716	134905116	+	1000	59.0	[]	[]	[7.5940995, 6.149097]	[102, 165]	[]	[134904891, 134904954]
293_1529	chr6	3118223	3118623	+	1000	59.0	[]	[]	[10.534392]	[189]	[]	[3118447]
293_1530	chr6	28354158	28354558	+	1000	59.0	[9.495462, 7.9846697]	[158, 160]	[]	[]	[28354396, 28354398]	[]
293_1531	chr6	30326715	30327115	+	1000	59.0	[]	[]	[10.534392, 6.7998433]	[109, 115]	[]	[30326912, 30326918]
293_1532	chr6	42929285	42929685	+	1000	59.0	[]	[]	[7.0663056]	[107]	[]	[42929436]
293_1533	chr6	107510010	107510410	+	1000	59.0	[]	[]	[9.788544, 14.252311]	[129, 180]	[]	[107510197, 107510248]
293_1534	chr6	149717602	149718002	+	1000	59.0	[]	[]	[12.265705]	[81]	[]	[149717770]
293_1536	chr7	23474206	23474606	+	1000	59.0	[]	[]	[10.534392]	[177]	[]	[23474394]
293_1538	chr9	130743063	130743463	+	1000	59.0	[7.022195]	[177]	[]	[]	[130743312]	[]
293_1539	chr9	130857120	130857520	+	1000	59.0	[7.643828]	[116]	[]	[]	[130857328]	[]
293_154	chr5	154653867	154654267	+	1000	147.5	[9.09216, 6.483479]	[105, 109]	[]	[]	[154654066, 154654070]	[]
293_1542	chr9	131134009	131134409	+	1000	59.0	[9.788544]	[209]	[]	[]	[131134233]	[]
293_1543	chr9	131161621	131162021	+	1000	59.0	[7.315276]	[133]	[]	[]	[131161847]	[]
293_1544	chr9	135421295	135421695	+	1000	59.0	[8.214792, 9.052912]	[82, 86]	[]	[]	[135421458, 135421462]	[]
293_1545	chr9	137218872	137219272	+	1000	59.0	[7.5088573, 9.09216]	[82, 86]	[8.956747]	[143]	[137219048, 137219052]	[137219109]
293_1547	chr1	28642871	28643271	+	1000	58.5	[6.0706253]	[189]	[]	[]	[28643101]	[]
293_1548	chr1	40097091	40097491	+	1000	58.5	[7.5088573]	[122]	[12.265705]	[134]	[40097285]	[40097297]
293_155	chr2	27050614	27051014	+	1000	147.0	[]	[]	[12.265705]	[140]	[]	[27050825]
293_1551	chr11	10750944	10751344	+	1000	58.5	[]	[]	[7.2592225]	[217]	[]	[10751185]
293_1552	chr11	12674030	12674430	+	1000	58.5	[7.5088573]	[118]	[]	[]	[12674232]	[]
293_1553	chr11	72434346	72434746	+	1000	58.5	[]	[]	[9.495462]	[140]	[]	[72434568]
293_1554	chr11	103109181	103109581	+	1000	58.5	[7.591329]	[150]	[]	[]	[103109377]	[]
293_1557	chr16	1705922	1706322	+	1000	58.5	[]	[]	[7.0663056]	[143]	[]	[1706162]
293_1558	chr16	25257371	25257771	+	1000	58.5	[10.534392]	[117]	[12.520998]	[96]	[25257563]	[25257542]
293_1560	chr17	16285952	16286352	+	1000	58.5	[]	[]	[9.495462, 9.792437]	[97, 155]	[]	[16286121, 16286179]
293_1561	chr17	47970933	47971333	+	1000	58.5	[]	[]	[10.534392, 7.1055546, 9.788544, 10.823473]	[92, 97, 144, 163]	[]	[47971099, 47971104, 47971151, 47971170]
293_1564	chr19	9834807	9835207	+	1000	58.5	[]	[]	[9.09216, 7.591329, 7.1055546]	[83, 144, 156]	[]	[9834982, 9835043, 9835055]
293_1565	chr19	17215134	17215534	+	1000	58.5	[]	[]	[7.846622]	[155]	[]	[17215383]
293_1566	chr19	46413479	46413879	+	1000	58.5	[8.214792, 10.68806, 8.956747]	[115, 152, 177]	[14.252311]	[191]	[46413640, 46413677, 46413702]	[46413716]
293_1568	chr2	130372416	130372816	+	1000	58.5	[12.265705, 12.265705]	[92, 126]	[]	[]	[130372601, 130372635]	[]
293_1569	chr2	239401549	239401949	+	1000	58.5	[6.7998433]	[92]	[14.252311, 11.226776]	[127, 134]	[239401723]	[239401758, 239401765]
293_1570	chr20	53608362	53608762	+	1000	58.5	[14.252311, 6.483479, 14.252311]	[108, 112, 168]	[7.315276]	[91]	[53608531, 53608535, 53608591]	[53608514]
293_1571	chr21	43768075	43768475	+	1000	58.5	[7.9705]	[181]	[7.5940995]	[98]	[43768312]	[43768229]
293_1572	chr22	19291088	19291488	+	1000	58.5	[]	[]	[12.265705]	[144]	[]	[19291248]
293_1578	chr22	36451745	36452145	+	1000	58.5	[7.5940995, 11.779043, 12.520998]	[128, 141, 158]	[]	[]	[36451961, 36451974, 36451991]	[]
293_1579	chr3	196528731	196529131	+	1000	58.5	[12.265705]	[187]	[10.68806]	[117]	[196528981]	[196528911]
293_1582	chr5	173888029	173888429	+	1000	58.5	[]	[]	[7.662525, 12.265705, 8.057231]	[152, 173, 222]	[]	[173888198, 173888219, 173888268]
293_1584	chr6	26538132	26538532	+	1000	58.5	[6.0706253]	[100]	[]	[]	[26538320]	[]
293_1588	chr7	73822396	73822796	+	1000	58.5	[]	[]	[12.265705]	[131]	[]	[73822601]
293_1589	chr7	74254238	74254638	+	1000	58.5	[10.534392]	[135]	[]	[]	[74254441]	[]
293_159	chr20	54065643	54066043	+	1000	144.5	[]	[]	[9.495462, 14.252311]	[60, 117]	[]	[54065798, 54065855]
293_1592	chr9	131149011	131149411	+	1000	58.5	[]	[]	[7.643828]	[129]	[]	[131149206]
293_1594	chr1	10430221	10430621	+	1000	58.0	[]	[]	[7.5088573]	[106]	[]	[10430390]
293_1595	chr1	16727576	16727976	+	1000	58.0	[]	[]	[7.315276, 7.5940995]	[136, 138]	[]	[16727807, 16727809]
293_1596	chr1	52842576	52842976	+	1000	58.0	[]	[]	[7.801938]	[134]	[]	[52842780]
293_1598	chr1	112466066	112466466	+	1000	58.0	[10.534392]	[127]	[]	[]	[112466272]	[]
293_160	chr22	20865910	20866310	+	1000	144.5	[9.788544]	[106]	[]	[]	[20866099]	[]
293_1600	chr1	148334489	148334889	+	1000	58.0	[7.591329]	[169]	[]	[]	[148334714]	[]
293_1601	chr11	537197	537597	+	1000	58.0	[10.534392]	[84]	[12.265705]	[109]	[537374]	[537399]
293_1602	chr11	727922	728322	+	1000	58.0	[7.5940995, 7.9705]	[117, 177]	[8.956747]	[137]	[728092, 728152]	[728112]
293_1604	chr16	2340893	2341293	+	1000	58.0	[10.7842245]	[153]	[]	[]	[2341102]	[]
293_1605	chr16	15094132	15094532	+	1000	58.0	[7.5940995]	[69]	[6.766902]	[139]	[15094289]	[15094359]
293_1607	chr16	84594083	84594483	+	1000	58.0	[]	[]	[10.534392]	[205]	[]	[84594316]
293_1608	chr17	40013801	40014201	+	1000	58.0	[]	[]	[14.252311]	[146]	[]	[40014020]
293_161	chr6	31795815	31796215	+	1000	144.0	[12.520998]	[150]	[]	[]	[31796046]	[]
293_1610	chr19	14074129	14074529	+	1000	58.0	[]	[]	[7.9705]	[100]	[]	[14074325]
293_1612	chr19	39480517	39480917	+	1000	58.0	[8.061124, 8.956747]	[183, 188]	[]	[]	[39480759, 39480764]	[]
293_1616	chr21	36320638	36321038	+	1000	58.0	[7.5940995]	[138]	[]	[]	[36320834]	[]
293_1618	chr22	20456332	20456732	+	1000	58.0	[8.956747, 9.577935, 9.577935]	[105, 114, 139]	[]	[]	[20456494, 20456503, 20456528]	[]
293_162	chr6	157518631	157519031	+	1000	144.0	[]	[]	[11.226776]	[123]	[]	[157518851]
293_1622	chr22	22996683	22997083	+	1000	58.0	[10.0477295]	[205]	[]	[]	[22996908]	[]
293_1625	chr22	23217215	23217615	+	1000	58.0	[7.643828]	[151]	[]	[]	[23217386]	[]
293_1626	chr22	23257332	23257732	+	1000	58.0	[]	[]	[7.022195]	[182]	[]	[23257535]
293_1628	chr3	152850153	152850553	+	1000	58.0	[]	[]	[14.252311]	[114]	[]	[152850366]
293_1629	chr3	194003191	194003591	+	1000	58.0	[]	[]	[7.0663056, 7.2592225]	[191, 195]	[]	[194003415, 194003419]
293_1633	chr5	149605976	149606376	+	1000	58.0	[11.779043, 14.252311]	[89, 136]	[]	[]	[149606153, 149606200]	[]
293_1634	chr6	32968197	32968597	+	1000	58.0	[7.0663056]	[200]	[8.956747]	[157]	[32968446]	[32968403]
293_1636	chr8	66667020	66667420	+	1000	58.0	[7.846622, 12.520998, 9.792437]	[62, 67, 124]	[]	[]	[66667176, 66667181, 66667238]	[]
293_1642	chrX	78103843	78104243	+	1000	58.0	[7.5088573]	[70]	[]	[]	[78103999]	[]
293_1643	chrY	11295403	11295803	+	1000	58.0	[7.643828, 7.643828]	[115, 130]	[]	[]	[11295610, 11295625]	[]
293_1646	chr1	25708127	25708527	+	1000	57.5	[]	[]	[7.2592225]	[127]	[]	[25708333]
293_1647	chr1	31548584	31548984	+	1000	57.5	[6.7998433, 7.5940995]	[114, 142]	[]	[]	[31548759, 31548787]	[]
293_1648	chr1	46719006	46719406	+	1000	57.5	[]	[]	[8.057231]	[162]	[]	[46719214]
293_165	chr19	12806385	12806785	+	1000	142.5	[]	[]	[9.792437]	[91]	[]	[12806552]
293_1651	chr10	14837901	14838301	+	1000	57.5	[]	[]	[7.5088573]	[136]	[]	[14838117]
293_1654	chr10	72308578	72308978	+	1000	57.5	[]	[]	[12.520998]	[206]	[]	[72308812]
293_1655	chr11	18526732	18527132	+	1000	57.5	[10.823473]	[82]	[]	[]	[18526896]	[]
293_1656	chr11	59547717	59548117	+	1000	57.5	[]	[]	[7.022195]	[92]	[]	[59547882]
293_1657	chr15	63792916	63793316	+	1000	57.5	[8.797619]	[81]	[]	[]	[63793091]	[]
293_1658	chr16	67841892	67842292	+	1000	57.5	[12.265705]	[175]	[]	[]	[67842072]	[]
293_1659	chr19	3505755	3506155	+	1000	57.5	[12.265705]	[158]	[]	[]	[3505976]	[]
293_166	chr15	90648281	90648681	+	1000	142.0	[]	[]	[7.5940995]	[136]	[]	[90648457]
293_1660	chr2	72090320	72090720	+	1000	57.5	[9.577935]	[174]	[]	[]	[72090567]	[]
293_1661	chr2	105398871	105399271	+	1000	57.5	[7.0663056]	[115]	[]	[]	[105399067]	[]
293_1662	chr2	219177831	219178231	+	1000	57.5	[7.5940995, 8.214792]	[155, 157]	[]	[]	[219178012, 219178014]	[]
293_1663	chr22	19679648	19680048	+	1000	57.5	[12.520998]	[85]	[9.09216]	[97]	[19679833]	[19679845]
293_1664	chr22	20157097	20157497	+	1000	57.5	[8.956747]	[193]	[]	[]	[20157296]	[]
293_1666	chr22	21622449	21622849	+	1000	57.5	[7.5940995]	[156]	[]	[]	[21622653]	[]
293_1669	chr22	22705718	22706118	+	1000	57.5	[8.786449, 9.495462]	[57, 121]	[]	[]	[22705874, 22705938]	[]
293_167	chr2	9142663	9143063	+	1000	141.5	[]	[]	[12.520998]	[76]	[]	[9142816]
293_1674	chr22	23269799	23270199	+	1000	57.5	[]	[]	[10.68806]	[90]	[]	[23269965]
293_1675	chr3	4825809	4826209	+	1000	57.5	[]	[]	[8.836867]	[158]	[]	[4826056]
293_1676	chr6	25991899	25992299	+	1000	57.5	[]	[]	[7.1055546]	[148]	[]	[25992070]
293_1677	chr6	31769817	31770217	+	1000	57.5	[9.495462, 7.9846697]	[202, 204]	[8.956747]	[156]	[31770033, 31770035]	[31769987]
293_1678	chr6	158704299	158704699	+	1000	57.5	[]	[]	[8.057231]	[173]	[]	[158704531]
293_1679	chr7	1855093	1855493	+	1000	57.5	[10.7842245, 14.252311]	[58, 96]	[]	[]	[1855250, 1855288]	[]
293_168	chr21	33641626	33642026	+	1000	141.5	[]	[]	[10.534392, 7.5088573]	[76, 158]	[]	[33641792, 33641874]
293_1681	chr7	139090918	139091318	+	1000	57.5	[12.520998]	[152]	[]	[]	[139091113]	[]
293_1682	chr7	156640387	156640787	+	1000	57.5	[]	[]	[10.534392, 7.643828, 12.265705, 10.534392]	[93, 121, 132, 165]	[]	[156640564, 156640592, 156640603, 156640636]
293_1683	chr9	37784789	37785189	+	1000	57.5	[8.786449]	[121]	[]	[]	[37784948]	[]
293_1684	chr9	89318253	89318653	+	1000	57.5	[]	[]	[7.1055546]	[102]	[]	[89318446]
293_1686	chr9	128881931	128882331	+	1000	57.5	[]	[]	[7.5088573]	[95]	[]	[128882119]
293_1688	chr9	131099793	131100193	+	1000	57.5	[12.520998, 10.534392]	[164, 169]	[]	[]	[131100015, 131100020]	[]
293_169	chr6	4620643	4621043	+	1000	141.0	[]	[]	[12.265705]	[102]	[]	[4620841]
293_1693	chr1	11749151	11749551	+	1000	57.0	[]	[]	[9.052912]	[118]	[]	[11749366]
293_1695	chr1	58784404	58784804	+	1000	57.0	[7.9846697]	[154]	[7.0663056]	[176]	[58784632]	[58784654]
293_1696	chr1	116569699	116570099	+	1000	57.0	[12.265705]	[116]	[]	[]	[116569890]	[]
293_1699	chr1	156586892	156587292	+	1000	57.0	[12.520998, 12.520998]	[115, 145]	[]	[]	[156587104, 156587134]	[]
293_1701	chr1	247856930	247857330	+	1000	57.0	[7.846622]	[142]	[14.252311, 12.265705]	[102, 169]	[247857138]	[247857098, 247857165]
293_1702	chr10	73495351	73495751	+	1000	57.0	[8.786449, 7.5088573]	[124, 161]	[]	[]	[73495552, 73495589]	[]
293_1703	chr11	5280617	5281017	+	1000	57.0	[]	[]	[6.0706253, 7.9846697, 12.520998]	[118, 122, 124]	[]	[5280823, 5280827, 5280829]
293_1704	chr11	117143928	117144328	+	1000	57.0	[]	[]	[14.252311]	[189]	[]	[117144147]
293_1705	chr12	93912274	93912674	+	1000	57.0	[12.520998]	[151]	[]	[]	[93912519]	[]
293_1706	chr13	107910638	107911038	+	1000	57.0	[14.252311]	[201]	[]	[]	[107910854]	[]
293_1708	chr16	2968900	2969300	+	1000	57.0	[7.5940995]	[172]	[]	[]	[2969121]	[]
293_1709	chr16	11927379	11927779	+	1000	57.0	[]	[]	[7.5940995, 9.495462]	[76, 148]	[]	[11927553, 11927625]
293_171	chr22	21567410	21567810	+	1000	140.5	[10.534392, 8.956747]	[189, 202]	[]	[]	[21567645, 21567658]	[]
293_1710	chr16	25106970	25107370	+	1000	57.0	[8.061124]	[133]	[]	[]	[25107163]	[]
293_1711	chr17	59786766	59787166	+	1000	57.0	[14.252311]	[160]	[]	[]	[59786970]	[]
293_1712	chr19	1632976	1633376	+	1000	57.0	[7.591329, 10.823473]	[84, 166]	[]	[]	[1633134, 1633216]	[]
293_1714	chr19	49641732	49642132	+	1000	57.0	[10.534392]	[182]	[]	[]	[49641952]	[]
293_1715	chr21	34615091	34615491	+	1000	57.0	[10.534392]	[159]	[]	[]	[34615320]	[]
293_1718	chr22	21621794	21622194	+	1000	57.0	[10.68806]	[208]	[7.5940995]	[178]	[21622038]	[21622008]
293_1719	chr22	22604533	22604933	+	1000	57.0	[8.956747]	[72]	[]	[]	[22604703]	[]
293_172	chr7	104984039	104984439	+	1000	140.5	[6.766902]	[149]	[]	[]	[104984264]	[]
293_1723	chr3	33791580	33791980	+	1000	57.0	[]	[]	[9.577935]	[116]	[]	[33791758]
293_1724	chr3	196145716	196146116	+	1000	57.0	[]	[]	[14.252311, 12.520998]	[86, 155]	[]	[196145895, 196145964]
293_1725	chr4	128060895	128061295	+	1000	57.0	[7.5088573]	[94]	[10.534392]	[183]	[128061052]	[128061141]
293_1726	chr6	30516012	30516412	+	1000	57.0	[7.5088573]	[118]	[10.0477295]	[146]	[30516183]	[30516211]
293_1727	chr6	34247883	34248283	+	1000	57.0	[]	[]	[12.520998]	[148]	[]	[34248106]
293_1729	chr7	116526139	116526539	+	1000	57.0	[]	[]	[14.252311]	[75]	[]	[116526304]
293_173	chr9	37120259	37120659	+	1000	140.5	[]	[]	[10.534392]	[111]	[]	[37120460]
293_1730	chr9	37800495	37800895	+	1000	57.0	[7.5940995]	[117]	[]	[]	[37800691]	[]
293_1731	chr9	130853314	130853714	+	1000	57.0	[]	[]	[6.3597064]	[216]	[]	[130853556]
293_1734	chr1	2684011	2684411	+	1000	56.5	[10.7842245]	[88]	[]	[]	[2684190]	[]
293_1735	chr1	11979921	11980321	+	1000	56.5	[12.265705, 7.5088573, 10.534392]	[100, 137, 152]	[]	[]	[11980082, 11980119, 11980134]	[]
293_1736	chr1	20507945	20508345	+	1000	56.5	[7.9705]	[80]	[]	[]	[20508108]	[]
293_1738	chr1	31815844	31816244	+	1000	56.5	[]	[]	[7.5088573]	[153]	[]	[31816061]
