#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT5A_idr.fa STAT5A --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
133_1174	chr2	240612847	240613247	+	1000	215.0	[11.842608]	[84]	[14.173678]	[84]	[240613026]	[240613026]
133_11746	chr2	26359907	26360307	+	1000	55.0	[]	[]	[6.626151]	[105]	[]	[26360063]
133_11753	chr2	65382872	65383272	+	966	55.0	[7.2345104]	[117]	[]	[]	[65383079]	[]
133_11757	chr2	90391328	90391728	+	919	55.0	[]	[]	[6.244324]	[87]	[]	[90391513]
133_11760	chr2	112692522	112692922	+	1000	55.0	[8.610671]	[125]	[]	[]	[112692733]	[]
133_11762	chr2	127811122	127811522	+	1000	55.0	[]	[]	[6.152699]	[126]	[]	[127811327]
133_11768	chr2	177212083	177212483	+	1000	55.0	[]	[]	[9.942509]	[210]	[]	[177212308]
133_11787	chr21	45592324	45592724	+	1000	55.0	[10.243763]	[122]	[8.446286]	[122]	[45592545]	[45592545]
133_11789	chr22	20938216	20938616	+	1000	55.0	[]	[]	[6.438388]	[86]	[]	[20938391]
133_11840	chr5	10249963	10250363	+	1000	55.0	[6.650434]	[75]	[10.822035]	[75]	[10250138]	[10250138]
133_11844	chr5	69234532	69234932	+	1000	55.0	[6.7911124]	[135]	[9.761809]	[135]	[69234689]	[69234689]
133_11852	chr5	112976307	112976707	+	1000	55.0	[13.548076]	[120]	[6.7182117]	[120]	[112976501]	[112976501]
133_11853	chr5	132495635	132496035	+	871	55.0	[]	[]	[7.2818418]	[208]	[]	[132495857]
133_11869	chr6	13407824	13408224	+	1000	55.0	[10.412417]	[92]	[]	[]	[13408009]	[]
133_11889	chr6	99425794	99426194	+	1000	55.0	[10.022524]	[128]	[11.820001]	[128]	[99425989]	[99425989]
133_11895	chr6	146770969	146771369	+	1000	55.0	[6.6278257]	[152]	[6.6708803]	[152]	[146771199]	[146771199]
133_11901	chr7	12719094	12719494	+	1000	55.0	[6.612033, 8.496579]	[94, 133]	[]	[]	[12719284, 12719323]	[]
133_11910	chr7	104982432	104982832	+	1000	55.0	[7.57549]	[96]	[]	[]	[104982628]	[]
133_11913	chr7	129367632	129368032	+	1000	55.0	[8.133142]	[147]	[9.461782]	[137]	[129367799]	[129367789]
133_11917	chr7	143263291	143263691	+	1000	55.0	[10.022524]	[85]	[11.820001]	[85]	[143263465]	[143263465]
133_1192	chr11	59968039	59968439	+	1000	213.0	[8.11152]	[106]	[]	[]	[59968242]	[]
133_11925	chr8	144078369	144078769	+	889	55.0	[6.8599873]	[135]	[]	[]	[144078601]	[]
133_11927	chr9	77926630	77927030	+	1000	55.0	[9.136207, 9.136207]	[91, 107]	[]	[]	[77926812, 77926828]	[]
133_11949	chr1	1398080	1398480	+	1000	54.0	[]	[]	[10.7095785]	[143]	[]	[1398305]
133_11955	chr1	25430256	25430656	+	1000	54.0	[6.301925]	[133]	[9.213665]	[133]	[25430417]	[25430417]
133_11983	chr1	156895003	156895403	+	1000	54.0	[10.412417]	[152]	[]	[]	[156895231]	[]
133_11989	chr1	168178607	168179007	+	1000	54.0	[6.136779]	[137]	[]	[]	[168178825]	[]
133_12015	chr10	60353458	60353858	+	1000	54.0	[6.410166]	[175]	[8.588062]	[159]	[60353702]	[60353686]
133_12017	chr10	70331721	70332121	+	1000	54.0	[]	[]	[6.8476133]	[95]	[]	[70331894]
133_12019	chr10	75231509	75231909	+	1000	54.0	[6.4050674]	[202]	[7.9018755]	[202]	[75231747]	[75231747]
133_12025	chr11	11843222	11843622	+	1000	54.0	[8.185572]	[150]	[]	[]	[11843471]	[]
133_12030	chr11	62560594	62560994	+	1000	54.0	[11.382891]	[104]	[6.704043]	[104]	[62560784]	[62560784]
133_12031	chr11	65988955	65989355	+	1000	54.0	[6.3577366]	[135]	[]	[]	[65989170]	[]
133_12071	chr15	74541844	74542244	+	1000	54.0	[6.612033]	[132]	[]	[]	[74542074]	[]
133_12101	chr19	39402548	39402948	+	1000	54.0	[6.159387]	[127]	[8.045571, 7.864854]	[127, 128]	[39402758]	[39402758, 39402759]
133_12105	chr19	54162512	54162912	+	1000	54.0	[10.869366, 6.1571608]	[69, 97]	[13.5706835]	[69]	[54162674, 54162702]	[54162674]
133_12106	chr19	58279282	58279682	+	1000	54.0	[14.173678]	[88]	[11.842608]	[88]	[58279469]	[58279469]
133_12111	chr2	64017684	64018084	+	1000	54.0	[10.869366]	[120]	[13.5706835]	[120]	[64017884]	[64017884]
133_12121	chr2	149586079	149586479	+	1000	54.0	[]	[]	[6.438388]	[133]	[]	[149586256]
133_12152	chr22	21573307	21573707	+	1000	54.0	[7.43074]	[139]	[9.122182]	[139]	[21573487]	[21573487]
133_12158	chr22	21806158	21806558	+	1000	54.0	[]	[]	[8.11152]	[173]	[]	[21806397]
133_12160	chr22	22019957	22020357	+	1000	54.0	[8.490457]	[159]	[]	[]	[22020207]	[]
133_12175	chr3	9793375	9793775	+	1000	54.0	[]	[]	[11.489884]	[171]	[]	[9793581]
133_12191	chr3	124576857	124577257	+	1000	54.0	[10.822035]	[168]	[6.650434]	[168]	[124577050]	[124577050]
133_12196	chr3	171967146	171967546	+	1000	54.0	[6.136779]	[161]	[]	[]	[171967388]	[]
133_12197	chr3	185937830	185938230	+	1000	54.0	[10.412417]	[147]	[7.57549]	[165]	[185938060]	[185938078]
133_12204	chr4	76147582	76147982	+	1000	54.0	[8.40951]	[70]	[]	[]	[76147737]	[]
133_12206	chr4	88758308	88758708	+	1000	54.0	[]	[]	[9.245797]	[145]	[]	[88758550]
133_12207	chr4	102620676	102621076	+	1000	54.0	[13.548076]	[132]	[6.7182117]	[132]	[102620879]	[102620879]
133_12216	chr5	39158173	39158573	+	1000	54.0	[6.4975696]	[64]	[]	[]	[39158329]	[]
133_12219	chr5	54786200	54786600	+	930	54.0	[7.9018755, 6.8825955]	[79, 149]	[6.4050674, 8.632995]	[79, 149]	[54786368, 54786438]	[54786368, 54786438]
133_12220	chr5	76608924	76609324	+	1000	54.0	[10.266372]	[87]	[12.597441]	[87]	[76609106]	[76609106]
133_12236	chr6	26021457	26021857	+	1000	54.0	[]	[]	[10.94174]	[162]	[]	[26021666]
133_12241	chr6	31083775	31084175	+	1000	54.0	[8.496579]	[104]	[]	[]	[31083953]	[]
133_12248	chr6	82989012	82989412	+	1000	54.0	[6.152699]	[159]	[]	[]	[82989263]	[]
133_12249	chr6	96522134	96522534	+	1000	54.0	[]	[]	[6.3859587]	[205]	[]	[96522360]
133_12261	chr7	12961890	12962290	+	1000	54.0	[6.704043]	[150]	[11.382891]	[150]	[12962079]	[12962079]
133_12269	chr7	106041058	106041458	+	1000	54.0	[10.2329445]	[106]	[]	[]	[106041234]	[]
133_12274	chr7	111741637	111742037	+	1000	54.0	[7.419969]	[163]	[]	[]	[111741833]	[]
133_12280	chr7	151404199	151404599	+	1000	54.0	[6.9286323]	[106]	[]	[]	[151404369]	[]
133_12292	chr9	83208117	83208517	+	1000	54.0	[11.842608, 9.106386]	[114, 138]	[14.173678, 7.1081047]	[114, 153]	[83208327, 83208351]	[83208327, 83208366]
133_12296	chr9	113222303	113222703	+	1000	54.0	[]	[]	[7.079775]	[201]	[]	[113222546]
133_12300	chr9	130578682	130579082	+	1000	54.0	[15.901753]	[103]	[8.538297]	[103]	[130578876]	[130578876]
133_12334	chr1	109112066	109112466	+	1000	53.0	[6.612033]	[152]	[]	[]	[109112276]	[]
133_12337	chr1	113276461	113276861	+	547	53.0	[10.243763, 6.7182117]	[132, 165]	[8.446286, 13.548076]	[132, 165]	[113276672, 113276705]	[113276672, 113276705]
133_12346	chr1	166876154	166876554	+	1000	53.0	[7.1081047]	[173]	[]	[]	[166876358]	[]
133_1235	chr1	234604837	234605237	+	1000	210.0	[]	[]	[9.773646]	[142]	[]	[234605068]
133_12363	chr1	246306649	246307049	+	1000	53.0	[]	[]	[6.626151]	[135]	[]	[246306868]
133_12365	chr1	246960060	246960460	+	1000	53.0	[8.496579]	[148]	[]	[]	[246960298]	[]
133_12383	chr11	5244695	5245095	+	1000	53.0	[8.490457]	[153]	[]	[]	[5244933]	[]
133_12408	chr12	42422201	42422601	+	1000	53.0	[11.382891]	[109]	[6.704043]	[109]	[42422409]	[42422409]
133_12422	chr12	112183109	112183509	+	1000	53.0	[11.842608]	[147]	[14.173678]	[147]	[112183347]	[112183347]
133_12423	chr12	120528997	120529397	+	966	53.0	[8.003814]	[93]	[]	[]	[120529189]	[]
133_12440	chr15	39404857	39405257	+	1000	53.0	[]	[]	[8.496579]	[88]	[]	[39405034]
133_12447	chr15	82228744	82229144	+	1000	53.0	[10.243763]	[112]	[8.446286]	[112]	[82228931]	[82228931]
133_12448	chr15	82750369	82750769	+	1000	53.0	[6.4574966]	[149]	[8.519188]	[149]	[82750571]	[82750571]
133_12454	chr15	92831590	92831990	+	1000	53.0	[8.354226]	[62]	[]	[]	[92831747]	[]
133_12461	chr16	20763874	20764274	+	1000	53.0	[12.597441]	[124]	[10.266372]	[124]	[20764073]	[20764073]
133_12467	chr16	84138748	84139148	+	1000	53.0	[6.604563]	[206]	[10.412417]	[215]	[84138979]	[84138988]
133_12469	chr16	87779060	87779460	+	1000	53.0	[6.37098]	[70]	[]	[]	[87779212]	[]
133_12483	chr17	76848667	76849067	+	1000	53.0	[9.461782]	[88]	[]	[]	[76848826]	[]
133_12489	chr18	74242604	74243004	+	1000	53.0	[7.154467, 8.614941]	[119, 145]	[]	[]	[74242764, 74242790]	[]
133_12493	chr19	7450580	7450980	+	1000	53.0	[6.558424, 6.558424]	[84, 152]	[]	[]	[7450734, 7450802]	[]
133_12509	chr2	43221868	43222268	+	1000	53.0	[7.879267]	[127]	[]	[]	[43222021]	[]
133_12515	chr2	74940072	74940472	+	1000	53.0	[]	[]	[6.2977095]	[159]	[]	[74940309]
133_12516	chr2	102418342	102418742	+	1000	53.0	[8.858079]	[105]	[8.858079]	[115]	[102418512]	[102418522]
133_12517	chr2	112631048	112631448	+	1000	53.0	[11.842608]	[91]	[14.173678]	[91]	[112631233]	[112631233]
133_1252	chr22	23220148	23220548	+	1000	209.0	[]	[]	[7.5739202]	[101]	[]	[23220340]
133_12534	chr21	5243848	5244248	+	1000	53.0	[8.519188]	[115]	[6.4574966]	[115]	[5244061]	[5244061]
133_12535	chr21	35475675	35476075	+	1000	53.0	[12.597441]	[160]	[10.266372]	[160]	[35475925]	[35475925]
133_1254	chr4	56389585	56389985	+	1000	209.0	[8.446286]	[114]	[10.243763]	[114]	[56389788]	[56389788]
133_12541	chr22	19691420	19691820	+	1000	53.0	[]	[]	[7.079775]	[84]	[]	[19691583]
133_12575	chr3	102182121	102182521	+	774	53.0	[8.311827, 9.70938]	[102, 128]	[6.52701, 6.1738005]	[102, 128]	[102182321, 102182347]	[102182321, 102182347]
133_12576	chr3	119557913	119558313	+	1000	53.0	[15.901753, 11.382891]	[129, 151]	[8.538297, 6.704043]	[129, 151]	[119558097, 119558119]	[119558097, 119558119]
133_12579	chr3	150469634	150470034	+	1000	53.0	[6.957288]	[130]	[11.03802]	[130]	[150469859]	[150469859]
133_12582	chr3	186790335	186790735	+	1000	53.0	[6.301925]	[104]	[9.213665, 8.007392]	[104, 105]	[186790521]	[186790521, 186790522]
133_1259	chr7	6393233	6393633	+	1000	209.0	[8.446286]	[95]	[10.243763]	[95]	[6393411]	[6393411]
133_12604	chr5	54309226	54309626	+	1000	53.0	[13.5706835]	[101]	[10.869366]	[101]	[54309425]	[54309425]
133_12642	chr6	85593886	85594286	+	666	53.0	[6.136779]	[116]	[6.136779]	[117]	[85594059]	[85594060]
133_12647	chr6	109095150	109095550	+	1000	53.0	[8.70695]	[154]	[9.288357]	[154]	[109095325]	[109095325]
133_12649	chr6	137680985	137681385	+	1000	53.0	[8.9815035]	[66]	[8.490965, 11.489884]	[66, 74]	[137681145]	[137681145, 137681153]
133_12675	chr7	121079911	121080311	+	1000	53.0	[]	[]	[6.298889]	[183]	[]	[121080119]
133_12678	chr7	130206052	130206452	+	1000	53.0	[]	[]	[6.410166]	[165]	[]	[130206221]
133_12685	chr8	19067607	19068007	+	1000	53.0	[6.1738005]	[162]	[9.70938]	[162]	[19067857]	[19067857]
133_12691	chr8	95024633	95025033	+	1000	53.0	[11.842608]	[101]	[14.173678, 7.6275287]	[101, 170]	[95024812]	[95024812, 95024881]
133_12699	chr9	108933839	108934239	+	907	53.0	[7.225411, 6.298889]	[85, 128]	[]	[]	[108934022, 108934065]	[]
133_12710	chr9	133030752	133031152	+	1000	53.0	[]	[]	[6.988318]	[104]	[]	[133030934]
133_12715	chrX	109536635	109537035	+	1000	53.0	[]	[]	[8.684342]	[124]	[]	[109536856]
133_1272	chr9	105647480	105647880	+	1000	208.0	[6.244324]	[85]	[]	[]	[105647657]	[]
133_12725	chr1	20661241	20661641	+	1000	52.0	[7.4081316]	[131]	[]	[]	[20661440]	[]
133_12736	chr1	39183733	39184133	+	1000	52.0	[10.763187]	[133]	[]	[]	[39183957]	[]
133_12737	chr1	40404746	40405146	+	1000	52.0	[7.517722]	[100]	[8.3785095, 6.469334]	[100, 128]	[40404924]	[40404924, 40404952]
133_1274	chr11	96082400	96082800	+	1000	207.0	[14.173678]	[121]	[11.842608]	[121]	[96082619]	[96082619]
133_12743	chr1	75423643	75424043	+	1000	52.0	[11.437455]	[163]	[]	[]	[75423822]	[]
133_12748	chr1	93816945	93817345	+	1000	52.0	[]	[]	[8.232476]	[76]	[]	[93817116]
133_12750	chr1	109546273	109546673	+	1000	52.0	[7.0094256]	[63]	[]	[]	[109546427]	[]
133_12751	chr1	110780869	110781269	+	1000	52.0	[11.016432]	[149]	[7.57549]	[137]	[110781102]	[110781090]
133_1277	chr5	126971547	126971947	+	1000	207.0	[12.597441]	[145]	[10.266372]	[145]	[126971780]	[126971780]
133_12774	chr1	220272095	220272495	+	678	52.0	[7.9806437]	[139]	[8.893384]	[139]	[220272299]	[220272299]
133_12788	chr10	30160601	30161001	+	1000	52.0	[6.9147277, 10.412417]	[144, 167]	[7.4052663]	[144]	[30160820, 30160843]	[30160820]
133_12807	chr10	107056241	107056641	+	1000	52.0	[8.446286]	[174]	[10.243763]	[174]	[107056478]	[107056478]
133_12815	chr11	62665211	62665611	+	835	52.0	[]	[]	[8.301797]	[181]	[]	[62665429]
133_12831	chr12	26626363	26626763	+	1000	52.0	[11.842608, 8.446286]	[114, 145]	[6.410166, 14.173678, 10.243763]	[94, 114, 145]	[26626569, 26626600]	[26626549, 26626569, 26626600]
133_12832	chr12	45298997	45299397	+	1000	52.0	[]	[]	[6.8476133]	[136]	[]	[45299228]
133_12867	chr15	57861784	57862184	+	1000	52.0	[6.7182117]	[94]	[13.548076]	[94]	[57861976]	[57861976]
133_12882	chr16	78428148	78428548	+	1000	52.0	[8.490457, 6.957288]	[79, 134]	[11.03802]	[134]	[78428323, 78428378]	[78428378]
133_12893	chr17	28743131	28743531	+	1000	52.0	[8.588062]	[186]	[]	[]	[28743368]	[]
133_12905	chr17	75855317	75855717	+	696	52.0	[7.879267]	[101]	[]	[]	[75855506]	[]
133_12914	chr19	2149834	2150234	+	1000	52.0	[14.173678]	[180]	[11.842608]	[180]	[2150069]	[2150069]
133_12922	chr19	44113171	44113571	+	1000	52.0	[6.7182117]	[174]	[13.548076]	[174]	[44113373]	[44113373]
133_1293	chr11	44780931	44781331	+	1000	205.0	[6.3577366]	[68]	[]	[]	[44781093]	[]
133_12934	chr2	32592031	32592431	+	1000	52.0	[]	[]	[7.2818418]	[156]	[]	[32592255]
133_12939	chr2	85327940	85328340	+	924	52.0	[]	[]	[6.410166]	[150]	[]	[85328167]
133_12945	chr2	112600097	112600497	+	724	52.0	[]	[]	[8.11152]	[166]	[]	[112600297]
133_12946	chr2	128305067	128305467	+	769	52.0	[6.6381965, 14.173678]	[72, 115]	[7.879267, 11.842608]	[91, 115]	[128305228, 128305271]	[128305247, 128305271]
133_12957	chr20	37162034	37162434	+	1000	52.0	[8.588062]	[140]	[]	[]	[37162273]	[]
133_1297	chr19	50025505	50025905	+	1000	205.0	[10.243763]	[108]	[8.446286]	[108]	[50025709]	[50025709]
133_13003	chr3	193794307	193794707	+	1000	52.0	[13.548076]	[92]	[6.7182117]	[92]	[193794462]	[193794462]
133_13008	chr4	10157766	10158166	+	1000	52.0	[]	[]	[11.016432]	[172]	[]	[10158002]
133_13013	chr4	78780116	78780516	+	1000	52.0	[]	[]	[6.6882577]	[203]	[]	[78780354]
133_13017	chr5	1199975	1200375	+	676	52.0	[]	[]	[6.151192]	[222]	[]	[1200206]
133_13028	chr6	6654926	6655326	+	974	52.0	[15.901753]	[106]	[8.538297]	[106]	[6655082]	[6655082]
133_13035	chr6	27247468	27247868	+	1000	52.0	[9.70938]	[72]	[6.1738005]	[72]	[27247627]	[27247627]
133_13037	chr6	31969639	31970039	+	1000	52.0	[7.130713]	[122]	[7.7121196]	[122]	[31969814]	[31969814]
133_13046	chr6	88378122	88378522	+	1000	52.0	[6.3513184]	[130]	[]	[]	[88378329]	[]
133_13055	chr6	144583135	144583535	+	1000	52.0	[13.5706835, 11.842608]	[106, 142]	[10.869366, 14.173678]	[106, 142]	[144583339, 144583375]	[144583339, 144583375]
133_13065	chr7	7799147	7799547	+	1000	52.0	[8.504869]	[139]	[7.3783107]	[139]	[7799369]	[7799369]
133_13070	chr7	47074791	47075191	+	1000	52.0	[8.70695]	[139]	[9.288357]	[139]	[47075015]	[47075015]
133_13077	chr7	107879392	107879792	+	1000	52.0	[]	[]	[9.083777]	[77]	[]	[107879560]
133_13078	chr7	117119376	117119776	+	1000	52.0	[]	[]	[6.244324]	[178]	[]	[117119600]
133_13083	chr7	134645835	134646235	+	1000	52.0	[]	[]	[6.9286323]	[145]	[]	[134646051]
133_1309	chr11	109892521	109892921	+	1000	204.0	[10.266372]	[93]	[12.597441]	[93]	[109892710]	[109892710]
133_13091	chr7	158237863	158238263	+	924	52.0	[]	[]	[7.879267]	[122]	[]	[158238084]
133_13097	chr8	42843144	42843544	+	1000	52.0	[7.5739202, 6.301925]	[74, 163]	[9.213665, 8.007392]	[163, 164]	[42843302, 42843391]	[42843391, 42843392]
133_13108	chr9	33446019	33446419	+	1000	52.0	[]	[]	[11.437455]	[83]	[]	[33446199]
133_1312	chr2	8544950	8545350	+	1000	204.0	[11.842608]	[107]	[14.173678]	[107]	[8545153]	[8545153]
133_13140	chr1	31159778	31160178	+	1000	51.0	[]	[]	[8.588062]	[98]	[]	[31159954]
133_13145	chr1	41862865	41863265	+	1000	51.0	[11.842608]	[97]	[14.173678]	[97]	[41863045]	[41863045]
133_13146	chr1	41890932	41891332	+	1000	51.0	[7.5888314, 14.173678]	[74, 116]	[11.842608]	[116]	[41891091, 41891133]	[41891133]
133_13149	chr1	45960918	45961318	+	1000	51.0	[15.901753]	[88]	[8.538297]	[88]	[45961104]	[45961104]
133_13162	chr1	91763247	91763647	+	602	51.0	[]	[]	[6.612033]	[133]	[]	[91763461]
133_13176	chr1	193113922	193114322	+	1000	51.0	[]	[]	[10.2329445]	[116]	[]	[193114114]
133_13183	chr1	224435383	224435783	+	1000	51.0	[8.446286]	[156]	[10.243763]	[156]	[224435632]	[224435632]
133_13187	chr1	233673984	233674384	+	1000	51.0	[8.893384]	[121]	[7.9806437]	[121]	[233674148]	[233674148]
133_13189	chr1	241998570	241998970	+	1000	51.0	[8.11152]	[223]	[]	[]	[241998805]	[]
133_13192	chr10	3777050	3777450	+	851	51.0	[]	[]	[8.785794]	[231]	[]	[3777300]
133_13194	chr10	5685261	5685661	+	1000	51.0	[]	[]	[8.085812]	[184]	[]	[5685497]
133_13198	chr10	50544864	50545264	+	1000	51.0	[11.820001]	[172]	[10.022524]	[172]	[50545105]	[50545105]
133_132	chr2	6909749	6910149	+	1000	437.0	[10.243763]	[120]	[8.446286]	[120]	[6909961]	[6909961]
133_13214	chr11	66616153	66616553	+	1000	51.0	[6.301925]	[105]	[9.213665]	[105]	[66616304]	[66616304]
133_13215	chr11	68313932	68314332	+	1000	51.0	[6.136779]	[173]	[6.136779]	[174]	[68314135]	[68314136]
133_13221	chr11	94732122	94732522	+	1000	51.0	[14.173678]	[172]	[11.842608]	[172]	[94732361]	[94732361]
133_13260	chr15	50685867	50686267	+	1000	51.0	[6.331394]	[154]	[]	[]	[50686094]	[]
133_13262	chr15	63073662	63074062	+	1000	51.0	[8.632995, 10.096055]	[117, 163]	[6.8825955]	[117]	[63073845, 63073891]	[63073845]
133_13281	chr16	29815829	29816229	+	1000	51.0	[10.850257]	[149]	[]	[]	[29816056]	[]
133_13282	chr16	30775268	30775668	+	1000	51.0	[]	[]	[8.007392, 8.614941]	[75, 116]	[]	[30775440, 30775481]
133_13293	chr17	32349934	32350334	+	1000	51.0	[]	[]	[8.085812]	[131]	[]	[32350099]
133_13316	chr19	18279464	18279864	+	978	51.0	[6.7039366]	[131]	[]	[]	[18279634]	[]
133_13317	chr19	18318181	18318581	+	1000	51.0	[11.842608]	[132]	[14.173678]	[132]	[18318386]	[18318386]
133_13321	chr19	45485300	45485700	+	1000	51.0	[6.562315]	[123]	[10.311713, 6.152699]	[123, 131]	[45485499]	[45485499, 45485507]
133_1334	chr17	64537479	64537879	+	1000	202.0	[10.022524]	[133]	[11.820001]	[133]	[64537699]	[64537699]
133_1335	chr18	30676015	30676415	+	1000	202.0	[10.869366, 7.097286, 8.133142]	[59, 73, 147]	[13.5706835]	[59]	[30676174, 30676188, 30676262]	[30676174]
133_13355	chr2	196400082	196400482	+	800	51.0	[6.298889]	[89]	[]	[]	[196400269]	[]
133_13360	chr20	23350416	23350816	+	1000	51.0	[6.7182117, 8.684342]	[168, 184]	[13.548076]	[168]	[23350651, 23350667]	[23350651]
133_1338	chr2	151789428	151789828	+	1000	202.0	[]	[]	[9.136207]	[154]	[]	[151789667]
133_13410	chr3	177026463	177026863	+	1000	51.0	[]	[]	[7.887462]	[71]	[]	[177026616]
133_13413	chr4	1415587	1415987	+	1000	51.0	[7.4081316]	[83]	[]	[]	[1415765]	[]
133_1342	chr1	153059306	153059706	+	1000	201.0	[8.446286]	[90]	[10.243763]	[90]	[153059484]	[153059484]
133_13420	chr4	82900228	82900628	+	1000	51.0	[6.650434]	[77]	[10.822035]	[77]	[82900391]	[82900391]
133_13422	chr4	99948891	99949291	+	973	51.0	[11.016432]	[179]	[]	[]	[99949090]	[]
133_13428	chr4	150543065	150543465	+	1000	51.0	[6.552134]	[116]	[]	[]	[150543270]	[]
133_13437	chr5	68420084	68420484	+	1000	51.0	[6.626151]	[86]	[]	[]	[68420257]	[]
133_13440	chr5	75669021	75669421	+	1000	51.0	[7.231736]	[164]	[6.6814346]	[164]	[75669263]	[75669263]
133_13441	chr5	76480301	76480701	+	1000	51.0	[]	[]	[7.627919]	[86]	[]	[76480474]
133_13448	chr5	126778500	126778900	+	1000	51.0	[10.266372]	[162]	[12.597441]	[162]	[126778668]	[126778668]
133_13449	chr5	131382374	131382774	+	1000	51.0	[9.761809]	[129]	[6.7911124]	[129]	[131382581]	[131382581]
133_13452	chr5	149551542	149551942	+	1000	51.0	[]	[]	[6.6751738]	[156]	[]	[149551741]
133_13465	chr6	20401087	20401487	+	1000	51.0	[8.490457]	[147]	[]	[]	[20401271]	[]
133_13474	chr6	33289395	33289795	+	1000	51.0	[7.879267]	[80]	[]	[]	[33289570]	[]
133_13476	chr6	36423066	36423466	+	1000	51.0	[]	[]	[6.209915]	[182]	[]	[36423314]
133_13488	chr6	132964172	132964572	+	979	51.0	[8.490457]	[98]	[]	[]	[132964351]	[]
133_13489	chr6	133983420	133983820	+	547	51.0	[]	[]	[6.3577366]	[148]	[]	[133983639]
133_13514	chr7	108225654	108226054	+	1000	51.0	[6.626151]	[121]	[]	[]	[108225875]	[]
133_13524	chr7	137953567	137953967	+	1000	51.0	[]	[]	[9.106386]	[106]	[]	[137953750]
133_13539	chr8	100953326	100953726	+	1000	51.0	[]	[]	[6.881301]	[137]	[]	[100953530]
133_13557	chr9	127555966	127556366	+	909	51.0	[15.901753, 8.36798]	[52, 129]	[8.538297, 8.808403]	[52, 129]	[127556118, 127556195]	[127556118, 127556195]
133_1358	chr8	142940012	142940412	+	1000	201.0	[6.9286323]	[137]	[]	[]	[142940248]	[]
133_13581	chr9	134164582	134164982	+	1000	51.0	[6.612033]	[232]	[]	[]	[134164829]	[]
133_13586	chrX	65534752	65535152	+	749	51.0	[]	[]	[6.410166]	[140]	[]	[65534990]
133_1361	chr1	161013818	161014218	+	1000	200.0	[9.70938]	[128]	[6.1738005]	[128]	[161014039]	[161014039]
133_13610	chr1	52055001	52055401	+	1000	50.0	[8.355901]	[99]	[]	[]	[52055200]	[]
133_13615	chr1	91500490	91500890	+	652	50.0	[11.842608]	[86]	[14.173678]	[86]	[91500646]	[91500646]
133_13616	chr1	91716434	91716834	+	1000	50.0	[8.684342]	[109]	[]	[]	[91716618]	[]
133_1363	chr12	23559203	23559603	+	1000	200.0	[15.901753]	[127]	[8.538297, 7.5900965]	[127, 151]	[23559417]	[23559417, 23559441]
133_13630	chr1	197193504	197193904	+	1000	50.0	[9.035112]	[129]	[9.051821, 8.496579]	[129, 148]	[197193720]	[197193720, 197193739]
133_13652	chr10	30431335	30431735	+	895	50.0	[13.548076]	[72]	[6.7182117]	[72]	[30431497]	[30431497]
133_13653	chr10	43408832	43409232	+	678	50.0	[6.626151]	[183]	[]	[]	[43409042]	[]
133_13657	chr10	73816019	73816419	+	988	50.0	[11.382891]	[83]	[6.704043]	[83]	[73816200]	[73816200]
133_13659	chr10	74854935	74855335	+	1000	50.0	[]	[]	[7.4115434]	[142]	[]	[74855174]
133_13670	chr10	125662090	125662490	+	794	50.0	[8.446286]	[105]	[10.243763]	[105]	[125662277]	[125662277]
133_13678	chr11	57667420	57667820	+	1000	50.0	[]	[]	[6.881301]	[104]	[]	[57667620]
133_13681	chr11	63974315	63974715	+	1000	50.0	[8.36798, 6.865278]	[89, 145]	[8.808403]	[89]	[63974497, 63974553]	[63974497]
133_13688	chr11	96303974	96304374	+	1000	50.0	[]	[]	[9.942509]	[85]	[]	[96304136]
133_13697	chr12	47316484	47316884	+	1000	50.0	[14.173678]	[137]	[11.842608]	[137]	[47316716]	[47316716]
133_13699	chr12	49567879	49568279	+	1000	50.0	[8.29039, 6.4879513]	[88, 103]	[7.007401]	[88]	[49568050, 49568065]	[49568050]
133_13700	chr12	50401504	50401904	+	845	50.0	[8.078578, 15.901753, 10.022524]	[119, 155, 177]	[8.432117, 8.538297, 11.820001]	[119, 155, 177]	[50401693, 50401729, 50401751]	[50401693, 50401729, 50401751]
133_13701	chr12	51361416	51361816	+	1000	50.0	[13.5706835]	[125]	[10.869366]	[125]	[51361636]	[51361636]
