#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF3_idr.fa TCF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
203_10714	chr22	19576790	19577190	+	1000	125.0	[]	[]	[7.5855]	[82]	[]	[19576945]
203_10715	chr22	21726585	21726985	+	1000	125.0	[8.272243]	[84]	[]	[]	[21726745]	[]
203_10717	chr22	36468015	36468415	+	1000	125.0	[8.643063]	[123]	[8.643063]	[122]	[36468223]	[36468222]
203_1072	chr17	80689251	80689651	+	1000	505.0	[]	[]	[8.498569]	[111]	[]	[80689456]
203_10720	chr22	50001875	50002275	+	1000	125.0	[]	[]	[12.754859]	[84]	[]	[50002051]
203_10721	chr3	72339115	72339515	+	1000	125.0	[7.8923073]	[78]	[]	[]	[72339280]	[]
203_10727	chr4	105022704	105023104	+	1000	125.0	[7.8923073]	[79]	[]	[]	[105022877]	[]
203_10728	chr4	110088607	110089007	+	1000	125.0	[]	[]	[8.52607]	[88]	[]	[110088783]
203_10729	chr5	963835	964235	+	1000	125.0	[8.643063]	[153]	[8.643063]	[152]	[964073]	[964072]
203_10731	chr5	72606530	72606930	+	1000	125.0	[12.754859]	[67]	[]	[]	[72606690]	[]
203_10732	chr5	89043683	89044083	+	1000	125.0	[7.8880606]	[89]	[]	[]	[89043871]	[]
203_10734	chr6	41976213	41976613	+	1000	125.0	[8.52607]	[76]	[]	[]	[41976389]	[]
203_10737	chr7	1055142	1055542	+	1000	125.0	[]	[]	[8.801346, 7.8923073]	[86, 147]	[]	[1055319, 1055380]
203_10738	chr7	1508331	1508731	+	1000	125.0	[8.52607]	[77]	[]	[]	[1508492]	[]
203_1074	chr22	35211984	35212384	+	1000	505.0	[]	[]	[8.643063]	[117]	[]	[35212201]
203_10740	chr7	65558595	65558995	+	1000	125.0	[9.540733]	[65]	[]	[]	[65558757]	[]
203_10741	chr7	92754961	92755361	+	1000	125.0	[]	[]	[8.235647]	[107]	[]	[92755167]
203_10743	chr7	116489678	116490078	+	1000	125.0	[]	[]	[8.498569]	[104]	[]	[116489857]
203_10746	chr7	151008669	151009069	+	1000	125.0	[8.679044]	[153]	[]	[]	[151008912]	[]
203_10747	chr7	158582061	158582461	+	1000	125.0	[]	[]	[8.272243]	[65]	[]	[158582224]
203_10749	chr9	134908961	134909361	+	1000	125.0	[]	[]	[12.754859]	[98]	[]	[134909150]
203_10750	chr9	136587085	136587485	+	1000	125.0	[8.643063]	[127]	[8.643063]	[126]	[136587311]	[136587310]
203_10754	chr1	18443833	18444233	+	1000	124.0	[]	[]	[8.272243]	[82]	[]	[18444005]
203_10755	chr1	25272218	25272618	+	1000	124.0	[]	[]	[9.166563]	[135]	[]	[25272447]
203_10756	chr1	25410067	25410467	+	1000	124.0	[8.235647]	[88]	[]	[]	[25410255]	[]
203_10758	chr1	86991525	86991925	+	1000	124.0	[8.235647]	[108]	[]	[]	[86991719]	[]
203_1076	chr3	49238489	49238889	+	1000	505.0	[8.643063]	[57]	[8.643063]	[56]	[49238646]	[49238645]
203_10766	chr10	7179550	7179950	+	1000	124.0	[]	[]	[8.272243]	[69]	[]	[7179709]
203_10767	chr10	44985388	44985788	+	1000	124.0	[8.643063]	[138]	[8.643063]	[137]	[44985622]	[44985621]
203_10771	chr10	133390089	133390489	+	1000	124.0	[8.52607]	[153]	[]	[]	[133390315]	[]
203_10773	chr11	8827231	8827631	+	1000	124.0	[]	[]	[7.5855]	[105]	[]	[8827424]
203_10775	chr11	76664517	76664917	+	1000	124.0	[9.166563]	[118]	[]	[]	[76664725]	[]
203_10779	chr12	54307021	54307421	+	1000	124.0	[7.5855]	[185]	[]	[]	[54307269]	[]
203_10790	chr17	39134936	39135336	+	1000	124.0	[8.235647]	[127]	[8.235647]	[78]	[39135148]	[39135099]
203_10792	chr18	3916175	3916575	+	1000	124.0	[9.540733]	[67]	[9.540733]	[66]	[3916328]	[3916327]
203_10794	chr19	11384140	11384540	+	1000	124.0	[]	[]	[8.643063]	[69]	[]	[11384305]
203_10795	chr19	18318191	18318591	+	1000	124.0	[8.679044, 8.643063]	[104, 161]	[8.643063]	[160]	[18318379, 18318436]	[18318435]
203_1080	chr19	6652738	6653138	+	1000	504.0	[]	[]	[8.272243]	[101]	[]	[6652938]
203_10801	chr2	69744443	69744843	+	1000	124.0	[7.5073967]	[117]	[]	[]	[69744653]	[]
203_10802	chr2	98378973	98379373	+	1000	124.0	[8.235647]	[138]	[8.643063]	[127]	[98379194]	[98379183]
203_10805	chr20	3916350	3916750	+	1000	124.0	[]	[]	[8.498569]	[108]	[]	[3916544]
203_1081	chr1	58883868	58884268	+	1000	503.0	[]	[]	[12.754859]	[95]	[]	[58884057]
203_10810	chr20	46683099	46683499	+	1000	124.0	[8.643063]	[80]	[]	[]	[46683275]	[]
203_10811	chr22	17773253	17773653	+	1000	124.0	[]	[]	[7.5855]	[161]	[]	[17773502]
203_10813	chr22	22547718	22548118	+	1000	124.0	[8.235647]	[71]	[]	[]	[22547870]	[]
203_10815	chr22	39265073	39265473	+	1000	124.0	[]	[]	[8.643063]	[105]	[]	[39265273]
203_10816	chr22	39801160	39801560	+	1000	124.0	[8.235647]	[145]	[8.498569]	[117]	[39801396]	[39801368]
203_10818	chr3	37055045	37055445	+	1000	124.0	[8.52607]	[57]	[]	[]	[37055196]	[]
203_10825	chr3	171935439	171935839	+	1000	124.0	[8.498569]	[97]	[7.8923073]	[121]	[171935632]	[171935656]
203_10827	chr4	2377210	2377610	+	1000	124.0	[]	[]	[8.643063]	[125]	[]	[2377415]
203_10832	chr6	4399672	4400072	+	1000	124.0	[7.5855]	[63]	[]	[]	[4399833]	[]
203_10834	chr6	13615117	13615517	+	1000	124.0	[7.5073967]	[92]	[]	[]	[13615271]	[]
203_10837	chr6	87723266	87723666	+	1000	124.0	[8.235647]	[141]	[]	[]	[87723500]	[]
203_10839	chr6	109102706	109103106	+	1000	124.0	[]	[]	[8.498569]	[138]	[]	[109102935]
203_1084	chr2	30191784	30192184	+	1000	503.0	[8.332749]	[75]	[]	[]	[30191951]	[]
203_10842	chr7	2104218	2104618	+	1000	124.0	[]	[]	[8.498569]	[102]	[]	[2104406]
203_10847	chr9	83623714	83624114	+	1000	124.0	[8.643063]	[110]	[]	[]	[83623914]	[]
203_10849	chr9	122821536	122821936	+	1000	124.0	[]	[]	[8.643063]	[140]	[]	[122821760]
203_10853	chrX	11464795	11465195	+	1000	124.0	[7.5855]	[85]	[]	[]	[11464959]	[]
203_10861	chr1	184051461	184051861	+	1000	123.0	[8.643063]	[118]	[8.643063]	[117]	[184051655]	[184051654]
203_10867	chr10	7186612	7187012	+	1000	123.0	[8.643063]	[166]	[8.643063]	[165]	[7186854]	[7186853]
203_10875	chr12	57112016	57112416	+	1000	123.0	[9.540733]	[97]	[]	[]	[57112176]	[]
203_10876	chr12	68038607	68039007	+	1000	123.0	[]	[]	[12.754859]	[115]	[]	[68038817]
203_10878	chr13	78636479	78636879	+	1000	123.0	[12.754859]	[72]	[]	[]	[78636633]	[]
203_10884	chr14	105196582	105196982	+	1000	123.0	[8.643063]	[85]	[]	[]	[105196759]	[]
203_10886	chr15	50223861	50224261	+	1000	123.0	[]	[]	[7.8923073]	[82]	[]	[50224033]
203_10887	chr16	568631	569031	+	1000	123.0	[8.643063]	[65]	[8.272243]	[99]	[568787]	[568821]
203_10889	chr17	65228603	65229003	+	1000	123.0	[]	[]	[7.8880606]	[94]	[]	[65228779]
203_10894	chr19	5165613	5166013	+	1000	123.0	[8.643063]	[111]	[]	[]	[5165801]	[]
203_10895	chr19	40416849	40417249	+	1000	123.0	[8.272243]	[105]	[]	[]	[40417045]	[]
203_109	chr19	2263599	2263999	+	1000	759.0	[]	[]	[8.235647]	[97]	[]	[2263796]
203_10901	chr20	22684631	22685031	+	1000	123.0	[8.235647, 8.498569]	[74, 115]	[]	[]	[22684797, 22684838]	[]
203_10905	chr22	41808456	41808856	+	1000	123.0	[8.332749]	[129]	[]	[]	[41808674]	[]
203_1091	chr11	120339519	120339919	+	1000	502.0	[]	[]	[8.801346]	[106]	[]	[120339723]
203_10912	chr3	123080884	123081284	+	1000	123.0	[]	[]	[9.166563]	[160]	[]	[123081128]
203_10915	chr4	2738300	2738700	+	1000	123.0	[8.643063]	[129]	[]	[]	[2738520]	[]
203_10924	chr5	141740928	141741328	+	1000	123.0	[7.8923073]	[143]	[]	[]	[141741168]	[]
203_10925	chr5	149610564	149610964	+	1000	123.0	[8.643063]	[143]	[8.643063]	[142]	[149610806]	[149610805]
203_10926	chr6	20604138	20604538	+	1000	123.0	[8.235647]	[161]	[]	[]	[20604385]	[]
203_10927	chr6	41789370	41789770	+	1000	123.0	[8.52607]	[79]	[]	[]	[41789540]	[]
203_1093	chr2	10369803	10370203	+	1000	502.0	[]	[]	[8.801346]	[78]	[]	[10369980]
203_10931	chr7	27500987	27501387	+	1000	123.0	[]	[]	[8.332749, 12.754859]	[102, 132]	[]	[27501167, 27501197]
203_10933	chr7	113519420	113519820	+	1000	123.0	[]	[]	[7.5073967]	[149]	[]	[113519655]
203_10934	chr7	133947417	133947817	+	1000	123.0	[]	[]	[8.332749]	[148]	[]	[133947664]
203_10935	chr7	150963956	150964356	+	1000	123.0	[7.5855]	[147]	[8.272243, 8.235647]	[101, 122]	[150964190]	[150964144, 150964165]
203_10936	chr7	151000879	151001279	+	1000	123.0	[7.5073967]	[71]	[]	[]	[151001042]	[]
203_10938	chr8	101902396	101902796	+	1000	123.0	[]	[]	[8.272243]	[72]	[]	[101902560]
203_10939	chr9	99076728	99077128	+	1000	123.0	[7.8923073]	[181]	[]	[]	[99076920]	[]
203_10943	chr1	16513833	16514233	+	1000	122.0	[]	[]	[8.801346]	[53]	[]	[16513985]
203_10944	chr1	24103465	24103865	+	1000	122.0	[8.643063]	[115]	[8.643063]	[114]	[24103673]	[24103672]
203_10947	chr1	42873667	42874067	+	1000	122.0	[8.235647]	[106]	[]	[]	[42873866]	[]
203_10948	chr1	95257855	95258255	+	1000	122.0	[8.272243]	[108]	[]	[]	[95258055]	[]
203_10951	chr1	151716781	151717181	+	1000	122.0	[]	[]	[8.643063]	[123]	[]	[151716978]
203_10952	chr10	22666408	22666808	+	1000	122.0	[]	[]	[8.643063]	[113]	[]	[22666607]
203_10953	chr10	56370194	56370594	+	1000	122.0	[8.235647]	[81]	[]	[]	[56370361]	[]
203_10954	chr10	96677448	96677848	+	1000	122.0	[9.540733]	[151]	[]	[]	[96677679]	[]
203_10960	chr11	13826904	13827304	+	1000	122.0	[]	[]	[8.643063, 7.5855]	[135, 155]	[]	[13827134, 13827154]
203_10963	chr12	42892726	42893126	+	1000	122.0	[8.272243]	[73]	[]	[]	[42892894]	[]
203_10964	chr12	54352036	54352436	+	1000	122.0	[8.332749]	[78]	[]	[]	[54352208]	[]
203_10969	chr14	102150802	102151202	+	1000	122.0	[8.643063]	[139]	[8.643063]	[138]	[102151040]	[102151039]
203_1097	chr1	113040103	113040503	+	1000	501.0	[8.643063]	[147]	[]	[]	[113040349]	[]
203_10970	chr15	45212479	45212879	+	1000	122.0	[]	[]	[8.52607]	[134]	[]	[45212709]
203_10973	chr15	85023992	85024392	+	1000	122.0	[]	[]	[7.8880606]	[119]	[]	[85024211]
203_10976	chr16	19135863	19136263	+	1000	122.0	[12.754859]	[69]	[]	[]	[19136017]	[]
203_10977	chr16	88530882	88531282	+	1000	122.0	[7.5073967]	[101]	[]	[]	[88531071]	[]
203_10980	chr17	41521106	41521506	+	1000	122.0	[]	[]	[8.272243]	[94]	[]	[41521300]
203_10983	chr17	80457190	80457590	+	1000	122.0	[]	[]	[8.643063]	[142]	[]	[80457423]
203_10986	chr18	50806320	50806720	+	1000	122.0	[8.272243]	[96]	[8.235647]	[75]	[50806511]	[50806490]
203_10987	chr19	6276417	6276817	+	1000	122.0	[7.8923073, 8.235647]	[78, 114]	[]	[]	[6276588, 6276624]	[]
203_1099	chr16	23907442	23907842	+	1000	501.0	[]	[]	[8.332749]	[123]	[]	[23907664]
203_10993	chr2	97673568	97673968	+	1000	122.0	[7.5855]	[111]	[]	[]	[97673760]	[]
203_10999	chr20	33459640	33460040	+	1000	122.0	[12.754859]	[116]	[]	[]	[33459848]	[]
203_11	chr8	18122663	18123063	+	1000	927.0	[]	[]	[8.235647]	[62]	[]	[18122816]
203_11003	chr21	35346675	35347075	+	1000	122.0	[8.332749]	[162]	[]	[]	[35346924]	[]
203_11009	chr3	37241898	37242298	+	1000	122.0	[]	[]	[8.332749, 8.643063]	[88, 125]	[]	[37242074, 37242111]
203_11010	chr3	53255708	53256108	+	1000	122.0	[]	[]	[8.801346]	[149]	[]	[53255949]
203_11015	chr4	126572245	126572645	+	1000	122.0	[]	[]	[8.643063]	[119]	[]	[126572462]
203_11018	chr5	65971037	65971437	+	1000	122.0	[]	[]	[8.272243]	[57]	[]	[65971189]
203_11023	chr6	13334880	13335280	+	1000	122.0	[]	[]	[8.643063]	[114]	[]	[13335086]
203_11025	chr6	49563149	49563549	+	1000	122.0	[8.643063]	[100]	[]	[]	[49563347]	[]
203_11028	chr6	143747252	143747652	+	1000	122.0	[12.754859]	[159]	[]	[]	[143747501]	[]
203_11029	chr6	159726801	159727201	+	1000	122.0	[7.5855]	[155]	[12.754859]	[131]	[159727051]	[159727027]
203_1103	chr20	32285677	32286077	+	1000	501.0	[8.235647]	[93]	[]	[]	[32285870]	[]
203_11037	chr9	92523639	92524039	+	1000	122.0	[]	[]	[7.5073967]	[93]	[]	[92523817]
203_1104	chr6	105896161	105896561	+	1000	501.0	[7.5073967, 7.5073967]	[55, 137]	[]	[]	[105896313, 105896395]	[]
203_11041	chrX	68743784	68744184	+	1000	122.0	[8.498569, 8.643063]	[66, 161]	[]	[]	[68743938, 68744033]	[]
203_11042	chrX	153875342	153875742	+	1000	122.0	[7.5855]	[140]	[]	[]	[153875573]	[]
203_11043	chr1	1858637	1859037	+	1000	121.0	[]	[]	[8.235647]	[60]	[]	[1858790]
203_11044	chr1	3807751	3808151	+	1000	121.0	[]	[]	[8.332749]	[69]	[]	[3807913]
203_11045	chr1	11973188	11973588	+	1000	121.0	[8.52607]	[92]	[]	[]	[11973372]	[]
203_11046	chr1	20185362	20185762	+	1000	121.0	[]	[]	[8.332749, 8.235647]	[113, 119]	[]	[20185531, 20185537]
203_11047	chr1	32104547	32104947	+	1000	121.0	[]	[]	[8.52607]	[93]	[]	[32104720]
203_11048	chr1	38332900	38333300	+	1000	121.0	[8.643063]	[89]	[]	[]	[38333087]	[]
203_11049	chr1	42967072	42967472	+	1000	121.0	[8.272243, 8.272243]	[69, 80]	[]	[]	[42967223, 42967234]	[]
203_11050	chr1	198598874	198599274	+	1000	121.0	[8.643063]	[93]	[7.8923073]	[123]	[198599065]	[198599095]
203_11052	chr1	207743891	207744291	+	1000	121.0	[8.643063]	[167]	[]	[]	[207744131]	[]
203_11054	chr10	19742170	19742570	+	1000	121.0	[8.643063]	[87]	[8.643063]	[86]	[19742353]	[19742352]
203_11055	chr10	60353436	60353836	+	1000	121.0	[]	[]	[8.498569]	[140]	[]	[60353669]
203_11056	chr10	73756158	73756558	+	1000	121.0	[7.5855]	[108]	[]	[]	[73756342]	[]
203_11062	chr12	123860371	123860771	+	1000	121.0	[]	[]	[8.643063]	[118]	[]	[123860575]
203_11065	chr13	108760131	108760531	+	1000	121.0	[8.498569]	[146]	[]	[]	[108760376]	[]
203_11070	chr15	81043926	81044326	+	1000	121.0	[8.52607]	[109]	[]	[]	[81044132]	[]
203_11076	chr17	57020177	57020577	+	1000	121.0	[7.8880606]	[153]	[]	[]	[57020425]	[]
203_11083	chr2	54227781	54228181	+	1000	121.0	[8.643063]	[87]	[]	[]	[54227966]	[]
203_11085	chr2	85329115	85329515	+	1000	121.0	[]	[]	[8.332749]	[76]	[]	[85329290]
203_11087	chr2	172639820	172640220	+	1000	121.0	[]	[]	[7.5855]	[111]	[]	[172640018]
203_11095	chr3	118348106	118348506	+	1000	121.0	[8.386223]	[136]	[]	[]	[118348309]	[]
203_11096	chr3	128573902	128574302	+	1000	121.0	[9.166563]	[61]	[]	[]	[128574053]	[]
203_11099	chr3	161282379	161282779	+	1000	121.0	[7.5855]	[82]	[]	[]	[161282545]	[]
203_111	chr16	88491644	88492044	+	1000	756.0	[9.166563]	[119]	[]	[]	[88491860]	[]
203_11100	chr3	182760874	182761274	+	1000	121.0	[]	[]	[8.52607]	[156]	[]	[182761125]
203_11101	chr3	185528626	185529026	+	1000	121.0	[]	[]	[8.643063]	[82]	[]	[185528808]
203_11102	chr5	40835097	40835497	+	1000	121.0	[]	[]	[8.386223]	[131]	[]	[40835319]
203_11103	chr5	53245973	53246373	+	1000	121.0	[]	[]	[8.235647]	[139]	[]	[53246195]
203_11106	chr5	135135801	135136201	+	1000	121.0	[8.643063]	[92]	[]	[]	[135135989]	[]
203_1111	chr5	108531459	108531859	+	1000	499.0	[8.643063]	[134]	[8.643063]	[133]	[108531686]	[108531685]
203_11115	chr6	89297950	89298350	+	1000	121.0	[12.754859]	[151]	[]	[]	[89298189]	[]
203_11118	chr7	17807304	17807704	+	1000	121.0	[8.272243]	[108]	[]	[]	[17807507]	[]
203_11122	chr7	103038031	103038431	+	1000	121.0	[7.8923073, 8.235647]	[92, 126]	[]	[]	[103038222, 103038256]	[]
203_11126	chr7	135939265	135939665	+	1000	121.0	[]	[]	[8.52607]	[111]	[]	[135939453]
203_11132	chr8	141290213	141290613	+	1000	121.0	[9.166563]	[64]	[]	[]	[141290370]	[]
203_11138	chrX	13283557	13283957	+	1000	121.0	[]	[]	[8.643063]	[87]	[]	[13283732]
203_11139	chrX	125420795	125421195	+	1000	121.0	[]	[]	[8.498569]	[151]	[]	[125421045]
203_1114	chr1	196517188	196517588	+	1000	497.0	[8.643063]	[98]	[]	[]	[196517382]	[]
203_11143	chr1	67898361	67898761	+	1000	120.0	[]	[]	[8.498569]	[79]	[]	[67898523]
203_11155	chr10	114852180	114852580	+	1000	120.0	[8.235647]	[134]	[]	[]	[114852406]	[]
203_11158	chr11	65459612	65460012	+	1000	120.0	[]	[]	[7.8923073]	[153]	[]	[65459862]
203_11160	chr12	42486410	42486810	+	1000	120.0	[8.643063]	[79]	[]	[]	[42486586]	[]
203_11162	chr12	72465932	72466332	+	1000	120.0	[8.643063, 8.679044]	[74, 113]	[]	[]	[72466097, 72466136]	[]
203_11165	chr12	130448000	130448400	+	1000	120.0	[]	[]	[8.235647]	[161]	[]	[130448230]
203_11169	chr14	99419831	99420231	+	1000	120.0	[8.332749]	[58]	[]	[]	[99419982]	[]
203_11170	chr15	34799450	34799850	+	1000	120.0	[]	[]	[8.332749]	[100]	[]	[34799648]
203_11174	chr16	20946017	20946417	+	1000	120.0	[8.235647]	[110]	[]	[]	[20946216]	[]
203_11176	chr16	67190490	67190890	+	1000	120.0	[]	[]	[8.643063]	[147]	[]	[67190735]
203_11178	chr17	7060458	7060858	+	1000	120.0	[]	[]	[7.8923073]	[111]	[]	[7060649]
203_1118	chr2	54077317	54077717	+	1000	497.0	[]	[]	[8.332749]	[102]	[]	[54077515]
203_11182	chr17	57053986	57054386	+	1000	120.0	[7.5855]	[105]	[8.801346, 9.166563]	[128, 132]	[57054161]	[57054184, 57054188]
203_11184	chr17	76789438	76789838	+	1000	120.0	[8.643063]	[75]	[]	[]	[76789596]	[]
203_11186	chr17	83119034	83119434	+	1000	120.0	[8.679044]	[65]	[]	[]	[83119198]	[]
203_11189	chr2	8545004	8545404	+	1000	120.0	[]	[]	[8.235647]	[136]	[]	[8545227]
203_1119	chr2	85500104	85500504	+	1000	497.0	[]	[]	[7.5073967]	[143]	[]	[85500337]
203_11193	chr20	47487232	47487632	+	1000	120.0	[]	[]	[9.166563]	[108]	[]	[47487417]
203_11196	chr21	36166641	36167041	+	1000	120.0	[]	[]	[8.235647]	[96]	[]	[36166830]
203_11197	chr21	42579682	42580082	+	1000	120.0	[8.272243, 7.5855]	[110, 164]	[]	[]	[42579875, 42579929]	[]
203_11198	chr21	43362906	43363306	+	1000	120.0	[12.754859]	[97]	[]	[]	[43363093]	[]
203_112	chr21	44854771	44855171	+	1000	754.0	[8.643063]	[53]	[]	[]	[44854924]	[]
203_1120	chr20	31610645	31611045	+	1000	497.0	[7.8923073]	[105]	[]	[]	[31610846]	[]
203_11200	chr22	20456224	20456624	+	1000	120.0	[8.679044, 8.643063]	[82, 158]	[8.643063]	[98]	[20456389, 20456465]	[20456405]
203_11202	chr22	22666461	22666861	+	1000	120.0	[]	[]	[8.52607, 9.540733]	[129, 144]	[]	[22666673, 22666688]
203_11204	chr22	30674451	30674851	+	1000	120.0	[8.332749]	[99]	[]	[]	[30674644]	[]
203_11205	chr22	32572674	32573074	+	1000	120.0	[]	[]	[9.166563]	[120]	[]	[32572887]
203_11206	chr3	4355374	4355774	+	1000	120.0	[]	[]	[8.386223]	[52]	[]	[4355526]
203_11208	chr3	15310702	15311102	+	1000	120.0	[]	[]	[7.5073967]	[138]	[]	[15310937]
203_11211	chr3	121574438	121574838	+	1000	120.0	[8.332749]	[145]	[]	[]	[121574676]	[]
203_11212	chr3	158494655	158495055	+	1000	120.0	[]	[]	[7.5855]	[88]	[]	[158494823]
203_11223	chr5	87184513	87184913	+	1000	120.0	[8.332749]	[124]	[]	[]	[87184733]	[]
203_11228	chr6	31739839	31740239	+	1000	120.0	[8.52607]	[124]	[]	[]	[31740046]	[]
203_11229	chr6	32154375	32154775	+	1000	120.0	[8.498569]	[112]	[]	[]	[32154560]	[]
203_11233	chr6	134429864	134430264	+	1000	120.0	[8.643063]	[109]	[]	[]	[134430066]	[]
203_11235	chr7	1950282	1950682	+	1000	120.0	[9.166563]	[86]	[]	[]	[1950461]	[]
203_11243	chr8	140337211	140337611	+	1000	120.0	[]	[]	[7.5855]	[92]	[]	[140337377]
203_11245	chr9	120891518	120891918	+	1000	120.0	[]	[]	[8.643063]	[112]	[]	[120891722]
203_11247	chr9	130941029	130941429	+	1000	120.0	[]	[]	[8.52607]	[190]	[]	[130941241]
203_11253	chr1	111214467	111214867	+	1000	119.0	[8.52607]	[101]	[]	[]	[111214657]	[]
203_11254	chr1	154936399	154936799	+	1000	119.0	[12.754859]	[97]	[]	[]	[154936588]	[]
203_11259	chr1	228463611	228464011	+	1000	119.0	[8.332749]	[90]	[]	[]	[228463799]	[]
203_1126	chrX	11367604	11368004	+	1000	497.0	[8.235647]	[113]	[]	[]	[11367816]	[]
203_11263	chr10	47311568	47311968	+	1000	119.0	[7.5855]	[115]	[12.754859]	[149]	[47311768]	[47311802]
203_11264	chr10	71266341	71266741	+	1000	119.0	[]	[]	[8.801346]	[79]	[]	[71266503]
203_11265	chr10	100373886	100374286	+	1000	119.0	[]	[]	[7.5855]	[127]	[]	[100374077]
203_11267	chr11	19294439	19294839	+	1000	119.0	[8.332749]	[86]	[]	[]	[19294622]	[]
203_11270	chr11	44270685	44271085	+	1000	119.0	[8.643063]	[170]	[]	[]	[44270930]	[]
203_11275	chr12	12464947	12465347	+	1000	119.0	[8.235647]	[103]	[]	[]	[12465132]	[]
203_11277	chr12	127108861	127109261	+	1000	119.0	[]	[]	[8.235647]	[106]	[]	[127109066]
203_11278	chr13	51786031	51786431	+	1000	119.0	[]	[]	[8.643063]	[120]	[]	[51786230]
203_11281	chr16	40985	41385	+	1000	119.0	[8.643063]	[120]	[8.643063]	[119]	[41203]	[41202]
203_11283	chr16	66516715	66517115	+	1000	119.0	[]	[]	[12.754859]	[67]	[]	[66516867]
203_11285	chr17	42518491	42518891	+	1000	119.0	[]	[]	[8.272243]	[80]	[]	[42518668]
203_1129	chr10	60262751	60263151	+	1000	496.0	[8.643063, 8.498569]	[79, 125]	[]	[]	[60262919, 60262965]	[]
203_11295	chr2	46871849	46872249	+	1000	119.0	[8.332749]	[128]	[]	[]	[46872065]	[]
203_11298	chr2	171433786	171434186	+	1000	119.0	[8.272243]	[68]	[]	[]	[171433939]	[]
203_1130	chr11	69981432	69981832	+	1000	496.0	[8.643063, 8.643063]	[96, 123]	[8.643063, 8.643063]	[95, 122]	[69981627, 69981654]	[69981626, 69981653]
203_11305	chr22	22809966	22810366	+	1000	119.0	[]	[]	[8.272243]	[218]	[]	[22810199]
203_11311	chr3	123636485	123636885	+	1000	119.0	[8.643063]	[118]	[]	[]	[123636693]	[]
203_11320	chr5	122122080	122122480	+	1000	119.0	[8.643063]	[57]	[12.754859]	[69]	[122122237]	[122122249]
203_11322	chr6	16168790	16169190	+	1000	119.0	[]	[]	[8.272243, 8.332749]	[83, 109]	[]	[16168955, 16168981]
203_11324	chr6	27592737	27593137	+	1000	119.0	[8.643063]	[122]	[]	[]	[27592954]	[]
203_11326	chr6	45156092	45156492	+	1000	119.0	[8.272243]	[84]	[]	[]	[45156272]	[]
203_11331	chr6	151339345	151339745	+	1000	119.0	[7.5073967]	[131]	[]	[]	[151339570]	[]
203_11333	chr6	164346642	164347042	+	1000	119.0	[]	[]	[8.272243]	[95]	[]	[164346835]
203_11336	chr7	101100107	101100507	+	1000	119.0	[]	[]	[8.643063]	[145]	[]	[101100335]
203_11340	chr8	30133847	30134247	+	1000	119.0	[12.754859]	[70]	[]	[]	[30134011]	[]
203_11341	chr8	38335807	38336207	+	1000	119.0	[]	[]	[7.8923073]	[90]	[]	[38335981]
203_11343	chr8	104617277	104617677	+	1000	119.0	[]	[]	[8.52607]	[151]	[]	[104617521]
203_11344	chr8	125430056	125430456	+	1000	119.0	[]	[]	[8.332749]	[149]	[]	[125430302]
203_11345	chr9	64128643	64129043	+	1000	119.0	[8.235647]	[134]	[8.498569]	[76]	[64128864]	[64128806]
203_1135	chrX	130952383	130952783	+	1000	496.0	[]	[]	[8.52607]	[154]	[]	[130952634]
203_11350	chr9	126957682	126958082	+	1000	119.0	[]	[]	[8.332749, 7.5855]	[118, 124]	[]	[126957898, 126957904]
203_11351	chrX	14029867	14030267	+	1000	119.0	[]	[]	[8.801346, 9.166563]	[94, 111]	[]	[14030047, 14030064]
203_11356	chr1	109826822	109827222	+	1000	118.0	[]	[]	[8.643063]	[93]	[]	[109827012]
203_11359	chr1	206575024	206575424	+	1000	118.0	[8.643063]	[133]	[8.643063, 8.235647]	[132, 138]	[206575236]	[206575235, 206575241]
203_1136	chr12	32000337	32000737	+	1000	495.0	[8.272243]	[116]	[]	[]	[32000550]	[]
203_11367	chr10	97648961	97649361	+	1000	118.0	[7.8923073]	[65]	[]	[]	[97649117]	[]
203_11368	chr10	102645831	102646231	+	1000	118.0	[]	[]	[8.643063]	[91]	[]	[102646018]
203_11371	chr12	71268568	71268968	+	1000	118.0	[8.332749]	[105]	[]	[]	[71268761]	[]
203_11382	chr15	96053755	96054155	+	1000	118.0	[]	[]	[8.643063]	[83]	[]	[96053934]
203_11383	chr16	11133281	11133681	+	1000	118.0	[]	[]	[8.643063]	[137]	[]	[11133509]
203_11385	chr16	58121112	58121512	+	1000	118.0	[]	[]	[8.801346]	[114]	[]	[58121324]
203_11389	chr16	88770930	88771330	+	1000	118.0	[]	[]	[8.801346]	[145]	[]	[88771121]
203_1140	chr3	4225007	4225407	+	1000	495.0	[8.235647]	[105]	[]	[]	[4225209]	[]
203_11405	chr2	175707321	175707721	+	1000	118.0	[7.5855]	[139]	[]	[]	[175707549]	[]
203_11406	chr20	5491460	5491860	+	1000	118.0	[8.332749]	[126]	[8.272243]	[95]	[5491675]	[5491644]
203_11411	chr22	22692787	22693187	+	1000	118.0	[8.272243]	[101]	[]	[]	[22692987]	[]
203_11413	chr3	6518709	6519109	+	1000	118.0	[8.235647]	[105]	[]	[]	[6518909]	[]
