#PeakID(python scan_motif.py ./ENCODE_processed_files/GATA1_idr.fa GATA1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
156_10363	chr20	32681337	32681737	+	1000	41.0	[]	[]	[12.392342]	[131]	[]	[32681506]
156_10364	chr20	38342671	38343071	+	1000	41.0	[8.230114]	[89]	[7.392081]	[64]	[38342852]	[38342827]
156_10365	chr20	38995733	38996133	+	1000	41.0	[11.148683]	[85]	[]	[]	[38995908]	[]
156_10366	chr20	43431158	43431558	+	891	41.0	[]	[]	[11.148683]	[53]	[]	[43431311]
156_10367	chr20	45884846	45885246	+	1000	41.0	[]	[]	[11.148683]	[105]	[]	[45885044]
156_1037	chr2	74036455	74036855	+	1000	170.0	[11.148683, 7.3913875]	[85, 92]	[11.148683]	[130]	[74036634, 74036641]	[74036679]
156_10370	chr21	13970295	13970695	+	827	41.0	[]	[]	[11.148683]	[121]	[]	[13970493]
156_10377	chr22	17638351	17638751	+	1000	41.0	[]	[]	[7.286461]	[147]	[]	[17638590]
156_1038	chr2	172552788	172553188	+	1000	170.0	[11.148683]	[95]	[]	[]	[172552974]	[]
156_10385	chr22	21620000	21620400	+	1000	41.0	[7.3065944]	[83]	[11.148683]	[124]	[21620174]	[21620215]
156_1039	chr3	5428847	5429247	+	1000	170.0	[7.392081]	[151]	[]	[]	[5429071]	[]
156_10391	chr3	20008650	20009050	+	1000	41.0	[11.148683]	[74]	[]	[]	[20008823]	[]
156_10392	chr3	38151063	38151463	+	1000	41.0	[7.392081]	[94]	[7.392081]	[150]	[38151241]	[38151297]
156_10396	chr3	50612050	50612450	+	1000	41.0	[11.148683]	[93]	[]	[]	[50612243]	[]
156_10397	chr3	50612604	50613004	+	1000	41.0	[8.635739, 11.148683]	[74, 139]	[7.392081, 7.3065944]	[72, 121]	[50612772, 50612837]	[50612770, 50612819]
156_10399	chr3	140952973	140953373	+	1000	41.0	[11.148683]	[125]	[]	[]	[140953170]	[]
156_1040	chr5	39424746	39425146	+	1000	170.0	[9.473773]	[114]	[]	[]	[39424954]	[]
156_10400	chr3	141735174	141735574	+	1000	41.0	[7.74083]	[115]	[]	[]	[141735371]	[]
156_10401	chr3	150787745	150788145	+	1000	41.0	[11.148683]	[82]	[7.696181]	[63]	[150787922]	[150787903]
156_10402	chr3	155815008	155815408	+	724	41.0	[8.190248]	[77]	[8.230114]	[107]	[155815181]	[155815211]
156_10403	chr3	156491193	156491593	+	1000	41.0	[8.230114]	[76]	[]	[]	[156491366]	[]
156_10404	chr3	171374723	171375123	+	1000	41.0	[7.392081]	[63]	[12.392342]	[79]	[171374880]	[171374896]
156_10405	chr3	171487405	171487805	+	1000	41.0	[8.230114]	[93]	[]	[]	[171487566]	[]
156_10406	chr3	177357401	177357801	+	1000	41.0	[]	[]	[11.148683]	[106]	[]	[177357589]
156_10408	chr3	185328557	185328957	+	1000	41.0	[]	[]	[8.230114]	[111]	[]	[185328758]
156_10409	chr3	191328576	191328976	+	966	41.0	[]	[]	[11.148683]	[125]	[]	[191328769]
156_10410	chr3	197189632	197190032	+	686	41.0	[]	[]	[11.148683]	[112]	[]	[197189840]
156_10411	chr3	198108342	198108742	+	1000	41.0	[8.230114]	[113]	[]	[]	[198108551]	[]
156_10416	chr4	122749584	122749984	+	1000	41.0	[11.148683]	[100]	[]	[]	[122749768]	[]
156_10417	chr4	127737286	127737686	+	1000	41.0	[9.473773]	[146]	[]	[]	[127737525]	[]
156_10419	chr4	128582493	128582893	+	1000	41.0	[]	[]	[7.392081]	[109]	[]	[128582687]
156_1042	chr5	178683757	178684157	+	1000	170.0	[]	[]	[11.148683]	[70]	[]	[178683925]
156_10420	chr4	153493703	153494103	+	1000	41.0	[7.464151, 7.3913875]	[71, 145]	[8.230114]	[133]	[153493874, 153493948]	[153493936]
156_10421	chr4	153799834	153800234	+	1000	41.0	[]	[]	[11.148683, 8.230114]	[79, 134]	[]	[153800002, 153800057]
156_10422	chr4	172992560	172992960	+	1000	41.0	[7.392081, 12.392342]	[104, 148]	[]	[]	[172992760, 172992804]	[]
156_10423	chr4	185573805	185574205	+	1000	41.0	[]	[]	[7.3913875, 8.190248]	[134, 139]	[]	[185574021, 185574026]
156_10425	chr5	10537210	10537610	+	596	41.0	[]	[]	[8.230114]	[120]	[]	[10537421]
156_10427	chr5	55333027	55333427	+	1000	41.0	[]	[]	[7.74083]	[121]	[]	[55333235]
156_10428	chr5	83353747	83354147	+	1000	41.0	[7.392081]	[147]	[]	[]	[83353985]	[]
156_10429	chr5	121745398	121745798	+	1000	41.0	[]	[]	[11.148683]	[161]	[]	[121745641]
156_1043	chr9	116422494	116422894	+	1000	170.0	[]	[]	[11.148683]	[72]	[]	[116422649]
156_10431	chr5	151255912	151256312	+	1000	41.0	[7.3913875]	[155]	[]	[]	[151256108]	[]
156_10432	chr5	151556207	151556607	+	1000	41.0	[]	[]	[8.230114]	[110]	[]	[151556415]
156_10433	chr5	160080950	160081350	+	1000	41.0	[12.392342, 7.3913875]	[74, 106]	[11.148683]	[130]	[160081124, 160081156]	[160081180]
156_10434	chr5	173616745	173617145	+	1000	41.0	[]	[]	[8.190248]	[152]	[]	[173616979]
156_10437	chr6	613994	614394	+	1000	41.0	[8.635739]	[114]	[8.230114, 7.392081]	[69, 112]	[614195]	[614150, 614193]
156_10438	chr6	20604154	20604554	+	1000	41.0	[9.473773]	[77]	[]	[]	[20604315]	[]
156_10439	chr6	25925913	25926313	+	1000	41.0	[9.473773]	[85]	[11.148683]	[116]	[25926094]	[25926125]
156_1044	chr1	234730650	234731050	+	1000	169.0	[]	[]	[11.148683]	[118]	[]	[234730858]
156_10441	chr6	28583507	28583907	+	1000	41.0	[7.392081]	[98]	[]	[]	[28583695]	[]
156_10442	chr6	30340569	30340969	+	1000	41.0	[7.3065944]	[172]	[]	[]	[30340811]	[]
156_10447	chr6	34277375	34277775	+	1000	41.0	[11.148683]	[93]	[]	[]	[34277556]	[]
156_10448	chr6	36076494	36076894	+	1000	41.0	[11.148683]	[95]	[7.392081]	[138]	[36076681]	[36076724]
156_1045	chr10	70667311	70667711	+	1000	169.0	[8.635739, 7.696181]	[89, 94]	[]	[]	[70667487, 70667492]	[]
156_10450	chr6	38578061	38578461	+	1000	41.0	[11.148683]	[68]	[7.392081]	[146]	[38578221]	[38578299]
156_10451	chr6	41724465	41724865	+	1000	41.0	[8.230114]	[130]	[11.148683]	[106]	[41724678]	[41724654]
156_10452	chr6	42136881	42137281	+	1000	41.0	[7.286461, 12.392342]	[58, 63]	[]	[]	[42137032, 42137037]	[]
156_10455	chr6	43947013	43947413	+	981	41.0	[]	[]	[11.148683]	[126]	[]	[43947199]
156_10458	chr6	67184317	67184717	+	1000	41.0	[9.473773, 7.3913875]	[66, 102]	[]	[]	[67184478, 67184514]	[]
156_10459	chr6	83132106	83132506	+	991	41.0	[11.148683]	[136]	[11.148683]	[120]	[83132338]	[83132322]
156_1046	chr17	82868578	82868978	+	1000	169.0	[]	[]	[7.392081]	[85]	[]	[82868762]
156_10461	chr6	107510076	107510476	+	1000	41.0	[]	[]	[12.392342]	[115]	[]	[107510290]
156_10463	chr6	116268599	116268999	+	1000	41.0	[]	[]	[7.3913875]	[132]	[]	[116268831]
156_10465	chr6	136251429	136251829	+	1000	41.0	[8.230114, 7.3065944]	[89, 153]	[]	[]	[136251615, 136251679]	[]
156_10466	chr6	136895912	136896312	+	1000	41.0	[11.148683, 11.148683]	[94, 99]	[]	[]	[136896103, 136896108]	[]
156_10468	chr6	146881820	146882220	+	1000	41.0	[8.230114]	[107]	[]	[]	[146882022]	[]
156_1047	chr19	16315962	16316362	+	1000	169.0	[]	[]	[11.148683]	[108]	[]	[16316169]
156_10470	chr6	157502388	157502788	+	1000	41.0	[11.148683]	[113]	[]	[]	[157502585]	[]
156_10471	chr6	159807437	159807837	+	1000	41.0	[11.148683]	[179]	[8.190248]	[143]	[159807681]	[159807645]
156_10472	chr6	167896634	167897034	+	1000	41.0	[]	[]	[8.04971]	[114]	[]	[167896833]
156_10474	chr7	16431615	16432015	+	1000	41.0	[]	[]	[12.392342]	[164]	[]	[16431841]
156_10476	chr7	47074809	47075209	+	1000	41.0	[12.392342]	[143]	[]	[]	[47074960]	[]
156_10477	chr7	65731498	65731898	+	1000	41.0	[]	[]	[8.230114]	[137]	[]	[65731717]
156_10479	chr7	75741060	75741460	+	1000	41.0	[]	[]	[12.392342]	[105]	[]	[75741263]
156_1048	chr2	26191679	26192079	+	1000	169.0	[]	[]	[7.392081]	[88]	[]	[26191864]
156_10482	chr7	108489047	108489447	+	1000	41.0	[7.3913875]	[144]	[]	[]	[108489287]	[]
156_10483	chr7	111295072	111295472	+	1000	41.0	[]	[]	[11.148683]	[190]	[]	[111295318]
156_10484	chr7	112619342	112619742	+	1000	41.0	[]	[]	[7.392081]	[91]	[]	[112619516]
156_10486	chr7	150400387	150400787	+	1000	41.0	[7.392081, 8.203644]	[63, 73]	[]	[]	[150400549, 150400559]	[]
156_10489	chr8	782822	783222	+	1000	41.0	[]	[]	[8.203644]	[80]	[]	[782999]
156_10490	chr8	30144521	30144921	+	1000	41.0	[]	[]	[11.148683]	[126]	[]	[30144745]
156_10491	chr8	30724704	30725104	+	1000	41.0	[]	[]	[11.148683]	[117]	[]	[30724918]
156_10492	chr8	30743277	30743677	+	1000	41.0	[]	[]	[7.392081]	[83]	[]	[30743459]
156_10493	chr8	79852635	79853035	+	1000	41.0	[8.635739]	[101]	[11.148683]	[159]	[79852826]	[79852884]
156_10494	chr8	80864767	80865167	+	1000	41.0	[]	[]	[8.203644]	[151]	[]	[80865011]
156_10495	chr8	95064539	95064939	+	1000	41.0	[12.392342]	[96]	[8.230114]	[126]	[95064732]	[95064762]
156_10497	chr8	124648996	124649396	+	1000	41.0	[7.392081]	[116]	[]	[]	[124649194]	[]
156_10498	chr8	127859576	127859976	+	1000	41.0	[11.148683]	[117]	[]	[]	[127859784]	[]
156_10499	chr8	140636041	140636441	+	805	41.0	[]	[]	[7.392081]	[134]	[]	[140636246]
156_105	chr10	92756223	92756623	+	1000	369.0	[]	[]	[8.190248]	[137]	[]	[92756453]
156_1050	chr4	169626801	169627201	+	1000	169.0	[11.148683]	[119]	[]	[]	[169627012]	[]
156_10503	chr9	68721920	68722320	+	985	41.0	[11.148683]	[91]	[]	[]	[68722111]	[]
156_10504	chr9	91193620	91194020	+	1000	41.0	[11.148683]	[118]	[]	[]	[91193810]	[]
156_10505	chr9	92295260	92295660	+	1000	41.0	[]	[]	[11.148683]	[122]	[]	[92295435]
156_10506	chr9	121074349	121074749	+	1000	41.0	[]	[]	[8.230114]	[96]	[]	[121074534]
156_10507	chr9	121284014	121284414	+	1000	41.0	[]	[]	[8.230114]	[132]	[]	[121284244]
156_10508	chr9	122402413	122402813	+	1000	41.0	[12.392342]	[87]	[]	[]	[122402593]	[]
156_10510	chr9	128886344	128886744	+	1000	41.0	[8.230114]	[102]	[]	[]	[128886533]	[]
156_10511	chr9	130740391	130740791	+	1000	41.0	[7.392081]	[66]	[]	[]	[130740551]	[]
156_10515	chr9	132978427	132978827	+	1000	41.0	[]	[]	[8.230114]	[67]	[]	[132978578]
156_10516	chr9	135473721	135474121	+	1000	41.0	[8.230114, 8.230114]	[87, 95]	[]	[]	[135473904, 135473912]	[]
156_10518	chrX	13235995	13236395	+	1000	41.0	[]	[]	[9.473773]	[97]	[]	[13236187]
156_10519	chrX	66008582	66008982	+	1000	41.0	[7.392081]	[95]	[]	[]	[66008773]	[]
156_1052	chr7	121049468	121049868	+	1000	169.0	[11.148683]	[83]	[]	[]	[121049650]	[]
156_10520	chrX	100994231	100994631	+	1000	41.0	[11.148683]	[108]	[]	[]	[100994439]	[]
156_10521	chrX	107577922	107578322	+	1000	41.0	[9.473773]	[93]	[]	[]	[107578094]	[]
156_10524	chr1	3926882	3927282	+	961	40.0	[9.473773]	[81]	[]	[]	[3927050]	[]
156_10528	chr1	14784702	14785102	+	1000	40.0	[]	[]	[7.74083]	[106]	[]	[14784879]
156_1053	chr8	85378065	85378465	+	1000	169.0	[]	[]	[9.473773, 8.230114]	[99, 140]	[]	[85378256, 85378297]
156_10530	chr1	21613035	21613435	+	1000	40.0	[]	[]	[11.148683]	[107]	[]	[21613240]
156_10536	chr1	34845418	34845818	+	804	40.0	[]	[]	[8.230114]	[92]	[]	[34845606]
156_10537	chr1	38777530	38777930	+	1000	40.0	[8.230114]	[98]	[]	[]	[38777722]	[]
156_10538	chr1	41200720	41201120	+	1000	40.0	[]	[]	[11.148683, 8.190248]	[98, 105]	[]	[41200904, 41200911]
156_10539	chr1	43053187	43053587	+	1000	40.0	[11.148683, 11.148683, 11.148683]	[81, 118, 123]	[]	[]	[43053351, 43053388, 43053393]	[]
156_10540	chr1	43345153	43345553	+	1000	40.0	[]	[]	[11.148683]	[110]	[]	[43345340]
156_10544	chr1	53819376	53819776	+	1000	40.0	[]	[]	[8.203644, 7.392081]	[59, 149]	[]	[53819531, 53819621]
156_10545	chr1	54353915	54354315	+	1000	40.0	[7.3913875, 11.148683]	[123, 128]	[]	[]	[54354119, 54354124]	[]
156_10547	chr1	71044858	71045258	+	1000	40.0	[]	[]	[8.230114]	[114]	[]	[71045054]
156_10548	chr1	83932257	83932657	+	1000	40.0	[11.148683]	[98]	[]	[]	[83932451]	[]
156_1055	chr1	45038961	45039361	+	1000	168.0	[8.230114]	[88]	[]	[]	[45039144]	[]
156_10552	chr1	117857374	117857774	+	1000	40.0	[11.148683]	[98]	[]	[]	[117857564]	[]
156_10555	chr1	148385611	148386011	+	1000	40.0	[]	[]	[7.464151]	[148]	[]	[148385854]
156_10558	chr1	151978252	151978652	+	1000	40.0	[11.148683, 11.148683]	[79, 98]	[]	[]	[151978418, 151978437]	[]
156_1056	chr1	51429952	51430352	+	1000	168.0	[11.148683]	[121]	[8.190248]	[153]	[51430152]	[51430184]
156_10560	chr1	157155248	157155648	+	1000	40.0	[]	[]	[8.230114]	[118]	[]	[157155451]
156_10563	chr1	167926527	167926927	+	1000	40.0	[]	[]	[8.230114]	[133]	[]	[167926750]
156_10565	chr1	198150345	198150745	+	1000	40.0	[8.230114, 7.392081]	[114, 151]	[]	[]	[198150558, 198150595]	[]
156_10566	chr1	198604941	198605341	+	1000	40.0	[11.148683]	[128]	[]	[]	[198605155]	[]
156_10568	chr1	201783036	201783436	+	1000	40.0	[11.148683]	[87]	[]	[]	[201783214]	[]
156_10569	chr1	204463131	204463531	+	1000	40.0	[11.148683]	[91]	[]	[]	[204463312]	[]
156_1057	chr1	181151521	181151921	+	1000	168.0	[8.230114]	[85]	[]	[]	[181151700]	[]
156_10570	chr1	207232467	207232867	+	1000	40.0	[]	[]	[12.392342, 12.392342]	[87, 105]	[]	[207232621, 207232639]
156_10572	chr1	211613390	211613790	+	1000	40.0	[8.190248]	[170]	[]	[]	[211613638]	[]
156_10575	chr1	219881036	219881436	+	1000	40.0	[8.203644, 8.230114, 8.230114]	[84, 89, 174]	[7.3065944]	[95]	[219881189, 219881194, 219881279]	[219881200]
156_10577	chr1	228164528	228164928	+	1000	40.0	[]	[]	[9.473773]	[84]	[]	[228164699]
156_10578	chr1	231037978	231038378	+	1000	40.0	[11.148683]	[125]	[]	[]	[231038172]	[]
156_10579	chr1	233427882	233428282	+	573	40.0	[]	[]	[11.148683]	[154]	[]	[233428124]
156_1058	chr1	211928269	211928669	+	1000	168.0	[]	[]	[8.230114]	[130]	[]	[211928497]
156_10580	chr1	233598938	233599338	+	1000	40.0	[7.392081]	[100]	[]	[]	[233599129]	[]
156_10582	chr1	241611080	241611480	+	1000	40.0	[11.148683]	[135]	[]	[]	[241611305]	[]
156_10583	chr1	246497298	246497698	+	1000	40.0	[]	[]	[7.392081]	[130]	[]	[246497523]
156_10587	chr10	17049226	17049626	+	1000	40.0	[]	[]	[9.473773]	[154]	[]	[17049462]
156_1059	chr10	15703375	15703775	+	1000	168.0	[7.392081]	[62]	[8.230114, 7.3913875, 8.203644]	[82, 100, 105]	[15703533]	[15703553, 15703571, 15703576]
156_10591	chr10	86775149	86775549	+	1000	40.0	[8.203644]	[77]	[]	[]	[86775315]	[]
156_10592	chr10	91306001	91306401	+	1000	40.0	[]	[]	[11.148683, 11.148683, 11.148683]	[71, 113, 155]	[]	[91306158, 91306200, 91306242]
156_10595	chr11	9613848	9614248	+	1000	40.0	[]	[]	[8.203644]	[99]	[]	[9614038]
156_10596	chr11	12814807	12815207	+	1000	40.0	[]	[]	[8.230114]	[143]	[]	[12815038]
156_10597	chr11	13110921	13111321	+	1000	40.0	[]	[]	[11.148683]	[101]	[]	[13111098]
156_10599	chr11	32421133	32421533	+	1000	40.0	[]	[]	[7.3913875, 11.148683]	[116, 121]	[]	[32421329, 32421334]
156_106	chr3	46509155	46509555	+	1000	368.0	[]	[]	[11.148683]	[79]	[]	[46509330]
156_1060	chr18	12491854	12492254	+	1000	168.0	[]	[]	[8.230114]	[105]	[]	[12492047]
156_10600	chr11	57735686	57736086	+	1000	40.0	[8.230114]	[116]	[]	[]	[57735889]	[]
156_10601	chr11	60854155	60854555	+	1000	40.0	[]	[]	[11.148683]	[111]	[]	[60854365]
156_10602	chr11	62753575	62753975	+	1000	40.0	[8.230114]	[116]	[]	[]	[62753763]	[]
156_10604	chr11	78230461	78230861	+	1000	40.0	[]	[]	[7.392081]	[96]	[]	[78230651]
156_1061	chr2	80370446	80370846	+	1000	168.0	[]	[]	[11.148683]	[90]	[]	[80370614]
156_10611	chr12	47272407	47272807	+	1000	40.0	[]	[]	[11.148683]	[122]	[]	[47272620]
156_10612	chr12	52703888	52704288	+	1000	40.0	[]	[]	[8.230114]	[142]	[]	[52704121]
156_10613	chr12	52942033	52942433	+	1000	40.0	[8.203644]	[119]	[7.3913875]	[152]	[52942239]	[52942272]
156_10614	chr12	66149697	66150097	+	1000	40.0	[11.148683]	[179]	[11.148683]	[159]	[66149937]	[66149917]
156_10616	chr12	89544016	89544416	+	1000	40.0	[]	[]	[11.148683]	[134]	[]	[89544238]
156_10617	chr12	93374354	93374754	+	591	40.0	[7.842722]	[113]	[]	[]	[93374542]	[]
156_10619	chr12	110270480	110270880	+	1000	40.0	[7.74083]	[85]	[]	[]	[110270648]	[]
156_1062	chr20	50012566	50012966	+	1000	168.0	[]	[]	[11.148683, 8.230114]	[90, 127]	[]	[50012747, 50012784]
156_10620	chr12	117005397	117005797	+	785	40.0	[]	[]	[11.148683]	[100]	[]	[117005592]
156_10621	chr12	118404816	118405216	+	1000	40.0	[7.3913875]	[123]	[]	[]	[118405001]	[]
156_10622	chr12	120230516	120230916	+	1000	40.0	[8.190248, 8.357435]	[87, 92]	[]	[]	[120230694, 120230699]	[]
156_10624	chr13	28611564	28611964	+	704	40.0	[8.230114]	[103]	[]	[]	[28611746]	[]
156_10625	chr13	40974569	40974969	+	1000	40.0	[7.3065944]	[111]	[11.148683]	[178]	[40974753]	[40974820]
156_10626	chr13	42072026	42072426	+	896	40.0	[11.148683]	[116]	[]	[]	[42072193]	[]
156_10627	chr13	48534223	48534623	+	579	40.0	[]	[]	[11.148683, 8.203644]	[105, 129]	[]	[48534419, 48534443]
156_10629	chr14	31894283	31894683	+	933	40.0	[8.635739]	[118]	[]	[]	[31894480]	[]
156_10630	chr14	45250141	45250541	+	1000	40.0	[]	[]	[7.74083, 7.392081]	[98, 130]	[]	[45250329, 45250361]
156_10631	chr14	57413870	57414270	+	1000	40.0	[]	[]	[11.148683]	[97]	[]	[57414063]
156_10632	chr14	68758276	68758676	+	1000	40.0	[7.392081]	[67]	[]	[]	[68758430]	[]
156_10635	chr15	35549519	35549919	+	1000	40.0	[]	[]	[11.148683]	[132]	[]	[35549734]
156_10636	chr15	37221350	37221750	+	1000	40.0	[7.3065944, 11.148683]	[78, 83]	[]	[]	[37221526, 37221531]	[]
156_10637	chr15	40469036	40469436	+	1000	40.0	[11.148683]	[112]	[11.148683]	[141]	[40469236]	[40469265]
156_10638	chr15	41544135	41544535	+	963	40.0	[11.148683]	[115]	[]	[]	[41544326]	[]
156_1064	chr22	49704521	49704921	+	1000	168.0	[7.392081]	[76]	[11.148683]	[131]	[49704696]	[49704751]
156_10642	chr15	63063380	63063780	+	1000	40.0	[]	[]	[11.148683]	[122]	[]	[63063586]
156_10643	chr15	68704401	68704801	+	1000	40.0	[8.230114]	[127]	[]	[]	[68704606]	[]
156_10645	chr15	101149219	101149619	+	1000	40.0	[8.230114]	[98]	[]	[]	[101149416]	[]
156_10646	chr16	567046	567446	+	1000	40.0	[11.148683]	[132]	[]	[]	[567261]	[]
156_1065	chr3	4643920	4644320	+	1000	168.0	[8.230114]	[78]	[]	[]	[4644092]	[]
156_10650	chr16	12613603	12614003	+	1000	40.0	[9.473773]	[79]	[]	[]	[12613773]	[]
156_10651	chr16	16780523	16780923	+	1000	40.0	[]	[]	[7.392081]	[85]	[]	[16780705]
156_10652	chr16	21611831	21612231	+	1000	40.0	[8.203644]	[79]	[]	[]	[21611996]	[]
156_10654	chr16	46583050	46583450	+	676	40.0	[]	[]	[8.230114]	[136]	[]	[46583267]
156_10656	chr16	58032743	58033143	+	1000	40.0	[]	[]	[8.230114]	[104]	[]	[58032945]
156_10657	chr16	58034754	58035154	+	1000	40.0	[9.473773]	[113]	[]	[]	[58034965]	[]
156_10658	chr16	81633761	81634161	+	1000	40.0	[8.230114]	[116]	[]	[]	[81633969]	[]
156_10659	chr16	88453830	88454230	+	1000	40.0	[]	[]	[8.230114]	[162]	[]	[88454064]
156_1066	chr3	5016543	5016943	+	1000	168.0	[]	[]	[8.230114]	[113]	[]	[5016753]
156_10660	chr17	13477066	13477466	+	1000	40.0	[12.392342]	[100]	[12.392342]	[120]	[13477255]	[13477275]
156_10661	chr17	15184783	15185183	+	1000	40.0	[]	[]	[8.203644, 11.148683]	[90, 124]	[]	[15184973, 15185007]
156_10663	chr17	28646221	28646621	+	1000	40.0	[11.148683]	[70]	[]	[]	[28646381]	[]
156_10665	chr17	32205898	32206298	+	1000	40.0	[8.203644, 11.148683]	[105, 126]	[]	[]	[32206089, 32206110]	[]
156_1067	chr3	32140916	32141316	+	1000	168.0	[8.230114]	[93]	[]	[]	[32141106]	[]
156_10670	chr17	48360774	48361174	+	878	40.0	[]	[]	[7.392081]	[119]	[]	[48360978]
156_10672	chr17	56910089	56910489	+	1000	40.0	[7.3913875]	[80]	[7.286461]	[94]	[56910263]	[56910277]
156_10673	chr17	58387800	58388200	+	1000	40.0	[11.148683]	[131]	[]	[]	[58388006]	[]
156_10678	chr18	37667003	37667403	+	1000	40.0	[11.148683]	[159]	[]	[]	[37667239]	[]
156_10679	chr18	49062131	49062531	+	1000	40.0	[11.148683]	[135]	[]	[]	[49062359]	[]
156_1068	chr3	136135046	136135446	+	1000	168.0	[]	[]	[11.148683, 11.148683]	[105, 110]	[]	[136135247, 136135252]
156_10681	chr18	70286291	70286691	+	1000	40.0	[]	[]	[11.148683]	[110]	[]	[70286501]
156_10682	chr18	74861211	74861611	+	1000	40.0	[8.635739]	[95]	[11.148683]	[165]	[74861374]	[74861444]
156_10683	chr18	79992872	79993272	+	1000	40.0	[11.148683]	[96]	[11.148683]	[108]	[79993063]	[79993075]
156_10684	chr19	2021297	2021697	+	1000	40.0	[]	[]	[11.148683, 11.148683, 11.148683]	[126, 136, 141]	[]	[2021494, 2021504, 2021509]
156_10686	chr19	5434301	5434701	+	1000	40.0	[12.392342]	[84]	[12.392342]	[99]	[5434461]	[5434476]
156_1069	chr3	169781180	169781580	+	1000	168.0	[]	[]	[7.392081]	[98]	[]	[169781378]
156_10690	chr19	21127959	21128359	+	1000	40.0	[]	[]	[8.230114]	[115]	[]	[21128167]
156_10691	chr19	46411478	46411878	+	1000	40.0	[7.392081, 7.392081]	[82, 154]	[]	[]	[46411641, 46411713]	[]
156_10694	chr2	9004851	9005251	+	1000	40.0	[8.230114]	[72]	[]	[]	[9005019]	[]
156_10695	chr2	24628717	24629117	+	1000	40.0	[]	[]	[8.357435, 7.74083]	[138, 143]	[]	[24628940, 24628945]
156_10697	chr2	37683222	37683622	+	1000	40.0	[9.473773]	[150]	[]	[]	[37683471]	[]
156_107	chr1	12218504	12218904	+	1000	367.0	[11.148683]	[130]	[]	[]	[12218730]	[]
156_1070	chr5	124651952	124652352	+	1000	168.0	[12.392342]	[117]	[]	[]	[124652164]	[]
156_10701	chr2	48134705	48135105	+	1000	40.0	[]	[]	[8.230114]	[164]	[]	[48134937]
156_10704	chr2	74328574	74328974	+	1000	40.0	[8.230114]	[105]	[12.392342]	[141]	[74328777]	[74328813]
156_10705	chr2	80361936	80362336	+	1000	40.0	[11.148683]	[59]	[8.230114]	[145]	[80362088]	[80362174]
156_10706	chr2	96930580	96930980	+	1000	40.0	[]	[]	[7.696181]	[114]	[]	[96930790]
156_10707	chr2	143702935	143703335	+	1000	40.0	[7.392081]	[83]	[8.635739]	[81]	[143703116]	[143703114]
156_10709	chr2	152583565	152583965	+	1000	40.0	[8.230114]	[104]	[]	[]	[152583761]	[]
156_1071	chr6	32288446	32288846	+	1000	168.0	[]	[]	[11.148683, 8.190248]	[97, 128]	[]	[32288642, 32288673]
156_10712	chr2	171893181	171893581	+	1000	40.0	[]	[]	[8.230114]	[123]	[]	[171893400]
156_10716	chr2	201196068	201196468	+	1000	40.0	[11.148683, 8.635739]	[86, 126]	[]	[]	[201196249, 201196289]	[]
156_10719	chr2	215951523	215951923	+	1000	40.0	[]	[]	[12.392342, 11.148683]	[107, 121]	[]	[215951715, 215951729]
156_10720	chr2	224392580	224392980	+	1000	40.0	[]	[]	[11.148683]	[101]	[]	[224392776]
156_10721	chr2	226837746	226838146	+	1000	40.0	[11.148683, 7.3065944]	[98, 152]	[]	[]	[226837919, 226837973]	[]
156_10722	chr2	233353568	233353968	+	1000	40.0	[11.148683]	[151]	[]	[]	[233353810]	[]
156_10723	chr2	237535412	237535812	+	761	40.0	[]	[]	[11.148683]	[106]	[]	[237535616]
156_10724	chr2	237702931	237703331	+	1000	40.0	[12.392342, 9.473773]	[90, 95]	[]	[]	[237703119, 237703124]	[]
156_10725	chr20	20015835	20016235	+	1000	40.0	[11.148683]	[118]	[]	[]	[20016043]	[]
156_10726	chr20	32650528	32650928	+	1000	40.0	[]	[]	[8.230114]	[118]	[]	[32650736]
156_10729	chr20	43677047	43677447	+	1000	40.0	[]	[]	[11.148683]	[102]	[]	[43677243]
156_10730	chr20	44678999	44679399	+	1000	40.0	[]	[]	[7.392081]	[138]	[]	[44679231]
156_10732	chr21	28927109	28927509	+	972	40.0	[]	[]	[8.230114]	[126]	[]	[28927316]
156_10735	chr21	34938034	34938434	+	1000	40.0	[11.148683]	[120]	[]	[]	[34938249]	[]
156_10736	chr21	45114054	45114454	+	1000	40.0	[8.230114]	[125]	[11.148683]	[89]	[45114256]	[45114220]
156_10738	chr22	20865852	20866252	+	1000	40.0	[8.230114]	[126]	[]	[]	[20866056]	[]
156_10739	chr22	20920628	20921028	+	1000	40.0	[]	[]	[8.635739]	[176]	[]	[20920836]
156_1074	chr9	129863039	129863439	+	1000	168.0	[]	[]	[11.148683]	[97]	[]	[129863234]
156_10750	chr22	39283515	39283915	+	1000	40.0	[8.230114]	[108]	[]	[]	[39283707]	[]
156_10753	chr3	33911823	33912223	+	1000	40.0	[8.635739]	[105]	[7.392081]	[173]	[33911997]	[33912065]
156_10754	chr3	39321634	39322034	+	1000	40.0	[9.473773, 7.3913875]	[102, 141]	[]	[]	[39321832, 39321871]	[]
156_10755	chr3	46935406	46935806	+	1000	40.0	[11.148683]	[92]	[]	[]	[46935593]	[]
