#PeakID(python scan_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_10612	chr11	71786478	71786878	+	1000	37.0	[2.3550847, 6.6823406, 7.7465644, 4.3078356]	[93, 131, 143, 148]	[]	[]	[71786664, 71786702, 71786714, 71786719]	[]
874_10613	chr11	78050931	78051331	+	749	37.0	[]	[]	[2.3848555, 1.6583169, 2.2150455, 12.127533, 4.2245255, 4.4106984, 3.9031646, 13.326774]	[78, 79, 80, 83, 84, 143, 146, 154]	[]	[78051097, 78051098, 78051099, 78051102, 78051103, 78051162, 78051165, 78051173]
874_10615	chr11	86181051	86181451	+	960	37.0	[]	[]	[3.6834283]	[126]	[]	[86181236]
874_10617	chr11	94732087	94732487	+	1000	37.0	[4.9482665]	[155]	[]	[]	[94732298]	[]
874_10619	chr12	643186	643586	+	819	37.0	[]	[]	[2.702865, 4.033833]	[98, 100]	[]	[643339, 643341]
874_10627	chr12	65666895	65667295	+	1000	37.0	[7.440656]	[220]	[]	[]	[65667131]	[]
874_10629	chr12	98515930	98516330	+	1000	37.0	[]	[]	[7.0066137]	[182]	[]	[98516175]
874_10632	chr12	113582537	113582937	+	1000	37.0	[7.1059365, 4.339677, 3.294941]	[163, 164, 177]	[]	[]	[113582748, 113582749, 113582762]	[]
874_10633	chr12	120200841	120201241	+	905	37.0	[9.299477, 1.667941]	[80, 137]	[]	[]	[120201018, 120201075]	[]
874_10635	chr12	122097912	122098312	+	913	37.0	[]	[]	[3.058522, 4.9482155, 6.09218, 12.484201, 5.520146, 9.146593, 6.6623206, 11.521097, 10.487403, 1.96386, 5.0641456, 3.5460136]	[173, 207, 208, 209, 210, 211, 212, 213, 215, 216, 218, 220]	[]	[122098109, 122098143, 122098144, 122098145, 122098146, 122098147, 122098148, 122098149, 122098151, 122098152, 122098154, 122098156]
874_10637	chr12	132710479	132710879	+	1000	37.0	[3.0630395, 1.8823735]	[62, 63]	[]	[]	[132710630, 132710631]	[]
874_10639	chr13	75549146	75549546	+	1000	37.0	[2.2793949, 6.383642]	[85, 90]	[]	[]	[75549298, 75549303]	[]
874_10641	chr13	80659301	80659701	+	1000	37.0	[]	[]	[1.6978248]	[103]	[]	[80659477]
874_10643	chr13	91345369	91345769	+	805	37.0	[]	[]	[2.0281873]	[228]	[]	[91345603]
874_10644	chr13	92293854	92294254	+	956	37.0	[]	[]	[4.241039]	[125]	[]	[92294075]
874_10646	chr13	93340445	93340845	+	991	37.0	[]	[]	[5.623826]	[156]	[]	[93340687]
874_10650	chr13	107914493	107914893	+	1000	37.0	[]	[]	[4.430891]	[162]	[]	[107914720]
874_10653	chr14	77320373	77320773	+	965	37.0	[]	[]	[1.7111472]	[149]	[]	[77320545]
874_10656	chr15	27088749	27089149	+	658	37.0	[]	[]	[1.9542768]	[139]	[]	[27088941]
874_10660	chr15	56244981	56245381	+	1000	37.0	[]	[]	[1.8486391]	[168]	[]	[56245158]
874_10662	chr15	80152927	80153327	+	974	37.0	[5.9234066]	[84]	[2.3337035]	[166]	[80153089]	[80153171]
874_10668	chr16	3159046	3159446	+	1000	37.0	[1.8764398]	[160]	[]	[]	[3159276]	[]
874_10670	chr16	11201800	11202200	+	1000	37.0	[2.0370753]	[206]	[]	[]	[11202023]	[]
874_10673	chr16	22298321	22298721	+	902	37.0	[2.3848555, 2.4504533]	[121, 125]	[]	[]	[22298509, 22298513]	[]
874_10677	chr16	57810284	57810684	+	992	37.0	[1.7125633]	[216]	[]	[]	[57810507]	[]
874_10678	chr16	67666731	67667131	+	1000	37.0	[9.30041]	[82]	[]	[]	[67666906]	[]
874_10683	chr16	85049132	85049532	+	1000	37.0	[]	[]	[4.086534]	[148]	[]	[85049365]
874_10686	chr16	85527959	85528359	+	1000	37.0	[2.1627758]	[152]	[7.4807315, 5.8040547]	[76, 78]	[85528204]	[85528128, 85528130]
874_10692	chr17	28552281	28552681	+	1000	37.0	[]	[]	[3.1113944, 7.929156, 4.833115]	[94, 96, 97]	[]	[28552464, 28552466, 28552467]
874_10694	chr17	29148689	29149089	+	1000	37.0	[2.2698588]	[110]	[]	[]	[29148841]	[]
874_10695	chr17	38728262	38728662	+	1000	37.0	[]	[]	[1.7125633, 6.31202, 7.3025746]	[125, 127, 146]	[]	[38728474, 38728476, 38728495]
874_10697	chr17	44947795	44948195	+	737	37.0	[2.8589828]	[205]	[]	[]	[44948032]	[]
874_10698	chr17	45579647	45580047	+	953	37.0	[5.454058, 4.556461]	[164, 167]	[]	[]	[45579885, 45579888]	[]
874_10701	chr17	49515220	49515620	+	1000	37.0	[2.3848555]	[139]	[]	[]	[49515386]	[]
874_10703	chr17	56833016	56833416	+	1000	37.0	[]	[]	[4.7495804]	[77]	[]	[56833188]
874_10706	chr17_GL000205v2_random	59077	59477	+	1000	37.0	[3.838815]	[122]	[]	[]	[59250]	[]
874_10710	chr18	21704752	21705152	+	852	37.0	[]	[]	[3.1956089]	[164]	[]	[21704982]
874_10713	chr19	996378	996778	+	1000	37.0	[3.462681]	[97]	[]	[]	[996565]	[]
874_10714	chr19	1512645	1513045	+	974	37.0	[4.1498246]	[86]	[]	[]	[1512803]	[]
874_10719	chr19	7509590	7509990	+	941	37.0	[]	[]	[3.5557413]	[76]	[]	[7509756]
874_10720	chr19	7869038	7869438	+	1000	37.0	[5.1634774]	[130]	[]	[]	[7869211]	[]
874_10721	chr19	10695742	10696142	+	897	37.0	[5.604515]	[176]	[]	[]	[10695979]	[]
874_10726	chr19	18203708	18204108	+	1000	37.0	[]	[]	[2.0271504]	[144]	[]	[18203941]
874_10727	chr19	18414527	18414927	+	846	37.0	[]	[]	[2.4883811, 3.9354959]	[83, 87]	[]	[18414704, 18414708]
874_10728	chr19	18432963	18433363	+	1000	37.0	[]	[]	[5.592153]	[160]	[]	[18433210]
874_10736	chr19	45770349	45770749	+	1000	37.0	[2.2179976, 3.4951892, 2.1853163]	[111, 112, 117]	[]	[]	[45770547, 45770548, 45770553]	[]
874_10740	chr19	50657707	50658107	+	1000	37.0	[2.3329945]	[186]	[3.8640227]	[161]	[50657935]	[50657910]
874_10741	chr19	50835640	50836040	+	781	37.0	[]	[]	[2.448146]	[219]	[]	[50835876]
874_10742	chr19	51365943	51366343	+	995	37.0	[]	[]	[5.592049]	[176]	[]	[51366142]
874_10745	chr2	28621236	28621636	+	908	37.0	[2.902231]	[113]	[]	[]	[28621427]	[]
874_10756	chr2	111120461	111120861	+	1000	37.0	[]	[]	[4.9957285, 2.1343372]	[87, 90]	[]	[111120640, 111120643]
874_10758	chr2	119402630	119403030	+	821	37.0	[9.635143, 2.0491896]	[61, 62]	[]	[]	[119402789, 119402790]	[]
874_10770	chr2	239401477	239401877	+	719	37.0	[]	[]	[2.4999652]	[117]	[]	[239401651]
874_10771	chr20	381569	381969	+	1000	37.0	[]	[]	[1.9665881]	[127]	[]	[381759]
874_10774	chr20	32664583	32664983	+	1000	37.0	[11.745352, 4.772683, 7.5874944]	[133, 134, 136]	[]	[]	[32664804, 32664805, 32664807]	[]
874_10781	chr20	53638035	53638435	+	854	37.0	[]	[]	[2.4366748, 3.326605, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 4.007244, 4.007244]	[76, 79, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104, 106, 108, 110, 112, 114, 116]	[]	[53638209, 53638212, 53638213, 53638215, 53638217, 53638219, 53638221, 53638223, 53638225, 53638227, 53638229, 53638231, 53638233, 53638235, 53638237, 53638239, 53638241, 53638243, 53638245, 53638247, 53638249]
874_10783	chr20	57433159	57433559	+	823	37.0	[3.0733116]	[181]	[4.864001, 3.4100416, 4.1065764]	[164, 166, 167]	[57433399]	[57433382, 57433384, 57433385]
874_10784	chr20	58209693	58210093	+	710	37.0	[]	[]	[1.9754441]	[125]	[]	[58209894]
874_10789	chr21	43922198	43922598	+	1000	37.0	[2.8927171]	[126]	[]	[]	[43922424]	[]
874_1079	chr1	26161541	26161941	+	1000	68.0	[]	[]	[2.7386823]	[71]	[]	[26161692]
874_10793	chr22	19152246	19152646	+	763	37.0	[]	[]	[11.964028, 5.434038, 7.367806]	[139, 142, 144]	[]	[19152441, 19152444, 19152446]
874_10795	chr22	19520829	19521229	+	984	37.0	[]	[]	[6.954898, 3.2651608]	[74, 152]	[]	[19520980, 19521058]
874_1080	chr1	31954528	31954928	+	1000	68.0	[]	[]	[4.0532475]	[133]	[]	[31954697]
874_10806	chr22	20110001	20110401	+	864	37.0	[3.4696538]	[117]	[]	[]	[20110197]	[]
874_10811	chr22	20643446	20643846	+	1000	37.0	[1.9630817]	[156]	[]	[]	[20643631]	[]
874_10822	chr22	21692559	21692959	+	918	37.0	[]	[]	[5.15043]	[162]	[]	[21692783]
874_10824	chr22	21911091	21911491	+	899	37.0	[2.9261074, 2.5991845]	[147, 148]	[6.310857, 9.085045]	[163, 164]	[21911312, 21911313]	[21911328, 21911329]
874_10826	chr22	22158839	22159239	+	997	37.0	[8.621293, 2.7870793, 6.1123257, 10.425123, 2.6202633]	[186, 193, 194, 195, 198]	[3.8711686]	[131]	[22159060, 22159067, 22159068, 22159069, 22159072]	[22159005]
874_10829	chr22	22531585	22531985	+	1000	37.0	[]	[]	[7.96649]	[152]	[]	[22531791]
874_10832	chr3	9897904	9898304	+	1000	37.0	[4.591547, 4.7928286]	[143, 207]	[]	[]	[9898081, 9898145]	[]
874_10835	chr3	47502998	47503398	+	1000	37.0	[]	[]	[1.710136]	[154]	[]	[47503247]
874_10848	chr4	6734310	6734710	+	942	37.0	[11.879814]	[52]	[]	[]	[6734461]	[]
874_10850	chr4	44726358	44726758	+	963	37.0	[2.889765, 5.91094, 7.5883765, 3.6329832, 15.143626]	[108, 112, 113, 115, 116]	[]	[]	[44726513, 44726517, 44726518, 44726520, 44726521]	[]
874_10853	chr4	53377619	53378019	+	1000	37.0	[]	[]	[2.1168482, 7.592426]	[82, 83]	[]	[53377786, 53377787]
874_10857	chr4	152666688	152667088	+	863	37.0	[]	[]	[1.7312315]	[151]	[]	[152666901]
874_10859	chr5	1004614	1005014	+	1000	37.0	[]	[]	[3.4310167]	[149]	[]	[1004844]
874_10865	chr5	55995063	55995463	+	1000	37.0	[7.761303, 2.406791]	[143, 144]	[]	[]	[55995251, 55995252]	[]
874_10868	chr5	72597456	72597856	+	1000	37.0	[2.575178]	[233]	[]	[]	[72597700]	[]
874_1087	chr11	67582711	67583111	+	1000	68.0	[]	[]	[1.99559]	[103]	[]	[67582914]
874_10876	chr5	142713150	142713550	+	1000	37.0	[2.3848555]	[101]	[]	[]	[142713304]	[]
874_10882	chr5	170302686	170303086	+	1000	37.0	[1.6767458, 4.137513]	[131, 134]	[]	[]	[170302864, 170302867]	[]
874_10890	chr6	15107050	15107450	+	1000	37.0	[]	[]	[2.426988]	[183]	[]	[15107267]
874_10893	chr6	16238673	16239073	+	1000	37.0	[]	[]	[9.753562, 3.326605]	[73, 76]	[]	[16238842, 16238845]
874_10896	chr6	32168836	32169236	+	1000	37.0	[]	[]	[5.974231]	[106]	[]	[32169036]
874_10898	chr6	42091901	42092301	+	1000	37.0	[]	[]	[3.0384798]	[109]	[]	[42092065]
874_10899	chr6	42987650	42988050	+	1000	37.0	[]	[]	[7.0393367, 7.4088793, 3.767643, 4.623952, 3.6315672]	[91, 95, 97, 99, 182]	[]	[42987808, 42987812, 42987814, 42987816, 42987899]
874_1090	chr15	80902250	80902650	+	1000	68.0	[]	[]	[1.7512736, 4.9806623]	[72, 104]	[]	[80902414, 80902446]
874_10901	chr6	52517510	52517910	+	1000	37.0	[11.367604, 2.9050283, 3.345869]	[68, 69, 70]	[]	[]	[52517673, 52517674, 52517675]	[]
874_10902	chr6	67887051	67887451	+	743	37.0	[]	[]	[4.781296]	[110]	[]	[67887257]
874_10905	chr6	96924712	96925112	+	1000	37.0	[5.710153]	[147]	[]	[]	[96924883]	[]
874_10906	chr6	105601609	105602009	+	1000	37.0	[]	[]	[4.430891]	[101]	[]	[105601808]
874_10910	chr6	149148247	149148647	+	1000	37.0	[]	[]	[6.932859]	[130]	[]	[149148460]
874_10913	chr7	6483279	6483679	+	1000	37.0	[1.7767869, 3.0402222]	[108, 111]	[]	[]	[6483479, 6483482]	[]
874_10914	chr7	36291423	36291823	+	989	37.0	[]	[]	[2.1466062]	[163]	[]	[36291659]
874_10915	chr7	65558592	65558992	+	937	37.0	[5.520146, 4.741901, 7.76643]	[54, 55, 56]	[]	[]	[65558743, 65558744, 65558745]	[]
874_10916	chr7	73572743	73573143	+	1000	37.0	[]	[]	[11.216565]	[189]	[]	[73572982]
874_10920	chr7	90403604	90404004	+	838	37.0	[]	[]	[3.43291, 11.827952, 8.336571]	[84, 87, 89]	[]	[90403781, 90403784, 90403786]
874_10930	chr7	149883494	149883894	+	1000	37.0	[]	[]	[2.2487798, 9.110558]	[94, 97]	[]	[149883650, 149883653]
874_10931	chr7	150953080	150953480	+	968	37.0	[4.1898866]	[128]	[]	[]	[150953285]	[]
874_10932	chr7	150996614	150997014	+	1000	37.0	[]	[]	[5.910162]	[153]	[]	[150996850]
874_10933	chr7	152436183	152436583	+	1000	37.0	[13.916225]	[197]	[]	[]	[152436431]	[]
874_10935	chr7	157336395	157336795	+	1000	37.0	[5.572007, 2.184711]	[126, 128]	[]	[]	[157336585, 157336587]	[]
874_10936	chr7	157406009	157406409	+	990	37.0	[]	[]	[3.326605, 7.0189667, 2.6910658]	[124, 126, 127]	[]	[157406224, 157406226, 157406227]
874_10937	chr8	11942006	11942406	+	960	37.0	[]	[]	[6.5462646]	[121]	[]	[11942222]
874_10938	chr8	17246732	17247132	+	1000	37.0	[]	[]	[5.15043]	[189]	[]	[17246944]
874_1094	chr1_KI270712v1_random	59054	59454	+	1000	68.0	[]	[]	[2.6393502]	[128]	[]	[59275]
874_10940	chr8	23483721	23484121	+	688	37.0	[3.9230297]	[75]	[]	[]	[23483886]	[]
874_10941	chr8	42052122	42052522	+	952	37.0	[]	[]	[2.184711]	[79]	[]	[42052285]
874_10947	chr8	143220026	143220426	+	1000	37.0	[3.0733116, 4.7928286, 8.314915]	[137, 140, 142]	[]	[]	[143220230, 143220233, 143220235]	[]
874_10949	chr9	93119911	93120311	+	1000	37.0	[]	[]	[4.137513, 4.241039]	[159, 162]	[]	[93120071, 93120074]
874_10950	chr9	98182279	98182679	+	1000	37.0	[3.0753083, 5.974231, 4.1498246, 11.419465]	[133, 143, 146, 148]	[]	[]	[98182445, 98182455, 98182458, 98182460]	[]
874_10953	chr9	113345662	113346062	+	763	37.0	[]	[]	[8.772633, 2.151755, 6.8301735, 8.045212, 2.723789, 8.904039]	[157, 158, 203, 208, 209, 211]	[]	[113345843, 113345844, 113345889, 113345894, 113345895, 113345897]
874_10954	chr9	121647001	121647401	+	1000	37.0	[]	[]	[7.2736855, 8.907873]	[120, 147]	[]	[121647177, 121647204]
874_10958	chr9	128066971	128067371	+	995	37.0	[1.6793702, 3.967703, 8.118904, 14.8605995, 1.6583169]	[140, 180, 183, 184, 188]	[]	[]	[128067140, 128067180, 128067183, 128067184, 128067188]	[]
874_10959	chr9	129861628	129862028	+	768	37.0	[]	[]	[2.3206832]	[124]	[]	[129861840]
874_10961	chr9	131208541	131208941	+	1000	37.0	[4.8753524, 11.234865]	[68, 73]	[]	[]	[131208698, 131208703]	[]
874_10963	chr9	134135271	134135671	+	943	37.0	[]	[]	[2.050854]	[63]	[]	[134135424]
874_10964	chr9	135961292	135961692	+	1000	37.0	[]	[]	[2.1010506]	[122]	[]	[135961462]
874_10965	chr9	137114704	137115104	+	963	37.0	[7.1245627, 2.5032744, 2.449028]	[144, 145, 148]	[]	[]	[137114855, 137114856, 137114859]	[]
874_10970	chr1	2391154	2391554	+	641	36.5	[]	[]	[1.9189715]	[147]	[]	[2391366]
874_10971	chr1	2556455	2556855	+	1000	36.5	[3.629674]	[163]	[]	[]	[2556706]	[]
874_10974	chr1	11707373	11707773	+	1000	36.5	[]	[]	[4.1380897]	[153]	[]	[11707532]
874_10975	chr1	12441355	12441755	+	1000	36.5	[]	[]	[1.828597]	[164]	[]	[12441536]
874_10976	chr1	14424349	14424749	+	692	36.5	[3.039491]	[177]	[]	[]	[14424592]	[]
874_10979	chr1	16639608	16640008	+	1000	36.5	[7.3246136]	[129]	[]	[]	[16639793]	[]
874_10982	chr1	25279805	25280205	+	1000	36.5	[]	[]	[2.8090148]	[137]	[]	[25280037]
874_10983	chr1	36134941	36135341	+	1000	36.5	[1.7820394]	[136]	[]	[]	[36135157]	[]
874_10987	chr1	45687837	45688237	+	880	36.5	[4.8014417, 2.5546238]	[231, 232]	[]	[]	[45688077, 45688078]	[]
874_10988	chr1	46203100	46203500	+	1000	36.5	[2.2845972]	[118]	[]	[]	[46203295]	[]
874_11005	chr1	155989142	155989542	+	918	36.5	[8.314915]	[154]	[]	[]	[155989357]	[]
874_11008	chr1	166490349	166490749	+	828	36.5	[]	[]	[5.3533297, 2.2845972, 4.7093925, 5.289261]	[133, 140, 143, 153]	[]	[166490547, 166490554, 166490557, 166490567]
874_11013	chr1	204699046	204699446	+	951	36.5	[2.1186657, 4.007244]	[100, 102]	[]	[]	[204699198, 204699200]	[]
874_11019	chr1	212488027	212488427	+	1000	36.5	[]	[]	[4.007244]	[168]	[]	[212488229]
874_1102	chr22	23152351	23152751	+	1000	68.0	[3.9705424]	[132]	[]	[]	[23152555]	[]
874_11020	chr1	225426807	225427207	+	757	36.5	[4.2093654]	[127]	[]	[]	[225426977]	[]
874_11021	chr1	226109481	226109881	+	1000	36.5	[]	[]	[5.4684396]	[158]	[]	[226109723]
874_11024	chr1	228500923	228501323	+	1000	36.5	[3.9705424]	[164]	[4.5040236]	[210]	[228501120]	[228501166]
874_11025	chr10	3740298	3740698	+	1000	36.5	[1.7609605]	[110]	[]	[]	[3740458]	[]
874_11031	chr10	48506448	48506848	+	1000	36.5	[6.5339026, 1.9191264]	[119, 176]	[]	[]	[48506636, 48506693]	[]
874_11033	chr10	70743425	70743825	+	1000	36.5	[]	[]	[10.581242, 9.2617445, 9.445291]	[207, 209, 211]	[]	[70743671, 70743673, 70743675]
874_11034	chr10	79066369	79066769	+	968	36.5	[6.4355035, 3.0411043]	[133, 137]	[]	[]	[79066550, 79066554]	[]
874_11035	chr10	79445959	79446359	+	1000	36.5	[]	[]	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[172, 174, 176, 178, 180, 182, 184, 186]	[]	[79446195, 79446197, 79446199, 79446201, 79446203, 79446205, 79446207, 79446209]
874_11043	chr11	13277380	13277780	+	661	36.5	[]	[]	[3.0127492]	[121]	[]	[13277601]
874_11044	chr11	16613395	16613795	+	702	36.5	[2.7746134, 7.388963, 1.7610642, 2.624457, 4.007244, 2.1186657]	[158, 159, 204, 206, 210, 218]	[]	[]	[16613576, 16613577, 16613622, 16613624, 16613628, 16613636]	[]
874_11045	chr11	20035657	20036057	+	958	36.5	[]	[]	[6.144041]	[191]	[]	[20035872]
874_11050	chr11	71069030	71069430	+	1000	36.5	[2.8927171, 1.8823735, 5.3533297, 4.1575046, 6.144041, 2.2150455, 4.8454685, 2.0472963, 5.572007, 2.8927171, 2.8927171]	[104, 128, 134, 166, 167, 169, 170, 172, 173, 176, 179]	[]	[]	[71069194, 71069218, 71069224, 71069256, 71069257, 71069259, 71069260, 71069262, 71069263, 71069266, 71069269]	[]
874_11056	chr11	117098513	117098913	+	983	36.5	[5.877851]	[228]	[]	[]	[117098763]	[]
874_11058	chr11	121292575	121292975	+	1000	36.5	[]	[]	[2.9050283, 6.7361174, 2.9969518]	[153, 154, 157]	[]	[121292818, 121292819, 121292822]
874_11060	chr12	25690982	25691382	+	1000	36.5	[]	[]	[2.3839736, 2.3530145]	[120, 129]	[]	[25691143, 25691152]
874_11061	chr12	26318549	26318949	+	897	36.5	[8.062504, 6.891504, 5.5809665]	[109, 111, 114]	[1.7767869, 2.1343372]	[68, 74]	[26318758, 26318760, 26318763]	[26318717, 26318723]
874_11067	chr12	93571897	93572297	+	1000	36.5	[5.974231, 7.611043, 2.693127]	[167, 168, 169]	[]	[]	[93572088, 93572089, 93572090]	[]
874_1107	chr6	37175798	37176198	+	1000	68.0	[]	[]	[2.0467622]	[115]	[]	[37175966]
874_11072	chr13	80706725	80707125	+	929	36.5	[]	[]	[2.754675]	[177]	[]	[80706939]
874_1108	chr6	146892717	146893117	+	1000	68.0	[3.344732, 8.347424, 4.7937617, 2.5326884, 13.764148, 4.273434, 2.1950033]	[153, 156, 205, 208, 210, 214, 215]	[]	[]	[146892888, 146892891, 146892940, 146892943, 146892945, 146892949, 146892950]	[]
874_11080	chr14	73950248	73950648	+	950	36.5	[]	[]	[7.1692266, 6.31947, 11.249655, 1.7216073, 6.4829745]	[151, 152, 154, 156, 157]	[]	[73950443, 73950444, 73950446, 73950448, 73950449]
874_11082	chr14	99682727	99683127	+	977	36.5	[2.9769318]	[119]	[]	[]	[99682923]	[]
874_11087	chr15	88904797	88905197	+	911	36.5	[]	[]	[4.371988]	[166]	[]	[88904980]
874_11091	chr16	20760227	20760627	+	943	36.5	[4.391496]	[153]	[]	[]	[20760400]	[]
874_11093	chr16	23967152	23967552	+	939	36.5	[]	[]	[4.223747, 2.3848555, 5.4209685]	[114, 125, 131]	[]	[23967361, 23967372, 23967378]
874_11106	chr17	35088797	35089197	+	1000	36.5	[4.833115, 7.929156]	[167, 168]	[]	[]	[35089004, 35089005]	[]
874_1111	chr9	129777173	129777573	+	1000	68.0	[4.2535048]	[236]	[]	[]	[129777413]	[]
874_11116	chr17	81394803	81395203	+	996	36.5	[]	[]	[3.1913643, 6.225631, 4.253392]	[132, 133, 135]	[]	[81395023, 81395024, 81395026]
874_11117	chr17	81891646	81892046	+	866	36.5	[]	[]	[1.8790642, 3.5533142, 7.6629043]	[97, 109, 144]	[]	[81891830, 81891842, 81891877]
874_11125	chr19	12995919	12996319	+	1000	36.5	[]	[]	[2.9769318, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 4.007244, 4.007244]	[67, 133, 135, 137, 139, 141, 143, 145, 147, 149, 151]	[]	[12996077, 12996143, 12996145, 12996147, 12996149, 12996151, 12996153, 12996155, 12996157, 12996159, 12996161]
874_11126	chr19	13150513	13150913	+	674	36.5	[]	[]	[1.6892118]	[117]	[]	[13150709]
874_11133	chr19	40602232	40602632	+	928	36.5	[]	[]	[4.169909, 4.6453238]	[202, 205]	[]	[40602451, 40602454]
874_11134	chr19	43754484	43754884	+	1000	36.5	[13.644783]	[214]	[7.0189667, 7.8657618, 8.17957]	[187, 188, 192]	[43754733]	[43754706, 43754707, 43754711]
874_11135	chr19	45669234	45669634	+	971	36.5	[]	[]	[1.7249256]	[111]	[]	[45669426]
874_11137	chr19	47892427	47892827	+	989	36.5	[3.2597814]	[191]	[9.361076]	[171]	[47892648]	[47892628]
874_11141	chr19	55166855	55167255	+	957	36.5	[4.67777, 5.858343]	[84, 113]	[]	[]	[55167035, 55167064]	[]
874_11142	chr2	3519153	3519553	+	886	36.5	[]	[]	[3.0953505]	[109]	[]	[3519311]
874_11143	chr2	8598244	8598644	+	1000	36.5	[]	[]	[2.4911604]	[92]	[]	[8598413]
874_11144	chr2	10122561	10122961	+	823	36.5	[]	[]	[2.6905024]	[73]	[]	[10122719]
874_11145	chr2	10302043	10302443	+	762	36.5	[]	[]	[3.325827, 7.293728]	[218, 219]	[]	[10302285, 10302286]
874_11146	chr2	26345934	26346334	+	1000	36.5	[]	[]	[3.767643, 3.5653245]	[162, 163]	[]	[26346162, 26346163]
874_11150	chr2	61471287	61471687	+	1000	36.5	[6.280117]	[77]	[3.7588382]	[170]	[61471438]	[61471531]
874_11154	chr2	72887271	72887671	+	898	36.5	[]	[]	[3.483838, 3.8316183, 1.6774548]	[110, 120, 122]	[]	[72887436, 72887446, 72887448]
874_11161	chr2	178273750	178274150	+	1000	36.5	[7.120023]	[90]	[]	[]	[178273934]	[]
874_11165	chr2	218398837	218399237	+	868	36.5	[3.3591135, 8.199591]	[140, 142]	[]	[]	[218399033, 218399035]	[]
874_11173	chr20	44407562	44407962	+	1000	36.5	[3.0481038, 9.927617]	[104, 107]	[2.7545712, 5.2320204, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 5.959441]	[122, 123, 125, 127, 129, 131, 133, 135, 137, 139, 141, 143, 145]	[44407738, 44407741]	[44407756, 44407757, 44407759, 44407761, 44407763, 44407765, 44407767, 44407769, 44407771, 44407773, 44407775, 44407777, 44407779]
874_11177	chr20	48124973	48125373	+	1000	36.5	[3.3591135, 9.126551]	[97, 139]	[]	[]	[48125155, 48125197]	[]
874_1118	chr1	148522536	148522936	+	1000	67.5	[]	[]	[4.6259093]	[115]	[]	[148522730]
874_11182	chr21	35482336	35482736	+	1000	36.5	[5.234448]	[202]	[]	[]	[35482544]	[]
874_11188	chr22	19134302	19134702	+	1000	36.5	[]	[]	[5.0662155, 1.8305123, 5.4693213, 1.8673072, 1.6925211]	[102, 103, 104, 108, 116]	[]	[19134466, 19134467, 19134468, 19134472, 19134480]
874_11190	chr22	19610532	19610932	+	1000	36.5	[7.775389, 3.2618515, 2.7870793, 7.556712, 14.574902, 7.05832]	[137, 140, 165, 167, 169, 171]	[]	[]	[19610734, 19610737, 19610762, 19610764, 19610766, 19610768]	[]
874_11199	chr22	20413453	20413853	+	951	36.5	[]	[]	[2.8582516]	[66]	[]	[20413604]
874_11200	chr22	20419650	20420050	+	1000	36.5	[3.3591135, 4.9482665]	[157, 159]	[]	[]	[20419897, 20419899]	[]
874_11201	chr22	20520658	20521058	+	879	36.5	[]	[]	[6.4443083]	[200]	[]	[20520908]
874_11204	chr22	20633498	20633898	+	1000	36.5	[]	[]	[3.1122763, 4.3052115, 6.245777, 3.6824172]	[169, 171, 186, 191]	[]	[20633726, 20633728, 20633743, 20633748]
874_11207	chr22	20780335	20780735	+	1000	36.5	[3.7331774]	[204]	[]	[]	[20780577]	[]
874_11209	chr22	21451319	21451719	+	1000	36.5	[]	[]	[2.0271504]	[185]	[]	[21451541]
874_1121	chr10	47553221	47553621	+	1000	67.5	[3.1985612]	[124]	[]	[]	[47553437]	[]
874_11212	chr22	21789321	21789721	+	634	36.5	[]	[]	[2.3848555, 5.656222, 3.5978327, 2.2625582, 5.585377, 1.8891593]	[143, 144, 145, 148, 149, 152]	[]	[21789473, 21789474, 21789475, 21789478, 21789479, 21789482]
874_11214	chr22	22044430	22044830	+	1000	36.5	[]	[]	[6.3827605]	[156]	[]	[22044616]
874_11216	chr22	22081601	22082001	+	1000	36.5	[]	[]	[2.1852653]	[64]	[]	[22081757]
874_11219	chr22	22491580	22491980	+	1000	36.5	[1.7619972, 2.9424663, 4.4236946]	[171, 175, 178]	[]	[]	[22491786, 22491790, 22491793]	[]
874_11225	chr22	23017793	23018193	+	970	36.5	[1.6229693]	[142]	[4.272656, 10.946027, 3.3985085, 8.328693]	[163, 165, 166, 168]	[23017988]	[23018009, 23018011, 23018012, 23018014]
874_11226	chr22	35377063	35377463	+	808	36.5	[1.9982615, 3.6316707]	[169, 170]	[]	[]	[35377303, 35377304]	[]
