#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_1806	chr3	14371786	14372186	+	1000	56.0	[12.520998]	[175]	[]	[]	[14372020]	[]
293_1815	chr5	177455318	177455718	+	1000	56.0	[]	[]	[7.1055546, 7.591329]	[145, 149]	[]	[177455540, 177455544]
293_1816	chr6	30876769	30877169	+	1000	56.0	[]	[]	[12.265705]	[79]	[]	[30876944]
293_1817	chr6	43927057	43927457	+	1000	56.0	[9.495462]	[106]	[]	[]	[43927251]	[]
293_1822	chr9	130911224	130911624	+	1000	56.0	[]	[]	[12.520998]	[151]	[]	[130911418]
293_1823	chr9	130982639	130983039	+	1000	56.0	[6.3204575]	[200]	[]	[]	[130982865]	[]
293_1832	chr1	43270345	43270745	+	1000	55.5	[8.956747]	[142]	[]	[]	[43270571]	[]
293_1838	chr10	73997641	73998041	+	1000	55.5	[]	[]	[7.0663056]	[118]	[]	[73997815]
293_1839	chr11	207249	207649	+	1000	55.5	[10.534392, 6.0706253, 12.265705]	[69, 91, 108]	[]	[]	[207409, 207431, 207448]	[]
293_1840	chr11	118436054	118436454	+	1000	55.5	[]	[]	[10.534392, 7.1055546]	[96, 133]	[]	[118436215, 118436252]
293_1842	chr15	87671259	87671659	+	1000	55.5	[12.265705]	[133]	[]	[]	[87671483]	[]
293_1846	chr19	48810876	48811276	+	1000	55.5	[7.1055546, 12.265705]	[70, 108]	[]	[]	[48811030, 48811068]	[]
293_1847	chr19	49422452	49422852	+	1000	55.5	[]	[]	[7.5088573, 7.5940995]	[137, 144]	[]	[49422634, 49422641]
293_1849	chr2	108448908	108449308	+	1000	55.5	[7.5088573]	[108]	[7.1055546]	[197]	[108449066]	[108449155]
293_1852	chr22	21021160	21021560	+	1000	55.5	[]	[]	[7.5940995]	[153]	[]	[21021392]
293_1857	chr3	49339972	49340372	+	1000	55.5	[8.057231]	[67]	[]	[]	[49340123]	[]
293_1859	chr3	128415243	128415643	+	1000	55.5	[]	[]	[14.252311]	[118]	[]	[128415439]
293_1865	chr6	33299419	33299819	+	1000	55.5	[7.1055546]	[97]	[]	[]	[33299578]	[]
293_1873	chr7	157529778	157530178	+	1000	55.5	[14.252311]	[114]	[6.483479]	[96]	[157529980]	[157529962]
293_1878	chr9	131107829	131108229	+	1000	55.5	[]	[]	[6.0706253, 7.5940995]	[185, 228]	[]	[131108030, 131108073]
293_1885	chr1	113929313	113929713	+	1000	55.0	[]	[]	[8.061124]	[184]	[]	[113929550]
293_1888	chr10	23438589	23438989	+	1000	55.0	[]	[]	[8.057231, 7.0663056]	[116, 147]	[]	[23438786, 23438817]
293_1889	chr11	86068961	86069361	+	1000	55.0	[7.0663056, 7.1055546]	[173, 207]	[]	[]	[86069159, 86069193]	[]
293_1891	chr12	49234488	49234888	+	1000	55.0	[12.265705]	[137]	[]	[]	[49234689]	[]
293_1893	chr16	12037004	12037404	+	1000	55.0	[]	[]	[14.252311]	[166]	[]	[12037238]
293_1895	chr16	57300430	57300830	+	1000	55.0	[6.224293]	[117]	[9.495462]	[143]	[57300637]	[57300663]
293_1899	chr17	75347026	75347426	+	1000	55.0	[8.057231]	[148]	[8.061124]	[129]	[75347238]	[75347219]
293_1900	chr19	9620998	9621398	+	1000	55.0	[7.5940995]	[76]	[]	[]	[9621161]	[]
293_1905	chr19	58305226	58305626	+	1000	55.0	[]	[]	[7.5940995]	[158]	[]	[58305453]
293_191	chr17	44246002	44246402	+	1000	134.5	[]	[]	[12.520998]	[117]	[]	[44246218]
293_1912	chr22	22860399	22860799	+	1000	55.0	[9.577935]	[162]	[]	[]	[22860570]	[]
293_1916	chr22	23164099	23164499	+	1000	55.0	[7.797938, 8.057231]	[171, 177]	[]	[]	[23164296, 23164302]	[]
293_1917	chr22	23252666	23253066	+	1000	55.0	[7.643828]	[144]	[]	[]	[23252844]	[]
293_1918	chr22	23261880	23262280	+	1000	55.0	[14.252311, 10.7842245, 10.7842245, 10.7842245]	[84, 123, 142, 161]	[7.5940995]	[93]	[23262054, 23262093, 23262112, 23262131]	[23262063]
293_1921	chr3	13650532	13650932	+	1000	55.0	[]	[]	[6.7998433]	[151]	[]	[13650764]
293_1931	chr6	14890194	14890594	+	1000	55.0	[12.520998]	[105]	[]	[]	[14890398]	[]
293_1937	chr7	101903005	101903405	+	1000	55.0	[8.956747]	[97]	[7.846622]	[158]	[101903188]	[101903249]
293_1941	chr9	130738735	130739135	+	1000	55.0	[8.057231]	[165]	[]	[]	[130738965]	[]
293_1944	chr9	130850650	130851050	+	1000	55.0	[]	[]	[7.9846697, 12.520998]	[191, 193]	[]	[130850878, 130850880]
293_195	chr22	19717883	19718283	+	1000	134.0	[]	[]	[8.061124]	[121]	[]	[19718075]
293_1950	chr9	131105141	131105541	+	1000	55.0	[9.052912]	[103]	[]	[]	[131105324]	[]
293_1951	chr9	131106643	131107043	+	1000	55.0	[]	[]	[14.252311]	[142]	[]	[131106818]
293_1969	chr16	19487821	19488221	+	1000	54.5	[]	[]	[7.5940995, 10.68806]	[96, 158]	[]	[19488000, 19488062]
293_1976	chr19	42199598	42199998	+	1000	54.5	[12.265705]	[69]	[]	[]	[42199767]	[]
293_1977	chr2	55133814	55134214	+	1000	54.5	[]	[]	[12.520998]	[156]	[]	[55134028]
293_198	chr1	202018423	202018823	+	1000	132.5	[8.956747]	[141]	[11.779043, 10.823473]	[108, 158]	[202018639]	[202018606, 202018656]
293_1986	chr22	22870598	22870998	+	1000	54.5	[9.788544]	[129]	[]	[]	[22870786]	[]
293_1988	chr22	23064068	23064468	+	1000	54.5	[7.9846697, 7.5940995]	[106, 112]	[10.0477295]	[76]	[23064263, 23064269]	[23064233]
293_1990	chr22	50271679	50272079	+	1000	54.5	[10.534392]	[91]	[10.534392, 7.0663056, 12.520998]	[56, 61, 141]	[50271868]	[50271833, 50271838, 50271918]
293_1992	chr3	46979548	46979948	+	1000	54.5	[7.5940995, 7.5088573, 7.5088573]	[81, 116, 136]	[]	[]	[46979714, 46979749, 46979769]	[]
293_200	chr6	31739803	31740203	+	1000	132.0	[]	[]	[10.534392]	[105]	[]	[31739959]
293_2000	chr6	38796373	38796773	+	1000	54.5	[14.252311]	[94]	[]	[]	[38796541]	[]
293_2001	chr7	12686690	12687090	+	1000	54.5	[]	[]	[10.534392]	[130]	[]	[12686857]
293_2002	chr7	151519243	151519643	+	1000	54.5	[6.313181]	[125]	[]	[]	[151519454]	[]
293_2003	chr7	153413647	153414047	+	1000	54.5	[]	[]	[6.7998433]	[169]	[]	[153413891]
293_2005	chr8	127960276	127960676	+	1000	54.5	[]	[]	[8.061124, 10.823473]	[100, 104]	[]	[127960432, 127960436]
293_2007	chr9	128159583	128159983	+	1000	54.5	[8.956747, 6.253357, 6.253357, 6.253357, 6.253357, 6.253357, 6.253357, 6.253357, 6.253357, 6.253357, 6.253357]	[76, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]	[]	[]	[128159750, 128159755, 128159756, 128159757, 128159758, 128159759, 128159760, 128159761, 128159762, 128159763, 128159764]	[]
293_2018	chr1	161621449	161621849	+	1000	54.0	[7.591329]	[152]	[]	[]	[161621667]	[]
293_202	chr11	3965524	3965924	+	1000	131.5	[]	[]	[12.265705]	[124]	[]	[3965728]
293_2022	chr10	70590468	70590868	+	1000	54.0	[7.5940995]	[117]	[7.5940995]	[97]	[70590648]	[70590628]
293_2023	chr10	73252530	73252930	+	1000	54.0	[]	[]	[10.68806]	[216]	[]	[73252759]
293_2033	chr16	1983392	1983792	+	1000	54.0	[]	[]	[8.956747]	[175]	[]	[1983637]
293_2036	chr17_GL000205v2_random	78876	79276	+	1000	54.0	[11.226776]	[186]	[]	[]	[79103]	[]
293_2041	chr19	58408280	58408680	+	1000	54.0	[7.643828, 10.534392, 7.1055546]	[100, 175, 191]	[]	[]	[58408434, 58408509, 58408525]	[]
293_2043	chr2	217827543	217827943	+	1000	54.0	[]	[]	[14.252311]	[132]	[]	[217827730]
293_2049	chr22	22603595	22603995	+	1000	54.0	[]	[]	[9.052912]	[182]	[]	[22603829]
293_205	chr1	179017045	179017445	+	1000	130.0	[7.5940995, 7.2199736]	[106, 178]	[14.252311]	[132]	[179017219, 179017291]	[179017245]
293_2055	chr3	14352038	14352438	+	1000	54.0	[14.252311]	[105]	[]	[]	[14352203]	[]
293_2062	chr6	145814732	145815132	+	1000	54.0	[]	[]	[7.5940995]	[98]	[]	[145814921]
293_2063	chr6	155314652	155315052	+	1000	54.0	[7.0663056]	[68]	[]	[]	[155314808]	[]
293_2066	chr7	100444429	100444829	+	1000	54.0	[8.057231]	[141]	[]	[]	[100444639]	[]
293_2067	chr7	103038113	103038513	+	1000	54.0	[]	[]	[7.5088573]	[179]	[]	[103038320]
293_2068	chr7	134432297	134432697	+	1000	54.0	[]	[]	[10.68806]	[163]	[]	[134432540]
293_210	chr16	21520000	21520400	+	1000	128.0	[12.265705, 8.797619, 6.7998433]	[100, 136, 142]	[]	[]	[21520197, 21520233, 21520239]	[]
293_2100	chr11	46611977	46612377	+	1000	53.5	[]	[]	[14.252311]	[127]	[]	[46612179]
293_2101	chr11	112290024	112290424	+	1000	53.5	[]	[]	[10.534392, 7.1055546, 12.265705]	[105, 127, 131]	[]	[112290208, 112290230, 112290234]
293_2107	chr17	47492519	47492919	+	1000	53.5	[]	[]	[9.2401705]	[79]	[]	[47492679]
293_2109	chr17	82461847	82462247	+	1000	53.5	[]	[]	[7.662525]	[204]	[]	[82462091]
293_2116	chr19	45770418	45770818	+	1000	53.5	[9.577935]	[145]	[6.7998433]	[136]	[45770661]	[45770652]
293_212	chr11	62599150	62599550	+	1000	127.5	[9.495462, 14.252311, 9.577935]	[151, 202, 211]	[6.253357]	[131]	[62599324, 62599375, 62599384]	[62599304]
293_2120	chr2	39467956	39468356	+	1000	53.5	[]	[]	[7.315276]	[184]	[]	[39468186]
293_2127	chr22	21667313	21667713	+	1000	53.5	[10.68806]	[110]	[]	[]	[21667507]	[]
293_2130	chr22	22592904	22593304	+	1000	53.5	[]	[]	[10.0477295]	[172]	[]	[22593129]
293_2131	chr22	22816300	22816700	+	1000	53.5	[7.846622]	[94]	[]	[]	[22816477]	[]
293_2136	chr22	23259920	23260320	+	1000	53.5	[]	[]	[8.956747]	[132]	[]	[23260113]
293_2139	chr3	44441297	44441697	+	1000	53.5	[8.214792]	[172]	[]	[]	[44441526]	[]
293_214	chr19	35380457	35380857	+	1000	127.5	[]	[]	[12.265705]	[139]	[]	[35380682]
293_2140	chr5	180781777	180782177	+	1000	53.5	[14.252311]	[105]	[]	[]	[180781982]	[]
293_2144	chr6	44237917	44238317	+	1000	53.5	[]	[]	[10.0477295]	[172]	[]	[44238141]
293_2147	chr7	148884432	148884832	+	1000	53.5	[]	[]	[6.0706253, 7.0663056]	[136, 170]	[]	[148884646, 148884680]
293_2150	chr9	100098860	100099260	+	1000	53.5	[10.7842245, 8.786449]	[117, 181]	[]	[]	[100099026, 100099090]	[]
293_2155	chr9	131009555	131009955	+	1000	53.5	[]	[]	[7.9705, 6.483479]	[88, 137]	[]	[131009739, 131009788]
293_2156	chr9	131035873	131036273	+	1000	53.5	[6.3204575]	[151]	[9.495462]	[137]	[131036073]	[131036059]
293_2160	chr1	19311957	19312357	+	1000	53.0	[10.534392]	[104]	[10.534392]	[141]	[19312157]	[19312194]
293_2161	chr1	28884719	28885119	+	1000	53.0	[10.823473, 11.779043]	[72, 94]	[]	[]	[28884890, 28884912]	[]
293_217	chr6	43725087	43725487	+	1000	127.0	[]	[]	[9.792437, 14.252311]	[79, 138]	[]	[43725251, 43725310]
293_2185	chr19	58573019	58573419	+	1000	53.0	[12.520998, 11.226776]	[140, 160]	[]	[]	[58573175, 58573195]	[]
293_2186	chr2	2613231	2613631	+	1000	53.0	[7.5940995]	[151]	[]	[]	[2613452]	[]
293_2187	chr2	219229591	219229991	+	1000	53.0	[]	[]	[10.534392]	[91]	[]	[219229772]
293_219	chr22	20206119	20206519	+	1000	126.5	[12.265705]	[104]	[7.9846697, 9.495462]	[81, 83]	[20206321]	[20206298, 20206300]
293_2191	chr20	45934516	45934916	+	1000	53.0	[]	[]	[6.7998433]	[211]	[]	[45934730]
293_2197	chr22	22659804	22660204	+	1000	53.0	[6.763009]	[156]	[]	[]	[22660009]	[]
293_2207	chr3	33277242	33277642	+	1000	53.0	[]	[]	[10.534392, 7.5940995]	[86, 147]	[]	[33277422, 33277483]
293_2208	chr4	38662001	38662401	+	1000	53.0	[10.68806]	[129]	[]	[]	[38662215]	[]
293_2210	chr5	79811121	79811521	+	1000	53.0	[]	[]	[7.846622, 7.5940995, 7.5940995, 14.252311, 7.5940995]	[95, 102, 113, 157, 163]	[]	[79811273, 79811280, 79811291, 79811335, 79811341]
293_2215	chr6	149963730	149964130	+	1000	53.0	[7.0663056]	[137]	[8.797619, 9.495462]	[92, 102]	[149963932]	[149963887, 149963897]
293_222	chr15	92809034	92809434	+	1000	126.0	[]	[]	[6.0706253]	[134]	[]	[92809226]
293_2227	chr9	130966906	130967306	+	1000	53.0	[6.3204575]	[227]	[]	[]	[130967139]	[]
293_2228	chr9	131007068	131007468	+	1000	53.0	[]	[]	[6.3597064]	[140]	[]	[131007307]
293_223	chr17	4002475	4002875	+	1000	126.0	[]	[]	[9.09216]	[169]	[]	[4002725]
293_2233	chr9	133144437	133144837	+	1000	53.0	[8.797619, 14.252311]	[163, 171]	[]	[]	[133144653, 133144661]	[]
293_2234	chr9	136363560	136363960	+	1000	53.0	[10.534392]	[88]	[]	[]	[136363747]	[]
293_2235	chr1	22052435	22052835	+	1000	52.5	[8.061124]	[58]	[]	[]	[22052591]	[]
293_2242	chr1	219088805	219089205	+	1000	52.5	[8.956747]	[131]	[7.2592225]	[115]	[219089029]	[219089013]
293_2248	chr12	122895962	122896362	+	1000	52.5	[]	[]	[7.1055546]	[177]	[]	[122896198]
293_2249	chr13	110965260	110965660	+	1000	52.5	[9.495462, 9.495462]	[106, 134]	[]	[]	[110965438, 110965466]	[]
293_225	chr2	241844059	241844459	+	1000	126.0	[]	[]	[12.520998, 7.0663056]	[119, 124]	[]	[241844266, 241844271]
293_2258	chr18	23422884	23423284	+	1000	52.5	[8.061124]	[97]	[10.7842245]	[65]	[23423072]	[23423040]
293_2259	chr19	1383460	1383860	+	1000	52.5	[9.09216]	[119]	[]	[]	[1383622]	[]
293_2261	chr19	5680309	5680709	+	1000	52.5	[14.252311]	[151]	[]	[]	[5680469]	[]
293_2262	chr19	12903982	12904382	+	1000	52.5	[7.591329]	[152]	[]	[]	[12904147]	[]
293_2272	chr22	22615146	22615546	+	1000	52.5	[]	[]	[7.5940995]	[173]	[]	[22615362]
293_2290	chr9	128203064	128203464	+	1000	52.5	[7.782383]	[99]	[]	[]	[128203249]	[]
293_2293	chr9	130920306	130920706	+	1000	52.5	[9.09216]	[190]	[10.823473]	[173]	[130920553]	[130920536]
293_2295	chr9	131037930	131038330	+	1000	52.5	[7.0663056]	[135]	[]	[]	[131038100]	[]
293_2297	chr9	131051565	131051965	+	1000	52.5	[6.3597064]	[144]	[6.483479]	[198]	[131051760]	[131051814]
293_2298	chr9	131184040	131184440	+	1000	52.5	[7.022195]	[165]	[]	[]	[131184270]	[]
293_2303	chr1	28882037	28882437	+	1000	52.0	[8.786449]	[142]	[]	[]	[28882245]	[]
293_2304	chr1	85276556	85276956	+	1000	52.0	[7.0663056, 7.5088573, 7.801938]	[121, 151, 179]	[]	[]	[85276719, 85276749, 85276777]	[]
293_2305	chr1	166839026	166839426	+	1000	52.0	[]	[]	[10.534392, 10.534392]	[212, 217]	[]	[166839270, 166839275]
293_2306	chr1	203005533	203005933	+	1000	52.0	[]	[]	[6.0706253]	[174]	[]	[203005762]
293_2308	chr10	5548745	5549145	+	1000	52.0	[7.5940995]	[115]	[]	[]	[5548897]	[]
293_2309	chr11	67312609	67313009	+	1000	52.0	[10.7842245, 10.0477295]	[214, 218]	[]	[]	[67312839, 67312843]	[]
293_2311	chr12	121663873	121664273	+	1000	52.0	[14.252311, 10.0477295]	[161, 165]	[]	[]	[121664091, 121664095]	[]
293_2313	chr15	43510495	43510895	+	1000	52.0	[6.7998433, 12.520998, 7.9846697]	[157, 186, 188]	[]	[]	[43510701, 43510730, 43510732]	[]
293_2315	chr15	90994520	90994920	+	1000	52.0	[]	[]	[12.265705]	[111]	[]	[90994729]
293_2317	chr17	60413838	60414238	+	1000	52.0	[]	[]	[7.5940995, 12.265705]	[105, 165]	[]	[60414025, 60414085]
293_2319	chr19	12759671	12760071	+	1000	52.0	[12.520998]	[125]	[]	[]	[12759870]	[]
293_2320	chr19	18224035	18224435	+	1000	52.0	[]	[]	[9.2401705, 7.9846697, 10.0477295]	[95, 138, 140]	[]	[18224194, 18224237, 18224239]
293_2327	chr21	42923852	42924252	+	1000	52.0	[]	[]	[12.520998]	[157]	[]	[42924035]
293_2329	chr22	21860620	21861020	+	1000	52.0	[7.1046667]	[141]	[]	[]	[21860778]	[]
293_233	chr1	200669389	200669789	+	1000	123.5	[9.052912, 12.265705, 7.9705]	[57, 63, 78]	[10.534392]	[120]	[200669540, 200669546, 200669561]	[200669603]
293_2330	chr22	21870661	21871061	+	1000	52.0	[]	[]	[6.7998433]	[166]	[]	[21870904]
293_2336	chr22	23277287	23277687	+	1000	52.0	[]	[]	[8.214792]	[236]	[]	[23277532]
293_2338	chr3	45133744	45134144	+	1000	52.0	[7.2199736]	[174]	[]	[]	[45133992]	[]
293_2339	chr4	99023837	99024237	+	1000	52.0	[7.5940995, 12.265705]	[123, 136]	[]	[]	[99024047, 99024060]	[]
293_234	chr1	228458451	228458851	+	1000	123.5	[]	[]	[7.9705]	[85]	[]	[228458635]
293_2348	chr7	87040025	87040425	+	1000	52.0	[]	[]	[9.495462]	[134]	[]	[87040255]
293_2353	chr8	124450119	124450519	+	1000	52.0	[]	[]	[8.214792]	[167]	[]	[124450323]
293_2357	chr9	130895348	130895748	+	1000	52.0	[7.2592225]	[188]	[]	[]	[130895589]	[]
293_2367	chr1	45803364	45803764	+	1000	51.5	[]	[]	[7.1055546, 10.534392]	[137, 165]	[]	[45803559, 45803587]
293_2374	chr1	226870638	226871038	+	1000	51.5	[]	[]	[7.5088573]	[106]	[]	[226870838]
293_2376	chr10	101830527	101830927	+	1000	51.5	[7.5940995, 8.836867, 8.956747, 7.5940995]	[68, 113, 118, 126]	[]	[]	[101830681, 101830726, 101830731, 101830739]	[]
293_2379	chr11	78188382	78188782	+	1000	51.5	[7.9705]	[169]	[7.5088573]	[238]	[78188563]	[78188632]
293_2384	chr14	102550953	102551353	+	1000	51.5	[7.2592225]	[78]	[]	[]	[102551115]	[]
293_2390	chr16	9090973	9091373	+	1000	51.5	[]	[]	[7.9705]	[161]	[]	[9091206]
293_2393	chr16	84536925	84537325	+	1000	51.5	[12.520998]	[155]	[]	[]	[84537134]	[]
293_2405	chr2	25878542	25878942	+	1000	51.5	[6.3204575]	[80]	[]	[]	[25878697]	[]
293_2406	chr2	85418269	85418669	+	1000	51.5	[]	[]	[10.534392]	[152]	[]	[85418503]
293_2408	chr2	112683910	112684310	+	856	51.5	[9.052912]	[102]	[8.057231]	[132]	[112684109]	[112684139]
293_2411	chr21	44593855	44594255	+	1000	51.5	[9.495462]	[146]	[]	[]	[44594075]	[]
293_2414	chr22	20577596	20577996	+	1000	51.5	[10.823473]	[149]	[]	[]	[20577751]	[]
293_2416	chr22	21850057	21850457	+	1000	51.5	[12.265705]	[110]	[]	[]	[21850238]	[]
293_2420	chr22	22861736	22862136	+	1000	51.5	[7.2592225]	[159]	[]	[]	[22861952]	[]
293_2426	chr5	32174264	32174664	+	1000	51.5	[11.226776]	[144]	[]	[]	[32174424]	[]
293_243	chr9	129879043	129879443	+	1000	121.5	[]	[]	[12.265705]	[189]	[]	[129879289]
293_2431	chr5	180071832	180072232	+	1000	51.5	[]	[]	[8.956747]	[135]	[]	[180072041]
293_2446	chr9	130769747	130770147	+	1000	51.5	[]	[]	[8.786449]	[198]	[]	[130769981]
293_2450	chr1	16056017	16056417	+	1000	51.0	[10.534392, 10.534392, 7.5940995]	[84, 141, 147]	[]	[]	[16056175, 16056232, 16056238]	[]
293_2458	chr10	30552216	30552616	+	1000	51.0	[]	[]	[12.520998]	[101]	[]	[30552407]
293_246	chr7	135662229	135662629	+	1000	121.0	[]	[]	[10.534392, 12.265705]	[123, 128]	[]	[135662450, 135662455]
293_2462	chr13	95285776	95286176	+	1000	51.0	[]	[]	[14.252311]	[194]	[]	[95286019]
293_2465	chr15	60397028	60397428	+	1000	51.0	[6.483479]	[189]	[]	[]	[60397227]	[]
293_2466	chr16	636245	636645	+	1000	51.0	[]	[]	[7.5940995]	[182]	[]	[636494]
293_2467	chr16	57689836	57690236	+	1000	51.0	[]	[]	[12.265705]	[137]	[]	[57690040]
293_247	chr1	31170907	31171307	+	1000	120.5	[8.057231, 8.956747]	[86, 167]	[]	[]	[31171067, 31171148]	[]
293_2471	chr17	41786528	41786928	+	1000	51.0	[12.265705, 7.5088573]	[154, 177]	[]	[]	[41786750, 41786773]	[]
293_2476	chr19	47130482	47130882	+	1000	51.0	[7.591329]	[161]	[]	[]	[47130661]	[]
293_248	chr1	32133562	32133962	+	1000	120.0	[]	[]	[12.265705]	[107]	[]	[32133763]
293_2481	chr2	219217782	219218182	+	1000	51.0	[11.779043, 8.956747]	[89, 131]	[]	[]	[219217962, 219218004]	[]
293_2484	chr22	19408130	19408530	+	1000	51.0	[6.313181]	[119]	[7.1055546, 6.3597064]	[93, 127]	[19408327]	[19408301, 19408335]
293_2488	chr22	22143521	22143921	+	1000	51.0	[6.3597064]	[113]	[]	[]	[22143732]	[]
293_2490	chr22	22761875	22762275	+	1000	51.0	[8.786449]	[205]	[]	[]	[22762109]	[]
293_2500	chr4	2934714	2935114	+	1000	51.0	[]	[]	[7.5940995]	[214]	[]	[2934954]
293_2504	chr6	16267692	16268092	+	1000	51.0	[]	[]	[7.0663056]	[150]	[]	[16267895]
293_2509	chr6	159966318	159966718	+	1000	51.0	[]	[]	[14.252311]	[106]	[]	[159966494]
293_251	chr19	12883689	12884089	+	1000	119.5	[9.495462, 12.520998]	[88, 115]	[]	[]	[12883863, 12883890]	[]
293_2517	chr8	133297447	133297847	+	1000	51.0	[]	[]	[7.5088573]	[111]	[]	[133297649]
293_2523	chr9	130864624	130865024	+	1000	51.0	[7.5940995]	[109]	[]	[]	[130864794]	[]
293_2536	chr1	243255024	243255424	+	1000	50.5	[7.5940995, 9.792437]	[99, 103]	[]	[]	[243255213, 243255217]	[]
293_2537	chr10	17428647	17429047	+	1000	50.5	[]	[]	[8.057231]	[146]	[]	[17428888]
293_2539	chr11	12110186	12110586	+	1000	50.5	[12.265705, 10.68806, 7.5088573, 10.68806]	[82, 89, 114, 149]	[9.052912]	[133]	[12110355, 12110362, 12110387, 12110422]	[12110406]
293_2543	chr14	23301426	23301826	+	1000	50.5	[]	[]	[10.534392]	[113]	[]	[23301634]
293_2544	chr14	24688033	24688433	+	1000	50.5	[]	[]	[12.520998]	[141]	[]	[24688247]
293_2546	chr15	43185169	43185569	+	1000	50.5	[]	[]	[10.534392]	[58]	[]	[43185320]
293_255	chr19	12945506	12945906	+	1000	118.5	[10.534392]	[105]	[]	[]	[12945710]	[]
293_2558	chr2	10408268	10408668	+	1000	50.5	[8.836867]	[153]	[]	[]	[10408495]	[]
293_256	chr1	30768845	30769245	+	1000	118.0	[]	[]	[14.252311]	[125]	[]	[30769022]
293_2563	chr22	19296941	19297341	+	1000	50.5	[7.5940995]	[127]	[12.265705]	[170]	[19297143]	[19297186]
293_2564	chr22	19641256	19641656	+	1000	50.5	[7.5940995]	[109]	[]	[]	[19641439]	[]
293_2565	chr22	19974173	19974573	+	1000	50.5	[]	[]	[12.265705, 14.252311]	[67, 94]	[]	[19974327, 19974354]
293_257	chr1	230127032	230127432	+	1000	118.0	[6.0706253, 6.0706253]	[108, 186]	[]	[]	[230127202, 230127280]	[]
293_2580	chr3	14835947	14836347	+	1000	50.5	[]	[]	[14.252311]	[142]	[]	[14836165]
293_259	chr7	106774706	106775106	+	1000	118.0	[]	[]	[9.09216]	[99]	[]	[106774868]
293_2591	chr6	109304438	109304838	+	1000	50.5	[]	[]	[10.68806]	[163]	[]	[109304682]
293_2592	chr6	150005083	150005483	+	1000	50.5	[7.5088573]	[122]	[8.797619]	[171]	[150005255]	[150005304]
293_2594	chr8	95133529	95133929	+	1000	50.5	[]	[]	[10.534392, 14.252311, 10.823473, 7.5940995]	[97, 111, 117, 148]	[]	[95133697, 95133711, 95133717, 95133748]
293_2599	chr9	131021130	131021530	+	1000	50.5	[9.052912]	[156]	[]	[]	[131021364]	[]
293_2600	chr9	131025757	131026157	+	1000	50.5	[]	[]	[11.226776]	[134]	[]	[131025911]
293_261	chr10	17425911	17426311	+	1000	117.5	[9.495462, 7.5940995]	[143, 175]	[]	[]	[17426102, 17426134]	[]
293_2617	chr12	21501427	21501827	+	1000	50.0	[7.022195]	[110]	[]	[]	[21501630]	[]
293_2618	chr12	53324722	53325122	+	1000	50.0	[12.265705, 8.956747]	[118, 163]	[]	[]	[53324913, 53324958]	[]
293_2619	chr12	62602431	62602831	+	1000	50.0	[10.68806]	[104]	[]	[]	[62602600]	[]
293_2624	chr17	50208597	50208997	+	822	50.0	[]	[]	[6.483479, 10.0477295]	[97, 101]	[]	[50208760, 50208764]
293_2629	chr19	6110443	6110843	+	1000	50.0	[8.057231, 7.1055546]	[102, 118]	[10.534392]	[153]	[6110622, 6110638]	[6110673]
293_263	chr12	121888462	121888862	+	1000	116.0	[7.5088573]	[140]	[]	[]	[121888696]	[]
293_2642	chr22	22552581	22552981	+	1000	50.0	[7.5940995]	[159]	[]	[]	[22552808]	[]
293_265	chr5	75511665	75512065	+	1000	116.0	[]	[]	[7.591329, 6.313181]	[91, 151]	[]	[75511853, 75511913]
293_2662	chr6	106911545	106911945	+	1000	50.0	[]	[]	[8.956747]	[141]	[]	[106911779]
293_2663	chr6	119137238	119137638	+	1000	50.0	[12.520998]	[97]	[]	[]	[119137399]	[]
293_2665	chr7	138460209	138460609	+	1000	50.0	[10.534392]	[141]	[]	[]	[138460398]	[]
293_2668	chr8	37589338	37589738	+	1000	50.0	[7.591329]	[107]	[7.797938]	[100]	[37589545]	[37589538]
293_2669	chr8	41818725	41819125	+	1000	50.0	[9.792437]	[74]	[]	[]	[41818882]	[]
293_267	chr19	48878576	48878976	+	1000	115.5	[12.265705]	[115]	[]	[]	[48878778]	[]
293_2670	chr9	93095294	93095694	+	1000	50.0	[]	[]	[7.1055546]	[130]	[]	[93095510]
293_2673	chr9	128299039	128299439	+	1000	50.0	[14.252311, 7.846622]	[94, 141]	[]	[]	[128299201, 128299248]	[]
293_2676	chr9	130912565	130912965	+	1000	50.0	[]	[]	[9.495462]	[129]	[]	[130912730]
293_2679	chr9	131074832	131075232	+	1000	50.0	[6.3204575]	[79]	[]	[]	[131074998]	[]
293_2684	chr1	31155368	31155768	+	1000	49.5	[9.495462]	[79]	[]	[]	[31155538]	[]
293_2685	chr1	40863938	40864338	+	1000	49.5	[]	[]	[7.315276]	[142]	[]	[40864166]
293_2691	chr1	155017393	155017793	+	1000	49.5	[]	[]	[14.252311]	[158]	[]	[155017605]
293_2695	chr10	71860226	71860626	+	1000	49.5	[]	[]	[7.5940995]	[110]	[]	[71860409]
293_2702	chr16	68731893	68732293	+	1000	49.5	[7.0663056]	[157]	[]	[]	[68732129]	[]
