#PeakID(python scan_motif.py ./ENCODE_processed_files/STAT5A_idr.fa STAT5A --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
133_10702	chr17	56960851	56961251	+	702	58.0	[]	[]	[6.470305]	[139]	[]	[56961003]
133_1071	chr1	28500997	28501397	+	1000	223.0	[6.604563]	[151]	[]	[]	[28501240]	[]
133_10719	chr2	8927627	8928027	+	1000	58.0	[6.3513184]	[129]	[]	[]	[8927854]	[]
133_1072	chr10	47336560	47336960	+	1000	223.0	[11.842608, 8.446286]	[120, 140]	[14.173678, 7.7145987, 10.243763]	[120, 131, 140]	[47336762, 47336782]	[47336762, 47336773, 47336782]
133_10726	chr2	33437279	33437679	+	1000	58.0	[]	[]	[7.4858007]	[132]	[]	[33437448]
133_10736	chr2	113876784	113877184	+	1000	58.0	[10.243763]	[101]	[8.446286]	[101]	[113876983]	[113876983]
133_10737	chr2	121856373	121856773	+	1000	58.0	[7.3783107]	[130]	[8.504869]	[130]	[121856590]	[121856590]
133_10753	chr22	21854584	21854984	+	1000	58.0	[]	[]	[7.5888314]	[136]	[]	[21854810]
133_10755	chr22	23236238	23236638	+	1000	58.0	[6.7911124]	[160]	[9.761809]	[160]	[23236476]	[23236476]
133_10761	chr3	16535804	16536204	+	1000	58.0	[9.70938]	[146]	[6.1738005]	[146]	[16536042]	[16536042]
133_10765	chr3	43695448	43695848	+	1000	58.0	[9.761809]	[184]	[6.7911124]	[184]	[43695694]	[43695694]
133_10768	chr3	128585326	128585726	+	1000	58.0	[14.173678]	[110]	[11.842608]	[110]	[128585519]	[128585519]
133_10769	chr3	171460272	171460672	+	1000	58.0	[6.301925]	[122]	[9.213665]	[122]	[171460482]	[171460482]
133_1077	chr17	27575106	27575506	+	1000	223.0	[6.7182117, 11.842608]	[87, 108]	[13.548076, 14.173678, 9.083777]	[87, 108, 156]	[27575282, 27575303]	[27575282, 27575303, 27575351]
133_10772	chr3	193655806	193656206	+	1000	58.0	[12.597441]	[117]	[10.266372]	[117]	[193656004]	[193656004]
133_10774	chr4	6925443	6925843	+	1000	58.0	[6.3817983]	[146]	[6.2977095]	[119]	[6925662]	[6925635]
133_10785	chr4	144104801	144105201	+	1000	58.0	[6.2977095]	[161]	[]	[]	[144105013]	[]
133_10793	chr5	126753223	126753623	+	1000	58.0	[11.842608]	[95]	[14.173678]	[95]	[126753409]	[126753409]
133_10795	chr5	139635649	139636049	+	1000	58.0	[11.842608]	[126]	[14.173678]	[126]	[139635871]	[139635871]
133_10798	chr5	160008885	160009285	+	1000	58.0	[8.007392]	[96]	[]	[]	[160009073]	[]
133_10800	chr5	164357331	164357731	+	1000	58.0	[8.133142, 12.597441, 12.597441]	[60, 83, 108]	[10.266372, 10.266372]	[83, 108]	[164357482, 164357505, 164357530]	[164357505, 164357530]
133_10801	chr5	180704361	180704761	+	1000	58.0	[7.225411]	[73]	[]	[]	[180704520]	[]
133_10802	chr6	2845777	2846177	+	1000	58.0	[14.173678]	[129]	[11.842608]	[129]	[2845984]	[2845984]
133_10803	chr6	3347858	3348258	+	1000	58.0	[]	[]	[6.9185925]	[99]	[]	[3348051]
133_10804	chr6	13360659	13361059	+	1000	58.0	[6.301925]	[183]	[9.213665]	[183]	[13360876]	[13360876]
133_10810	chr6	39993212	39993612	+	1000	58.0	[6.9147277]	[85]	[7.4052663]	[85]	[39993389]	[39993389]
133_10811	chr6	41940126	41940526	+	1000	58.0	[11.842608]	[125]	[14.173678]	[125]	[41940314]	[41940314]
133_10816	chr6	129677521	129677921	+	1000	58.0	[10.243763]	[95]	[8.446286]	[95]	[129677700]	[129677700]
133_10818	chr6	137919756	137920156	+	1000	58.0	[8.446286]	[74]	[10.243763]	[74]	[137919930]	[137919930]
133_1082	chr11	741539	741939	+	1000	222.0	[14.173678, 13.548076]	[81, 102]	[11.842608, 6.7182117]	[81, 102]	[741720, 741741]	[741720, 741741]
133_10826	chr7	16492596	16492996	+	1000	58.0	[12.597441]	[123]	[10.266372]	[123]	[16492817]	[16492817]
133_1083	chr11	2303607	2304007	+	1000	222.0	[10.7095785]	[157]	[]	[]	[2303856]	[]
133_10830	chr7	54759144	54759544	+	1000	58.0	[11.842608]	[114]	[14.173678]	[114]	[54759332]	[54759332]
133_10832	chr7	77831934	77832334	+	1000	58.0	[7.6275287]	[103]	[]	[]	[77832135]	[]
133_1084	chr12	46219819	46220219	+	1000	222.0	[10.266372, 6.469334]	[88, 151]	[12.597441]	[88]	[46220003, 46220066]	[46220003]
133_10841	chr7	136067219	136067619	+	1000	58.0	[]	[]	[6.901222]	[125]	[]	[136067435]
133_10843	chr7	148939352	148939752	+	888	58.0	[10.243763]	[117]	[8.446286]	[117]	[148939565]	[148939565]
133_10850	chr8	89797019	89797419	+	840	58.0	[6.7182117, 11.842608]	[126, 147]	[13.548076, 14.173678]	[126, 147]	[89797241, 89797262]	[89797241, 89797262]
133_10858	chr9	37465843	37466243	+	1000	58.0	[9.773646]	[127]	[]	[]	[37466061]	[]
133_1086	chr19	980461	980861	+	1000	222.0	[14.173678]	[89]	[11.842608]	[89]	[980645]	[980645]
133_10863	chr9	99092859	99093259	+	1000	58.0	[10.218532, 10.243763, 11.842608]	[73, 98, 143]	[8.446286, 14.173678]	[98, 143]	[99093027, 99093052, 99093097]	[99093052, 99093097]
133_10865	chr9	109119916	109120316	+	734	58.0	[6.957288]	[133]	[11.03802]	[133]	[109120146]	[109120146]
133_10866	chr9	112095266	112095666	+	1000	58.0	[7.4115434, 15.901753]	[110, 149]	[10.621459, 8.538297]	[134, 149]	[112095447, 112095486]	[112095471, 112095486]
133_1087	chr22	27846972	27847372	+	1000	222.0	[13.5706835, 12.55011]	[130, 139]	[10.869366]	[130]	[27847196, 27847205]	[27847196]
133_10870	chr9	130735546	130735946	+	1000	58.0	[7.4425774]	[211]	[]	[]	[130735786]	[]
133_10872	chr9	130851335	130851735	+	1000	58.0	[6.136779]	[178]	[]	[]	[130851529]	[]
133_10877	chr9	131215477	131215877	+	1000	58.0	[]	[]	[8.185572]	[90]	[]	[131215647]
133_10884	chrX	132017103	132017503	+	1000	58.0	[]	[]	[8.214434]	[149]	[]	[132017347]
133_10888	chr1	11803570	11803970	+	1000	57.0	[7.3783107]	[154]	[8.504869]	[154]	[11803811]	[11803811]
133_10898	chr1	32291605	32292005	+	1000	57.0	[7.097286]	[160]	[]	[]	[32291805]	[]
133_109	chr6	42199356	42199756	+	1000	459.0	[10.243763]	[155]	[8.446286]	[155]	[42199603]	[42199603]
133_10901	chr1	38786076	38786476	+	1000	57.0	[14.173678, 6.152699]	[103, 128]	[11.842608]	[103]	[38786278, 38786303]	[38786278]
133_10902	chr1	39799183	39799583	+	1000	57.0	[]	[]	[6.136779]	[93]	[]	[39799353]
133_10906	chr1	51736719	51737119	+	1000	57.0	[6.8921194]	[122]	[]	[]	[51736892]	[]
133_10907	chr1	54284746	54285146	+	623	57.0	[]	[]	[10.763187, 8.255085, 6.612033]	[73, 105, 127]	[]	[54284910, 54284942, 54284964]
133_10917	chr1	167224569	167224969	+	1000	57.0	[10.869366]	[135]	[13.5706835]	[135]	[167224798]	[167224798]
133_10919	chr1	168398931	168399331	+	1000	57.0	[]	[]	[6.4228773]	[123]	[]	[168399129]
133_1092	chr10	3891031	3891431	+	1000	221.0	[14.173678, 6.8825955]	[74, 95]	[11.842608, 8.632995]	[74, 95]	[3891199, 3891220]	[3891199, 3891220]
133_10920	chr1	185317427	185317827	+	1000	57.0	[7.9580355]	[148]	[]	[]	[185317598]	[]
133_10922	chr1	207751653	207752053	+	1000	57.0	[]	[]	[8.468357]	[174]	[]	[207751863]
133_10925	chr1	223264512	223264912	+	1000	57.0	[6.6708803]	[112]	[6.6278257]	[112]	[223264714]	[223264714]
133_10927	chr1	230144725	230145125	+	1000	57.0	[]	[]	[7.485917]	[106]	[]	[230144897]
133_10931	chr10	3740295	3740695	+	1000	57.0	[6.3577366]	[96]	[]	[]	[3740488]	[]
133_10933	chr10	5487496	5487896	+	988	57.0	[8.354226, 11.842608]	[81, 131]	[14.173678]	[131]	[5487676, 5487726]	[5487726]
133_10937	chr10	21041644	21042044	+	1000	57.0	[8.632995, 7.864854]	[88, 109]	[6.8825955]	[88]	[21041798, 21041819]	[21041798]
133_10938	chr10	21533677	21534077	+	1000	57.0	[8.446286]	[120]	[10.243763]	[120]	[21533893]	[21533893]
133_10939	chr10	21929003	21929403	+	1000	57.0	[13.548076]	[121]	[6.7182117]	[121]	[21929197]	[21929197]
133_10941	chr10	23052098	23052498	+	1000	57.0	[8.858079, 13.548076]	[112, 133]	[6.7182117]	[133]	[23052304, 23052325]	[23052325]
133_10946	chr10	63573296	63573696	+	874	57.0	[12.597441]	[124]	[10.266372, 6.8921194]	[124, 198]	[63573451]	[63573451, 63573525]
133_10947	chr10	72297315	72297715	+	1000	57.0	[]	[]	[8.355901]	[93]	[]	[72297484]
133_10950	chr11	14300728	14301128	+	1000	57.0	[6.52701, 10.869366]	[111, 121]	[8.311827, 13.5706835]	[111, 121]	[14300938, 14300948]	[14300938, 14300948]
133_10955	chr11	65429837	65430237	+	1000	57.0	[]	[]	[6.3859587]	[157]	[]	[65430078]
133_10958	chr11	112044934	112045334	+	1000	57.0	[7.9806437]	[134]	[8.893384]	[134]	[112045166]	[112045166]
133_10959	chr11	126353273	126353673	+	1000	57.0	[]	[]	[9.106386]	[76]	[]	[126353434]
133_1097	chr2	26344679	26345079	+	1000	221.0	[12.597441]	[111]	[10.266372]	[111]	[26344885]	[26344885]
133_10981	chr13	109792683	109793083	+	1000	57.0	[12.597441]	[120]	[10.266372]	[120]	[109792893]	[109792893]
133_10982	chr13	113419780	113420180	+	1000	57.0	[8.70695]	[135]	[9.288357]	[135]	[113420012]	[113420012]
133_10984	chr14	68483969	68484369	+	1000	57.0	[10.850257]	[156]	[]	[]	[68484203]	[]
133_10987	chr15	38508625	38509025	+	1000	57.0	[8.40951, 10.243763]	[89, 125]	[8.446286]	[125]	[38508796, 38508832]	[38508832]
133_10988	chr15	65796520	65796920	+	805	57.0	[8.214434]	[160]	[]	[]	[65796746]	[]
133_10992	chr15	90301295	90301695	+	1000	57.0	[]	[]	[10.36107]	[108]	[]	[90301457]
133_10995	chr16	12037019	12037419	+	1000	57.0	[14.173678]	[167]	[11.842608]	[167]	[12037251]	[12037251]
133_10996	chr16	29790356	29790756	+	1000	57.0	[]	[]	[7.806082]	[173]	[]	[29790603]
133_11	chr10	50326829	50327229	+	1000	641.0	[6.7182117]	[111]	[13.548076]	[111]	[50327038]	[50327038]
133_110	chr6	134195577	134195977	+	1000	459.0	[14.173678]	[98]	[11.842608]	[98]	[134195774]	[134195774]
133_11004	chr17	14331671	14332071	+	1000	57.0	[10.243763, 8.03]	[93, 118]	[8.446286, 8.03]	[93, 119]	[14331844, 14331869]	[14331844, 14331870]
133_11010	chr17	48548272	48548672	+	1000	57.0	[]	[]	[11.139472, 8.354226]	[77, 107]	[]	[48548449, 48548479]
133_11016	chr17	75951127	75951527	+	1000	57.0	[10.243763, 8.490457]	[78, 98]	[8.446286]	[78]	[75951297, 75951317]	[75951297]
133_11017	chr17	76353911	76354311	+	944	57.0	[]	[]	[10.94174]	[148]	[]	[76354096]
133_11018	chr17	77426794	77427194	+	1000	57.0	[]	[]	[6.9286323]	[77]	[]	[77426951]
133_11022	chr18	79156709	79157109	+	1000	57.0	[6.8599873]	[124]	[]	[]	[79156928]	[]
133_11025	chr19	3500599	3500999	+	1000	57.0	[]	[]	[8.785794]	[142]	[]	[3500820]
133_11028	chr19	6737814	6738214	+	1000	57.0	[8.496579]	[77]	[]	[]	[6737973]	[]
133_11030	chr19	12791330	12791730	+	992	57.0	[6.573722]	[139]	[]	[]	[12791550]	[]
133_11036	chr19	47729987	47730387	+	1000	57.0	[6.1738005]	[106]	[9.70938]	[106]	[47730190]	[47730190]
133_11038	chr19	56081849	56082249	+	1000	57.0	[]	[]	[7.806082]	[143]	[]	[56082085]
133_11039	chr19	57279596	57279996	+	1000	57.0	[6.151192]	[191]	[]	[]	[57279831]	[]
133_11043	chr2	41853616	41854016	+	1000	57.0	[14.173678]	[107]	[11.842608]	[107]	[41853817]	[41853817]
133_11046	chr2	84905139	84905539	+	1000	57.0	[11.820001]	[143]	[10.022524]	[143]	[84905373]	[84905373]
133_11047	chr2	85540005	85540405	+	1000	57.0	[14.173678]	[143]	[11.842608]	[143]	[85540210]	[85540210]
133_11052	chr2	151380605	151381005	+	1000	57.0	[8.538297]	[91]	[15.901753]	[91]	[151380766]	[151380766]
133_11054	chr2	170361309	170361709	+	1000	57.0	[]	[]	[7.8886337, 8.085812]	[68, 91]	[]	[170361465, 170361488]
133_11057	chr20	32334256	32334656	+	1000	57.0	[8.446286]	[162]	[10.243763]	[162]	[32334479]	[32334479]
133_11058	chr20	32642262	32642662	+	1000	57.0	[7.627919, 6.152699]	[93, 139]	[]	[]	[32642433, 32642479]	[]
133_1106	chr13	99053565	99053965	+	1000	220.0	[8.138241]	[57]	[]	[]	[99053721]	[]
133_11060	chr20	36605377	36605777	+	1000	57.0	[6.2977095]	[106]	[]	[]	[36605578]	[]
133_11061	chr20	38084624	38085024	+	1000	57.0	[6.552134, 6.8921194]	[61, 87]	[11.437455]	[132]	[38084780, 38084806]	[38084851]
133_11062	chr21	14452139	14452539	+	1000	57.0	[9.029213]	[82]	[]	[]	[14452318]	[]
133_11063	chr21	33976106	33976506	+	1000	57.0	[8.232476]	[104]	[]	[]	[33976307]	[]
133_11071	chr22	20510262	20510662	+	1000	57.0	[6.9882917]	[98]	[]	[]	[20510442]	[]
133_11072	chr22	21570366	21570766	+	1000	57.0	[]	[]	[6.3577366]	[85]	[]	[21570527]
133_11075	chr22	21828958	21829358	+	1000	57.0	[12.597441]	[216]	[10.266372]	[216]	[21829194]	[21829194]
133_11077	chr22	22122531	22122931	+	1000	57.0	[]	[]	[8.490457]	[141]	[]	[22122713]
133_11080	chr3	15601393	15601793	+	1000	57.0	[6.279317]	[161]	[]	[]	[15601636]	[]
133_11081	chr3	17632371	17632771	+	1000	57.0	[6.914219]	[143]	[]	[]	[17632599]	[]
133_11082	chr3	17741569	17741969	+	1000	57.0	[14.173678]	[91]	[11.842608]	[91]	[17741754]	[17741754]
133_1109	chr3	171192447	171192847	+	1000	220.0	[]	[]	[11.437455]	[144]	[]	[171192684]
133_11091	chr3	71231660	71232060	+	1000	57.0	[13.5706835]	[74]	[10.869366]	[74]	[71231831]	[71231831]
133_11092	chr3	99817374	99817774	+	1000	57.0	[]	[]	[10.763187]	[99]	[]	[99817568]
133_11093	chr3	129238955	129239355	+	1000	57.0	[8.538297]	[100]	[15.901753]	[100]	[129239149]	[129239149]
133_111	chr19	38676142	38676542	+	1000	457.0	[7.9806437, 11.842608]	[65, 80]	[8.893384, 14.173678]	[65, 80]	[38676303, 38676318]	[38676303, 38676318]
133_11100	chr3	182921669	182922069	+	1000	57.0	[8.70695]	[77]	[9.288357]	[77]	[182921826]	[182921826]
133_11103	chr4	27350149	27350549	+	1000	57.0	[8.446286]	[107]	[10.243763]	[107]	[27350349]	[27350349]
133_11113	chr5	10501597	10501997	+	1000	57.0	[10.243763]	[87]	[8.446286]	[87]	[10501776]	[10501776]
133_11120	chr5	91190184	91190584	+	1000	57.0	[13.5706835]	[85]	[10.869366]	[85]	[91190364]	[91190364]
133_11122	chr5	112914619	112915019	+	1000	57.0	[6.8825955]	[135]	[8.632995]	[135]	[112914843]	[112914843]
133_11125	chr5	139482166	139482566	+	1000	57.0	[]	[]	[7.879267]	[137]	[]	[139482383]
133_11131	chr6	511748	512148	+	1000	57.0	[6.4220033, 6.7911124]	[131, 160]	[9.761809]	[160]	[511951, 511980]	[511980]
133_11141	chr6	31822098	31822498	+	1000	57.0	[]	[]	[8.40951]	[208]	[]	[31822336]
133_1115	chr1	15795123	15795523	+	1000	219.0	[]	[]	[6.410166]	[158]	[]	[15795356]
133_11150	chr6	83985247	83985647	+	1000	57.0	[8.03]	[135]	[]	[]	[83985471]	[]
133_11158	chr6	155314751	155315151	+	1000	57.0	[]	[]	[6.469334]	[99]	[]	[155314939]
133_11159	chr6	156839525	156839925	+	857	57.0	[14.173678]	[93]	[11.842608]	[93]	[156839702]	[156839702]
133_11161	chr7	1803959	1804359	+	1000	57.0	[10.869366, 8.538297]	[100, 122]	[13.5706835, 15.901753]	[100, 122]	[1804147, 1804169]	[1804147, 1804169]
133_11164	chr7	16265265	16265665	+	1000	57.0	[6.4991045]	[156]	[]	[]	[16265497]	[]
133_11166	chr7	25927157	25927557	+	1000	57.0	[]	[]	[6.612033]	[110]	[]	[25927353]
133_11167	chr7	50227824	50228224	+	958	57.0	[10.266372]	[119]	[12.597441]	[119]	[50228042]	[50228042]
133_1117	chr10	92829786	92830186	+	1000	219.0	[6.7182117, 13.548076]	[95, 116]	[13.548076, 6.7182117]	[95, 116]	[92829979, 92830000]	[92829979, 92830000]
133_11171	chr7	76383017	76383417	+	1000	57.0	[9.708719]	[86]	[]	[]	[76383171]	[]
133_11173	chr7	102464824	102465224	+	564	57.0	[6.152699]	[119]	[]	[]	[102465009]	[]
133_11177	chr7	106285618	106286018	+	1000	57.0	[]	[]	[6.151192]	[151]	[]	[106285839]
133_11179	chr7	112538859	112539259	+	1000	57.0	[14.173678]	[96]	[11.842608]	[96]	[112539050]	[112539050]
133_1118	chr10	125816527	125816927	+	1000	219.0	[7.57549]	[83]	[]	[]	[125816706]	[]
133_11184	chr7	149145066	149145466	+	1000	57.0	[11.842608]	[88]	[14.173678]	[88]	[149145245]	[149145245]
133_1119	chr11	45834407	45834807	+	1000	219.0	[13.5706835, 10.243763]	[98, 118]	[10.869366, 8.446286]	[98, 118]	[45834604, 45834624]	[45834604, 45834624]
133_11195	chr8	67062031	67062431	+	1000	57.0	[]	[]	[7.9580355, 6.470305]	[58, 138]	[]	[67062183, 67062263]
133_11196	chr8	125219308	125219708	+	1000	57.0	[10.869366]	[131]	[13.5706835]	[131]	[125219534]	[125219534]
133_11199	chr9	121201958	121202358	+	1000	57.0	[]	[]	[7.4858007]	[186]	[]	[121202174]
133_1120	chr13	42259503	42259903	+	1000	219.0	[8.538297]	[107]	[15.901753]	[107]	[42259703]	[42259703]
133_11200	chr9	128150420	128150820	+	1000	57.0	[6.704043]	[239]	[11.382891]	[239]	[128150664]	[128150664]
133_11202	chr9	128733229	128733629	+	1000	57.0	[8.504869]	[68]	[7.3783107]	[68]	[128733394]	[128733394]
133_11217	chrX	16586257	16586657	+	1000	57.0	[14.173678, 13.548076]	[103, 124]	[11.842608, 6.7182117]	[103, 124]	[16586446, 16586467]	[16586446, 16586467]
133_11220	chr1	8296323	8296723	+	1000	56.0	[14.173678, 6.301925]	[93, 114]	[11.842608, 9.213665]	[93, 114]	[8296514, 8296535]	[8296514, 8296535]
133_11222	chr1	10415364	10415764	+	1000	56.0	[]	[]	[7.887462]	[141]	[]	[10415591]
133_11234	chr1	39196839	39197239	+	997	56.0	[]	[]	[6.3513184]	[156]	[]	[39197047]
133_11235	chr1	39385466	39385866	+	1000	56.0	[9.761809]	[81]	[6.7911124]	[81]	[39385647]	[39385647]
133_11236	chr1	40039458	40039858	+	1000	56.0	[7.887462]	[135]	[7.887462]	[136]	[40039670]	[40039671]
133_1124	chr20	38563783	38564183	+	1000	219.0	[6.8921194]	[83]	[]	[]	[38563957]	[]
133_11243	chr1	109284229	109284629	+	1000	56.0	[8.632995, 11.820001]	[111, 133]	[6.8825955, 10.022524]	[111, 133]	[109284431, 109284453]	[109284431, 109284453]
133_11246	chr1	116574500	116574900	+	1000	56.0	[9.708719, 6.3817983]	[107, 196]	[]	[]	[116574653, 116574742]	[]
133_1125	chr22	21982645	21983045	+	1000	219.0	[]	[]	[8.684342]	[149]	[]	[21982893]
133_11250	chr1	161202086	161202486	+	1000	56.0	[11.016432, 8.085812]	[134, 171]	[]	[]	[161202279, 161202316]	[]
133_11254	chr1	173818408	173818808	+	1000	56.0	[11.842608]	[114]	[14.173678]	[114]	[173818597]	[173818597]
133_11263	chr1	207077794	207078194	+	1000	56.0	[]	[]	[8.588062]	[101]	[]	[207077987]
133_11264	chr1	207797376	207797776	+	1000	56.0	[13.548076]	[157]	[6.7182117]	[157]	[207797602]	[207797602]
133_11266	chr1	208515154	208515554	+	1000	56.0	[11.842608]	[68]	[14.173678]	[68]	[208515320]	[208515320]
133_1127	chr6	15020100	15020500	+	1000	219.0	[6.8868656, 11.842608]	[101, 122]	[6.9346795, 14.173678]	[101, 122]	[15020296, 15020317]	[15020296, 15020317]
133_11270	chr1	225975998	225976398	+	1000	56.0	[8.858079]	[129]	[]	[]	[225976170]	[]
133_11272	chr1	229514668	229515068	+	1000	56.0	[13.5706835]	[141]	[10.869366]	[141]	[229514896]	[229514896]
133_11273	chr1	241519788	241520188	+	747	56.0	[]	[]	[7.686224, 12.766095]	[73, 97]	[]	[241519959, 241519983]
133_11278	chr10	17216232	17216632	+	1000	56.0	[8.133142]	[125]	[]	[]	[17216423]	[]
133_1128	chr1	1135315	1135715	+	1000	218.0	[6.7182117, 13.548076]	[98, 119]	[13.548076, 6.7182117]	[98, 119]	[1135512, 1135533]	[1135512, 1135533]
133_11280	chr10	17473136	17473536	+	1000	56.0	[8.085812]	[125]	[]	[]	[17473289]	[]
133_11281	chr10	21724582	21724982	+	1000	56.0	[8.538297, 7.4115434]	[96, 124]	[15.901753]	[96]	[21724737, 21724765]	[21724737]
133_11283	chr10	42491185	42491585	+	723	56.0	[]	[]	[10.850257]	[137]	[]	[42491406]
133_11288	chr10	63629996	63630396	+	1000	56.0	[7.154467, 6.901222]	[124, 142]	[]	[]	[63630216, 63630234]	[]
133_11293	chr10	97840082	97840482	+	1000	56.0	[6.957288]	[89]	[11.03802]	[89]	[97840233]	[97840233]
133_11294	chr10	103194167	103194567	+	1000	56.0	[]	[]	[11.437455]	[114]	[]	[103194369]
133_11297	chr11	34242100	34242500	+	1000	56.0	[8.138241]	[79]	[]	[]	[34242277]	[]
133_11302	chr11	61332903	61333303	+	1000	56.0	[]	[]	[7.880774]	[151]	[]	[61333150]
133_1131	chr12	13288448	13288848	+	1000	218.0	[15.901753]	[113]	[8.538297]	[113]	[13288654]	[13288654]
133_11310	chr11	112025211	112025611	+	958	56.0	[]	[]	[7.880774]	[163]	[]	[112025412]
133_11318	chr12	62977861	62978261	+	1000	56.0	[9.136207]	[156]	[]	[]	[62978103]	[]
133_11319	chr12	71839640	71840040	+	1000	56.0	[11.03802]	[104]	[6.957288]	[104]	[71839824]	[71839824]
133_1132	chr12	130855500	130855900	+	1000	218.0	[10.869366]	[119]	[13.5706835]	[119]	[130855714]	[130855714]
133_11321	chr12	83313845	83314245	+	1000	56.0	[9.035112, 14.173678]	[76, 131]	[9.051821, 6.9286323, 11.842608]	[76, 96, 131]	[83314018, 83314073]	[83314018, 83314038, 83314073]
133_11322	chr12	92357863	92358263	+	1000	56.0	[]	[]	[6.7594943]	[118]	[]	[92358038]
133_11329	chr14	24188765	24189165	+	946	56.0	[7.485917]	[56]	[]	[]	[24188921]	[]
133_1133	chr14	30821999	30822399	+	1000	218.0	[8.662755]	[101]	[]	[]	[30822185]	[]
133_11334	chr14	73058204	73058604	+	842	56.0	[]	[]	[8.255085]	[90]	[]	[73058388]
133_11336	chr15	35173463	35173863	+	1000	56.0	[]	[]	[8.133142]	[57]	[]	[35173615]
133_11349	chr16	2603158	2603558	+	1000	56.0	[6.6278257]	[93]	[6.6708803]	[93]	[2603330]	[2603330]
133_11352	chr16	30957344	30957744	+	1000	56.0	[7.1081047]	[155]	[]	[]	[30957550]	[]
133_11355	chr16	56764808	56765208	+	1000	56.0	[8.446286]	[139]	[10.243763]	[139]	[56765036]	[56765036]
133_11356	chr16	74563716	74564116	+	1000	56.0	[]	[]	[7.6275287]	[183]	[]	[74563936]
133_11371	chr17	59707192	59707592	+	1000	56.0	[]	[]	[9.083777]	[156]	[]	[59707408]
133_11372	chr17	59842567	59842967	+	1000	56.0	[]	[]	[8.267781]	[101]	[]	[59842763]
133_11373	chr17	60398246	60398646	+	948	56.0	[10.266372]	[164]	[12.597441]	[164]	[60398489]	[60398489]
133_11374	chr17	66734190	66734590	+	1000	56.0	[6.7182117, 13.548076]	[96, 117]	[13.548076, 6.7182117, 9.083777]	[96, 117, 164]	[66734368, 66734389]	[66734368, 66734389, 66734436]
133_11376	chr17	82457847	82458247	+	1000	56.0	[]	[]	[12.766095, 6.438388]	[121, 178]	[]	[82458005, 82458062]
133_11378	chr18	35344286	35344686	+	1000	56.0	[13.548076]	[124]	[6.7182117]	[124]	[35344437]	[35344437]
133_11379	chr18	50358805	50359205	+	969	56.0	[6.37098]	[121]	[]	[]	[50359022]	[]
133_1138	chr20	50482418	50482818	+	1000	218.0	[15.901753]	[102]	[8.538297]	[102]	[50482594]	[50482594]
133_11380	chr18	54946118	54946518	+	1000	56.0	[8.858079]	[118]	[]	[]	[54946323]	[]
133_11387	chr19	14518589	14518989	+	1000	56.0	[14.173678]	[89]	[11.842608]	[89]	[14518764]	[14518764]
133_11402	chr2	42967992	42968392	+	1000	56.0	[9.773646]	[163]	[]	[]	[42968241]	[]
133_11404	chr2	69816922	69817322	+	1000	56.0	[15.901753]	[124]	[8.538297]	[124]	[69817143]	[69817143]
133_11405	chr2	82811906	82812306	+	1000	56.0	[10.869366, 6.612033, 7.879267]	[88, 114, 137]	[13.5706835]	[88]	[82812093, 82812119, 82812142]	[82812093]
133_11406	chr2	86201941	86202341	+	957	56.0	[6.4228773]	[148]	[]	[]	[86202188]	[]
133_1141	chr4	94550340	94550740	+	1000	218.0	[10.243763]	[89]	[8.446286]	[89]	[94550520]	[94550520]
133_11410	chr2	144942711	144943111	+	1000	56.0	[14.173678]	[122]	[11.842608]	[122]	[144942918]	[144942918]
133_11412	chr2	152166571	152166971	+	1000	56.0	[]	[]	[6.469334]	[122]	[]	[152166776]
133_11417	chr2	196101282	196101682	+	1000	56.0	[]	[]	[9.029213]	[116]	[]	[196101480]
133_11429	chr22	20428939	20429339	+	1000	56.0	[7.879267]	[200]	[]	[]	[20429163]	[]
133_1143	chr1	52330277	52330677	+	1000	217.0	[6.7182117, 11.842608]	[107, 128]	[13.548076, 14.173678]	[107, 128]	[52330474, 52330495]	[52330474, 52330495]
133_11434	chr22	21809972	21810372	+	1000	56.0	[6.9710217]	[228]	[7.0094256, 6.438388]	[168, 210]	[21810214]	[21810154, 21810196]
133_1144	chr12	66164325	66164725	+	1000	217.0	[11.842608]	[106]	[14.173678]	[106]	[66164530]	[66164530]
