#PeakID(python identify_motif.py ./ENCODE_processed_files/JUND_idr.fa JUND --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
658_1106	chr6	157763352	157763752	+	1000	361.0	[11.482367]	[102]	[9.653064]	[102]	[157763543]	[157763543]
658_11060	chr10	102604390	102604790	+	1000	113.0	[9.653064]	[109]	[11.482367]	[109]	[102604588]	[102604588]
658_11063	chr11	12842919	12843319	+	1000	113.0	[6.6140423]	[124]	[6.12527]	[93]	[12843133]	[12843102]
658_11078	chr12	122064842	122065242	+	1000	113.0	[8.16159]	[98]	[9.990892]	[98]	[122065037]	[122065037]
658_11079	chr13	24512074	24512474	+	1000	113.0	[13.200696, 8.860666]	[94, 124]	[12.340323, 8.279789]	[94, 124]	[24512266, 24512296]	[24512266, 24512296]
658_11081	chr15	36951891	36952291	+	1000	113.0	[6.7746572]	[130]	[]	[]	[36952054]	[]
658_1109	chr8	125513054	125513454	+	1000	361.0	[12.128834]	[141]	[12.132883]	[141]	[125513289]	[125513289]
658_11092	chr16	11155479	11155879	+	1000	113.0	[10.535975, 8.335119]	[60, 107]	[9.107981, 10.835192]	[60, 107]	[11155633, 11155680]	[11155633, 11155680]
658_111	chr5	91280414	91280814	+	1000	558.0	[10.826309, 8.706673]	[102, 113]	[13.223235, 10.9372835]	[102, 113]	[91280614, 91280625]	[91280614, 91280625]
658_11107	chr17	68036113	68036513	+	1000	113.0	[7.6516085]	[119]	[6.4015837]	[119]	[68036324]	[68036324]
658_11108	chr17	78592257	78592657	+	1000	113.0	[9.650316]	[156]	[7.890182]	[156]	[78592463]	[78592463]
658_11109	chr17	83048448	83048848	+	1000	113.0	[8.706673]	[97]	[10.9372835]	[97]	[83048638]	[83048638]
658_1112	chr12	26691504	26691904	+	1000	360.0	[13.223235, 12.340323]	[100, 111]	[10.826309, 13.200696]	[100, 111]	[26691702, 26691713]	[26691702, 26691713]
658_11122	chr2	58146710	58147110	+	1000	113.0	[6.950027, 11.482367, 15.887955]	[74, 98, 116]	[7.025225, 9.653064, 14.058652]	[78, 98, 116]	[58146877, 58146901, 58146919]	[58146881, 58146901, 58146919]
658_11129	chr2	148659118	148659518	+	1000	113.0	[15.887955]	[108]	[14.058652]	[108]	[148659318]	[148659318]
658_11131	chr2	189613056	189613456	+	1000	113.0	[7.275246]	[160]	[]	[]	[189613305]	[]
658_11132	chr2	217075144	217075544	+	1000	113.0	[12.340323]	[128]	[13.200696]	[128]	[217075356]	[217075356]
658_11135	chr21	45366839	45367239	+	1000	113.0	[10.9372835]	[104]	[8.706673]	[104]	[45367042]	[45367042]
658_1114	chr19	3435079	3435479	+	1000	360.0	[8.706673]	[76]	[10.9372835]	[76]	[3435245]	[3435245]
658_11151	chr4	128768395	128768795	+	1000	113.0	[10.508272, 9.718622]	[91, 98]	[11.437814, 11.827421]	[91, 98]	[128768584, 128768591]	[128768584, 128768591]
658_11161	chr5	141617182	141617582	+	1000	113.0	[11.371393]	[147]	[14.169626]	[147]	[141617409]	[141617409]
658_1117	chr8	27614572	27614972	+	1000	360.0	[13.200696]	[108]	[12.340323]	[108]	[27614780]	[27614780]
658_11172	chr6	161205219	161205619	+	1000	113.0	[7.277253]	[96]	[]	[]	[161205412]	[]
658_11175	chr7	13991396	13991796	+	1000	113.0	[6.38505]	[114]	[]	[]	[13991605]	[]
658_11176	chr7	44638060	44638460	+	1000	113.0	[10.9372835]	[144]	[8.706673]	[144]	[44638280]	[44638280]
658_11177	chr7	47253576	47253976	+	1000	113.0	[12.340323]	[109]	[13.200696]	[109]	[47253769]	[47253769]
658_11183	chr7	131069191	131069591	+	1000	113.0	[]	[]	[6.876749]	[70]	[]	[131069345]
658_11187	chr8	21960506	21960906	+	1000	113.0	[7.142337]	[162]	[]	[]	[21960730]	[]
658_11190	chr9	6014679	6015079	+	1000	113.0	[9.464114, 14.058652]	[99, 120]	[8.90054, 15.887955]	[99, 120]	[6014878, 6014899]	[6014878, 6014899]
658_11192	chr9	68690007	68690407	+	1000	113.0	[12.340323]	[106]	[13.200696]	[106]	[68690202]	[68690202]
658_1120	chr1	234608052	234608452	+	1000	359.0	[13.223235]	[99]	[10.826309]	[99]	[234608251]	[234608251]
658_11201	chr1	2643075	2643475	+	1000	112.0	[6.332342]	[104]	[]	[]	[2643267]	[]
658_11213	chr1	153041114	153041514	+	1000	112.0	[11.371393]	[95]	[14.169626]	[95]	[153041309]	[153041309]
658_11223	chr10	1056171	1056571	+	1000	112.0	[9.653064]	[112]	[11.482367]	[112]	[1056378]	[1056378]
658_11224	chr10	3539081	3539481	+	1000	112.0	[11.371393]	[79]	[14.169626]	[79]	[3539260]	[3539260]
658_11225	chr10	60262645	60263045	+	1000	112.0	[]	[]	[6.5323415]	[198]	[]	[60262880]
658_11228	chr11	3841202	3841602	+	1000	112.0	[7.182211]	[102]	[6.776855]	[102]	[3841392]	[3841392]
658_11229	chr11	9460497	9460897	+	1000	112.0	[7.5111504]	[150]	[6.4849963]	[150]	[9460720]	[9460720]
658_1124	chr15	95557543	95557943	+	1000	359.0	[12.340323, 15.887955]	[101, 136]	[13.200696, 14.058652]	[101, 136]	[95557734, 95557769]	[95557734, 95557769]
658_11240	chr12	26299000	26299400	+	1000	112.0	[8.16159, 14.058652]	[70, 101]	[7.275246, 9.990892, 15.887955]	[64, 70, 101]	[26299170, 26299201]	[26299164, 26299170, 26299201]
658_11245	chr12	126869621	126870021	+	1000	112.0	[8.253419, 8.883204]	[55, 152]	[9.939966, 6.765775]	[55, 152]	[126869773, 126869870]	[126869773, 126869870]
658_11251	chr14	36974095	36974495	+	1000	112.0	[15.887955]	[107]	[14.058652]	[107]	[36974301]	[36974301]
658_11252	chr14	69685228	69685628	+	1000	112.0	[]	[]	[6.5972533]	[152]	[]	[69685470]
658_11254	chr15	64004593	64004993	+	1000	112.0	[11.393932]	[117]	[12.655612]	[117]	[64004775]	[64004775]
658_11255	chr15	100111126	100111526	+	1000	112.0	[15.887955]	[113]	[14.058652]	[113]	[100111332]	[100111332]
658_1126	chr16	57810272	57810672	+	1000	359.0	[11.393932]	[99]	[12.655612]	[99]	[57810471]	[57810471]
658_11262	chr17	19958053	19958453	+	1000	112.0	[14.058652]	[81]	[15.887955]	[81]	[19958234]	[19958234]
658_11265	chr17	50290058	50290458	+	1000	112.0	[6.231771, 11.437814]	[76, 104]	[6.23582, 10.508272]	[76, 104]	[50290224, 50290252]	[50290224, 50290252]
658_11268	chr17	76053518	76053918	+	1000	112.0	[12.655612]	[101]	[11.393932]	[101]	[76053713]	[76053713]
658_1127	chr16	79658234	79658634	+	1000	359.0	[6.7809033, 14.169626]	[92, 105]	[7.1781626, 11.371393]	[92, 105]	[79658424, 79658437]	[79658424, 79658437]
658_11275	chr19	35154940	35155340	+	1000	112.0	[7.142337]	[101]	[]	[]	[35155105]	[]
658_11281	chr2	9967155	9967555	+	1000	112.0	[]	[]	[9.116862]	[119]	[]	[9967366]
658_11282	chr2	20027766	20028166	+	1000	112.0	[9.653064]	[102]	[11.482367]	[102]	[20027967]	[20027967]
658_11295	chr21	43824488	43824888	+	1000	112.0	[13.200696]	[94]	[12.340323]	[94]	[43824682]	[43824682]
658_11299	chr22	42769924	42770324	+	1000	112.0	[13.200696]	[104]	[12.340323]	[104]	[42770125]	[42770125]
658_1130	chr19	51799327	51799727	+	1000	359.0	[13.200696]	[93]	[12.340323]	[93]	[51799519]	[51799519]
658_11306	chr3	185549183	185549583	+	1000	112.0	[11.371393]	[103]	[14.169626]	[103]	[185549377]	[185549377]
658_11308	chr4	54542457	54542857	+	1000	112.0	[]	[]	[6.1040077]	[102]	[]	[54542642]
658_1131	chr2	195487007	195487407	+	1000	359.0	[14.058652]	[122]	[15.887955]	[122]	[195487226]	[195487226]
658_11317	chr6	4155833	4156233	+	1000	112.0	[8.16159]	[71]	[9.990892]	[71]	[4155998]	[4155998]
658_11324	chr6	161215257	161215657	+	1000	112.0	[11.482367]	[96]	[9.653064]	[96]	[161215447]	[161215447]
658_11328	chr7	99128097	99128497	+	1000	112.0	[7.106525]	[127]	[]	[]	[99128322]	[]
658_11330	chr8	27349884	27350284	+	1000	112.0	[10.826309]	[103]	[13.223235]	[103]	[27350077]	[27350077]
658_11331	chr8	101504561	101504961	+	1000	112.0	[14.169626]	[69]	[11.371393]	[69]	[101504718]	[101504718]
658_1135	chr7	112573755	112574155	+	1000	359.0	[12.340323]	[149]	[13.200696]	[149]	[112574000]	[112574000]
658_1137	chrX	9462954	9463354	+	1000	359.0	[7.025225]	[119]	[]	[]	[9463127]	[]
658_11374	chr12	57810481	57810881	+	1000	111.0	[9.653064]	[97]	[11.482367]	[97]	[57810671]	[57810671]
658_11377	chr12	104467370	104467770	+	1000	111.0	[7.4997025]	[123]	[]	[]	[104467583]	[]
658_11380	chr12	122527043	122527443	+	1000	111.0	[9.107981]	[164]	[10.535975]	[164]	[122527293]	[122527293]
658_11382	chr13	49540602	49541002	+	1000	111.0	[14.169626, 7.261956]	[86, 103]	[11.371393, 6.7912354]	[86, 103]	[49540780, 49540797]	[49540780, 49540797]
658_11388	chr15	40751783	40752183	+	1000	111.0	[8.860666]	[107]	[8.279789]	[107]	[40751977]	[40751977]
658_11389	chr15	84735058	84735458	+	1000	111.0	[6.486848]	[134]	[]	[]	[84735279]	[]
658_11396	chr17	7587843	7588243	+	1000	111.0	[12.655612]	[108]	[11.393932]	[108]	[7588044]	[7588044]
658_114	chr1	14436945	14437345	+	1000	557.0	[9.107981]	[101]	[10.535975]	[101]	[14437146]	[14437146]
658_11400	chr17	30550460	30550860	+	1000	111.0	[10.826309]	[94]	[13.223235]	[94]	[30550652]	[30550652]
658_1141	chr6	3911881	3912281	+	1000	358.0	[9.653064]	[104]	[9.116862, 11.482367]	[69, 104]	[3912081]	[3912046, 3912081]
658_11414	chr2	667314	667714	+	1000	111.0	[12.340323]	[81]	[13.200696]	[81]	[667490]	[667490]
658_11415	chr2	8615786	8616186	+	1000	111.0	[10.509596]	[87]	[8.746108]	[87]	[8615973]	[8615973]
658_11419	chr2	64523951	64524351	+	1000	111.0	[7.5111504]	[132]	[6.4849963]	[132]	[64524117]	[64524117]
658_1142	chr6	56890570	56890970	+	1000	358.0	[13.223235, 7.5176497]	[110, 151]	[10.826309]	[110]	[56890774, 56890815]	[56890774]
658_11425	chr2	157258521	157258921	+	1000	111.0	[8.110663, 9.116862]	[61, 80]	[10.082722]	[61]	[157258677, 157258696]	[157258677]
658_11426	chr2	160224083	160224483	+	1000	111.0	[13.200696, 14.058652]	[88, 124]	[12.340323, 15.887955]	[88, 124]	[160224258, 160224294]	[160224258, 160224294]
658_11428	chr2	219177673	219178073	+	1000	111.0	[6.4477377]	[133]	[7.0977836]	[133]	[219177899]	[219177899]
658_1143	chr7	139688040	139688440	+	1000	358.0	[15.887955]	[104]	[14.058652]	[104]	[139688242]	[139688242]
658_11430	chr20	51600094	51600494	+	1000	111.0	[8.706673]	[95]	[10.9372835]	[95]	[51600286]	[51600286]
658_11433	chr21	45130241	45130641	+	1000	111.0	[14.058652]	[98]	[15.887955]	[98]	[45130436]	[45130436]
658_11440	chr3	44290086	44290486	+	1000	111.0	[14.058652]	[105]	[15.887955]	[105]	[44290278]	[44290278]
658_11441	chr3	50525973	50526373	+	1000	111.0	[9.990892]	[90]	[8.16159]	[90]	[50526158]	[50526158]
658_11444	chr3	142619124	142619524	+	1000	111.0	[14.169626]	[100]	[11.371393]	[100]	[142619316]	[142619316]
658_11445	chr3	146551115	146551515	+	1000	111.0	[7.0715647, 15.887955]	[99, 118]	[6.489596, 14.058652]	[99, 118]	[146551309, 146551328]	[146551309, 146551328]
658_11458	chr6	16752500	16752900	+	1000	111.0	[14.058652, 7.3954625]	[85, 120]	[15.887955, 6.3923345]	[85, 120]	[16752683, 16752718]	[16752683, 16752718]
658_11462	chr6	31676906	31677306	+	1000	111.0	[10.182369]	[66]	[8.428265]	[66]	[31677065]	[31677065]
658_11466	chr6	52511579	52511979	+	1000	111.0	[7.592848]	[99]	[]	[]	[52511768]	[]
658_11471	chr7	26620318	26620718	+	1000	111.0	[13.200696]	[112]	[12.340323]	[112]	[26620530]	[26620530]
658_11478	chr7	159197467	159197867	+	1000	111.0	[8.353066]	[140]	[7.5176497, 10.257568]	[77, 140]	[159197683]	[159197620, 159197683]
658_11483	chr8	61708557	61708957	+	1000	111.0	[11.371393]	[98]	[14.169626]	[98]	[61708750]	[61708750]
658_11486	chr8	95237119	95237519	+	1000	111.0	[11.482367]	[87]	[9.653064]	[87]	[95237306]	[95237306]
658_11494	chr9	131733623	131734023	+	1000	111.0	[15.887955]	[148]	[14.058652]	[148]	[131733851]	[131733851]
658_11499	chrX	129577453	129577853	+	1000	111.0	[10.9372835]	[108]	[8.706673]	[108]	[129577659]	[129577659]
658_115	chr2	20579255	20579655	+	1000	557.0	[15.887955]	[120]	[14.058652]	[120]	[20579474]	[20579474]
658_1150	chr19	5828139	5828539	+	1000	357.0	[10.414554]	[97]	[9.441575]	[97]	[5828333]	[5828333]
658_11500	chrX	150767548	150767948	+	1000	111.0	[14.169626]	[97]	[11.371393]	[97]	[150767736]	[150767736]
658_11503	chr1	19315302	19315702	+	1000	110.0	[10.535975]	[94]	[9.107981]	[94]	[19315486]	[19315486]
658_11509	chr1	40036588	40036988	+	1000	110.0	[8.16159]	[99]	[9.990892]	[99]	[40036782]	[40036782]
658_11514	chr1	154263754	154264154	+	1000	110.0	[12.655612]	[110]	[6.1218357, 11.393932]	[91, 110]	[154263958]	[154263939, 154263958]
658_11515	chr1	155173140	155173540	+	1000	110.0	[]	[]	[7.6741476]	[63]	[]	[155173301]
658_11523	chr10	3755504	3755904	+	1000	110.0	[14.169626]	[103]	[11.371393]	[103]	[3755707]	[3755707]
658_11529	chr10	110512784	110513184	+	1000	110.0	[9.653064]	[129]	[6.1959457, 11.482367]	[82, 129]	[110513007]	[110512960, 110513007]
658_11530	chr11	4044051	4044451	+	1000	110.0	[6.5323415, 14.058652]	[67, 105]	[15.887955]	[105]	[4044217, 4044255]	[4044255]
658_1154	chr4	77076090	77076490	+	1000	357.0	[6.2084436]	[61]	[]	[]	[77076244]	[]
658_11542	chr12	75892924	75893324	+	1000	110.0	[]	[]	[6.5972533]	[154]	[]	[75893172]
658_11548	chr14	22700154	22700554	+	1000	110.0	[12.655612]	[122]	[11.393932]	[122]	[22700361]	[22700361]
658_1155	chr6	137978214	137978614	+	1000	357.0	[8.706673]	[106]	[10.9372835]	[106]	[137978420]	[137978420]
658_1156	chr7	100015383	100015783	+	1000	357.0	[14.169626]	[117]	[11.371393]	[117]	[100015596]	[100015596]
658_11562	chr16	79863608	79864008	+	1000	110.0	[6.776855]	[104]	[7.182211]	[104]	[79863802]	[79863802]
658_11572	chr2	28508318	28508718	+	1000	110.0	[15.887955, 9.990892]	[79, 94]	[14.058652, 8.16159]	[79, 94]	[28508478, 28508493]	[28508478, 28508493]
658_11578	chr2	99154799	99155199	+	1000	110.0	[7.6516085]	[99]	[6.4015837]	[99]	[99154993]	[99154993]
658_11595	chr22	49934170	49934570	+	1000	110.0	[11.437814]	[113]	[10.508272]	[113]	[49934383]	[49934383]
658_11596	chr3	3053844	3054244	+	1000	110.0	[10.826309]	[97]	[13.223235]	[97]	[3054035]	[3054035]
658_11598	chr3	150409943	150410343	+	1000	110.0	[]	[]	[7.218002]	[94]	[]	[150410122]
658_116	chr3	197031466	197031866	+	1000	557.0	[14.169626]	[118]	[11.371393]	[118]	[197031675]	[197031675]
658_1161	chr1	227563237	227563637	+	1000	356.0	[8.464041]	[97]	[]	[]	[227563434]	[]
658_11611	chr5	98929423	98929823	+	1000	110.0	[6.7884874]	[120]	[]	[]	[98929620]	[]
658_11621	chr6	73704365	73704765	+	1000	110.0	[11.371393, 11.482367]	[93, 109]	[14.169626, 9.653064]	[93, 109]	[73704556, 73704572]	[73704556, 73704572]
658_11622	chr6	134640946	134641346	+	1000	110.0	[10.826309]	[109]	[13.223235]	[109]	[134641152]	[134641152]
658_11625	chr7	1044016	1044416	+	1000	110.0	[9.990892]	[134]	[8.16159]	[134]	[1044233]	[1044233]
658_11626	chr7	36526960	36527360	+	1000	110.0	[10.826309, 9.998118]	[90, 122]	[13.223235, 11.547925]	[90, 122]	[36527141, 36527173]	[36527141, 36527173]
658_11633	chr7	112481845	112482245	+	1000	110.0	[14.058652]	[140]	[15.887955]	[140]	[112482071]	[112482071]
658_1164	chr3	44355630	44356030	+	1000	356.0	[15.887955]	[90]	[14.058652]	[90]	[44355820]	[44355820]
658_11641	chr8	86036664	86037064	+	1000	110.0	[6.3923345, 12.340323]	[93, 103]	[7.3954625, 13.200696]	[93, 103]	[86036856, 86036866]	[86036856, 86036866]
658_11647	chrX	48800551	48800951	+	1000	110.0	[]	[]	[7.4997025]	[141]	[]	[48800765]
658_11648	chrX	130173270	130173670	+	1000	110.0	[7.372508]	[150]	[6.5972533]	[102]	[130173516]	[130173468]
658_11659	chr1	33007248	33007648	+	1000	109.0	[9.719484]	[102]	[7.821013]	[102]	[33007445]	[33007445]
658_11662	chr1	51648284	51648684	+	1000	109.0	[6.850379]	[129]	[]	[]	[51648470]	[]
658_11667	chr1	155135027	155135427	+	1000	109.0	[]	[]	[6.7168727]	[95]	[]	[155135201]
658_11669	chr1	167904533	167904933	+	1000	109.0	[10.826309]	[95]	[13.223235]	[95]	[167904715]	[167904715]
658_11672	chr1	207032581	207032981	+	1000	109.0	[9.990892]	[74]	[8.16159]	[74]	[207032755]	[207032755]
658_11676	chr1	233962863	233963263	+	1000	109.0	[14.169626]	[118]	[11.371393]	[118]	[233963076]	[233963076]
658_11678	chr10	3045815	3046215	+	1000	109.0	[8.595078]	[87]	[7.0539017]	[87]	[3046000]	[3046000]
658_11681	chr10	25117727	25118127	+	1000	109.0	[7.3108587]	[95]	[9.829596]	[95]	[25117918]	[25117918]
658_11682	chr10	46022941	46023341	+	1000	109.0	[14.169626]	[100]	[11.371393]	[100]	[46023136]	[46023136]
658_11683	chr10	73886073	73886473	+	1000	109.0	[8.315582]	[131]	[7.333398]	[131]	[73886296]	[73886296]
658_11689	chr11	66344937	66345337	+	1000	109.0	[6.4015837]	[81]	[7.6516085]	[81]	[66345116]	[66345116]
658_1169	chr8	11350219	11350619	+	1000	356.0	[10.826309]	[95]	[6.650379, 13.223235]	[88, 95]	[11350407]	[11350400, 11350407]
658_11694	chr12	56581806	56582206	+	1000	109.0	[10.9372835]	[129]	[8.706673]	[129]	[56582025]	[56582025]
658_11696	chr12	57793928	57794328	+	1000	109.0	[14.058652]	[95]	[15.887955]	[95]	[57794123]	[57794123]
658_1170	chr9	88781779	88782179	+	1000	356.0	[11.371393]	[98]	[14.169626]	[98]	[88781972]	[88781972]
658_11701	chr12	119804326	119804726	+	1000	109.0	[11.371393]	[81]	[14.169626]	[81]	[119804503]	[119804503]
658_11703	chr12	122063278	122063678	+	1000	109.0	[11.437814]	[140]	[10.508272]	[140]	[122063499]	[122063499]
658_1172	chr17	43021064	43021464	+	1000	355.0	[8.706673]	[58]	[10.9372835]	[58]	[43021219]	[43021219]
658_11731	chr18	31648940	31649340	+	1000	109.0	[14.058652]	[105]	[15.887955]	[105]	[31649137]	[31649137]
658_11735	chr19	45528215	45528615	+	1000	109.0	[14.169626]	[133]	[11.371393]	[133]	[45528446]	[45528446]
658_11739	chr2	27628720	27629120	+	1000	109.0	[12.337575]	[75]	[9.608511]	[75]	[27628890]	[27628890]
658_11744	chr2	157899211	157899611	+	1000	109.0	[]	[]	[6.850379]	[75]	[]	[157899368]
658_11745	chr2	172045974	172046374	+	1000	109.0	[7.0760703]	[87]	[6.4093504]	[87]	[172046152]	[172046152]
658_11748	chr2	230774560	230774960	+	1000	109.0	[14.169626]	[94]	[11.371393]	[94]	[230774747]	[230774747]
658_11752	chr20	62740213	62740613	+	1000	109.0	[7.0539017]	[146]	[8.595078]	[146]	[62740418]	[62740418]
658_11757	chr3	5426314	5426714	+	1000	109.0	[6.707188]	[142]	[]	[]	[5426552]	[]
658_11763	chr3	130671470	130671870	+	1000	109.0	[15.887955]	[107]	[14.058652]	[107]	[130671672]	[130671672]
658_11765	chr3	157135631	157136031	+	1000	109.0	[13.200696]	[78]	[12.340323]	[78]	[157135795]	[157135795]
658_11767	chr3	183447380	183447780	+	1000	109.0	[6.332342]	[97]	[]	[]	[183447550]	[]
658_11769	chr4	2413271	2413671	+	1000	109.0	[9.990892]	[110]	[8.16159]	[110]	[2413476]	[2413476]
658_11770	chr4	40121497	40121897	+	1000	109.0	[10.535975]	[78]	[9.107981]	[78]	[40121674]	[40121674]
658_11771	chr4	40212905	40213305	+	1000	109.0	[15.887955]	[91]	[14.058652]	[91]	[40213094]	[40213094]
658_11777	chr5	43313390	43313790	+	1000	109.0	[7.5111504]	[110]	[6.4849963]	[110]	[43313587]	[43313587]
658_11779	chr5	68304373	68304773	+	1000	109.0	[9.998118]	[150]	[11.547925]	[150]	[68304600]	[68304600]
658_11785	chr5	150481966	150482366	+	1000	109.0	[8.464041]	[122]	[]	[]	[150482184]	[]
658_11791	chr6	33205421	33205821	+	1000	109.0	[13.223235, 10.535975]	[87, 105]	[10.826309, 9.107981]	[87, 105]	[33205607, 33205625]	[33205607, 33205625]
658_1182	chr1	51750212	51750612	+	1000	354.0	[15.887955]	[110]	[14.058652]	[110]	[51750421]	[51750421]
658_11821	chr8	79760891	79761291	+	1000	109.0	[8.706673]	[111]	[10.9372835]	[111]	[79761093]	[79761093]
658_11822	chr8	79869326	79869726	+	1000	109.0	[12.340323]	[115]	[13.200696]	[115]	[79869537]	[79869537]
658_11856	chr1	222240520	222240920	+	1000	108.0	[9.650316]	[90]	[7.890182]	[90]	[222240709]	[222240709]
658_11859	chr10	5404667	5405067	+	1000	108.0	[7.025225]	[63]	[]	[]	[5404827]	[]
658_1186	chr17	16419050	16419450	+	1000	354.0	[15.887955]	[101]	[14.058652]	[101]	[16419246]	[16419246]
658_11861	chr10	21184196	21184596	+	1000	108.0	[15.887955]	[112]	[14.058652]	[112]	[21184392]	[21184392]
658_11863	chr10	67815568	67815968	+	1000	108.0	[9.653064]	[121]	[11.482367]	[121]	[67815777]	[67815777]
658_11868	chr10	79129383	79129783	+	1000	108.0	[15.887955]	[119]	[14.058652]	[119]	[79129589]	[79129589]
658_11872	chr11	20097316	20097716	+	1000	108.0	[14.058652]	[102]	[15.887955]	[102]	[20097515]	[20097515]
658_11873	chr11	35725897	35726297	+	1000	108.0	[12.655612, 8.896491]	[101, 144]	[11.393932, 9.468163]	[101, 144]	[35726095, 35726138]	[35726095, 35726138]
658_11878	chr11	122856711	122857111	+	1000	108.0	[12.340323]	[123]	[13.200696]	[123]	[122856910]	[122856910]
658_11881	chr12	45232907	45233307	+	1000	108.0	[14.169626]	[87]	[11.371393]	[87]	[45233092]	[45233092]
658_11883	chr12	49428897	49429297	+	1000	108.0	[11.827421]	[126]	[9.718622]	[126]	[49429113]	[49429113]
658_11890	chr14	56219978	56220378	+	1000	108.0	[9.990892]	[114]	[8.16159]	[114]	[56220168]	[56220168]
658_11892	chr14	105199130	105199530	+	1000	108.0	[14.169626]	[125]	[11.371393]	[125]	[105199345]	[105199345]
658_11894	chr15	45091185	45091585	+	1000	108.0	[11.393932]	[96]	[12.655612]	[96]	[45091376]	[45091376]
658_11898	chr15	64444311	64444711	+	1000	108.0	[12.128834]	[115]	[12.132883]	[115]	[64444523]	[64444523]
658_11900	chr15	90143232	90143632	+	1000	108.0	[6.7076235]	[149]	[]	[]	[90143437]	[]
658_11901	chr15	98077157	98077557	+	1000	108.0	[9.653064]	[108]	[11.482367]	[108]	[98077361]	[98077361]
658_11905	chr16	24116998	24117398	+	1000	108.0	[12.655612]	[98]	[11.393932]	[98]	[24117188]	[24117188]
658_11909	chr17	43753497	43753897	+	1000	108.0	[12.132883]	[143]	[12.128834]	[143]	[43753740]	[43753740]
658_11912	chr18	35463130	35463530	+	1000	108.0	[14.169626]	[112]	[11.371393]	[112]	[35463324]	[35463324]
658_11924	chr2	66389822	66390222	+	1000	108.0	[14.058652]	[97]	[15.887955]	[97]	[66390007]	[66390007]
658_11927	chr2	108662166	108662566	+	1000	108.0	[8.16159, 14.169626]	[63, 114]	[9.990892, 11.371393]	[63, 114]	[108662329, 108662380]	[108662329, 108662380]
658_11935	chr20	48875873	48876273	+	1000	108.0	[12.340323]	[117]	[13.200696]	[117]	[48876083]	[48876083]
658_1194	chr1	37479631	37480031	+	1000	353.0	[10.9372835]	[95]	[8.706673]	[95]	[37479826]	[37479826]
658_11946	chr3	39287218	39287618	+	1000	108.0	[11.393932]	[112]	[12.655612]	[112]	[39287428]	[39287428]
658_11947	chr3	71466477	71466877	+	1000	108.0	[9.990892]	[98]	[8.16159]	[98]	[71466673]	[71466673]
658_11948	chr3	139317696	139318096	+	1000	108.0	[8.16159, 11.437814]	[91, 103]	[9.990892, 10.508272]	[91, 103]	[139317879, 139317891]	[139317879, 139317891]
658_11956	chr5	139636915	139637315	+	1000	108.0	[15.887955]	[96]	[14.058652]	[96]	[139637106]	[139637106]
