#PeakID(python identify_motif.py ./ENCODE_processed_files/RREB1_idr.fa RREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
874_11043	chr11	13277380	13277780	+	661	36.5	[]	[]	[3.0127492]	[121]	[]	[13277601]
874_11044	chr11	16613395	16613795	+	702	36.5	[2.7746134, 7.388963, 1.7610642, 2.624457, 4.007244, 2.1186657]	[158, 159, 204, 206, 210, 218]	[]	[]	[16613576, 16613577, 16613622, 16613624, 16613628, 16613636]	[]
874_11050	chr11	71069030	71069430	+	1000	36.5	[2.8927171, 1.8823735, 5.3533297, 4.1575046, 6.144041, 2.2150455, 4.8454685, 2.0472963, 5.572007, 2.8927171, 2.8927171]	[104, 128, 134, 166, 167, 169, 170, 172, 173, 176, 179]	[]	[]	[71069194, 71069218, 71069224, 71069256, 71069257, 71069259, 71069260, 71069262, 71069263, 71069266, 71069269]	[]
874_11060	chr12	25690982	25691382	+	1000	36.5	[]	[]	[2.3839736, 2.3530145]	[120, 129]	[]	[25691143, 25691152]
874_11067	chr12	93571897	93572297	+	1000	36.5	[5.974231, 7.611043, 2.693127]	[167, 168, 169]	[]	[]	[93572088, 93572089, 93572090]	[]
874_1107	chr6	37175798	37176198	+	1000	68.0	[]	[]	[2.0467622]	[115]	[]	[37175966]
874_11072	chr13	80706725	80707125	+	929	36.5	[]	[]	[2.754675]	[177]	[]	[80706939]
874_1108	chr6	146892717	146893117	+	1000	68.0	[3.344732, 8.347424, 4.7937617, 2.5326884, 13.764148, 4.273434, 2.1950033]	[153, 156, 205, 208, 210, 214, 215]	[]	[]	[146892888, 146892891, 146892940, 146892943, 146892945, 146892949, 146892950]	[]
874_11082	chr14	99682727	99683127	+	977	36.5	[2.9769318]	[119]	[]	[]	[99682923]	[]
874_11091	chr16	20760227	20760627	+	943	36.5	[4.391496]	[153]	[]	[]	[20760400]	[]
874_11106	chr17	35088797	35089197	+	1000	36.5	[4.833115, 7.929156]	[167, 168]	[]	[]	[35089004, 35089005]	[]
874_11116	chr17	81394803	81395203	+	996	36.5	[]	[]	[3.1913643, 6.225631, 4.253392]	[132, 133, 135]	[]	[81395023, 81395024, 81395026]
874_11125	chr19	12995919	12996319	+	1000	36.5	[]	[]	[2.9769318, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 4.007244, 4.007244]	[67, 133, 135, 137, 139, 141, 143, 145, 147, 149, 151]	[]	[12996077, 12996143, 12996145, 12996147, 12996149, 12996151, 12996153, 12996155, 12996157, 12996159, 12996161]
874_11133	chr19	40602232	40602632	+	928	36.5	[]	[]	[4.169909, 4.6453238]	[202, 205]	[]	[40602451, 40602454]
874_11135	chr19	45669234	45669634	+	971	36.5	[]	[]	[1.7249256]	[111]	[]	[45669426]
874_11137	chr19	47892427	47892827	+	989	36.5	[3.2597814]	[191]	[9.361076]	[171]	[47892648]	[47892628]
874_11141	chr19	55166855	55167255	+	957	36.5	[4.67777, 5.858343]	[84, 113]	[]	[]	[55167035, 55167064]	[]
874_11143	chr2	8598244	8598644	+	1000	36.5	[]	[]	[2.4911604]	[92]	[]	[8598413]
874_11165	chr2	218398837	218399237	+	868	36.5	[3.3591135, 8.199591]	[140, 142]	[]	[]	[218399033, 218399035]	[]
874_11173	chr20	44407562	44407962	+	1000	36.5	[3.0481038, 9.927617]	[104, 107]	[2.7545712, 5.2320204, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 5.959441]	[122, 123, 125, 127, 129, 131, 133, 135, 137, 139, 141, 143, 145]	[44407738, 44407741]	[44407756, 44407757, 44407759, 44407761, 44407763, 44407765, 44407767, 44407769, 44407771, 44407773, 44407775, 44407777, 44407779]
874_11177	chr20	48124973	48125373	+	1000	36.5	[3.3591135, 9.126551]	[97, 139]	[]	[]	[48125155, 48125197]	[]
874_1118	chr1	148522536	148522936	+	1000	67.5	[]	[]	[4.6259093]	[115]	[]	[148522730]
874_11182	chr21	35482336	35482736	+	1000	36.5	[5.234448]	[202]	[]	[]	[35482544]	[]
874_11199	chr22	20413453	20413853	+	951	36.5	[]	[]	[2.8582516]	[66]	[]	[20413604]
874_11200	chr22	20419650	20420050	+	1000	36.5	[3.3591135, 4.9482665]	[157, 159]	[]	[]	[20419897, 20419899]	[]
874_11201	chr22	20520658	20521058	+	879	36.5	[]	[]	[6.4443083]	[200]	[]	[20520908]
874_11204	chr22	20633498	20633898	+	1000	36.5	[]	[]	[3.1122763, 4.3052115, 6.245777, 3.6824172]	[169, 171, 186, 191]	[]	[20633726, 20633728, 20633743, 20633748]
874_11207	chr22	20780335	20780735	+	1000	36.5	[3.7331774]	[204]	[]	[]	[20780577]	[]
874_11212	chr22	21789321	21789721	+	634	36.5	[]	[]	[2.3848555, 5.656222, 3.5978327, 2.2625582, 5.585377, 1.8891593]	[143, 144, 145, 148, 149, 152]	[]	[21789473, 21789474, 21789475, 21789478, 21789479, 21789482]
874_11219	chr22	22491580	22491980	+	1000	36.5	[1.7619972, 2.9424663, 4.4236946]	[171, 175, 178]	[]	[]	[22491786, 22491790, 22491793]	[]
874_11225	chr22	23017793	23018193	+	970	36.5	[1.6229693]	[142]	[4.272656, 10.946027, 3.3985085, 8.328693]	[163, 165, 166, 168]	[23017988]	[23018009, 23018011, 23018012, 23018014]
874_11226	chr22	35377063	35377463	+	808	36.5	[1.9982615, 3.6316707]	[169, 170]	[]	[]	[35377303, 35377304]	[]
874_1123	chr13	93276299	93276699	+	1000	67.5	[]	[]	[2.1186657, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 2.1186657, 2.5208895]	[105, 107, 109, 111, 113, 115, 117, 119, 121, 123, 129, 131]	[]	[93276494, 93276496, 93276498, 93276500, 93276502, 93276504, 93276506, 93276508, 93276510, 93276512, 93276518, 93276520]
874_11233	chr3	31356918	31357318	+	1000	36.5	[]	[]	[3.5345843]	[82]	[]	[31357086]
874_11235	chr3	39154308	39154708	+	1000	36.5	[1.6892118, 5.289261]	[60, 62]	[]	[]	[39154459, 39154461]	[]
874_11238	chr3	47250707	47251107	+	986	36.5	[2.3046393]	[115]	[]	[]	[47250886]	[]
874_11251	chr4	993754	994154	+	1000	36.5	[6.2475667]	[163]	[]	[]	[993977]	[]
874_11260	chr4	159104308	159104708	+	1000	36.5	[]	[]	[2.1186657, 7.3422284, 7.3422284]	[160, 162, 164]	[]	[159104552, 159104554, 159104556]
874_11264	chr5	43804774	43805174	+	948	36.5	[]	[]	[2.774717, 14.485308, 3.208656, 4.2859006]	[111, 113, 116, 118]	[]	[43804925, 43804927, 43804930, 43804932]
874_11267	chr5	134187536	134187936	+	1000	36.5	[1.7312315]	[150]	[]	[]	[134187709]	[]
874_11272	chr5	180873445	180873845	+	888	36.5	[2.8907597, 5.6861057, 2.2477686, 7.6602798]	[62, 73, 77, 82]	[]	[]	[180873601, 180873612, 180873616, 180873621]	[]
874_11280	chr6	26383708	26384108	+	930	36.5	[]	[]	[1.7927794]	[134]	[]	[26383915]
874_11281	chr6	26593216	26593616	+	721	36.5	[3.7859428, 4.687457, 6.614808]	[164, 165, 168]	[]	[]	[26593462, 26593463, 26593466]	[]
874_11282	chr6	28756091	28756491	+	978	36.5	[]	[]	[3.484897]	[171]	[]	[28756281]
874_11293	chr6	37243666	37244066	+	1000	36.5	[]	[]	[3.2632678]	[184]	[]	[37243876]
874_11311	chr7	22667278	22667678	+	1000	36.5	[4.5439725, 2.5560398, 11.589965]	[136, 138, 139]	[2.3829625]	[163]	[22667487, 22667489, 22667490]	[22667514]
874_11319	chr7	44123184	44123584	+	941	36.5	[6.5506134, 2.2294688, 1.9121536, 5.9743347, 1.8409815]	[140, 143, 147, 148, 151]	[]	[]	[44123419, 44123422, 44123426, 44123427, 44123430]	[]
874_11329	chr7	128208539	128208939	+	1000	36.5	[]	[]	[8.942809, 6.4699273]	[134, 135]	[]	[128208754, 128208755]
874_11334	chr7	148986813	148987213	+	945	36.5	[]	[]	[2.0991576, 2.4147394]	[127, 129]	[]	[148986968, 148986970]
874_1135	chr6	26351472	26351872	+	1000	67.5	[3.5470085]	[108]	[]	[]	[26351673]	[]
874_11351	chr8	96620887	96621287	+	1000	36.5	[]	[]	[18.466122, 5.000855]	[72, 75]	[]	[96621042, 96621045]
874_11355	chr8	127950132	127950532	+	764	36.5	[]	[]	[3.5038803, 3.0929234, 3.3985085]	[175, 177, 178]	[]	[127950328, 127950330, 127950331]
874_11372	chrUn_GL000219v1	65599	65999	+	1000	36.5	[]	[]	[2.4048977]	[133]	[]	[65769]
874_11376	chrX	149515589	149515989	+	1000	36.5	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 3.326605, 7.914263, 4.7093925, 4.7295384]	[61, 63, 65, 67, 68, 69, 70, 71]	[]	[]	[149515741, 149515743, 149515745, 149515747, 149515748, 149515749, 149515750, 149515751]	[]
874_11378	chr1	1040475	1040875	+	977	36.0	[7.5268283]	[86]	[]	[]	[1040649]	[]
874_11382	chr1	2586944	2587344	+	894	36.0	[]	[]	[8.386819, 2.1950033, 1.7616695]	[117, 119, 121]	[]	[2587152, 2587154, 2587156]
874_11387	chr1	15323365	15323765	+	802	36.0	[3.2114065, 7.196466]	[145, 146]	[]	[]	[15323560, 15323561]	[]
874_11391	chr1	19970019	19970419	+	760	36.0	[]	[]	[1.6285459, 2.9445362]	[148, 188]	[]	[19970175, 19970215]
874_11394	chr1	25997095	25997495	+	961	36.0	[3.2474701]	[169]	[]	[]	[25997266]	[]
874_11404	chr1	36320656	36321056	+	736	36.0	[5.0662155, 2.7054892]	[157, 186]	[5.6361794, 4.781296]	[108, 113]	[36320860, 36320889]	[36320811, 36320816]
874_11407	chr1	39738437	39738837	+	701	36.0	[4.205017]	[163]	[]	[]	[39738680]	[]
874_11410	chr1	51428821	51429221	+	1000	36.0	[7.7436123]	[186]	[]	[]	[51429040]	[]
874_11411	chr1	53327536	53327936	+	904	36.0	[]	[]	[5.0871396, 3.314961]	[112, 119]	[]	[53327732, 53327739]
874_11415	chr1	67907469	67907869	+	809	36.0	[]	[]	[3.1113944]	[152]	[]	[67907709]
874_11430	chr1	145991711	145992111	+	963	36.0	[1.6767458, 2.624457, 2.1186657, 5.45365, 4.007244, 2.1186657]	[113, 151, 163, 169, 171, 175]	[]	[]	[145991866, 145991904, 145991916, 145991922, 145991924, 145991928]	[]
874_11434	chr1	156282535	156282935	+	949	36.0	[3.5494356, 11.50368, 8.334957]	[101, 108, 110]	[]	[]	[156282715, 156282722, 156282724]	[]
874_11446	chr1	182339825	182340225	+	981	36.0	[4.4433575, 11.030978, 1.8128216, 5.9476843]	[95, 118, 121, 123]	[]	[]	[182339976, 182339999, 182340002, 182340004]	[]
874_11449	chr1	204647425	204647825	+	1000	36.0	[1.815446]	[103]	[]	[]	[204647606]	[]
874_11455	chr1	230155984	230156384	+	998	36.0	[]	[]	[10.289779, 2.8608758, 10.576997, 4.1065764]	[120, 139, 144, 145]	[]	[230156160, 230156179, 230156184, 230156185]
874_1146	chr1	224113996	224114396	+	1000	67.0	[6.8037558]	[149]	[]	[]	[224114239]	[]
874_11463	chr10	21094968	21095368	+	864	36.0	[5.879267]	[119]	[]	[]	[21095119]	[]
874_11470	chr10	73366707	73367107	+	962	36.0	[]	[]	[3.6296518]	[142]	[]	[73366923]
874_11472	chr10	91608999	91609399	+	995	36.0	[4.007244, 4.007244, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[113, 115, 117, 119, 121, 123, 125, 127, 129, 131, 133, 135, 137]	[]	[]	[91609199, 91609201, 91609203, 91609205, 91609207, 91609209, 91609211, 91609213, 91609215, 91609217, 91609219, 91609221, 91609223]	[]
874_11477	chr11	10900066	10900466	+	1000	36.0	[]	[]	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284]	[148, 150, 152, 154, 156, 158, 160, 162, 164, 166]	[]	[10900298, 10900300, 10900302, 10900304, 10900306, 10900308, 10900310, 10900312, 10900314, 10900316]
874_11486	chr11	65468806	65469206	+	867	36.0	[1.9312404]	[188]	[]	[]	[65469008]	[]
874_11487	chr11	65651953	65652353	+	901	36.0	[]	[]	[2.6421988]	[175]	[]	[65652201]
874_11489	chr11	66045105	66045505	+	685	36.0	[3.7035742]	[147]	[]	[]	[66045336]	[]
874_11492	chr11	73141634	73142034	+	980	36.0	[2.3329945, 7.630354, 9.128293]	[126, 127, 128]	[]	[]	[73141827, 73141828, 73141829]	[]
874_11493	chr11	74086379	74086779	+	948	36.0	[3.5145001, 7.827096]	[148, 151]	[]	[]	[74086591, 74086594]	[]
874_11495	chr11	76152228	76152628	+	995	36.0	[2.164221]	[201]	[3.483838]	[120]	[76152461]	[76152380]
874_11500	chr12	6607654	6608054	+	1000	36.0	[4.9957285]	[192]	[]	[]	[6607891]	[]
874_11516	chr13	91354732	91355132	+	1000	36.0	[]	[]	[3.5145001, 3.7650185, 6.4443083, 1.7390251, 7.827096]	[209, 214, 216, 218, 223]	[]	[91354942, 91354947, 91354949, 91354951, 91354956]
874_11519	chr13	92381221	92381621	+	856	36.0	[1.7619972]	[123]	[]	[]	[92381427]	[]
874_1152	chr2	157930054	157930454	+	1000	67.0	[]	[]	[4.9482155, 4.073487, 4.1373587, 5.4166203]	[182, 184, 185, 187]	[]	[157930300, 157930302, 157930303, 157930305]
874_11520	chr13	93234181	93234581	+	548	36.0	[6.5462646, 3.3591135]	[108, 112]	[]	[]	[93234346, 93234350]	[]
874_11522	chr13	93263517	93263917	+	831	36.0	[]	[]	[5.92676]	[174]	[]	[93263738]
874_11523	chr13	94548895	94549295	+	975	36.0	[2.6890864]	[240]	[]	[]	[94549139]	[]
874_11550	chr15	90886036	90886436	+	967	36.0	[3.2694054]	[162]	[]	[]	[90886220]	[]
874_11567	chr16	83967778	83968178	+	852	36.0	[]	[]	[3.2950447, 5.3513727]	[135, 139]	[]	[83968006, 83968010]
874_11577	chr17	27569308	27569708	+	841	36.0	[]	[]	[5.9943767, 3.896746]	[132, 135]	[]	[27569497, 27569500]
874_11580	chr17	44911036	44911436	+	1000	36.0	[]	[]	[3.1472118]	[125]	[]	[44911215]
874_11587	chr17	74961571	74961971	+	996	36.0	[2.1951802, 1.6285459]	[157, 162]	[5.2629576, 3.2597814]	[105, 107]	[74961775, 74961780]	[74961723, 74961725]
874_11588	chr17	77616532	77616932	+	907	36.0	[3.3468022]	[109]	[]	[]	[77616721]	[]
874_11589	chr17	79822103	79822503	+	1000	36.0	[]	[]	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 5.959441, 5.959441, 8.132939, 3.326605, 7.3422284, 5.959441, 4.576654, 6.162126]	[74, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100, 102, 104, 106, 108, 110, 112, 113, 114, 118, 120, 124]	[]	[79822271, 79822273, 79822275, 79822277, 79822279, 79822281, 79822283, 79822285, 79822287, 79822289, 79822291, 79822293, 79822295, 79822297, 79822299, 79822301, 79822303, 79822305, 79822307, 79822309, 79822310, 79822311, 79822315, 79822317, 79822321]
874_11591	chr17	81665698	81666098	+	985	36.0	[]	[]	[8.243743, 13.477812, 7.357018, 3.5460136, 6.5462646]	[94, 95, 96, 97, 99]	[]	[81665849, 81665850, 81665851, 81665852, 81665854]
874_11599	chr18	55592354	55592754	+	928	36.0	[7.039009, 2.2169385]	[125, 127]	[]	[]	[55592516, 55592518]	[]
874_11601	chr19	1040655	1041055	+	777	36.0	[]	[]	[4.27288]	[132]	[]	[1040829]
874_11604	chr19	7505643	7506043	+	908	36.0	[2.2845972]	[158]	[]	[]	[7505893]	[]
874_11606	chr19	10870437	10870837	+	987	36.0	[]	[]	[10.764788, 2.2669067]	[115, 117]	[]	[10870639, 10870641]
874_11615	chr19	44891138	44891538	+	1000	36.0	[]	[]	[7.820361]	[116]	[]	[44891351]
874_11622	chr19	54208984	54209384	+	1000	36.0	[]	[]	[4.1498246, 13.549715]	[122, 123]	[]	[54209148, 54209149]
874_11627	chr2	11746698	11747098	+	859	36.0	[]	[]	[2.2845972]	[74]	[]	[11746849]
874_11630	chr2	69934327	69934727	+	1000	36.0	[4.221728]	[184]	[]	[]	[69934537]	[]
874_11633	chr2	74049035	74049435	+	1000	36.0	[]	[]	[1.6259215, 2.8380075, 3.326605, 9.56324]	[104, 106, 107, 108]	[]	[74049196, 74049198, 74049199, 74049200]
874_11651	chr20	45911137	45911537	+	1000	36.0	[2.1343372]	[87]	[]	[]	[45911303]	[]
874_11658	chr22	17628255	17628655	+	934	36.0	[]	[]	[2.5518265]	[137]	[]	[17628470]
874_11683	chr22	20906864	20907264	+	1000	36.0	[]	[]	[6.5339026]	[110]	[]	[20907015]
874_11686	chr22	21890566	21890966	+	986	36.0	[2.910689]	[115]	[]	[]	[21890765]	[]
874_11687	chr22	22089736	22090136	+	928	36.0	[6.5305934]	[211]	[1.8040168]	[170]	[22089951]	[22089910]
874_11696	chr22	22532172	22532572	+	925	36.0	[8.656473, 4.772683]	[125, 126]	[]	[]	[22532341, 22532342]	[]
874_1170	chr7	150960359	150960759	+	1000	67.0	[4.5783963, 2.773301]	[141, 143]	[]	[]	[150960581, 150960583]	[]
874_11702	chr3	12194566	12194966	+	1000	36.0	[]	[]	[2.0184493]	[193]	[]	[12194804]
874_11707	chr3	39022001	39022401	+	992	36.0	[2.2169385]	[91]	[]	[]	[39022163]	[]
874_11719	chr3	172512395	172512795	+	821	36.0	[]	[]	[6.2282557]	[93]	[]	[172512570]
874_11725	chr3	197576248	197576648	+	965	36.0	[]	[]	[4.221728]	[137]	[]	[197576446]
874_11726	chr4	2241788	2242188	+	967	36.0	[3.0734153]	[149]	[]	[]	[2242006]	[]
874_11734	chr5	1105710	1106110	+	1000	36.0	[]	[]	[4.1373587]	[124]	[]	[1105920]
874_11735	chr5	10352060	10352460	+	1000	36.0	[]	[]	[2.8071215]	[228]	[]	[10352305]
874_11742	chr5	43215281	43215681	+	932	36.0	[]	[]	[3.838815]	[124]	[]	[43215480]
874_11744	chr5	79611926	79612326	+	998	36.0	[1.8866181]	[164]	[]	[]	[79612127]	[]
874_11747	chr5	139561280	139561680	+	982	36.0	[]	[]	[2.034451]	[125]	[]	[139561462]
874_11748	chr5	172983725	172984125	+	953	36.0	[]	[]	[4.430667, 2.5546238]	[91, 153]	[]	[172983899, 172983961]
874_11763	chr6	32255381	32255781	+	944	36.0	[]	[]	[5.604515]	[124]	[]	[32255535]
874_11765	chr6	41201652	41202052	+	682	36.0	[5.656222, 7.576065]	[139, 144]	[]	[]	[41201817, 41201822]	[]
874_11766	chr6	41278944	41279344	+	732	36.0	[9.666921]	[181]	[]	[]	[41279193]	[]
874_11767	chr6	42010258	42010658	+	1000	36.0	[]	[]	[15.723214, 6.820332, 9.849472]	[77, 78, 82]	[]	[42010411, 42010412, 42010416]
874_11776	chr6	144087663	144088063	+	991	36.0	[8.25141]	[106]	[]	[]	[144087856]	[]
874_11782	chr7	74417272	74417672	+	1000	36.0	[6.5857635, 2.8071637]	[148, 173]	[3.0402222, 7.830048]	[102, 133]	[74417498, 74417523]	[74417452, 74417483]
874_11790	chr7	107685610	107686010	+	748	36.0	[]	[]	[3.0057986, 3.346751, 4.1373587, 2.1186657, 2.5208895]	[154, 157, 158, 163, 165]	[]	[107685847, 107685850, 107685851, 107685856, 107685858]
874_11791	chr7	107836316	107836716	+	1000	36.0	[]	[]	[3.649694, 2.8264747, 2.4813392]	[189, 192, 194]	[]	[107836531, 107836534, 107836536]
874_11793	chr7	116417694	116418094	+	663	36.0	[7.3422284, 2.5208895, 2.1186657, 7.3422284, 7.3422284]	[55, 65, 67, 73, 75]	[]	[]	[116417848, 116417858, 116417860, 116417866, 116417868]	[]
874_11798	chr7	129824749	129825149	+	894	36.0	[3.5494356]	[132]	[6.3857126]	[75]	[129824976]	[129824919]
874_11801	chr7	150307106	150307506	+	1000	36.0	[4.91733, 5.0641456, 3.5653245, 5.2119784]	[161, 162, 164, 165]	[]	[]	[150307332, 150307333, 150307335, 150307336]	[]
874_11805	chr8	11564655	11565055	+	797	36.0	[]	[]	[2.5737617]	[66]	[]	[11564808]
874_11807	chr8	38092061	38092461	+	957	36.0	[]	[]	[2.9762006]	[74]	[]	[38092220]
874_11814	chr8	101080702	101081102	+	996	36.0	[2.3848555, 3.1149008]	[94, 180]	[]	[]	[101080866, 101080952]	[]
874_11817	chr8	124605012	124605412	+	954	36.0	[2.8608758]	[65]	[]	[]	[124605166]	[]
874_11819	chr8	130671969	130672369	+	1000	36.0	[]	[]	[4.410849]	[82]	[]	[130672137]
874_11829	chr9	128249134	128249534	+	993	36.0	[]	[]	[3.0127492]	[168]	[]	[128249369]
874_11839	chr1	1003495	1003895	+	919	35.5	[]	[]	[9.351338, 6.161459, 8.158517, 2.9751894, 20.199314, 6.8396425, 5.3188643, 7.335083]	[187, 190, 192, 193, 197, 198, 200, 202]	[]	[1003722, 1003725, 1003727, 1003728, 1003732, 1003733, 1003735, 1003737]
874_11840	chr1	1061646	1062046	+	567	35.5	[5.4368134, 3.0728812]	[81, 82]	[]	[]	[1061821, 1061822]	[]
874_11848	chr1	20494038	20494438	+	970	35.5	[]	[]	[2.1308308]	[162]	[]	[20494260]
874_11850	chr1	21675819	21676219	+	963	35.5	[]	[]	[4.1575046, 2.5991845, 7.914263, 3.326605, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 4.007244, 4.007244, 2.1186657, 4.0708623, 4.576654, 9.937304, 17.978302, 8.419172, 8.991206, 14.047953, 6.8177075, 1.7390251]	[104, 105, 106, 107, 108, 110, 112, 114, 116, 118, 120, 122, 138, 140, 142, 144, 146, 148, 150, 151, 152, 153]	[]	[21676020, 21676021, 21676022, 21676023, 21676024, 21676026, 21676028, 21676030, 21676032, 21676034, 21676036, 21676038, 21676054, 21676056, 21676058, 21676060, 21676062, 21676064, 21676066, 21676067, 21676068, 21676069]
874_11851	chr1	21924723	21925123	+	686	35.5	[]	[]	[6.4283156]	[168]	[]	[21924971]
874_11856	chr1	38815455	38815855	+	916	35.5	[6.6685624, 2.3848555, 2.2487798, 3.4109745, 4.3057456]	[150, 152, 156, 159, 161]	[2.2845972]	[127]	[38815676, 38815678, 38815682, 38815685, 38815687]	[38815653]
874_11870	chr1	111212986	111213386	+	808	35.5	[]	[]	[3.039491, 2.406791, 7.611043]	[236, 237, 238]	[]	[111213230, 111213231, 111213232]
874_11874	chr1	123118416	123118816	+	990	35.5	[]	[]	[2.772698, 4.8420653]	[79, 81]	[]	[123118587, 123118589]
874_11877	chr1	146409842	146410242	+	901	35.5	[]	[]	[2.6193304, 8.113328, 4.5721326]	[156, 157, 159]	[]	[146410027, 146410028, 146410030]
874_11885	chr1	160375361	160375761	+	877	35.5	[4.007244, 4.007244]	[83, 85]	[]	[]	[160375514, 160375516]	[]
874_11887	chr1	161045114	161045514	+	993	35.5	[]	[]	[3.0402222]	[126]	[]	[161045310]
874_11888	chr1	161306081	161306481	+	989	35.5	[1.8486391]	[100]	[1.6574349]	[145]	[161306246]	[161306291]
874_11890	chr1	167826320	167826720	+	926	35.5	[6.8326006, 2.4690702, 11.827952]	[146, 149, 151]	[]	[]	[167826556, 167826559, 167826561]	[]
874_11892	chr1	184805988	184806388	+	997	35.5	[2.3407032, 3.4109745, 4.9283504]	[147, 158, 161]	[3.7043526]	[131]	[184806189, 184806200, 184806203]	[184806173]
874_11908	chr10	40945965	40946365	+	826	35.5	[]	[]	[6.107682, 6.730644]	[138, 140]	[]	[40946178, 40946180]
874_11912	chr10	46525387	46525787	+	969	35.5	[2.8265781, 8.39913, 13.674554, 10.201601, 14.422017, 9.738668, 9.257396, 8.725016, 3.326605, 1.7610642, 5.938517, 3.6172893, 1.8137037, 6.4036846, 3.8439806, 7.3025746, 2.9251742, 1.7302203, 4.591547, 3.5145001, 9.738668, 8.665319, 7.3025746, 9.2970495, 1.9438179]	[94, 124, 126, 128, 130, 132, 133, 136, 137, 138, 145, 147, 151, 153, 154, 156, 157, 161, 166, 172, 174, 175, 177, 178, 179]	[]	[]	[46525539, 46525569, 46525571, 46525573, 46525575, 46525577, 46525578, 46525581, 46525582, 46525583, 46525590, 46525592, 46525596, 46525598, 46525599, 46525601, 46525602, 46525606, 46525611, 46525617, 46525619, 46525620, 46525622, 46525623, 46525624]	[]
874_11919	chr10	92848751	92849151	+	935	35.5	[]	[]	[2.5209315, 1.7125633]	[201, 205]	[]	[92848989, 92848993]
874_11946	chr11	66328280	66328680	+	837	35.5	[4.5079603]	[141]	[]	[]	[66328520]	[]
874_11951	chr11	94567182	94567582	+	979	35.5	[2.0163882]	[64]	[3.0444226, 4.086534]	[104, 110]	[94567342]	[94567382, 94567388]
874_11954	chr12	50763644	50764044	+	674	35.5	[]	[]	[5.572007]	[81]	[]	[50763822]
874_11961	chr12	102438119	102438519	+	876	35.5	[]	[]	[4.6620345]	[121]	[]	[102438288]
874_11968	chr12	132421745	132422145	+	974	35.5	[5.4884596]	[220]	[]	[]	[132421981]	[]
874_1198	chr6	15019196	15019596	+	1000	66.5	[]	[]	[3.0596368, 5.540292, 2.2625582, 3.6180677, 2.1976278]	[122, 124, 127, 130, 134]	[]	[15019389, 15019391, 15019394, 15019397, 15019401]
874_11980	chr13	107856755	107857155	+	980	35.5	[1.729274, 6.9547944]	[109, 144]	[]	[]	[107856959, 107856994]	[]
874_11989	chr15	45048775	45049175	+	987	35.5	[9.923372]	[155]	[]	[]	[45049002]	[]
874_12003	chr16	48610164	48610564	+	830	35.5	[]	[]	[2.6270814]	[109]	[]	[48610335]
874_12028	chr17	78314226	78314626	+	715	35.5	[3.5171247]	[165]	[7.4088793]	[209]	[78314433]	[78314477]
874_12043	chr19	1854273	1854673	+	940	35.5	[]	[]	[3.7192457]	[104]	[]	[1854472]
874_12047	chr19	6108767	6109167	+	972	35.5	[]	[]	[6.025684, 2.1186657, 4.007244, 2.1186657, 4.007244, 7.3422284]	[185, 189, 193, 195, 197, 199]	[]	[6109002, 6109006, 6109010, 6109012, 6109014, 6109016]
874_1206	chr9	130911239	130911639	+	1000	66.5	[]	[]	[4.200649]	[153]	[]	[130911411]
874_1209	chr1	21631965	21632365	+	1000	66.0	[]	[]	[3.3591135]	[172]	[]	[21632205]
874_12091	chr2	102439225	102439625	+	992	35.5	[]	[]	[5.3705235]	[73]	[]	[102439389]
874_12092	chr2	111579483	111579883	+	944	35.5	[]	[]	[3.7799118]	[156]	[]	[111579729]
874_12097	chr2	170246391	170246791	+	879	35.5	[7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 7.3422284, 3.3434417, 2.624457, 4.1892195]	[53, 55, 57, 59, 61, 63, 65, 67, 70]	[]	[]	[170246543, 170246545, 170246547, 170246549, 170246551, 170246553, 170246555, 170246557, 170246560]	[]
874_12103	chr2	201116280	201116680	+	893	35.5	[4.8454685]	[184]	[]	[]	[201116529]	[]
