#PeakID(python identify_motif.py ./ENCODE_processed_files/MAFK_idr.fa MAFK --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
420_10810	chr9	130842463	130842863	+	1000	81.0	[7.2262077]	[187]	[7.2262077]	[189]	[130842653]	[130842655]
420_10812	chrX	18579473	18579873	+	1000	81.0	[11.476549]	[128]	[11.476549]	[121]	[18579698]	[18579691]
420_1082	chr12	81164817	81165217	+	1000	294.0	[7.2262077]	[112]	[8.216044]	[105]	[81165027]	[81165020]
420_10823	chr1	100584699	100585099	+	1000	80.0	[7.2262077]	[87]	[]	[]	[100584883]	[]
420_10824	chr1	109186290	109186690	+	1000	80.0	[7.312882]	[91]	[5.659805]	[64]	[109186469]	[109186442]
420_10827	chr1	158638901	158639301	+	1000	80.0	[11.476549, 11.476549]	[114, 135]	[]	[]	[158639104, 158639125]	[]
420_1083	chr16	88333359	88333759	+	1000	294.0	[]	[]	[11.476549]	[93]	[]	[88333552]
420_10841	chr10	53161223	53161623	+	1000	80.0	[5.659805]	[113]	[]	[]	[53161430]	[]
420_10842	chr10	72712746	72713146	+	1000	80.0	[]	[]	[11.476549]	[89]	[]	[72712935]
420_10844	chr11	10568598	10568998	+	1000	80.0	[]	[]	[11.476549]	[111]	[]	[10568792]
420_10846	chr11	16280226	16280626	+	1000	80.0	[8.216044]	[148]	[]	[]	[16280459]	[]
420_10847	chr11	57461035	57461435	+	1000	80.0	[11.476549, 11.476549]	[102, 127]	[]	[]	[57461237, 57461262]	[]
420_1085	chr21	32131936	32132336	+	1000	294.0	[5.659805, 5.659805]	[104, 110]	[5.659805, 11.476549, 7.2262077]	[55, 89, 132]	[32132139, 32132145]	[32132090, 32132124, 32132167]
420_10851	chr11	124396858	124397258	+	1000	80.0	[]	[]	[7.2262077]	[95]	[]	[124397050]
420_10854	chr12	33752848	33753248	+	1000	80.0	[7.2262077, 11.476549]	[132, 164]	[5.659805]	[99]	[33753051, 33753083]	[33753018]
420_10855	chr12	70756155	70756555	+	1000	80.0	[]	[]	[11.476549]	[113]	[]	[70756360]
420_10856	chr12	83250871	83251271	+	1000	80.0	[11.476549]	[97]	[8.216044]	[118]	[83251064]	[83251085]
420_10857	chr12	101414546	101414946	+	1000	80.0	[]	[]	[7.2262077]	[153]	[]	[101414786]
420_10865	chr13	91350436	91350836	+	1000	80.0	[]	[]	[7.312882]	[99]	[]	[91350623]
420_10872	chr14	96845177	96845577	+	1000	80.0	[]	[]	[11.476549]	[85]	[]	[96845361]
420_10873	chr15	30954044	30954444	+	1000	80.0	[]	[]	[7.312882, 11.476549]	[103, 142]	[]	[30954199, 30954238]
420_10876	chr15	78776316	78776716	+	1000	80.0	[8.216044, 7.2262077]	[93, 164]	[7.2262077, 11.476549, 7.2262077]	[129, 157, 166]	[78776472, 78776543]	[78776508, 78776536, 78776545]
420_10881	chr16	80040428	80040828	+	1000	80.0	[]	[]	[8.216044]	[98]	[]	[80040626]
420_10882	chr17	7581060	7581460	+	1000	80.0	[]	[]	[11.476549]	[99]	[]	[7581252]
420_10883	chr17	19976832	19977232	+	1000	80.0	[8.216044]	[127]	[]	[]	[19977053]	[]
420_1089	chr5	124806792	124807192	+	1000	294.0	[11.476549]	[110]	[]	[]	[124807002]	[]
420_10893	chr18	4858380	4858780	+	1000	80.0	[11.476549]	[112]	[]	[]	[4858585]	[]
420_10896	chr18	35162992	35163392	+	1000	80.0	[11.476549]	[109]	[8.216044]	[125]	[35163190]	[35163206]
420_1090	chr6	126820620	126821020	+	1000	294.0	[11.476549]	[100]	[7.312882]	[93]	[126820817]	[126820810]
420_10901	chr2	12965408	12965808	+	1000	80.0	[8.216044]	[131]	[]	[]	[12965629]	[]
420_10903	chr2	24111528	24111928	+	1000	80.0	[7.2262077]	[120]	[]	[]	[24111730]	[]
420_10904	chr2	30889002	30889402	+	1000	80.0	[11.476549]	[111]	[11.476549]	[122]	[30889210]	[30889221]
420_10908	chr2	102346702	102347102	+	1000	80.0	[11.476549, 8.216044]	[95, 127]	[]	[]	[102346895, 102346927]	[]
420_1091	chr7	76373229	76373629	+	1000	294.0	[]	[]	[11.476549, 5.659805]	[96, 136]	[]	[76373421, 76373461]
420_10912	chr2	235347625	235348025	+	1000	80.0	[11.476549]	[145]	[8.216044]	[103]	[235347864]	[235347822]
420_10913	chr2	237965065	237965465	+	1000	80.0	[]	[]	[5.659805, 7.2262077]	[148, 156]	[]	[237965291, 237965299]
420_10915	chr20	53287617	53288017	+	619	80.0	[7.2262077]	[172]	[]	[]	[53287850]	[]
420_10917	chr20	58372242	58372642	+	1000	80.0	[]	[]	[11.476549]	[97]	[]	[58372434]
420_10918	chr21	24850124	24850524	+	1000	80.0	[]	[]	[11.476549]	[99]	[]	[24850315]
420_10925	chr3	18234183	18234583	+	1000	80.0	[]	[]	[11.476549]	[104]	[]	[18234387]
420_10934	chr3	196093466	196093866	+	1000	80.0	[11.476549]	[117]	[]	[]	[196093671]	[]
420_10935	chr3	198079840	198080240	+	1000	80.0	[7.312882]	[137]	[]	[]	[198080071]	[]
420_10937	chr4	26425965	26426365	+	1000	80.0	[11.476549]	[99]	[]	[]	[26426159]	[]
420_10938	chr4	61561025	61561425	+	1000	80.0	[]	[]	[7.312882]	[108]	[]	[61561219]
420_10946	chr5	63957596	63957996	+	1000	80.0	[11.476549]	[133]	[]	[]	[63957818]	[]
420_10947	chr5	68419615	68420015	+	1000	80.0	[5.659805]	[90]	[7.2262077]	[83]	[68419801]	[68419794]
420_10948	chr5	88370826	88371226	+	1000	80.0	[11.476549, 8.216044]	[112, 157]	[]	[]	[88371027, 88371072]	[]
420_10953	chr5	125049752	125050152	+	1000	80.0	[]	[]	[11.476549]	[97]	[]	[125049941]
420_10955	chr5	144947007	144947407	+	1000	80.0	[]	[]	[11.476549]	[115]	[]	[144947217]
420_10956	chr5	148532962	148533362	+	1000	80.0	[11.476549]	[110]	[]	[]	[148533163]	[]
420_10957	chr5	151770995	151771395	+	1000	80.0	[]	[]	[11.476549]	[134]	[]	[151771201]
420_10960	chr6	11834126	11834526	+	1000	80.0	[7.312882]	[132]	[]	[]	[11834345]	[]
420_10962	chr6	15550726	15551126	+	1000	80.0	[]	[]	[11.476549]	[105]	[]	[15550929]
420_10964	chr6	26246047	26246447	+	1000	80.0	[7.312882]	[117]	[7.312882]	[110]	[26246257]	[26246250]
420_10967	chr6	28080708	28081108	+	1000	80.0	[5.659805]	[147]	[]	[]	[28080954]	[]
420_10970	chr6	43096636	43097036	+	1000	80.0	[]	[]	[11.476549]	[114]	[]	[43096841]
420_10977	chr6	139297931	139298331	+	1000	80.0	[11.476549]	[111]	[]	[]	[139298133]	[]
420_10984	chr7	50359922	50360322	+	1000	80.0	[]	[]	[11.476549]	[84]	[]	[50360101]
420_10990	chr7	122362464	122362864	+	1000	80.0	[]	[]	[11.476549]	[105]	[]	[122362668]
420_10994	chr7	142879038	142879438	+	1000	80.0	[]	[]	[11.476549]	[135]	[]	[142879256]
420_110	chr4	185730356	185730756	+	1000	546.0	[11.476549, 11.476549]	[61, 102]	[8.216044, 11.476549]	[95, 115]	[185730515, 185730556]	[185730549, 185730569]
420_11002	chr8	128127785	128128185	+	1000	80.0	[5.659805]	[140]	[7.312882]	[105]	[128128011]	[128127976]
420_11003	chr9	33260350	33260750	+	1000	80.0	[8.216044]	[124]	[11.476549]	[140]	[33260568]	[33260584]
420_11015	chrX	108036372	108036772	+	1000	80.0	[7.312882, 11.476549]	[93, 111]	[7.2262077]	[119]	[108036554, 108036572]	[108036580]
420_11022	chr1	39205171	39205571	+	1000	79.0	[]	[]	[8.216044, 11.476549]	[114, 152]	[]	[39205382, 39205420]
420_11023	chr1	41109572	41109972	+	1000	79.0	[11.476549, 5.659805, 11.476549]	[90, 112, 140]	[]	[]	[41109744, 41109766, 41109794]	[]
420_11024	chr1	57186450	57186850	+	1000	79.0	[11.476549]	[106]	[]	[]	[57186656]	[]
420_11029	chr1	151399292	151399692	+	1000	79.0	[7.2262077, 8.216044]	[74, 86]	[]	[]	[151399461, 151399473]	[]
420_11036	chr1	212514066	212514466	+	1000	79.0	[]	[]	[7.2262077]	[120]	[]	[212514275]
420_1104	chr10	69215769	69216169	+	1000	292.0	[]	[]	[11.476549]	[103]	[]	[69215969]
420_1105	chr15	39127822	39128222	+	1000	292.0	[11.476549]	[104]	[]	[]	[39128023]	[]
420_11050	chr10	66292496	66292896	+	1000	79.0	[11.476549]	[96]	[]	[]	[66292688]	[]
420_11053	chr10	86311897	86312297	+	1000	79.0	[7.2262077]	[132]	[5.659805, 11.476549]	[69, 97]	[86312123]	[86312060, 86312088]
420_11056	chr10	111080203	111080603	+	1000	79.0	[]	[]	[11.476549]	[88]	[]	[111080390]
420_11057	chr10	124688835	124689235	+	1000	79.0	[]	[]	[7.2262077, 11.476549]	[126, 163]	[]	[124689047, 124689084]
420_1106	chr16	47081116	47081516	+	1000	292.0	[11.476549]	[103]	[7.312882]	[96]	[47081313]	[47081306]
420_11060	chr11	13334391	13334791	+	1000	79.0	[]	[]	[7.312882]	[101]	[]	[13334583]
420_11061	chr11	17136279	17136679	+	1000	79.0	[11.476549]	[116]	[]	[]	[17136483]	[]
420_11063	chr11	65988913	65989313	+	1000	79.0	[]	[]	[11.476549, 7.312882]	[91, 112]	[]	[65989098, 65989119]
420_11065	chr11	95256352	95256752	+	1000	79.0	[]	[]	[11.476549]	[94]	[]	[95256546]
420_11068	chr12	26097495	26097895	+	1000	79.0	[7.2262077]	[160]	[11.476549]	[116]	[26097740]	[26097696]
420_11069	chr12	39441807	39442207	+	1000	79.0	[]	[]	[8.216044]	[109]	[]	[39441998]
420_1107	chr19	6674845	6675245	+	1000	292.0	[]	[]	[11.476549]	[106]	[]	[6675048]
420_11073	chr12	121629731	121630131	+	1000	79.0	[11.476549]	[108]	[]	[]	[121629934]	[]
420_11079	chr14	31069348	31069748	+	1000	79.0	[]	[]	[7.312882, 11.476549, 11.476549]	[68, 99, 123]	[]	[31069504, 31069535, 31069559]
420_11088	chr16	17691611	17692011	+	1000	79.0	[]	[]	[8.216044, 11.476549]	[105, 131]	[]	[17691812, 17691838]
420_1109	chr4	127131511	127131911	+	1000	292.0	[]	[]	[11.476549]	[117]	[]	[127131723]
420_11091	chr17	33905334	33905734	+	1000	79.0	[]	[]	[11.476549]	[68]	[]	[33905502]
420_11092	chr17	41998489	41998889	+	1000	79.0	[7.312882, 7.312882]	[83, 137]	[11.476549]	[105]	[41998671, 41998725]	[41998693]
420_11095	chr17	57406472	57406872	+	1000	79.0	[]	[]	[7.312882, 7.2262077]	[78, 146]	[]	[57406644, 57406712]
420_111	chr10	17633345	17633745	+	1000	543.0	[7.2262077, 11.476549]	[84, 96]	[11.476549]	[89]	[17633528, 17633540]	[17633533]
420_1110	chr8	49418911	49419311	+	1000	292.0	[11.476549]	[109]	[8.216044]	[102]	[49419115]	[49419108]
420_11103	chr2	20050132	20050532	+	1000	79.0	[]	[]	[7.312882]	[80]	[]	[20050295]
420_11104	chr2	24818915	24819315	+	1000	79.0	[11.476549]	[100]	[]	[]	[24819112]	[]
420_11119	chr22	19208252	19208652	+	1000	79.0	[7.312882]	[124]	[]	[]	[19208474]	[]
420_11126	chr22	38705055	38705455	+	1000	79.0	[11.476549]	[86]	[]	[]	[38705233]	[]
420_1113	chr12	26691501	26691901	+	1000	291.0	[5.659805, 8.216044]	[82, 122]	[11.476549]	[104]	[26691678, 26691718]	[26691700]
420_11134	chr3	143171711	143172111	+	1000	79.0	[7.312882]	[114]	[]	[]	[143171922]	[]
420_1114	chr12	108643311	108643711	+	1000	291.0	[11.476549]	[105]	[7.2262077, 8.216044, 11.476549]	[62, 65, 97]	[108643515]	[108643472, 108643475, 108643507]
420_11140	chr3	194019744	194020144	+	1000	79.0	[]	[]	[7.2262077]	[94]	[]	[194019935]
420_11141	chr3	195141204	195141604	+	1000	79.0	[8.216044]	[164]	[]	[]	[195141450]	[]
420_11143	chr3	196338396	196338796	+	1000	79.0	[]	[]	[8.216044]	[111]	[]	[196338593]
420_11145	chr4	68929096	68929496	+	1000	79.0	[7.312882, 8.216044]	[79, 95]	[]	[]	[68929274, 68929290]	[]
420_11146	chr4	81632136	81632536	+	1000	79.0	[11.476549]	[113]	[]	[]	[81632343]	[]
420_11152	chr5	923470	923870	+	1000	79.0	[7.2262077]	[144]	[11.476549]	[125]	[923693]	[923674]
420_11154	chr5	36648484	36648884	+	1000	79.0	[8.216044]	[107]	[]	[]	[36648679]	[]
420_11158	chr5	119398706	119399106	+	1000	79.0	[11.476549]	[114]	[]	[]	[119398912]	[]
420_11160	chr5	132059099	132059499	+	1000	79.0	[11.476549]	[114]	[7.312882]	[73]	[132059313]	[132059272]
420_11162	chr6	338107	338507	+	1000	79.0	[7.2262077]	[91]	[7.2262077]	[66]	[338284]	[338259]
420_11166	chr6	23306550	23306950	+	1000	79.0	[8.216044]	[102]	[]	[]	[23306750]	[]
420_11169	chr6	32785821	32786221	+	1000	79.0	[]	[]	[11.476549]	[93]	[]	[32785993]
420_1117	chr2	66481185	66481585	+	1000	291.0	[11.476549]	[133]	[]	[]	[66481417]	[]
420_11173	chr6	44966756	44967156	+	1000	79.0	[]	[]	[7.312882]	[141]	[]	[44966982]
420_11174	chr6	49556455	49556855	+	1000	79.0	[5.659805]	[78]	[5.659805, 8.216044]	[61, 89]	[49556629]	[49556612, 49556640]
420_11175	chr6	49937011	49937411	+	1000	79.0	[11.476549]	[114]	[]	[]	[49937219]	[]
420_11179	chr6	135497552	135497952	+	1000	79.0	[]	[]	[11.476549]	[116]	[]	[135497766]
420_11186	chr7	11109662	11110062	+	1000	79.0	[7.312882]	[100]	[]	[]	[11109858]	[]
420_11196	chr7	125169100	125169500	+	1000	79.0	[]	[]	[11.476549]	[98]	[]	[125169291]
420_11200	chr7	150983893	150984293	+	1000	79.0	[11.476549]	[117]	[11.476549]	[93]	[150984110]	[150984086]
420_11203	chr8	8376243	8376643	+	1000	79.0	[11.476549]	[119]	[]	[]	[8376458]	[]
420_11206	chr8	20341062	20341462	+	1000	79.0	[7.2262077]	[104]	[11.476549]	[97]	[20341259]	[20341252]
420_11209	chr8	64574987	64575387	+	1000	79.0	[11.476549]	[107]	[]	[]	[64575189]	[]
420_1121	chr8	124849038	124849438	+	1000	291.0	[11.476549]	[105]	[7.2262077]	[97]	[124849236]	[124849228]
420_11214	chr9	95852594	95852994	+	1000	79.0	[7.312882]	[103]	[]	[]	[95852780]	[]
420_11222	chr1	1375149	1375549	+	1000	78.0	[7.2262077]	[197]	[]	[]	[1375374]	[]
420_11226	chr1	16612447	16612847	+	1000	78.0	[7.312882]	[89]	[]	[]	[16612610]	[]
420_11228	chr1	27418730	27419130	+	1000	78.0	[11.476549, 7.2262077]	[89, 114]	[11.476549, 7.2262077]	[106, 147]	[27418916, 27418941]	[27418933, 27418974]
420_1123	chr9	127348304	127348704	+	1000	291.0	[11.476549]	[100]	[11.476549, 8.216044]	[93, 153]	[127348502]	[127348495, 127348555]
420_11233	chr1	55443598	55443998	+	1000	78.0	[5.659805]	[103]	[]	[]	[55443793]	[]
420_11237	chr1	92315973	92316373	+	1000	78.0	[]	[]	[11.476549]	[117]	[]	[92316175]
420_11238	chr1	110963078	110963478	+	1000	78.0	[]	[]	[11.476549]	[90]	[]	[110963262]
420_11239	chr1	119967992	119968392	+	1000	78.0	[]	[]	[11.476549]	[106]	[]	[119968197]
420_11241	chr1	155934476	155934876	+	1000	78.0	[]	[]	[7.2262077]	[71]	[]	[155934630]
420_11242	chr1	204089426	204089826	+	1000	78.0	[]	[]	[11.476549]	[105]	[]	[204089623]
420_11246	chr1	213687794	213688194	+	1000	78.0	[]	[]	[11.476549, 8.216044]	[84, 112]	[]	[213687974, 213688002]
420_11247	chr1	220267654	220268054	+	919	78.0	[]	[]	[11.476549]	[79]	[]	[220267828]
420_11270	chr11	96279578	96279978	+	1000	78.0	[]	[]	[7.2262077]	[122]	[]	[96279787]
420_11273	chr11	110735795	110736195	+	1000	78.0	[]	[]	[7.2262077]	[100]	[]	[110735985]
420_11276	chr11	130003420	130003820	+	1000	78.0	[7.2262077]	[99]	[]	[]	[130003618]	[]
420_11280	chr12	120720581	120720981	+	1000	78.0	[7.2262077]	[122]	[]	[]	[120720797]	[]
420_11286	chr14	22598856	22599256	+	1000	78.0	[7.2262077]	[105]	[]	[]	[22599057]	[]
420_11287	chr14	68042563	68042963	+	1000	78.0	[11.476549, 7.312882]	[110, 146]	[]	[]	[68042767, 68042803]	[]
420_11289	chr14	73725763	73726163	+	1000	78.0	[11.476549]	[120]	[]	[]	[73725955]	[]
420_11292	chr15	48781446	48781846	+	1000	78.0	[]	[]	[11.476549]	[108]	[]	[48781642]
420_11295	chr15	96003427	96003827	+	1000	78.0	[]	[]	[7.312882]	[144]	[]	[96003650]
420_11296	chr16	1042954	1043354	+	1000	78.0	[11.476549]	[90]	[11.476549, 5.659805]	[115, 149]	[1043144]	[1043169, 1043203]
420_11299	chr16	30539578	30539978	+	1000	78.0	[]	[]	[11.476549]	[112]	[]	[30539786]
420_11309	chr18	41227990	41228390	+	1000	78.0	[8.216044]	[114]	[11.476549]	[107]	[41228201]	[41228194]
420_1131	chr3	157412315	157412715	+	1000	290.0	[11.476549]	[110]	[]	[]	[157412523]	[]
420_11312	chr2	9112059	9112459	+	1000	78.0	[7.2262077]	[96]	[7.2262077]	[98]	[9112244]	[9112246]
420_11315	chr2	115389899	115390299	+	1000	78.0	[7.2262077]	[102]	[]	[]	[115390098]	[]
420_11316	chr2	134683471	134683871	+	1000	78.0	[]	[]	[11.476549, 11.476549]	[73, 89]	[]	[134683625, 134683641]
420_11321	chr2	224268394	224268794	+	1000	78.0	[11.476549]	[59]	[7.2262077]	[102]	[224268545]	[224268588]
420_11326	chr21	33542656	33543056	+	1000	78.0	[11.476549]	[140]	[]	[]	[33542882]	[]
420_11327	chr21	45130207	45130607	+	1000	78.0	[]	[]	[11.476549, 8.216044]	[78, 127]	[]	[45130385, 45130434]
420_11328	chr22	21774795	21775195	+	1000	78.0	[7.312882]	[157]	[]	[]	[21775034]	[]
420_11331	chr22	29031310	29031710	+	1000	78.0	[]	[]	[7.2262077]	[136]	[]	[29031546]
420_11332	chr22	30881462	30881862	+	1000	78.0	[11.476549]	[129]	[]	[]	[30881679]	[]
420_11335	chr3	9398724	9399124	+	1000	78.0	[7.2262077]	[107]	[]	[]	[9398908]	[]
420_11336	chr3	12253954	12254354	+	1000	78.0	[7.312882, 11.476549]	[110, 132]	[7.312882]	[103]	[12254154, 12254176]	[12254147]
420_11337	chr3	24857940	24858340	+	1000	78.0	[]	[]	[11.476549]	[97]	[]	[24858137]
420_1134	chr5	56817590	56817990	+	1000	290.0	[11.476549]	[103]	[]	[]	[56817787]	[]
420_11340	chr3	53102641	53103041	+	1000	78.0	[]	[]	[5.659805]	[92]	[]	[53102820]
420_11343	chr3	94064216	94064616	+	1000	78.0	[11.476549]	[98]	[7.2262077]	[122]	[94064411]	[94064435]
420_11347	chr4	14872157	14872557	+	1000	78.0	[11.476549]	[133]	[]	[]	[14872375]	[]
420_11348	chr4	41196922	41197322	+	1000	78.0	[11.476549]	[126]	[]	[]	[41197135]	[]
420_11354	chr4	180827564	180827964	+	1000	78.0	[11.476549]	[109]	[]	[]	[180827755]	[]
420_11356	chr5	4345850	4346250	+	1000	78.0	[]	[]	[11.476549]	[98]	[]	[4346046]
420_11358	chr5	24641993	24642393	+	1000	78.0	[11.476549, 8.216044]	[87, 93]	[11.476549]	[80]	[24642180, 24642186]	[24642173]
420_1136	chr1	206772455	206772855	+	1000	289.0	[7.312882]	[103]	[]	[]	[206772656]	[]
420_11361	chr5	139681474	139681874	+	1000	78.0	[5.659805]	[132]	[]	[]	[139681701]	[]
420_11363	chr5	148808847	148809247	+	1000	78.0	[11.476549]	[112]	[]	[]	[148809058]	[]
420_11366	chr5	179766266	179766666	+	1000	78.0	[]	[]	[11.476549]	[111]	[]	[179766476]
420_11369	chr6	15276050	15276450	+	1000	78.0	[7.2262077]	[113]	[7.2262077]	[115]	[15276251]	[15276253]
420_1137	chr10	5078802	5079202	+	1000	289.0	[]	[]	[11.476549]	[109]	[]	[5079006]
420_11372	chr6	27809840	27810240	+	1000	78.0	[7.2262077]	[82]	[]	[]	[27810001]	[]
420_11375	chr6	31727469	31727869	+	1000	78.0	[11.476549, 11.476549]	[66, 115]	[]	[]	[31727628, 31727677]	[]
420_1138	chr16	20626927	20627327	+	1000	289.0	[7.312882, 5.659805]	[102, 151]	[5.659805]	[65]	[20627126, 20627175]	[20627089]
420_11382	chr6	125307408	125307808	+	1000	78.0	[8.216044]	[107]	[8.216044]	[100]	[125307609]	[125307602]
420_11384	chr6	138235713	138236113	+	1000	78.0	[7.312882]	[92]	[7.2262077, 7.312882, 7.312882]	[85, 98, 122]	[138235905]	[138235898, 138235911, 138235935]
420_11386	chr7	16244459	16244859	+	1000	78.0	[5.659805]	[83]	[8.216044]	[128]	[16244619]	[16244664]
420_1139	chr16	58495040	58495440	+	1000	289.0	[11.476549]	[99]	[]	[]	[58495238]	[]
420_11391	chr7	115694423	115694823	+	1000	78.0	[]	[]	[11.476549]	[104]	[]	[115694615]
420_11392	chr7	118737927	118738327	+	1000	78.0	[]	[]	[11.476549]	[100]	[]	[118738125]
420_11398	chr7	146119039	146119439	+	1000	78.0	[]	[]	[8.216044]	[109]	[]	[146119247]
420_11399	chr7	151039187	151039587	+	1000	78.0	[]	[]	[7.2262077]	[163]	[]	[151039406]
420_114	chr16	113449	113849	+	1000	541.0	[]	[]	[11.476549]	[105]	[]	[113652]
420_1140	chr3	4814295	4814695	+	1000	289.0	[]	[]	[11.476549, 11.476549]	[83, 104]	[]	[4814477, 4814498]
420_11402	chr8	24951190	24951590	+	1000	78.0	[]	[]	[7.2262077]	[104]	[]	[24951382]
420_11403	chr8	60682797	60683197	+	1000	78.0	[11.476549]	[119]	[]	[]	[60683014]	[]
420_11404	chr8	61767067	61767467	+	1000	78.0	[]	[]	[7.2262077]	[77]	[]	[61767222]
420_11405	chr8	79981427	79981827	+	1000	78.0	[]	[]	[11.476549]	[105]	[]	[79981627]
420_11407	chr9	87909626	87910026	+	1000	78.0	[11.476549]	[122]	[]	[]	[87909839]	[]
420_1141	chr3	85162873	85163273	+	1000	289.0	[8.216044]	[104]	[11.476549]	[97]	[85163073]	[85163066]
420_11414	chr1	19407622	19408022	+	1000	77.0	[7.2262077]	[73]	[]	[]	[19407788]	[]
420_1142	chr5	10689320	10689720	+	1000	289.0	[]	[]	[11.476549, 11.476549]	[89, 109]	[]	[10689508, 10689528]
420_11420	chr1	39392033	39392433	+	1000	77.0	[]	[]	[5.659805, 11.476549]	[66, 77]	[]	[39392193, 39392204]
420_11430	chr1	173429864	173430264	+	1000	77.0	[]	[]	[11.476549]	[94]	[]	[173430051]
420_11431	chr1	176691646	176692046	+	1000	77.0	[7.312882, 7.2262077]	[104, 114]	[11.476549]	[97]	[176691844, 176691854]	[176691837]
420_11432	chr1	182182308	182182708	+	1000	77.0	[]	[]	[8.216044]	[103]	[]	[182182507]
420_11434	chr1	193057392	193057792	+	1000	77.0	[11.476549]	[120]	[]	[]	[193057594]	[]
420_11436	chr1	201714565	201714965	+	1000	77.0	[11.476549]	[75]	[7.312882, 11.476549]	[121, 129]	[201714720]	[201714766, 201714774]
420_11443	chr1	213221183	213221583	+	1000	77.0	[]	[]	[11.476549]	[110]	[]	[213221392]
420_11451	chr10	22503320	22503720	+	1000	77.0	[7.312882, 7.312882]	[76, 104]	[]	[]	[22503487, 22503515]	[]
420_11453	chr10	34781814	34782214	+	1000	77.0	[]	[]	[11.476549]	[114]	[]	[34782013]
420_1146	chr1	10388023	10388423	+	1000	288.0	[11.476549]	[97]	[]	[]	[10388214]	[]
420_11465	chr11	118002139	118002539	+	1000	77.0	[]	[]	[11.476549]	[149]	[]	[118002368]
420_11468	chr12	51387966	51388366	+	1000	77.0	[]	[]	[11.476549]	[116]	[]	[51388156]
420_11470	chr12	60012662	60013062	+	1000	77.0	[11.476549]	[103]	[]	[]	[60012859]	[]
420_11472	chr12	82425218	82425618	+	1000	77.0	[11.476549]	[111]	[8.216044]	[104]	[82425429]	[82425422]
420_11475	chr13	82115381	82115781	+	1000	77.0	[11.476549]	[110]	[11.476549]	[76]	[82115586]	[82115552]
420_11477	chr13	109715837	109716237	+	1000	77.0	[5.659805]	[145]	[]	[]	[109716069]	[]
420_1148	chr1	80384948	80385348	+	1000	288.0	[7.2262077]	[112]	[11.476549]	[105]	[80385159]	[80385152]
420_11480	chr14	88770738	88771138	+	1000	77.0	[7.312882, 8.216044]	[117, 126]	[11.476549]	[90]	[88770955, 88770964]	[88770928]
420_11481	chr15	34810759	34811159	+	1000	77.0	[11.476549]	[92]	[]	[]	[34810947]	[]
420_11485	chr15	62119347	62119747	+	1000	77.0	[8.216044]	[73]	[]	[]	[62119516]	[]
420_11486	chr15	75694335	75694735	+	1000	77.0	[7.312882, 5.659805]	[157, 166]	[5.659805]	[72]	[75694571, 75694580]	[75694486]
420_11487	chr15	100235016	100235416	+	1000	77.0	[11.476549]	[87]	[]	[]	[100235196]	[]
420_11488	chr16	4474537	4474937	+	1000	77.0	[]	[]	[8.216044]	[194]	[]	[4474787]
420_1149	chr16	34586619	34587019	+	1000	288.0	[8.216044]	[97]	[]	[]	[34586816]	[]
420_11490	chr16	50071103	50071503	+	948	77.0	[]	[]	[5.659805]	[53]	[]	[50071256]
420_11493	chr17	39979037	39979437	+	1000	77.0	[]	[]	[11.476549]	[100]	[]	[39979237]
420_11499	chr18	25140348	25140748	+	1000	77.0	[7.312882, 11.476549]	[88, 109]	[]	[]	[25140535, 25140556]	[]
420_115	chr6	15936426	15936826	+	1000	541.0	[11.476549]	[110]	[11.476549]	[103]	[15936635]	[15936628]
420_1150	chr2	111940509	111940909	+	1000	288.0	[11.476549, 11.476549]	[102, 144]	[]	[]	[111940705, 111940747]	[]
420_11504	chr18	44704127	44704527	+	1000	77.0	[7.312882, 11.476549]	[118, 134]	[7.312882]	[90]	[44704339, 44704355]	[44704311]
420_1151	chr2	144607831	144608231	+	1000	288.0	[]	[]	[11.476549]	[95]	[]	[144608023]
420_11517	chr2	96157845	96158245	+	1000	77.0	[]	[]	[11.476549]	[89]	[]	[96158034]
420_1152	chr5	68344414	68344814	+	1000	288.0	[8.216044]	[100]	[]	[]	[68344612]	[]
420_11523	chr2	168936057	168936457	+	1000	77.0	[]	[]	[7.312882]	[111]	[]	[168936252]
420_11525	chr2	190930377	190930777	+	1000	77.0	[7.312882]	[99]	[]	[]	[190930570]	[]
420_11528	chr20	13671881	13672281	+	1000	77.0	[11.476549]	[121]	[]	[]	[13672081]	[]
420_11529	chr20	25676438	25676838	+	1000	77.0	[]	[]	[11.476549]	[94]	[]	[25676622]
420_11533	chr20	44210673	44211073	+	1000	77.0	[]	[]	[7.312882]	[98]	[]	[44210857]
420_11535	chr21	17797965	17798365	+	1000	77.0	[8.216044]	[112]	[7.2262077]	[105]	[17798176]	[17798169]
420_11547	chr3	43999930	44000330	+	1000	77.0	[]	[]	[11.476549]	[96]	[]	[44000118]
420_1155	chr2	156431026	156431426	+	1000	287.0	[]	[]	[11.476549]	[92]	[]	[156431217]
420_11551	chr3	53665609	53666009	+	1000	77.0	[]	[]	[11.476549]	[100]	[]	[53665802]
420_11552	chr3	138569142	138569542	+	1000	77.0	[11.476549]	[115]	[]	[]	[138569350]	[]
