#PeakID(python identify_motif.py ./ENCODE_processed_files/SRF_idr.fa SRF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
49_11160	chr17	13525555	13525955	+	1000	70.0	[2.4901874, 13.588854]	[90, 124]	[6.163332, 14.294004]	[90, 124]	[13525743, 13525777]	[13525743, 13525777]
49_11163	chr17	31771356	31771756	+	1000	70.0	[13.033171]	[100]	[9.68026]	[100]	[31771556]	[31771556]
49_11164	chr17	33753502	33753902	+	1000	70.0	[3.368263]	[99]	[6.2082367]	[99]	[33753697]	[33753697]
49_11166	chr17	44266579	44266979	+	1000	70.0	[11.352449]	[195]	[8.669316]	[195]	[44266805]	[44266805]
49_11173	chr17	76442937	76443337	+	1000	70.0	[4.527515, 8.433858]	[107, 116]	[6.8569536]	[116]	[76443126, 76443135]	[76443135]
49_1118	chr1	61012345	61012745	+	1000	240.0	[3.4554012]	[98]	[6.433223]	[98]	[61012542]	[61012542]
49_1119	chr16	18591898	18592298	+	1000	240.0	[6.822987]	[86]	[6.466311, 4.062104]	[86, 126]	[18592070]	[18592070, 18592110]
49_11195	chr19	35495333	35495733	+	1000	70.0	[]	[]	[5.220641]	[152]	[]	[35495562]
49_112	chr1	150615535	150615935	+	1000	961.0	[8.668092]	[91]	[10.9407625]	[91]	[150615726]	[150615726]
49_1120	chr20	9320065	9320465	+	1000	240.0	[6.99331]	[94]	[7.1464367]	[94]	[9320258]	[9320258]
49_11202	chr1_KI270713v1_random	13321	13721	+	899	70.0	[5.128815]	[130]	[]	[]	[13548]	[]
49_11204	chr2	3523086	3523486	+	1000	70.0	[12.689945]	[167]	[13.47666]	[167]	[3523316]	[3523316]
49_11211	chr2	85615830	85616230	+	1000	70.0	[4.7906027]	[86]	[2.4444578]	[86]	[85616001]	[85616001]
49_11212	chr2	111624647	111625047	+	1000	70.0	[14.294004]	[100]	[13.588854]	[100]	[111624846]	[111624846]
49_11214	chr2	127527244	127527644	+	1000	70.0	[5.7529755]	[139]	[6.301286]	[139]	[127527477]	[127527477]
49_1122	chr5	80259793	80260193	+	1000	240.0	[13.47666]	[98]	[12.689945]	[98]	[80259988]	[80259988]
49_11224	chr20	45778991	45779391	+	1000	70.0	[6.9367356]	[92]	[3.4554012]	[92]	[45779172]	[45779172]
49_11225	chr20	58390326	58390726	+	1000	70.0	[4.527515]	[93]	[]	[]	[58390507]	[]
49_11227	chr21	45596660	45597060	+	1000	70.0	[8.669316]	[80]	[10.887038]	[80]	[45596840]	[45596840]
49_11229	chr22	19275952	19276352	+	1000	70.0	[4.527515]	[139]	[]	[]	[19276144]	[]
49_11231	chr22	20296424	20296824	+	1000	70.0	[13.632117]	[192]	[13.632117]	[192]	[20296645]	[20296645]
49_11237	chr22	22517404	22517804	+	1000	70.0	[]	[]	[5.584129]	[117]	[]	[22517606]
49_11238	chr22	22835199	22835599	+	1000	70.0	[6.036856]	[116]	[4.332916]	[116]	[22835383]	[22835383]
49_11244	chr22	44747710	44748110	+	859	70.0	[8.969119]	[118]	[7.4772544]	[118]	[44747922]	[44747922]
49_11250	chr3	58085101	58085501	+	1000	70.0	[5.5030856]	[98]	[4.073414]	[98]	[58085293]	[58085293]
49_11251	chr3	125067230	125067630	+	1000	70.0	[7.0321693]	[127]	[7.407259]	[127]	[125067443]	[125067443]
49_11255	chr3	168121636	168122036	+	1000	70.0	[13.033171, 6.026879]	[103, 120]	[9.68026, 5.65542]	[103, 120]	[168121831, 168121848]	[168121831, 168121848]
49_1126	chr1	201554961	201555361	+	1000	239.0	[13.033171]	[105]	[9.68026]	[105]	[201555160]	[201555160]
49_11266	chr4	78610689	78611089	+	1000	70.0	[4.073414]	[180]	[5.5030856]	[180]	[78610874]	[78610874]
49_11267	chr4	87006694	87007094	+	1000	70.0	[4.9418216]	[128]	[]	[]	[87006903]	[]
49_11269	chr4	122480005	122480405	+	1000	70.0	[6.433223]	[112]	[3.4554012]	[112]	[122480216]	[122480216]
49_11280	chr5	119386941	119387341	+	1000	70.0	[6.6374507]	[116]	[7.1854954]	[116]	[119387147]	[119387147]
49_11281	chr5	127925908	127926308	+	1000	70.0	[3.368263]	[108]	[6.2082367]	[108]	[127926108]	[127926108]
49_11283	chr5	138488382	138488782	+	1000	70.0	[5.7784805]	[125]	[6.888903]	[125]	[138488575]	[138488575]
49_11288	chr5	151024551	151024951	+	1000	70.0	[8.263968]	[113]	[8.182405]	[113]	[151024750]	[151024750]
49_1130	chr5	154205410	154205810	+	1000	239.0	[5.1727195]	[104]	[7.8204803]	[104]	[154205607]	[154205607]
49_11308	chr6	39007545	39007945	+	1000	70.0	[]	[]	[4.527515]	[99]	[]	[39007709]
49_1131	chr1	20198888	20199288	+	1000	238.0	[12.941398]	[101]	[12.069644]	[101]	[20199073]	[20199073]
49_11317	chr6	143614267	143614667	+	1000	70.0	[7.9637814, 7.3639946]	[108, 122]	[7.892218, 7.694056]	[108, 122]	[143614472, 143614486]	[143614472, 143614486]
49_11320	chr6	154302088	154302488	+	1000	70.0	[]	[]	[3.2211668]	[132]	[]	[154302307]
49_11327	chr7	22682068	22682468	+	1000	70.0	[]	[]	[2.8263397]	[162]	[]	[22682292]
49_11335	chr7	106859767	106860167	+	1000	70.0	[2.5278013]	[90]	[5.21747]	[90]	[106859944]	[106859944]
49_1134	chr22	22576327	22576727	+	1000	238.0	[5.0922184]	[106]	[]	[]	[22576523]	[]
49_11344	chr8	12766587	12766987	+	1000	70.0	[3.4554012]	[106]	[6.433223]	[106]	[12766787]	[12766787]
49_11349	chr8	143541884	143542284	+	1000	70.0	[4.2870903]	[100]	[2.4444578]	[100]	[143542083]	[143542083]
49_1136	chr3	75393413	75393813	+	1000	238.0	[10.9407625]	[95]	[8.668092]	[95]	[75393606]	[75393606]
49_11360	chr9	129599338	129599738	+	1000	70.0	[12.689945]	[83]	[13.47666]	[83]	[129599520]	[129599520]
49_11361	chr9	129768444	129768844	+	1000	70.0	[18.801544]	[116]	[18.801544]	[116]	[129768648]	[129768648]
49_1137	chr5	32551894	32552294	+	1000	238.0	[5.615878]	[101]	[2.5564928]	[101]	[32552089]	[32552089]
49_11370	chrX	154495429	154495829	+	1000	70.0	[9.081313]	[79]	[9.081313]	[79]	[154495592]	[154495592]
49_11374	chr1	8153337	8153737	+	1000	69.0	[9.68026]	[91]	[13.033171]	[91]	[8153516]	[8153516]
49_11376	chr1	13952341	13952741	+	1000	69.0	[8.601787]	[82]	[11.488216]	[82]	[13952513]	[13952513]
49_11378	chr1	23389814	23390214	+	1000	69.0	[11.680565]	[139]	[8.161051]	[139]	[23390038]	[23390038]
49_11382	chr1	35844852	35845252	+	1000	69.0	[9.68026]	[117]	[13.033171]	[117]	[35845055]	[35845055]
49_11383	chr1	35869544	35869944	+	1000	69.0	[8.07037]	[126]	[6.9351807]	[126]	[35869765]	[35869765]
49_11387	chr1	50873290	50873690	+	1000	69.0	[2.5284593]	[89]	[4.4246125]	[89]	[50873469]	[50873469]
49_11394	chr1	67539419	67539819	+	1000	69.0	[3.4554012]	[155]	[6.9367356]	[155]	[67539640]	[67539640]
49_11399	chr1	113040085	113040485	+	954	69.0	[]	[]	[4.527515]	[129]	[]	[113040297]
49_114	chr1	23597095	23597495	+	1000	957.0	[13.47666]	[101]	[12.689945]	[101]	[23597296]	[23597296]
49_11406	chr1	154115226	154115626	+	1000	69.0	[13.033171]	[120]	[9.68026]	[120]	[154115439]	[154115439]
49_1141	chr10	124486737	124487137	+	1000	237.0	[3.4554012]	[100]	[6.433223]	[100]	[124486928]	[124486928]
49_11413	chr1	182075681	182076081	+	1000	69.0	[7.2148223, 7.2148223]	[92, 102]	[7.4690695, 7.4690695]	[92, 102]	[182075866, 182075876]	[182075866, 182075876]
49_11415	chr1	200307480	200307880	+	1000	69.0	[13.632117]	[102]	[13.632117]	[102]	[200307681]	[200307681]
49_11416	chr1	201503456	201503856	+	1000	69.0	[12.51038]	[106]	[12.74905]	[106]	[201503646]	[201503646]
49_11422	chr1	224533600	224534000	+	1000	69.0	[13.033171]	[124]	[9.68026]	[124]	[224533820]	[224533820]
49_11437	chr10	91689772	91690172	+	1000	69.0	[2.5564928]	[109]	[5.615878]	[109]	[91689964]	[91689964]
49_1145	chr19	39204710	39205110	+	1000	237.0	[7.3365355]	[90]	[3.350037]	[90]	[39204881]	[39204881]
49_1146	chr22	25585014	25585414	+	1000	237.0	[7.407259]	[103]	[7.0321693]	[103]	[25585217]	[25585217]
49_11460	chr12	45292538	45292938	+	1000	69.0	[8.00284]	[105]	[7.536359]	[105]	[45292743]	[45292743]
49_1147	chr22	45657662	45658062	+	1000	237.0	[13.033171]	[100]	[9.68026]	[100]	[45657862]	[45657862]
49_11475	chr12	91680963	91681363	+	1000	69.0	[6.631385]	[96]	[4.0551877]	[96]	[91681156]	[91681156]
49_11477	chr12	107552261	107552661	+	953	69.0	[11.844076]	[100]	[8.562728]	[100]	[107552437]	[107552437]
49_11481	chr12	118308036	118308436	+	1000	69.0	[13.47666]	[133]	[12.689945]	[133]	[118308242]	[118308242]
49_11494	chr14	34465179	34465579	+	1000	69.0	[6.4467673]	[108]	[2.7577698]	[108]	[34465383]	[34465383]
49_115	chr1	202531937	202532337	+	1000	957.0	[12.689945]	[91]	[13.47666]	[91]	[202532128]	[202532128]
49_11503	chr15	83092222	83092622	+	1000	69.0	[3.4554012]	[130]	[6.9367356]	[130]	[83092418]	[83092418]
49_11505	chr15	91126101	91126501	+	696	69.0	[14.294004]	[102]	[13.588854]	[102]	[91126301]	[91126301]
49_1151	chr7	610897	611297	+	1000	236.0	[5.9921923, 11.352449]	[70, 105]	[8.669316]	[105]	[611062, 611097]	[611097]
49_11511	chr16	24052430	24052830	+	1000	69.0	[6.6374507]	[109]	[7.1854954]	[109]	[24052612]	[24052612]
49_1152	chr13	107951130	107951530	+	1000	235.0	[9.68026]	[90]	[13.033171]	[90]	[107951320]	[107951320]
49_11526	chr17	28871044	28871444	+	1000	69.0	[7.536359]	[125]	[8.00284]	[125]	[28871264]	[28871264]
49_1153	chr13	110706196	110706596	+	1000	235.0	[]	[]	[3.2644308]	[91]	[]	[110706387]
49_11530	chr17	32970970	32971370	+	1000	69.0	[13.588854, 4.160552]	[107, 134]	[4.3062243, 14.294004, 6.2315845]	[93, 107, 134]	[32971162, 32971189]	[32971148, 32971162, 32971189]
49_11534	chr17	44246002	44246402	+	1000	69.0	[7.408483]	[117]	[7.443856]	[117]	[44246210]	[44246210]
49_1154	chr14	21308819	21309219	+	1000	235.0	[7.536359]	[100]	[8.00284]	[100]	[21309014]	[21309014]
49_11540	chr18	9001201	9001601	+	1000	69.0	[13.632117]	[74]	[13.632117]	[74]	[9001375]	[9001375]
49_11544	chr19	11382775	11383175	+	1000	69.0	[6.5935097]	[71]	[7.251801]	[71]	[11382930]	[11382930]
49_11546	chr19	15840870	15841270	+	1000	69.0	[12.689945]	[94]	[13.47666]	[94]	[15841030]	[15841030]
49_11557	chr19	49775692	49776092	+	1000	69.0	[2.4810548]	[148]	[5.128815]	[148]	[49775923]	[49775923]
49_11562	chr19	57281124	57281524	+	1000	69.0	[3.4554012]	[123]	[6.433223]	[123]	[57281328]	[57281328]
49_11581	chr2	218658530	218658930	+	1000	69.0	[12.51038]	[126]	[12.74905]	[126]	[218658739]	[218658739]
49_11583	chr20	35336146	35336546	+	1000	69.0	[14.892951]	[103]	[17.54071]	[103]	[35336334]	[35336334]
49_11585	chr20	41553240	41553640	+	1000	69.0	[9.68026]	[107]	[13.033171]	[107]	[41553446]	[41553446]
49_1159	chr20	2523022	2523422	+	1000	234.0	[13.47666]	[99]	[12.689945]	[99]	[2523219]	[2523219]
49_11590	chr20	50903512	50903912	+	1000	69.0	[6.103162]	[114]	[3.7854621]	[114]	[50903718]	[50903718]
49_11607	chr22	21909687	21910087	+	1000	69.0	[2.9848778]	[204]	[2.8564546]	[204]	[21909912]	[21909912]
49_1161	chr1	37892661	37893061	+	1000	233.0	[13.632117]	[104]	[13.632117]	[104]	[37892861]	[37892861]
49_11613	chr22	23440207	23440607	+	1000	69.0	[13.47666]	[101]	[12.689945]	[101]	[23440400]	[23440400]
49_11614	chr3	4901771	4902171	+	1000	69.0	[11.317077]	[112]	[8.704689]	[112]	[4901970]	[4901970]
49_11628	chr3	198027410	198027810	+	1000	69.0	[7.2580867]	[80]	[6.807183]	[80]	[198027586]	[198027586]
49_11629	chr4	4827563	4827963	+	926	69.0	[9.68026]	[120]	[13.033171]	[120]	[4827771]	[4827771]
49_11637	chr4	128461115	128461515	+	1000	69.0	[8.562728, 5.1970525]	[91, 138]	[11.844076, 2.549292]	[91, 138]	[128461272, 128461319]	[128461272, 128461319]
49_11638	chr4	128513986	128514386	+	1000	69.0	[2.7985845]	[111]	[2.6689224]	[111]	[128514197]	[128514197]
49_11640	chr5	43389703	43390103	+	1000	69.0	[3.0887716]	[121]	[2.9691098]	[121]	[43389909]	[43389909]
49_1165	chr21	38760435	38760835	+	1000	233.0	[11.488216]	[103]	[8.601787]	[103]	[38760632]	[38760632]
49_1167	chr9	26954123	26954523	+	1000	233.0	[13.033171]	[118]	[9.68026]	[118]	[26954336]	[26954336]
49_11672	chr6	123668969	123669369	+	1000	69.0	[12.689945]	[92]	[13.47666]	[92]	[123669156]	[123669156]
49_11694	chr7	144388942	144389342	+	1000	69.0	[18.801544]	[108]	[18.801544]	[108]	[144389145]	[144389145]
49_1170	chr15	48723192	48723592	+	1000	232.0	[14.892951]	[102]	[17.54071]	[102]	[48723382]	[48723382]
49_11716	chr9	100096488	100096888	+	947	69.0	[11.315852]	[108]	[8.293002]	[108]	[100096694]	[100096694]
49_1173	chrX	2233332	2233732	+	1000	232.0	[12.576686]	[117]	[12.201596]	[117]	[2233538]	[2233538]
49_11734	chr1	22932818	22933218	+	1000	68.0	[8.293002]	[132]	[11.315852]	[132]	[22933024]	[22933024]
49_11738	chr1	38360764	38361164	+	1000	68.0	[2.6779554, 3.4554012]	[53, 97]	[6.9367356]	[97]	[38360916, 38360960]	[38360960]
49_11744	chr1	88935922	88936322	+	1000	68.0	[6.036856]	[129]	[4.332916]	[129]	[88936138]	[88936138]
49_1175	chr2	152042844	152043244	+	1000	231.0	[7.424165]	[113]	[6.3987813]	[113]	[152043052]	[152043052]
49_11750	chr1	117611082	117611482	+	1000	68.0	[]	[]	[4.492142]	[112]	[]	[117611271]
49_1176	chr2	236073205	236073605	+	1000	231.0	[5.9242373, 7.536359]	[89, 100]	[5.9242373, 8.00284]	[89, 100]	[236073391, 236073402]	[236073391, 236073402]
49_11782	chr10	61907063	61907463	+	1000	68.0	[3.4919982, 5.7529755]	[97, 107]	[6.809537, 6.301286]	[97, 107]	[61907254, 61907264]	[61907254, 61907264]
49_11784	chr10	63622430	63622830	+	767	68.0	[9.1245775]	[123]	[8.419427]	[123]	[63622645]	[63622645]
49_11794	chr11	6184232	6184632	+	1000	68.0	[5.2441273]	[176]	[]	[]	[6184463]	[]
49_11795	chr11	10716835	10717235	+	1000	68.0	[5.885604]	[116]	[3.084716]	[116]	[10717043]	[10717043]
49_118	chr2	73832947	73833347	+	1000	954.0	[9.68026]	[100]	[13.033171]	[100]	[73833143]	[73833143]
49_11812	chr11	130434969	130435369	+	1000	68.0	[8.668092]	[92]	[10.9407625]	[92]	[130435148]	[130435148]
49_11824	chr12	120430364	120430764	+	1000	68.0	[5.6221433]	[107]	[3.2240605]	[107]	[120430551]	[120430551]
49_11825	chr12	122857220	122857620	+	1000	68.0	[8.668092]	[94]	[10.9407625]	[94]	[122857413]	[122857413]
49_1183	chr17	43760476	43760876	+	1000	230.0	[9.68026]	[104]	[13.033171]	[104]	[43760669]	[43760669]
49_11831	chr14	35301883	35302283	+	1000	68.0	[17.54071]	[122]	[14.892951]	[122]	[35302096]	[35302096]
49_1184	chr18	46161692	46162092	+	1000	230.0	[12.689945]	[102]	[13.47666]	[102]	[46161890]	[46161890]
49_11841	chr15	51647338	51647738	+	1000	68.0	[11.315852]	[109]	[8.293002]	[109]	[51647541]	[51647541]
49_11844	chr15	64630380	64630780	+	1000	68.0	[11.16668]	[73]	[8.068016]	[73]	[64630541]	[64630541]
49_11849	chr16	144820	145220	+	1000	68.0	[]	[]	[5.0922184]	[145]	[]	[144982]
49_1185	chr7	99473296	99473696	+	1000	230.0	[2.5564928]	[115]	[6.119391]	[115]	[99473498]	[99473498]
49_1186	chr10	33315812	33316212	+	1000	229.0	[9.68026]	[99]	[5.492303, 13.033171]	[81, 99]	[33316007]	[33315989, 33316007]
49_11861	chr16	71263575	71263975	+	1000	68.0	[13.47666]	[108]	[12.689945]	[108]	[71263763]	[71263763]
49_11872	chr17	38667483	38667883	+	1000	68.0	[2.4444578]	[85]	[5.256014]	[85]	[38667667]	[38667667]
49_11876	chr17	46109537	46109937	+	1000	68.0	[6.286746]	[186]	[6.560788]	[186]	[46109775]	[46109775]
49_1188	chr20	36541175	36541575	+	1000	229.0	[13.033171]	[113]	[9.68026]	[113]	[36541385]	[36541385]
49_11889	chr18	62610969	62611369	+	1000	68.0	[6.9806767]	[97]	[3.3890958]	[97]	[62611147]	[62611147]
49_11890	chr19	1747755	1748155	+	1000	68.0	[2.5448742]	[92]	[]	[]	[1747942]	[]
49_11892	chr19	3580409	3580809	+	1000	68.0	[9.68026]	[97]	[13.033171]	[97]	[3580599]	[3580599]
49_1191	chr1	38152802	38153202	+	1000	228.0	[18.801544]	[122]	[18.801544]	[122]	[38153012]	[38153012]
49_11919	chr19	50500158	50500558	+	1000	68.0	[5.241867, 8.669316]	[92, 139]	[11.352449]	[139]	[50500314, 50500361]	[50500361]
49_11922	chr19	56252755	56253155	+	1000	68.0	[4.7171288]	[72]	[2.4798305]	[72]	[56252919]	[56252919]
49_11925	chr19	58280842	58281242	+	935	68.0	[12.471321]	[108]	[13.104909]	[108]	[58281032]	[58281032]
49_11933	chr2	55051096	55051496	+	1000	68.0	[]	[]	[5.17622]	[101]	[]	[55051249]
49_11941	chr2	120269295	120269695	+	1000	68.0	[9.68026]	[65]	[13.033171]	[65]	[120269454]	[120269454]
49_11966	chr22	21708871	21709271	+	1000	68.0	[6.4578857]	[118]	[6.4578857]	[118]	[21709087]	[21709087]
49_11969	chr22	21811805	21812205	+	1000	68.0	[11.97661]	[215]	[12.489548]	[215]	[21812040]	[21812040]
49_11975	chr22	22989935	22990335	+	1000	68.0	[5.114053]	[189]	[2.9714565]	[189]	[22990133]	[22990133]
49_11988	chr3	42722450	42722850	+	1000	68.0	[13.47666]	[106]	[12.689945]	[106]	[42722652]	[42722652]
49_1199	chr17	47288565	47288965	+	1000	227.0	[7.0524144]	[114]	[6.1801577]	[114]	[47288775]	[47288775]
49_11990	chr3	43638600	43639000	+	1000	68.0	[6.28306]	[117]	[6.8812747]	[117]	[43638814]	[43638814]
49_11992	chr3	72086357	72086757	+	1000	68.0	[7.132654]	[85]	[6.8829765]	[85]	[72086522]	[72086522]
49_11998	chr3	194620896	194621296	+	979	68.0	[9.68026]	[101]	[13.033171]	[101]	[194621081]	[194621081]
49_120	chr19	44587747	44588147	+	1000	950.0	[17.54071]	[93]	[14.892951]	[93]	[44587939]	[44587939]
49_1200	chr19	17095127	17095527	+	1000	227.0	[7.0321693]	[96]	[7.407259]	[96]	[17095321]	[17095321]
49_12017	chr5	1132048	1132448	+	944	68.0	[7.251801, 2.524629]	[130, 140]	[6.5935097]	[130]	[1132260, 1132270]	[1132260]
49_1202	chr3	156711968	156712368	+	1000	227.0	[13.033171]	[88]	[9.68026]	[88]	[156712155]	[156712155]
49_12020	chr5	9932688	9933088	+	1000	68.0	[12.215826]	[109]	[8.781351]	[109]	[9932892]	[9932892]
49_12025	chr5	132007807	132008207	+	1000	68.0	[5.9580455]	[150]	[7.6165133]	[150]	[132008048]	[132008048]
49_12029	chr5	150578132	150578532	+	1000	68.0	[2.4444578]	[96]	[4.752501]	[96]	[150578325]	[150578325]
49_1203	chr5	33313077	33313477	+	1000	227.0	[13.033171]	[94]	[9.68026]	[94]	[33313270]	[33313270]
49_12038	chr5	180315628	180316028	+	1000	68.0	[5.615878]	[124]	[2.5564928]	[124]	[180315838]	[180315838]
49_12041	chr6	15409293	15409693	+	1000	68.0	[4.943046]	[298]	[]	[]	[15409528]	[]
49_12043	chr6	20034793	20035193	+	1000	68.0	[9.68026]	[127]	[13.033171]	[127]	[20035012]	[20035012]
49_1205	chr8	20507568	20507968	+	1000	227.0	[13.47666]	[98]	[12.689945]	[98]	[20507765]	[20507765]
49_1206	chr12	91801054	91801454	+	1000	226.0	[13.033171]	[104]	[9.68026]	[104]	[91801254]	[91801254]
49_12062	chr6	129864956	129865356	+	1000	68.0	[5.6204414]	[118]	[2.3744664]	[118]	[129865163]	[129865163]
49_12067	chr7	18178254	18178654	+	1000	68.0	[2.3737345]	[162]	[]	[]	[18178481]	[]
49_12073	chr7	38175490	38175890	+	988	68.0	[9.68026]	[131]	[13.033171]	[131]	[38175702]	[38175702]
49_12079	chr7	74493315	74493715	+	1000	68.0	[17.54071]	[124]	[14.892951]	[124]	[74493519]	[74493519]
49_12085	chr7	103379554	103379954	+	1000	68.0	[2.4328558]	[130]	[4.5839524]	[130]	[103379773]	[103379773]
49_1209	chrX	48102892	48103292	+	1000	226.0	[2.8564546]	[97]	[2.481365]	[97]	[48103082]	[48103082]
49_12090	chr7	148469076	148469476	+	1000	68.0	[13.033171]	[94]	[9.68026]	[94]	[148469262]	[148469262]
49_12094	chr8	37142709	37143109	+	1000	68.0	[7.5356817]	[131]	[7.407259]	[131]	[37142898]	[37142898]
49_12096	chr8	42266638	42267038	+	1000	68.0	[8.263968]	[119]	[8.182405]	[119]	[42266842]	[42266842]
49_12101	chr8	89999959	90000359	+	1000	68.0	[7.892218]	[117]	[7.9637814]	[117]	[90000160]	[90000160]
49_12104	chr8	129583337	129583737	+	1000	68.0	[7.9637814]	[92]	[7.892218]	[92]	[129583503]	[129583503]
49_1211	chr1	247357477	247357877	+	1000	225.0	[13.588854, 2.7442608]	[102, 129]	[4.3062243, 14.294004]	[88, 102]	[247357673, 247357700]	[247357659, 247357673]
49_12111	chr9	36559243	36559643	+	1000	68.0	[7.4772544]	[83]	[8.969119]	[83]	[36559423]	[36559423]
49_1212	chr16	56946701	56947101	+	1000	225.0	[14.294004]	[94]	[13.588854]	[94]	[56946894]	[56946894]
49_12122	chr9	129591811	129592211	+	1000	68.0	[9.081313]	[166]	[9.081313]	[166]	[129592038]	[129592038]
49_12136	chrX	48083261	48083661	+	1000	68.0	[]	[]	[3.272484, 3.0720828]	[152, 198]	[]	[48083441, 48083487]
49_12150	chr1	19851398	19851798	+	1000	67.0	[6.6374507]	[113]	[7.1854954]	[113]	[19851602]	[19851602]
49_12164	chr1	40029622	40030022	+	1000	67.0	[4.628766]	[184]	[]	[]	[40029868]	[]
49_12168	chr1	51875205	51875605	+	1000	67.0	[11.210488]	[92]	[9.196315]	[92]	[51875393]	[51875393]
49_12176	chr1	110916822	110917222	+	1000	67.0	[6.8569536]	[155]	[8.433858]	[155]	[110917039]	[110917039]
49_12182	chr1	153791097	153791497	+	1000	67.0	[8.293002]	[105]	[11.315852]	[105]	[153791281]	[153791281]
49_122	chr14	56199063	56199463	+	1000	947.0	[13.588854]	[104]	[14.294004]	[104]	[56199266]	[56199266]
49_1220	chr1	181114612	181115012	+	1000	224.0	[9.081313]	[107]	[9.081313]	[107]	[181114812]	[181114812]
49_12200	chr1	227596213	227596613	+	897	67.0	[7.407259, 4.327057]	[103, 168]	[7.0321693]	[103]	[227596399, 227596464]	[227596399]
49_12215	chr10	72171550	72171950	+	1000	67.0	[7.3018947, 10.9407625]	[76, 133]	[7.935482, 8.668092]	[76, 133]	[72171723, 72171780]	[72171723, 72171780]
49_1223	chr17	7282906	7283306	+	1000	224.0	[10.38541]	[107]	[12.32802]	[107]	[7283103]	[7283103]
49_12238	chr12	1670975	1671375	+	1000	67.0	[12.201596]	[93]	[12.576686]	[93]	[1671168]	[1671168]
49_12239	chr12	4224494	4224894	+	1000	67.0	[13.033171]	[99]	[9.68026]	[99]	[4224688]	[4224688]
49_1224	chr19	58596740	58597140	+	1000	224.0	[13.033171]	[104]	[9.68026]	[104]	[58596943]	[58596943]
49_12242	chr12	46549735	46550135	+	1000	67.0	[6.3730087]	[93]	[6.611175]	[93]	[46549903]	[46549903]
49_12254	chr12	110654201	110654601	+	1000	67.0	[6.433223]	[144]	[3.4554012]	[144]	[110654435]	[110654435]
49_12255	chr12	111616116	111616516	+	840	67.0	[12.57791]	[101]	[12.147872]	[101]	[111616314]	[111616314]
49_1226	chr20	1500445	1500845	+	1000	224.0	[9.68026]	[97]	[13.033171]	[97]	[1500639]	[1500639]
49_12260	chr12	123131980	123132380	+	703	67.0	[17.54071]	[111]	[14.892951]	[111]	[123132190]	[123132190]
49_12282	chr16	30997062	30997462	+	1000	67.0	[6.103162]	[114]	[4.288975]	[114]	[30997265]	[30997265]
49_12285	chr16	77180247	77180647	+	1000	67.0	[11.317077]	[200]	[8.239278]	[200]	[77180494]	[77180494]
49_1229	chr14	102533541	102533941	+	1000	223.0	[12.689945]	[96]	[13.47666]	[96]	[102533732]	[102533732]
49_12296	chr17	11908746	11909146	+	1000	67.0	[8.669316]	[104]	[11.352449]	[104]	[11908942]	[11908942]
49_123	chr2	207772424	207772824	+	1000	945.0	[7.424165]	[108]	[6.3987813]	[108]	[207772628]	[207772628]
49_12319	chr19	962217	962617	+	1000	67.0	[8.669316]	[84]	[11.352449]	[84]	[962394]	[962394]
49_12327	chr19	12977811	12978211	+	1000	67.0	[6.652614, 5.923013]	[105, 124]	[6.2855215, 6.4814744]	[105, 124]	[12977992, 12978011]	[12977992, 12978011]
49_1233	chr8	20820164	20820564	+	1000	223.0	[12.689945]	[91]	[13.47666]	[91]	[20820355]	[20820355]
49_1234	chr1	29177641	29178041	+	1000	222.0	[9.68026]	[137]	[13.033171]	[137]	[29177863]	[29177863]
49_12350	chr2	69645188	69645588	+	1000	67.0	[7.0321693]	[106]	[7.407259]	[106]	[69645393]	[69645393]
49_12351	chr2	87469638	87470038	+	1000	67.0	[9.68026]	[99]	[13.033171]	[99]	[87469825]	[87469825]
49_1236	chr11	18657680	18658080	+	1000	222.0	[6.99331]	[105]	[7.1464367]	[105]	[18657880]	[18657880]
49_12368	chr20	44640494	44640894	+	1000	67.0	[14.892951]	[92]	[17.54071]	[92]	[44640686]	[44640686]
