#PeakID(python identify_motif.py ./ENCODE_processed_files/BACH1_idr.fa BACH1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
593_1	chr4	8303572	8303972	+	1000	782.0	[16.412586, 16.412586, 16.412586, 16.412586]	[64, 90, 116, 142]	[7.2059402, 7.2059402]	[62, 88]	[8303732, 8303758, 8303784, 8303810]	[8303730, 8303756]
593_1332	chr21	45655027	45655427	+	1000	70.0	[7.0733485]	[117]	[16.412586]	[115]	[45655234]	[45655232]
593_1335	chr22	26658875	26659275	+	1000	70.0	[13.902448]	[121]	[6.9820795, 13.45553]	[98, 119]	[26659092]	[26659069, 26659090]
593_1336	chr5	148443933	148444333	+	1000	70.0	[]	[]	[12.082088]	[102]	[]	[148444128]
593_1337	chr5	173778654	173779054	+	1000	70.0	[16.412586]	[118]	[]	[]	[173778867]	[]
593_1338	chr6	25022208	25022608	+	1000	70.0	[6.8453712, 7.0733485]	[92, 118]	[16.412586, 7.647107]	[116, 155]	[25022393, 25022419]	[25022417, 25022456]
593_1342	chr7	102973091	102973491	+	1000	70.0	[13.902448]	[126]	[8.588959]	[124]	[102973308]	[102973306]
593_1344	chr8	134839257	134839657	+	1000	70.0	[]	[]	[16.412586]	[107]	[]	[134839453]
593_1345	chr8	144775137	144775537	+	1000	70.0	[12.146455, 11.296419]	[122, 130]	[13.902448]	[120]	[144775352, 144775360]	[144775350]
593_1348	chr9	131151127	131151527	+	1000	70.0	[]	[]	[6.7810044]	[123]	[]	[131151324]
593_1352	chr1	18342768	18343168	+	1000	69.0	[11.296419]	[120]	[16.412586]	[106]	[18342980]	[18342966]
593_1354	chr1	204691449	204691849	+	1000	69.0	[7.2059402]	[105]	[16.412586]	[103]	[204691628]	[204691626]
593_1355	chr1	246110555	246110955	+	1000	69.0	[9.818272]	[161]	[16.412586]	[159]	[246110785]	[246110783]
593_1356	chr11	18329099	18329499	+	1000	69.0	[16.412586]	[98]	[7.2059402]	[96]	[18329279]	[18329277]
593_1357	chr12	6323260	6323660	+	1000	69.0	[8.4563675]	[142]	[10.945392]	[140]	[6323501]	[6323499]
593_136	chr17	60469707	60470107	+	1000	262.0	[7.0733485]	[104]	[16.412586]	[102]	[60469906]	[60469904]
593_1360	chr13	28935091	28935491	+	1000	69.0	[7.0733485]	[127]	[16.412586]	[125]	[28935305]	[28935303]
593_1361	chr13	107942003	107942403	+	1000	69.0	[]	[]	[6.574685]	[168]	[]	[107942251]
593_1362	chr13	114285394	114285794	+	1000	69.0	[12.146455, 11.977605]	[77, 120]	[6.6792603, 9.042406]	[75, 118]	[114285560, 114285603]	[114285558, 114285601]
593_1363	chr15	72339653	72340053	+	1000	69.0	[12.235088, 6.970353, 9.716079]	[67, 89, 147]	[10.030405]	[145]	[72339813, 72339835, 72339893]	[72339891]
593_1364	chr16	1645918	1646318	+	1000	69.0	[7.2059402]	[131]	[16.412586]	[129]	[1646123]	[1646121]
593_1365	chr16	19481271	19481671	+	1000	69.0	[16.412586]	[110]	[]	[]	[19481476]	[]
593_1366	chr19	14364630	14365030	+	1000	69.0	[16.412586]	[114]	[]	[]	[14364838]	[]
593_1368	chr2	199554007	199554407	+	1000	69.0	[16.412586]	[116]	[7.0733485]	[114]	[199554216]	[199554214]
593_1369	chr2	236712329	236712729	+	1000	69.0	[16.412586]	[108]	[7.2059402]	[106]	[236712533]	[236712531]
593_137	chr2	172552762	172553162	+	1000	261.0	[9.636316, 6.6792603]	[69, 103]	[16.412586, 13.45553]	[67, 101]	[172552928, 172552962]	[172552926, 172552960]
593_1370	chr22	22111357	22111757	+	1000	69.0	[7.7689347, 16.412586]	[89, 142]	[9.57195, 10.030405]	[87, 140]	[22111544, 22111597]	[22111542, 22111595]
593_1371	chr3	9890862	9891262	+	1000	69.0	[]	[]	[7.669718, 7.8001075]	[122, 147]	[]	[9891069, 9891094]
593_1373	chr4	45989772	45990172	+	1000	69.0	[16.412586]	[110]	[7.2059402]	[108]	[45989966]	[45989964]
593_1375	chr7	11281940	11282340	+	1000	69.0	[]	[]	[11.977605, 6.191245]	[106, 129]	[]	[11282140, 11282163]
593_1376	chr7	43430415	43430815	+	1000	69.0	[7.2059402]	[111]	[16.412586]	[109]	[43430626]	[43430624]
593_1377	chr7	104963892	104964292	+	1000	69.0	[6.6792603]	[87]	[16.412586]	[85]	[104964078]	[104964076]
593_138	chr4	138242243	138242643	+	1000	261.0	[6.698378, 11.85311]	[99, 128]	[]	[]	[138242438, 138242467]	[]
593_1380	chr9	93466942	93467342	+	1000	69.0	[10.945392]	[113]	[16.412586]	[111]	[93467155]	[93467153]
593_1384	chr1	180291059	180291459	+	1000	68.0	[7.0733485]	[120]	[16.412586]	[118]	[180291262]	[180291260]
593_1387	chr17	60506303	60506703	+	1000	68.0	[7.564687, 16.412586]	[67, 124]	[10.162996]	[122]	[60506456, 60506513]	[60506511]
593_1389	chr18	413283	413683	+	1000	68.0	[16.412586]	[97]	[7.0733485]	[95]	[413474]	[413472]
593_139	chr8	128065533	128065933	+	1000	260.0	[7.2059402]	[106]	[16.412586]	[104]	[128065732]	[128065730]
593_1391	chr2	9061692	9062092	+	1000	68.0	[16.412586]	[116]	[]	[]	[9061901]	[]
593_1398	chr3	156812481	156812881	+	1000	68.0	[12.235088]	[93]	[]	[]	[156812671]	[]
593_1399	chr5	176481697	176482097	+	1000	68.0	[7.0733485]	[109]	[16.412586]	[107]	[176481890]	[176481888]
593_14	chr15	100241548	100241948	+	1000	651.0	[16.412586, 16.412586, 7.711474, 16.412586]	[73, 93, 114, 136]	[7.2059402, 7.2059402]	[91, 134]	[100241715, 100241735, 100241756, 100241778]	[100241733, 100241776]
593_1400	chr5	176676254	176676654	+	1000	68.0	[13.902448]	[123]	[8.4563675]	[121]	[176676475]	[176676473]
593_1401	chr5	181133638	181134038	+	1000	68.0	[13.45553]	[85]	[13.902448]	[83]	[181133808]	[181133806]
593_1404	chr6	127938692	127939092	+	1000	68.0	[10.945392, 8.062279]	[91, 115]	[13.45553, 13.902448]	[89, 113]	[127938875, 127938899]	[127938873, 127938897]
593_1405	chr6	134525204	134525604	+	1000	68.0	[16.412586]	[89]	[7.0733485]	[87]	[134525386]	[134525384]
593_1407	chr9	32264467	32264867	+	1000	68.0	[13.902448, 7.2059402, 7.2059402]	[88, 123, 130]	[16.412586, 16.412586, 9.716079, 6.256924]	[86, 121, 128, 146]	[32264650, 32264685, 32264692]	[32264648, 32264683, 32264690, 32264708]
593_141	chr5	10504166	10504566	+	1000	258.0	[9.818272]	[107]	[16.412586]	[105]	[10504365]	[10504363]
593_1410	chr1	28590005	28590405	+	1000	67.0	[11.195025]	[131]	[12.235088]	[74]	[28590229]	[28590172]
593_1411	chr1	115669018	115669418	+	1000	67.0	[16.412586]	[129]	[7.0733485]	[127]	[115669226]	[115669224]
593_1414	chr10	37839223	37839623	+	1000	67.0	[8.150912, 10.945392]	[66, 119]	[16.412586]	[117]	[37839384, 37839437]	[37839435]
593_1415	chr11	77838809	77839209	+	1000	67.0	[6.6792603]	[104]	[16.412586]	[102]	[77839009]	[77839007]
593_1416	chr12	95224552	95224952	+	1000	67.0	[13.902448]	[80]	[16.412586, 7.9689574]	[78, 109]	[95224729]	[95224727, 95224758]
593_1418	chr15	35874283	35874683	+	1000	67.0	[11.999462]	[131]	[16.412586, 9.020549]	[78, 129]	[35874510]	[35874457, 35874508]
593_1419	chr15	74546076	74546476	+	1000	67.0	[13.902448]	[123]	[16.412586]	[121]	[74546294]	[74546292]
593_142	chr17	80254757	80255157	+	1000	256.0	[16.412586, 13.902448]	[91, 133]	[7.934307]	[131]	[80254947, 80254989]	[80254987]
593_1421	chr16	9068372	9068772	+	1000	67.0	[9.818272]	[138]	[12.673135]	[136]	[9068607]	[9068605]
593_1423	chr16	89020262	89020662	+	1000	67.0	[6.3696322, 10.945392]	[75, 135]	[16.412586]	[133]	[89020416, 89020476]	[89020474]
593_1424	chr2	7333180	7333580	+	1000	67.0	[]	[]	[16.412586]	[116]	[]	[7333380]
593_1427	chr22	20777534	20777934	+	1000	67.0	[13.902448]	[100]	[12.540544]	[98]	[20777701]	[20777699]
593_1429	chr4	85743336	85743736	+	1000	67.0	[13.902448]	[69]	[16.412586]	[67]	[85743500]	[85743498]
593_143	chr19	40666364	40666764	+	1000	255.0	[9.636316, 12.540544, 7.0523825, 7.0302877]	[80, 108, 122, 141]	[16.412586, 7.0733485]	[78, 106]	[40666542, 40666570, 40666584, 40666603]	[40666540, 40666568]
593_1435	chr9	93486261	93486661	+	1000	67.0	[7.2059402]	[141]	[16.412586]	[139]	[93486476]	[93486474]
593_1436	chrX	152412085	152412485	+	1000	67.0	[16.412586]	[118]	[6.688057, 7.0733485]	[81, 116]	[152412297]	[152412260, 152412295]
593_1437	chr1	45097921	45098321	+	1000	66.0	[7.0733485]	[131]	[16.412586]	[129]	[45098137]	[45098135]
593_1438	chr1	53325997	53326397	+	1000	66.0	[11.409169]	[116]	[]	[]	[53326204]	[]
593_1439	chr1	160813217	160813617	+	1000	66.0	[7.2059402]	[123]	[16.412586]	[121]	[160813428]	[160813426]
593_1440	chr10	3095639	3096039	+	1000	66.0	[6.6792603]	[149]	[9.189399]	[147]	[3095872]	[3095870]
593_1442	chr11	38538855	38539255	+	1000	66.0	[12.235088]	[126]	[]	[]	[38539067]	[]
593_1444	chr11	68945809	68946209	+	1000	66.0	[16.412586]	[132]	[10.030405]	[130]	[68946038]	[68946036]
593_1445	chr12	31749136	31749536	+	1000	66.0	[6.6792603, 9.636316]	[98, 136]	[16.412586, 11.6737585]	[96, 134]	[31749329, 31749367]	[31749327, 31749365]
593_145	chr12	124867409	124867809	+	1000	254.0	[16.412586]	[100]	[7.0733485]	[98]	[124867598]	[124867596]
593_1450	chr13	44174641	44175041	+	1000	66.0	[]	[]	[16.412586, 6.6750875]	[105, 133]	[]	[44174841, 44174869]
593_1451	chr15	43440837	43441237	+	1000	66.0	[7.904591]	[136]	[]	[]	[43441072]	[]
593_1452	chr16	31453700	31454100	+	1000	66.0	[10.162996]	[114]	[16.412586]	[112]	[31453907]	[31453905]
593_1457	chr17	31052231	31052631	+	1000	66.0	[9.716079]	[59]	[13.902448]	[57]	[31052390]	[31052388]
593_1458	chr17	32286472	32286872	+	1000	66.0	[13.902448]	[107]	[8.062279]	[105]	[32286678]	[32286676]
593_1459	chr17	38867528	38867928	+	1000	66.0	[13.902448]	[132]	[12.673135]	[130]	[38867759]	[38867757]
593_146	chr1	158686533	158686933	+	1000	253.0	[16.412586]	[130]	[11.111503, 9.818272]	[96, 128]	[158686755]	[158686721, 158686753]
593_1460	chr18	11361840	11362240	+	1000	66.0	[16.412586]	[119]	[7.0733485]	[117]	[11362056]	[11362054]
593_1461	chr18	22580197	22580597	+	1000	66.0	[16.412586, 11.977605]	[95, 112]	[10.945392]	[93]	[22580386, 22580403]	[22580384]
593_1462	chr19	6530635	6531035	+	1000	66.0	[]	[]	[11.296419]	[176]	[]	[6530884]
593_1464	chr22	20916773	20917173	+	1000	66.0	[6.6792603]	[93]	[12.146455]	[91]	[20916948]	[20916946]
593_1466	chr22	22109609	22110009	+	1000	66.0	[8.624022]	[94]	[]	[]	[22109790]	[]
593_1468	chr3	20657575	20657975	+	1000	66.0	[7.2059402]	[92]	[16.412586]	[90]	[20657762]	[20657760]
593_1470	chr3	45183287	45183687	+	1000	66.0	[9.716079]	[99]	[7.0273266, 13.902448]	[76, 97]	[45183484]	[45183461, 45183482]
593_1471	chr3	171197687	171198087	+	1000	66.0	[16.412586]	[116]	[7.2059402]	[114]	[171197890]	[171197888]
593_1473	chr6	16623035	16623435	+	1000	66.0	[]	[]	[16.412586]	[120]	[]	[16623234]
593_1475	chr7	44885536	44885936	+	1000	66.0	[16.412586]	[105]	[]	[]	[44885719]	[]
593_1476	chr8	71831266	71831666	+	1000	66.0	[9.716079]	[105]	[7.2059402]	[103]	[71831450]	[71831448]
593_1477	chr8	141055603	141056003	+	1000	66.0	[11.244649]	[121]	[]	[]	[141055810]	[]
593_1479	chrX	123475305	123475705	+	1000	66.0	[9.716079, 6.685174]	[83, 111]	[13.902448]	[81]	[123475484, 123475512]	[123475482]
593_1481	chr1	31100496	31100896	+	1000	65.0	[]	[]	[16.412586]	[95]	[]	[31100674]
593_1483	chr1	146377085	146377485	+	1000	65.0	[6.614336]	[101]	[]	[]	[146377285]	[]
593_1485	chr11	33342895	33343295	+	1000	65.0	[10.162996]	[97]	[16.412586, 7.8001075]	[95, 138]	[33343082]	[33343080, 33343123]
593_1488	chr12	121181201	121181601	+	1000	65.0	[7.0733485]	[111]	[16.412586]	[109]	[121181410]	[121181408]
593_1489	chr12	124636199	124636599	+	1000	65.0	[9.636316]	[122]	[16.412586]	[120]	[124636407]	[124636405]
593_149	chr5	78526970	78527370	+	1000	252.0	[7.8159575, 11.111503]	[137, 156]	[8.624022]	[109]	[78527189, 78527208]	[78527161]
593_1490	chr16	15988313	15988713	+	1000	65.0	[8.342637]	[102]	[]	[]	[15988505]	[]
593_1492	chr17	28266073	28266473	+	1000	65.0	[16.412586]	[86]	[10.162996]	[84]	[28266254]	[28266252]
593_1494	chr2	60414708	60415108	+	1000	65.0	[7.0733485]	[123]	[16.412586]	[121]	[60414912]	[60414910]
593_1496	chr2	172219171	172219571	+	1000	65.0	[7.0733485]	[127]	[16.412586]	[125]	[172219384]	[172219382]
593_1497	chr2	230910749	230911149	+	1000	65.0	[9.716079]	[106]	[13.902448]	[104]	[230910955]	[230910953]
593_1498	chr20	44962535	44962935	+	1000	65.0	[6.6792603, 7.260634]	[131, 139]	[6.685174, 16.412586, 8.011604]	[90, 129, 149]	[44962742, 44962750]	[44962701, 44962740, 44962760]
593_150	chr7	139118133	139118533	+	1000	252.0	[13.902448, 13.902448]	[94, 113]	[9.189399, 9.189399, 6.7600446]	[92, 111, 125]	[139118318, 139118337]	[139118316, 139118335, 139118349]
593_1502	chr3	16034197	16034597	+	1000	65.0	[6.6792603, 10.854122]	[59, 119]	[12.146455]	[57]	[16034350, 16034410]	[16034348]
593_1506	chr6	31563303	31563703	+	1000	65.0	[16.412586]	[178]	[9.818272]	[176]	[31563541]	[31563539]
593_1508	chr7	88682966	88683366	+	1000	65.0	[9.716079]	[151]	[13.902448]	[149]	[88683204]	[88683202]
593_1510	chr9	113455251	113455651	+	1000	65.0	[6.6792603]	[98]	[16.412586]	[96]	[113455445]	[113455443]
593_1511	chr1	94755661	94756061	+	1000	64.0	[16.412586]	[102]	[6.6792603]	[100]	[94755849]	[94755847]
593_1514	chr10	7956463	7956863	+	1000	64.0	[6.6792603]	[125]	[16.412586]	[123]	[7956678]	[7956676]
593_1516	chr11	124608158	124608558	+	1000	64.0	[13.902448]	[143]	[16.412586]	[141]	[124608385]	[124608383]
593_1517	chr16	23826527	23826927	+	1000	64.0	[6.7413754]	[87]	[]	[]	[23826698]	[]
593_152	chr14	34465240	34465640	+	1000	249.0	[16.412586]	[108]	[10.945392]	[106]	[34465436]	[34465434]
593_1521	chr17	45320851	45321251	+	1000	64.0	[9.342972, 10.945392]	[95, 147]	[8.342637, 10.854122, 13.45553]	[93, 116, 145]	[45321033, 45321085]	[45321031, 45321054, 45321083]
593_1523	chr18	25392207	25392607	+	1000	64.0	[9.818272]	[88]	[16.412586]	[86]	[25392393]	[25392391]
593_1527	chr3	170727070	170727470	+	1000	64.0	[7.915286, 6.3953323]	[117, 152]	[7.407627, 11.977605]	[85, 115]	[170727273, 170727308]	[170727241, 170727271]
593_1529	chr3	194556656	194557056	+	1000	64.0	[16.412586]	[103]	[7.2059402]	[101]	[194556857]	[194556855]
593_1530	chr4	56147466	56147866	+	1000	64.0	[7.2059402]	[115]	[16.412586]	[113]	[56147670]	[56147668]
593_1533	chr5	149321003	149321403	+	1000	64.0	[6.6750875]	[144]	[]	[]	[149321235]	[]
593_1535	chr6	7057578	7057978	+	1000	64.0	[16.412586, 8.154447]	[92, 142]	[13.902448]	[90]	[7057765, 7057815]	[7057763]
593_1536	chr6	13992603	13993003	+	1000	64.0	[13.45553, 7.9689574]	[117, 151]	[8.085031]	[149]	[13992802, 13992836]	[13992834]
593_1537	chr6	16215503	16215903	+	1000	64.0	[8.011604, 9.716079]	[97, 106]	[13.902448]	[104]	[16215692, 16215701]	[16215699]
593_1538	chr6	24493539	24493939	+	1000	64.0	[16.412586]	[114]	[10.030405]	[112]	[24493739]	[24493737]
593_1539	chr6	26025608	26026008	+	1000	64.0	[8.4563675]	[121]	[10.945392]	[119]	[26025829]	[26025827]
593_154	chr1	180057884	180058284	+	1000	247.0	[16.412586]	[117]	[7.0733485]	[115]	[180058096]	[180058094]
593_1540	chr6	52725854	52726254	+	1000	64.0	[8.4563675, 8.154447]	[78, 89]	[13.902448, 8.790712]	[76, 87]	[52726018, 52726029]	[52726016, 52726027]
593_1543	chr7	75663603	75664003	+	1000	64.0	[16.412586]	[111]	[10.030405]	[109]	[75663814]	[75663812]
593_1545	chr8	48076339	48076739	+	1000	64.0	[7.0733485]	[100]	[16.412586]	[98]	[48076535]	[48076533]
593_155	chr15	51228452	51228852	+	1000	247.0	[13.45553, 7.2059402]	[84, 137]	[7.2059402, 13.45553]	[82, 135]	[51228615, 51228668]	[51228613, 51228666]
593_1550	chr1	58883292	58883692	+	1000	63.0	[13.902448]	[90]	[8.588959]	[88]	[58883472]	[58883470]
593_1551	chr1	65232285	65232685	+	1000	63.0	[]	[]	[6.6148934]	[213]	[]	[65232534]
593_1553	chr1	143222050	143222450	+	1000	63.0	[]	[]	[8.038696]	[101]	[]	[143222250]
593_1558	chr14	23155271	23155671	+	1000	63.0	[7.915286]	[96]	[11.977605, 6.685174]	[94, 161]	[23155448]	[23155446, 23155513]
593_1559	chr16	58178954	58179354	+	1000	63.0	[16.412586]	[147]	[6.6792603]	[145]	[58179180]	[58179178]
593_1561	chr17	20934278	20934678	+	1000	63.0	[6.6792603]	[107]	[16.412586]	[105]	[20934476]	[20934474]
593_1562	chr17_KI270729v1_random	4370	4770	+	1000	63.0	[7.711474]	[172]	[7.260634, 7.260634]	[100, 170]	[4604]	[4532, 4602]
593_1566	chr22	22519515	22519915	+	1000	63.0	[8.342637]	[147]	[]	[]	[22519744]	[]
593_1569	chr4	5953560	5953960	+	1000	63.0	[16.412586, 13.902448]	[102, 122]	[13.902448, 12.540544]	[100, 120]	[5953755, 5953775]	[5953753, 5953773]
593_1570	chr4	24965627	24966027	+	1000	63.0	[12.235088, 16.412586]	[94, 104]	[7.2059402]	[102]	[24965820, 24965830]	[24965828]
593_1571	chr4	184711548	184711948	+	1000	63.0	[16.412586]	[114]	[7.0733485]	[112]	[184711756]	[184711754]
593_1575	chr7	25856631	25857031	+	1000	63.0	[16.412586]	[168]	[10.030405]	[166]	[25856862]	[25856860]
593_1576	chr9	98575661	98576061	+	1000	63.0	[16.412586]	[110]	[6.6792603]	[108]	[98575858]	[98575856]
593_158	chr1	58881519	58881919	+	1000	245.0	[7.2059402]	[84]	[16.412586]	[82]	[58881700]	[58881698]
593_1582	chr1	166616179	166616579	+	1000	62.0	[10.945392]	[139]	[16.412586]	[137]	[166616407]	[166616405]
593_1584	chr1	180563028	180563428	+	1000	62.0	[13.902448]	[91]	[8.062279]	[89]	[180563200]	[180563198]
593_1586	chr11	78181144	78181544	+	1000	62.0	[16.412586]	[82]	[7.0733485]	[80]	[78181315]	[78181313]
593_1588	chr13	25080816	25081216	+	1000	62.0	[16.412586]	[81]	[]	[]	[25080986]	[]
593_159	chr19	46731002	46731402	+	1000	244.0	[10.030405, 16.412586]	[71, 106]	[16.412586, 9.636316]	[69, 104]	[46731169, 46731204]	[46731167, 46731202]
593_1590	chr15	90979573	90979973	+	1000	62.0	[16.412586]	[116]	[6.6792603]	[114]	[90979776]	[90979774]
593_1593	chr17	50933446	50933846	+	1000	62.0	[9.57195]	[109]	[8.896054]	[107]	[50933631]	[50933629]
593_1594	chr17	57160590	57160990	+	1000	62.0	[7.2059402]	[137]	[16.412586]	[135]	[57160806]	[57160804]
593_1595	chr19	3521017	3521417	+	1000	62.0	[]	[]	[11.13416]	[126]	[]	[3521222]
593_1596	chr2	70686808	70687208	+	1000	62.0	[13.45553]	[157]	[13.902448]	[155]	[70687039]	[70687037]
593_1597	chr20	53789539	53789939	+	1000	62.0	[8.78628, 16.412586]	[118, 129]	[6.6750875, 6.6792603]	[116, 127]	[53789756, 53789767]	[53789754, 53789765]
593_1599	chr3	14278631	14279031	+	1000	62.0	[6.7231274, 9.189399]	[111, 125]	[7.394709, 13.902448]	[75, 123]	[14278831, 14278845]	[14278795, 14278843]
593_16	chr12	47775466	47775866	+	1000	633.0	[16.412586, 9.818272]	[91, 121]	[10.030405, 16.412586]	[89, 119]	[47775647, 47775677]	[47775645, 47775675]
593_160	chr8	120084550	120084950	+	1000	244.0	[13.902448]	[100]	[16.412586]	[98]	[120084740]	[120084738]
593_1600	chr3	43632169	43632569	+	1000	62.0	[7.2059402]	[124]	[16.412586]	[122]	[43632385]	[43632383]
593_1603	chr4	83962489	83962889	+	1000	62.0	[7.2059402, 11.111503]	[121, 144]	[16.412586]	[119]	[83962684, 83962707]	[83962682]
593_1604	chr5	75197707	75198107	+	1000	62.0	[6.3442454]	[143]	[]	[]	[75197932]	[]
593_1605	chr5	90604832	90605232	+	1000	62.0	[9.716079]	[130]	[10.945392]	[128]	[90605051]	[90605049]
593_1607	chr5	113531755	113532155	+	1000	62.0	[16.412586]	[98]	[7.2059402]	[96]	[113531949]	[113531947]
593_1609	chr6	2932263	2932663	+	1000	62.0	[16.412586]	[122]	[]	[]	[2932462]	[]
593_1611	chr9	130845803	130846203	+	1000	62.0	[7.9689574]	[215]	[8.085031]	[213]	[130846022]	[130846020]
593_1615	chr1	9300118	9300518	+	1000	61.0	[9.818272]	[96]	[16.412586]	[94]	[9300313]	[9300311]
593_1616	chr1	89890706	89891106	+	1000	61.0	[]	[]	[12.235088]	[122]	[]	[89890914]
593_1619	chr1	151069361	151069761	+	1000	61.0	[12.673135]	[137]	[6.6792603]	[135]	[151069590]	[151069588]
593_162	chr2	68287935	68288335	+	1000	243.0	[13.902448, 9.636316]	[95, 114]	[11.6737585, 12.673135]	[93, 112]	[68288122, 68288141]	[68288120, 68288139]
593_1620	chr1	212774591	212774991	+	1000	61.0	[16.412586]	[123]	[7.2059402]	[121]	[212774802]	[212774800]
593_1623	chr11	70203820	70204220	+	1000	61.0	[10.030405]	[94]	[13.45553]	[92]	[70204012]	[70204010]
593_1624	chr12	9673486	9673886	+	1000	61.0	[16.412586]	[113]	[10.030405]	[111]	[9673697]	[9673695]
593_1627	chr12	120751388	120751788	+	1000	61.0	[]	[]	[16.412586]	[89]	[]	[120751568]
593_1634	chr2	208586501	208586901	+	1000	61.0	[16.412586]	[113]	[7.0733485]	[111]	[208586713]	[208586711]
593_1635	chr21	45400968	45401368	+	1000	61.0	[11.999462]	[85]	[8.105562]	[83]	[45401146]	[45401144]
593_1637	chr22	40620459	40620859	+	1000	61.0	[9.716079]	[132]	[8.210046]	[103]	[40620685]	[40620656]
593_1638	chr3	5019505	5019905	+	1000	61.0	[8.127419]	[101]	[11.977605]	[99]	[5019680]	[5019678]
593_1639	chr3	43584102	43584502	+	1000	61.0	[16.412586]	[121]	[]	[]	[43584303]	[]
593_164	chr19	11064710	11065110	+	1000	241.0	[6.767894, 13.902448, 13.902448]	[59, 104, 135]	[16.412586, 16.412586]	[102, 133]	[11064861, 11064906, 11064937]	[11064904, 11064935]
593_1640	chr3	171524134	171524534	+	1000	61.0	[12.146455, 12.146455]	[93, 105]	[13.902448]	[91]	[171524319, 171524331]	[171524317]
593_1641	chr4	81913329	81913729	+	1000	61.0	[13.902448]	[105]	[16.412586]	[103]	[81913507]	[81913505]
593_1642	chr5	54090680	54091080	+	1000	61.0	[6.6792603]	[158]	[13.45553]	[156]	[54090917]	[54090915]
593_1645	chr6	70503801	70504201	+	1000	61.0	[7.0733485]	[140]	[16.412586]	[138]	[70504017]	[70504015]
593_1650	chr8	124629773	124630173	+	1000	61.0	[13.45553, 8.601364]	[66, 127]	[13.902448, 11.300851]	[64, 125]	[124629936, 124629997]	[124629934, 124629995]
593_1652	chr9	72839217	72839617	+	1000	61.0	[16.412586]	[117]	[10.945392]	[115]	[72839420]	[72839418]
593_1654	chrX	13254411	13254811	+	1000	61.0	[16.412586]	[137]	[7.1146708, 7.2059402]	[109, 135]	[13254638]	[13254610, 13254636]
593_1655	chrX	43604032	43604432	+	1000	61.0	[9.716079]	[153]	[6.264672, 13.902448]	[97, 151]	[43604260]	[43604204, 43604258]
593_1656	chr1	1817266	1817666	+	1000	60.0	[7.0733485]	[107]	[16.412586]	[105]	[1817464]	[1817462]
593_1657	chr1	24624281	24624681	+	1000	60.0	[7.0733485]	[136]	[16.412586]	[134]	[24624506]	[24624504]
593_1658	chr1	31944707	31945107	+	1000	60.0	[16.412586]	[161]	[]	[]	[31944946]	[]
593_166	chr10	5071721	5072121	+	1000	240.0	[10.945392]	[91]	[16.412586]	[89]	[5071910]	[5071908]
593_1662	chr1	179305413	179305813	+	1000	60.0	[7.2059402]	[110]	[16.412586]	[108]	[179305613]	[179305611]
593_1663	chr1	224852912	224853312	+	1000	60.0	[13.902448]	[115]	[12.146455]	[113]	[224853113]	[224853111]
593_1665	chr1	246305694	246306094	+	1000	60.0	[7.904591]	[124]	[]	[]	[246305890]	[]
593_1667	chr10	80767934	80768334	+	1000	60.0	[16.412586]	[111]	[13.902448]	[109]	[80768121]	[80768119]
593_1668	chr11	665752	666152	+	1000	60.0	[12.235088, 10.54713]	[114, 132]	[]	[]	[665963, 665981]	[]
593_1669	chr11	5928261	5928661	+	1000	60.0	[6.1916084]	[102]	[]	[]	[5928456]	[]
593_1670	chr11	9314714	9315114	+	1000	60.0	[11.977605]	[143]	[11.999462]	[141]	[9314939]	[9314937]
593_1672	chr13	102592489	102592889	+	1000	60.0	[16.412586]	[127]	[10.030405]	[125]	[102592693]	[102592691]
593_1674	chr17	58289874	58290274	+	1000	60.0	[16.412586]	[131]	[10.030405]	[129]	[58290068]	[58290066]
593_1679	chr2	70868982	70869382	+	1000	60.0	[16.412586]	[98]	[10.945392]	[96]	[70869171]	[70869169]
593_1680	chr2	111918467	111918867	+	1000	60.0	[13.902448]	[85]	[12.540544]	[83]	[111918651]	[111918649]
593_1682	chr2	166392994	166393394	+	1000	60.0	[12.235088]	[136]	[]	[]	[166393218]	[]
593_1684	chr21	45167649	45168049	+	1000	60.0	[7.2059402]	[127]	[16.412586]	[125]	[45167866]	[45167864]
593_1685	chr22	22877425	22877825	+	1000	60.0	[7.0770397]	[118]	[8.281695]	[116]	[22877634]	[22877632]
593_1686	chr22	38180037	38180437	+	1000	60.0	[]	[]	[11.85311]	[135]	[]	[38180230]
