#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPG_idr.fa CEBPG --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
582_1	chrM	12078	12478	+	1000	1345.0	[5.465889, 6.002267]	[92, 147]	[]	[]	[12259, 12314]	[]
582_11004	chr12	31714798	31715198	+	1000	48.0	[]	[]	[5.422971]	[225]	[]	[31715048]
582_11013	chr13	90897631	90898031	+	949	48.0	[9.742069]	[166]	[7.540198]	[165]	[90897852]	[90897851]
582_11031	chr17	601599	601999	+	1000	48.0	[5.8895617]	[83]	[]	[]	[601776]	[]
582_11034	chr17	45487658	45488058	+	1000	48.0	[6.266632]	[156]	[11.422971]	[155]	[45487853]	[45487852]
582_11043	chr19	28502878	28503278	+	939	48.0	[9.006994]	[134]	[]	[]	[28503095]	[]
582_11047	chr19	51680490	51680890	+	742	48.0	[10.636991]	[111]	[11.503221]	[110]	[51680662]	[51680661]
582_1105	chr19	50334118	50334518	+	1000	138.0	[6.9395094]	[94]	[]	[]	[50334312]	[]
582_11050	chr2	26640450	26640850	+	985	48.0	[11.390118]	[82]	[8.601925]	[81]	[26640632]	[26640631]
582_11052	chr2	43178897	43179297	+	1000	48.0	[5.621808]	[107]	[6.6965365]	[106]	[43179094]	[43179093]
582_11067	chr2	157441109	157441509	+	813	48.0	[5.830307]	[168]	[7.3027105]	[167]	[157441328]	[157441327]
582_11068	chr2	164432515	164432915	+	744	48.0	[5.5146813]	[96]	[]	[]	[164432711]	[]
582_11076	chr20	50728201	50728601	+	781	48.0	[11.422971]	[134]	[6.6739683, 6.0776796]	[133, 161]	[50728417]	[50728416, 50728444]
582_11078	chr21	10615996	10616396	+	1000	48.0	[8.79053]	[104]	[9.901916]	[103]	[10616177]	[10616176]
582_1108	chr22	21937775	21938175	+	1000	138.0	[10.902532]	[96]	[6.616287]	[103]	[21937969]	[21937976]
582_1109	chr3	16484136	16484536	+	1000	138.0	[15.617505]	[102]	[15.617505]	[101]	[16484338]	[16484337]
582_11098	chr3	25463819	25464219	+	1000	48.0	[10.636991]	[190]	[11.503221]	[189]	[25464059]	[25464058]
582_11108	chr4	31360787	31361187	+	924	48.0	[11.910557]	[146]	[5.7660985, 10.636991]	[68, 145]	[31361032]	[31360954, 31361031]
582_1111	chr5	61408499	61408899	+	1000	138.0	[5.7242174, 6.616287]	[135, 167]	[7.947534]	[134]	[61408678, 61408710]	[61408677]
582_11114	chr5	3460416	3460816	+	992	48.0	[9.901916]	[104]	[9.197866]	[103]	[3460615]	[3460614]
582_11116	chr5	42880623	42881023	+	655	48.0	[10.636991]	[141]	[11.910557]	[140]	[42880821]	[42880820]
582_1112	chr6	26216561	26216961	+	1000	138.0	[9.197866]	[103]	[9.901916]	[102]	[26216763]	[26216762]
582_11122	chr5	115843489	115843889	+	1000	48.0	[9.1358795]	[145]	[]	[]	[115843703]	[]
582_11124	chr5	141604276	141604676	+	994	48.0	[5.2940693]	[146]	[]	[]	[141604481]	[]
582_11131	chr6	21103701	21104101	+	1000	48.0	[5.9220176]	[101]	[]	[]	[21103886]	[]
582_11137	chr6	49027640	49028040	+	796	48.0	[11.910557]	[106]	[10.636991]	[105]	[49027840]	[49027839]
582_11138	chr6	95572045	95572445	+	1000	48.0	[5.5146813]	[97]	[]	[]	[95572215]	[]
582_11139	chr6	104226781	104227181	+	929	48.0	[]	[]	[5.9220176]	[122]	[]	[104226993]
582_11143	chr6	142844035	142844435	+	986	48.0	[11.910557]	[98]	[10.636991]	[97]	[142844218]	[142844217]
582_11144	chr6	143773538	143773938	+	996	48.0	[10.636991]	[104]	[11.910557]	[103]	[143773733]	[143773732]
582_11149	chr7	22663228	22663628	+	980	48.0	[5.5146813]	[102]	[]	[]	[22663415]	[]
582_11157	chr7	103660783	103661183	+	968	48.0	[10.1494055]	[114]	[7.540198]	[113]	[103660986]	[103660985]
582_11158	chr7	108120978	108121378	+	989	48.0	[10.495195, 5.3427215]	[86, 140]	[]	[]	[108121157, 108121211]	[]
582_1116	chrX	119206195	119206595	+	1000	138.0	[]	[]	[5.9220176]	[104]	[]	[119206399]
582_11163	chr7	133169142	133169542	+	1000	48.0	[]	[]	[6.7822714]	[110]	[]	[133169341]
582_11164	chr7	135584394	135584794	+	1000	48.0	[]	[]	[5.5146813]	[68]	[]	[135584552]
582_1117	chr1	25247375	25247775	+	1000	137.5	[9.494579]	[75]	[]	[]	[25247546]	[]
582_11177	chr9	124615371	124615771	+	867	48.0	[7.046636, 5.830307]	[85, 152]	[10.3232355]	[84]	[124615534, 124615601]	[124615533]
582_11193	chr1	59292552	59292952	+	1000	47.5	[6.410001, 6.8953743]	[75, 108]	[6.6739683, 5.422971]	[74, 107]	[59292724, 59292757]	[59292723, 59292756]
582_11195	chr1	63407073	63407473	+	1000	47.5	[7.3027105]	[112]	[5.830307]	[111]	[63407245]	[63407244]
582_11207	chr1	180087083	180087483	+	998	47.5	[5.290447]	[183]	[]	[]	[180087326]	[]
582_1121	chr5	90983119	90983519	+	1000	137.5	[5.6604424]	[117]	[9.58615]	[116]	[90983317]	[90983316]
582_11216	chr1	237698714	237699114	+	953	47.5	[8.710281]	[296]	[5.873225]	[251]	[237698961]	[237698916]
582_11218	chr10	19332272	19332672	+	1000	47.5	[10.229654]	[120]	[11.910557]	[119]	[19332491]	[19332490]
582_1122	chr6	11143711	11144111	+	1000	137.5	[10.604535]	[130]	[15.210169]	[129]	[11143927]	[11143926]
582_11221	chr10	75469065	75469465	+	766	47.5	[5.476728]	[72]	[8.79053]	[71]	[75469234]	[75469233]
582_11226	chr11	60848744	60849144	+	947	47.5	[]	[]	[5.476728]	[122]	[]	[60848948]
582_11229	chr11	74641949	74642349	+	985	47.5	[5.9220176]	[87]	[]	[]	[74642122]	[]
582_11232	chr11	117042742	117043142	+	1000	47.5	[10.229654]	[122]	[11.910557]	[121]	[117042946]	[117042945]
582_11234	chr12	8057929	8058329	+	936	47.5	[7.540198]	[139]	[10.1494055]	[138]	[8058138]	[8058137]
582_11237	chr12	53624434	53624834	+	868	47.5	[6.584471]	[106]	[10.810822]	[105]	[53624624]	[53624623]
582_11240	chr13	49641925	49642325	+	936	47.5	[6.9977837]	[112]	[]	[]	[49642116]	[]
582_11249	chr14	63473447	63473847	+	1000	47.5	[5.9220176]	[100]	[]	[]	[63473643]	[]
582_11259	chr16	48332972	48333372	+	720	47.5	[11.166897]	[109]	[11.166897]	[108]	[48333170]	[48333169]
582_11264	chr17	40112945	40113345	+	1000	47.5	[6.6739683]	[114]	[11.422971]	[113]	[40113155]	[40113154]
582_11273	chr18	62717199	62717599	+	999	47.5	[9.623465]	[164]	[10.481071]	[163]	[62717423]	[62717422]
582_11274	chr19	4375777	4376177	+	982	47.5	[5.465889]	[137]	[]	[]	[4375972]	[]
582_11275	chr19	6273684	6274084	+	981	47.5	[]	[]	[7.3027105]	[127]	[]	[6273897]
582_11283	chr2	102511167	102511567	+	973	47.5	[7.947534]	[109]	[10.1494055]	[108]	[102511369]	[102511368]
582_11285	chr2	166257831	166258231	+	887	47.5	[11.910557]	[157]	[10.636991]	[156]	[166258050]	[166258049]
582_11288	chr2	180975560	180975960	+	936	47.5	[7.947534]	[112]	[10.1494055]	[111]	[180975771]	[180975770]
582_11291	chr2	226802543	226802943	+	968	47.5	[6.6739683]	[96]	[6.410001]	[95]	[226802724]	[226802723]
582_11293	chr2	237482601	237483001	+	996	47.5	[7.540198]	[139]	[5.7242174]	[138]	[237482780]	[237482779]
582_11310	chr3	128123903	128124303	+	1000	47.5	[10.116949]	[131]	[7.229295]	[130]	[128124120]	[128124119]
582_11312	chr3	152835293	152835693	+	977	47.5	[]	[]	[11.015635]	[141]	[]	[152835508]
582_11313	chr3	179260298	179260698	+	1000	47.5	[6.2118034]	[155]	[11.910557]	[154]	[179260484]	[179260483]
582_11315	chr4	48237967	48238367	+	895	47.5	[8.710281]	[132]	[5.9388933]	[131]	[48238192]	[48238191]
582_1132	chr18	22800544	22800944	+	1000	137.0	[15.617505]	[93]	[15.210169]	[92]	[22800736]	[22800735]
582_11323	chr5	36719278	36719678	+	1000	47.5	[11.503221]	[97]	[6.2118034]	[96]	[36719452]	[36719451]
582_11327	chr5	62424762	62425162	+	997	47.5	[5.9220176]	[129]	[]	[]	[62424968]	[]
582_11342	chr6	44966711	44967111	+	989	47.5	[11.422971]	[93]	[6.6739683]	[92]	[44966888]	[44966887]
582_11348	chr6	144583556	144583956	+	998	47.5	[7.947534, 6.0291443]	[98, 158]	[7.3027105, 10.1494055]	[75, 97]	[144583741, 144583801]	[144583718, 144583740]
582_11360	chr7	113071437	113071837	+	988	47.5	[]	[]	[5.9220176]	[174]	[]	[113071651]
582_11364	chr7	124801333	124801733	+	939	47.5	[6.8975863, 11.166897]	[97, 135]	[10.636991, 11.166897]	[96, 134]	[124801488, 124801526]	[124801487, 124801525]
582_11370	chr8	12795111	12795511	+	957	47.5	[10.704732]	[100]	[7.229295]	[99]	[12795302]	[12795301]
582_11373	chr8	66026427	66026827	+	1000	47.5	[10.229654]	[129]	[11.910557]	[128]	[66026639]	[66026638]
582_11377	chr8	105504524	105504924	+	851	47.5	[10.602323]	[106]	[10.810822]	[105]	[105504703]	[105504702]
582_11378	chr8	107703349	107703749	+	945	47.5	[9.216128]	[107]	[10.481071]	[106]	[107703553]	[107703552]
582_11379	chr8	124269723	124270123	+	842	47.5	[10.902532]	[97]	[]	[]	[124269900]	[]
582_11382	chr9	112262506	112262906	+	827	47.5	[]	[]	[5.6231275]	[99]	[]	[112262694]
582_11388	chrX	11641315	11641715	+	750	47.5	[5.9220176]	[192]	[]	[]	[11641561]	[]
582_11390	chrX	72576458	72576858	+	992	47.5	[11.910557]	[150]	[10.229654]	[149]	[72576681]	[72576680]
582_11400	chr1	27005525	27005925	+	987	47.0	[5.9220176]	[99]	[]	[]	[27005720]	[]
582_11406	chr1	70410609	70411009	+	956	47.0	[8.79053]	[150]	[5.476728]	[149]	[70410779]	[70410778]
582_11407	chr1	71038196	71038596	+	797	47.0	[11.503221]	[173]	[10.636991]	[172]	[71038432]	[71038431]
582_11408	chr1	79902428	79902828	+	797	47.0	[11.654483]	[103]	[15.12992]	[102]	[79902618]	[79902617]
582_1141	chr12	46268777	46269177	+	1000	136.5	[9.377292]	[98]	[]	[]	[46268931]	[]
582_11415	chr1	176879709	176880109	+	994	47.0	[5.094671]	[119]	[]	[]	[176879927]	[]
582_11424	chr10	24706348	24706748	+	976	47.0	[6.191345, 11.503221]	[78, 92]	[10.636991]	[91]	[24706523, 24706537]	[24706536]
582_11428	chr10	69088842	69089242	+	854	47.0	[]	[]	[5.3587623]	[163]	[]	[69089093]
582_1143	chr14	22427666	22428066	+	1000	136.5	[10.602323, 7.3027105]	[113, 156]	[5.830307, 10.810822, 5.830307]	[99, 112, 155]	[22427869, 22427912]	[22427855, 22427868, 22427911]
582_11439	chr11	118791254	118791654	+	944	47.0	[]	[]	[5.873225]	[113]	[]	[118791466]
582_11440	chr12	14394613	14395013	+	926	47.0	[5.234844]	[109]	[9.4143305]	[108]	[14394820]	[14394819]
582_11445	chr12	89383177	89383577	+	723	47.0	[6.266632]	[123]	[11.422971]	[122]	[89383389]	[89383388]
582_11446	chr12	92398510	92398910	+	989	47.0	[]	[]	[5.830307]	[71]	[]	[92398673]
582_11449	chr12	110234721	110235121	+	986	47.0	[7.947534]	[165]	[10.1494055]	[164]	[110234957]	[110234956]
582_11452	chr13	43005869	43006269	+	974	47.0	[10.636991]	[108]	[11.910557]	[107]	[43006075]	[43006074]
582_11455	chr13	58721296	58721696	+	996	47.0	[15.12992]	[115]	[11.654483]	[114]	[58721504]	[58721503]
582_11461	chr13	91627562	91627962	+	978	47.0	[]	[]	[6.208951, 5.3427215]	[116, 131]	[]	[91627726, 91627741]
582_11464	chr13	103063385	103063785	+	948	47.0	[15.12992]	[100]	[11.247147]	[99]	[103063581]	[103063580]
582_11471	chr15	35750060	35750460	+	843	47.0	[]	[]	[5.9220176]	[101]	[]	[35750258]
582_11477	chr15	82709680	82710080	+	999	47.0	[5.873225]	[105]	[]	[]	[82709870]	[]
582_11479	chr16	5065309	5065709	+	766	47.0	[11.247147]	[140]	[15.12992]	[139]	[5065513]	[5065512]
582_11480	chr16	20883570	20883970	+	778	47.0	[11.503221]	[98]	[10.229654]	[97]	[20883765]	[20883764]
582_11481	chr16	21203384	21203784	+	907	47.0	[7.947534]	[128]	[10.1494055]	[127]	[21203591]	[21203590]
582_11492	chr17	66450572	66450972	+	1000	47.0	[15.12992]	[111]	[11.247147]	[110]	[66450772]	[66450771]
582_11493	chr17	68941810	68942210	+	915	47.0	[7.947534]	[145]	[5.7242174]	[144]	[68941982]	[68941981]
582_11494	chr17	69246635	69247035	+	983	47.0	[6.741709]	[105]	[11.166897]	[104]	[69246816]	[69246815]
582_11495	chr17	79501019	79501419	+	769	47.0	[9.623465]	[105]	[10.073735]	[104]	[79501224]	[79501223]
582_11511	chr2	65630671	65631071	+	934	47.0	[6.4773445]	[99]	[]	[]	[65630832]	[]
582_1154	chr12	53538341	53538741	+	1000	136.0	[5.9220176]	[96]	[]	[]	[53538535]	[]
582_11541	chr3	25380479	25380879	+	795	47.0	[10.810822]	[98]	[11.009659]	[97]	[25380672]	[25380671]
582_11544	chr3	79086616	79087016	+	977	47.0	[10.1494055, 6.186383]	[108, 128]	[7.947534, 7.0526123]	[107, 127]	[79086817, 79086837]	[79086816, 79086836]
582_11552	chr4	152909861	152910261	+	948	47.0	[11.910557, 6.0776796]	[117, 138]	[10.636991]	[116]	[152910073, 152910094]	[152910072]
582_11553	chr4	155190079	155190479	+	950	47.0	[]	[]	[5.9220176]	[144]	[]	[155190296]
582_11567	chr5	85759380	85759780	+	979	47.0	[11.247147]	[147]	[15.12992]	[146]	[85759606]	[85759605]
582_11568	chr5	94888661	94889061	+	997	47.0	[]	[]	[5.9220176]	[109]	[]	[94888862]
582_11569	chr5	97183183	97183583	+	939	47.0	[6.6739683]	[166]	[6.410001]	[165]	[97183423]	[97183422]
582_11577	chr5	154190226	154190626	+	954	47.0	[5.9966884]	[124]	[6.3856335]	[123]	[154190440]	[154190439]
582_11578	chr5	154849708	154850108	+	995	47.0	[6.8953743]	[111]	[5.830307, 5.5146813]	[110, 148]	[154849904]	[154849903, 154849941]
582_1158	chrX	16807940	16808340	+	1000	136.0	[10.810822]	[103]	[11.009659]	[102]	[16808140]	[16808139]
582_1159	chr1	110433724	110434124	+	1000	135.5	[9.494579]	[93]	[9.197866]	[92]	[110433915]	[110433914]
582_11592	chr6	72547006	72547406	+	895	47.0	[10.602323]	[110]	[10.810822]	[109]	[72547214]	[72547213]
582_11594	chr6	90351555	90351955	+	784	47.0	[5.830307]	[97]	[6.8953743]	[96]	[90351728]	[90351727]
582_11597	chr6	123676752	123677152	+	918	47.0	[5.9220176]	[159]	[]	[]	[123676984]	[]
582_11610	chr7	5063699	5064099	+	982	47.0	[11.009659]	[100]	[10.810822]	[99]	[5063896]	[5063895]
582_11612	chr7	12801138	12801538	+	948	47.0	[]	[]	[5.9220176]	[113]	[]	[12801338]
582_11615	chr7	27693735	27694135	+	934	47.0	[]	[]	[10.1494055]	[235]	[]	[27693983]
582_11617	chr7	37354715	37355115	+	972	47.0	[]	[]	[5.9220176]	[136]	[]	[37354938]
582_11642	chr9	83611445	83611845	+	914	47.0	[10.1494055]	[96]	[7.947534]	[95]	[83611629]	[83611628]
582_11651	chr9	134783573	134783973	+	606	47.0	[15.617505]	[110]	[11.192318]	[109]	[134783777]	[134783776]
582_11658	chr1	6359667	6360067	+	966	46.5	[]	[]	[6.8953743]	[180]	[]	[6359874]
582_11662	chr1	51690224	51690624	+	982	46.5	[]	[]	[6.9977837]	[112]	[]	[51690429]
582_11663	chr1	61132620	61133020	+	860	46.5	[11.422971]	[180]	[]	[]	[61132825]	[]
582_11664	chr1	69263819	69264219	+	792	46.5	[5.9220176]	[130]	[]	[]	[69264045]	[]
582_11666	chr1	89552751	89553151	+	872	46.5	[7.3027105]	[172]	[]	[]	[89552975]	[]
582_11678	chr1	217032666	217033066	+	958	46.5	[10.636991, 6.191345]	[101, 129]	[11.910557]	[100]	[217032860, 217032888]	[217032859]
582_11680	chr1	227355496	227355896	+	987	46.5	[10.636991]	[130]	[11.503221]	[129]	[227355726]	[227355725]
582_11684	chr10	4028864	4029264	+	974	46.5	[11.910557]	[87]	[10.636991]	[86]	[4029050]	[4029049]
582_11685	chr10	4030048	4030448	+	983	46.5	[5.9220176]	[107]	[]	[]	[4030242]	[]
582_11686	chr10	34378314	34378714	+	971	46.5	[10.636991]	[106]	[11.910557]	[105]	[34378481]	[34378480]
582_11689	chr10	50799253	50799653	+	595	46.5	[6.4424567]	[127]	[5.9220176]	[110]	[50799476]	[50799459]
582_11693	chr10	110503999	110504399	+	898	46.5	[6.3856335]	[104]	[10.602323]	[103]	[110504198]	[110504197]
582_11694	chr10	110872646	110873046	+	893	46.5	[]	[]	[6.6965365]	[133]	[]	[110872853]
582_11698	chr11	38678520	38678920	+	926	46.5	[9.197866]	[269]	[9.901916]	[268]	[38678706]	[38678705]
582_11699	chr11	60056279	60056679	+	919	46.5	[8.728543]	[143]	[6.110713]	[142]	[60056432]	[60056431]
582_11704	chr12	50932748	50933148	+	944	46.5	[]	[]	[5.873225]	[154]	[]	[50932965]
582_11708	chr12	100219301	100219701	+	980	46.5	[11.503221]	[140]	[10.636991]	[139]	[100219522]	[100219521]
582_1171	chr1	184051402	184051802	+	1000	135.0	[5.5146813]	[116]	[]	[]	[184051614]	[]
582_11710	chr12	104667201	104667601	+	969	46.5	[10.636991]	[113]	[11.503221]	[112]	[104667371]	[104667370]
582_11718	chr12	117212461	117212861	+	971	46.5	[6.5180492]	[227]	[9.1358795]	[226]	[117212706]	[117212705]
582_11725	chr13	91118733	91119133	+	670	46.5	[10.481071]	[151]	[5.4059596]	[171]	[91118944]	[91118964]
582_1173	chr15	99986244	99986644	+	1000	135.0	[]	[]	[5.9220176]	[95]	[]	[99986439]
582_1174	chr5	43009090	43009490	+	1000	135.0	[5.830307]	[195]	[7.3027105]	[194]	[43009284]	[43009283]
582_11740	chr16	82183013	82183413	+	908	46.5	[11.910557]	[116]	[10.636991]	[115]	[82183224]	[82183223]
582_11742	chr17	67365815	67366215	+	990	46.5	[9.216128]	[127]	[10.481071]	[126]	[67366039]	[67366038]
582_11756	chr2	23389084	23389484	+	969	46.5	[5.9220176]	[137]	[]	[]	[23389297]	[]
582_11757	chr2	39419251	39419651	+	939	46.5	[]	[]	[5.9220176]	[104]	[]	[39419454]
582_11758	chr2	47310049	47310449	+	961	46.5	[6.2118034]	[99]	[11.910557]	[98]	[47310236]	[47310235]
582_11764	chr2	105655252	105655652	+	973	46.5	[7.540198]	[121]	[10.1494055]	[120]	[105655462]	[105655461]
582_11766	chr2	126658033	126658433	+	798	46.5	[10.481071]	[102]	[9.623465]	[101]	[126658226]	[126658225]
582_11772	chr2	181910052	181910452	+	965	46.5	[]	[]	[10.1494055]	[121]	[]	[181910233]
582_11773	chr2	182597595	182597995	+	971	46.5	[10.495195]	[87]	[]	[]	[182597755]	[]
582_11776	chr2	219724523	219724923	+	859	46.5	[5.2940693]	[203]	[]	[]	[219724773]	[]
582_1178	chr9	95157469	95157869	+	1000	135.0	[11.247147]	[102]	[14.722584]	[101]	[95157669]	[95157668]
582_11780	chr20	53408670	53409070	+	990	46.5	[6.409603]	[99]	[5.3023133]	[98]	[53408863]	[53408862]
582_11781	chr21	24298108	24298508	+	836	46.5	[7.3027105]	[176]	[]	[]	[24298322]	[]
582_11782	chr21	38683253	38683653	+	786	46.5	[7.103873]	[85]	[6.0291443]	[84]	[38683436]	[38683435]
582_11784	chr21	42636541	42636941	+	952	46.5	[6.6739683, 11.654483]	[96, 150]	[11.422971, 10.704732]	[95, 149]	[42636737, 42636791]	[42636736, 42636790]
582_1180	chr1	52404252	52404652	+	1000	134.5	[]	[]	[6.374935]	[193]	[]	[52404478]
582_11817	chr4	183096286	183096686	+	946	46.5	[]	[]	[5.9220176]	[90]	[]	[183096475]
582_11820	chr5	89556253	89556653	+	816	46.5	[10.1494055]	[127]	[7.540198]	[126]	[89556466]	[89556465]
582_11823	chr5	127834625	127835025	+	971	46.5	[10.636991]	[106]	[11.910557]	[105]	[127834823]	[127834822]
582_11824	chr5	128919531	128919931	+	967	46.5	[10.902532]	[138]	[]	[]	[128919740]	[]
582_11836	chr6	28794590	28794990	+	972	46.5	[10.229654]	[110]	[7.485369]	[109]	[28794797]	[28794796]
582_11839	chr6	33018612	33019012	+	956	46.5	[10.1494055]	[121]	[7.947534]	[120]	[33018807]	[33018806]
582_11842	chr6	39566532	39566932	+	968	46.5	[11.910557]	[105]	[10.636991]	[104]	[39566731]	[39566730]
582_11847	chr6	100554179	100554579	+	979	46.5	[14.722584]	[107]	[11.654483]	[106]	[100554377]	[100554376]
582_1185	chr3	36907964	36908364	+	1000	134.5	[11.422971]	[92]	[]	[]	[36908153]	[]
582_11855	chr6	152863864	152864264	+	579	46.5	[6.4424567]	[242]	[]	[]	[152864018]	[]
582_1186	chr4	41938941	41939341	+	1000	134.5	[10.636991, 5.9220176]	[73, 84]	[11.503221]	[72]	[41939108, 41939119]	[41939107]
582_11860	chr7	26189175	26189575	+	903	46.5	[10.636991, 5.451308]	[92, 100]	[11.910557]	[91]	[26189344, 26189352]	[26189343]
582_11867	chr7	62313669	62314069	+	971	46.5	[]	[]	[5.9220176]	[89]	[]	[62313856]
582_11869	chr7	98495508	98495908	+	938	46.5	[]	[]	[5.9220176]	[118]	[]	[98495722]
582_11872	chr7	106252441	106252841	+	973	46.5	[]	[]	[7.4599485]	[156]	[]	[106252692]
582_11875	chr7	132837558	132837958	+	945	46.5	[11.422971]	[89]	[6.266632]	[88]	[132837735]	[132837734]
582_11878	chr7	156527659	156528059	+	985	46.5	[7.103873]	[98]	[6.0291443]	[97]	[156527853]	[156527852]
582_11891	chr8	129514257	129514657	+	940	46.5	[5.9220176]	[122]	[]	[]	[129514471]	[]
582_11892	chr9	37217163	37217563	+	673	46.5	[7.3027105]	[89]	[5.830307]	[88]	[37217347]	[37217346]
582_11895	chrX	25053088	25053488	+	977	46.5	[]	[]	[5.094671, 5.9220176]	[67, 118]	[]	[25053245, 25053296]
582_11906	chr1	52238891	52239291	+	936	46.0	[7.4599485, 9.197866]	[65, 99]	[5.476728]	[98]	[52239056, 52239090]	[52239089]
582_11910	chr1	94419219	94419619	+	903	46.0	[]	[]	[6.374935]	[162]	[]	[94419448]
582_11918	chr1	172909915	172910315	+	814	46.0	[]	[]	[5.5146813]	[83]	[]	[172910094]
582_1192	chr8	74863792	74864192	+	1000	134.5	[11.654483, 5.401315]	[101, 135]	[15.12992]	[100]	[74863993, 74864027]	[74863992]
582_11923	chr1	201916718	201917118	+	852	46.0	[11.390118]	[117]	[8.601925]	[116]	[201916924]	[201916923]
582_11925	chr1	207751258	207751658	+	953	46.0	[6.5180492]	[134]	[8.728543]	[133]	[207751424]	[207751423]
582_1194	chr2	101308682	101309082	+	1000	134.0	[8.601925, 15.617505]	[112, 148]	[6.96493, 10.604535]	[111, 147]	[101308883, 101308919]	[101308882, 101308918]
582_11944	chr11	35191066	35191466	+	792	46.0	[15.617505]	[105]	[11.192318]	[104]	[35191270]	[35191269]
582_11947	chr11	95608452	95608852	+	795	46.0	[]	[]	[9.494579]	[72]	[]	[95608620]
582_1195	chr22	22811015	22811415	+	1000	134.0	[6.641512]	[143]	[14.722584]	[142]	[22811227]	[22811226]
582_11950	chr11	114399807	114400207	+	874	46.0	[]	[]	[9.4143305]	[147]	[]	[114400051]
582_11955	chr12	24541188	24541588	+	909	46.0	[]	[]	[5.9220176]	[104]	[]	[24541381]
582_11962	chr12	113272090	113272490	+	934	46.0	[10.403485]	[128]	[11.009659]	[127]	[113272300]	[113272299]
582_11971	chr14	100405757	100406157	+	844	46.0	[5.9220176]	[102]	[]	[]	[100405946]	[]
582_11973	chr15	27389936	27390336	+	665	46.0	[9.623465]	[118]	[10.481071]	[117]	[27390141]	[27390140]
582_11976	chr15	49061105	49061505	+	915	46.0	[10.636991]	[135]	[11.910557]	[134]	[49061280]	[49061279]
582_11978	chr15	58223416	58223816	+	904	46.0	[5.9220176]	[132]	[]	[]	[58223627]	[]
582_11979	chr15	59094100	59094500	+	966	46.0	[11.910557]	[95]	[10.636991]	[94]	[59094279]	[59094278]
582_11982	chr16	1884049	1884449	+	930	46.0	[]	[]	[11.422971]	[171]	[]	[1884280]
582_11986	chr16	69520856	69521256	+	949	46.0	[5.9220176]	[175]	[]	[]	[69521042]	[]
582_11989	chr17	16286052	16286452	+	927	46.0	[9.006994]	[111]	[5.3023133]	[72]	[16286260]	[16286221]
582_11993	chr17	51257677	51258077	+	964	46.0	[10.495195]	[105]	[6.186383]	[69]	[51257870]	[51257834]
582_11995	chr17	75855401	75855801	+	866	46.0	[11.247147]	[131]	[10.116949]	[130]	[75855615]	[75855614]
582_11996	chr17	77685230	77685630	+	946	46.0	[15.617505]	[101]	[15.617505]	[100]	[77685389]	[77685388]
582_11997	chr18	30765228	30765628	+	920	46.0	[6.055884, 10.636991]	[109, 162]	[5.4184074, 9.623465, 11.910557]	[86, 108, 161]	[30765411, 30765464]	[30765388, 30765410, 30765463]
582_11999	chr18	41690337	41690737	+	972	46.0	[15.617505]	[96]	[15.617505]	[95]	[41690530]	[41690529]
582_1200	chr7	27071498	27071898	+	1000	134.0	[11.910557]	[117]	[10.229654]	[116]	[27071711]	[27071710]
582_12006	chr2	19785477	19785877	+	749	46.0	[5.830307]	[171]	[7.3027105]	[170]	[19785679]	[19785678]
582_12009	chr2	43221530	43221930	+	832	46.0	[]	[]	[5.1364346]	[161]	[]	[43221754]
582_12015	chr2	135742412	135742812	+	887	46.0	[]	[]	[5.9388933]	[152]	[]	[135742608]
582_12016	chr2	144996223	144996623	+	971	46.0	[11.654483]	[106]	[10.704732]	[105]	[144996423]	[144996422]
582_12037	chr22	22878024	22878424	+	955	46.0	[7.6831694]	[145]	[]	[]	[22878241]	[]
582_1204	chrX	48279074	48279474	+	1000	134.0	[11.910557]	[96]	[10.636991, 6.7822714]	[95, 137]	[48279249]	[48279248, 48279290]
582_12056	chr3	178097497	178097897	+	942	46.0	[11.910557]	[135]	[10.636991]	[134]	[178097717]	[178097716]
582_12065	chr5	17405030	17405430	+	963	46.0	[6.5180492]	[232]	[9.1358795]	[231]	[17405277]	[17405276]
582_12067	chr5	38559375	38559775	+	863	46.0	[6.0291443, 7.103873, 7.947534]	[102, 122, 170]	[5.621808, 10.1494055]	[121, 169]	[38559550, 38559570, 38559618]	[38559569, 38559617]
