#PeakID(python scan_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_10240	chr12	92233352	92233752	+	1000	115.0	[4.611834, 4.611834]	[54, 111]	[4.611834, 8.356634]	[54, 111]	[92233504, 92233561]	[92233504, 92233561]
345_10242	chr12	104593411	104593811	+	1000	115.0	[4.611834, 4.611834]	[97, 104]	[9.465482, 4.611834]	[97, 104]	[104593605, 104593612]	[104593605, 104593612]
345_10243	chr12	121383754	121384154	+	1000	115.0	[4.611834, 4.611834, 4.611834]	[82, 143, 159]	[4.611834, 5.088419, 4.611834]	[82, 143, 159]	[121383926, 121383987, 121384003]	[121383926, 121383987, 121384003]
345_10244	chr12	124649025	124649425	+	1000	115.0	[4.611834, 4.611834]	[138, 152]	[4.611834, 4.611834]	[138, 152]	[124649246, 124649260]	[124649246, 124649260]
345_10245	chr12	131576716	131577116	+	1000	115.0	[5.088419, 5.088419]	[59, 90]	[4.611834, 4.611834]	[59, 90]	[131576873, 131576904]	[131576873, 131576904]
345_10247	chr13	32496553	32496953	+	1000	115.0	[4.611834, 4.611834]	[105, 127]	[4.611834, 4.611834]	[105, 127]	[32496751, 32496773]	[32496751, 32496773]
345_10249	chr13	51957506	51957906	+	1000	115.0	[11.270045, 4.611834, 5.088419]	[96, 114, 142]	[11.270045, 4.611834, 4.611834]	[96, 114, 142]	[51957696, 51957714, 51957742]	[51957696, 51957714, 51957742]
345_1025	chr3	196108256	196108656	+	1000	541.0	[4.611834]	[107]	[4.611834]	[107]	[196108461]	[196108461]
345_10252	chr14	77812720	77813120	+	1000	115.0	[4.611834]	[77]	[4.611834]	[77]	[77812885]	[77812885]
345_10254	chr15	56293909	56294309	+	1000	115.0	[4.611834, 4.611834]	[71, 120]	[5.088419, 9.465482]	[71, 120]	[56294074, 56294123]	[56294074, 56294123]
345_10258	chr16	85328202	85328602	+	1000	115.0	[4.611834, 4.611834]	[97, 118]	[4.611834, 4.611834]	[97, 118]	[85328389, 85328410]	[85328389, 85328410]
345_10259	chr17	39667488	39667888	+	1000	115.0	[4.611834, 4.611834]	[80, 110]	[4.611834, 4.611834]	[80, 110]	[39667665, 39667695]	[39667665, 39667695]
345_1026	chr6	108559018	108559418	+	1000	541.0	[4.611834]	[59]	[4.611834]	[59]	[108559171]	[108559171]
345_10263	chr17	75627806	75628206	+	1000	115.0	[4.611834]	[57]	[4.611834]	[57]	[75627963]	[75627963]
345_10264	chr17	76845542	76845942	+	1000	115.0	[4.611834, 4.611834]	[138, 145]	[4.611834, 4.611834]	[138, 145]	[76845779, 76845786]	[76845779, 76845786]
345_10265	chr17	81512567	81512967	+	1000	115.0	[4.611834, 4.611834]	[132, 139]	[4.611834, 4.611834]	[132, 139]	[81512779, 81512786]	[81512779, 81512786]
345_10266	chr17	81932292	81932692	+	1000	115.0	[8.356634]	[68]	[4.611834]	[68]	[81932459]	[81932459]
345_10267	chr18	57832690	57833090	+	1000	115.0	[9.465482]	[168]	[4.611834]	[168]	[57832922]	[57832922]
345_1027	chr9	122254246	122254646	+	1000	541.0	[4.611834, 4.611834, 4.611834]	[118, 137, 140]	[9.465482, 4.611834, 4.611834]	[118, 137, 140]	[122254464, 122254483, 122254486]	[122254464, 122254483, 122254486]
345_10270	chr19	18386031	18386431	+	1000	115.0	[9.465482]	[122]	[4.611834]	[122]	[18386226]	[18386226]
345_10271	chr19	44753278	44753678	+	1000	115.0	[11.270045, 4.611834, 11.270045]	[68, 75, 116]	[11.270045, 4.611834, 11.270045]	[68, 75, 116]	[44753434, 44753441, 44753482]	[44753434, 44753441, 44753482]
345_10272	chr1_KI270711v1_random	9096	9496	+	1000	115.0	[5.088419]	[132]	[4.611834]	[132]	[9327]	[9327]
345_10273	chr2	14716312	14716712	+	1000	115.0	[4.611834]	[118]	[9.465482]	[118]	[14716513]	[14716513]
345_10274	chr2	26342979	26343379	+	1000	115.0	[4.611834, 4.611834]	[66, 99]	[4.611834, 4.611834]	[66, 99]	[26343135, 26343168]	[26343135, 26343168]
345_10275	chr2	70010327	70010727	+	1000	115.0	[4.611834]	[77]	[4.611834]	[77]	[70010495]	[70010495]
345_10276	chr2	96819196	96819596	+	1000	115.0	[4.611834]	[96]	[4.611834]	[96]	[96819384]	[96819384]
345_10278	chr2	119175511	119175911	+	1000	115.0	[4.611834]	[70]	[4.611834]	[70]	[119175679]	[119175679]
345_10279	chr2	138474140	138474540	+	1000	115.0	[4.611834]	[144]	[8.356634]	[144]	[138474376]	[138474376]
345_1028	chr1	226009552	226009952	+	1000	540.0	[9.465482]	[69]	[4.611834]	[69]	[226009716]	[226009716]
345_10283	chr20	16261876	16262276	+	1000	115.0	[9.465482, 4.611834]	[121, 144]	[4.611834, 4.611834]	[121, 144]	[16262094, 16262117]	[16262094, 16262117]
345_10284	chr20	35208203	35208603	+	1000	115.0	[4.611834]	[123]	[9.465482]	[123]	[35208422]	[35208422]
345_10285	chr20	45832588	45832988	+	1000	115.0	[11.270045, 4.611834, 4.611834]	[87, 116, 145]	[11.270045, 4.611834, 4.611834]	[87, 116, 145]	[45832771, 45832800, 45832829]	[45832771, 45832800, 45832829]
345_10286	chr20	47487226	47487626	+	1000	115.0	[9.465482, 4.611834]	[80, 124]	[4.611834, 4.611834]	[80, 124]	[47487406, 47487450]	[47487406, 47487450]
345_10287	chr20	56420047	56420447	+	1000	115.0	[4.611834]	[79]	[4.611834]	[79]	[56420221]	[56420221]
345_10288	chr21	9780571	9780971	+	1000	115.0	[11.270045]	[65]	[11.270045]	[65]	[9780734]	[9780734]
345_10289	chr22	21620002	21620402	+	1000	115.0	[4.611834]	[131]	[4.611834]	[131]	[21620230]	[21620230]
345_1029	chr15	45049170	45049570	+	1000	540.0	[4.611834]	[76]	[4.611834]	[76]	[45049343]	[45049343]
345_10290	chr3	52128151	52128551	+	1000	115.0	[4.611834, 4.611834]	[81, 86]	[4.611834, 4.611834]	[81, 86]	[52128322, 52128327]	[52128322, 52128327]
345_10292	chr3	58899472	58899872	+	1000	115.0	[4.611834]	[68]	[4.611834]	[68]	[58899639]	[58899639]
345_10293	chr3	153980274	153980674	+	1000	115.0	[4.611834, 4.611834]	[100, 130]	[8.356634, 4.611834]	[100, 130]	[153980469, 153980499]	[153980469, 153980499]
345_10294	chr3	179336330	179336730	+	1000	115.0	[4.611834]	[107]	[4.611834]	[107]	[179336532]	[179336532]
345_10295	chr3	196048515	196048915	+	1000	115.0	[5.088419]	[87]	[4.611834]	[87]	[196048687]	[196048687]
345_10296	chr3	196386023	196386423	+	1000	115.0	[4.611834]	[161]	[4.611834]	[161]	[196386246]	[196386246]
345_10297	chr4	4601970	4602370	+	1000	115.0	[11.270045, 4.611834]	[90, 110]	[11.270045, 4.611834]	[90, 110]	[4602150, 4602170]	[4602150, 4602170]
345_10298	chr4	38242745	38243145	+	1000	115.0	[5.088419, 9.465482]	[136, 149]	[4.611834, 4.611834]	[136, 149]	[38242977, 38242990]	[38242977, 38242990]
345_10299	chr4	49322620	49323020	+	1000	115.0	[4.611834, 4.611834]	[109, 137]	[4.611834, 4.611834]	[109, 137]	[49322828, 49322856]	[49322828, 49322856]
345_103	chr19	18544017	18544417	+	1000	736.0	[4.611834, 4.611834]	[58, 98]	[4.611834, 4.611834]	[58, 98]	[18544170, 18544210]	[18544170, 18544210]
345_1030	chr5	178683751	178684151	+	1000	540.0	[4.611834, 4.611834]	[64, 95]	[5.088419, 4.611834]	[64, 95]	[178683912, 178683943]	[178683912, 178683943]
345_10300	chr4	88158794	88159194	+	1000	115.0	[4.611834]	[129]	[4.611834]	[129]	[88159011]	[88159011]
345_10302	chr4	152937549	152937949	+	1000	115.0	[11.270045]	[123]	[11.270045]	[123]	[152937770]	[152937770]
345_10306	chr5	65810147	65810547	+	1000	115.0	[8.356634]	[153]	[4.611834]	[153]	[65810397]	[65810397]
345_10308	chr5	122112049	122112449	+	1000	115.0	[4.611834, 4.611834]	[101, 111]	[9.465482, 4.611834]	[101, 111]	[122112242, 122112252]	[122112242, 122112252]
345_10309	chr6	32140382	32140782	+	1000	115.0	[4.611834, 4.611834, 11.270045]	[77, 91, 126]	[4.611834, 4.611834, 11.270045]	[77, 91, 126]	[32140556, 32140570, 32140605]	[32140556, 32140570, 32140605]
345_1031	chr1	26287004	26287404	+	1000	539.0	[9.465482, 11.270045, 4.611834]	[75, 103, 106]	[4.611834, 11.270045, 4.611834]	[75, 103, 106]	[26287176, 26287204, 26287207]	[26287176, 26287204, 26287207]
345_10310	chr6	34714660	34715060	+	1000	115.0	[4.611834, 4.611834]	[78, 93]	[4.611834, 8.356634]	[78, 93]	[34714830, 34714845]	[34714830, 34714845]
345_10312	chr6	116631404	116631804	+	1000	115.0	[4.611834, 4.611834]	[103, 142]	[4.611834, 5.088419]	[103, 142]	[116631600, 116631639]	[116631600, 116631639]
345_10313	chr6	135098255	135098655	+	1000	115.0	[4.611834]	[112]	[4.611834]	[112]	[135098466]	[135098466]
345_10314	chr7	16657920	16658320	+	1000	115.0	[4.611834, 4.611834]	[71, 116]	[4.611834, 9.465482]	[71, 116]	[16658086, 16658131]	[16658086, 16658131]
345_10316	chr7	139852901	139853301	+	1000	115.0	[11.270045]	[63]	[11.270045]	[63]	[139853052]	[139853052]
345_10317	chr7	149719949	149720349	+	1000	115.0	[4.611834]	[59]	[4.611834]	[59]	[149720104]	[149720104]
345_10318	chr8	15683800	15684200	+	1000	115.0	[11.270045]	[121]	[11.270045]	[121]	[15684012]	[15684012]
345_10319	chr8	101587150	101587550	+	1000	115.0	[4.611834]	[135]	[4.611834]	[135]	[101587358]	[101587358]
345_10320	chr8	130313327	130313727	+	1000	115.0	[4.611834]	[143]	[4.611834]	[143]	[130313570]	[130313570]
345_10321	chr9	87760531	87760931	+	1000	115.0	[5.088419]	[115]	[4.611834]	[115]	[87760739]	[87760739]
345_10324	chrX	149804114	149804514	+	1000	115.0	[9.465482]	[107]	[4.611834]	[107]	[149804316]	[149804316]
345_10325	chr1	6561870	6562270	+	1000	114.0	[4.611834, 11.270045]	[89, 95]	[4.611834, 11.270045]	[89, 95]	[6562055, 6562061]	[6562055, 6562061]
345_10326	chr1	8703378	8703778	+	1000	114.0	[11.270045, 4.611834]	[67, 135]	[11.270045, 4.611834]	[67, 135]	[8703534, 8703602]	[8703534, 8703602]
345_10327	chr1	10510876	10511276	+	1000	114.0	[4.611834, 4.611834, 4.611834, 4.611834]	[70, 109, 114, 117]	[4.611834, 4.611834, 4.611834, 4.611834]	[70, 109, 114, 117]	[10511044, 10511083, 10511088, 10511091]	[10511044, 10511083, 10511088, 10511091]
345_10328	chr1	15475723	15476123	+	1000	114.0	[9.465482, 8.356634]	[76, 137]	[4.611834, 4.611834]	[76, 137]	[15475896, 15475957]	[15475896, 15475957]
345_10329	chr1	19113311	19113711	+	1000	114.0	[4.611834]	[161]	[9.465482]	[161]	[19113556]	[19113556]
345_1033	chr11	75031374	75031774	+	1000	539.0	[4.611834]	[145]	[4.611834]	[145]	[75031616]	[75031616]
345_10333	chr1	150162986	150163386	+	1000	114.0	[4.611834]	[135]	[4.611834]	[135]	[150163221]	[150163221]
345_10334	chr1	168402477	168402877	+	1000	114.0	[11.270045, 4.611834]	[68, 76]	[11.270045, 4.611834]	[68, 76]	[168402641, 168402649]	[168402641, 168402649]
345_10335	chr1	200676802	200677202	+	1000	114.0	[9.465482]	[91]	[4.611834]	[91]	[200676986]	[200676986]
345_10336	chr1	214326404	214326804	+	1000	114.0	[4.611834]	[72]	[4.611834]	[72]	[214326573]	[214326573]
345_10338	chr10	3740319	3740719	+	1000	114.0	[11.270045, 4.611834]	[68, 113]	[11.270045, 4.611834]	[68, 113]	[3740482, 3740527]	[3740482, 3740527]
345_10339	chr10	49225093	49225493	+	1000	114.0	[4.611834, 4.611834]	[68, 84]	[4.611834, 4.611834]	[68, 84]	[49225257, 49225273]	[49225257, 49225273]
345_1034	chr20	43538528	43538928	+	1000	539.0	[4.611834, 4.611834]	[60, 96]	[8.356634, 4.611834]	[60, 96]	[43538681, 43538717]	[43538681, 43538717]
345_10341	chr10	91312339	91312739	+	1000	114.0	[4.611834]	[68]	[9.465482]	[68]	[91312496]	[91312496]
345_10344	chr12	75938198	75938598	+	1000	114.0	[9.465482, 11.270045]	[63, 128]	[4.611834, 11.270045]	[63, 128]	[75938356, 75938421]	[75938356, 75938421]
345_10346	chr12	113669871	113670271	+	1000	114.0	[4.611834, 11.270045]	[60, 114]	[4.611834, 11.270045]	[60, 114]	[113670031, 113670085]	[113670031, 113670085]
345_10347	chr12	123860380	123860780	+	1000	114.0	[11.270045]	[96]	[11.270045]	[96]	[123860576]	[123860576]
345_10348	chr13	39401751	39402151	+	1000	114.0	[9.465482]	[133]	[4.611834]	[133]	[39401961]	[39401961]
345_10349	chr15	39396929	39397329	+	1000	114.0	[9.465482]	[108]	[4.611834]	[108]	[39397136]	[39397136]
345_1035	chr21	35483200	35483600	+	1000	539.0	[4.611834, 4.611834]	[67, 126]	[4.611834, 4.611834]	[67, 126]	[35483366, 35483425]	[35483366, 35483425]
345_10350	chr15	63896755	63897155	+	1000	114.0	[4.611834, 4.611834, 9.465482, 4.611834]	[102, 138, 141, 147]	[8.356634, 4.611834, 4.611834, 4.611834]	[102, 138, 141, 147]	[63896953, 63896989, 63896992, 63896998]	[63896953, 63896989, 63896992, 63896998]
345_10352	chr16	70083951	70084351	+	1000	114.0	[9.465482]	[73]	[4.611834]	[73]	[70084121]	[70084121]
345_10354	chr17	29677810	29678210	+	1000	114.0	[4.611834, 9.465482, 4.611834]	[69, 116, 126]	[4.611834, 4.611834, 4.611834]	[69, 116, 126]	[29677976, 29678023, 29678033]	[29677976, 29678023, 29678033]
345_10355	chr17	38460306	38460706	+	1000	114.0	[9.465482, 4.611834, 4.611834]	[69, 132, 139]	[4.611834, 4.611834, 4.611834]	[69, 132, 139]	[38460470, 38460533, 38460540]	[38460470, 38460533, 38460540]
345_10356	chr17	76256320	76256720	+	1000	114.0	[5.088419]	[142]	[4.611834]	[142]	[76256553]	[76256553]
345_10359	chr18	36950251	36950651	+	1000	114.0	[4.611834, 5.088419]	[80, 145]	[4.611834, 4.611834]	[80, 145]	[36950425, 36950490]	[36950425, 36950490]
345_1036	chr6	26297034	26297434	+	1000	539.0	[11.270045]	[104]	[11.270045]	[104]	[26297233]	[26297233]
345_10360	chr19	18318204	18318604	+	1000	114.0	[11.270045]	[138]	[11.270045]	[138]	[18318436]	[18318436]
345_10362	chr2	8965559	8965959	+	1000	114.0	[4.611834]	[132]	[8.356634]	[132]	[8965791]	[8965791]
345_10363	chr2	16746824	16747224	+	1000	114.0	[4.611834]	[142]	[4.611834]	[142]	[16747063]	[16747063]
345_10367	chr2	144359067	144359467	+	1000	114.0	[4.611834, 4.611834]	[103, 127]	[4.611834, 4.611834]	[103, 127]	[144359266, 144359290]	[144359266, 144359290]
345_10368	chr2	171414625	171415025	+	1000	114.0	[4.611834]	[138]	[9.465482]	[138]	[171414851]	[171414851]
345_10369	chr20	41150691	41151091	+	1000	114.0	[4.611834]	[109]	[9.465482]	[109]	[41150892]	[41150892]
345_1037	chr1	52614045	52614445	+	1000	538.0	[9.465482]	[142]	[4.611834]	[142]	[52614287]	[52614287]
345_10370	chr20	46599226	46599626	+	1000	114.0	[5.088419]	[144]	[4.611834]	[144]	[46599461]	[46599461]
345_10371	chr21	38853622	38854022	+	1000	114.0	[4.611834]	[84]	[9.465482]	[84]	[38853804]	[38853804]
345_10372	chr22	20858675	20859075	+	1000	114.0	[8.356634, 4.611834]	[96, 139]	[4.611834, 4.611834]	[96, 139]	[20858835, 20858878]	[20858835, 20858878]
345_10374	chr22	46239695	46240095	+	1000	114.0	[4.611834, 4.611834]	[102, 116]	[9.465482, 4.611834]	[102, 116]	[46239890, 46239904]	[46239890, 46239904]
345_10375	chr3	4409295	4409695	+	1000	114.0	[4.611834, 9.465482]	[94, 105]	[4.611834, 4.611834]	[94, 105]	[4409473, 4409484]	[4409473, 4409484]
345_10377	chr3	97932408	97932808	+	1000	114.0	[4.611834, 8.356634]	[70, 106]	[4.611834, 4.611834]	[70, 106]	[97932569, 97932605]	[97932569, 97932605]
345_10379	chr3	126908695	126909095	+	1000	114.0	[4.611834]	[92]	[4.611834]	[92]	[126908872]	[126908872]
345_1038	chr11	63517179	63517579	+	1000	538.0	[4.611834]	[136]	[4.611834]	[136]	[63517413]	[63517413]
345_10384	chr4	158877059	158877459	+	1000	114.0	[5.088419]	[103]	[4.611834]	[103]	[158877251]	[158877251]
345_10385	chr5	53253574	53253974	+	1000	114.0	[9.465482]	[162]	[4.611834]	[162]	[53253819]	[53253819]
345_10387	chr5	74257753	74258153	+	1000	114.0	[4.611834]	[104]	[4.611834]	[104]	[74257955]	[74257955]
345_10388	chr5	78588501	78588901	+	1000	114.0	[4.611834]	[132]	[9.465482]	[132]	[78588729]	[78588729]
345_10390	chr5	170306405	170306805	+	1000	114.0	[4.611834]	[79]	[4.611834]	[79]	[170306568]	[170306568]
345_10392	chr6	30914818	30915218	+	1000	114.0	[4.611834]	[135]	[4.611834]	[135]	[30915051]	[30915051]
345_10396	chr7	148987396	148987796	+	1000	114.0	[4.611834]	[111]	[4.611834]	[111]	[148987602]	[148987602]
345_10397	chr7	156608987	156609387	+	1000	114.0	[4.611834]	[118]	[4.611834]	[118]	[156609204]	[156609204]
345_104	chr14	31059569	31059969	+	1000	735.0	[11.270045, 11.270045, 4.611834]	[99, 114, 119]	[11.270045, 11.270045, 4.611834]	[99, 114, 119]	[31059764, 31059779, 31059784]	[31059764, 31059779, 31059784]
345_10400	chr8	79893571	79893971	+	1000	114.0	[4.611834]	[122]	[9.465482]	[122]	[79893791]	[79893791]
345_10401	chr8	126002640	126003040	+	1000	114.0	[8.356634]	[149]	[4.611834]	[149]	[126002881]	[126002881]
345_10402	chr9	127939442	127939842	+	1000	114.0	[4.611834, 4.611834]	[82, 114]	[4.611834, 4.611834]	[82, 114]	[127939623, 127939655]	[127939623, 127939655]
345_10406	chr1	22042752	22043152	+	1000	113.0	[4.611834, 5.088419, 4.611834]	[108, 124, 143]	[4.611834, 4.611834, 4.611834]	[108, 124, 143]	[22042958, 22042974, 22042993]	[22042958, 22042974, 22042993]
345_10409	chr1	113210249	113210649	+	1000	113.0	[4.611834, 4.611834]	[123, 170]	[8.356634, 4.611834]	[123, 170]	[113210445, 113210492]	[113210445, 113210492]
345_1041	chr17	62681452	62681852	+	1000	538.0	[11.270045]	[83]	[11.270045]	[83]	[62681634]	[62681634]
345_10411	chr1	156973394	156973794	+	1000	113.0	[4.611834]	[147]	[4.611834]	[147]	[156973638]	[156973638]
345_10413	chr1	185267292	185267692	+	1000	113.0	[11.270045, 4.611834, 4.611834]	[105, 112, 138]	[11.270045, 4.611834, 9.465482]	[105, 112, 138]	[185267489, 185267496, 185267522]	[185267489, 185267496, 185267522]
345_10417	chr10	74641643	74642043	+	1000	113.0	[4.611834]	[139]	[4.611834]	[139]	[74641877]	[74641877]
345_10418	chr10	79127136	79127536	+	1000	113.0	[4.611834, 4.611834]	[74, 103]	[4.611834, 4.611834]	[74, 103]	[79127303, 79127332]	[79127303, 79127332]
345_10419	chr10	102645831	102646231	+	1000	113.0	[11.270045, 4.611834]	[92, 113]	[11.270045, 4.611834]	[92, 113]	[102646019, 102646040]	[102646019, 102646040]
345_1042	chr19	516569	516969	+	1000	538.0	[4.611834]	[79]	[4.611834]	[79]	[516747]	[516747]
345_10420	chr10	109982117	109982517	+	1000	113.0	[11.270045, 4.611834, 4.611834]	[62, 98, 152]	[11.270045, 8.356634, 4.611834]	[62, 98, 152]	[109982277, 109982313, 109982367]	[109982277, 109982313, 109982367]
345_10421	chr11	64207398	64207798	+	1000	113.0	[4.611834, 4.611834]	[123, 131]	[4.611834, 4.611834]	[123, 131]	[64207605, 64207613]	[64207605, 64207613]
345_10422	chr11	82989221	82989621	+	1000	113.0	[4.611834, 8.356634, 11.270045]	[70, 101, 107]	[4.611834, 4.611834, 11.270045]	[70, 101, 107]	[82989387, 82989418, 82989424]	[82989387, 82989418, 82989424]
345_10424	chr12	76781274	76781674	+	1000	113.0	[4.611834]	[83]	[4.611834]	[83]	[76781452]	[76781452]
345_10428	chr14	100673030	100673430	+	1000	113.0	[4.611834, 4.611834, 9.465482, 4.611834]	[52, 86, 96, 150]	[4.611834, 4.611834, 4.611834, 4.611834]	[52, 86, 96, 150]	[100673182, 100673216, 100673226, 100673280]	[100673182, 100673216, 100673226, 100673280]
345_1043	chr19	10543533	10543933	+	1000	538.0	[4.611834, 4.611834]	[74, 79]	[4.611834, 4.611834]	[74, 79]	[10543704, 10543709]	[10543704, 10543709]
345_10430	chr16	18869015	18869415	+	1000	113.0	[4.611834, 4.611834]	[64, 97]	[4.611834, 9.465482]	[64, 97]	[18869176, 18869209]	[18869176, 18869209]
345_10431	chr16	30590325	30590725	+	1000	113.0	[9.465482]	[83]	[4.611834]	[83]	[30590497]	[30590497]
345_10433	chr16	57700793	57701193	+	1000	113.0	[4.611834]	[105]	[4.611834]	[105]	[57700995]	[57700995]
345_10434	chr17	16194293	16194693	+	1000	113.0	[4.611834]	[70]	[4.611834]	[70]	[16194462]	[16194462]
345_10435	chr17	35801852	35802252	+	1000	113.0	[5.088419]	[81]	[4.611834]	[81]	[35802006]	[35802006]
345_10438	chr19	44573660	44574060	+	1000	113.0	[4.611834, 11.270045]	[119, 127]	[4.611834, 11.270045]	[119, 127]	[44573874, 44573882]	[44573874, 44573882]
345_10439	chr19	52872972	52873372	+	1000	113.0	[9.465482, 4.611834]	[62, 82]	[4.611834, 8.356634]	[62, 82]	[52873133, 52873153]	[52873133, 52873153]
345_10440	chr2	46972423	46972823	+	1000	113.0	[4.611834, 11.270045]	[70, 96]	[4.611834, 11.270045]	[70, 96]	[46972591, 46972617]	[46972591, 46972617]
345_10441	chr2	176272856	176273256	+	1000	113.0	[4.611834]	[65]	[4.611834]	[65]	[176273017]	[176273017]
345_10442	chr2	217158900	217159300	+	1000	113.0	[4.611834, 4.611834, 4.611834]	[139, 152, 155]	[4.611834, 9.465482, 4.611834]	[139, 152, 155]	[217159129, 217159142, 217159145]	[217159129, 217159142, 217159145]
345_10444	chr20	41118171	41118571	+	1000	113.0	[4.611834, 4.611834]	[62, 111]	[4.611834, 4.611834]	[62, 111]	[41118327, 41118376]	[41118327, 41118376]
345_10445	chr20	43579999	43580399	+	1000	113.0	[5.088419, 4.611834]	[135, 141]	[4.611834, 4.611834]	[135, 141]	[43580222, 43580228]	[43580222, 43580228]
345_10446	chr20	53937177	53937577	+	1000	113.0	[4.611834]	[105]	[8.356634]	[105]	[53937377]	[53937377]
345_10449	chr21	45278632	45279032	+	1000	113.0	[11.270045, 5.088419]	[71, 99]	[11.270045, 4.611834]	[71, 99]	[45278802, 45278830]	[45278802, 45278830]
345_10450	chr22	21014686	21015086	+	1000	113.0	[4.611834, 4.611834, 4.611834, 11.270045]	[71, 74, 77, 114]	[4.611834, 4.611834, 4.611834, 11.270045]	[71, 74, 77, 114]	[21014843, 21014846, 21014849, 21014886]	[21014843, 21014846, 21014849, 21014886]
345_10451	chr3	4977495	4977895	+	1000	113.0	[11.270045, 4.611834]	[119, 138]	[11.270045, 4.611834]	[119, 138]	[4977697, 4977716]	[4977697, 4977716]
345_10453	chr3	36958626	36959026	+	1000	113.0	[4.611834]	[148]	[4.611834]	[148]	[36958865]	[36958865]
345_10454	chr3	42856047	42856447	+	1000	113.0	[4.611834, 9.465482]	[138, 147]	[9.465482, 4.611834]	[138, 147]	[42856279, 42856288]	[42856279, 42856288]
345_10456	chr3	108110975	108111375	+	1000	113.0	[9.465482, 4.611834]	[99, 109]	[4.611834, 8.356634]	[99, 109]	[108111166, 108111176]	[108111166, 108111176]
345_10457	chr3	124831593	124831993	+	1000	113.0	[4.611834]	[146]	[4.611834]	[146]	[124831820]	[124831820]
345_10460	chr3	184230170	184230570	+	1000	113.0	[4.611834]	[95]	[5.088419]	[95]	[184230364]	[184230364]
345_10461	chr4	8252680	8253080	+	1000	113.0	[4.611834]	[91]	[4.611834]	[91]	[8252861]	[8252861]
345_10462	chr4	51851604	51852004	+	1000	113.0	[9.465482]	[129]	[4.611834]	[129]	[51851818]	[51851818]
345_10463	chr4	68954103	68954503	+	1000	113.0	[4.611834]	[96]	[4.611834]	[96]	[68954297]	[68954297]
345_10464	chr4	85577254	85577654	+	1000	113.0	[9.465482]	[90]	[4.611834]	[90]	[85577439]	[85577439]
345_10465	chr4	96472230	96472630	+	1000	113.0	[4.611834, 11.270045]	[59, 118]	[9.465482, 11.270045]	[59, 118]	[96472382, 96472441]	[96472382, 96472441]
