#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2F6_idr.fa NR2F6 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
681_10528	chr22	46138331	46138731	+	1000	36.0	[11.531816, 9.540887]	[224, 233]	[9.075708]	[160]	[46138558, 46138567]	[46138494]
681_10529	chr22	46657330	46657730	+	1000	36.0	[8.66444, 13.574681]	[118, 125]	[]	[]	[46657533, 46657540]	[]
681_1053	chr19	13172417	13172817	+	1000	89.0	[7.554178, 7.2750764]	[121, 156]	[13.05917]	[112]	[13172624, 13172659]	[13172615]
681_10530	chr3	4995572	4995972	+	1000	36.0	[8.514302]	[104]	[]	[]	[4995735]	[]
681_10532	chr3	9786297	9786697	+	1000	36.0	[]	[]	[11.816733]	[101]	[]	[9786476]
681_10536	chr3	37229643	37230043	+	1000	36.0	[]	[]	[7.7873144]	[101]	[]	[37229820]
681_10538	chr3	39126543	39126943	+	1000	36.0	[10.822892, 6.9824934, 7.775529]	[113, 145, 168]	[]	[]	[39126734, 39126766, 39126789]	[]
681_1054	chr19	16258372	16258772	+	1000	89.0	[]	[]	[10.016101]	[108]	[]	[16258571]
681_10540	chr3	45841778	45842178	+	1000	36.0	[]	[]	[7.294452]	[178]	[]	[45842026]
681_10542	chr3	46866687	46867087	+	1000	36.0	[10.225179]	[116]	[]	[]	[46866881]	[]
681_10545	chr3	47725648	47726048	+	1000	36.0	[]	[]	[10.016101]	[102]	[]	[47725844]
681_10546	chr3	47743014	47743414	+	1000	36.0	[]	[]	[8.9727955]	[91]	[]	[47743181]
681_10549	chr3	53071993	53072393	+	745	36.0	[]	[]	[8.164407]	[131]	[]	[53072197]
681_10550	chr3	72590717	72591117	+	1000	36.0	[6.8738375, 9.540887, 10.466044]	[107, 119, 126]	[]	[]	[72590924, 72590936, 72590943]	[]
681_10552	chr3	139299437	139299837	+	1000	36.0	[]	[]	[8.478332]	[209]	[]	[139299652]
681_10556	chr3	153038716	153039116	+	1000	36.0	[10.016101]	[171]	[]	[]	[153038933]	[]
681_10557	chr3	156674134	156674534	+	975	36.0	[]	[]	[7.3238416]	[173]	[]	[156674375]
681_1056	chr22	17171134	17171534	+	1000	89.0	[]	[]	[7.730097, 12.716828]	[117, 133]	[]	[17171345, 17171361]
681_10562	chr4	37648107	37648507	+	824	36.0	[]	[]	[15.375314]	[168]	[]	[37648344]
681_10565	chr4	55637218	55637618	+	1000	36.0	[6.9793944]	[82]	[7.563146, 9.075708]	[94, 114]	[55637400]	[55637412, 55637432]
681_10568	chr4	72689915	72690315	+	1000	36.0	[]	[]	[12.716828]	[152]	[]	[72690160]
681_10572	chr4	80466605	80467005	+	560	36.0	[7.2750764]	[108]	[]	[]	[80466786]	[]
681_10575	chr4	99949067	99949467	+	1000	36.0	[7.8757257]	[179]	[]	[]	[99949269]	[]
681_10578	chr4	153143549	153143949	+	1000	36.0	[]	[]	[12.716828]	[98]	[]	[153143735]
681_10579	chr5	1182735	1183135	+	1000	36.0	[10.314935]	[145]	[9.28672]	[139]	[1182905]	[1182899]
681_1058	chr22	21984766	21985166	+	1000	89.0	[]	[]	[11.136818]	[207]	[]	[21984999]
681_10582	chr5	34196084	34196484	+	1000	36.0	[]	[]	[6.929461]	[54]	[]	[34196238]
681_10583	chr5	39021464	39021864	+	970	36.0	[8.780026]	[113]	[]	[]	[39021655]	[]
681_10585	chr5	68405687	68406087	+	970	36.0	[13.574681]	[126]	[]	[]	[68405912]	[]
681_10587	chr5	79556184	79556584	+	1000	36.0	[6.749954]	[182]	[7.415039]	[187]	[79556421]	[79556426]
681_10590	chr5	124651914	124652314	+	595	36.0	[]	[]	[7.8130794]	[144]	[]	[124652158]
681_10591	chr5	134905204	134905604	+	1000	36.0	[6.8528676]	[131]	[]	[]	[134905430]	[]
681_10596	chr5	171642869	171643269	+	743	36.0	[]	[]	[15.375314]	[124]	[]	[171643079]
681_10599	chr5	176994442	176994842	+	1000	36.0	[7.9382257]	[156]	[]	[]	[176994678]	[]
681_106	chr2	177392548	177392948	+	1000	226.0	[12.623525]	[95]	[]	[]	[177392738]	[]
681_1060	chr3	10460158	10460558	+	1000	89.0	[]	[]	[6.8528676]	[80]	[]	[10460331]
681_10601	chr5	181261775	181262175	+	1000	36.0	[7.702022]	[132]	[]	[]	[181261941]	[]
681_10605	chr6	3195791	3196191	+	1000	36.0	[]	[]	[7.0428286]	[176]	[]	[3196026]
681_10607	chr6	8100323	8100723	+	1000	36.0	[7.060183]	[147]	[]	[]	[8100552]	[]
681_10608	chr6	15033160	15033560	+	949	36.0	[6.907464]	[94]	[]	[]	[15033352]	[]
681_10615	chr6	28864521	28864921	+	1000	36.0	[]	[]	[7.695302, 6.7864943]	[134, 141]	[]	[28864747, 28864754]
681_10617	chr6	28896792	28897192	+	1000	36.0	[7.900682]	[137]	[]	[]	[28897028]	[]
681_10618	chr6	28961095	28961495	+	1000	36.0	[7.578237]	[115]	[]	[]	[28961287]	[]
681_10622	chr6	31831574	31831974	+	1000	36.0	[]	[]	[11.816733]	[116]	[]	[31831733]
681_10623	chr6	31837299	31837699	+	1000	36.0	[6.954626]	[205]	[]	[]	[31837516]	[]
681_10625	chr6	33249598	33249998	+	1000	36.0	[]	[]	[9.378869]	[179]	[]	[33249827]
681_10628	chr6	35920817	35921217	+	954	36.0	[7.563146]	[125]	[]	[]	[35921040]	[]
681_1063	chr6	3212670	3213070	+	1000	89.0	[]	[]	[7.415039]	[70]	[]	[3212840]
681_10633	chr6	41278977	41279377	+	1000	36.0	[6.7563543]	[114]	[]	[]	[41279173]	[]
681_10635	chr6	43772606	43773006	+	1000	36.0	[]	[]	[6.9824934]	[160]	[]	[43772810]
681_10636	chr6	43835996	43836396	+	1000	36.0	[7.893332, 8.780026, 9.6081915]	[84, 117, 126]	[]	[]	[43836168, 43836201, 43836210]	[]
681_1064	chr6	161244639	161245039	+	1000	89.0	[]	[]	[9.215672]	[118]	[]	[161244848]
681_10641	chr6	84764579	84764979	+	1000	36.0	[11.136818]	[117]	[]	[]	[84764790]	[]
681_10644	chr6	108848121	108848521	+	1000	36.0	[6.9793944]	[140]	[]	[]	[108848319]	[]
681_10645	chr6	110875776	110876176	+	1000	36.0	[12.716828]	[96]	[]	[]	[110875971]	[]
681_10649	chr6	134017839	134018239	+	1000	36.0	[8.565256, 8.785878]	[75, 86]	[]	[]	[134017993, 134018004]	[]
681_1065	chr7	455617	456017	+	1000	89.0	[6.7259293]	[147]	[]	[]	[455863]	[]
681_10651	chr6	143804826	143805226	+	902	36.0	[]	[]	[9.709666]	[115]	[]	[143805027]
681_10652	chr6	143840611	143841011	+	860	36.0	[9.500589]	[88]	[]	[]	[143840793]	[]
681_10657	chr6	156564341	156564741	+	1000	36.0	[]	[]	[7.294452]	[131]	[]	[156564556]
681_1066	chr7	103680704	103681104	+	1000	89.0	[]	[]	[13.574681]	[74]	[]	[103680872]
681_10663	chr6	163343162	163343562	+	1000	36.0	[]	[]	[6.9793944, 10.465072]	[104, 111]	[]	[163343334, 163343341]
681_10665	chr7	1856411	1856811	+	1000	36.0	[]	[]	[9.828814]	[189]	[]	[1856621]
681_10671	chr7	64691773	64692173	+	1000	36.0	[]	[]	[12.623525, 15.375314]	[160, 167]	[]	[64692001, 64692008]
681_10673	chr7	73758562	73758962	+	1000	36.0	[6.7259293]	[205]	[]	[]	[73758810]	[]
681_10674	chr7	96708885	96709285	+	1000	36.0	[8.7080965]	[78]	[]	[]	[96709042]	[]
681_10678	chr7	105332365	105332765	+	1000	36.0	[]	[]	[7.264312, 10.016101]	[100, 124]	[]	[105332522, 105332546]
681_10679	chr7	105365929	105366329	+	1000	36.0	[9.6081915]	[53]	[]	[]	[105366082]	[]
681_1068	chr1	19407748	19408148	+	1000	88.0	[7.415039, 6.7864943]	[121, 134]	[]	[]	[19407954, 19407967]	[]
681_10680	chr7	105387884	105388284	+	1000	36.0	[]	[]	[6.860204]	[131]	[]	[105388054]
681_10684	chr7	111223829	111224229	+	703	36.0	[8.288293, 6.9523535]	[234, 241]	[]	[]	[111224072, 111224079]	[]
681_10687	chr7	123737158	123737558	+	1000	36.0	[]	[]	[7.807559]	[127]	[]	[123737378]
681_10688	chr7	129434266	129434666	+	1000	36.0	[7.7873144]	[78]	[]	[]	[129434442]	[]
681_10689	chr7	130913111	130913511	+	884	36.0	[10.026865]	[222]	[]	[]	[130913347]	[]
681_10691	chr7	135160130	135160530	+	1000	36.0	[6.7671185, 10.026865]	[92, 99]	[7.759486]	[129]	[135160317, 135160324]	[135160354]
681_10695	chr7	150373379	150373779	+	1000	36.0	[]	[]	[7.8784423]	[103]	[]	[150373563]
681_10698	chr7	157423453	157423853	+	1000	36.0	[]	[]	[15.375314]	[150]	[]	[157423658]
681_10699	chr8	2128312	2128712	+	1000	36.0	[13.574681]	[121]	[7.2746873]	[133]	[2128531]	[2128543]
681_107	chr19	46411434	46411834	+	1000	225.0	[9.540887, 10.225179, 8.176768, 13.574681]	[70, 77, 142, 149]	[]	[]	[46411601, 46411608, 46411673, 46411680]	[]
681_1070	chr1	124266601	124267001	+	1000	88.0	[8.589731]	[83]	[7.1030235, 7.2746873]	[76, 96]	[124266784]	[124266777, 124266797]
681_10700	chr8	11862548	11862948	+	1000	36.0	[]	[]	[7.608377, 6.749954]	[115, 120]	[]	[11862752, 11862757]
681_10701	chr8	26572220	26572620	+	754	36.0	[]	[]	[6.9631176]	[86]	[]	[26572395]
681_10703	chr8	85220509	85220909	+	1000	36.0	[]	[]	[9.731183]	[205]	[]	[85220745]
681_10705	chr8	115774623	115775023	+	987	36.0	[10.621305]	[107]	[11.8274975]	[120]	[115774819]	[115774832]
681_10707	chr8	141383302	141383702	+	1000	36.0	[]	[]	[9.367325, 13.574681]	[90, 97]	[]	[141383470, 141383477]
681_1071	chr13	44917478	44917878	+	1000	88.0	[8.514302]	[94]	[]	[]	[44917669]	[]
681_10712	chr8	144804944	144805344	+	731	36.0	[]	[]	[12.716828]	[122]	[]	[144805138]
681_10714	chr9	35914372	35914772	+	1000	36.0	[]	[]	[9.169012]	[88]	[]	[35914540]
681_10715	chr9	91197248	91197648	+	1000	36.0	[12.266677]	[124]	[]	[]	[91197462]	[]
681_10719	chr9	116466252	116466652	+	1000	36.0	[8.780026]	[172]	[7.8130794]	[89]	[116466497]	[116466414]
681_1072	chr19	50384130	50384530	+	1000	88.0	[]	[]	[10.225179]	[113]	[]	[50384342]
681_10720	chr9	116572105	116572505	+	1000	36.0	[]	[]	[12.623525]	[90]	[]	[116572272]
681_10721	chr9	121370513	121370913	+	1000	36.0	[]	[]	[10.016101]	[197]	[]	[121370756]
681_10722	chr9	121545904	121546304	+	857	36.0	[]	[]	[8.288293]	[67]	[]	[121546068]
681_10723	chr9	124390697	124391097	+	1000	36.0	[]	[]	[13.05917]	[98]	[]	[124390887]
681_1073	chr2	41836947	41837347	+	1000	88.0	[]	[]	[12.716828, 8.245195]	[105, 125]	[]	[41837145, 41837165]
681_10730	chr9	129762397	129762797	+	1000	36.0	[7.699957]	[163]	[]	[]	[129762596]	[]
681_10732	chr9	131202491	131202891	+	1000	36.0	[7.294452]	[113]	[]	[]	[131202693]	[]
681_10736	chr9	133992899	133993299	+	1000	36.0	[]	[]	[7.415039]	[99]	[]	[133993097]
681_10742	chrUn_KI270742v1	26709	27109	+	821	36.0	[6.860204]	[113]	[]	[]	[26886]	[]
681_10743	chrX	2891653	2892053	+	1000	36.0	[]	[]	[9.274022, 11.846873]	[119, 126]	[]	[2891871, 2891878]
681_10744	chrX	47219050	47219450	+	1000	36.0	[12.716828]	[139]	[]	[]	[47219260]	[]
681_10746	chrX	49590084	49590484	+	1000	36.0	[13.574681]	[57]	[]	[]	[49590237]	[]
681_10747	chrX	152733552	152733952	+	664	36.0	[]	[]	[7.415039]	[121]	[]	[152733771]
681_10749	chr1	1185398	1185798	+	1000	35.0	[]	[]	[7.375241]	[204]	[]	[1185614]
681_10755	chr1	3668839	3669239	+	1000	35.0	[]	[]	[7.0354786]	[123]	[]	[3669046]
681_10757	chr1	6357237	6357637	+	930	35.0	[]	[]	[6.9824934, 13.574681]	[126, 140]	[]	[6357446, 6357460]
681_1076	chr4	48804899	48805299	+	1000	88.0	[13.574681]	[121]	[]	[]	[48805099]	[]
681_10762	chr1	9824263	9824663	+	1000	35.0	[7.554178]	[98]	[7.473389]	[174]	[9824422]	[9824498]
681_10763	chr1	10415023	10415423	+	959	35.0	[6.9793944, 9.28672]	[72, 103]	[]	[]	[10415193, 10415224]	[]
681_10765	chr1	12549735	12550135	+	1000	35.0	[12.266677]	[146]	[]	[]	[12549953]	[]
681_10768	chr1	16008993	16009393	+	1000	35.0	[6.860204]	[85]	[]	[]	[16009162]	[]
681_10773	chr1	21934608	21935008	+	1000	35.0	[6.907464]	[135]	[]	[]	[21934824]	[]
681_10774	chr1	22043035	22043435	+	996	35.0	[7.0928655]	[171]	[]	[]	[22043253]	[]
681_10776	chr1	25542154	25542554	+	1000	35.0	[9.367325]	[121]	[7.051181, 10.400684]	[96, 102]	[25542359]	[25542334, 25542340]
681_10778	chr1	27012926	27013326	+	1000	35.0	[7.881086]	[162]	[9.367325]	[140]	[27013159]	[27013137]
681_1078	chr5	55917976	55918376	+	1000	88.0	[15.375314]	[123]	[]	[]	[55918193]	[]
681_10782	chr1	30783484	30783884	+	1000	35.0	[6.9793944]	[167]	[]	[]	[30783733]	[]
681_10784	chr1	31573777	31574177	+	975	35.0	[8.718861]	[162]	[8.917174, 8.917174]	[107, 115]	[31574027]	[31573972, 31573980]
681_10785	chr1	32350821	32351221	+	1000	35.0	[]	[]	[7.897818]	[226]	[]	[32351049]
681_10787	chr1	32772962	32773362	+	1000	35.0	[8.288293]	[88]	[]	[]	[32773126]	[]
681_10790	chr1	38242493	38242893	+	641	35.0	[8.514302]	[190]	[10.466044]	[143]	[38242736]	[38242689]
681_10793	chr1	40630812	40631212	+	1000	35.0	[6.731148]	[149]	[]	[]	[40631044]	[]
681_10795	chr1	44739273	44739673	+	1000	35.0	[7.527175]	[128]	[8.600052]	[118]	[44739498]	[44739488]
681_10800	chr1	52954380	52954780	+	955	35.0	[7.699957]	[100]	[]	[]	[52954577]	[]
681_10804	chr1	65467524	65467924	+	1000	35.0	[6.9376044]	[138]	[]	[]	[65467707]	[]
681_10807	chr1	88774185	88774585	+	542	35.0	[]	[]	[8.565256]	[87]	[]	[88774337]
681_10808	chr1	89704003	89704403	+	1000	35.0	[15.375314, 9.540887]	[86, 120]	[]	[]	[89704187, 89704221]	[]
681_1081	chr7	5625834	5626234	+	1000	88.0	[]	[]	[15.375314]	[136]	[]	[5626047]
681_10813	chr1	113034251	113034651	+	1000	35.0	[15.375314, 7.893332, 10.822892]	[100, 107, 119]	[]	[]	[113034418, 113034425, 113034437]	[]
681_10818	chr1	153342203	153342603	+	1000	35.0	[]	[]	[10.225179]	[138]	[]	[153342430]
681_1082	chr8	31035288	31035688	+	1000	88.0	[]	[]	[13.574681]	[134]	[]	[31035509]
681_10821	chr1	161009574	161009974	+	885	35.0	[]	[]	[7.699957]	[103]	[]	[161009750]
681_10824	chr1	166471267	166471667	+	722	35.0	[10.225179]	[84]	[]	[]	[166471426]	[]
681_10829	chr1	173913163	173913563	+	913	35.0	[6.9421754]	[83]	[6.7065535]	[119]	[173913317]	[173913353]
681_10830	chr1	175319537	175319937	+	1000	35.0	[9.095084]	[188]	[]	[]	[175319765]	[]
681_10831	chr1	179877737	179878137	+	1000	35.0	[]	[]	[9.103049]	[152]	[]	[179877972]
681_10832	chr1	180918473	180918873	+	678	35.0	[]	[]	[8.66444]	[143]	[]	[180918709]
681_10833	chr1	181130225	181130625	+	1000	35.0	[]	[]	[9.965039]	[180]	[]	[181130434]
681_1084	chrX	119477716	119478116	+	1000	88.0	[]	[]	[15.375314]	[82]	[]	[119477891]
681_10840	chr1	212159034	212159434	+	1000	35.0	[]	[]	[7.608377]	[111]	[]	[212159217]
681_10843	chr1	225890620	225891020	+	1000	35.0	[]	[]	[13.574681]	[81]	[]	[225890787]
681_10845	chr1	227315985	227316385	+	998	35.0	[7.3451004]	[111]	[]	[]	[227316188]	[]
681_10846	chr1	228458262	228458662	+	1000	35.0	[]	[]	[7.3683796]	[132]	[]	[228458467]
681_10848	chr1	244337117	244337517	+	1000	35.0	[9.731183]	[132]	[8.028181]	[86]	[244337332]	[244337286]
681_10851	chr10	5556632	5557032	+	972	35.0	[8.164407]	[87]	[8.917174]	[69]	[5556812]	[5556794]
681_10855	chr10	22389780	22390180	+	1000	35.0	[9.625627]	[72]	[]	[]	[22389951]	[]
681_10856	chr10	24503625	24504025	+	1000	35.0	[6.7065535]	[117]	[7.415039]	[87]	[24503817]	[24503787]
681_10858	chr10	28838854	28839254	+	974	35.0	[7.699957]	[80]	[]	[]	[28839007]	[]
681_1086	chr1	45622169	45622569	+	1000	87.0	[8.9727955, 10.314935, 13.574681]	[97, 104, 111]	[]	[]	[45622365, 45622372, 45622379]	[]
681_10861	chr10	43404407	43404807	+	974	35.0	[]	[]	[10.016101]	[144]	[]	[43404640]
681_10864	chr10	44857715	44858115	+	1000	35.0	[11.816733]	[65]	[8.46723]	[125]	[44857879]	[44857939]
681_1087	chr1	110209757	110210157	+	1000	87.0	[]	[]	[11.258537]	[182]	[]	[110209996]
681_10871	chr10	71343368	71343768	+	1000	35.0	[8.423179]	[65]	[10.466044]	[151]	[71343527]	[71343613]
681_10873	chr10	73367643	73368043	+	1000	35.0	[10.016101]	[103]	[10.903682]	[163]	[73367830]	[73367890]
681_10875	chr10	75022497	75022897	+	1000	35.0	[]	[]	[10.016101]	[191]	[]	[75022713]
681_10878	chr10	79374566	79374966	+	1000	35.0	[]	[]	[10.026865]	[89]	[]	[79374752]
681_1088	chr14_GL000225v1_random	133601	134001	+	1000	87.0	[]	[]	[7.775529]	[128]	[]	[133828]
681_10880	chr10	131897481	131897881	+	949	35.0	[6.8722434]	[146]	[]	[]	[131897659]	[]
681_10884	chr11	3867589	3867989	+	1000	35.0	[8.917174, 9.625627]	[80, 131]	[]	[]	[3867756, 3867807]	[]
681_10885	chr11	9460269	9460669	+	1000	35.0	[]	[]	[10.822892]	[125]	[]	[9460454]
681_1089	chr16	31453359	31453759	+	1000	87.0	[13.574681, 7.589001]	[88, 137]	[7.161431]	[108]	[31453547, 31453596]	[31453567]
681_10890	chr11	18588671	18589071	+	1000	35.0	[7.5666924]	[92]	[]	[]	[18588853]	[]
681_10891	chr11	20066729	20067129	+	1000	35.0	[]	[]	[8.423179]	[84]	[]	[20066885]
681_10892	chr11	30322970	30323370	+	1000	35.0	[8.196144]	[81]	[]	[]	[30323146]	[]
681_10895	chr11	45847516	45847916	+	1000	35.0	[9.367325]	[193]	[]	[]	[45847750]	[]
681_10899	chr11	58577760	58578160	+	762	35.0	[11.258537]	[127]	[]	[]	[58577982]	[]
681_109	chr19	10086473	10086873	+	1000	224.0	[]	[]	[15.375314, 10.046241]	[127, 134]	[]	[10086667, 10086674]
681_1090	chr17	28865168	28865568	+	1000	87.0	[10.046241]	[138]	[]	[]	[28865382]	[]
681_10903	chr11	64742213	64742613	+	885	35.0	[]	[]	[7.5666924, 13.574681]	[127, 142]	[]	[64742387, 64742402]
681_10905	chr11	65873582	65873982	+	853	35.0	[7.5666924]	[137]	[]	[]	[65873807]	[]
681_10909	chr11	68043362	68043762	+	1000	35.0	[8.780026]	[158]	[]	[]	[68043590]	[]
681_1091	chr19	3338843	3339243	+	1000	87.0	[]	[]	[7.415039, 10.026865, 11.8274975]	[136, 143, 150]	[]	[3339078, 3339085, 3339092]
681_1092	chr19	35889437	35889837	+	1000	87.0	[]	[]	[15.375314, 7.699957, 9.408441, 7.264312, 7.309482]	[76, 89, 119, 132, 150]	[]	[35889608, 35889621, 35889651, 35889664, 35889682]
681_10922	chr12	34342902	34343302	+	781	35.0	[10.225179]	[65]	[]	[]	[34343058]	[]
681_10923	chr12	45207930	45208330	+	847	35.0	[9.6081915]	[189]	[]	[]	[45208161]	[]
681_10925	chr12	47829184	47829584	+	1000	35.0	[]	[]	[8.600052]	[64]	[]	[47829346]
681_10927	chr12	52010248	52010648	+	718	35.0	[10.046241]	[143]	[]	[]	[52010472]	[]
681_10932	chr12	64680170	64680570	+	1000	35.0	[10.07563, 8.780026]	[132, 139]	[]	[]	[64680362, 64680369]	[]
681_10933	chr12	68745986	68746386	+	859	35.0	[8.274998]	[156]	[]	[]	[68746211]	[]
681_10934	chr12	75944617	75945017	+	983	35.0	[12.623525]	[199]	[]	[]	[75944835]	[]
681_10935	chr12	101407515	101407915	+	1000	35.0	[8.003375]	[164]	[]	[]	[101407688]	[]
681_10938	chr12	108337474	108337874	+	924	35.0	[]	[]	[7.238494]	[119]	[]	[108337669]
681_1094	chr21	43776536	43776936	+	1000	87.0	[]	[]	[10.225179, 10.225179]	[123, 130]	[]	[43776734, 43776741]
681_10944	chr12	113204817	113205217	+	739	35.0	[12.266677]	[119]	[]	[]	[113205031]	[]
681_10945	chr12	120228321	120228721	+	1000	35.0	[]	[]	[10.026865]	[122]	[]	[120228516]
681_10947	chr12	121005304	121005704	+	1000	35.0	[]	[]	[12.02581]	[66]	[]	[121005468]
681_10948	chr12	121798013	121798413	+	1000	35.0	[12.716828]	[83]	[]	[]	[121798192]	[]
681_10951	chr12	131224541	131224941	+	1000	35.0	[]	[]	[9.965039]	[138]	[]	[131224763]
681_10952	chr13	46687765	46688165	+	1000	35.0	[]	[]	[7.294452]	[129]	[]	[46687945]
681_10958	chr13	91017669	91018069	+	995	35.0	[]	[]	[10.916196]	[141]	[]	[91017896]
681_10960	chr13	91415188	91415588	+	1000	35.0	[7.7591453]	[223]	[]	[]	[91415429]	[]
681_10963	chr13	92479169	92479569	+	1000	35.0	[9.676358]	[143]	[]	[]	[92479405]	[]
681_10965	chr13	93220086	93220486	+	1000	35.0	[]	[]	[6.7259293]	[176]	[]	[93220327]
681_1097	chr22	38032812	38033212	+	1000	87.0	[6.9793944]	[108]	[]	[]	[38033011]	[]
681_10971	chr13	107886633	107887033	+	1000	35.0	[]	[]	[7.2062984]	[136]	[]	[107886848]
681_10972	chr13	107907429	107907829	+	1000	35.0	[]	[]	[7.578237]	[127]	[]	[107907599]
681_10973	chr13	107943183	107943583	+	1000	35.0	[]	[]	[7.37782]	[141]	[]	[107943370]
681_10974	chr13	107953643	107954043	+	887	35.0	[]	[]	[7.699957]	[117]	[]	[107953848]
681_10977	chr13	113275408	113275808	+	951	35.0	[10.225179]	[80]	[]	[]	[113275574]	[]
681_10979	chr14	33836234	33836634	+	731	35.0	[12.623525]	[156]	[]	[]	[33836477]	[]
681_1098	chr22	50582350	50582750	+	1000	87.0	[10.225179, 10.225179, 6.9793944]	[76, 110, 117]	[]	[]	[50582506, 50582540, 50582547]	[]
681_10981	chr14	76720369	76720769	+	965	35.0	[]	[]	[10.466044]	[206]	[]	[76720615]
681_10982	chr14	102524447	102524847	+	839	35.0	[7.6564493]	[153]	[]	[]	[102524686]	[]
681_10983	chr14	103390583	103390983	+	1000	35.0	[10.466044]	[116]	[]	[]	[103390793]	[]
681_10987	chr15	43512050	43512450	+	989	35.0	[8.9727955]	[134]	[13.574681, 11.341519]	[205, 212]	[43512209]	[43512280, 43512287]
681_10988	chr15	44662365	44662765	+	721	35.0	[]	[]	[6.9793944]	[118]	[]	[44662575]
681_10989	chr15	52717940	52718340	+	1000	35.0	[13.05917]	[91]	[]	[]	[52718115]	[]
681_10993	chr15	67150085	67150485	+	825	35.0	[6.9182286]	[155]	[]	[]	[67150307]	[]
681_10995	chr15	78438277	78438677	+	1000	35.0	[6.917256]	[226]	[]	[]	[78438508]	[]
681_10996	chr15	84749109	84749509	+	1000	35.0	[8.166003]	[156]	[]	[]	[84749321]	[]
681_110	chr22	21666061	21666461	+	1000	222.0	[8.182312]	[150]	[15.375314]	[100]	[21666291]	[21666241]
681_11000	chr15	90915809	90916209	+	1000	35.0	[10.822892]	[75]	[]	[]	[90915984]	[]
681_11002	chr15	91852844	91853244	+	898	35.0	[13.574681]	[104]	[]	[]	[91853039]	[]
681_11003	chr15	101652414	101652814	+	1000	35.0	[]	[]	[13.05917]	[144]	[]	[101652625]
681_11004	chr16	77277	77677	+	1000	35.0	[7.3877554]	[242]	[]	[]	[77521]	[]
681_11005	chr16	252642	253042	+	1000	35.0	[9.274022, 9.731183]	[85, 141]	[]	[]	[252810, 252866]	[]
681_11006	chr16	641674	642074	+	1000	35.0	[]	[]	[7.5666924]	[65]	[]	[641837]
681_11007	chr16	1303240	1303640	+	1000	35.0	[7.699957]	[52]	[]	[]	[1303391]	[]
681_11008	chr16	1309930	1310330	+	979	35.0	[]	[]	[7.5666924]	[95]	[]	[1310121]
681_11009	chr16	2883078	2883478	+	881	35.0	[7.5666924]	[95]	[]	[]	[2883258]	[]
681_1101	chr5	170151351	170151751	+	1000	87.0	[]	[]	[13.574681]	[79]	[]	[170151521]
681_11010	chr16	3182513	3182913	+	1000	35.0	[8.003375]	[160]	[]	[]	[3182737]	[]
681_11015	chr16	14975539	14975939	+	1000	35.0	[7.375241]	[128]	[7.5666924]	[158]	[14975717]	[14975747]
681_11023	chr16	57723152	57723552	+	1000	35.0	[]	[]	[6.7508655]	[63]	[]	[57723308]
681_11026	chr16	70435990	70436390	+	716	35.0	[]	[]	[10.016101]	[134]	[]	[70436210]
681_11031	chr16	85172590	85172990	+	1000	35.0	[]	[]	[8.917174]	[96]	[]	[85172774]
681_11033	chr16	88334372	88334772	+	1000	35.0	[]	[]	[6.836158, 12.266677]	[159, 167]	[]	[88334583, 88334591]
681_11035	chr16	88768509	88768909	+	1000	35.0	[]	[]	[7.294452]	[121]	[]	[88768680]
681_11041	chr17	27986981	27987381	+	1000	35.0	[]	[]	[9.709666, 6.9495254]	[154, 196]	[]	[27987163, 27987205]
681_11044	chr17	38750402	38750802	+	847	35.0	[6.7259293]	[225]	[]	[]	[38750581]	[]
681_11045	chr17	39653832	39654232	+	982	35.0	[10.046241]	[92]	[7.578237]	[77]	[39654019]	[39654004]
681_11049	chr17	42536547	42536947	+	1000	35.0	[6.8722434]	[163]	[]	[]	[42536787]	[]
681_1105	chr7	75073600	75074000	+	1000	87.0	[9.709666]	[116]	[]	[]	[75073783]	[]
681_11050	chr17	43309721	43310121	+	681	35.0	[]	[]	[6.9793944]	[92]	[]	[43309899]
681_11051	chr17	45052270	45052670	+	1000	35.0	[7.2750764]	[135]	[]	[]	[45052445]	[]
681_11057	chr17	48360752	48361152	+	1000	35.0	[8.66444]	[136]	[]	[]	[48360968]	[]
681_1106	chr7	134209606	134210006	+	1000	87.0	[]	[]	[8.423179]	[105]	[]	[134209793]
681_11063	chr17	67717576	67717976	+	1000	35.0	[]	[]	[8.66444]	[200]	[]	[67717818]
681_11064	chr17	69093222	69093622	+	742	35.0	[]	[]	[9.965039]	[117]	[]	[69093438]
681_11065	chr17	74872723	74873123	+	1000	35.0	[]	[]	[7.3877554]	[120]	[]	[74872897]
681_11067	chr17	76121460	76121860	+	1000	35.0	[]	[]	[9.367325]	[140]	[]	[76121697]
681_1107	chr8	123041423	123041823	+	1000	87.0	[]	[]	[6.9793944, 10.026865]	[92, 99]	[]	[123041610, 123041617]
681_11070	chr17	78782468	78782868	+	1000	35.0	[]	[]	[7.8065863]	[119]	[]	[78782669]
681_11072	chr17	81471709	81472109	+	1000	35.0	[]	[]	[8.514302]	[64]	[]	[81471868]
681_11073	chr17_GL000205v2_random	156085	156485	+	1000	35.0	[7.8757257]	[153]	[8.288293]	[167]	[156312]	[156326]
681_11076	chr18	3245976	3246376	+	1000	35.0	[8.274998]	[115]	[]	[]	[3246154]	[]
