#PeakID(python scan_motif.py ./ENCODE_processed_files/TEAD4_idr.fa TEAD4 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
171_10734	chr1	46303241	46303641	+	1000	136.0	[9.303733]	[152]	[6.910793]	[109]	[46303457]	[46303414]
171_10735	chr1	67570464	67570864	+	1000	136.0	[11.970033]	[152]	[6.920983]	[88]	[67570705]	[67570641]
171_10739	chr1	185152207	185152607	+	1000	136.0	[]	[]	[14.352782, 9.952792]	[105, 112]	[]	[185152411, 185152418]
171_10742	chr1	248913926	248914326	+	1000	136.0	[6.920983]	[103]	[]	[]	[248914123]	[]
171_10746	chr10	70742536	70742936	+	1000	136.0	[8.9795]	[93]	[]	[]	[70742718]	[]
171_10747	chr11	64501411	64501811	+	1000	136.0	[]	[]	[11.988031]	[107]	[]	[64501585]
171_10752	chr12	57632995	57633395	+	1000	136.0	[]	[]	[8.239074]	[106]	[]	[57633194]
171_10754	chr12	110269528	110269928	+	1000	136.0	[11.988031]	[107]	[]	[]	[110269732]	[]
171_10755	chr12	122471615	122472015	+	1000	136.0	[]	[]	[14.352782]	[97]	[]	[122471796]
171_10757	chr14	39174089	39174489	+	1000	136.0	[]	[]	[7.3083315]	[158]	[]	[39174333]
171_10758	chr14	78848233	78848633	+	1000	136.0	[]	[]	[7.3263307]	[109]	[]	[78848440]
171_1076	chr2	179787540	179787940	+	1000	480.0	[10.0733185]	[60]	[]	[]	[179787694]	[]
171_10760	chr14	99481199	99481599	+	1000	136.0	[14.352782]	[121]	[]	[]	[99481410]	[]
171_10765	chr16	20946026	20946426	+	1000	136.0	[9.605281]	[154]	[]	[]	[20946265]	[]
171_10766	chr16	21525284	21525684	+	1000	136.0	[9.9073105]	[68]	[]	[]	[21525450]	[]
171_10769	chr17	28230586	28230986	+	1000	136.0	[]	[]	[11.344251]	[109]	[]	[28230788]
171_10770	chr17	40139789	40140189	+	1000	136.0	[]	[]	[9.605281]	[144]	[]	[40140013]
171_10773	chr19	38728177	38728577	+	1000	136.0	[]	[]	[7.588041]	[103]	[]	[38728380]
171_10775	chr19	50588494	50588894	+	1000	136.0	[10.603825]	[91]	[]	[]	[50588672]	[]
171_10776	chr19	50741279	50741679	+	1000	136.0	[9.133122]	[122]	[6.7712426]	[108]	[50741487]	[50741473]
171_1078	chr1	41003657	41004057	+	1000	479.0	[6.660366]	[117]	[]	[]	[41003871]	[]
171_10780	chr2	10120155	10120555	+	1000	136.0	[]	[]	[8.239074]	[108]	[]	[10120332]
171_10787	chr2	108594103	108594503	+	1000	136.0	[8.5457]	[112]	[7.9493513]	[102]	[108594300]	[108594290]
171_10795	chr21	21137950	21138350	+	1000	136.0	[10.603825]	[117]	[]	[]	[21138167]	[]
171_10797	chr22	22342910	22343310	+	1000	136.0	[]	[]	[14.352782]	[115]	[]	[22343119]
171_10799	chr3	11770502	11770902	+	1000	136.0	[9.952792]	[87]	[6.729318]	[94]	[11770686]	[11770693]
171_108	chr11	62041966	62042366	+	1000	703.0	[]	[]	[6.910793]	[83]	[]	[62042148]
171_1080	chr12	51368675	51369075	+	1000	479.0	[]	[]	[7.9874573]	[54]	[]	[51368826]
171_10801	chr3	113746518	113746918	+	1000	136.0	[]	[]	[11.344251]	[112]	[]	[113746725]
171_10802	chr3	136343801	136344201	+	1000	136.0	[11.344251]	[114]	[]	[]	[136344012]	[]
171_10804	chr3	158312520	158312920	+	1000	136.0	[6.9442596]	[123]	[]	[]	[158312738]	[]
171_1081	chr15	66774327	66774727	+	1000	479.0	[]	[]	[11.970033]	[108]	[]	[66774532]
171_10812	chr5	38265548	38265948	+	1000	136.0	[14.352782]	[106]	[]	[]	[38265749]	[]
171_10819	chr5	146042573	146042973	+	1000	136.0	[7.5952926]	[65]	[]	[]	[146042734]	[]
171_1082	chr16	88497767	88498167	+	1000	479.0	[10.370207]	[143]	[]	[]	[88497998]	[]
171_10820	chr6	7106653	7107053	+	1000	136.0	[10.0733185]	[130]	[]	[]	[7106866]	[]
171_10823	chr6	20444696	20445096	+	1000	136.0	[]	[]	[9.133122]	[80]	[]	[20444868]
171_10828	chr6	41920976	41921376	+	1000	136.0	[]	[]	[7.6905684]	[99]	[]	[41921174]
171_1083	chr3	155037927	155038327	+	1000	479.0	[]	[]	[9.043116, 6.910793]	[117, 140]	[]	[155038128, 155038151]
171_10834	chr8	92945156	92945556	+	1000	136.0	[10.314102]	[124]	[]	[]	[92945354]	[]
171_10836	chr9	37840141	37840541	+	1000	136.0	[6.789242, 6.747317]	[75, 139]	[]	[]	[37840309, 37840373]	[]
171_10842	chr1	39183731	39184131	+	1000	135.0	[]	[]	[8.9615]	[128]	[]	[39183951]
171_10848	chr1	117655097	117655497	+	1000	135.0	[]	[]	[9.112068]	[74]	[]	[117655271]
171_10849	chr1	152533300	152533700	+	1000	135.0	[]	[]	[7.5952926]	[146]	[]	[152533538]
171_10850	chr1	154324559	154324959	+	1000	135.0	[]	[]	[9.364644]	[74]	[]	[154324730]
171_10852	chr1	183926987	183927387	+	1000	135.0	[]	[]	[14.352782]	[110]	[]	[183927195]
171_10853	chr1	203196407	203196807	+	1000	135.0	[]	[]	[14.352782]	[113]	[]	[203196610]
171_10854	chr1	204624890	204625290	+	1000	135.0	[8.9795]	[128]	[]	[]	[204625113]	[]
171_10856	chr1	236524311	236524711	+	1000	135.0	[9.395648]	[153]	[]	[]	[236524558]	[]
171_10857	chr10	22159963	22160363	+	1000	135.0	[11.344251]	[109]	[]	[]	[22160169]	[]
171_10858	chr10	22454664	22455064	+	1000	135.0	[11.344251]	[65]	[]	[]	[22454820]	[]
171_10861	chr10	72319966	72320366	+	1000	135.0	[]	[]	[14.352782]	[95]	[]	[72320155]
171_10864	chr11	32450341	32450741	+	1000	135.0	[]	[]	[9.9073105]	[65]	[]	[32450505]
171_10867	chr11	60864075	60864475	+	1000	135.0	[11.970033]	[99]	[]	[]	[60864249]	[]
171_10869	chr11	74138566	74138966	+	1000	135.0	[]	[]	[8.9795]	[140]	[]	[74138806]
171_10872	chr12	30450811	30451211	+	1000	135.0	[]	[]	[7.931352]	[113]	[]	[30451017]
171_10876	chr12	83335766	83336166	+	1000	135.0	[6.729318]	[92]	[]	[]	[83335940]	[]
171_10878	chr13	73465009	73465409	+	1000	135.0	[]	[]	[6.660366]	[150]	[]	[73465258]
171_10884	chr15	63918835	63919235	+	1000	135.0	[6.7683716]	[130]	[]	[]	[63919059]	[]
171_10888	chr16	20760421	20760821	+	1000	135.0	[]	[]	[6.7918687]	[108]	[]	[20760623]
171_10889	chr16	79412723	79413123	+	1000	135.0	[]	[]	[7.5700417]	[100]	[]	[79412921]
171_10895	chr17	76641552	76641952	+	1000	135.0	[7.0647864]	[62]	[7.5700417]	[112]	[76641710]	[76641760]
171_10898	chr18	47999700	48000100	+	1000	135.0	[8.9615]	[145]	[]	[]	[47999943]	[]
171_109	chr2	168774080	168774480	+	1000	703.0	[11.970033]	[98]	[]	[]	[168774277]	[]
171_10900	chr19	13154153	13154553	+	1000	135.0	[8.9795]	[70]	[]	[]	[13154319]	[]
171_10901	chr19	21140967	21141367	+	1000	135.0	[6.910793]	[64]	[]	[]	[21141120]	[]
171_10902	chr19	28605568	28605968	+	1000	135.0	[11.344251]	[102]	[]	[]	[28605764]	[]
171_10904	chr19	46784652	46785052	+	1000	135.0	[]	[]	[9.605281]	[100]	[]	[46784816]
171_10907	chr2	10028977	10029377	+	1000	135.0	[6.938982]	[67]	[]	[]	[10029129]	[]
171_10910	chr2	145207878	145208278	+	1000	135.0	[9.293543]	[137]	[]	[]	[145208112]	[]
171_10911	chr2	173938981	173939381	+	1000	135.0	[7.3616753]	[78]	[7.3263307]	[91]	[173939150]	[173939163]
171_10914	chr2	238204283	238204683	+	1000	135.0	[10.603825]	[95]	[]	[]	[238204474]	[]
171_10915	chr20	34888531	34888931	+	1000	135.0	[]	[]	[6.920983, 9.043116]	[142, 151]	[]	[34888756, 34888765]
171_10917	chr21	23809613	23810013	+	1000	135.0	[9.395648, 6.809868]	[73, 78]	[]	[]	[23809779, 23809784]	[]
171_10918	chr21	46307651	46308051	+	1000	135.0	[7.0647864]	[71]	[]	[]	[46307806]	[]
171_10924	chr4	55638099	55638499	+	1000	135.0	[]	[]	[14.352782, 6.7712426]	[99, 149]	[]	[55638287, 55638337]
171_10925	chr4	119213636	119214036	+	1000	135.0	[11.988031]	[102]	[]	[]	[119213833]	[]
171_10927	chr5	43320834	43321234	+	1000	135.0	[]	[]	[6.910793]	[141]	[]	[43321072]
171_1093	chr3	15305536	15305936	+	1000	478.0	[]	[]	[14.352782]	[109]	[]	[15305740]
171_10932	chr5	180049263	180049663	+	1000	135.0	[9.258564]	[113]	[]	[]	[180049473]	[]
171_10937	chr6	150861776	150862176	+	1000	135.0	[]	[]	[6.621249, 9.9073105]	[96, 101]	[]	[150861969, 150861974]
171_10942	chr7	130392553	130392953	+	1000	135.0	[9.043116]	[112]	[]	[]	[130392762]	[]
171_10944	chr7	148721375	148721775	+	1000	135.0	[6.747317]	[151]	[]	[]	[148721618]	[]
171_10946	chr8	38128792	38129192	+	1000	135.0	[7.931352]	[87]	[]	[]	[38128973]	[]
171_10947	chr8	73317857	73318257	+	1000	135.0	[]	[]	[8.239074]	[81]	[]	[73318011]
171_10948	chr8	100238203	100238603	+	1000	135.0	[]	[]	[10.603825]	[65]	[]	[100238368]
171_10949	chr8	101153716	101154116	+	1000	135.0	[]	[]	[9.9073105]	[125]	[]	[101153933]
171_10952	chr9	259696	260096	+	1000	135.0	[]	[]	[7.9874573]	[125]	[]	[259909]
171_10954	chrX	44542846	44543246	+	1000	135.0	[]	[]	[9.364644]	[99]	[]	[44543026]
171_10956	chrX	66023109	66023509	+	1000	135.0	[10.603825]	[93]	[]	[]	[66023287]	[]
171_10958	chr1	1013031	1013431	+	1000	134.0	[]	[]	[11.988031]	[111]	[]	[1013238]
171_10962	chr1	28278705	28279105	+	1000	134.0	[9.605281]	[89]	[]	[]	[28278890]	[]
171_10968	chr1	112625700	112626100	+	1000	134.0	[6.910793]	[113]	[]	[]	[112625897]	[]
171_1097	chr6	134295979	134296379	+	1000	478.0	[9.605281]	[132]	[]	[]	[134296204]	[]
171_10970	chr1	161505171	161505571	+	1000	134.0	[]	[]	[7.0647864]	[86]	[]	[161505335]
171_10976	chr1	246618212	246618612	+	1000	134.0	[]	[]	[11.970033]	[74]	[]	[246618385]
171_1098	chr8	23668603	23669003	+	1000	478.0	[7.030897]	[138]	[]	[]	[23668840]	[]
171_10982	chr11	61129753	61130153	+	1000	134.0	[7.3263307]	[138]	[]	[]	[61129982]	[]
171_10983	chr11	63574457	63574857	+	1000	134.0	[]	[]	[7.030897]	[122]	[]	[63574673]
171_10989	chr12	98516384	98516784	+	1000	134.0	[7.5952926]	[182]	[]	[]	[98516635]	[]
171_11004	chr16	57266075	57266475	+	1000	134.0	[]	[]	[7.5952926]	[115]	[]	[57266289]
171_11006	chr16	75038582	75038982	+	1000	134.0	[11.988031]	[94]	[]	[]	[75038776]	[]
171_11010	chr17	39281750	39282150	+	1000	134.0	[14.352782]	[105]	[]	[]	[39281952]	[]
171_11017	chr2	42913295	42913695	+	1000	134.0	[6.8938127]	[107]	[]	[]	[42913497]	[]
171_11018	chr2	58834414	58834814	+	1000	134.0	[11.344251]	[102]	[9.174619]	[151]	[58834616]	[58834665]
171_1102	chr13	50613298	50613698	+	1000	477.0	[]	[]	[10.370207]	[61]	[]	[50613451]
171_11020	chr2	69816905	69817305	+	1000	134.0	[]	[]	[7.931352]	[116]	[]	[69817120]
171_11021	chr2	151197648	151198048	+	1000	134.0	[9.112068]	[70]	[]	[]	[151197810]	[]
171_11022	chr2	177332335	177332735	+	1000	134.0	[]	[]	[6.6825495]	[72]	[]	[177332504]
171_11024	chr2	218322540	218322940	+	1000	134.0	[]	[]	[9.605281]	[135]	[]	[218322755]
171_11025	chr21	35232535	35232935	+	1000	134.0	[7.9874573]	[94]	[]	[]	[35232723]	[]
171_11029	chr22	46773823	46774223	+	1000	134.0	[]	[]	[7.931352]	[114]	[]	[46774032]
171_11036	chr3	167978075	167978475	+	1000	134.0	[]	[]	[7.931352]	[110]	[]	[167978285]
171_1104	chr8	124651074	124651474	+	1000	477.0	[9.952792]	[106]	[]	[]	[124651274]	[]
171_11046	chr5	140107382	140107782	+	1000	134.0	[]	[]	[9.364644]	[131]	[]	[140107594]
171_11051	chr7	1537172	1537572	+	1000	134.0	[]	[]	[8.239074]	[62]	[]	[1537329]
171_11052	chr7	29842253	29842653	+	1000	134.0	[]	[]	[6.9287915]	[69]	[]	[29842420]
171_11053	chr7	36389379	36389779	+	1000	134.0	[]	[]	[7.9874573, 10.603825]	[76, 140]	[]	[36389542, 36389606]
171_11061	chr8	42015111	42015511	+	1000	134.0	[9.303733]	[165]	[]	[]	[42015361]	[]
171_11064	chr8	95134522	95134922	+	1000	134.0	[14.352782]	[93]	[]	[]	[95134714]	[]
171_11067	chr9	73149495	73149895	+	1000	134.0	[7.5425596]	[112]	[6.6825495]	[110]	[73149703]	[73149701]
171_11070	chr9	97168139	97168539	+	1000	134.0	[9.691082]	[150]	[]	[]	[97168386]	[]
171_11075	chr1	10211910	10212310	+	1000	133.0	[9.364644]	[129]	[]	[]	[10212121]	[]
171_11080	chr1	109370560	109370960	+	1000	133.0	[6.747317]	[187]	[10.603825]	[152]	[109370785]	[109370750]
171_11091	chr10	77919690	77920090	+	1000	133.0	[]	[]	[7.931352]	[117]	[]	[77919906]
171_11094	chr10	85901990	85902390	+	1000	133.0	[7.5425596]	[72]	[8.239074]	[66]	[85902149]	[85902143]
171_11095	chr10	96858623	96859023	+	1000	133.0	[10.314102]	[107]	[]	[]	[96858823]	[]
171_11103	chr11	62193942	62194342	+	1000	133.0	[14.352782]	[110]	[]	[]	[62194145]	[]
171_11104	chr11	67563649	67564049	+	1000	133.0	[7.0647864, 8.239074]	[65, 94]	[]	[]	[67563814, 67563843]	[]
171_11105	chr11	72191923	72192323	+	1000	133.0	[9.605281]	[114]	[]	[]	[72192128]	[]
171_11108	chr11	77637638	77638038	+	1000	133.0	[9.293543]	[129]	[]	[]	[77637861]	[]
171_1111	chr7	73851482	73851882	+	1000	476.0	[9.605281]	[106]	[]	[]	[73851687]	[]
171_11115	chr13	50334845	50335245	+	1000	133.0	[8.9795]	[123]	[8.9795]	[121]	[50335053]	[50335051]
171_11117	chr15	48858418	48858818	+	1000	133.0	[7.9874573]	[144]	[]	[]	[48858651]	[]
171_11119	chr15	92831619	92832019	+	1000	133.0	[8.9795]	[113]	[]	[]	[92831821]	[]
171_11120	chr17	40218977	40219377	+	1000	133.0	[6.729318]	[106]	[]	[]	[40219174]	[]
171_11130	chr2	170740582	170740982	+	1000	133.0	[6.7683716]	[134]	[]	[]	[170740807]	[]
171_11137	chr22	21824097	21824497	+	1000	133.0	[]	[]	[11.988031]	[54]	[]	[21824251]
171_11140	chr4	55560126	55560526	+	1000	133.0	[]	[]	[9.395648]	[91]	[]	[55560297]
171_11141	chr4	73231172	73231572	+	1000	133.0	[]	[]	[10.314102]	[103]	[]	[73231343]
171_11142	chr4	75723933	75724333	+	1000	133.0	[]	[]	[10.370207]	[99]	[]	[75724131]
171_11148	chr5	89377735	89378135	+	1000	133.0	[]	[]	[11.970033]	[129]	[]	[89377950]
171_11149	chr5	141618044	141618444	+	1000	133.0	[11.970033]	[129]	[]	[]	[141618257]	[]
171_11150	chr5	149452239	149452639	+	1000	133.0	[]	[]	[8.9615]	[103]	[]	[149452442]
171_11153	chr5	160439129	160439529	+	1000	133.0	[7.588041, 10.603825]	[92, 99]	[]	[]	[160439318, 160439325]	[]
171_11154	chr5	178626817	178627217	+	1000	133.0	[]	[]	[7.5245605]	[68]	[]	[178626975]
171_11156	chr6	16712788	16713188	+	1000	133.0	[7.5245605]	[90]	[]	[]	[16712978]	[]
171_11164	chr7	18175881	18176281	+	1000	133.0	[]	[]	[7.5245605]	[143]	[]	[18176109]
171_11166	chr7	38846228	38846628	+	1000	133.0	[11.988031]	[138]	[]	[]	[38846465]	[]
171_11172	chr7	131188633	131189033	+	1000	133.0	[6.789242]	[78]	[]	[]	[131188802]	[]
171_11174	chr7	138886454	138886854	+	1000	133.0	[]	[]	[11.970033]	[79]	[]	[138886620]
171_11176	chr7	158618228	158618628	+	1000	133.0	[6.621249]	[120]	[7.5245605, 7.012898]	[80, 106]	[158618433]	[158618393, 158618419]
171_11178	chr8	28561782	28562182	+	1000	133.0	[7.9874573]	[64]	[]	[]	[28561939]	[]
171_11182	chr8	143547244	143547644	+	1000	133.0	[]	[]	[7.5952926]	[142]	[]	[143547483]
171_11184	chr9	99074238	99074638	+	1000	133.0	[6.729318]	[96]	[]	[]	[99074414]	[]
171_11190	chr1	24591777	24592177	+	1000	132.0	[]	[]	[11.988031]	[59]	[]	[24591931]
171_11193	chr1	154384660	154385060	+	1000	132.0	[6.621249]	[99]	[]	[]	[154384859]	[]
171_11194	chr1	156501208	156501608	+	1000	132.0	[6.910793]	[82]	[]	[]	[156501385]	[]
171_11196	chr1	173303243	173303643	+	1000	132.0	[]	[]	[7.5425596]	[139]	[]	[173303482]
171_11206	chr10	27242091	27242491	+	1000	132.0	[6.6825495]	[116]	[7.5425596]	[114]	[27242290]	[27242288]
171_1121	chr20	32285674	32286074	+	1000	474.0	[6.8938127]	[66]	[9.133122]	[115]	[32285837]	[32285886]
171_11212	chr11	34105402	34105802	+	1000	132.0	[]	[]	[6.729318]	[84]	[]	[34105565]
171_11214	chr11	86237189	86237589	+	1000	132.0	[]	[]	[9.364644]	[96]	[]	[86237364]
171_11215	chr11	118998906	118999306	+	1000	132.0	[]	[]	[8.5457]	[122]	[]	[118999124]
171_11218	chr12	12910576	12910976	+	1000	132.0	[]	[]	[7.5425596]	[70]	[]	[12910742]
171_11220	chr12	55842815	55843215	+	1000	132.0	[]	[]	[7.5952926]	[62]	[]	[55842977]
171_11224	chr12	110270453	110270853	+	1000	132.0	[]	[]	[8.9615]	[123]	[]	[110270655]
171_11225	chr14	20632891	20633291	+	1000	132.0	[6.920983]	[178]	[]	[]	[20633082]	[]
171_1123	chr10	71635324	71635724	+	1000	473.0	[]	[]	[8.9795]	[133]	[]	[71635555]
171_11231	chr15	50753534	50753934	+	1000	132.0	[]	[]	[9.133122]	[117]	[]	[50753746]
171_11233	chr15	65818910	65819310	+	1000	132.0	[]	[]	[9.303733]	[78]	[]	[65819069]
171_11236	chr17	45857989	45858389	+	1000	132.0	[8.962336, 14.352782]	[87, 94]	[]	[]	[45858174, 45858181]	[]
171_11239	chr19	17405438	17405838	+	1000	132.0	[]	[]	[10.314102]	[88]	[]	[17405621]
171_11242	chr2	43041866	43042266	+	1000	132.0	[10.370207]	[176]	[7.6905684]	[99]	[43042107]	[43042030]
171_11245	chr2	85935696	85936096	+	1000	132.0	[]	[]	[7.3263307]	[123]	[]	[85935885]
171_11249	chr2	174051742	174052142	+	1000	132.0	[]	[]	[7.5245605]	[132]	[]	[174051967]
171_11250	chr2	182638656	182639056	+	1000	132.0	[10.314102]	[91]	[6.920983]	[148]	[182638837]	[182638894]
171_11255	chr21	44025918	44026318	+	1000	132.0	[]	[]	[7.5245605]	[73]	[]	[44026091]
171_11257	chr22	29195552	29195952	+	1000	132.0	[]	[]	[6.938982]	[113]	[]	[29195761]
171_11261	chr3	32780736	32781136	+	1000	132.0	[]	[]	[9.605281]	[108]	[]	[32780935]
171_11262	chr3	45667998	45668398	+	1000	132.0	[8.9615]	[127]	[]	[]	[45668205]	[]
171_11263	chr3	48743774	48744174	+	1000	132.0	[]	[]	[14.352782]	[105]	[]	[48743974]
171_11264	chr3	63940467	63940867	+	1000	132.0	[8.962336]	[128]	[]	[]	[63940676]	[]
171_11265	chr3	67011683	67012083	+	1000	132.0	[9.952792]	[65]	[]	[]	[67011845]	[]
171_11268	chr3	184347746	184348146	+	1000	132.0	[]	[]	[11.344251]	[122]	[]	[184347956]
171_11276	chr5	38379364	38379764	+	1000	132.0	[9.605281]	[89]	[]	[]	[38379546]	[]
171_11278	chr5	68316423	68316823	+	1000	132.0	[7.9874573]	[74]	[]	[]	[68316591]	[]
171_1128	chr6	34306142	34306542	+	1000	473.0	[]	[]	[7.3616753]	[93]	[]	[34306330]
171_11286	chr6	32048115	32048515	+	1000	132.0	[11.344251]	[84]	[9.043116]	[61]	[32048297]	[32048274]
171_1129	chr6	157515023	157515423	+	1000	473.0	[]	[]	[7.9874573]	[148]	[]	[157515269]
171_11290	chr6	42702141	42702541	+	1000	132.0	[]	[]	[7.931352]	[137]	[]	[42702372]
171_11293	chr6	89496148	89496548	+	1000	132.0	[]	[]	[10.370207]	[64]	[]	[89496310]
171_11295	chr7	12961931	12962331	+	1000	132.0	[7.3083315]	[93]	[]	[]	[12962112]	[]
171_11297	chr7	107998142	107998542	+	1000	132.0	[9.952792]	[135]	[]	[]	[107998351]	[]
171_1130	chr1	67688559	67688959	+	1000	472.0	[]	[]	[6.729318]	[134]	[]	[67688793]
171_11304	chr8	143333808	143334208	+	1000	132.0	[9.691082]	[121]	[]	[]	[143334028]	[]
171_11305	chr9	94867156	94867556	+	1000	132.0	[]	[]	[14.352782]	[102]	[]	[94867357]
171_11307	chr9	128555153	128555553	+	1000	132.0	[11.970033]	[108]	[]	[]	[128555354]	[]
171_11320	chr1	160692331	160692731	+	1000	131.0	[]	[]	[9.605281]	[150]	[]	[160692580]
171_11322	chr1	181894407	181894807	+	1000	131.0	[7.6905684]	[161]	[]	[]	[181894658]	[]
171_11324	chr1	207241214	207241614	+	1000	131.0	[11.970033]	[58]	[]	[]	[207241369]	[]
171_11325	chr1	210597725	210598125	+	1000	131.0	[]	[]	[10.603825]	[101]	[]	[210597920]
171_11326	chr1	213055019	213055419	+	1000	131.0	[6.621249]	[116]	[]	[]	[213055225]	[]
171_11332	chr10	28496397	28496797	+	1000	131.0	[6.9287915]	[109]	[]	[]	[28496592]	[]
171_11335	chr10	78256054	78256454	+	1000	131.0	[]	[]	[6.910793, 6.6825495]	[65, 110]	[]	[78256211, 78256256]
171_11336	chr10	103918389	103918789	+	1000	131.0	[8.9615]	[103]	[]	[]	[103918585]	[]
171_11338	chr10	119185511	119185911	+	1000	131.0	[]	[]	[6.809868]	[115]	[]	[119185725]
171_1134	chr3	43678313	43678713	+	1000	472.0	[10.314102]	[65]	[]	[]	[43678476]	[]
171_11340	chr11	10584173	10584573	+	1000	131.0	[6.9442596, 7.5245605]	[114, 132]	[]	[]	[10584385, 10584403]	[]
171_11341	chr11	58770813	58771213	+	1000	131.0	[]	[]	[7.5700417]	[143]	[]	[58771046]
171_1135	chr6	157811367	157811767	+	1000	472.0	[]	[]	[6.729318]	[70]	[]	[157811529]
171_11350	chr15	59473239	59473639	+	1000	131.0	[]	[]	[8.5457]	[145]	[]	[59473471]
171_11353	chr16	75678177	75678577	+	1000	131.0	[]	[]	[7.012898]	[95]	[]	[75678372]
171_11354	chr17	3712787	3713187	+	1000	131.0	[9.174619]	[105]	[]	[]	[3712988]	[]
171_11356	chr17	30958171	30958571	+	1000	131.0	[11.988031]	[109]	[]	[]	[30958374]	[]
171_11358	chr17	80577895	80578295	+	1000	131.0	[]	[]	[11.344251]	[100]	[]	[80578094]
171_11360	chr19	53792895	53793295	+	1000	131.0	[9.605281, 9.605281]	[80, 104]	[7.3263307]	[98]	[53793059, 53793083]	[53793077]
171_11366	chr2	183078538	183078938	+	1000	131.0	[9.395648]	[129]	[]	[]	[183078747]	[]
171_11367	chr2	197852199	197852599	+	1000	131.0	[]	[]	[10.0733185]	[132]	[]	[197852429]
171_11368	chr2	215808960	215809360	+	1000	131.0	[6.8987784]	[122]	[8.239074]	[113]	[215809177]	[215809168]
171_1137	chr10	11178544	11178944	+	1000	471.0	[]	[]	[6.9287915]	[106]	[]	[11178743]
171_11379	chr22	40928672	40929072	+	1000	131.0	[]	[]	[9.605281]	[142]	[]	[40928913]
171_1138	chr15	57382966	57383366	+	1000	471.0	[]	[]	[14.352782]	[78]	[]	[57383140]
171_11387	chr3	47380768	47381168	+	1000	131.0	[6.621249]	[117]	[6.6825495]	[108]	[47380980]	[47380971]
171_11389	chr3	60243450	60243850	+	1000	131.0	[]	[]	[7.9874573]	[140]	[]	[60243684]
171_11391	chr4	121800786	121801186	+	1000	131.0	[10.370207, 6.938982]	[68, 116]	[]	[]	[121800953, 121801001]	[]
171_11392	chr4	169622171	169622571	+	1000	131.0	[6.938982]	[93]	[]	[]	[169622362]	[]
171_11394	chr5	43075327	43075727	+	1000	131.0	[]	[]	[10.603825]	[96]	[]	[43075522]
171_11398	chr5	171533980	171534380	+	1000	131.0	[6.6825495]	[158]	[]	[]	[171534217]	[]
171_11399	chr6	7723030	7723430	+	1000	131.0	[14.352782]	[107]	[]	[]	[7723234]	[]
171_114	chr6	49646278	49646678	+	1000	701.0	[6.621249]	[166]	[7.0647864]	[98]	[49646525]	[49646457]
171_1140	chr18	11925759	11926159	+	1000	471.0	[]	[]	[9.691082, 14.352782]	[113, 151]	[]	[11925949, 11925987]
171_11401	chr6	30914069	30914469	+	1000	131.0	[8.5457]	[98]	[]	[]	[30914267]	[]
171_11402	chr6	32130167	32130567	+	1000	131.0	[8.9615]	[53]	[7.931352]	[82]	[32130319]	[32130348]
171_11404	chr6	90357965	90358365	+	1000	131.0	[8.913587]	[141]	[]	[]	[90358180]	[]
171_11408	chr6	157981437	157981837	+	1000	131.0	[]	[]	[9.605281]	[97]	[]	[157981632]
171_11409	chr6	158849872	158850272	+	1000	131.0	[]	[]	[9.293543]	[131]	[]	[158850098]
171_11410	chr7	21361466	21361866	+	1000	131.0	[7.5700417]	[58]	[]	[]	[21361620]	[]
171_11412	chr7	47218803	47219203	+	1000	131.0	[]	[]	[9.605281]	[102]	[]	[47219004]
171_11415	chr7	99408675	99409075	+	1000	131.0	[]	[]	[8.9795]	[112]	[]	[99408851]
171_11416	chr7	103347447	103347847	+	1000	131.0	[]	[]	[6.729318]	[126]	[]	[103347661]
171_11418	chr7	118218310	118218710	+	1000	131.0	[9.153993]	[126]	[]	[]	[118218512]	[]
171_11420	chr7	157490559	157490959	+	1000	131.0	[10.603825]	[105]	[]	[]	[157490721]	[]
171_11429	chr9	111644281	111644681	+	1000	131.0	[]	[]	[9.9073105]	[74]	[]	[111644439]
171_11431	chr9	131275293	131275693	+	1000	131.0	[6.660366]	[203]	[]	[]	[131275521]	[]
171_11433	chrX	135004124	135004524	+	1000	131.0	[9.364644, 9.364644]	[86, 110]	[]	[]	[135004304, 135004328]	[]
171_11436	chr1	40143966	40144366	+	1000	130.0	[11.970033]	[92]	[]	[]	[40144138]	[]
171_11442	chr1	207020059	207020459	+	1000	130.0	[9.952792]	[118]	[]	[]	[207020266]	[]
171_11456	chr12	25692068	25692468	+	1000	130.0	[]	[]	[6.910793]	[108]	[]	[25692266]
171_11457	chr12	46557133	46557533	+	1000	130.0	[]	[]	[7.012898]	[81]	[]	[46557314]
171_11458	chr12	52280193	52280593	+	1000	130.0	[11.970033]	[103]	[]	[]	[52280390]	[]
171_11463	chr13	29457282	29457682	+	1000	130.0	[11.988031]	[127]	[]	[]	[29457491]	[]
171_11469	chr14	77414338	77414738	+	1000	130.0	[9.9073105]	[143]	[]	[]	[77414564]	[]
171_11470	chr15	32658002	32658402	+	1000	130.0	[]	[]	[8.9615]	[129]	[]	[32658222]
171_11471	chr15	44711336	44711736	+	1000	130.0	[9.605281]	[81]	[]	[]	[44711515]	[]
171_11475	chr16	73210692	73211092	+	1000	130.0	[6.747317]	[129]	[6.7683716]	[103]	[73210909]	[73210883]
