#PeakID(python identify_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_10914	chr11	114216244	114216644	+	1000	121.5	[7.8048544]	[136]	[]	[]	[114216466]	[]
36_10919	chr16	15650835	15651235	+	1000	121.5	[10.364809]	[109]	[]	[]	[15651018]	[]
36_1092	chr9	135951948	135952348	+	1000	667.0	[]	[]	[7.8184385, 12.172607]	[103, 107]	[]	[135952146, 135952150]
36_10920	chr16	29265243	29265643	+	1000	121.5	[]	[]	[10.301564]	[69]	[]	[29265407]
36_10922	chr17	8154165	8154565	+	1000	121.5	[7.5943837]	[177]	[]	[]	[8154403]	[]
36_10929	chr19	51490661	51491061	+	1000	121.5	[]	[]	[13.296596]	[106]	[]	[51490860]
36_10936	chr20	18587662	18588062	+	1000	121.5	[7.474958, 8.9806795]	[71, 75]	[8.470212]	[126]	[18587814, 18587818]	[18587869]
36_1094	chr7	152314035	152314435	+	1000	666.5	[]	[]	[8.50106]	[97]	[]	[152314228]
36_10949	chr6	105832440	105832840	+	662	121.5	[7.7539153]	[181]	[]	[]	[105832685]	[]
36_1095	chr3	142029103	142029503	+	1000	666.0	[13.044986]	[95]	[]	[]	[142029295]	[]
36_10953	chr7	140230943	140231343	+	1000	121.5	[11.459053, 9.018479]	[132, 141]	[]	[]	[140231107, 140231116]	[]
36_10955	chr8	73745295	73745695	+	1000	121.5	[]	[]	[7.712342, 12.430346]	[99, 103]	[]	[73745469, 73745473]
36_1096	chr6	163860450	163860850	+	1000	666.0	[10.364809, 7.2228217]	[56, 111]	[]	[]	[163860604, 163860659]	[]
36_1097	chrX	153470411	153470811	+	1000	666.0	[]	[]	[11.857753]	[102]	[]	[153470613]
36_10970	chr11	34651603	34652003	+	953	121.0	[]	[]	[8.820263]	[91]	[]	[34651785]
36_10973	chr11	107840796	107841196	+	1000	121.0	[]	[]	[7.6580224]	[79]	[]	[107840948]
36_10977	chr12	127381096	127381496	+	1000	121.0	[]	[]	[10.55093]	[122]	[]	[127381317]
36_10978	chr13	97242612	97243012	+	1000	121.0	[14.959101]	[98]	[]	[]	[97242800]	[]
36_10979	chr15	65258783	65259183	+	582	121.0	[8.661665]	[111]	[]	[]	[65258992]	[]
36_1098	chr7	129958575	129958975	+	1000	665.5	[13.053981]	[115]	[]	[]	[129958778]	[]
36_10984	chr17	78592283	78592683	+	1000	121.0	[]	[]	[10.388675]	[109]	[]	[78592474]
36_10987	chr19	15125193	15125593	+	1000	121.0	[]	[]	[7.1693687]	[117]	[]	[15125407]
36_10989	chr2	28378000	28378400	+	1000	121.0	[12.638885]	[101]	[]	[]	[28378198]	[]
36_10990	chr2	86563046	86563446	+	1000	121.0	[]	[]	[9.263993]	[103]	[]	[86563234]
36_10993	chr3	42159603	42160003	+	1000	121.0	[]	[]	[9.592721]	[76]	[]	[42159776]
36_10994	chr3	171851691	171852091	+	1000	121.0	[7.0456843]	[135]	[]	[]	[171851909]	[]
36_10996	chr4	52712143	52712543	+	1000	121.0	[8.114096]	[118]	[]	[]	[52712346]	[]
36_110	chr19	12551406	12551806	+	1000	899.5	[14.492824, 13.265748]	[100, 143]	[]	[]	[12551603, 12551646]	[]
36_1100	chr12	50111816	50112216	+	1000	665.0	[11.360628]	[103]	[]	[]	[50112004]	[]
36_11002	chr7	108225447	108225847	+	1000	121.0	[]	[]	[12.172607, 10.724771]	[143, 167]	[]	[108225659, 108225683]
36_11008	chrX	108087785	108088185	+	1000	121.0	[14.959101]	[133]	[]	[]	[108088002]	[]
36_1101	chr6	41939382	41939782	+	1000	664.5	[11.785644]	[92]	[]	[]	[41939574]	[]
36_11017	chr11	66938573	66938973	+	1000	120.5	[12.799472]	[96]	[]	[]	[66938764]	[]
36_11018	chr11	93903961	93904361	+	1000	120.5	[14.492824]	[106]	[]	[]	[93904165]	[]
36_11019	chr12	49331563	49331963	+	1000	120.5	[]	[]	[12.799472]	[125]	[]	[49331772]
36_11020	chr12	49839022	49839422	+	1000	120.5	[7.265854]	[137]	[]	[]	[49839246]	[]
36_11026	chr16	27402219	27402619	+	1000	120.5	[12.799472]	[118]	[10.419522]	[106]	[27402429]	[27402417]
36_1103	chr19	20999609	21000009	+	1000	664.0	[]	[]	[7.286491, 12.799472, 14.492824]	[55, 59, 102]	[]	[20999764, 20999768, 20999811]
36_11032	chr2	26767175	26767575	+	1000	120.5	[12.91743]	[81]	[]	[]	[26767345]	[]
36_11035	chr2	145812096	145812496	+	933	120.5	[7.126075]	[197]	[7.6093335]	[212]	[145812277]	[145812292]
36_11038	chr2	172066554	172066954	+	1000	120.5	[]	[]	[10.171764]	[161]	[]	[172066795]
36_1104	chr17	8156464	8156864	+	1000	663.0	[]	[]	[7.4954314]	[109]	[]	[8156664]
36_11046	chr22	39920083	39920483	+	1000	120.5	[7.547842]	[154]	[7.412284]	[97]	[39920293]	[39920236]
36_1105	chr5	160119430	160119830	+	1000	662.5	[]	[]	[8.245836, 7.2478447]	[59, 75]	[]	[160119586, 160119602]
36_11055	chr5	56441358	56441758	+	965	120.5	[13.265748]	[86]	[]	[]	[56441536]	[]
36_11061	chr6	150539594	150539994	+	1000	120.5	[7.7953963]	[138]	[12.213435]	[125]	[150539805]	[150539792]
36_11065	chr7	76047806	76048206	+	1000	120.5	[]	[]	[7.7609773]	[165]	[]	[76048046]
36_11066	chr7	106365187	106365587	+	1000	120.5	[8.01759]	[193]	[]	[]	[106365393]	[]
36_11067	chr7	155683114	155683514	+	1000	120.5	[]	[]	[10.361639]	[95]	[]	[155683299]
36_1107	chr1	26921406	26921806	+	1000	662.0	[8.50106]	[99]	[]	[]	[26921599]	[]
36_11074	chrX	100994348	100994748	+	718	120.5	[]	[]	[10.011215]	[122]	[]	[100994549]
36_11075	chrX	136779368	136779768	+	1000	120.5	[]	[]	[12.25192]	[184]	[]	[136779614]
36_11077	chr1	119712781	119713181	+	757	120.0	[8.661665]	[100]	[]	[]	[119712971]	[]
36_1108	chr16	16021896	16022296	+	1000	662.0	[]	[]	[8.302331]	[101]	[]	[16022090]
36_11080	chr1	202007973	202008373	+	873	120.0	[]	[]	[7.6007266]	[72]	[]	[202008140]
36_11081	chr10	12068692	12069092	+	1000	120.0	[]	[]	[8.258101]	[172]	[]	[12068902]
36_11084	chr11	2303541	2303941	+	1000	120.0	[7.1944876]	[216]	[]	[]	[2303791]	[]
36_1109	chr20	58850761	58851161	+	1000	662.0	[10.55093]	[114]	[]	[]	[58850967]	[]
36_11090	chr15	26891361	26891761	+	1000	120.0	[12.91743]	[113]	[]	[]	[26891568]	[]
36_11096	chr17	38415250	38415650	+	1000	120.0	[7.657629]	[155]	[]	[]	[38415472]	[]
36_111	chr2	26785714	26786114	+	1000	899.5	[]	[]	[8.789415]	[51]	[]	[26785865]
36_11109	chr2	210002307	210002707	+	1000	120.0	[8.661647]	[141]	[]	[]	[210002530]	[]
36_1111	chr1	8703420	8703820	+	1000	661.0	[10.831086]	[106]	[]	[]	[8703624]	[]
36_11111	chr22	19121483	19121883	+	1000	120.0	[13.044986]	[120]	[]	[]	[19121697]	[]
36_11121	chr6	36444039	36444439	+	1000	120.0	[9.761811]	[104]	[]	[]	[36444235]	[]
36_11127	chr8	2985476	2985876	+	1000	120.0	[12.213435]	[91]	[]	[]	[2985665]	[]
36_11133	chr1	153538277	153538677	+	1000	119.5	[]	[]	[9.048256]	[70]	[]	[153538430]
36_11135	chr1	166612868	166613268	+	976	119.5	[12.135462]	[122]	[11.925329]	[153]	[166613032]	[166613063]
36_11143	chr11	129759889	129760289	+	1000	119.5	[]	[]	[10.419522, 13.520257]	[98, 102]	[]	[129760084, 129760088]
36_11145	chr12	55412199	55412599	+	1000	119.5	[7.126075]	[122]	[]	[]	[55412403]	[]
36_11148	chr14	20209618	20210018	+	1000	119.5	[]	[]	[7.797315, 7.7004805, 7.672467]	[108, 154, 168]	[]	[20209790, 20209836, 20209850]
36_11150	chr15	96422164	96422564	+	1000	119.5	[7.0650244]	[144]	[]	[]	[96422351]	[]
36_11151	chr16	5616100	5616500	+	1000	119.5	[]	[]	[11.785644]	[118]	[]	[5616316]
36_11154	chr17	55710381	55710781	+	1000	119.5	[12.638885]	[103]	[]	[]	[55710545]	[]
36_1116	chr16	57535924	57536324	+	1000	659.5	[]	[]	[8.284322]	[111]	[]	[57536135]
36_11167	chr22	31496283	31496683	+	1000	119.5	[7.070417]	[130]	[]	[]	[31496506]	[]
36_11169	chr3	19931901	19932301	+	586	119.5	[9.796548]	[124]	[]	[]	[19932123]	[]
36_1117	chr22	38755810	38756210	+	1000	659.5	[]	[]	[14.610782]	[155]	[]	[38756021]
36_11177	chr5	133610932	133611332	+	1000	119.5	[7.412284]	[143]	[7.6234226]	[99]	[133611167]	[133611123]
36_11179	chr6	49934802	49935202	+	823	119.5	[]	[]	[8.004651]	[132]	[]	[49934992]
36_1118	chr8	101051673	101052073	+	1000	659.5	[]	[]	[12.91743, 7.48357]	[122, 149]	[]	[101051880, 101051907]
36_1119	chr16	11345207	11345607	+	1000	658.5	[9.168581]	[87]	[]	[]	[11345387]	[]
36_11192	chr1	36481994	36482394	+	1000	119.0	[12.799472]	[112]	[]	[]	[36482167]	[]
36_11194	chr1	109592924	109593324	+	1000	119.0	[]	[]	[13.296596]	[109]	[]	[109593124]
36_11198	chr10	21172860	21173260	+	1000	119.0	[]	[]	[14.610782, 9.310323, 7.9505005]	[110, 114, 137]	[]	[21173069, 21173073, 21173096]
36_112	chr9	136886174	136886574	+	1000	899.0	[]	[]	[8.144543, 9.606707]	[126, 130]	[]	[136886351, 136886355]
36_1120	chr12	49741150	49741550	+	1000	658.0	[7.0728245]	[169]	[]	[]	[49741380]	[]
36_11203	chr12	92140187	92140587	+	1000	119.0	[]	[]	[12.638885, 7.2425327]	[116, 151]	[]	[92140368, 92140403]
36_11208	chr15	80160539	80160939	+	1000	119.0	[]	[]	[10.347194]	[241]	[]	[80160775]
36_11211	chr16	81752150	81752550	+	1000	119.0	[9.592721]	[131]	[]	[]	[81752354]	[]
36_11214	chr19	11344245	11344645	+	1000	119.0	[]	[]	[7.950842]	[80]	[]	[11344408]
36_11223	chr3	65042721	65043121	+	1000	119.0	[7.2228217]	[127]	[]	[]	[65042909]	[]
36_11227	chr5	116477126	116477526	+	1000	119.0	[13.520257]	[95]	[]	[]	[116477319]	[]
36_11228	chr5	135325367	135325767	+	1000	119.0	[]	[]	[12.172607]	[122]	[]	[135325582]
36_11238	chr9	133153266	133153666	+	1000	119.0	[14.610782]	[123]	[]	[]	[133153476]	[]
36_11240	chrX	55717427	55717827	+	1000	119.0	[10.643184]	[140]	[]	[]	[55717644]	[]
36_11242	chr1	183992381	183992781	+	559	118.5	[9.062265, 9.794609, 12.48378, 9.392856]	[83, 100, 104, 164]	[8.939942]	[136]	[183992550, 183992567, 183992571, 183992631]	[183992603]
36_11246	chr10	29812077	29812477	+	1000	118.5	[10.569666]	[81]	[]	[]	[29812249]	[]
36_11252	chr14	64946298	64946698	+	1000	118.5	[8.317065]	[123]	[]	[]	[64946513]	[]
36_11253	chr16	11851373	11851773	+	1000	118.5	[]	[]	[7.8184385]	[157]	[]	[11851620]
36_11266	chr3	6508336	6508736	+	1000	118.5	[12.799472]	[118]	[]	[]	[6508552]	[]
36_11267	chr3	52694512	52694912	+	1000	118.5	[8.483703, 7.063966]	[102, 106]	[8.029893]	[105]	[52694686, 52694690]	[52694689]
36_1128	chr10	25766728	25767128	+	1000	656.5	[]	[]	[14.959101]	[102]	[]	[25766925]
36_11280	chr9	34647658	34648058	+	1000	118.5	[]	[]	[12.830319]	[113]	[]	[34647869]
36_11282	chr1	108884961	108885361	+	1000	118.0	[12.213435]	[110]	[]	[]	[108885158]	[]
36_11287	chr11	27392727	27393127	+	1000	118.0	[]	[]	[9.606707]	[130]	[]	[27392908]
36_11291	chr12	48999548	48999948	+	1000	118.0	[]	[]	[11.136967]	[140]	[]	[48999776]
36_11293	chr12	120709935	120710335	+	1000	118.0	[]	[]	[8.363305, 10.76784, 7.657629]	[69, 96, 100]	[]	[120710096, 120710123, 120710127]
36_11294	chr13	27605076	27605476	+	1000	118.0	[11.382482, 8.427828, 9.263231, 12.082027, 7.082794]	[98, 102, 110, 114, 122]	[]	[]	[27605236, 27605240, 27605248, 27605252, 27605260]	[]
36_113	chr1	167721697	167722097	+	1000	898.0	[12.430346]	[91]	[]	[]	[167721887]	[]
36_11301	chr16	70431019	70431419	+	1000	118.0	[]	[]	[8.249403]	[87]	[]	[70431187]
36_11304	chr19	11552897	11553297	+	1000	118.0	[14.959101]	[107]	[]	[]	[11553076]	[]
36_11306	chr19	19663601	19664001	+	1000	118.0	[7.9442024]	[190]	[]	[]	[19663824]	[]
36_11309	chr19	58327437	58327837	+	1000	118.0	[7.099119, 14.610782]	[171, 175]	[]	[]	[58327666, 58327670]	[]
36_11310	chr2	66477486	66477886	+	1000	118.0	[7.797315]	[130]	[]	[]	[66477710]	[]
36_11311	chr2	220107239	220107639	+	1000	118.0	[]	[]	[7.654458]	[98]	[]	[220107430]
36_11314	chr21	15219871	15220271	+	1000	118.0	[12.48378, 9.1892185]	[131, 135]	[]	[]	[15220082, 15220086]	[]
36_11316	chr22	21212034	21212434	+	766	118.0	[]	[]	[7.160374]	[98]	[]	[21212221]
36_11318	chr3	45464345	45464745	+	1000	118.0	[]	[]	[11.785644]	[123]	[]	[45464557]
36_11324	chr6	3910997	3911397	+	857	118.0	[14.492824]	[95]	[]	[]	[3911187]	[]
36_11326	chr6	104973379	104973779	+	1000	118.0	[]	[]	[9.328332, 8.068459]	[160, 177]	[]	[104973595, 104973612]
36_11332	chr7	45000990	45001390	+	1000	118.0	[11.178108, 10.040716]	[103, 126]	[]	[]	[45001186, 45001209]	[]
36_11342	chr9	136108310	136108710	+	991	118.0	[]	[]	[11.747158]	[99]	[]	[136108506]
36_11344	chrX	40445043	40445443	+	1000	118.0	[14.959101]	[142]	[14.959101]	[159]	[40445262]	[40445279]
36_11345	chrX	118724822	118725222	+	1000	118.0	[9.030621]	[92]	[7.6995034]	[150]	[118725012]	[118725070]
36_1135	chr12	9283731	9284131	+	1000	655.5	[11.925329]	[122]	[]	[]	[9283953]	[]
36_11356	chr11	448251	448651	+	1000	117.5	[7.0413136]	[148]	[]	[]	[448471]	[]
36_1137	chr22	19479545	19479945	+	1000	655.5	[11.382482]	[174]	[]	[]	[19479781]	[]
36_11382	chr2	152175635	152176035	+	1000	117.5	[9.592721]	[116]	[]	[]	[152175788]	[]
36_11397	chr6	108559629	108560029	+	1000	117.5	[8.9806795]	[150]	[]	[]	[108559873]	[]
36_11398	chr6	134908836	134909236	+	1000	117.5	[]	[]	[12.91743, 7.368116]	[101, 164]	[]	[134909021, 134909084]
36_11400	chr6	166319374	166319774	+	1000	117.5	[]	[]	[11.903602]	[145]	[]	[166319570]
36_11402	chr7	50307245	50307645	+	1000	117.5	[9.883659]	[123]	[]	[]	[50307442]	[]
36_11404	chr7	133372404	133372804	+	1000	117.5	[14.610782, 7.3857517]	[105, 109]	[]	[]	[133372600, 133372604]	[]
36_11408	chr8	28703065	28703465	+	1000	117.5	[7.555898, 14.959101]	[71, 95]	[]	[]	[28703233, 28703257]	[]
36_1141	chr6	100228844	100229244	+	1000	654.0	[14.959101]	[101]	[]	[]	[100229040]	[]
36_11410	chr8	68152799	68153199	+	1000	117.5	[9.271838]	[139]	[]	[]	[68153021]	[]
36_11426	chr13	95478563	95478963	+	1000	117.0	[10.88456]	[161]	[]	[]	[95478777]	[]
36_11428	chr14	74140404	74140804	+	824	117.0	[]	[]	[12.082027]	[111]	[]	[74140615]
36_11432	chr15	64801918	64802318	+	1000	117.0	[8.249403]	[106]	[]	[]	[64802117]	[]
36_11433	chr16	4693335	4693735	+	1000	117.0	[9.399782]	[88]	[]	[]	[4693507]	[]
36_11436	chr17	48258282	48258682	+	1000	117.0	[]	[]	[7.3774734]	[122]	[]	[48258486]
36_11440	chr19	50794313	50794713	+	1000	117.0	[10.110129]	[96]	[]	[]	[50794501]	[]
36_11441	chr2	32039627	32040027	+	713	117.0	[9.272988]	[100]	[]	[]	[32039805]	[]
36_11442	chr2	88600018	88600418	+	1000	117.0	[]	[]	[9.283028]	[87]	[]	[88600184]
36_11450	chr22	45549045	45549445	+	1000	117.0	[10.479597]	[155]	[]	[]	[45549274]	[]
36_11453	chr5	36251218	36251618	+	1000	117.0	[12.213435]	[96]	[]	[]	[36251408]	[]
36_11454	chr5	103293093	103293493	+	1000	117.0	[14.492824, 7.043533]	[109, 113]	[]	[]	[103293293, 103293297]	[]
36_11456	chr5	143222432	143222832	+	877	117.0	[]	[]	[12.172607, 9.738114]	[79, 135]	[]	[143222596, 143222652]
36_11467	chrX	12947118	12947518	+	1000	117.0	[]	[]	[9.039978]	[121]	[]	[12947318]
36_11469	chr1	811018	811418	+	1000	116.5	[7.2228217]	[172]	[]	[]	[811250]	[]
36_11471	chr1	53639226	53639626	+	1000	116.5	[]	[]	[9.698124, 10.270717, 7.2228217, 7.0489435]	[86, 104, 134, 138]	[]	[53639410, 53639428, 53639458, 53639462]
36_11473	chr1	169421366	169421766	+	1000	116.5	[8.702305, 14.492824]	[77, 124]	[]	[]	[169421542, 169421589]	[]
36_1148	chr5	90409658	90410058	+	1000	652.0	[]	[]	[10.774591]	[127]	[]	[90409882]
36_11484	chr11	63737679	63738079	+	1000	116.5	[8.668286]	[144]	[8.068459, 10.479597]	[131, 163]	[63737892]	[63737879, 63737911]
36_1149	chr1	227888930	227889330	+	1000	651.5	[]	[]	[7.8090506, 11.459053]	[70, 104]	[]	[227889097, 227889131]
36_11490	chr14	24195473	24195873	+	1000	116.5	[]	[]	[7.2873273, 8.732922]	[60, 117]	[]	[24195626, 24195683]
36_11494	chr15	77064594	77064994	+	1000	116.5	[]	[]	[10.569666]	[114]	[]	[77064808]
36_115	chr7	77798456	77798856	+	1000	897.5	[]	[]	[7.1693687]	[75]	[]	[77798631]
36_1150	chr12	6723709	6724109	+	1000	651.5	[]	[]	[9.912791, 8.205009]	[99, 142]	[]	[6723896, 6723939]
36_11501	chr17	78934135	78934535	+	1000	116.5	[10.733765]	[94]	[]	[]	[78934328]	[]
36_11502	chr17	81809417	81809817	+	595	116.5	[]	[]	[9.374846, 10.388675, 7.9360037, 10.736993, 8.06066, 8.047822, 9.074489, 7.6995034, 9.374846, 10.388675, 8.726171, 10.388675, 8.726171, 8.726171, 10.388675, 8.726171, 9.374846]	[97, 101, 105, 109, 117, 121, 133, 137, 141, 145, 157, 161, 169, 177, 181, 189, 193]	[]	[81809571, 81809575, 81809579, 81809583, 81809591, 81809595, 81809607, 81809611, 81809615, 81809619, 81809631, 81809635, 81809643, 81809651, 81809655, 81809663, 81809667]
36_11504	chr19	17390965	17391365	+	1000	116.5	[8.258101]	[68]	[8.284322, 7.826244, 7.6886597]	[117, 143, 147]	[17391121]	[17391170, 17391196, 17391200]
36_1151	chr16	3003828	3004228	+	1000	651.5	[10.821276]	[119]	[]	[]	[3004018]	[]
36_11517	chr5	134370909	134371309	+	799	116.5	[]	[]	[7.4649982]	[126]	[]	[134371085]
36_11519	chr6	26026514	26026914	+	1000	116.5	[7.195374]	[105]	[10.354999]	[190]	[26026675]	[26026760]
36_1152	chr11	85628340	85628740	+	1000	651.0	[]	[]	[9.911993]	[102]	[]	[85628534]
36_11522	chr7	105879773	105880173	+	1000	116.5	[10.301564]	[133]	[14.959101]	[112]	[105880002]	[105879981]
36_11533	chr1	231414243	231414643	+	1000	116.0	[]	[]	[14.492824]	[121]	[]	[231414452]
36_11536	chr10	72223413	72223813	+	1000	116.0	[]	[]	[10.790428]	[128]	[]	[72223620]
36_11539	chr11	72722326	72722726	+	1000	116.0	[11.577011]	[119]	[]	[]	[72722489]	[]
36_11542	chr12	46557483	46557883	+	1000	116.0	[10.956583]	[148]	[]	[]	[46557641]	[]
36_11543	chr12	47393074	47393474	+	1000	116.0	[]	[]	[7.286491, 12.25192]	[149, 153]	[]	[47393296, 47393300]
36_11546	chr12	125533394	125533794	+	1000	116.0	[10.55093]	[94]	[]	[]	[125533568]	[]
36_11547	chr13	27450331	27450731	+	1000	116.0	[7.3613877]	[144]	[]	[]	[27450524]	[]
36_1155	chr21	35504345	35504745	+	1000	650.0	[]	[]	[10.945533]	[101]	[]	[35504546]
36_11552	chr16	54929086	54929486	+	1000	116.0	[]	[]	[7.2725053]	[133]	[]	[54929292]
36_11553	chr16	56481379	56481779	+	891	116.0	[9.263993]	[97]	[]	[]	[56481574]	[]
36_11554	chr16	76946880	76947280	+	1000	116.0	[]	[]	[8.006341]	[149]	[]	[76947089]
36_11556	chr17	15886853	15887253	+	1000	116.0	[]	[]	[9.761811, 7.6478186]	[115, 158]	[]	[15887055, 15887098]
36_1156	chr1	182257428	182257828	+	1000	649.5	[10.347194]	[77]	[13.044986]	[101]	[182257604]	[182257628]
36_11564	chr2	100198845	100199245	+	1000	116.0	[14.492824]	[119]	[]	[]	[100199053]	[]
36_11575	chr4	119454546	119454946	+	1000	116.0	[]	[]	[11.391476]	[136]	[]	[119454770]
36_11576	chr4	128468372	128468772	+	1000	116.0	[8.154936]	[102]	[]	[]	[128468563]	[]
36_11577	chr4	169723175	169723575	+	1000	116.0	[12.25192]	[101]	[7.445826]	[151]	[169723370]	[169723420]
36_11582	chr6	135282036	135282436	+	1000	116.0	[12.213435]	[108]	[7.402949]	[66]	[135282234]	[135282192]
36_11583	chr7	5512799	5513199	+	1000	116.0	[7.07264, 9.074489]	[290, 318]	[]	[]	[5512975, 5513003]	[]
36_11587	chr7	102273819	102274219	+	1000	116.0	[10.354999]	[78]	[]	[]	[102273992]	[]
36_11598	chr10	97648874	97649274	+	1000	115.5	[]	[]	[11.382482]	[224]	[]	[97649120]
36_11605	chr14	24481587	24481987	+	1000	115.5	[11.857753]	[121]	[]	[]	[24481797]	[]
36_11606	chr15	43105898	43106298	+	1000	115.5	[9.256888]	[151]	[]	[]	[43106091]	[]
36_11611	chr19	31339391	31339791	+	1000	115.5	[]	[]	[8.605968]	[89]	[]	[31339579]
36_11631	chr4	127965808	127966208	+	782	115.5	[]	[]	[11.747158]	[110]	[]	[127966011]
36_11640	chr6	133039963	133040363	+	1000	115.5	[8.769881]	[80]	[7.899369]	[107]	[133040141]	[133040168]
36_11641	chr6	134637200	134637600	+	1000	115.5	[]	[]	[13.296596]	[133]	[]	[134637417]
36_11643	chr8	105932972	105933372	+	1000	115.5	[]	[]	[7.2228217]	[71]	[]	[105933140]
36_11646	chr9	36258367	36258767	+	1000	115.5	[10.821276]	[91]	[]	[]	[36258552]	[]
36_11652	chr10	63464369	63464769	+	992	115.0	[]	[]	[11.964068]	[127]	[]	[63464586]
36_11653	chr10	117376019	117376419	+	1000	115.0	[7.625756]	[120]	[12.91743]	[146]	[117376192]	[117376218]
36_11656	chr11	73344162	73344562	+	1000	115.0	[14.492824]	[93]	[]	[]	[73344354]	[]
36_11663	chr17	28918372	28918772	+	1000	115.0	[12.017504]	[211]	[]	[]	[28918615]	[]
36_11667	chr19	703670	704070	+	1000	115.0	[]	[]	[7.8328834]	[105]	[]	[703828]
36_11672	chr2	10369835	10370235	+	1000	115.0	[10.123138]	[106]	[]	[]	[10370034]	[]
36_11675	chr2	88933960	88934360	+	1000	115.0	[10.231977]	[181]	[]	[]	[88934203]	[]
36_11676	chr2	177093432	177093832	+	697	115.0	[8.661665]	[81]	[]	[]	[177093612]	[]
36_11679	chr3	13352718	13353118	+	917	115.0	[9.697288]	[146]	[]	[]	[13352907]	[]
36_1168	chr10	110864605	110865005	+	1000	646.0	[10.569666]	[96]	[14.959101]	[103]	[110864800]	[110864807]
36_11681	chr3	183555547	183555947	+	1000	115.0	[]	[]	[9.574439]	[127]	[]	[183555742]
36_11684	chr5	98773332	98773732	+	1000	115.0	[8.444549]	[86]	[]	[]	[98773508]	[]
36_11686	chr6	3279574	3279974	+	1000	115.0	[9.911993, 7.032272]	[117, 121]	[]	[]	[3279775, 3279779]	[]
36_1169	chr5	151771516	151771916	+	1000	645.5	[]	[]	[9.601395]	[60]	[]	[151771676]
36_11690	chr7	133003360	133003760	+	1000	115.0	[]	[]	[12.430346]	[89]	[]	[133003548]
36_11692	chr8	9006555	9006955	+	1000	115.0	[7.38059]	[87]	[8.003936]	[141]	[9006731]	[9006785]
36_11694	chr9	26947041	26947441	+	1000	115.0	[7.320561, 7.899369, 8.099306]	[95, 109, 113]	[]	[]	[26947224, 26947238, 26947242]	[]
36_11696	chr9	129038064	129038464	+	1000	115.0	[12.91743]	[108]	[]	[]	[129038260]	[]
36_1170	chr6	169212872	169213272	+	1000	645.5	[]	[]	[13.044986]	[101]	[]	[169213063]
36_11701	chr1	174976732	174977132	+	1000	114.5	[]	[]	[11.903602]	[76]	[]	[174976902]
36_11705	chr10	84329302	84329702	+	809	114.5	[10.851724]	[90]	[]	[]	[84329491]	[]
36_1171	chr1	12618121	12618521	+	1000	645.0	[14.959101, 10.354999]	[98, 142]	[]	[]	[12618313, 12618357]	[]
36_11710	chr11	67492878	67493278	+	1000	114.5	[]	[]	[10.55093]	[100]	[]	[67493075]
36_11719	chr15	92831583	92831983	+	1000	114.5	[7.5891294]	[75]	[8.249451, 8.249403]	[123, 135]	[92831740]	[92831788, 92831800]
36_11721	chr16	77553052	77553452	+	1000	114.5	[]	[]	[11.459053]	[106]	[]	[77553254]
36_11726	chr17	73092451	73092851	+	1000	114.5	[]	[]	[11.136967]	[121]	[]	[73092655]
36_11728	chr18	58058663	58059063	+	1000	114.5	[10.479597]	[75]	[8.068459]	[107]	[58058830]	[58058862]
36_11729	chr18	58221288	58221688	+	1000	114.5	[]	[]	[7.730351, 8.913801]	[135, 139]	[]	[58221513, 58221517]
36_11732	chr19	40425870	40426270	+	716	114.5	[9.328998]	[184]	[]	[]	[40426089]	[]
36_11743	chr3	44624731	44625131	+	1000	114.5	[]	[]	[7.1693687]	[188]	[]	[44624923]
36_11744	chr3	53347464	53347864	+	1000	114.5	[]	[]	[7.2138095]	[92]	[]	[53347654]
36_11751	chr5	170315219	170315619	+	1000	114.5	[12.948277]	[104]	[]	[]	[170315417]	[]
36_11753	chr6	28402165	28402565	+	1000	114.5	[9.738114]	[113]	[]	[]	[28402352]	[]
36_11763	chr8	61563176	61563576	+	1000	114.5	[10.011215]	[97]	[]	[]	[61563357]	[]
36_11764	chr8	140220448	140220848	+	1000	114.5	[14.492824, 7.313423]	[106, 148]	[]	[]	[140220653, 140220695]	[]
36_11766	chrX	2194541	2194941	+	1000	114.5	[]	[]	[14.959101]	[113]	[]	[2194730]
36_11769	chr1	150293577	150293977	+	1000	114.0	[8.6082115]	[126]	[]	[]	[150293744]	[]
36_1177	chr6	79233779	79234179	+	1000	644.0	[12.638885]	[91]	[]	[]	[79233970]	[]
36_11774	chr10	79807015	79807415	+	1000	114.0	[]	[]	[8.126602]	[88]	[]	[79807186]
36_11778	chr11	16346953	16347353	+	1000	114.0	[8.726171, 12.135462]	[126, 157]	[]	[]	[16347152, 16347183]	[]
36_11779	chr11	16863408	16863808	+	828	114.0	[8.278535]	[57]	[14.610782]	[94]	[16863560]	[16863597]
36_1178	chr1	91804688	91805088	+	1000	643.5	[11.747158]	[96]	[]	[]	[91804880]	[]
36_11781	chr11	63917709	63918109	+	1000	114.0	[12.799472, 12.082027]	[97, 101]	[]	[]	[63917906, 63917910]	[]
36_11794	chr2	32591994	32592394	+	1000	114.0	[7.107377]	[170]	[]	[]	[32592219]	[]
