#PeakID(python identify_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_11854	chr7	22301713	22302113	+	1000	50.5	[]	[]	[6.975399]	[83]	[]	[22301896]
466_11857	chr7	30134424	30134824	+	1000	50.5	[]	[]	[6.975399, 6.975399]	[93, 119]	[]	[30134604, 30134630]
466_11864	chr7	100545621	100546021	+	1000	50.5	[6.53501]	[116]	[]	[]	[100545814]	[]
466_11876	chr8	6406327	6406727	+	1000	50.5	[6.53501]	[125]	[]	[]	[6406525]	[]
466_11878	chr8	37904045	37904445	+	1000	50.5	[11.465191, 6.53501]	[86, 137]	[11.465191]	[77]	[37904230, 37904281]	[37904221]
466_11879	chr8	38785340	38785740	+	1000	50.5	[]	[]	[11.465191]	[84]	[]	[38785510]
466_1188	chr6	26027066	26027466	+	1000	131.5	[]	[]	[6.975399]	[112]	[]	[26027277]
466_11885	chr8	105493362	105493762	+	1000	50.5	[11.465191]	[91]	[]	[]	[105493524]	[]
466_1189	chr6	43628627	43629027	+	1000	131.5	[11.465191]	[72]	[]	[]	[43628786]	[]
466_11908	chr1	36134863	36135263	+	1000	50.0	[11.465191]	[128]	[]	[]	[36135068]	[]
466_11923	chr1	149886881	149887281	+	1000	50.0	[]	[]	[6.672127]	[172]	[]	[149887101]
466_11927	chr1	154272091	154272491	+	1000	50.0	[]	[]	[6.672127]	[121]	[]	[154272285]
466_1194	chr1	207053024	207053424	+	1000	131.0	[]	[]	[11.465191]	[110]	[]	[207053205]
466_11946	chr1	230681644	230682044	+	1000	50.0	[6.53501]	[103]	[]	[]	[230681842]	[]
466_11955	chr10	99430754	99431154	+	1000	50.0	[]	[]	[6.672127]	[116]	[]	[99430946]
466_11962	chr11	62622032	62622432	+	1000	50.0	[6.9489045]	[202]	[6.672127, 6.53501, 6.53501, 6.9489045]	[118, 178, 196, 202]	[62622282]	[62622198, 62622258, 62622276, 62622282]
466_11972	chr12	57520237	57520637	+	1000	50.0	[6.672127]	[137]	[]	[]	[57520461]	[]
466_11973	chr12	93570655	93571055	+	1000	50.0	[6.672127, 6.9489045]	[74, 142]	[6.9489045]	[142]	[93570815, 93570883]	[93570883]
466_11976	chr12	123973838	123974238	+	1000	50.0	[]	[]	[6.975399]	[104]	[]	[123974018]
466_11981	chr14	61537469	61537869	+	1000	50.0	[6.9489045]	[129]	[6.9489045, 11.465191, 11.465191]	[129, 149, 184]	[61537633]	[61537633, 61537653, 61537688]
466_11988	chr15	82849610	82850010	+	1000	50.0	[]	[]	[11.465191]	[123]	[]	[82849814]
466_1199	chr21	45592289	45592689	+	1000	131.0	[]	[]	[11.465191]	[158]	[]	[45592529]
466_11997	chr16	3382992	3383392	+	1000	50.0	[]	[]	[6.53501]	[152]	[]	[3383242]
466_12004	chr16	83953222	83953622	+	1000	50.0	[6.672127]	[175]	[]	[]	[83953421]	[]
466_12007	chr17	8118310	8118710	+	1000	50.0	[11.465191, 6.9489045]	[97, 170]	[6.9489045]	[170]	[8118483, 8118556]	[8118556]
466_12024	chr17	81911539	81911939	+	1000	50.0	[11.465191]	[80]	[]	[]	[81911706]	[]
466_12032	chr19	3785538	3785938	+	1000	50.0	[6.9489045, 11.465191, 11.465191]	[63, 120, 136]	[6.9489045, 11.465191]	[63, 73]	[3785693, 3785750, 3785766]	[3785693, 3785703]
466_1204	chr7	129720362	129720762	+	1000	131.0	[11.465191]	[108]	[]	[]	[129720569]	[]
466_12043	chr19	43776266	43776666	+	1000	50.0	[6.53501]	[100]	[]	[]	[43776421]	[]
466_12048	chr19	48445631	48446031	+	1000	50.0	[6.975399]	[145]	[]	[]	[48445852]	[]
466_12078	chr21	45948537	45948937	+	1000	50.0	[]	[]	[6.53501]	[149]	[]	[45948757]
466_12100	chr3	196082051	196082451	+	1000	50.0	[]	[]	[11.465191]	[209]	[]	[196082299]
466_12109	chr5	78510224	78510624	+	1000	50.0	[6.53501]	[76]	[]	[]	[78510396]	[]
466_12127	chr6	35363367	35363767	+	1000	50.0	[]	[]	[6.53501]	[176]	[]	[35363577]
466_1213	chr5	180861350	180861750	+	1000	130.5	[6.975399, 6.975399, 6.9489045]	[99, 107, 122]	[6.975399, 6.9489045, 11.465191]	[83, 122, 137]	[180861529, 180861537, 180861552]	[180861513, 180861552, 180861567]
466_12131	chr6	39251393	39251793	+	1000	50.0	[]	[]	[11.465191]	[114]	[]	[39251606]
466_12133	chr6	43838569	43838969	+	1000	50.0	[]	[]	[11.465191]	[97]	[]	[43838739]
466_12135	chr6	47309829	47310229	+	1000	50.0	[]	[]	[6.975399]	[195]	[]	[47310030]
466_12136	chr6	90351135	90351535	+	1000	50.0	[6.53501]	[125]	[]	[]	[90351359]	[]
466_12137	chr6	108736015	108736415	+	1000	50.0	[11.465191]	[131]	[]	[]	[108736235]	[]
466_12140	chr6	158168411	158168811	+	1000	50.0	[]	[]	[11.465191]	[113]	[]	[158168623]
466_12145	chr7	56051153	56051553	+	1000	50.0	[6.53501]	[176]	[]	[]	[56051403]	[]
466_12156	chr7	159146124	159146524	+	1000	50.0	[6.975399]	[123]	[]	[]	[159146275]	[]
466_12188	chr1	39395315	39395715	+	1000	49.5	[]	[]	[11.465191]	[130]	[]	[39395536]
466_12197	chr1	89633688	89634088	+	1000	49.5	[]	[]	[11.465191]	[179]	[]	[89633890]
466_12202	chr1	156356918	156357318	+	1000	49.5	[]	[]	[6.53501, 11.465191]	[99, 121]	[]	[156357104, 156357126]
466_12209	chr1	197775330	197775730	+	1000	49.5	[11.465191]	[122]	[]	[]	[197775537]	[]
466_12212	chr1	207752469	207752869	+	1000	49.5	[]	[]	[6.53501, 11.465191]	[101, 127]	[]	[207752623, 207752649]
466_12221	chr10	3420633	3421033	+	1000	49.5	[]	[]	[6.53501, 6.975399, 11.465191, 11.465191]	[109, 120, 142, 153]	[]	[3420833, 3420844, 3420866, 3420877]
466_12230	chr11	448229	448629	+	1000	49.5	[11.465191]	[125]	[]	[]	[448428]	[]
466_12242	chr11	62769716	62770116	+	1000	49.5	[]	[]	[11.465191]	[142]	[]	[62769921]
466_12244	chr11	64878786	64879186	+	1000	49.5	[6.9489045]	[220]	[6.9489045]	[220]	[64879034]	[64879034]
466_12248	chr11	69101273	69101673	+	1000	49.5	[]	[]	[11.465191, 6.975399]	[118, 164]	[]	[69101451, 69101497]
466_12256	chr11	125111362	125111762	+	1000	49.5	[11.465191]	[102]	[]	[]	[125111551]	[]
466_12258	chr12	52794324	52794724	+	1000	49.5	[6.975399]	[190]	[]	[]	[52794566]	[]
466_12263	chr12	57546044	57546444	+	1000	49.5	[11.465191]	[161]	[]	[]	[57546224]	[]
466_12264	chr12	64451627	64452027	+	1000	49.5	[11.465191]	[64]	[]	[]	[64451785]	[]
466_12280	chr15	64461801	64462201	+	1000	49.5	[6.672127]	[142]	[]	[]	[64462033]	[]
466_12308	chr17	27526573	27526973	+	1000	49.5	[6.9489045]	[63]	[6.9489045]	[63]	[27526728]	[27526728]
466_12311	chr17	38853615	38854015	+	1000	49.5	[6.9489045]	[153]	[6.9489045]	[153]	[38853792]	[38853792]
466_12329	chr19	34359355	34359755	+	1000	49.5	[11.465191]	[73]	[]	[]	[34359507]	[]
466_1233	chr12	53053581	53053981	+	1000	129.5	[11.465191]	[128]	[]	[]	[53053807]	[]
466_12338	chr19	51587710	51588110	+	1000	49.5	[11.465191]	[133]	[]	[]	[51587880]	[]
466_12340	chr19	55027359	55027759	+	1000	49.5	[6.975399]	[158]	[]	[]	[55027575]	[]
466_12353	chr2	159615312	159615712	+	1000	49.5	[11.465191]	[71]	[]	[]	[159615477]	[]
466_12354	chr2	171922277	171922677	+	1000	49.5	[]	[]	[6.672127]	[125]	[]	[171922481]
466_1236	chr1	53555730	53556130	+	1000	129.0	[]	[]	[11.465191, 11.465191, 11.465191, 11.465191, 11.465191, 6.975399, 6.975399, 11.465191]	[52, 66, 77, 101, 113, 124, 140, 151]	[]	[53555881, 53555895, 53555906, 53555930, 53555942, 53555953, 53555969, 53555980]
466_12370	chr22	23260300	23260700	+	1000	49.5	[]	[]	[11.465191, 11.465191]	[104, 120]	[]	[23260496, 23260512]
466_12388	chr3	170520904	170521304	+	1000	49.5	[11.465191]	[158]	[]	[]	[170521152]	[]
466_12392	chr4	992512	992912	+	1000	49.5	[11.465191]	[112]	[]	[]	[992713]	[]
466_12399	chr4	74675658	74676058	+	1000	49.5	[6.975399]	[88]	[]	[]	[74675830]	[]
466_1240	chr3	46406893	46407293	+	1000	129.0	[6.975399]	[70]	[]	[]	[46407046]	[]
466_12402	chr4	144019294	144019694	+	1000	49.5	[]	[]	[11.465191]	[199]	[]	[144019530]
466_12413	chr5	150461252	150461652	+	780	49.5	[11.465191]	[69]	[]	[]	[150461406]	[]
466_12427	chr6	32609990	32610390	+	1000	49.5	[6.975399]	[143]	[]	[]	[32610224]	[]
466_12433	chr6	41940386	41940786	+	1000	49.5	[6.975399]	[138]	[]	[]	[41940583]	[]
466_12436	chr6	136791160	136791560	+	1000	49.5	[]	[]	[6.975399]	[108]	[]	[136791332]
466_1244	chr9	135951943	135952343	+	1000	129.0	[]	[]	[11.465191]	[137]	[]	[135952168]
466_12440	chr6	159989068	159989468	+	1000	49.5	[6.9489045]	[181]	[6.9489045]	[181]	[159989312]	[159989312]
466_12443	chr7	1474047	1474447	+	1000	49.5	[6.9489045, 6.9489045]	[99, 132]	[6.9489045, 6.9489045, 11.465191]	[99, 132, 150]	[1474231, 1474264]	[1474231, 1474264, 1474282]
466_12456	chr7	127986821	127987221	+	1000	49.5	[11.465191]	[80]	[]	[]	[127986993]	[]
466_12483	chrX	1583028	1583428	+	1000	49.5	[]	[]	[6.975399]	[86]	[]	[1583197]
466_12488	chr1	6601568	6601968	+	1000	49.0	[6.672127]	[170]	[]	[]	[6601794]	[]
466_12504	chr1	52842748	52843148	+	1000	49.0	[6.672127]	[63]	[11.465191]	[135]	[52842899]	[52842971]
466_12519	chr1	151774517	151774917	+	1000	49.0	[6.975399]	[102]	[]	[]	[151774707]	[]
466_12536	chr1	233673948	233674348	+	1000	49.0	[6.9489045]	[146]	[6.9489045]	[146]	[233674185]	[233674185]
466_12543	chr10	35090428	35090828	+	1000	49.0	[6.672127]	[105]	[]	[]	[35090628]	[]
466_12546	chr10	48981296	48981696	+	1000	49.0	[]	[]	[6.975399]	[93]	[]	[48981476]
466_12553	chr10	86959110	86959510	+	1000	49.0	[6.672127]	[160]	[]	[]	[86959360]	[]
466_12555	chr10	110446912	110447312	+	1000	49.0	[11.465191]	[120]	[]	[]	[110447092]	[]
466_12559	chr11	19117389	19117789	+	1000	49.0	[11.465191]	[221]	[11.465191]	[212]	[19117622]	[19117613]
466_12565	chr11	66480252	66480652	+	1000	49.0	[]	[]	[11.465191]	[137]	[]	[66480463]
466_12571	chr11	96279523	96279923	+	1000	49.0	[11.465191]	[71]	[]	[]	[96279692]	[]
466_12573	chr12	7108299	7108699	+	1000	49.0	[11.465191]	[78]	[]	[]	[7108477]	[]
466_12578	chr12	51024784	51025184	+	1000	49.0	[]	[]	[6.975399]	[197]	[]	[51025034]
466_12602	chr15	74100026	74100426	+	1000	49.0	[6.9489045]	[168]	[6.9489045]	[168]	[74100275]	[74100275]
466_12605	chr16	1678009	1678409	+	1000	49.0	[6.975399]	[177]	[]	[]	[1678255]	[]
466_12608	chr16	56519619	56520019	+	1000	49.0	[]	[]	[6.672127]	[59]	[]	[56519776]
466_1261	chr10	102420966	102421366	+	1000	128.0	[]	[]	[6.975399]	[124]	[]	[102421180]
466_12612	chr16	85557104	85557504	+	1000	49.0	[6.9489045]	[68]	[11.465191, 6.9489045]	[58, 68]	[85557271]	[85557261, 85557271]
466_12619	chr17	36599813	36600213	+	1000	49.0	[]	[]	[11.465191]	[123]	[]	[36600035]
466_12642	chr19	39406904	39407304	+	1000	49.0	[6.672127]	[202]	[]	[]	[39407129]	[]
466_12647	chr19	49924264	49924664	+	1000	49.0	[]	[]	[11.465191]	[88]	[]	[49924420]
466_12649	chr19	58407752	58408152	+	1000	49.0	[11.465191]	[213]	[]	[]	[58407987]	[]
466_1265	chr2	145693107	145693507	+	1000	128.0	[11.465191]	[182]	[]	[]	[145693347]	[]
466_1266	chr3	167734994	167735394	+	1000	128.0	[11.465191]	[101]	[]	[]	[167735154]	[]
466_12666	chr20	36574717	36575117	+	1000	49.0	[]	[]	[11.465191]	[114]	[]	[36574921]
466_12673	chr21	45136980	45137380	+	993	49.0	[6.9489045]	[115]	[6.9489045]	[115]	[45137173]	[45137173]
466_1268	chr7	100157623	100158023	+	1000	128.0	[]	[]	[6.53501]	[130]	[]	[100157851]
466_12687	chr3	13420893	13421293	+	1000	49.0	[11.465191]	[191]	[]	[]	[13421132]	[]
466_12690	chr3	42605785	42606185	+	1000	49.0	[]	[]	[11.465191]	[156]	[]	[42605995]
466_1271	chr12	6765257	6765657	+	1000	127.5	[]	[]	[11.465191]	[78]	[]	[6765420]
466_12715	chr5	159331267	159331667	+	1000	49.0	[6.9489045, 6.975399]	[78, 96]	[6.9489045, 6.975399]	[78, 111]	[159331441, 159331459]	[159331441, 159331474]
466_12717	chr5	180704353	180704753	+	1000	49.0	[6.9489045]	[70]	[6.9489045]	[70]	[180704512]	[180704512]
466_1272	chr15	84735015	84735415	+	1000	127.5	[11.465191]	[152]	[]	[]	[84735264]	[]
466_12720	chr6	7139006	7139406	+	1000	49.0	[11.465191]	[162]	[]	[]	[7139251]	[]
466_12725	chr6	18155886	18156286	+	1000	49.0	[]	[]	[11.465191]	[164]	[]	[18156134]
466_12737	chr6	43170806	43171206	+	1000	49.0	[]	[]	[6.672127]	[121]	[]	[43171010]
466_12768	chr7	142760037	142760437	+	1000	49.0	[6.53501]	[115]	[]	[]	[142760224]	[]
466_1277	chr20	32681377	32681777	+	1000	127.5	[6.975399, 11.465191]	[104, 134]	[]	[]	[32681578, 32681608]	[]
466_1278	chr20	34875858	34876258	+	1000	127.5	[11.465191]	[126]	[]	[]	[34876049]	[]
466_1280	chr6	30066975	30067375	+	1000	127.5	[6.672127]	[135]	[]	[]	[30067202]	[]
466_12809	chr1	116372554	116372954	+	1000	48.5	[6.672127]	[135]	[]	[]	[116372756]	[]
466_12813	chr1	155080483	155080883	+	1000	48.5	[11.465191]	[139]	[11.465191]	[149]	[155080711]	[155080721]
466_12820	chr1	181022582	181022982	+	1000	48.5	[]	[]	[11.465191]	[137]	[]	[181022816]
466_1283	chr7	97872107	97872507	+	1000	127.5	[11.465191]	[160]	[]	[]	[97872348]	[]
466_12883	chr12	110270350	110270750	+	1000	48.5	[]	[]	[6.975399]	[138]	[]	[110270526]
466_12890	chr12	124904684	124905084	+	1000	48.5	[6.9489045]	[151]	[6.9489045]	[151]	[124904907]	[124904907]
466_12895	chr14	23120606	23121006	+	1000	48.5	[6.53501]	[57]	[]	[]	[23120759]	[]
466_12897	chr14	64280152	64280552	+	1000	48.5	[6.9489045]	[189]	[6.53501, 6.9489045]	[169, 189]	[64280394]	[64280374, 64280394]
466_12898	chr15	23039656	23040056	+	1000	48.5	[]	[]	[6.53501]	[182]	[]	[23039887]
466_12902	chr15	50857735	50858135	+	1000	48.5	[]	[]	[11.465191]	[120]	[]	[50857945]
466_12903	chr15	64989324	64989724	+	1000	48.5	[6.9489045, 6.9489045]	[155, 163]	[6.9489045, 6.9489045]	[155, 163]	[64989514, 64989522]	[64989514, 64989522]
466_12911	chr16	83974807	83975207	+	1000	48.5	[]	[]	[11.465191, 11.465191, 11.465191]	[115, 171, 203]	[]	[83974967, 83975023, 83975055]
466_12917	chr17	40218566	40218966	+	843	48.5	[]	[]	[11.465191]	[116]	[]	[40218768]
466_12922	chr17	48261312	48261712	+	1000	48.5	[6.53501]	[134]	[]	[]	[48261538]	[]
466_12926	chr17	59105935	59106335	+	1000	48.5	[6.672127]	[234]	[]	[]	[59106177]	[]
466_1293	chr17	47867012	47867412	+	1000	127.0	[6.975399]	[142]	[]	[]	[47867221]	[]
466_12931	chr17	82204895	82205295	+	1000	48.5	[11.465191, 11.465191]	[146, 158]	[]	[]	[82205099, 82205111]	[]
466_12939	chr19	18683982	18684382	+	1000	48.5	[6.975399, 6.975399]	[76, 144]	[11.465191, 11.465191, 11.465191]	[90, 124, 157]	[18684136, 18684204]	[18684150, 18684184, 18684217]
466_12945	chr19	49877374	49877774	+	1000	48.5	[6.9489045, 6.672127]	[89, 150]	[6.9489045]	[89]	[49877530, 49877591]	[49877530]
466_12956	chr2	130342698	130343098	+	1000	48.5	[6.9489045]	[201]	[6.9489045]	[201]	[130342912]	[130342912]
466_12966	chr20	44210906	44211306	+	1000	48.5	[]	[]	[6.53501]	[109]	[]	[44211075]
466_1297	chr5	119071070	119071470	+	1000	127.0	[11.465191]	[160]	[]	[]	[119071302]	[]
466_12973	chr20	58623926	58624326	+	1000	48.5	[6.53501]	[138]	[]	[]	[58624133]	[]
466_12990	chr3	153284276	153284676	+	1000	48.5	[6.9489045]	[87]	[6.9489045]	[87]	[153284460]	[153284460]
466_12993	chr3	184241801	184242201	+	1000	48.5	[11.465191]	[179]	[]	[]	[184242006]	[]
466_13008	chr4	150316266	150316666	+	1000	48.5	[6.975399]	[122]	[]	[]	[150316449]	[]
466_13009	chr4	159102638	159103038	+	1000	48.5	[11.465191]	[155]	[]	[]	[159102878]	[]
466_13024	chr5	132497047	132497447	+	1000	48.5	[11.465191, 11.465191]	[95, 105]	[]	[]	[132497212, 132497222]	[]
466_13027	chr5	141849855	141850255	+	1000	48.5	[6.672127]	[156]	[]	[]	[141850050]	[]
466_13031	chr6	10722633	10723033	+	1000	48.5	[6.9489045]	[102]	[6.9489045]	[102]	[10722825]	[10722825]
466_13041	chr6	35393232	35393632	+	1000	48.5	[]	[]	[6.53501]	[66]	[]	[35393385]
466_13043	chr6	35470382	35470782	+	1000	48.5	[6.9489045]	[128]	[11.465191, 6.9489045]	[98, 128]	[35470607]	[35470577, 35470607]
466_13052	chr6	75749344	75749744	+	1000	48.5	[]	[]	[6.672127, 11.465191]	[128, 141]	[]	[75749549, 75749562]
466_13057	chr6	133952834	133953234	+	1000	48.5	[]	[]	[6.672127]	[102]	[]	[133953009]
466_1306	chr11	108593524	108593924	+	1000	126.5	[11.465191]	[87]	[]	[]	[108593696]	[]
466_13060	chr6	157764439	157764839	+	1000	48.5	[6.9489045]	[193]	[6.9489045]	[193]	[157764673]	[157764673]
466_13065	chr7	45241205	45241605	+	1000	48.5	[]	[]	[11.465191]	[90]	[]	[45241394]
466_13066	chr7	55951698	55952098	+	1000	48.5	[]	[]	[11.465191]	[121]	[]	[55951905]
466_13068	chr7	64903192	64903592	+	1000	48.5	[6.975399]	[81]	[6.975399]	[87]	[64903358]	[64903364]
466_13069	chr7	73718879	73719279	+	1000	48.5	[6.672127]	[103]	[11.465191]	[70]	[73719074]	[73719041]
466_13077	chr7	106982324	106982724	+	1000	48.5	[]	[]	[11.465191]	[150]	[]	[106982518]
466_13078	chr7	111741761	111742161	+	1000	48.5	[6.53501, 6.975399]	[168, 182]	[]	[]	[111741996, 111742010]	[]
466_1308	chr16	85613191	85613591	+	1000	126.5	[6.672127]	[186]	[]	[]	[85613411]	[]
466_13088	chr8	8296084	8296484	+	1000	48.5	[6.975399]	[109]	[]	[]	[8296272]	[]
466_13090	chr8	37785407	37785807	+	1000	48.5	[6.53501]	[155]	[]	[]	[37785582]	[]
466_13091	chr8	38383114	38383514	+	1000	48.5	[]	[]	[11.465191]	[136]	[]	[38383314]
466_13093	chr8	60792822	60793222	+	1000	48.5	[]	[]	[11.465191]	[156]	[]	[60793030]
466_13097	chr9	90801728	90802128	+	1000	48.5	[11.465191]	[92]	[6.975399, 6.53501]	[101, 105]	[90801882]	[90801891, 90801895]
466_131	chr1	51517951	51518351	+	1000	293.0	[]	[]	[11.465191]	[118]	[]	[51518162]
466_13115	chrX	154370857	154371257	+	1000	48.5	[]	[]	[11.465191]	[147]	[]	[154371075]
466_13123	chr1	26786082	26786482	+	1000	48.0	[6.53501]	[105]	[]	[]	[26786254]	[]
466_13134	chr1	36384929	36385329	+	1000	48.0	[]	[]	[11.465191]	[139]	[]	[36385147]
466_13135	chr1	37454907	37455307	+	1000	48.0	[11.465191]	[186]	[]	[]	[37455154]	[]
466_1314	chr22	22168522	22168922	+	1000	126.5	[6.9489045]	[89]	[6.9489045]	[89]	[22168709]	[22168709]
466_13140	chr1	46446813	46447213	+	1000	48.0	[]	[]	[11.465191]	[75]	[]	[46446967]
466_1315	chr6	137866158	137866558	+	1000	126.5	[6.53501]	[173]	[]	[]	[137866406]	[]
466_13161	chr1	214280645	214281045	+	1000	48.0	[6.975399]	[154]	[11.465191]	[167]	[214280850]	[214280863]
466_13168	chr10	6163268	6163668	+	1000	48.0	[11.465191]	[100]	[6.53501]	[167]	[6163434]	[6163501]
466_1317	chr8	143553536	143553936	+	1000	126.5	[11.465191]	[102]	[]	[]	[143553726]	[]
466_13177	chr10	61835076	61835476	+	1000	48.0	[11.465191]	[140]	[]	[]	[61835298]	[]
466_13178	chr10	68901182	68901582	+	1000	48.0	[]	[]	[6.53501]	[61]	[]	[68901337]
466_132	chr11	112073951	112074351	+	1000	292.0	[6.672127]	[195]	[]	[]	[112074183]	[]
466_13204	chr12	51269479	51269879	+	1000	48.0	[]	[]	[6.975399, 11.465191]	[88, 136]	[]	[51269662, 51269710]
466_13209	chr12	66130773	66131173	+	1000	48.0	[]	[]	[6.672127, 6.975399]	[111, 136]	[]	[66130948, 66130973]
466_13217	chr14	20461459	20461859	+	1000	48.0	[6.9489045]	[123]	[6.9489045]	[123]	[20461664]	[20461664]
466_1322	chr14	99551322	99551722	+	1000	126.0	[]	[]	[11.465191, 11.465191, 11.465191, 11.465191, 11.465191, 11.465191]	[134, 146, 166, 178, 190, 202]	[]	[99551502, 99551514, 99551534, 99551546, 99551558, 99551570]
466_1323	chr15	55237397	55237797	+	1000	126.0	[11.465191]	[166]	[]	[]	[55237630]	[]
466_13234	chr16	70346708	70347108	+	1000	48.0	[11.465191]	[67]	[]	[]	[70346866]	[]
466_13241	chr17	8383353	8383753	+	1000	48.0	[]	[]	[11.465191]	[93]	[]	[8383542]
466_13246	chr17	64774171	64774571	+	1000	48.0	[11.465191]	[165]	[]	[]	[64774350]	[]
466_13247	chr17	75848373	75848773	+	1000	48.0	[11.465191]	[128]	[]	[]	[75848580]	[]
466_13257	chr19	6462247	6462647	+	1000	48.0	[]	[]	[6.53501]	[111]	[]	[6462423]
466_13258	chr19	6463993	6464393	+	1000	48.0	[6.9489045]	[181]	[11.465191, 11.465191, 6.9489045]	[126, 155, 181]	[6464237]	[6464182, 6464211, 6464237]
466_13261	chr19	8592079	8592479	+	1000	48.0	[]	[]	[6.975399]	[141]	[]	[8592282]
466_13262	chr19	10270839	10271239	+	1000	48.0	[]	[]	[11.465191]	[173]	[]	[10271076]
466_13268	chr19	35643393	35643793	+	1000	48.0	[]	[]	[6.672127]	[168]	[]	[35643637]
466_13276	chr2	11124384	11124784	+	1000	48.0	[11.465191]	[149]	[]	[]	[11124589]	[]
466_13312	chr22	22022946	22023346	+	1000	48.0	[]	[]	[6.672127]	[123]	[]	[22023127]
466_13317	chr22	37569439	37569839	+	638	48.0	[]	[]	[11.465191, 11.465191]	[122, 166]	[]	[37569593, 37569637]
466_1333	chr1	181112500	181112900	+	1000	125.5	[]	[]	[11.465191]	[151]	[]	[181112703]
466_13335	chr3	195185663	195186063	+	1000	48.0	[6.975399]	[85]	[]	[]	[195185817]	[]
466_13339	chr4	56435224	56435624	+	1000	48.0	[6.672127]	[180]	[]	[]	[56435428]	[]
466_13343	chr4	128060562	128060962	+	1000	48.0	[11.465191]	[152]	[11.465191]	[112]	[128060795]	[128060755]
466_13346	chr5	17400971	17401371	+	1000	48.0	[6.975399]	[163]	[]	[]	[17401221]	[]
466_13362	chr6	3162601	3163001	+	1000	48.0	[6.672127]	[166]	[]	[]	[3162828]	[]
466_13371	chr6	33585619	33586019	+	1000	48.0	[6.672127]	[134]	[6.975399]	[96]	[33585845]	[33585807]
466_13375	chr6	35294324	35294724	+	1000	48.0	[]	[]	[11.465191, 11.465191]	[106, 151]	[]	[35294522, 35294567]
466_13381	chr6	57317468	57317868	+	1000	48.0	[6.672127]	[88]	[6.975399]	[141]	[57317646]	[57317699]
466_13391	chr7	1548323	1548723	+	1000	48.0	[11.465191]	[129]	[]	[]	[1548503]	[]
466_13392	chr7	2709623	2710023	+	1000	48.0	[]	[]	[11.465191]	[147]	[]	[2709814]
466_13397	chr7	95396026	95396426	+	1000	48.0	[6.53501]	[167]	[]	[]	[95396274]	[]
466_1341	chr7	93231924	93232324	+	1000	125.5	[11.465191]	[128]	[]	[]	[93232107]	[]
466_13420	chr8	141160870	141161270	+	1000	48.0	[]	[]	[11.465191]	[152]	[]	[141161104]
466_13443	chrX	132023443	132023843	+	1000	48.0	[6.9489045]	[146]	[11.465191, 6.9489045]	[114, 146]	[132023689]	[132023657, 132023689]
466_1345	chr4	10345421	10345821	+	1000	125.0	[]	[]	[11.465191]	[121]	[]	[10345636]
466_13450	chr1	16720784	16721184	+	1000	47.5	[11.465191]	[105]	[]	[]	[16720984]	[]
466_13476	chr1	109984414	109984814	+	1000	47.5	[11.465191]	[154]	[]	[]	[109984587]	[]
466_13477	chr1	112707289	112707689	+	1000	47.5	[6.672127, 11.465191]	[119, 134]	[]	[]	[112707494, 112707509]	[]
466_13494	chr1	205775229	205775629	+	1000	47.5	[6.9489045]	[195]	[6.9489045]	[195]	[205775458]	[205775458]
466_13499	chr1	226064256	226064656	+	1000	47.5	[]	[]	[6.975399]	[149]	[]	[226064477]
466_13500	chr1	231357836	231358236	+	1000	47.5	[]	[]	[6.53501]	[71]	[]	[231358003]
466_13519	chr10	95529017	95529417	+	1000	47.5	[]	[]	[11.465191]	[168]	[]	[95529252]
466_13520	chr11	615327	615727	+	1000	47.5	[]	[]	[11.465191, 11.465191, 11.465191, 11.465191]	[52, 62, 130, 142]	[]	[615478, 615488, 615556, 615568]
466_13526	chr11	66289405	66289805	+	1000	47.5	[6.53501]	[106]	[]	[]	[66289569]	[]
466_1353	chr12	53054050	53054450	+	1000	124.5	[]	[]	[6.672127]	[77]	[]	[53054225]
466_13538	chr12	54379611	54380011	+	1000	47.5	[11.465191, 11.465191]	[115, 158]	[]	[]	[54379789, 54379832]	[]
466_1356	chr19	9785736	9786136	+	1000	124.5	[11.465191, 11.465191]	[93, 105]	[6.672127]	[78]	[9785923, 9785935]	[9785908]
466_13561	chr15	74438622	74439022	+	1000	47.5	[11.465191]	[108]	[]	[]	[74438787]	[]
466_13573	chr16	89561923	89562323	+	1000	47.5	[6.53501]	[153]	[6.975399]	[103]	[89562162]	[89562112]
466_13574	chr17	7234351	7234751	+	668	47.5	[6.9489045, 6.9489045, 6.9489045]	[135, 182, 201]	[6.975399, 6.9489045, 6.9489045, 6.9489045]	[108, 135, 182, 201]	[7234536, 7234583, 7234602]	[7234509, 7234536, 7234583, 7234602]
466_13578	chr17	30708071	30708471	+	1000	47.5	[6.975399]	[198]	[]	[]	[30708305]	[]
466_1358	chr2	38643730	38644130	+	1000	124.5	[]	[]	[6.975399]	[125]	[]	[38643918]
466_13590	chr17	47847774	47848174	+	1000	47.5	[]	[]	[6.672127, 6.672127, 11.465191]	[72, 141, 149]	[]	[47847926, 47847995, 47848003]
466_13595	chr17	63406664	63407064	+	1000	47.5	[11.465191]	[100]	[]	[]	[63406848]	[]
466_13616	chr19	51927219	51927619	+	1000	47.5	[11.465191]	[112]	[]	[]	[51927414]	[]
