#PeakID(python identify_motif.py ./ENCODE_processed_files/BACH1_idr.fa BACH1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
593_4310	chr16	88781336	88781736	+	1000	33.0	[13.45553]	[125]	[13.902448]	[123]	[88781497]	[88781495]
593_4319	chr17	63435286	63435686	+	1000	33.0	[13.902448]	[100]	[16.412586]	[98]	[63435482]	[63435480]
593_4321	chr17_GL000205v2_random	55826	56226	+	1000	33.0	[6.3591084]	[117]	[]	[]	[56009]	[]
593_4326	chr18	49495472	49495872	+	1000	33.0	[9.57195]	[109]	[12.235088]	[126]	[49495672]	[49495689]
593_4328	chr18	58118010	58118410	+	876	33.0	[]	[]	[12.235088]	[116]	[]	[58118178]
593_4333	chr19	38543991	38544391	+	1000	33.0	[10.945392]	[120]	[13.45553]	[118]	[38544180]	[38544178]
593_4339	chr19	54200759	54201159	+	1000	33.0	[9.57195]	[153]	[]	[]	[54200959]	[]
593_4343	chr2	38982487	38982887	+	1000	33.0	[]	[]	[16.412586]	[108]	[]	[38982692]
593_4349	chr2	121627505	121627905	+	1000	33.0	[]	[]	[11.296419]	[109]	[]	[121627705]
593_435	chr8	74791854	74792254	+	1000	137.0	[7.2059402]	[111]	[16.412586]	[109]	[74792056]	[74792054]
593_4350	chr2	127508522	127508922	+	1000	33.0	[16.412586]	[143]	[7.2059402]	[141]	[127508734]	[127508732]
593_4351	chr2	144553336	144553736	+	1000	33.0	[13.45553]	[186]	[]	[]	[144553539]	[]
593_4353	chr2	159600784	159601184	+	1000	33.0	[13.45553]	[67]	[10.030405]	[65]	[159600938]	[159600936]
593_438	chr16	84732897	84733297	+	1000	136.0	[13.902448]	[101]	[9.716079]	[99]	[84733091]	[84733089]
593_4413	chr3	156781607	156782007	+	1000	33.0	[]	[]	[16.412586]	[94]	[]	[156781769]
593_4415	chr3	186109228	186109628	+	1000	33.0	[9.636316]	[120]	[16.412586]	[118]	[186109444]	[186109442]
593_4422	chr4	81790465	81790865	+	1000	33.0	[16.412586]	[157]	[9.636316]	[155]	[81790709]	[81790707]
593_4424	chr4	139721760	139722160	+	1000	33.0	[10.030405]	[136]	[16.412586]	[134]	[139721985]	[139721983]
593_4426	chr5	5558069	5558469	+	1000	33.0	[8.237969, 16.412586]	[148, 177]	[7.6756134]	[131]	[5558265, 5558294]	[5558248]
593_4429	chr5	82381563	82381963	+	1000	33.0	[7.424376]	[115]	[8.036991, 12.235088]	[113, 153]	[82381774]	[82381772, 82381812]
593_4443	chr6	95249192	95249592	+	1000	33.0	[16.412586]	[122]	[7.0733485]	[120]	[95249400]	[95249398]
593_4446	chr7	5555911	5556311	+	966	33.0	[13.902448]	[109]	[8.588959]	[107]	[5556112]	[5556110]
593_4447	chr7	43674522	43674922	+	1000	33.0	[16.412586]	[148]	[12.673135, 7.0733485]	[77, 146]	[43674759]	[43674688, 43674757]
593_4461	chr9	19748219	19748619	+	1000	33.0	[9.818272]	[182]	[11.6737585]	[180]	[19748463]	[19748461]
593_4469	chr9	130834593	130834993	+	1000	33.0	[11.111503]	[126]	[]	[]	[130834786]	[]
593_448	chr7	76373218	76373618	+	1000	135.0	[7.2059402]	[114]	[16.412586]	[112]	[76373424]	[76373422]
593_4484	chr1	10066967	10067367	+	1000	32.0	[]	[]	[11.300851]	[176]	[]	[10067216]
593_4495	chr1	109822345	109822745	+	1000	32.0	[]	[]	[11.85311]	[106]	[]	[109822530]
593_4499	chr1	117696052	117696452	+	776	32.0	[]	[]	[16.412586]	[171]	[]	[117696281]
593_450	chr1	28718865	28719265	+	1000	134.0	[8.036991, 7.2059402]	[62, 101]	[11.296419, 16.412586]	[60, 99]	[28719023, 28719062]	[28719021, 28719060]
593_4501	chr1	149884908	149885308	+	883	32.0	[8.342637]	[156]	[]	[]	[149885101]	[]
593_451	chr1	205678531	205678931	+	1000	134.0	[7.934307]	[117]	[13.902448]	[115]	[205678734]	[205678732]
593_4518	chr1	229024603	229025003	+	705	32.0	[16.412586, 8.4563675]	[135, 149]	[10.945392]	[133]	[229024809, 229024823]	[229024807]
593_452	chr12	67594923	67595323	+	1000	134.0	[16.412586]	[91]	[7.2059402]	[89]	[67595109]	[67595107]
593_4531	chr10	50418284	50418684	+	1000	32.0	[13.902448]	[115]	[9.189399]	[113]	[50418479]	[50418477]
593_454	chr17	59423167	59423567	+	1000	134.0	[7.4555745, 8.2620945]	[120, 215]	[8.011604]	[118]	[59423322, 59423417]	[59423320]
593_4541	chr11	126346073	126346473	+	612	32.0	[6.887727]	[208]	[]	[]	[126346322]	[]
593_4542	chr12	10213261	10213661	+	1000	32.0	[16.412586]	[115]	[]	[]	[10213474]	[]
593_4549	chr12	124904742	124905142	+	1000	32.0	[]	[]	[16.412586]	[121]	[]	[124904955]
593_455	chr2	27015823	27016223	+	1000	134.0	[16.412586]	[99]	[6.6792603]	[97]	[27016017]	[27016015]
593_4551	chr13	73465585	73465985	+	1000	32.0	[13.902448]	[126]	[8.4563675]	[124]	[73465805]	[73465803]
593_4559	chr14	36996531	36996931	+	963	32.0	[13.902448, 8.2620945, 6.1916084]	[109, 121, 148]	[13.45553, 8.038696]	[107, 119]	[36996736, 36996748, 36996775]	[36996734, 36996746]
593_4563	chr15	51085740	51086140	+	1000	32.0	[6.191245, 10.945392]	[124, 155]	[12.673135]	[153]	[51085958, 51085989]	[51085987]
593_4569	chr16	11094023	11094423	+	1000	32.0	[]	[]	[12.235088, 9.716079]	[125, 191]	[]	[11094208, 11094274]
593_4579	chr17	32818981	32819381	+	608	32.0	[12.235088]	[91]	[]	[]	[32819164]	[]
593_4583	chr17	80817932	80818332	+	1000	32.0	[16.412586]	[150]	[9.163619]	[148]	[80818167]	[80818165]
593_46	chr12	26691512	26691912	+	1000	435.0	[9.189399, 10.945392]	[101, 112]	[13.902448, 8.4563675]	[99, 110]	[26691703, 26691714]	[26691701, 26691712]
593_4600	chr2	171724366	171724766	+	1000	32.0	[6.1916084]	[106]	[]	[]	[171724548]	[]
593_4602	chr2	223059257	223059657	+	985	32.0	[9.636316]	[104]	[16.412586, 7.669718]	[102, 132]	[223059453]	[223059451, 223059481]
593_4604	chr20	2515198	2515598	+	1000	32.0	[16.412586]	[154]	[6.6792603]	[152]	[2515420]	[2515418]
593_4637	chr22	22666363	22666763	+	1000	32.0	[]	[]	[6.8557186]	[83]	[]	[22666543]
593_4643	chr22	22958110	22958510	+	1000	32.0	[8.038696]	[167]	[]	[]	[22958297]	[]
593_4669	chr4	2413249	2413649	+	1000	32.0	[16.412586]	[161]	[10.030405]	[159]	[2413477]	[2413475]
593_4676	chr4	98794515	98794915	+	1000	32.0	[]	[]	[16.412586]	[184]	[]	[98794766]
593_4677	chr4	102430488	102430888	+	1000	32.0	[11.999462]	[109]	[]	[]	[102430670]	[]
593_4685	chr5	103119862	103120262	+	1000	32.0	[12.235088]	[119]	[]	[]	[103120035]	[]
593_4688	chr5	143586052	143586452	+	974	32.0	[9.636316]	[87]	[12.673135]	[85]	[143586236]	[143586234]
593_4690	chr5	172984289	172984689	+	1000	32.0	[]	[]	[7.5614]	[189]	[]	[172984538]
593_4692	chr6	7202039	7202439	+	1000	32.0	[11.195025]	[199]	[]	[]	[7202287]	[]
593_4695	chr6	15036787	15037187	+	1000	32.0	[7.394709]	[146]	[]	[]	[15036987]	[]
593_47	chr6	17819979	17820379	+	1000	435.0	[12.235088]	[99]	[]	[]	[17820177]	[]
593_470	chr21	15749360	15749760	+	1000	132.0	[6.3859158, 6.5257025]	[85, 92]	[12.082088]	[83]	[15749544, 15749551]	[15749542]
593_4706	chr6	50951983	50952383	+	1000	32.0	[7.8219643, 8.062279, 6.5257025]	[97, 106, 110]	[13.902448, 6.682951]	[104, 112]	[50952169, 50952178, 50952182]	[50952176, 50952184]
593_4709	chr6	89035494	89035894	+	1000	32.0	[16.412586]	[124]	[7.2059402]	[122]	[89035708]	[89035706]
593_4710	chr6	90479250	90479650	+	1000	32.0	[12.32841]	[97]	[9.818272]	[95]	[90479419]	[90479417]
593_4716	chr6	134373328	134373728	+	638	32.0	[]	[]	[9.57195]	[224]	[]	[134373559]
593_4717	chr6	150377477	150377877	+	1000	32.0	[]	[]	[6.1916084]	[84]	[]	[150377654]
593_4719	chr6	157013812	157014212	+	1000	32.0	[16.412586]	[122]	[9.818272]	[120]	[157014028]	[157014026]
593_4723	chr6	161375562	161375962	+	633	32.0	[16.412586]	[131]	[9.636316]	[129]	[161375786]	[161375784]
593_4725	chr7	447501	447901	+	1000	32.0	[16.412586]	[157]	[]	[]	[447724]	[]
593_4726	chr7	10789171	10789571	+	1000	32.0	[]	[]	[7.0499845]	[144]	[]	[10789404]
593_4729	chr7	103074383	103074783	+	1000	32.0	[8.038696]	[238]	[]	[]	[103074633]	[]
593_4730	chr7	103344632	103345032	+	1000	32.0	[7.0770397]	[142]	[]	[]	[103344858]	[]
593_4735	chr7	130070005	130070405	+	1000	32.0	[]	[]	[6.8453712]	[196]	[]	[130070239]
593_4741	chr8	630211	630611	+	1000	32.0	[8.4563675, 8.4563675]	[141, 180]	[13.902448, 10.945392]	[139, 178]	[630399, 630438]	[630397, 630436]
593_4744	chr8	58513196	58513596	+	1000	32.0	[9.278032]	[135]	[]	[]	[58513421]	[]
593_4747	chr8	70130458	70130858	+	1000	32.0	[11.296419]	[150]	[7.1108494]	[67]	[70130696]	[70130613]
593_477	chr19	2945090	2945490	+	1000	131.0	[6.280999]	[174]	[]	[]	[2945303]	[]
593_4770	chr9	136110648	136111048	+	1000	32.0	[16.412586]	[170]	[6.9288945, 10.162996]	[103, 168]	[136110873]	[136110806, 136110871]
593_4773	chrX	44843208	44843608	+	1000	32.0	[12.235088]	[132]	[7.1108494]	[97]	[44843407]	[44843372]
593_4777	chr1	12063117	12063517	+	1000	31.0	[10.945392]	[100]	[12.673135]	[98]	[12063304]	[12063302]
593_4783	chr1	36150766	36151166	+	1000	31.0	[]	[]	[12.673135]	[144]	[]	[36150970]
593_4788	chr1	109201186	109201586	+	1000	31.0	[]	[]	[11.977605]	[156]	[]	[109201343]
593_4791	chr1	119737197	119737597	+	738	31.0	[6.112149, 13.902448]	[62, 101]	[7.934307]	[99]	[119737359, 119737398]	[119737396]
593_4807	chr1	228369159	228369559	+	1000	31.0	[]	[]	[11.13416]	[121]	[]	[228369378]
593_4808	chr1	234776908	234777308	+	1000	31.0	[6.3372517]	[59]	[]	[]	[234777066]	[]
593_4812	chr1	241881417	241881817	+	1000	31.0	[16.412586]	[137]	[10.030405]	[135]	[241881643]	[241881641]
593_4813	chr1	244341619	244342019	+	1000	31.0	[9.818272]	[122]	[7.209631, 16.412586]	[95, 120]	[244341831]	[244341804, 244341829]
593_4814	chr1	246111552	246111952	+	1000	31.0	[7.1189213]	[137]	[]	[]	[246111762]	[]
593_4816	chr10	5814184	5814584	+	1000	31.0	[8.036991]	[123]	[11.296419]	[121]	[5814386]	[5814384]
593_4821	chr10	79007026	79007426	+	1000	31.0	[11.296419, 6.3290386, 8.78628]	[115, 134, 142]	[]	[]	[79007227, 79007246, 79007254]	[]
593_4823	chr10	126197009	126197409	+	1000	31.0	[6.970353]	[90]	[]	[]	[126197190]	[]
593_4834	chr12	16349013	16349413	+	1000	31.0	[]	[]	[11.296419]	[84]	[]	[16349187]
593_4835	chr12	26895660	26896060	+	705	31.0	[13.45553]	[111]	[7.2059402]	[109]	[26895869]	[26895867]
593_4836	chr12	75390511	75390911	+	862	31.0	[11.85311, 9.189399]	[105, 139]	[10.945392]	[137]	[75390713, 75390747]	[75390745]
593_4838	chr12	108721719	108722119	+	1000	31.0	[]	[]	[11.296419]	[230]	[]	[108721958]
593_4844	chr14	55611860	55612260	+	993	31.0	[13.902448]	[118]	[9.5834875]	[116]	[55612060]	[55612058]
593_4846	chr14	81221272	81221672	+	932	31.0	[]	[]	[10.995752]	[82]	[]	[81221448]
593_4850	chr15	50876937	50877337	+	1000	31.0	[6.682951, 8.154447]	[122, 179]	[]	[]	[50877110, 50877167]	[]
593_4851	chr15	67882334	67882734	+	1000	31.0	[]	[]	[7.6381135]	[122]	[]	[67882541]
593_4852	chr16	119874	120274	+	912	31.0	[]	[]	[8.036991]	[161]	[]	[120084]
593_4857	chr16	22370132	22370532	+	959	31.0	[11.977605]	[110]	[]	[]	[22370340]	[]
593_4861	chr16	49620500	49620900	+	991	31.0	[]	[]	[16.412586, 7.394709]	[111, 135]	[]	[49620708, 49620732]
593_4862	chr16	75062939	75063339	+	947	31.0	[]	[]	[11.296419]	[104]	[]	[75063128]
593_4863	chr16	75464669	75465069	+	719	31.0	[6.3696322]	[85]	[]	[]	[75464828]	[]
593_4872	chr17	45487727	45488127	+	1000	31.0	[7.2059402, 8.105562]	[90, 135]	[13.45553, 8.127419]	[88, 133]	[45487917, 45487962]	[45487915, 45487960]
593_4873	chr17	48631028	48631428	+	1000	31.0	[]	[]	[6.919791]	[111]	[]	[48631225]
593_4874	chr17	50852057	50852457	+	939	31.0	[]	[]	[7.904591]	[96]	[]	[50852233]
593_4877	chr18	2236184	2236584	+	923	31.0	[10.854122, 6.7715845]	[126, 142]	[6.1916084]	[116]	[2236399, 2236415]	[2236389]
593_4878	chr18	3666240	3666640	+	1000	31.0	[]	[]	[8.210046]	[67]	[]	[3666398]
593_4879	chr18	5311251	5311651	+	1000	31.0	[9.5834875]	[100]	[13.902448]	[98]	[5311446]	[5311444]
593_4880	chr18	11857100	11857500	+	715	31.0	[]	[]	[12.235088]	[116]	[]	[11857290]
593_4882	chr18	23529569	23529969	+	1000	31.0	[9.5834875, 12.540544]	[128, 159]	[10.945392, 10.162996]	[126, 157]	[23529788, 23529819]	[23529786, 23529817]
593_4883	chr18	50151868	50152268	+	1000	31.0	[10.945392, 6.552027]	[102, 138]	[16.412586]	[100]	[50152064, 50152100]	[50152062]
593_4891	chr2	83991955	83992355	+	1000	31.0	[13.45553]	[136]	[13.902448]	[134]	[83992186]	[83992184]
593_49	chr1	35557796	35558196	+	1000	431.0	[6.417672]	[137]	[]	[]	[35558033]	[]
593_490	chr17	57950779	57951179	+	1000	128.0	[6.6792603]	[120]	[16.412586]	[118]	[57950994]	[57950992]
593_4904	chr20	33709830	33710230	+	1000	31.0	[]	[]	[6.5879908]	[156]	[]	[33710041]
593_4906	chr20	47357199	47357599	+	976	31.0	[]	[]	[6.965921, 6.523624]	[94, 159]	[]	[47357383, 47357448]
593_4907	chr20	49685794	49686194	+	1000	31.0	[16.412586]	[111]	[10.030405]	[109]	[49686004]	[49686002]
593_491	chr2	204982370	204982770	+	1000	128.0	[9.716079]	[119]	[13.902448]	[117]	[204982588]	[204982586]
593_4910	chr21	37338920	37339320	+	1000	31.0	[]	[]	[11.296419]	[96]	[]	[37339093]
593_492	chr22	44676760	44677160	+	1000	128.0	[7.2059402]	[118]	[16.412586]	[116]	[44676964]	[44676962]
593_4966	chr3	24156496	24156896	+	978	31.0	[]	[]	[11.195025]	[163]	[]	[24156739]
593_497	chr2	189347518	189347918	+	1000	127.0	[13.902448]	[111]	[13.45553]	[109]	[189347721]	[189347719]
593_4970	chr3	130462143	130462543	+	998	31.0	[8.601364]	[93]	[]	[]	[130462322]	[]
593_4973	chr3	152272953	152273353	+	1000	31.0	[7.2059402]	[116]	[13.45553]	[114]	[152273160]	[152273158]
593_4977	chr4	138034839	138035239	+	693	31.0	[9.125032]	[105]	[11.999462, 8.105562]	[86, 155]	[138035039]	[138035020, 138035089]
593_4979	chr4	169620733	169621133	+	1000	31.0	[]	[]	[12.235088]	[147]	[]	[169620941]
593_4980	chr4	186900518	186900918	+	1000	31.0	[10.945392]	[107]	[8.588959]	[105]	[186900707]	[186900705]
593_5000	chr6	49556446	49556846	+	693	31.0	[10.030405, 7.260634, 8.105562]	[99, 165, 174]	[16.412586, 7.7333307]	[97, 172]	[49556615, 49556681, 49556690]	[49556613, 49556688]
593_5005	chr6	87706602	87707002	+	1000	31.0	[6.6792603]	[151]	[13.45553]	[149]	[87706825]	[87706823]
593_501	chr21	29300139	29300539	+	1000	126.0	[6.6792603]	[86]	[16.412586]	[84]	[29300318]	[29300316]
593_5010	chr6	147000557	147000957	+	889	31.0	[10.945392]	[99]	[16.412586]	[97]	[147000752]	[147000750]
593_5022	chr7	99103273	99103673	+	1000	31.0	[7.904591, 12.540544]	[161, 214]	[7.2059402]	[212]	[99103467, 99103520]	[99103518]
593_5025	chr7	105531986	105532386	+	825	31.0	[6.767894]	[180]	[6.934005]	[200]	[105532178]	[105532198]
593_5027	chr7	107147788	107148188	+	1000	31.0	[]	[]	[13.45553]	[155]	[]	[107148028]
593_5028	chr7	121547508	121547908	+	1000	31.0	[9.716079, 6.7369432]	[173, 203]	[]	[]	[121547728, 121547758]	[]
593_5030	chr7	124992798	124993198	+	1000	31.0	[7.0733485]	[75]	[12.673135, 8.342637]	[73, 122]	[124992966]	[124992964, 124993013]
593_5033	chr7	135662935	135663335	+	668	31.0	[10.030405, 9.57195]	[164, 212]	[9.189399]	[162]	[135663112, 135663160]	[135663110]
593_5035	chr7	155247439	155247839	+	925	31.0	[]	[]	[16.412586]	[128]	[]	[155247662]
593_5039	chr9	37953652	37954052	+	839	31.0	[10.162996, 13.45553]	[118, 132]	[13.45553, 10.030405]	[116, 130]	[37953843, 37953857]	[37953841, 37953855]
593_505	chr17	55090219	55090619	+	1000	125.0	[10.945392]	[115]	[7.3229833, 16.412586]	[84, 113]	[55090425]	[55090394, 55090423]
593_506	chr18	34947606	34948006	+	1000	125.0	[]	[]	[16.412586]	[99]	[]	[34947805]
593_5063	chrX	40434942	40435342	+	1000	31.0	[11.977605]	[110]	[9.042406]	[108]	[40435144]	[40435142]
593_5066	chrX	136098145	136098545	+	1000	31.0	[9.716079]	[118]	[6.864906, 13.902448]	[89, 116]	[136098341]	[136098312, 136098339]
593_5067	chr1	14929342	14929742	+	976	30.0	[6.3442454]	[105]	[]	[]	[14929531]	[]
593_5071	chr1	21687796	21688196	+	946	30.0	[8.154447]	[102]	[]	[]	[21687981]	[]
593_5073	chr1	28266906	28267306	+	867	30.0	[8.2620945]	[144]	[6.256924]	[142]	[28267117]	[28267115]
593_5081	chr1	47181183	47181583	+	1000	30.0	[]	[]	[7.1146708]	[58]	[]	[47181336]
593_5095	chr1	151775872	151776272	+	615	30.0	[13.902448]	[87]	[12.146455]	[85]	[151776057]	[151776055]
593_5098	chr1	167420506	167420906	+	1000	30.0	[8.062279]	[112]	[13.902448]	[110]	[167420709]	[167420707]
593_5099	chr1	169138745	169139145	+	874	30.0	[13.45553]	[112]	[7.2059402]	[110]	[169138956]	[169138954]
593_51	chr16	88333361	88333761	+	1000	427.0	[7.2059402, 10.949082]	[94, 120]	[16.412586]	[92]	[88333555, 88333581]	[88333553]
593_5105	chr1	207084826	207085226	+	1000	30.0	[11.111503]	[199]	[]	[]	[207085046]	[]
593_511	chr12	95231152	95231552	+	1000	124.0	[]	[]	[7.522613]	[128]	[]	[95231371]
593_5112	chr10	86079040	86079440	+	813	30.0	[11.85311]	[98]	[16.412586]	[61]	[86079235]	[86079198]
593_5118	chr11	22792509	22792909	+	960	30.0	[13.902448]	[121]	[9.5834875]	[119]	[22792726]	[22792724]
593_5123	chr11	76700505	76700905	+	1000	30.0	[12.673135]	[133]	[9.818272]	[131]	[76700718]	[76700716]
593_5124	chr11	113634897	113635297	+	1000	30.0	[9.72495]	[157]	[]	[]	[113635141]	[]
593_5129	chr12	62259537	62259937	+	1000	30.0	[]	[]	[6.9141517]	[159]	[]	[62259749]
593_5132	chr12	124906721	124907121	+	1000	30.0	[7.3432603]	[130]	[6.803663]	[89]	[124906929]	[124906888]
593_5135	chr13	41995909	41996309	+	932	30.0	[]	[]	[11.296419]	[95]	[]	[41996072]
593_5138	chr13	93290554	93290954	+	1000	30.0	[6.6792603]	[64]	[13.45553]	[62]	[93290709]	[93290707]
593_5141	chr14	21987931	21988331	+	1000	30.0	[16.412586]	[131]	[13.902448]	[129]	[21988146]	[21988144]
593_5146	chr15	50261063	50261463	+	913	30.0	[11.999462]	[159]	[]	[]	[50261275]	[]
593_5158	chr16	30539591	30539991	+	1000	30.0	[]	[]	[11.999462]	[101]	[]	[30539787]
593_5167	chr17	64362891	64363291	+	988	30.0	[8.78628, 13.902448]	[88, 162]	[6.8076787, 12.540544]	[86, 160]	[64363052, 64363126]	[64363050, 64363124]
593_517	chr17	48582467	48582867	+	1000	123.0	[6.7715845, 11.977605]	[138, 154]	[11.13416]	[92]	[48582687, 48582703]	[48582641]
593_5179	chr19	44025142	44025542	+	1000	30.0	[6.6792603]	[130]	[7.801716]	[128]	[44025369]	[44025367]
593_5187	chr2	38997686	38998086	+	1000	30.0	[9.278032, 9.342972]	[102, 161]	[12.082088]	[159]	[38997861, 38997920]	[38997918]
593_5190	chr2	102073375	102073775	+	640	30.0	[6.7369432]	[141]	[8.342637]	[128]	[102073594]	[102073581]
593_5191	chr2	131371980	131372380	+	1000	30.0	[13.902448]	[120]	[9.716079]	[118]	[131372196]	[131372194]
593_5200	chr20	46368882	46369282	+	859	30.0	[11.409169, 8.105562]	[79, 105]	[11.999462]	[103]	[46369046, 46369072]	[46369070]
593_5202	chr20	49280090	49280490	+	987	30.0	[11.195025]	[153]	[]	[]	[49280333]	[]
593_5210	chr22	12601761	12602161	+	1000	30.0	[7.394709]	[167]	[]	[]	[12601990]	[]
593_5214	chr22	19806422	19806822	+	982	30.0	[9.716079, 6.934005]	[87, 145]	[7.2059402]	[85]	[19806602, 19806660]	[19806600]
593_522	chr5	179820357	179820757	+	1000	123.0	[7.2059402]	[110]	[16.412586]	[108]	[179820555]	[179820553]
593_5223	chr22	21564665	21565065	+	1000	30.0	[]	[]	[7.5569677]	[132]	[]	[21564858]
593_5225	chr22	21670433	21670833	+	941	30.0	[6.8832946]	[205]	[]	[]	[21670670]	[]
593_523	chrX	23938732	23939132	+	1000	123.0	[11.977605]	[149]	[7.260634]	[147]	[23938976]	[23938974]
593_5244	chr22	22582348	22582748	+	878	30.0	[8.281695]	[178]	[7.992026]	[176]	[22582574]	[22582572]
593_526	chr3	15269527	15269927	+	1000	122.0	[9.5834875, 11.977605]	[88, 111]	[7.2059402]	[86]	[15269703, 15269726]	[15269701]
593_5271	chr3	14648478	14648878	+	1000	30.0	[]	[]	[7.1189213]	[138]	[]	[14648697]
593_5274	chr3	33438342	33438742	+	1000	30.0	[7.8219643]	[109]	[]	[]	[33438502]	[]
593_5277	chr3	69724695	69725095	+	1000	30.0	[16.412586]	[120]	[10.945392]	[118]	[69724887]	[69724885]
593_5279	chr3	183287539	183287939	+	719	30.0	[7.3432603]	[136]	[6.3859158]	[134]	[183287735]	[183287733]
593_5284	chr4	94278731	94279131	+	1000	30.0	[]	[]	[7.801716]	[112]	[]	[94278917]
593_5286	chr5	6711937	6712337	+	628	30.0	[]	[]	[7.522613]	[114]	[]	[6712149]
593_5297	chr6	14476912	14477312	+	906	30.0	[6.1916084]	[117]	[]	[]	[14477098]	[]
593_53	chr14	58171055	58171455	+	1000	424.0	[13.902448]	[122]	[16.412586, 16.412586]	[99, 120]	[58171277]	[58171254, 58171275]
593_5310	chr6	31083757	31084157	+	1000	30.0	[16.412586]	[86]	[]	[]	[31083937]	[]
593_5312	chr6	31558971	31559371	+	720	30.0	[]	[]	[6.419141, 16.412586]	[112, 173]	[]	[31559154, 31559215]
593_5319	chr6	39206271	39206671	+	969	30.0	[13.45553]	[147]	[13.902448]	[145]	[39206499]	[39206497]
593_5329	chr6	160398619	160399019	+	1000	30.0	[9.716079]	[119]	[13.902448]	[117]	[160398828]	[160398826]
593_5336	chr7	116707257	116707657	+	1000	30.0	[10.945392]	[185]	[16.412586]	[183]	[116707495]	[116707493]
593_5338	chr7	130982084	130982484	+	844	30.0	[11.977605]	[133]	[7.915286]	[131]	[130982300]	[130982298]
593_536	chr5	95392577	95392977	+	1000	120.0	[11.977605]	[100]	[8.260011]	[98]	[95392770]	[95392768]
593_5364	chr9	128192977	128193377	+	1000	30.0	[16.412586]	[170]	[]	[]	[128193165]	[]
593_5376	chr9	131075952	131076352	+	817	30.0	[]	[]	[7.1604733]	[136]	[]	[131076145]
593_538	chr8	103023710	103024110	+	1000	120.0	[11.977605, 8.036991]	[85, 127]	[8.339362]	[125]	[103023887, 103023929]	[103023927]
593_5380	chr9	131214437	131214837	+	1000	30.0	[12.235088, 8.73451]	[123, 134]	[]	[]	[131214593, 131214604]	[]
593_5381	chr9	131226475	131226875	+	1000	30.0	[6.5257025]	[182]	[]	[]	[131226687]	[]
593_5392	chr1	26284701	26285101	+	1000	29.0	[9.716079]	[117]	[6.934005, 7.2059402]	[82, 115]	[26284912]	[26284877, 26284910]
593_54	chr16	89995128	89995528	+	1000	424.0	[11.296419, 6.9288945, 12.146455, 16.412586, 16.412586]	[54, 68, 95, 122, 149]	[10.945392, 10.945392, 10.945392]	[93, 120, 147]	[89995281, 89995295, 89995322, 89995349, 89995376]	[89995320, 89995347, 89995374]
593_5409	chr1	113874396	113874796	+	843	29.0	[]	[]	[9.020549]	[152]	[]	[113874584]
593_5410	chr1	115179446	115179846	+	997	29.0	[12.540544, 12.146455]	[143, 174]	[9.818272, 13.902448]	[141, 172]	[115179648, 115179679]	[115179646, 115179677]
593_5420	chr1	202553489	202553889	+	1000	29.0	[8.485614]	[95]	[7.8151765]	[93]	[202553663]	[202553661]
593_5423	chr1	207805827	207806227	+	998	29.0	[]	[]	[16.412586]	[84]	[]	[207805985]
593_5429	chr1	224430495	224430895	+	822	29.0	[11.999462]	[136]	[6.1340055]	[172]	[224430695]	[224430731]
593_543	chr16	14529061	14529461	+	1000	119.0	[6.63555, 7.668964]	[81, 91]	[]	[]	[14529230, 14529240]	[]
593_5433	chr10	32139275	32139675	+	940	29.0	[6.1340055, 7.1146708, 10.945392]	[109, 138, 148]	[16.412586]	[146]	[32139475, 32139504, 32139514]	[32139512]
593_5439	chr10	72626232	72626632	+	999	29.0	[6.523624]	[116]	[]	[]	[72626422]	[]
593_5444	chr10	98460765	98461165	+	775	29.0	[8.343984, 9.818272]	[98, 148]	[8.4563675]	[146]	[98460922, 98460972]	[98460970]
593_5445	chr11	8988624	8989024	+	704	29.0	[9.818272]	[134]	[12.146455]	[132]	[8988840]	[8988838]
593_5448	chr11	13334376	13334776	+	964	29.0	[]	[]	[12.082088]	[138]	[]	[13334584]
593_545	chr17	66507579	66507979	+	1000	119.0	[7.2059402]	[117]	[13.45553]	[115]	[66507789]	[66507787]
593_5457	chr11	86172915	86173315	+	569	29.0	[6.2946467, 16.412586]	[86, 140]	[13.902448]	[138]	[86173089, 86173143]	[86173141]
593_5459	chr12	22046914	22047314	+	813	29.0	[13.902448, 6.280999]	[119, 164]	[8.4563675]	[117]	[22047111, 22047156]	[22047109]
593_5461	chr12	46944107	46944507	+	705	29.0	[9.163619]	[62]	[16.412586]	[60]	[46944262]	[46944260]
593_5464	chr12	53421531	53421931	+	1000	29.0	[6.3859158]	[86]	[]	[]	[53421692]	[]
593_5466	chr12	90084003	90084403	+	985	29.0	[16.412586, 8.342637]	[138, 158]	[]	[]	[90084207, 90084227]	[]
593_547	chr3	107367252	107367652	+	1000	119.0	[16.412586]	[97]	[11.999462, 10.945392]	[74, 95]	[107367449]	[107367426, 107367447]
593_5472	chr13	30364071	30364471	+	865	29.0	[9.818272]	[163]	[16.412586]	[161]	[30364295]	[30364293]
593_5477	chr13	91342079	91342479	+	626	29.0	[]	[]	[6.7600446]	[120]	[]	[91342244]
593_548	chr5	50900954	50901354	+	1000	119.0	[10.945392]	[102]	[16.412586]	[100]	[50901151]	[50901149]
