#PeakID(python scan_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_10730	chr10	44932677	44933077	+	1000	38.0	[]	[]	[8.329008]	[92]	[]	[44932847]
39_10732	chr10	63520915	63521315	+	1000	38.0	[8.260495]	[142]	[]	[]	[63521120]	[]
39_10736	chr10	70331872	70332272	+	1000	38.0	[]	[]	[8.044104]	[152]	[]	[70332053]
39_10738	chr10	70576076	70576476	+	1000	38.0	[7.397283]	[135]	[]	[]	[70576247]	[]
39_10740	chr10	73110267	73110667	+	1000	38.0	[7.2151175]	[129]	[]	[]	[73110449]	[]
39_10742	chr10	75110341	75110741	+	1000	38.0	[]	[]	[8.892592]	[150]	[]	[75110494]
39_10743	chr10	78974657	78975057	+	1000	38.0	[]	[]	[12.064187]	[143]	[]	[78974813]
39_10747	chr10	79196809	79197209	+	1000	38.0	[]	[]	[7.151105]	[107]	[]	[79196972]
39_10748	chr10	80740270	80740670	+	1000	38.0	[8.502309]	[127]	[]	[]	[80740450]	[]
39_10750	chr10	110774311	110774711	+	1000	38.0	[8.892592]	[89]	[10.586677]	[153]	[110774464]	[110774528]
39_10754	chr11	327151	327551	+	1000	38.0	[7.7944894]	[134]	[]	[]	[327312]	[]
39_10755	chr11	450844	451244	+	1000	38.0	[12.064187]	[114]	[]	[]	[451053]	[]
39_10763	chr11	14499564	14499964	+	1000	38.0	[8.892592, 7.397283]	[72, 100]	[8.502309]	[156]	[14499729, 14499757]	[14499813]
39_10767	chr11	46379416	46379816	+	1000	38.0	[]	[]	[7.3683157]	[150]	[]	[46379606]
39_10768	chr11	58578516	58578916	+	1000	38.0	[8.909202]	[147]	[]	[]	[58578693]	[]
39_10770	chr11	59547888	59548288	+	1000	38.0	[9.738007]	[141]	[8.909202]	[163]	[59548104]	[59548126]
39_10774	chr11	62598999	62599399	+	1000	38.0	[]	[]	[7.3683157]	[156]	[]	[62599231]
39_10775	chr11	64230351	64230751	+	1000	38.0	[8.892592]	[155]	[]	[]	[64230542]	[]
39_10779	chr11	65421187	65421587	+	1000	38.0	[]	[]	[7.151105]	[134]	[]	[65421395]
39_1078	chr7	157404949	157405349	+	1000	74.0	[7.2151175]	[127]	[]	[]	[157405176]	[]
39_10782	chr11	69443312	69443712	+	1000	38.0	[]	[]	[8.892592]	[158]	[]	[69443485]
39_10783	chr11	71994758	71995158	+	1000	38.0	[]	[]	[10.370103]	[157]	[]	[71994970]
39_10786	chr11	86176136	86176536	+	1000	38.0	[8.260495]	[149]	[]	[]	[86176354]	[]
39_10787	chr11	86182993	86183393	+	1000	38.0	[10.586677]	[181]	[]	[]	[86183239]	[]
39_10790	chr11	112074148	112074548	+	1000	38.0	[8.017088]	[126]	[7.397283]	[71]	[112074366]	[112074311]
39_10795	chr11	118930221	118930621	+	1000	38.0	[9.738007]	[105]	[]	[]	[118930381]	[]
39_10799	chr12	49069375	49069775	+	1000	38.0	[]	[]	[7.7944894]	[210]	[]	[49069622]
39_10803	chr12	53808979	53809379	+	1000	38.0	[]	[]	[8.909202, 10.586677]	[185, 224]	[]	[53809188, 53809227]
39_10816	chr12	108803471	108803871	+	1000	38.0	[]	[]	[12.064187]	[71]	[]	[108803634]
39_10818	chr12	109910907	109911307	+	1000	38.0	[8.892592]	[176]	[]	[]	[109911155]	[]
39_1082	chr9	37800541	37800941	+	1000	74.0	[7.7944894]	[144]	[]	[]	[37800766]	[]
39_10820	chr12	113663420	113663820	+	1000	38.0	[]	[]	[10.370103]	[147]	[]	[113663587]
39_10826	chr12	132494212	132494612	+	1000	38.0	[]	[]	[8.892592]	[111]	[]	[132494416]
39_10828	chr13	45340389	45340789	+	1000	38.0	[]	[]	[8.044104]	[151]	[]	[45340635]
39_10829	chr13	80593715	80594115	+	1000	38.0	[7.748347]	[81]	[7.3683157]	[116]	[80593896]	[80593931]
39_10835	chr14	21092448	21092848	+	1000	38.0	[8.329008]	[152]	[]	[]	[21092675]	[]
39_10836	chr14	22556334	22556734	+	1000	38.0	[]	[]	[10.370103]	[135]	[]	[22556512]
39_10840	chr14	69767693	69768093	+	1000	38.0	[8.502309]	[174]	[]	[]	[69767917]	[]
39_10846	chr15	40564995	40565395	+	1000	38.0	[7.748347]	[123]	[]	[]	[40565181]	[]
39_10853	chr15	55279665	55280065	+	1000	38.0	[7.397283]	[158]	[]	[]	[55279910]	[]
39_10855	chr15	63048219	63048619	+	1000	38.0	[8.502309]	[83]	[]	[]	[63048380]	[]
39_10858	chr15	64989300	64989700	+	1000	38.0	[]	[]	[7.151105]	[106]	[]	[64989458]
39_10859	chr15	67542424	67542824	+	1000	38.0	[7.3683157]	[180]	[]	[]	[67542674]	[]
39_10866	chr15	88904703	88905103	+	1000	38.0	[10.370103]	[188]	[]	[]	[88904938]	[]
39_10878	chr16	4271232	4271632	+	1000	38.0	[]	[]	[8.892592]	[141]	[]	[4271408]
39_10879	chr16	4272792	4273192	+	1000	38.0	[8.017088]	[126]	[]	[]	[4272999]	[]
39_10882	chr16	19886274	19886674	+	1000	38.0	[]	[]	[10.370103]	[146]	[]	[19886508]
39_1089	chr1	11882812	11883212	+	1000	73.0	[]	[]	[7.2151175]	[68]	[]	[11882965]
39_10891	chr16	66522127	66522527	+	1000	38.0	[12.064187]	[98]	[12.064187, 10.370103]	[134, 141]	[66522320]	[66522356, 66522363]
39_10892	chr16	67481123	67481523	+	1000	38.0	[8.892592]	[220]	[]	[]	[67481352]	[]
39_10894	chr16	67719346	67719746	+	1000	38.0	[9.738007]	[126]	[]	[]	[67719566]	[]
39_10896	chr16	78389210	78389610	+	1000	38.0	[12.064187]	[171]	[10.370103, 8.502309]	[94, 103]	[78389455]	[78389378, 78389387]
39_10899	chr16	83826087	83826487	+	1000	38.0	[8.892592]	[88]	[]	[]	[83826269]	[]
39_109	chr10	45470567	45470967	+	1000	167.0	[]	[]	[8.909202]	[114]	[]	[45470770]
39_1090	chr1	24322229	24322629	+	1000	73.0	[12.064187, 10.586677]	[94, 102]	[]	[]	[24322414, 24322422]	[]
39_10900	chr16	84014255	84014655	+	1000	38.0	[8.892592]	[141]	[8.892592, 10.370103]	[144, 198]	[84014423]	[84014426, 84014480]
39_10904	chr16	85534525	85534925	+	1000	38.0	[]	[]	[8.044104]	[168]	[]	[85534755]
39_10906	chr16	85614897	85615297	+	1000	38.0	[8.017088]	[209]	[]	[]	[85615135]	[]
39_10907	chr16	85659680	85660080	+	1000	38.0	[]	[]	[7.2151175]	[114]	[]	[85659881]
39_10908	chr16	88333017	88333417	+	1000	38.0	[10.586677]	[116]	[]	[]	[88333226]	[]
39_10909	chr16	88464955	88465355	+	1000	38.0	[]	[]	[12.064187]	[97]	[]	[88465126]
39_1091	chr1	40863952	40864352	+	1000	73.0	[]	[]	[9.738007]	[134]	[]	[40864160]
39_10914	chr17	1463189	1463589	+	1000	38.0	[12.064187, 9.738007]	[95, 107]	[]	[]	[1463353, 1463365]	[]
39_10917	chr17	27569226	27569626	+	1000	38.0	[9.738007]	[76]	[]	[]	[27569381]	[]
39_10924	chr17	40476159	40476559	+	1000	38.0	[10.370103]	[68]	[10.370103]	[89]	[40476327]	[40476348]
39_10926	chr17	41665702	41666102	+	1000	38.0	[8.329008]	[153]	[9.738007, 7.2151175]	[171, 179]	[41665885]	[41665903, 41665911]
39_10927	chr17	42023532	42023932	+	1000	38.0	[10.370103]	[119]	[]	[]	[42023716]	[]
39_10928	chr17	42101508	42101908	+	1000	38.0	[]	[]	[8.260495]	[63]	[]	[42101665]
39_10931	chr17	44246026	44246426	+	1000	38.0	[7.7944894]	[106]	[]	[]	[44246221]	[]
39_10933	chr17	44523112	44523512	+	1000	38.0	[7.7944894]	[206]	[]	[]	[44523357]	[]
39_10943	chr17	56910245	56910645	+	1000	38.0	[8.260495]	[115]	[]	[]	[56910436]	[]
39_10945	chr17	60392307	60392707	+	1000	38.0	[7.2151175]	[153]	[8.260495]	[102]	[60392548]	[60392497]
39_10948	chr17	64448937	64449337	+	1000	38.0	[12.064187]	[103]	[]	[]	[64449120]	[]
39_10949	chr17	75012437	75012837	+	1000	38.0	[]	[]	[7.3683157]	[80]	[]	[75012609]
39_1095	chr10	49300469	49300869	+	1000	73.0	[8.892592, 7.151105]	[119, 145]	[]	[]	[49300676, 49300702]	[]
39_10950	chr17	75113994	75114394	+	1000	38.0	[10.370103]	[120]	[]	[]	[75114210]	[]
39_10953	chr17	76465956	76466356	+	1000	38.0	[]	[]	[10.370103]	[138]	[]	[76466177]
39_10954	chr17	79802888	79803288	+	1000	38.0	[]	[]	[8.502309]	[65]	[]	[79803041]
39_10955	chr17	81285514	81285914	+	1000	38.0	[7.2151175]	[128]	[]	[]	[81285712]	[]
39_10957	chr17	81821791	81822191	+	1000	38.0	[7.748347]	[138]	[]	[]	[81821971]	[]
39_1096	chr10	80772538	80772938	+	1000	73.0	[]	[]	[7.7944894, 10.586677]	[147, 167]	[]	[80772767, 80772787]
39_10962	chr17_GL000205v2_random	3458	3858	+	1000	38.0	[]	[]	[10.586677]	[150]	[]	[3638]
39_1097	chr11	64888939	64889339	+	1000	73.0	[]	[]	[7.151105]	[105]	[]	[64889137]
39_10970	chr18	48896771	48897171	+	1000	38.0	[12.064187]	[114]	[]	[]	[48896965]	[]
39_10973	chr19	571987	572387	+	1000	38.0	[]	[]	[10.370103]	[154]	[]	[572222]
39_1098	chr11	72815072	72815472	+	1000	73.0	[12.064187]	[112]	[12.064187]	[127]	[72815269]	[72815284]
39_10981	chr19	2739027	2739427	+	1000	38.0	[8.892592]	[120]	[]	[]	[2739247]	[]
39_10989	chr19	10303861	10304261	+	1000	38.0	[8.260495]	[92]	[]	[]	[10304021]	[]
39_10993	chr19	13051575	13051975	+	1000	38.0	[]	[]	[8.017088]	[164]	[]	[13051813]
39_10994	chr19	13096181	13096581	+	1000	38.0	[8.892592]	[66]	[]	[]	[13096337]	[]
39_11	chrM	7026	7426	+	1000	553.0	[]	[]	[8.329008]	[128]	[]	[7244]
39_1100	chr11	124276111	124276511	+	1000	73.0	[]	[]	[8.502309, 8.044104]	[109, 150]	[]	[124276304, 124276345]
39_11003	chr19	18414614	18415014	+	1000	38.0	[]	[]	[8.892592]	[198]	[]	[18414856]
39_11004	chr19	18590430	18590830	+	1000	38.0	[]	[]	[8.260495]	[112]	[]	[18590631]
39_11006	chr19	19372643	19373043	+	1000	38.0	[]	[]	[10.370103]	[181]	[]	[19372860]
39_11010	chr19	35269430	35269830	+	1000	38.0	[]	[]	[10.586677]	[134]	[]	[35269652]
39_11020	chr19	43669995	43670395	+	1000	38.0	[8.892592]	[179]	[]	[]	[43670195]	[]
39_11021	chr19	45667589	45667989	+	1000	38.0	[10.370103]	[171]	[]	[]	[45667826]	[]
39_11024	chr19	47231586	47231986	+	1000	38.0	[]	[]	[8.892592, 9.738007, 8.260495]	[117, 139, 163]	[]	[47231757, 47231779, 47231803]
39_11025	chr19	47497346	47497746	+	1000	38.0	[8.892592]	[139]	[]	[]	[47497576]	[]
39_11026	chr19	47778520	47778920	+	1000	38.0	[8.892592, 7.2151175]	[121, 150]	[]	[]	[47778740, 47778769]	[]
39_11027	chr19	48255788	48256188	+	1000	38.0	[8.260495, 8.260495]	[107, 153]	[]	[]	[48255974, 48256020]	[]
39_11038	chr19	58451353	58451753	+	1000	38.0	[]	[]	[12.064187]	[80]	[]	[58451532]
39_11039	chr19	58509751	58510151	+	1000	38.0	[8.892592]	[150]	[12.064187]	[135]	[58509929]	[58509914]
39_11041	chr2	16757178	16757578	+	1000	38.0	[]	[]	[12.064187]	[128]	[]	[16757393]
39_11047	chr2	42967993	42968393	+	1000	38.0	[10.370103]	[145]	[]	[]	[42968166]	[]
39_11048	chr2	43191817	43192217	+	1000	38.0	[]	[]	[8.017088]	[100]	[]	[43191990]
39_11049	chr2	43219485	43219885	+	1000	38.0	[10.370103]	[194]	[]	[]	[43219715]	[]
39_11054	chr2	65294716	65295116	+	1000	38.0	[10.370103]	[96]	[]	[]	[65294903]	[]
39_11056	chr2	70257985	70258385	+	1000	38.0	[7.7944894, 10.370103]	[122, 128]	[]	[]	[70258202, 70258208]	[]
39_11066	chr2	118722204	118722604	+	1000	38.0	[9.738007]	[168]	[]	[]	[118722440]	[]
39_1107	chr2	30253906	30254306	+	1000	73.0	[7.397283]	[141]	[12.064187]	[154]	[30254130]	[30254143]
39_11071	chr2	144659681	144660081	+	1000	38.0	[7.2151175]	[154]	[]	[]	[144659875]	[]
39_11077	chr2	171522291	171522691	+	1000	38.0	[8.892592]	[201]	[]	[]	[171522513]	[]
39_11079	chr2	172102862	172103262	+	1000	38.0	[10.370103]	[155]	[]	[]	[172103044]	[]
39_11083	chr2	186439735	186440135	+	1000	38.0	[7.397283]	[153]	[]	[]	[186439962]	[]
39_11084	chr2	189506577	189506977	+	1000	38.0	[]	[]	[7.3683157]	[74]	[]	[189506751]
39_11087	chr2	230010518	230010918	+	1000	38.0	[]	[]	[9.738007]	[76]	[]	[230010688]
39_11088	chr2	231713851	231714251	+	1000	38.0	[7.3683157]	[144]	[]	[]	[231714040]	[]
39_11093	chr20	49608916	49609316	+	1000	38.0	[]	[]	[10.370103]	[71]	[]	[49609082]
39_11095	chr20	50386416	50386816	+	1000	38.0	[12.064187]	[139]	[7.151105]	[114]	[50386642]	[50386617]
39_11096	chr20	53893287	53893687	+	1000	38.0	[10.586677]	[114]	[8.909202]	[121]	[53893494]	[53893501]
39_111	chr17	43251508	43251908	+	1000	166.0	[]	[]	[7.2151175, 8.044104]	[55, 93]	[]	[43251661, 43251699]
39_1110	chr22	20285667	20286067	+	1000	73.0	[8.892592]	[155]	[8.892592]	[116]	[20285890]	[20285851]
39_11100	chr21	29639194	29639594	+	1000	38.0	[]	[]	[8.017088, 9.738007]	[99, 113]	[]	[29639357, 29639371]
39_11104	chr21	39095150	39095550	+	1000	38.0	[7.3683157]	[79]	[10.586677, 12.064187]	[106, 148]	[39095312]	[39095339, 39095381]
39_11105	chr21	42450043	42450443	+	1000	38.0	[7.151105]	[157]	[]	[]	[42450206]	[]
39_11106	chr21	42467174	42467574	+	1000	38.0	[8.329008]	[84]	[8.502309]	[133]	[42467347]	[42467396]
39_11107	chr21	42991870	42992270	+	1000	38.0	[10.370103]	[152]	[]	[]	[42992052]	[]
39_11108	chr21	43767073	43767473	+	1000	38.0	[]	[]	[8.017088]	[157]	[]	[43767304]
39_11111	chr22	19066747	19067147	+	1000	38.0	[8.260495]	[204]	[8.329008]	[171]	[19066979]	[19066946]
39_11117	chr22	19474651	19475051	+	1000	38.0	[8.044104]	[199]	[]	[]	[19474869]	[]
39_1112	chr22	22156835	22157235	+	1000	73.0	[7.7944894]	[83]	[]	[]	[22156998]	[]
39_11126	chr22	19901628	19902028	+	1000	38.0	[]	[]	[8.892592, 8.892592]	[84, 107]	[]	[19901807, 19901830]
39_1113	chr22	22422756	22423156	+	1000	73.0	[10.370103]	[107]	[]	[]	[22422961]	[]
39_11130	chr22	20137657	20138057	+	1000	38.0	[8.892592]	[187]	[]	[]	[20137891]	[]
39_11138	chr22	20803116	20803516	+	1000	38.0	[8.909202]	[150]	[]	[]	[20803352]	[]
39_11142	chr22	20874216	20874616	+	1000	38.0	[10.586677]	[120]	[]	[]	[20874427]	[]
39_11143	chr22	20887451	20887851	+	1000	38.0	[]	[]	[9.738007]	[54]	[]	[20887603]
39_11145	chr22	20931193	20931593	+	1000	38.0	[12.064187]	[109]	[]	[]	[20931355]	[]
39_11147	chr22	20968902	20969302	+	1000	38.0	[7.2151175]	[143]	[]	[]	[20969142]	[]
39_11151	chr22	21026180	21026580	+	1000	38.0	[]	[]	[7.2151175]	[151]	[]	[21026365]
39_11152	chr22	21068792	21069192	+	1000	38.0	[]	[]	[8.329008]	[157]	[]	[21069022]
39_11154	chr22	21597754	21598154	+	1000	38.0	[7.7944894]	[223]	[]	[]	[21597989]	[]
39_11155	chr22	21610147	21610547	+	1000	38.0	[]	[]	[12.064187]	[213]	[]	[21610372]
39_11159	chr22	21770814	21771214	+	1000	38.0	[]	[]	[8.044104]	[188]	[]	[21771025]
39_1116	chr3	4978561	4978961	+	1000	73.0	[]	[]	[7.7944894]	[159]	[]	[4978786]
39_11163	chr22	21891509	21891909	+	1000	38.0	[8.044104]	[137]	[]	[]	[21891694]	[]
39_11165	chr22	21925285	21925685	+	1000	38.0	[]	[]	[8.892592]	[153]	[]	[21925502]
39_11169	chr22	22154552	22154952	+	1000	38.0	[9.738007]	[157]	[]	[]	[22154735]	[]
39_1117	chr3	24495381	24495781	+	1000	73.0	[9.738007]	[69]	[]	[]	[24495544]	[]
39_11174	chr22	22545750	22546150	+	1000	38.0	[10.586677]	[177]	[]	[]	[22545981]	[]
39_11180	chr22	29821293	29821693	+	1000	38.0	[]	[]	[8.044104]	[115]	[]	[29821477]
39_11182	chr22	40651874	40652274	+	1000	38.0	[]	[]	[9.738007]	[167]	[]	[40652081]
39_11183	chr3	4739713	4740113	+	1000	38.0	[12.064187]	[116]	[]	[]	[4739920]	[]
39_11188	chr3	15332616	15333016	+	1000	38.0	[8.909202]	[205]	[]	[]	[15332859]	[]
39_1119	chr3	126908724	126909124	+	1000	73.0	[12.064187]	[106]	[]	[]	[126908910]	[]
39_11196	chr3	49133492	49133892	+	1000	38.0	[10.370103]	[127]	[]	[]	[49133710]	[]
39_11199	chr3	72169550	72169950	+	1000	38.0	[10.586677]	[81]	[8.017088]	[143]	[72169724]	[72169786]
39_1120	chr3	155828480	155828880	+	1000	73.0	[]	[]	[10.586677]	[160]	[]	[155828725]
39_11202	chr3	138199830	138200230	+	955	38.0	[12.064187, 7.2151175]	[103, 155]	[]	[]	[138200014, 138200066]	[]
39_11205	chr3	153051408	153051808	+	1000	38.0	[]	[]	[10.370103]	[145]	[]	[153051648]
39_11207	chr3	184711745	184712145	+	1000	38.0	[10.370103]	[182]	[]	[]	[184711953]	[]
39_1121	chr4	86961597	86961997	+	1000	73.0	[10.586677]	[95]	[]	[]	[86961782]	[]
39_11210	chr3	195709746	195710146	+	1000	38.0	[9.738007]	[99]	[]	[]	[195709897]	[]
39_11212	chr4	683962	684362	+	1000	38.0	[]	[]	[9.738007]	[121]	[]	[684170]
39_11213	chr4	1130534	1130934	+	1000	38.0	[]	[]	[7.151105]	[86]	[]	[1130707]
39_11214	chr4	2390190	2390590	+	1000	38.0	[10.586677]	[93]	[8.892592, 8.329008]	[133, 161]	[2390344]	[2390384, 2390412]
39_11221	chr4	74157723	74158123	+	1000	38.0	[]	[]	[8.892592]	[93]	[]	[74157877]
39_11223	chr4	81725051	81725451	+	1000	38.0	[]	[]	[9.738007]	[140]	[]	[81725263]
39_11225	chr4	83284348	83284748	+	1000	38.0	[]	[]	[8.502309]	[80]	[]	[83284526]
39_11226	chr4	83548454	83548854	+	1000	38.0	[]	[]	[8.892592, 7.397283]	[116, 133]	[]	[83548665, 83548682]
39_11229	chr4	105473802	105474202	+	1000	38.0	[]	[]	[8.502309]	[117]	[]	[105473992]
39_1123	chr5	78587646	78588046	+	1000	73.0	[8.892592]	[118]	[8.909202]	[76]	[78587862]	[78587820]
39_11234	chr4	183407058	183407458	+	1000	38.0	[]	[]	[8.502309]	[94]	[]	[183407229]
39_11235	chr4	186821120	186821520	+	1000	38.0	[]	[]	[8.260495]	[162]	[]	[186821369]
39_11236	chr5	10484999	10485399	+	1000	38.0	[8.892592]	[127]	[8.329008]	[177]	[10485193]	[10485243]
39_11239	chr5	32285488	32285888	+	1000	38.0	[]	[]	[9.738007, 8.044104]	[72, 106]	[]	[32285654, 32285688]
39_1124	chr5	139669831	139670231	+	1000	73.0	[7.2151175]	[144]	[]	[]	[139670064]	[]
39_11240	chr5	36150951	36151351	+	1000	38.0	[]	[]	[8.017088]	[132]	[]	[36151178]
39_11241	chr5	39194523	39194923	+	1000	38.0	[12.064187]	[195]	[]	[]	[39194740]	[]
39_1125	chr6	6684408	6684808	+	1000	73.0	[10.586677]	[151]	[8.502309]	[92]	[6684640]	[6684581]
39_11250	chr5	75511797	75512197	+	1000	38.0	[8.017088]	[138]	[]	[]	[75512029]	[]
39_11252	chr5	77030102	77030502	+	1000	38.0	[]	[]	[10.370103, 7.2151175]	[88, 96]	[]	[77030273, 77030281]
39_11253	chr5	80408321	80408721	+	1000	38.0	[12.064187]	[137]	[]	[]	[80408544]	[]
39_11255	chr5	89055081	89055481	+	1000	38.0	[8.909202]	[143]	[8.892592]	[106]	[89055322]	[89055285]
39_11257	chr5	91383158	91383558	+	1000	38.0	[]	[]	[7.7944894]	[179]	[]	[91383367]
39_11258	chr5	119452346	119452746	+	1000	38.0	[8.044104]	[180]	[]	[]	[119452589]	[]
39_11259	chr5	121961640	121962040	+	1000	38.0	[7.748347]	[123]	[]	[]	[121961793]	[]
39_11261	chr5	132830561	132830961	+	1000	38.0	[]	[]	[8.892592]	[176]	[]	[132830807]
39_11262	chr5	133902422	133902822	+	1000	38.0	[]	[]	[8.329008]	[169]	[]	[133902644]
39_11263	chr5	134018486	134018886	+	1000	38.0	[7.7944894]	[161]	[8.892592, 8.892592]	[126, 168]	[134018728]	[134018693, 134018735]
39_11265	chr5	135051859	135052259	+	870	38.0	[7.7944894, 8.044104]	[143, 165]	[]	[]	[135052047, 135052069]	[]
39_1127	chr6	16224380	16224780	+	1000	73.0	[10.370103]	[130]	[]	[]	[16224596]	[]
39_11272	chr5	172900963	172901363	+	1000	38.0	[12.064187]	[144]	[]	[]	[172901196]	[]
39_11276	chr5	181107733	181108133	+	1000	38.0	[9.738007, 7.151105]	[134, 164]	[]	[]	[181107921, 181107951]	[]
39_1128	chr6	26188851	26189251	+	1000	73.0	[]	[]	[12.064187]	[140]	[]	[26189082]
39_11285	chr6	15481865	15482265	+	1000	38.0	[7.748347]	[106]	[12.064187]	[174]	[15482035]	[15482103]
39_11286	chr6	15628750	15629150	+	716	38.0	[12.064187]	[70]	[8.017088, 8.892592]	[99, 141]	[15628914]	[15628943, 15628985]
39_11289	chr6	18043099	18043499	+	1000	38.0	[]	[]	[7.7944894]	[87]	[]	[18043278]
39_11294	chr6	30103013	30103413	+	1000	38.0	[]	[]	[8.329008]	[150]	[]	[30103254]
39_11296	chr6	30597245	30597645	+	1000	38.0	[]	[]	[8.260495]	[91]	[]	[30597414]
39_113	chr16	85381918	85382318	+	1000	165.0	[10.586677, 12.064187]	[58, 130]	[8.892592]	[144]	[85382070, 85382142]	[85382156]
39_11300	chr6	32197116	32197516	+	1000	38.0	[]	[]	[10.370103]	[141]	[]	[32197323]
39_11301	chr6	33313842	33314242	+	1000	38.0	[]	[]	[10.370103]	[127]	[]	[33314009]
39_11306	chr6	34392085	34392485	+	1000	38.0	[]	[]	[8.017088]	[103]	[]	[34392286]
39_11312	chr6	36986557	36986957	+	1000	38.0	[8.260495]	[108]	[7.748347]	[75]	[36986762]	[36986729]
39_11313	chr6	37240168	37240568	+	1000	38.0	[]	[]	[10.370103]	[161]	[]	[37240375]
39_11316	chr6	41006145	41006545	+	1000	38.0	[10.586677]	[97]	[]	[]	[41006341]	[]
39_11319	chr6	43772195	43772595	+	1000	38.0	[7.151105, 7.151105]	[132, 169]	[]	[]	[43772402, 43772439]	[]
39_1132	chr6	144886656	144887056	+	1000	73.0	[7.2151175, 10.586677]	[87, 126]	[]	[]	[144886827, 144886866]	[]
39_11321	chr6	43856122	43856522	+	1000	38.0	[]	[]	[8.502309]	[97]	[]	[43856308]
39_11322	chr6	43926636	43927036	+	1000	38.0	[]	[]	[10.370103]	[118]	[]	[43926845]
39_11323	chr6	44201750	44202150	+	1000	38.0	[12.064187]	[122]	[]	[]	[44201931]	[]
39_11327	chr6	84050381	84050781	+	1000	38.0	[7.3683157]	[182]	[]	[]	[84050599]	[]
39_11330	chr6	108361454	108361854	+	1000	38.0	[12.064187]	[153]	[8.892592]	[95]	[108361693]	[108361635]
39_11338	chr6	139497323	139497723	+	1000	38.0	[]	[]	[7.748347, 8.892592]	[124, 142]	[]	[139497504, 139497522]
39_11339	chr6	143060259	143060659	+	1000	38.0	[]	[]	[10.370103]	[215]	[]	[143060504]
39_11342	chr6	154612973	154613373	+	1000	38.0	[8.892592]	[110]	[]	[]	[154613128]	[]
39_11351	chr6	167860541	167860941	+	1000	38.0	[8.044104]	[113]	[]	[]	[167860745]	[]
39_11355	chr7	2301011	2301411	+	1000	38.0	[]	[]	[8.892592]	[156]	[]	[2301255]
39_11363	chr7	47979335	47979735	+	1000	38.0	[9.738007]	[210]	[]	[]	[47979551]	[]
39_11366	chr7	76389044	76389444	+	1000	38.0	[]	[]	[7.2151175]	[230]	[]	[76389294]
39_11377	chr7	103919311	103919711	+	1000	38.0	[7.3683157]	[147]	[]	[]	[103919549]	[]
39_11378	chr7	106042772	106043172	+	1000	38.0	[]	[]	[8.260495]	[68]	[]	[106042938]
39_1138	chr7	132489755	132490155	+	1000	73.0	[10.586677, 10.586677]	[76, 106]	[]	[]	[132489913, 132489943]	[]
39_11381	chr7	116953388	116953788	+	1000	38.0	[12.064187]	[138]	[]	[]	[116953617]	[]
39_11382	chr7	120791985	120792385	+	1000	38.0	[7.7944894]	[132]	[]	[]	[120792213]	[]
39_11383	chr7	121049316	121049716	+	1000	38.0	[]	[]	[9.738007]	[156]	[]	[121049521]
39_11389	chr7	135169023	135169423	+	1000	38.0	[8.260495]	[145]	[]	[]	[135169200]	[]
39_1139	chr7	135557676	135558076	+	1000	73.0	[8.329008]	[109]	[]	[]	[135557851]	[]
39_11397	chr7	149872709	149873109	+	1000	38.0	[8.892592]	[132]	[]	[]	[149872941]	[]
39_11398	chr7	150952719	150953119	+	1000	38.0	[9.738007]	[131]	[]	[]	[150952876]	[]
39_11399	chr7	150996631	150997031	+	1000	38.0	[]	[]	[10.370103]	[163]	[]	[150996817]
39_11401	chr7	151088234	151088634	+	1000	38.0	[10.370103]	[167]	[]	[]	[151088422]	[]
39_11405	chr8	1764372	1764772	+	1000	38.0	[8.892592]	[67]	[]	[]	[1764523]	[]
39_11408	chr8	19322054	19322454	+	1000	38.0	[9.738007]	[134]	[]	[]	[19322282]	[]
39_11414	chr8	85378086	85378486	+	1000	38.0	[8.329008, 7.397283]	[73, 129]	[]	[]	[85378251, 85378307]	[]
39_11415	chr8	93740709	93741109	+	1000	38.0	[]	[]	[8.017088]	[87]	[]	[93740871]
39_1142	chr8	27363682	27364082	+	1000	73.0	[8.260495]	[74]	[]	[]	[27363847]	[]
39_11426	chr8	143617857	143618257	+	1000	38.0	[9.738007]	[154]	[]	[]	[143618080]	[]
39_11429	chr9	93064456	93064856	+	789	38.0	[]	[]	[8.044104]	[94]	[]	[93064627]
39_11434	chr9	101893993	101894393	+	1000	38.0	[]	[]	[8.329008]	[106]	[]	[101894195]
39_11436	chr9	114587519	114587919	+	1000	38.0	[8.260495]	[152]	[]	[]	[114587758]	[]
39_11437	chr9	120794226	120794626	+	1000	38.0	[]	[]	[10.586677]	[214]	[]	[120794474]
39_11440	chr9	127507420	127507820	+	1000	38.0	[]	[]	[10.586677]	[121]	[]	[127507616]
39_11446	chr9	130762324	130762724	+	1000	38.0	[8.260495]	[114]	[]	[]	[130762538]	[]
39_11456	chr9	134339242	134339642	+	1000	38.0	[9.738007, 9.738007]	[91, 138]	[]	[]	[134339425, 134339472]	[]
39_11459	chr9	137028733	137029133	+	1000	38.0	[10.370103]	[129]	[]	[]	[137028928]	[]
39_1146	chr1	8858078	8858478	+	1000	72.0	[8.909202]	[117]	[7.7944894]	[159]	[8858281]	[8858323]
39_11464	chrUn_KI270754v1	35971	36371	+	1000	38.0	[7.7944894]	[178]	[]	[]	[36166]	[]
