#PeakID(python scan_motif.py ./ENCODE_processed_files/MYC_idr.fa MYC --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
640_10492	chr18	23586874	23587274	+	1000	80.0	[8.334265]	[82]	[7.4328523]	[111]	[23587051]	[23587080]
640_10494	chr19	6272039	6272439	+	1000	80.0	[9.859796]	[133]	[9.957076]	[134]	[6272248]	[6272249]
640_10496	chr19	12792380	12792780	+	1000	80.0	[7.3538165]	[150]	[]	[]	[12792619]	[]
640_105	chr7	22854107	22854507	+	1000	477.0	[12.820818, 7.3984704]	[119, 138]	[12.820818]	[120]	[22854317, 22854336]	[22854318]
640_1050	chr1	235104206	235104606	+	1000	254.0	[]	[]	[8.415534]	[116]	[]	[235104421]
640_10500	chr19	29665058	29665458	+	1000	80.0	[8.415534]	[79]	[8.344066]	[80]	[29665227]	[29665228]
640_10503	chr19	52690266	52690666	+	1000	80.0	[8.344066]	[114]	[]	[]	[52690464]	[]
640_10504	chr19	58466770	58467170	+	1000	80.0	[12.820818]	[148]	[9.3206]	[149]	[58466989]	[58466990]
640_10505	chr2	8685010	8685410	+	1000	80.0	[7.5613456]	[169]	[8.334265]	[170]	[8685232]	[8685233]
640_10507	chr2	85952305	85952705	+	1000	80.0	[]	[]	[8.415787]	[112]	[]	[85952493]
640_10508	chr2	170740664	170741064	+	1000	80.0	[8.415787, 7.5613456]	[114, 156]	[8.415787]	[85]	[170740866, 170740908]	[170740837]
640_1051	chr14	21308765	21309165	+	1000	254.0	[9.859796]	[77]	[12.820818]	[78]	[21308936]	[21308937]
640_10510	chr20	1965598	1965998	+	1000	80.0	[12.820818, 7.3805842]	[93, 142]	[12.820818, 7.981569]	[94, 143]	[1965776, 1965825]	[1965777, 1965826]
640_10512	chr20	31661638	31662038	+	1000	80.0	[8.344066]	[153]	[8.415534]	[154]	[31661865]	[31661866]
640_10517	chr22	19760281	19760681	+	1000	80.0	[]	[]	[8.415534]	[115]	[]	[19760494]
640_10519	chr22	41832568	41832968	+	1000	80.0	[]	[]	[8.334265]	[109]	[]	[41832762]
640_1052	chr14	24114791	24115191	+	1000	254.0	[12.820818]	[134]	[12.820818]	[135]	[24115017]	[24115018]
640_10520	chr22	43151697	43152097	+	1000	80.0	[8.415534]	[85]	[8.344066]	[86]	[43151882]	[43151883]
640_10525	chr3	128547430	128547830	+	1000	80.0	[12.820818]	[86]	[9.957076]	[87]	[128547598]	[128547599]
640_10527	chr3	140198968	140199368	+	1000	80.0	[9.081068]	[74]	[]	[]	[140199141]	[]
640_1053	chr16	53054686	53055086	+	1000	254.0	[12.820818]	[93]	[12.820818]	[94]	[53054876]	[53054877]
640_10531	chr4	6916584	6916984	+	1000	80.0	[]	[]	[7.4328523]	[149]	[]	[6916830]
640_10535	chr4	112348524	112348924	+	1000	80.0	[8.415787]	[137]	[9.081068]	[138]	[112348753]	[112348754]
640_1054	chr17	81821843	81822243	+	1000	254.0	[9.957076]	[110]	[12.820818]	[111]	[81822052]	[81822053]
640_10540	chr5	109689230	109689630	+	1000	80.0	[7.3538165]	[162]	[7.3805842]	[138]	[109689473]	[109689449]
640_10541	chr5	123937211	123937611	+	1000	80.0	[9.081068, 12.820818]	[103, 146]	[9.957076]	[147]	[123937400, 123937443]	[123937444]
640_10545	chr6	2966370	2966770	+	1000	80.0	[9.957076]	[101]	[12.820818]	[102]	[2966567]	[2966568]
640_1055	chr19	1269487	1269887	+	1000	254.0	[]	[]	[8.415534]	[143]	[]	[1269727]
640_10553	chr6	28344229	28344629	+	1000	80.0	[8.415787]	[133]	[]	[]	[28344456]	[]
640_10559	chr6	107114096	107114496	+	1000	80.0	[]	[]	[7.981569]	[71]	[]	[107114255]
640_1056	chr19	12933516	12933916	+	1000	254.0	[8.334265]	[65]	[]	[]	[12933678]	[]
640_10560	chr6	119349525	119349925	+	1000	80.0	[]	[]	[8.334265]	[63]	[]	[119349679]
640_10563	chr7	6923125	6923525	+	1000	80.0	[12.820818]	[68]	[12.820818]	[69]	[6923292]	[6923293]
640_10566	chr7	111329401	111329801	+	1000	80.0	[]	[]	[9.081068]	[119]	[]	[111329608]
640_10568	chr7	154677446	154677846	+	1000	80.0	[9.3206]	[98]	[9.859796, 7.3984704, 8.344066]	[99, 115, 127]	[154677631]	[154677632, 154677648, 154677660]
640_1057	chr20	21303122	21303522	+	1000	254.0	[9.957076]	[86]	[12.820818]	[87]	[21303302]	[21303303]
640_10573	chr8	133375503	133375903	+	1000	80.0	[9.859796]	[101]	[9.3206]	[102]	[133375695]	[133375696]
640_10578	chr9	113401307	113401707	+	1000	80.0	[7.3805842]	[115]	[7.981569]	[116]	[113401508]	[113401509]
640_10579	chr9	129110822	129111222	+	1000	80.0	[8.415787]	[87]	[]	[]	[129111008]	[]
640_1058	chr20	31547220	31547620	+	1000	254.0	[8.415534]	[92]	[8.344066]	[93]	[31547408]	[31547409]
640_10580	chr9	130770970	130771370	+	1000	80.0	[8.415787]	[62]	[9.081068]	[63]	[130771131]	[130771132]
640_10581	chr9	131045277	131045677	+	1000	80.0	[9.3206, 7.981569]	[124, 133]	[12.820818, 7.3805842]	[125, 134]	[131045485, 131045494]	[131045486, 131045495]
640_10585	chr9	137087483	137087883	+	1000	80.0	[8.415787]	[72]	[]	[]	[137087643]	[]
640_10587	chrX	31862746	31863146	+	1000	80.0	[]	[]	[7.3538165]	[219]	[]	[31862992]
640_10589	chrX	48696916	48697316	+	1000	80.0	[8.344066]	[157]	[]	[]	[48697158]	[]
640_1059	chr20	46089744	46090144	+	1000	254.0	[]	[]	[7.981569]	[103]	[]	[46089934]
640_10591	chrX	130060116	130060516	+	1000	80.0	[8.415534]	[115]	[]	[]	[130060326]	[]
640_10596	chr1	24416399	24416799	+	1000	79.0	[12.820818]	[117]	[9.957076]	[118]	[24416607]	[24416608]
640_10597	chr1	25550148	25550548	+	1000	79.0	[7.3805842]	[145]	[7.981569]	[146]	[25550375]	[25550376]
640_10598	chr1	26791537	26791937	+	1000	79.0	[8.334265]	[108]	[]	[]	[26791736]	[]
640_10599	chr1	27529136	27529536	+	1000	79.0	[9.859796]	[140]	[9.859796]	[141]	[27529374]	[27529375]
640_106	chr1	222465421	222465821	+	1000	474.0	[9.859796]	[112]	[12.820818]	[113]	[222465627]	[222465628]
640_1060	chr20	49277993	49278393	+	1000	254.0	[]	[]	[7.981569]	[115]	[]	[49278198]
640_1061	chr4	173168005	173168405	+	1000	254.0	[12.820818]	[84]	[12.820818]	[85]	[173168187]	[173168188]
640_10610	chr1	162560897	162561297	+	1000	79.0	[8.415534]	[133]	[8.344066]	[134]	[162561127]	[162561128]
640_10613	chr1	203216182	203216582	+	1000	79.0	[9.859796]	[129]	[9.957076]	[130]	[203216405]	[203216406]
640_1062	chr1	52697886	52698286	+	1000	253.0	[12.820818]	[146]	[8.415534, 9.3206]	[106, 147]	[52698122]	[52698082, 52698123]
640_10621	chr10	131896438	131896838	+	1000	79.0	[7.981569]	[107]	[7.3805842]	[108]	[131896632]	[131896633]
640_10622	chr10	132537044	132537444	+	1000	79.0	[]	[]	[8.415534]	[130]	[]	[132537256]
640_10623	chr11	665748	666148	+	1000	79.0	[7.2921777]	[90]	[8.415787]	[125]	[665936]	[665971]
640_10627	chr11	62556483	62556883	+	1000	79.0	[7.3538165, 8.415534]	[88, 138]	[8.344066]	[139]	[62556649, 62556699]	[62556700]
640_10629	chr11	65909368	65909768	+	1000	79.0	[8.415534]	[114]	[]	[]	[65909559]	[]
640_1063	chr1	203007032	203007432	+	1000	253.0	[8.334265]	[121]	[7.981569, 7.5613456]	[73, 122]	[203007247]	[203007199, 203007248]
640_10630	chr11	67804982	67805382	+	1000	79.0	[8.334265]	[201]	[]	[]	[67805214]	[]
640_10631	chr11	75105389	75105789	+	1000	79.0	[]	[]	[7.981569]	[133]	[]	[75105584]
640_10633	chr11	76783503	76783903	+	1000	79.0	[9.859796]	[59]	[9.957076]	[60]	[76783658]	[76783659]
640_10635	chr11	96155956	96156356	+	1000	79.0	[8.415787]	[148]	[9.081068]	[149]	[96156144]	[96156145]
640_10644	chr12	113773392	113773792	+	1000	79.0	[7.3805842]	[97]	[]	[]	[113773582]	[]
640_10645	chr12	120265815	120266215	+	1000	79.0	[9.081068]	[153]	[]	[]	[120266040]	[]
640_10646	chr12	122023304	122023704	+	1000	79.0	[12.820818]	[130]	[9.957076]	[131]	[122023530]	[122023531]
640_10648	chr12	123973031	123973431	+	1000	79.0	[7.981569]	[84]	[]	[]	[123973197]	[]
640_10649	chr13	20712624	20713024	+	1000	79.0	[8.415534]	[133]	[8.344066]	[134]	[20712842]	[20712843]
640_1065	chr10	30348865	30349265	+	1000	253.0	[12.820818, 7.3984704]	[91, 101]	[9.859796]	[92]	[30349045, 30349055]	[30349046]
640_10650	chr13	52159486	52159886	+	1000	79.0	[7.1483927]	[133]	[]	[]	[52159717]	[]
640_10653	chr15	27970658	27971058	+	1000	79.0	[]	[]	[9.081068, 7.1483927]	[129, 156]	[]	[27970854, 27970881]
640_10656	chr15	65303743	65304143	+	1000	79.0	[]	[]	[7.981569]	[105]	[]	[65303937]
640_10658	chr15	90001859	90002259	+	1000	79.0	[9.957076]	[127]	[12.820818]	[128]	[90002083]	[90002084]
640_10659	chr15	93035908	93036308	+	1000	79.0	[9.859796]	[76]	[9.859796]	[77]	[93036078]	[93036079]
640_1066	chr10	49183583	49183983	+	1000	253.0	[12.820818]	[86]	[12.820818]	[87]	[49183762]	[49183763]
640_10660	chr16	951733	952133	+	1000	79.0	[9.957076]	[152]	[12.820818]	[153]	[951963]	[951964]
640_10662	chr16	3158645	3159045	+	1000	79.0	[]	[]	[8.344066]	[177]	[]	[3158850]
640_10663	chr16	10972136	10972536	+	1000	79.0	[]	[]	[7.1483927]	[121]	[]	[10972323]
640_10666	chr16	47461910	47462310	+	1000	79.0	[7.3538165]	[96]	[]	[]	[47462087]	[]
640_10667	chr16	56356388	56356788	+	1000	79.0	[8.334265]	[110]	[7.5613456]	[111]	[56356586]	[56356587]
640_1067	chr14	20455019	20455419	+	1000	253.0	[9.3206, 12.820818]	[64, 85]	[9.3206, 12.820818]	[65, 86]	[20455181, 20455202]	[20455182, 20455203]
640_10677	chr17	58679197	58679597	+	1000	79.0	[7.3805842]	[77]	[7.981569]	[78]	[58679371]	[58679372]
640_10678	chr17	62965640	62966040	+	1000	79.0	[9.957076]	[110]	[9.3206]	[111]	[62965842]	[62965843]
640_10679	chr17	64213950	64214350	+	1000	79.0	[9.957076]	[96]	[9.957076]	[97]	[64214142]	[64214143]
640_10680	chr17	74408274	74408674	+	1000	79.0	[12.820818]	[82]	[12.820818]	[83]	[74408453]	[74408454]
640_10682	chr17	79811326	79811726	+	1000	79.0	[]	[]	[8.334265, 8.344066]	[145, 156]	[]	[79811560, 79811571]
640_10683	chr17	81354950	81355350	+	1000	79.0	[7.981569]	[117]	[7.3805842]	[118]	[81355154]	[81355155]
640_10684	chr18	55731508	55731908	+	1000	79.0	[12.820818]	[89]	[12.820818]	[90]	[55731692]	[55731693]
640_10687	chr19	2475770	2476170	+	1000	79.0	[12.820818]	[100]	[12.820818]	[101]	[2475958]	[2475959]
640_1069	chr15	65862618	65863018	+	1000	253.0	[]	[]	[9.081068]	[125]	[]	[65862836]
640_10698	chr2	9753279	9753679	+	1000	79.0	[12.820818]	[67]	[9.859796]	[68]	[9753440]	[9753441]
640_10699	chr2	32833705	32834105	+	1000	79.0	[9.081068]	[104]	[8.415787]	[105]	[32833905]	[32833906]
640_107	chr19	5790630	5791030	+	1000	474.0	[8.334265, 9.957076]	[91, 107]	[12.820818]	[108]	[5790815, 5790831]	[5790832]
640_1070	chr16	2817438	2817838	+	1000	253.0	[9.957076]	[104]	[12.820818]	[105]	[2817635]	[2817636]
640_10701	chr2	38542883	38543283	+	1000	79.0	[]	[]	[8.415787]	[145]	[]	[38543125]
640_10703	chr2	73716980	73717380	+	1000	79.0	[8.415787]	[114]	[9.081068]	[115]	[73717190]	[73717191]
640_10709	chr2	199851088	199851488	+	1000	79.0	[12.820818]	[115]	[9.957076]	[116]	[199851274]	[199851275]
640_10713	chr20	401904	402304	+	1000	79.0	[]	[]	[8.415787]	[103]	[]	[402106]
640_10717	chr20	45322943	45323343	+	1000	79.0	[]	[]	[7.3538165, 7.981569]	[104, 156]	[]	[45323120, 45323172]
640_10718	chr20	45771140	45771540	+	1000	79.0	[]	[]	[9.081068]	[155]	[]	[45771385]
640_1072	chr17	64006651	64007051	+	1000	253.0	[12.820818]	[92]	[9.957076]	[93]	[64006842]	[64006843]
640_10723	chr21	44836538	44836938	+	1000	79.0	[12.820818]	[94]	[9.3206]	[95]	[44836731]	[44836732]
640_10726	chr3	4989000	4989400	+	1000	79.0	[12.820818]	[96]	[12.820818]	[97]	[4989189]	[4989190]
640_10728	chr3	15630119	15630519	+	1000	79.0	[]	[]	[7.3538165]	[85]	[]	[15630302]
640_10729	chr3	40372055	40372455	+	1000	79.0	[7.3805842]	[84]	[7.981569]	[85]	[40372236]	[40372237]
640_1073	chr17	75131373	75131773	+	1000	253.0	[9.957076]	[136]	[9.957076]	[137]	[75131599]	[75131600]
640_10731	chr3	47802896	47803296	+	1000	79.0	[7.4328523]	[115]	[]	[]	[47803096]	[]
640_10733	chr3	112086204	112086604	+	1000	79.0	[]	[]	[9.081068]	[126]	[]	[112086405]
640_10736	chr3	136135046	136135446	+	1000	79.0	[]	[]	[8.415787]	[129]	[]	[136135273]
640_10738	chr3	194005084	194005484	+	1000	79.0	[8.415787]	[65]	[8.415787]	[82]	[194005239]	[194005256]
640_10739	chr3	196127551	196127951	+	1000	79.0	[8.334265]	[112]	[]	[]	[196127742]	[]
640_1074	chr2	127700514	127700914	+	1000	253.0	[]	[]	[7.5613456]	[147]	[]	[127700746]
640_10740	chr3	196684863	196685263	+	1000	79.0	[9.081068]	[133]	[8.415787]	[134]	[196685084]	[196685085]
640_10741	chr4	3955706	3956106	+	1000	79.0	[9.957076]	[129]	[12.820818]	[130]	[3955925]	[3955926]
640_10744	chr5	6759339	6759739	+	1000	79.0	[12.820818]	[89]	[12.820818]	[90]	[6759521]	[6759522]
640_10746	chr5	98928034	98928434	+	1000	79.0	[12.820818]	[87]	[9.957076]	[88]	[98928200]	[98928201]
640_10747	chr5	151157598	151157998	+	1000	79.0	[9.859796]	[135]	[12.820818]	[136]	[151157823]	[151157824]
640_10748	chr5	163503050	163503450	+	1000	79.0	[9.081068]	[63]	[8.415787]	[64]	[163503207]	[163503208]
640_10749	chr5	172789200	172789600	+	1000	79.0	[8.415787]	[127]	[]	[]	[172789383]	[]
640_10751	chr5	178232420	178232820	+	1000	79.0	[8.344066]	[67]	[8.415534]	[68]	[178232581]	[178232582]
640_10752	chr5	180611090	180611490	+	1000	79.0	[8.415787]	[95]	[9.081068]	[96]	[180611283]	[180611284]
640_10753	chr5	181203997	181204397	+	1000	79.0	[7.3805842]	[78]	[7.981569]	[79]	[181204163]	[181204164]
640_10756	chr6	14502594	14502994	+	1000	79.0	[12.820818]	[114]	[12.820818]	[115]	[14502794]	[14502795]
640_10757	chr6	14743962	14744362	+	1000	79.0	[9.081068]	[137]	[7.3538165]	[95]	[14744197]	[14744155]
640_10758	chr6	26553920	26554320	+	1000	79.0	[]	[]	[8.334265]	[120]	[]	[26554117]
640_10762	chr6	44074463	44074863	+	1000	79.0	[8.344066]	[112]	[]	[]	[44074632]	[]
640_10763	chr6	47478409	47478809	+	1000	79.0	[7.981569]	[103]	[7.3805842]	[104]	[47478610]	[47478611]
640_10764	chr6	69622196	69622596	+	1000	79.0	[9.859796]	[113]	[12.820818]	[114]	[69622405]	[69622406]
640_10767	chr6	143060149	143060549	+	1000	79.0	[7.1483927]	[100]	[7.3984704]	[130]	[143060336]	[143060366]
640_10769	chr6	155085595	155085995	+	1000	79.0	[9.859796]	[144]	[12.820818]	[145]	[155085829]	[155085830]
640_1077	chr8	143284606	143285006	+	1000	253.0	[12.820818]	[98]	[9.957076]	[99]	[143284793]	[143284794]
640_10771	chr7	25495320	25495720	+	1000	79.0	[9.081068]	[82]	[]	[]	[25495478]	[]
640_10772	chr7	36152982	36153382	+	1000	79.0	[12.820818]	[85]	[9.957076]	[86]	[36153156]	[36153157]
640_10776	chr7	76178083	76178483	+	1000	79.0	[7.3805842]	[56]	[7.981569]	[57]	[76178235]	[76178236]
640_10779	chr7	127652882	127653282	+	1000	79.0	[]	[]	[9.081068]	[124]	[]	[127653101]
640_1078	chr8	143596983	143597383	+	1000	253.0	[12.820818, 7.3538165]	[71, 109]	[12.820818, 7.3538165]	[72, 119]	[143597146, 143597184]	[143597147, 143597194]
640_10782	chr7	139542391	139542791	+	1000	79.0	[7.981569]	[118]	[7.5613456]	[171]	[139542580]	[139542633]
640_10783	chr7	140517898	140518298	+	1000	79.0	[7.5613456]	[98]	[8.334265]	[99]	[140518089]	[140518090]
640_10784	chr7	143507158	143507558	+	1000	79.0	[12.820818]	[121]	[12.820818]	[122]	[143507369]	[143507370]
640_10785	chr7	153413223	153413623	+	1000	79.0	[8.344066]	[103]	[8.415534]	[104]	[153413404]	[153413405]
640_10792	chr8	144463917	144464317	+	1000	79.0	[]	[]	[8.334265]	[55]	[]	[144464070]
640_10793	chr9	94301600	94302000	+	1000	79.0	[8.415787]	[99]	[9.081068]	[100]	[94301781]	[94301782]
640_10794	chr9	98310743	98311143	+	1000	79.0	[]	[]	[8.415787]	[121]	[]	[98310952]
640_10797	chr9	129895469	129895869	+	1000	79.0	[12.820818]	[129]	[9.3206]	[130]	[129895690]	[129895691]
640_10798	chrX	10166154	10166554	+	1000	79.0	[9.957076]	[134]	[9.957076]	[135]	[10166384]	[10166385]
640_108	chr4	56436226	56436626	+	1000	474.0	[12.820818, 9.859796]	[65, 133]	[9.957076, 12.820818]	[66, 134]	[56436390, 56436458]	[56436391, 56436459]
640_10802	chr1	6141623	6142023	+	1000	78.0	[9.957076]	[134]	[12.820818]	[135]	[6141846]	[6141847]
640_10804	chr1	11761892	11762292	+	1000	78.0	[9.957076, 12.820818]	[90, 114]	[9.957076, 9.957076]	[91, 115]	[11762056, 11762080]	[11762057, 11762081]
640_10811	chr1	43834560	43834960	+	1000	78.0	[8.344066]	[128]	[]	[]	[43834741]	[]
640_10814	chr1	58883337	58883737	+	1000	78.0	[]	[]	[7.981569]	[93]	[]	[58883528]
640_10815	chr1	156750858	156751258	+	1000	78.0	[]	[]	[8.415534]	[115]	[]	[156751057]
640_10818	chr1	204320485	204320885	+	1000	78.0	[8.415787, 12.820818]	[88, 123]	[9.081068, 9.957076]	[89, 124]	[204320672, 204320707]	[204320673, 204320708]
640_1082	chr1	8197795	8198195	+	1000	252.0	[8.334265]	[96]	[]	[]	[8197986]	[]
640_10821	chr1	235503583	235503983	+	1000	78.0	[]	[]	[7.981569]	[160]	[]	[235503809]
640_10823	chr10	44913266	44913666	+	1000	78.0	[9.081068]	[86]	[]	[]	[44913442]	[]
640_10825	chr10	70477694	70478094	+	1000	78.0	[9.957076]	[144]	[12.820818]	[145]	[70477937]	[70477938]
640_10826	chr10	72364257	72364657	+	1000	78.0	[]	[]	[8.334265]	[99]	[]	[72364456]
640_10827	chr10	80044941	80045341	+	1000	78.0	[12.820818]	[66]	[9.859796]	[67]	[80045100]	[80045101]
640_10829	chr11	297703	298103	+	1000	78.0	[9.859796]	[102]	[12.820818]	[103]	[297901]	[297902]
640_1083	chr1	32413914	32414314	+	1000	252.0	[]	[]	[9.081068]	[96]	[]	[32414109]
640_10832	chr11	43946979	43947379	+	1000	78.0	[]	[]	[9.081068]	[74]	[]	[43947151]
640_10836	chr11	64226047	64226447	+	1000	78.0	[8.415534]	[112]	[8.344066]	[113]	[64226231]	[64226232]
640_10837	chr11	68147015	68147415	+	1000	78.0	[9.859796]	[96]	[9.859796]	[97]	[68147209]	[68147210]
640_10838	chr11	75350639	75351039	+	1000	78.0	[9.081068]	[123]	[8.415787]	[124]	[75350839]	[75350840]
640_1084	chr1	33349892	33350292	+	1000	252.0	[7.3805842]	[106]	[7.981569]	[107]	[33350096]	[33350097]
640_10843	chr12	30844497	30844897	+	1000	78.0	[12.820818]	[73]	[12.820818]	[74]	[30844658]	[30844659]
640_10844	chr12	42144728	42145128	+	1000	78.0	[]	[]	[8.344066]	[133]	[]	[42144958]
640_10845	chr12	57590961	57591361	+	1000	78.0	[9.3206]	[136]	[9.3206]	[137]	[57591194]	[57591195]
640_10847	chr12	121089366	121089766	+	1000	78.0	[]	[]	[8.334265]	[140]	[]	[121089598]
640_10849	chr12	121712502	121712902	+	1000	78.0	[]	[]	[8.415534]	[139]	[]	[121712663]
640_10852	chr14	30874165	30874565	+	1000	78.0	[7.5613456]	[103]	[7.3984704, 8.334265]	[63, 104]	[30874362]	[30874322, 30874363]
640_10853	chr14	35045994	35046394	+	1000	78.0	[7.3805842]	[90]	[]	[]	[35046176]	[]
640_10855	chr15	35547980	35548380	+	1000	78.0	[9.859796]	[85]	[9.859796]	[86]	[35548158]	[35548159]
640_10856	chr15	43221135	43221535	+	1000	78.0	[9.859796]	[129]	[9.957076]	[130]	[43221362]	[43221363]
640_10858	chr15	63895208	63895608	+	1000	78.0	[9.081068]	[85]	[]	[]	[63895392]	[]
640_1086	chr10	73744057	73744457	+	1000	252.0	[]	[]	[7.2921777]	[142]	[]	[73744299]
640_10860	chr15	83559333	83559733	+	1000	78.0	[8.415787]	[74]	[]	[]	[83559503]	[]
640_10861	chr15	87703584	87703984	+	1000	78.0	[8.415787]	[119]	[9.081068]	[120]	[87703777]	[87703778]
640_10863	chr15	90241482	90241882	+	1000	78.0	[]	[]	[7.3805842]	[104]	[]	[90241684]
640_10869	chr16	70685920	70686320	+	1000	78.0	[9.3206]	[103]	[12.820818]	[104]	[70686091]	[70686092]
640_10871	chr16	88686436	88686836	+	1000	78.0	[7.4328523]	[156]	[8.344066]	[134]	[88686662]	[88686640]
640_10873	chr17	28251089	28251489	+	1000	78.0	[]	[]	[7.981569]	[127]	[]	[28251314]
640_10877	chr17	32111365	32111765	+	1000	78.0	[]	[]	[8.334265]	[64]	[]	[32111522]
640_10879	chr17	44138274	44138674	+	1000	78.0	[7.5613456]	[128]	[8.334265, 7.981569]	[129, 154]	[44138491]	[44138492, 44138517]
640_1088	chr17	28727247	28727647	+	1000	252.0	[12.820818]	[135]	[12.820818]	[136]	[28727470]	[28727471]
640_10883	chr17	49760888	49761288	+	1000	78.0	[]	[]	[7.981569]	[76]	[]	[49761063]
640_10884	chr17	51372535	51372935	+	1000	78.0	[9.859796]	[70]	[12.820818]	[71]	[51372704]	[51372705]
640_10889	chr19	3275397	3275797	+	1000	78.0	[8.334265]	[129]	[7.5613456]	[130]	[3275619]	[3275620]
640_10891	chr19	6572278	6572678	+	1000	78.0	[8.415787]	[135]	[9.081068]	[136]	[6572495]	[6572496]
640_10893	chr19	13013264	13013664	+	1000	78.0	[12.820818]	[99]	[9.957076]	[100]	[13013456]	[13013457]
640_10894	chr19	13160537	13160937	+	1000	78.0	[8.415787, 8.415787]	[103, 150]	[9.081068, 9.081068]	[104, 151]	[13160733, 13160780]	[13160734, 13160781]
640_10896	chr19	38850670	38851070	+	1000	78.0	[9.081068]	[133]	[]	[]	[38850903]	[]
640_10899	chr19	55280689	55281089	+	1000	78.0	[9.957076]	[138]	[9.957076]	[139]	[55280905]	[55280906]
640_109	chr6	10694788	10695188	+	1000	473.0	[9.957076]	[84]	[9.957076]	[85]	[10694970]	[10694971]
640_1090	chr17	76385794	76386194	+	1000	252.0	[8.415534]	[128]	[7.2921777]	[64]	[76386019]	[76385955]
640_10905	chr2	112646228	112646628	+	1000	78.0	[12.820818]	[108]	[9.957076]	[109]	[112646408]	[112646409]
640_10907	chr2	219498692	219499092	+	1000	78.0	[9.859796]	[102]	[9.957076]	[103]	[219498878]	[219498879]
640_10910	chr20	653188	653588	+	1000	78.0	[7.5613456]	[88]	[]	[]	[653361]	[]
640_10912	chr20	3767513	3767913	+	1000	78.0	[]	[]	[7.981569]	[140]	[]	[3767742]
640_10913	chr20	32397669	32398069	+	1000	78.0	[7.3538165]	[103]	[]	[]	[32397858]	[]
640_10918	chr21	43916713	43917113	+	1000	78.0	[7.981569]	[117]	[]	[]	[43916930]	[]
640_10922	chr22	22109790	22110190	+	1000	78.0	[]	[]	[9.081068]	[96]	[]	[22109973]
640_10925	chr22	30423957	30424357	+	1000	78.0	[7.3538165]	[147]	[]	[]	[30424161]	[]
640_10926	chr22	41381133	41381533	+	1000	78.0	[9.957076, 7.981569]	[186, 198]	[9.957076]	[187]	[41381327, 41381339]	[41381328]
640_10928	chr22	50260979	50261379	+	1000	78.0	[]	[]	[7.3805842]	[99]	[]	[50261170]
640_10929	chr3	13085154	13085554	+	1000	78.0	[9.3206]	[156]	[12.820818]	[157]	[13085390]	[13085391]
640_1093	chr2	167940944	167941344	+	1000	252.0	[8.415787]	[71]	[9.081068]	[72]	[167941113]	[167941114]
640_10930	chr3	38649640	38650040	+	1000	78.0	[9.957076]	[104]	[12.820818]	[105]	[38649833]	[38649834]
640_10931	chr3	123642313	123642713	+	1000	78.0	[12.820818]	[58]	[9.3206]	[59]	[123642469]	[123642470]
640_10933	chr3	142225435	142225835	+	1000	78.0	[7.4328523]	[100]	[]	[]	[142225622]	[]
640_10935	chr3	169966544	169966944	+	1000	78.0	[7.2921777]	[168]	[]	[]	[169966790]	[]
640_10936	chr3	170765396	170765796	+	1000	78.0	[]	[]	[9.081068]	[99]	[]	[170765593]
640_10938	chr3	178271693	178272093	+	1000	78.0	[8.334265]	[141]	[7.5613456]	[142]	[178271922]	[178271923]
640_10940	chr4	687174	687574	+	1000	78.0	[7.4328523]	[153]	[]	[]	[687415]	[]
640_10943	chr4	86936048	86936448	+	1000	78.0	[7.3538165, 7.4328523]	[52, 133]	[7.3984704]	[134]	[86936199, 86936280]	[86936281]
640_10944	chr4	103198248	103198648	+	1000	78.0	[7.981569, 12.820818]	[121, 143]	[9.957076]	[144]	[103198445, 103198467]	[103198468]
640_10945	chr4	118836399	118836799	+	1000	78.0	[9.957076]	[106]	[9.859796]	[107]	[118836569]	[118836570]
640_10946	chr4	139666969	139667369	+	1000	78.0	[12.820818]	[108]	[12.820818]	[109]	[139667163]	[139667164]
640_10948	chr5	1174378	1174778	+	1000	78.0	[7.3984704]	[99]	[7.4328523]	[100]	[1174572]	[1174573]
640_1095	chrX	14029732	14030132	+	1000	252.0	[9.859796]	[85]	[12.820818]	[86]	[14029915]	[14029916]
640_10950	chr5	34007696	34008096	+	1000	78.0	[8.344066]	[154]	[]	[]	[34007917]	[]
