#PeakID(python scan_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_10366	chr12	54394248	54394648	+	1000	104.0	[6.6800203]	[110]	[6.8930507]	[148]	[54394455]	[54394493]
758_10367	chr12	108640910	108641310	+	1000	104.0	[7.0754085, 9.56255]	[166, 192]	[8.458068]	[115]	[108641127, 108641153]	[108641076]
758_10369	chr13	25352261	25352661	+	1000	104.0	[]	[]	[9.543426]	[109]	[]	[25352464]
758_10371	chr14	106203343	106203743	+	1000	104.0	[]	[]	[9.442706]	[69]	[]	[106203495]
758_10373	chr15	38601955	38602355	+	1000	104.0	[6.863072]	[64]	[]	[]	[38602111]	[]
758_10376	chr15	65824142	65824542	+	1000	104.0	[]	[]	[7.87297]	[89]	[]	[65824331]
758_10380	chr16	47460349	47460749	+	1000	104.0	[9.919872]	[115]	[]	[]	[47460511]	[]
758_10381	chr17	7219458	7219858	+	1000	104.0	[]	[]	[11.575829]	[156]	[]	[7219688]
758_10383	chr17	57950744	57951144	+	1000	104.0	[10.7555]	[114]	[]	[]	[57950953]	[]
758_10384	chr18	79610961	79611361	+	1000	104.0	[9.919872, 6.8401775, 9.373037]	[59, 68, 128]	[]	[]	[79611120, 79611129, 79611189]	[]
758_10385	chr19	11094959	11095359	+	1000	104.0	[]	[]	[10.7555]	[84]	[]	[11095140]
758_10386	chr19	14250843	14251243	+	1000	104.0	[]	[]	[10.7555, 7.87297]	[127, 150]	[]	[14251068, 14251091]
758_10387	chr19	17953799	17954199	+	1000	104.0	[11.127567]	[91]	[]	[]	[17953987]	[]
758_10388	chr19	32671958	32672358	+	1000	104.0	[10.256007]	[128]	[]	[]	[32672174]	[]
758_10390	chr19	44304804	44305204	+	1000	104.0	[]	[]	[6.780856]	[104]	[]	[44305004]
758_10393	chr2	12493053	12493453	+	1000	104.0	[6.7116218]	[100]	[8.693299]	[161]	[12493204]	[12493265]
758_10396	chr2	144452555	144452955	+	1000	104.0	[7.2884393]	[143]	[11.362798, 6.7416005]	[75, 134]	[144452796]	[144452728, 144452787]
758_10397	chr2	148643063	148643463	+	1000	104.0	[6.7416005, 11.575829, 9.438231, 8.458068]	[102, 108, 114, 117]	[]	[]	[148643253, 148643259, 148643265, 148643268]	[]
758_10399	chr2	176020423	176020823	+	1000	104.0	[6.738754]	[138]	[]	[]	[176020620]	[]
758_10400	chr2	230711288	230711688	+	1000	104.0	[14.245327]	[120]	[7.250373]	[159]	[230711480]	[230711519]
758_10401	chr20	36051412	36051812	+	1000	104.0	[6.780856, 9.081597]	[99, 105]	[]	[]	[36051592, 36051598]	[]
758_10406	chr3	150599778	150600178	+	1000	104.0	[]	[]	[6.8439474]	[103]	[]	[150599970]
758_10408	chr3	183884292	183884692	+	1000	104.0	[]	[]	[6.7416005]	[83]	[]	[183884475]
758_1041	chr17	22228038	22228438	+	1000	333.5	[7.652416]	[201]	[7.652416]	[197]	[22228279]	[22228275]
758_10410	chr4	48629499	48629899	+	1000	104.0	[7.280349]	[142]	[]	[]	[48629740]	[]
758_10411	chr4	143905368	143905768	+	1000	104.0	[]	[]	[11.54585]	[153]	[]	[143905617]
758_10412	chr5	38807472	38807872	+	1000	104.0	[7.652416]	[61]	[7.3734775, 11.362798, 10.770176]	[53, 123, 145]	[38807631]	[38807623, 38807693, 38807715]
758_10414	chr6	11111692	11112092	+	1000	104.0	[8.1006775]	[141]	[]	[]	[11111929]	[]
758_10417	chr6	26103704	26104104	+	1000	104.0	[6.9204674]	[164]	[]	[]	[26103938]	[]
758_10418	chr6	26659864	26660264	+	1000	104.0	[10.256007]	[111]	[]	[]	[26660072]	[]
758_1042	chr17	47894332	47894732	+	1000	333.5	[]	[]	[6.780856]	[73]	[]	[47894502]
758_10420	chr6	119566893	119567293	+	1000	104.0	[]	[]	[7.2884393]	[111]	[]	[119567096]
758_10423	chr7	105876302	105876702	+	1000	104.0	[]	[]	[7.6377397, 8.734424, 9.56255]	[83, 87, 101]	[]	[105876480, 105876484, 105876498]
758_10424	chr7	131327378	131327778	+	1000	104.0	[]	[]	[11.127567, 9.957938]	[100, 124]	[]	[131327558, 131327582]
758_10425	chr8	105208590	105208990	+	1000	104.0	[]	[]	[8.245038]	[101]	[]	[105208789]
758_10427	chrX	15916313	15916713	+	1000	104.0	[]	[]	[11.575829, 6.7035384, 6.7416005]	[78, 90, 145]	[]	[15916481, 15916493, 15916548]
758_10428	chrX	49190063	49190463	+	1000	104.0	[6.743228]	[92]	[]	[]	[49190253]	[]
758_10429	chrX	107655040	107655440	+	1000	104.0	[]	[]	[7.87297, 8.245038]	[134, 139]	[]	[107655259, 107655264]
758_1043	chr20	50558646	50559046	+	1000	333.5	[]	[]	[6.7116218, 8.056022, 8.693299]	[60, 120, 143]	[]	[50558805, 50558865, 50558888]
758_10430	chrX	110408074	110408474	+	1000	104.0	[7.25846]	[118]	[]	[]	[110408285]	[]
758_10431	chrX	125492477	125492877	+	1000	104.0	[]	[]	[6.6800203]	[124]	[]	[125492676]
758_10432	chr1	24591786	24592186	+	1000	103.5	[11.127567]	[123]	[]	[]	[24592007]	[]
758_10434	chr1	32816490	32816890	+	1000	103.5	[]	[]	[8.87635]	[83]	[]	[32816641]
758_10435	chr1	109390597	109390997	+	1000	103.5	[10.770176]	[137]	[]	[]	[109390820]	[]
758_10437	chr1	154385625	154386025	+	1000	103.5	[8.693299, 7.87297, 6.743228]	[107, 112, 133]	[]	[]	[154385797, 154385802, 154385823]	[]
758_10438	chr1	155301374	155301774	+	1000	103.5	[]	[]	[8.693299, 9.919872]	[114, 130]	[]	[155301573, 155301589]
758_10439	chr1	156863069	156863469	+	1000	103.5	[]	[]	[7.6377397, 11.362798]	[113, 146]	[]	[156863282, 156863315]
758_1044	chr5	71385289	71385689	+	1000	333.5	[]	[]	[8.1006775]	[145]	[]	[71385530]
758_10441	chr1	224930277	224930677	+	1000	103.5	[]	[]	[11.362798]	[90]	[]	[224930437]
758_10444	chr10	24866607	24867007	+	1000	103.5	[7.87297, 7.87297]	[132, 146]	[7.87297]	[74]	[24866824, 24866838]	[24866766]
758_10445	chr10	24912225	24912625	+	1000	103.5	[]	[]	[6.9204674, 10.256007]	[81, 93]	[]	[24912405, 24912417]
758_10447	chr11	3831796	3832196	+	1000	103.5	[6.743228]	[153]	[]	[]	[3832030]	[]
758_10448	chr11	18408294	18408694	+	1000	103.5	[]	[]	[7.220394]	[125]	[]	[18408511]
758_10449	chr11	34758256	34758656	+	1000	103.5	[6.780856]	[108]	[]	[]	[34758461]	[]
758_1045	chr4	26319609	26320009	+	1000	333.0	[7.87297]	[146]	[9.442706]	[84]	[26319848]	[26319786]
758_10450	chr11	45704625	45705025	+	1000	103.5	[10.7555]	[96]	[]	[]	[45704811]	[]
758_10452	chr11	66694689	66695089	+	1000	103.5	[]	[]	[8.458068]	[122]	[]	[66694905]
758_10454	chr11	102390603	102391003	+	1000	103.5	[11.127567]	[133]	[]	[]	[102390827]	[]
758_10455	chr11	118918225	118918625	+	1000	103.5	[10.256007]	[128]	[]	[]	[118918440]	[]
758_10457	chr11	119090407	119090807	+	1000	103.5	[]	[]	[10.7555]	[106]	[]	[119090611]
758_10458	chr14	75295030	75295430	+	1000	103.5	[]	[]	[7.5565295]	[75]	[]	[75295197]
758_10459	chr15	58203499	58203899	+	1000	103.5	[]	[]	[11.54585]	[79]	[]	[58203670]
758_1046	chr6	125946259	125946659	+	1000	333.0	[7.037342]	[127]	[]	[]	[125946469]	[]
758_10462	chr16	71722882	71723282	+	1000	103.5	[11.127567]	[115]	[9.373037]	[55]	[71723093]	[71723033]
758_10464	chr18	10525086	10525486	+	1000	103.5	[7.5565295, 6.738754]	[112, 148]	[]	[]	[10525286, 10525322]	[]
758_10466	chr19	2171773	2172173	+	1000	103.5	[]	[]	[10.256007]	[91]	[]	[2171960]
758_10467	chr19	4812757	4813157	+	1000	103.5	[]	[]	[8.693299]	[67]	[]	[4812921]
758_10469	chr19	38267122	38267522	+	1000	103.5	[]	[]	[9.919872]	[84]	[]	[38267292]
758_1047	chr1	180117259	180117659	+	1000	332.5	[8.245038]	[153]	[]	[]	[180117506]	[]
758_10472	chr19	49665370	49665770	+	1000	103.5	[]	[]	[6.873926]	[98]	[]	[49665568]
758_10473	chr2	6826465	6826865	+	1000	103.5	[11.127567]	[76]	[]	[]	[6826633]	[]
758_10474	chr2	85587556	85587956	+	1000	103.5	[11.575829]	[99]	[]	[]	[85587735]	[]
758_10476	chr2	195474159	195474559	+	1000	103.5	[6.8930507, 7.6377397]	[107, 164]	[]	[]	[195474352, 195474409]	[]
758_10478	chr21	35204800	35205200	+	1000	103.5	[]	[]	[9.442706, 11.575829]	[87, 94]	[]	[35204979, 35204986]
758_10479	chr4	76234338	76234738	+	1000	103.5	[11.54585]	[105]	[11.127567]	[73]	[76234536]	[76234504]
758_1048	chr1	180933093	180933493	+	1000	332.5	[11.575829, 11.127567]	[105, 112]	[]	[]	[180933289, 180933296]	[]
758_10481	chr4	109014598	109014998	+	1000	103.5	[8.690641, 11.575829]	[76, 94]	[]	[]	[109014767, 109014785]	[]
758_10483	chr4	158210166	158210566	+	1000	103.5	[11.127567]	[70]	[]	[]	[158210333]	[]
758_10484	chr5	31470618	31471018	+	1000	103.5	[6.773207]	[113]	[]	[]	[31470823]	[]
758_10485	chr5	81759661	81760061	+	1000	103.5	[]	[]	[8.458068, 8.693299, 14.245327]	[95, 124, 139]	[]	[81759847, 81759876, 81759891]
758_10487	chr5	135157949	135158349	+	1000	103.5	[]	[]	[6.6800203]	[90]	[]	[135158136]
758_10488	chr5	149430469	149430869	+	1000	103.5	[7.5565295]	[118]	[6.780856]	[149]	[149430671]	[149430702]
758_1049	chr11	67583387	67583787	+	1000	332.5	[6.8930507]	[119]	[11.127567]	[74]	[67583600]	[67583555]
758_10493	chr6	43965177	43965577	+	1000	103.5	[]	[]	[8.458068]	[120]	[]	[43965396]
758_10495	chr6	159977517	159977917	+	1000	103.5	[]	[]	[7.5565295]	[124]	[]	[159977704]
758_10496	chr7	2625000	2625400	+	1000	103.5	[]	[]	[6.8930507, 7.0754085]	[100, 106]	[]	[2625193, 2625199]
758_10497	chr7	16648565	16648965	+	1000	103.5	[]	[]	[11.127567]	[130]	[]	[16648771]
758_105	chr12	49092170	49092570	+	1000	640.5	[11.575829]	[119]	[]	[]	[49092355]	[]
758_10501	chr8	66103450	66103850	+	1000	103.5	[]	[]	[6.7416005, 6.7416005, 8.693299]	[90, 96, 108]	[]	[66103637, 66103643, 66103655]
758_10502	chr8	90197376	90197776	+	1000	103.5	[]	[]	[6.9204674, 6.7035384]	[139, 181]	[]	[90197575, 90197617]
758_10503	chr8	127969387	127969787	+	1000	103.5	[]	[]	[14.245327, 11.54585, 6.7035384, 7.220394]	[95, 106, 160, 166]	[]	[127969557, 127969568, 127969622, 127969628]
758_10505	chr9	123339033	123339433	+	1000	103.5	[]	[]	[10.7555, 7.220394]	[165, 176]	[]	[123339243, 123339254]
758_10506	chr9	123933421	123933821	+	1000	103.5	[7.5565295]	[94]	[]	[]	[123933613]	[]
758_10507	chr9	124282759	124283159	+	1000	103.5	[8.245038]	[128]	[]	[]	[124282987]	[]
758_10508	chr9	124767818	124768218	+	1000	103.5	[6.863072]	[142]	[8.690641, 6.780856]	[90, 151]	[124768044]	[124767992, 124768053]
758_1051	chr3	194572251	194572651	+	1000	332.5	[]	[]	[7.5565295]	[72]	[]	[194572413]
758_10512	chr1	89911824	89912224	+	1000	103.0	[]	[]	[7.2884393]	[141]	[]	[89912060]
758_10515	chr1	207309941	207310341	+	1000	103.0	[11.362798]	[70]	[]	[]	[207310103]	[]
758_10516	chr1	227318193	227318593	+	1000	103.0	[]	[]	[8.693299]	[79]	[]	[227318368]
758_10518	chr1	235328491	235328891	+	1000	103.0	[9.802997]	[120]	[]	[]	[235328707]	[]
758_10519	chr10	68594347	68594747	+	1000	103.0	[11.127567]	[163]	[]	[]	[68594547]	[]
758_1052	chr10	60313281	60313681	+	1000	332.0	[7.652416]	[84]	[7.652416]	[80]	[60313463]	[60313459]
758_10520	chr10	107032258	107032658	+	1000	103.0	[]	[]	[7.87297, 9.957938, 9.957938]	[116, 180, 187]	[]	[107032419, 107032483, 107032490]
758_10522	chr11	86518218	86518618	+	1000	103.0	[]	[]	[6.743228]	[128]	[]	[86518434]
758_10523	chr11	94776297	94776697	+	1000	103.0	[6.6800203]	[146]	[7.6377397]	[86]	[94776536]	[94776476]
758_10524	chr11	120096816	120097216	+	1000	103.0	[6.738754]	[85]	[]	[]	[120096999]	[]
758_10525	chr12	6613064	6613464	+	1000	103.0	[8.693299, 6.7416005]	[79, 147]	[]	[]	[6613232, 6613300]	[]
758_10527	chr12	102548641	102549041	+	1000	103.0	[8.458068]	[93]	[]	[]	[102548807]	[]
758_10528	chr12	124994557	124994957	+	1000	103.0	[8.458068]	[99]	[8.056022, 9.081597]	[139, 144]	[124994747]	[124994787, 124994792]
758_10531	chr16	30491976	30492376	+	1000	103.0	[8.1006775, 10.770176]	[112, 130]	[7.652416]	[64]	[30492184, 30492202]	[30492136]
758_10535	chr17	64219522	64219922	+	1000	103.0	[7.6377397, 8.708212, 7.87297, 7.250373]	[69, 88, 110, 126]	[]	[]	[64219679, 64219698, 64219720, 64219736]	[]
758_10537	chr19	3022773	3023173	+	1000	103.0	[]	[]	[6.780856]	[174]	[]	[3023004]
758_10540	chr19	48619134	48619534	+	1000	103.0	[8.428089, 6.8930507]	[149, 171]	[]	[]	[48619330, 48619352]	[]
758_10544	chr2	64807296	64807696	+	1000	103.0	[]	[]	[6.873926]	[96]	[]	[64807478]
758_10545	chr2	64988790	64989190	+	1000	103.0	[8.458068]	[82]	[]	[]	[64988968]	[]
758_10546	chr2	74714927	74715327	+	1000	103.0	[]	[]	[11.575829]	[169]	[]	[74715171]
758_10552	chr20	32581777	32582177	+	1000	103.0	[7.5565295, 10.7555]	[104, 167]	[11.575829]	[150]	[32581958, 32582021]	[32582004]
758_10553	chr21	28992832	28993232	+	1000	103.0	[9.802997]	[211]	[7.3734775]	[202]	[28993049]	[28993040]
758_10556	chr22	23248518	23248918	+	1000	103.0	[]	[]	[8.693299, 10.256007]	[79, 109]	[]	[23248697, 23248727]
758_10558	chr22	38785583	38785983	+	1000	103.0	[7.220394]	[127]	[7.6377397]	[84]	[38785803]	[38785760]
758_10559	chr22	39959587	39959987	+	1000	103.0	[7.6377397]	[156]	[7.652416]	[61]	[39959837]	[39959742]
758_10562	chr3	48194405	48194805	+	1000	103.0	[7.5565295]	[91]	[]	[]	[48194593]	[]
758_10563	chr3	87801478	87801878	+	1000	103.0	[]	[]	[8.056022]	[68]	[]	[87801644]
758_10564	chr3	142952524	142952924	+	1000	103.0	[6.780856, 8.734424]	[123, 133]	[]	[]	[142952747, 142952757]	[]
758_10568	chr4	980628	981028	+	1000	103.0	[7.0754085, 9.957938, 7.87297, 9.081597]	[80, 122, 148, 158]	[]	[]	[980793, 980835, 980861, 980871]	[]
758_10569	chr4	10203832	10204232	+	1000	103.0	[]	[]	[8.245038, 7.5565295]	[89, 108]	[]	[10203992, 10204011]
758_10571	chr4	88758267	88758667	+	1000	103.0	[8.056022]	[146]	[]	[]	[88758492]	[]
758_10574	chr5	37497192	37497592	+	1000	103.0	[]	[]	[6.8930507, 6.8930507]	[149, 211]	[]	[37497362, 37497424]
758_10576	chr5	73496881	73497281	+	1000	103.0	[8.693299]	[134]	[6.780856]	[150]	[73497099]	[73497115]
758_10584	chr7	39896367	39896767	+	1000	103.0	[6.7116218]	[72]	[]	[]	[39896539]	[]
758_10585	chr7	67129054	67129454	+	1000	103.0	[]	[]	[14.245327]	[115]	[]	[67129268]
758_10586	chr7	76231610	76232010	+	1000	103.0	[7.6377397]	[60]	[6.780856]	[78]	[76231770]	[76231788]
758_10587	chr7	100469127	100469527	+	1000	103.0	[8.87635, 8.693299, 6.7687325]	[66, 87, 125]	[]	[]	[100469281, 100469302, 100469340]	[]
758_10588	chr7	104983819	104984219	+	1000	103.0	[8.458068, 6.660896]	[69, 121]	[]	[]	[104983987, 104984039]	[]
758_10589	chr7	106615779	106616179	+	1000	103.0	[8.693299, 9.442706]	[77, 125]	[]	[]	[106615949, 106615997]	[]
758_10590	chr8	23022721	23023121	+	1000	103.0	[]	[]	[7.250373]	[108]	[]	[23022915]
758_10591	chr9	93594226	93594626	+	1000	103.0	[]	[]	[9.438231, 7.037342]	[64, 95]	[]	[93594385, 93594416]
758_10592	chr9	95462474	95462874	+	1000	103.0	[7.6377397, 14.245327]	[85, 154]	[]	[]	[95462638, 95462707]	[]
758_10593	chr9	133269132	133269532	+	1000	103.0	[]	[]	[7.25846]	[56]	[]	[133269283]
758_10595	chr1	8858237	8858637	+	1000	102.5	[7.037342]	[170]	[]	[]	[8858430]	[]
758_10597	chr1	12076393	12076793	+	1000	102.5	[7.652416]	[183]	[]	[]	[12076635]	[]
758_10599	chr1	42952477	42952877	+	1000	102.5	[8.245038]	[165]	[]	[]	[42952715]	[]
758_106	chr6	30877653	30878053	+	1000	640.5	[]	[]	[7.3734775, 14.245327]	[79, 158]	[]	[30877825, 30877904]
758_1060	chr2	43041930	43042330	+	1000	331.5	[7.220394]	[104]	[6.780856]	[113]	[43042134]	[43042143]
758_10600	chr1	58881492	58881892	+	1000	102.5	[6.780856]	[121]	[]	[]	[58881709]	[]
758_10601	chr1	58896923	58897323	+	1000	102.5	[9.957938]	[113]	[8.87635]	[102]	[58897097]	[58897086]
758_10602	chr1	151486544	151486944	+	1000	102.5	[7.6377397]	[107]	[]	[]	[151486751]	[]
758_10603	chr1	157325821	157326221	+	1000	102.5	[]	[]	[11.127567]	[90]	[]	[157325987]
758_10604	chr1	163321626	163322026	+	1000	102.5	[]	[]	[7.652416]	[76]	[]	[163321786]
758_10607	chr10	17578639	17579039	+	1000	102.5	[6.7661796]	[79]	[]	[]	[17578793]	[]
758_10609	chr10	79069512	79069912	+	1000	102.5	[10.770176]	[113]	[]	[]	[79069712]	[]
758_10610	chr10	86954334	86954734	+	1000	102.5	[7.3734775]	[139]	[]	[]	[86954544]	[]
758_10612	chr11	13207786	13208186	+	1000	102.5	[]	[]	[8.693299, 11.127567]	[96, 138]	[]	[13207976, 13208018]
758_10613	chr11	44569192	44569592	+	1000	102.5	[]	[]	[6.7416005, 11.362798]	[56, 75]	[]	[44569344, 44569363]
758_10614	chr11	60841639	60842039	+	1000	102.5	[7.5565295, 7.5565295]	[136, 170]	[]	[]	[60841847, 60841881]	[]
758_10615	chr11	91905305	91905705	+	1000	102.5	[9.442706]	[61]	[6.780856]	[86]	[91905460]	[91905485]
758_10618	chr12	50625961	50626361	+	1000	102.5	[8.458068]	[138]	[14.245327]	[82]	[50626187]	[50626131]
758_1062	chr1	108505092	108505492	+	1000	331.0	[]	[]	[8.458068]	[60]	[]	[108505247]
758_10620	chr12	104578507	104578907	+	1000	102.5	[11.362798]	[122]	[]	[]	[104578724]	[]
758_10624	chr14	22685506	22685906	+	1000	102.5	[9.802997]	[152]	[]	[]	[22685742]	[]
758_10625	chr14	23441049	23441449	+	1000	102.5	[9.919872, 6.673559, 6.863072, 7.250373]	[71, 129, 146, 158]	[]	[]	[23441200, 23441258, 23441275, 23441287]	[]
758_10626	chr15	52568955	52569355	+	1000	102.5	[]	[]	[10.7555]	[104]	[]	[52569153]
758_10628	chr15	75651259	75651659	+	1000	102.5	[6.660896]	[113]	[9.373037]	[128]	[75651453]	[75651468]
758_10629	chr15	96392275	96392675	+	1000	102.5	[]	[]	[8.87635, 7.280349]	[78, 106]	[]	[96392453, 96392481]
758_1063	chr10	35399665	35400065	+	1000	331.0	[6.8439474]	[141]	[10.770176]	[111]	[35399890]	[35399860]
758_10630	chr16	27109175	27109575	+	1000	102.5	[6.8930507]	[142]	[]	[]	[27109404]	[]
758_10631	chr16	31404632	31405032	+	1000	102.5	[]	[]	[7.87297, 6.8930507, 7.87297, 8.693299]	[69, 85, 100, 113]	[]	[31404799, 31404815, 31404830, 31404843]
758_10632	chr16	88790333	88790733	+	1000	102.5	[]	[]	[7.037342, 8.734424, 6.780856]	[83, 121, 172]	[]	[88790488, 88790526, 88790577]
758_10633	chr16	89816929	89817329	+	1000	102.5	[7.5565295]	[120]	[]	[]	[89817119]	[]
758_10636	chr17	3667918	3668318	+	1000	102.5	[]	[]	[7.250373]	[102]	[]	[3668106]
758_10637	chr17	27294824	27295224	+	1000	102.5	[7.6377397, 11.575829]	[134, 155]	[]	[]	[27295023, 27295044]	[]
758_10639	chr17	33901081	33901481	+	1000	102.5	[7.2884393]	[125]	[]	[]	[33901290]	[]
758_1064	chr15	84961054	84961454	+	1000	331.0	[]	[]	[6.7035384]	[56]	[]	[84961206]
758_10640	chr17	50272724	50273124	+	1000	102.5	[9.957938]	[142]	[]	[]	[50272938]	[]
758_10642	chr19	17405304	17405704	+	1000	102.5	[]	[]	[6.9204674]	[125]	[]	[17405494]
758_10645	chr2	27032084	27032484	+	1000	102.5	[8.859356, 7.6377397]	[70, 93]	[]	[]	[27032254, 27032277]	[]
758_10647	chr2	144514358	144514758	+	1000	102.5	[6.780856]	[70]	[]	[]	[144514519]	[]
758_10648	chr20	38113487	38113887	+	1000	102.5	[9.802997]	[68]	[]	[]	[38113645]	[]
758_10649	chr21	34754925	34755325	+	1000	102.5	[7.6377397, 7.250373, 7.2884393, 10.7555, 6.9204674, 6.7416005, 7.2884393, 9.411099, 7.280349, 7.2884393]	[76, 88, 108, 115, 127, 134, 140, 147, 166, 172]	[]	[]	[34755077, 34755089, 34755109, 34755116, 34755128, 34755135, 34755141, 34755148, 34755167, 34755173]	[]
758_1065	chr3	45660069	45660469	+	1000	331.0	[7.6377397]	[128]	[8.693299]	[88]	[45660291]	[45660251]
758_10650	chr21	42893897	42894297	+	1000	102.5	[]	[]	[10.770176]	[93]	[]	[42894087]
758_10651	chr21	42992355	42992755	+	1000	102.5	[8.693299]	[69]	[]	[]	[42992508]	[]
758_10652	chr21	46320386	46320786	+	1000	102.5	[9.56255]	[78]	[7.250373]	[94]	[46320550]	[46320566]
758_10653	chr22	19478009	19478409	+	1000	102.5	[]	[]	[10.7555]	[81]	[]	[19478188]
758_10654	chr22	22122663	22123063	+	1000	102.5	[]	[]	[11.127567]	[120]	[]	[22122827]
758_10655	chr22	29152596	29152996	+	1000	102.5	[11.127567]	[179]	[7.3734775]	[167]	[29152832]	[29152820]
758_10656	chr3	32502015	32502415	+	1000	102.5	[11.127567]	[75]	[]	[]	[32502188]	[]
758_10657	chr3	47282563	47282963	+	1000	102.5	[10.256007]	[197]	[]	[]	[47282790]	[]
758_10658	chr3	49469382	49469782	+	1000	102.5	[]	[]	[6.743228]	[113]	[]	[49469569]
758_1066	chr6	31395793	31396193	+	1000	331.0	[]	[]	[6.8401775]	[109]	[]	[31395990]
758_10661	chr3	129820560	129820960	+	1000	102.5	[8.245038]	[113]	[]	[]	[129820761]	[]
758_10666	chr5	94111394	94111794	+	1000	102.5	[]	[]	[9.442706]	[72]	[]	[94111566]
758_10667	chr5	109743042	109743442	+	1000	102.5	[]	[]	[14.245327]	[87]	[]	[109743215]
758_10668	chr5	132424942	132425342	+	1000	102.5	[6.780856]	[105]	[7.5565295, 6.738754]	[80, 150]	[132425141]	[132425116, 132425186]
758_10669	chr5	140611973	140612373	+	1000	102.5	[10.7555]	[84]	[]	[]	[140612137]	[]
758_10670	chr5	169803593	169803993	+	1000	102.5	[8.056022]	[101]	[]	[]	[169803775]	[]
758_10671	chr5	172959133	172959533	+	1000	102.5	[7.3734775]	[114]	[]	[]	[172959311]	[]
758_10673	chr6	11810013	11810413	+	1000	102.5	[]	[]	[14.245327]	[227]	[]	[11810264]
758_1068	chr10	64508103	64508503	+	1000	330.5	[]	[]	[11.54585]	[160]	[]	[64508354]
758_10683	chr8	79853265	79853665	+	1000	102.5	[]	[]	[8.693299]	[139]	[]	[79853504]
758_10689	chr9	125200940	125201340	+	1000	102.5	[7.6377397, 7.2884393]	[117, 144]	[7.652416]	[71]	[125201150, 125201177]	[125201104]
758_10691	chrX	11351294	11351694	+	1000	102.5	[6.7416005]	[153]	[8.1006775]	[89]	[11351538]	[11351474]
758_10692	chrX	31871993	31872393	+	1000	102.5	[7.3734775]	[157]	[]	[]	[31872210]	[]
758_10693	chrX	49167319	49167719	+	1000	102.5	[8.693299]	[175]	[]	[]	[49167570]	[]
758_10694	chr1	9717451	9717851	+	1000	102.0	[8.87635]	[202]	[]	[]	[9717701]	[]
758_10695	chr1	17285915	17286315	+	1000	102.0	[]	[]	[7.250373]	[71]	[]	[17286083]
758_10698	chr1	33396537	33396937	+	1000	102.0	[]	[]	[8.245038]	[102]	[]	[33396735]
758_10699	chr1	34845436	34845836	+	1000	102.0	[6.863072]	[166]	[]	[]	[34845671]	[]
758_107	chr12	6639106	6639506	+	1000	639.0	[6.6800203]	[134]	[]	[]	[6639337]	[]
758_1070	chr19	29893719	29894119	+	1000	330.5	[]	[]	[6.780856, 6.780856]	[97, 125]	[]	[29893915, 29893943]
758_10701	chr1	53163386	53163786	+	1000	102.0	[]	[]	[6.5722647]	[134]	[]	[53163614]
758_10703	chr1	109112658	109113058	+	1000	102.0	[8.87635]	[81]	[]	[]	[109112816]	[]
758_10704	chr1	110413117	110413517	+	1000	102.0	[]	[]	[7.0754085]	[64]	[]	[110413279]
758_10705	chr1	116679714	116680114	+	1000	102.0	[7.25846]	[142]	[6.7416005, 8.458068]	[72, 84]	[116679955]	[116679885, 116679897]
758_10708	chr1	208221138	208221538	+	1000	102.0	[]	[]	[6.780856, 9.957938]	[61, 144]	[]	[208221293, 208221376]
758_10709	chr10	5462328	5462728	+	1000	102.0	[7.5565295]	[59]	[]	[]	[5462481]	[]
758_1071	chr2	156334617	156335017	+	1000	330.5	[6.7116218]	[122]	[6.7416005]	[92]	[156334839]	[156334809]
758_10711	chr10	78936419	78936819	+	1000	102.0	[11.575829]	[96]	[7.5565295]	[136]	[78936598]	[78936638]
758_10714	chr11	47257459	47257859	+	1000	102.0	[]	[]	[7.5565295]	[195]	[]	[47257692]
758_10715	chr11	108498515	108498915	+	1000	102.0	[]	[]	[6.743228, 7.87297, 7.6377397]	[133, 164, 169]	[]	[108498724, 108498755, 108498760]
758_10717	chr14	23059159	23059559	+	1000	102.0	[]	[]	[7.6377397]	[161]	[]	[23059376]
758_10719	chr16	53433978	53434378	+	1000	102.0	[7.250373]	[100]	[]	[]	[53434165]	[]
758_1072	chr9	128078985	128079385	+	1000	330.5	[6.780856]	[75]	[9.56255, 8.245038]	[147, 153]	[128079154]	[128079226, 128079232]
758_10720	chr17	11908622	11909022	+	1000	102.0	[6.7661796, 9.081597]	[108, 169]	[]	[]	[11908789, 11908850]	[]
758_10723	chr17	77451866	77452266	+	1000	102.0	[]	[]	[6.780856, 7.5565295]	[125, 155]	[]	[77452083, 77452113]
758_10725	chr18	47999766	48000166	+	1000	102.0	[]	[]	[8.458068]	[84]	[]	[47999946]
758_10726	chr18	70296367	70296767	+	1000	102.0	[]	[]	[11.575829]	[129]	[]	[70296594]
758_10727	chr19	14551241	14551641	+	1000	102.0	[7.652416]	[92]	[6.863072]	[119]	[14551423]	[14551450]
758_10728	chr19	44590483	44590883	+	1000	102.0	[]	[]	[6.6800203, 8.708212]	[125, 130]	[]	[44590683, 44590688]
758_10730	chr2	42141701	42142101	+	1000	102.0	[]	[]	[6.7416005]	[62]	[]	[42141858]
758_10732	chr2	167844864	167845264	+	1000	102.0	[]	[]	[6.873926]	[75]	[]	[167845020]
