#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_10608	chr1	51622484	51622884	+	1000	74.0	[]	[]	[8.891774]	[259]	[]	[51622715]
368_10609	chr1	112688946	112689346	+	1000	74.0	[]	[]	[8.779576]	[138]	[]	[112689135]
368_10611	chr1	168402466	168402866	+	1000	74.0	[8.891774]	[99]	[8.891774]	[98]	[168402641]	[168402640]
368_10614	chr1	248926720	248927120	+	921	74.0	[7.7957826]	[147]	[]	[]	[248926913]	[]
368_10616	chr10	103908274	103908674	+	1000	74.0	[8.891774, 8.320784]	[108, 202]	[]	[]	[103908428, 103908522]	[]
368_10617	chr11	124608023	124608423	+	960	74.0	[]	[]	[8.779576]	[256]	[]	[124608216]
368_10619	chr12	95181133	95181533	+	601	74.0	[7.549868]	[105]	[]	[]	[95181313]	[]
368_10623	chr15	57312297	57312697	+	1000	74.0	[]	[]	[8.320784]	[242]	[]	[57312543]
368_10628	chr17	22213125	22213525	+	1000	74.0	[8.891774]	[133]	[]	[]	[22213324]	[]
368_1063	chr7	104967100	104967500	+	1000	449.0	[]	[]	[8.320784, 8.891774]	[56, 131]	[]	[104967252, 104967327]
368_10631	chr17	48623661	48624061	+	1000	74.0	[8.069409]	[169]	[]	[]	[48623892]	[]
368_10633	chr17	62179428	62179828	+	1000	74.0	[]	[]	[8.228404]	[123]	[]	[62179583]
368_1064	chr12	1304290	1304690	+	1000	448.5	[8.527855]	[85]	[]	[]	[1304473]	[]
368_10647	chr20	36777086	36777486	+	1000	74.0	[8.320784]	[91]	[]	[]	[36777276]	[]
368_1065	chr2	173891254	173891654	+	1000	448.5	[]	[]	[8.779576]	[234]	[]	[173891494]
368_10658	chr5	14272522	14272922	+	1000	74.0	[]	[]	[8.527855]	[115]	[]	[14272708]
368_10665	chr6	14972351	14972751	+	1000	74.0	[]	[]	[8.069409]	[101]	[]	[14972524]
368_10667	chr7	1460671	1461071	+	1000	74.0	[8.891774]	[204]	[8.527855, 8.891774]	[167, 203]	[1460868]	[1460831, 1460867]
368_10669	chr7	42964268	42964668	+	1000	74.0	[]	[]	[8.320784]	[94]	[]	[42964430]
368_10674	chr8	143333796	143334196	+	1000	74.0	[]	[]	[8.891774]	[102]	[]	[143333966]
368_10676	chr9	121235541	121235941	+	1000	74.0	[8.320784]	[180]	[]	[]	[121235774]	[]
368_10678	chr1	152035117	152035517	+	1000	73.5	[8.228404]	[313]	[]	[]	[152035362]	[]
368_10685	chr11	68839932	68840332	+	1000	73.5	[8.891774]	[126]	[]	[]	[68840148]	[]
368_10688	chr12	6262603	6263003	+	1000	73.5	[]	[]	[8.891774]	[98]	[]	[6262789]
368_1069	chrX	152177055	152177455	+	1000	448.0	[]	[]	[8.182954]	[105]	[]	[152177228]
368_10695	chr15	87731716	87732116	+	1000	73.5	[]	[]	[8.069409]	[175]	[]	[87731951]
368_10698	chr17	40871332	40871732	+	1000	73.5	[]	[]	[8.891774]	[119]	[]	[40871524]
368_107	chr17	69047326	69047726	+	1000	736.5	[]	[]	[8.891774, 8.228404]	[70, 107]	[]	[69047495, 69047532]
368_10702	chr19	17305402	17305802	+	1000	73.5	[8.891774]	[144]	[]	[]	[17305602]	[]
368_10707	chr22	46241326	46241726	+	1000	73.5	[]	[]	[7.7957826]	[140]	[]	[46241556]
368_10712	chr6	4164038	4164438	+	997	73.5	[]	[]	[12.567606, 8.891774]	[149, 171]	[]	[4164242, 4164264]
368_10720	chr9	86636634	86637034	+	1000	73.5	[]	[]	[8.228404]	[161]	[]	[86636856]
368_10725	chrX	115259533	115259933	+	1000	73.5	[]	[]	[7.549868, 8.527855]	[71, 139]	[]	[115259692, 115259760]
368_10727	chr1	25272211	25272611	+	1000	73.0	[]	[]	[8.968127]	[138]	[]	[25272447]
368_10729	chr1	42873673	42874073	+	566	73.0	[8.001244]	[146]	[]	[]	[42873866]	[]
368_1073	chr1	203005329	203005729	+	1000	446.5	[8.320784]	[78]	[9.473919]	[87]	[203005504]	[203005513]
368_10732	chr11	76184728	76185128	+	1000	73.0	[8.001244]	[123]	[8.891774, 7.7957826]	[164, 167]	[76184898]	[76184939, 76184942]
368_10737	chr12	104480005	104480405	+	1000	73.0	[8.001244]	[77]	[]	[]	[104480162]	[]
368_1074	chr16	56289834	56290234	+	1000	446.5	[8.069409]	[153]	[]	[]	[56290045]	[]
368_10740	chr13	98478682	98479082	+	1000	73.0	[8.182954, 9.473919]	[135, 144]	[]	[]	[98478885, 98478894]	[]
368_10742	chr14	44914780	44915180	+	1000	73.0	[]	[]	[9.473919]	[129]	[]	[44914965]
368_10749	chr15	90213516	90213916	+	1000	73.0	[]	[]	[8.320784, 8.02331]	[158, 178]	[]	[90213707, 90213727]
368_1075	chr1	228290482	228290882	+	1000	446.0	[12.567606]	[144]	[]	[]	[228290717]	[]
368_10755	chr17	35801829	35802229	+	972	73.0	[]	[]	[8.320784]	[129]	[]	[35802005]
368_10757	chr17	75849331	75849731	+	1000	73.0	[8.182954]	[151]	[]	[]	[75849557]	[]
368_10758	chr18	2706920	2707320	+	1000	73.0	[8.320784]	[115]	[]	[]	[2707098]	[]
368_10761	chr19	7742500	7742900	+	698	73.0	[]	[]	[8.069409, 8.182954, 8.527855]	[89, 92, 99]	[]	[7742676, 7742679, 7742686]
368_10762	chr19	40702785	40703185	+	905	73.0	[8.090539]	[228]	[]	[]	[40703031]	[]
368_10763	chr19	44911117	44911517	+	1000	73.0	[8.891774, 8.001244, 8.069409]	[103, 112, 140]	[]	[]	[44911282, 44911291, 44911319]	[]
368_10765	chr20	34004219	34004619	+	1000	73.0	[]	[]	[8.779576]	[125]	[]	[34004443]
368_10766	chr20	36421607	36422007	+	1000	73.0	[]	[]	[8.968127]	[73]	[]	[36421766]
368_1077	chr14	30822017	30822417	+	1000	446.0	[8.228404]	[82]	[8.320784]	[145]	[30822171]	[30822234]
368_10772	chr4	76803397	76803797	+	1000	73.0	[8.320784, 8.891774]	[104, 179]	[]	[]	[76803563, 76803638]	[]
368_10773	chr4	94407118	94407518	+	1000	73.0	[8.891774]	[84]	[8.891774]	[83]	[94407270]	[94407269]
368_10775	chr4	173208370	173208770	+	1000	73.0	[8.968127]	[133]	[]	[]	[173208541]	[]
368_10777	chr5	74584508	74584908	+	1000	73.0	[]	[]	[8.891774]	[134]	[]	[74584694]
368_10779	chr6	781451	781851	+	1000	73.0	[]	[]	[8.779576]	[173]	[]	[781693]
368_1078	chr1	156958332	156958732	+	1000	445.5	[12.567606]	[144]	[]	[]	[156958568]	[]
368_10782	chr6	104671394	104671794	+	1000	73.0	[]	[]	[8.891774, 8.891774]	[183, 199]	[]	[104671620, 104671636]
368_10783	chr6	159973954	159974354	+	1000	73.0	[8.779576]	[119]	[]	[]	[159974146]	[]
368_10785	chr7	12351858	12352258	+	1000	73.0	[8.090539]	[99]	[]	[]	[12352042]	[]
368_10787	chr7	129852952	129853352	+	1000	73.0	[8.320784]	[148]	[]	[]	[129853178]	[]
368_10788	chr7	138164750	138165150	+	1000	73.0	[8.779576]	[93]	[]	[]	[138164928]	[]
368_10789	chr7	150955876	150956276	+	1000	73.0	[9.473919]	[193]	[]	[]	[150956107]	[]
368_10792	chr1	23685244	23685644	+	1000	72.5	[]	[]	[8.968127]	[150]	[]	[23685458]
368_10796	chr1	44676580	44676980	+	1000	72.5	[]	[]	[8.001244]	[220]	[]	[44676736]
368_10797	chr1	193568440	193568840	+	786	72.5	[8.527855]	[127]	[]	[]	[193568647]	[]
368_10798	chr1	228514305	228514705	+	1000	72.5	[]	[]	[8.779576]	[82]	[]	[228514473]
368_10799	chr1	236509884	236510284	+	1000	72.5	[]	[]	[8.779576]	[140]	[]	[236510045]
368_108	chr3	196988514	196988914	+	1000	736.5	[8.069409]	[84]	[8.494345]	[107]	[196988697]	[196988720]
368_10808	chr15	40379390	40379790	+	1000	72.5	[8.779576]	[117]	[]	[]	[40379605]	[]
368_1081	chr18	77321925	77322325	+	1000	445.5	[8.02331]	[98]	[]	[]	[77322120]	[]
368_10813	chr17	7627037	7627437	+	1000	72.5	[8.001244]	[78]	[]	[]	[7627212]	[]
368_10819	chr2	68565831	68566231	+	1000	72.5	[8.320784]	[86]	[]	[]	[68565984]	[]
368_1082	chr19	14006939	14007339	+	1000	445.5	[]	[]	[9.473919]	[113]	[]	[14007137]
368_10823	chr21	43973125	43973525	+	1000	72.5	[]	[]	[8.891774, 7.7957826]	[130, 133]	[]	[43973347, 43973350]
368_10824	chr22	19940836	19941236	+	1000	72.5	[8.228404]	[279]	[]	[]	[19941066]	[]
368_10828	chr3	71370513	71370913	+	901	72.5	[8.320784]	[184]	[]	[]	[71370739]	[]
368_10830	chr3	128830703	128831103	+	1000	72.5	[]	[]	[7.7957826]	[111]	[]	[128830911]
368_10835	chr4	68344064	68344464	+	971	72.5	[8.001244, 8.228404]	[172, 181]	[]	[]	[68344293, 68344302]	[]
368_10836	chr4	103076757	103077157	+	934	72.5	[8.891774, 12.567606]	[143, 232]	[]	[]	[103076916, 103077005]	[]
368_10838	chr4	174192924	174193324	+	621	72.5	[]	[]	[8.805163]	[73]	[]	[174193078]
368_10839	chr5	87184505	87184905	+	1000	72.5	[8.182954]	[134]	[]	[]	[87184733]	[]
368_1084	chr5	56310805	56311205	+	1000	445.5	[8.891774]	[94]	[]	[]	[56310995]	[]
368_10842	chr6	34052935	34053335	+	1000	72.5	[]	[]	[8.891774]	[140]	[]	[34053173]
368_10846	chr7	117045897	117046297	+	1000	72.5	[]	[]	[8.001244]	[95]	[]	[117046057]
368_10855	chr1	146409930	146410330	+	887	72.0	[8.182954]	[163]	[]	[]	[146410153]	[]
368_10857	chr1	165773416	165773816	+	781	72.0	[]	[]	[8.779576]	[149]	[]	[165773659]
368_10858	chr10	3835631	3836031	+	1000	72.0	[]	[]	[8.069409]	[249]	[]	[3835852]
368_10859	chr10	21751240	21751640	+	1000	72.0	[8.320784]	[103]	[9.473919]	[112]	[21751435]	[21751444]
368_10861	chr10	96677450	96677850	+	1000	72.0	[8.805163]	[159]	[]	[]	[96677679]	[]
368_10862	chr10	133278493	133278893	+	1000	72.0	[7.549868]	[87]	[]	[]	[133278665]	[]
368_1087	chr1	25279724	25280124	+	1000	444.5	[]	[]	[8.891774]	[155]	[]	[25279902]
368_10871	chr15	92400885	92401285	+	1000	72.0	[]	[]	[8.891774]	[66]	[]	[92401043]
368_10874	chr19	5585863	5586263	+	808	72.0	[]	[]	[8.968127, 12.567606]	[106, 151]	[]	[5586064, 5586109]
368_10878	chr2	43810426	43810826	+	1000	72.0	[8.001244]	[162]	[]	[]	[43810659]	[]
368_10880	chr2	216619384	216619784	+	988	72.0	[8.320784]	[130]	[]	[]	[216619595]	[]
368_10882	chr22	25741845	25742245	+	1000	72.0	[8.891774]	[156]	[]	[]	[25742086]	[]
368_10887	chr3	155014962	155015362	+	725	72.0	[]	[]	[8.090539]	[168]	[]	[155015207]
368_10888	chr3	182715035	182715435	+	718	72.0	[]	[]	[8.779576]	[143]	[]	[182715251]
368_1089	chr11	6563264	6563664	+	1000	444.5	[]	[]	[12.567606]	[54]	[]	[6563417]
368_10894	chr4	186798931	186799331	+	984	72.0	[8.090539]	[191]	[]	[]	[186799135]	[]
368_10895	chr5	179622580	179622980	+	970	72.0	[]	[]	[7.7957826]	[98]	[]	[179622743]
368_10896	chr6	13273142	13273542	+	883	72.0	[]	[]	[8.891774]	[118]	[]	[13273336]
368_10897	chr6	17870596	17870996	+	681	72.0	[]	[]	[8.891774]	[89]	[]	[17870763]
368_10899	chr6	42702112	42702512	+	995	72.0	[]	[]	[8.182954]	[117]	[]	[42702307]
368_109	chr6	37460197	37460597	+	1000	735.5	[]	[]	[8.001244, 8.891774]	[116, 147]	[]	[37460412, 37460443]
368_1090	chr12	122097894	122098294	+	1000	444.5	[8.891774]	[86]	[]	[]	[122098072]	[]
368_10901	chr6	125954866	125955266	+	1000	72.0	[8.891774]	[122]	[8.891774]	[121]	[125955043]	[125955042]
368_10904	chr7	75937887	75938287	+	1000	72.0	[9.473919, 8.891774]	[103, 155]	[8.891774]	[154]	[75938079, 75938131]	[75938130]
368_10906	chr7	130025993	130026393	+	1000	72.0	[8.527855]	[119]	[]	[]	[130026155]	[]
368_1091	chr15	39897323	39897723	+	1000	444.5	[]	[]	[8.891774]	[123]	[]	[39897544]
368_10910	chr9	111892019	111892419	+	1000	72.0	[]	[]	[8.891774, 8.891774]	[230, 248]	[]	[111892243, 111892261]
368_10911	chr9	123823552	123823952	+	1000	72.0	[]	[]	[12.567606]	[88]	[]	[123823730]
368_10916	chr1	32120772	32121172	+	577	71.5	[8.069409]	[124]	[8.090539]	[160]	[32120984]	[32121020]
368_10919	chr1	59295577	59295977	+	1000	71.5	[8.779576]	[99]	[]	[]	[59295762]	[]
368_10922	chr1	150999204	150999604	+	1000	71.5	[8.891774]	[172]	[8.891774]	[171]	[150999434]	[150999433]
368_10924	chr10	17115743	17116143	+	744	71.5	[7.549868]	[198]	[]	[]	[17115972]	[]
368_10927	chr10	102455781	102456181	+	1000	71.5	[]	[]	[8.001244]	[108]	[]	[102455934]
368_10931	chr13	51957493	51957893	+	1000	71.5	[]	[]	[7.7957826, 12.567606]	[115, 158]	[]	[51957698, 51957741]
368_10932	chr13	99686134	99686534	+	1000	71.5	[8.494345, 7.7957826, 8.182954]	[114, 130, 139]	[8.069409]	[84]	[99686329, 99686345, 99686354]	[99686299]
368_10934	chr15	31364315	31364715	+	1000	71.5	[]	[]	[8.090539]	[166]	[]	[31364564]
368_10935	chr15	58113272	58113672	+	669	71.5	[]	[]	[8.779576]	[70]	[]	[58113423]
368_10937	chr15	92745943	92746343	+	1000	71.5	[]	[]	[8.779576]	[140]	[]	[92746137]
368_10943	chr17	55436212	55436612	+	1000	71.5	[8.320784]	[59]	[]	[]	[55436368]	[]
368_10944	chr17	60406439	60406839	+	785	71.5	[8.182954, 8.069409]	[72, 94]	[]	[]	[60406601, 60406623]	[]
368_10946	chr18	8865918	8866318	+	978	71.5	[7.7957826]	[103]	[]	[]	[8866074]	[]
368_1095	chr17	20010141	20010541	+	1000	444.0	[7.7957826]	[92]	[]	[]	[20010328]	[]
368_10955	chr2	216789076	216789476	+	1000	71.5	[]	[]	[8.779576]	[207]	[]	[216789319]
368_10956	chr2	224546164	224546564	+	839	71.5	[8.779576]	[143]	[]	[]	[224546386]	[]
368_10957	chr20	3652232	3652632	+	1000	71.5	[]	[]	[8.320784, 8.779576, 8.891774]	[97, 119, 125]	[]	[3652419, 3652441, 3652447]
368_10958	chr22	22586551	22586951	+	1000	71.5	[]	[]	[8.320784]	[219]	[]	[22586756]
368_10959	chr22	23173832	23174232	+	1000	71.5	[12.567606]	[115]	[8.779576]	[65]	[23174034]	[23173984]
368_1096	chr5	150481973	150482373	+	1000	443.5	[8.001244]	[145]	[]	[]	[150482193]	[]
368_10960	chr22	29096923	29097323	+	883	71.5	[8.069409]	[135]	[]	[]	[29097154]	[]
368_10964	chr4	3167981	3168381	+	857	71.5	[]	[]	[8.891774]	[125]	[]	[3168172]
368_10977	chr8	144694466	144694866	+	1000	71.5	[12.567606]	[147]	[7.7957826]	[171]	[144694642]	[144694666]
368_10978	chr9	107161319	107161719	+	1000	71.5	[]	[]	[8.001244]	[116]	[]	[107161480]
368_10982	chr1	58896546	58896946	+	1000	71.0	[8.090539, 8.090539]	[130, 147]	[]	[]	[58896742, 58896759]	[]
368_10984	chr1	118185548	118185948	+	1000	71.0	[]	[]	[8.527855]	[120]	[]	[118185747]
368_10985	chr1	174999153	174999553	+	1000	71.0	[8.182954]	[280]	[]	[]	[174999389]	[]
368_10988	chr10	46441894	46442294	+	802	71.0	[8.527855]	[119]	[8.069409]	[126]	[46442113]	[46442120]
368_1099	chr1	23777833	23778233	+	1000	442.5	[]	[]	[8.090539]	[115]	[]	[23778027]
368_10992	chr11	65477314	65477714	+	1000	71.0	[8.228404, 8.968127]	[237, 253]	[8.228404, 8.968127]	[207, 244]	[65477542, 65477558]	[65477512, 65477549]
368_10993	chr11	68634613	68635013	+	1000	71.0	[8.090539]	[113]	[]	[]	[68634806]	[]
368_11	chr22	19419630	19420030	+	1000	856.5	[]	[]	[12.567606]	[221]	[]	[19419855]
368_1100	chr11	12989484	12989884	+	1000	442.5	[8.182954]	[88]	[]	[]	[12989646]	[]
368_11000	chr14	55963350	55963750	+	873	71.0	[8.001244]	[106]	[]	[]	[55963555]	[]
368_11001	chr16	1944236	1944636	+	804	71.0	[8.968127]	[224]	[]	[]	[1944469]	[]
368_11004	chr19	55270346	55270746	+	1000	71.0	[8.968127]	[129]	[8.228404, 7.549868]	[106, 183]	[55270537]	[55270514, 55270591]
368_1101	chr7	72805672	72806072	+	1000	442.5	[]	[]	[8.320784]	[126]	[]	[72805892]
368_11014	chr22	23178278	23178678	+	790	71.0	[8.090539]	[240]	[]	[]	[23178524]	[]
368_11020	chr5	42586629	42587029	+	1000	71.0	[]	[]	[8.805163]	[131]	[]	[42586857]
368_11023	chr5	142508636	142509036	+	830	71.0	[8.069409]	[110]	[]	[]	[142508845]	[]
368_11026	chr6	4864972	4865372	+	1000	71.0	[12.567606, 12.567606, 12.567606]	[141, 170, 199]	[]	[]	[4865125, 4865154, 4865183]	[]
368_11028	chr6	30047198	30047598	+	975	71.0	[8.182954]	[155]	[]	[]	[30047445]	[]
368_1103	chr10	14181182	14181582	+	1000	441.0	[8.891774]	[81]	[]	[]	[14181353]	[]
368_11030	chr6	88964480	88964880	+	1000	71.0	[8.001244]	[171]	[]	[]	[88964710]	[]
368_11031	chr6	105035250	105035650	+	823	71.0	[]	[]	[8.069409]	[174]	[]	[105035484]
368_11034	chr6	161226274	161226674	+	1000	71.0	[]	[]	[8.228404]	[70]	[]	[161226436]
368_11035	chr7	23347038	23347438	+	778	71.0	[8.182954]	[165]	[]	[]	[23347205]	[]
368_11036	chr7	84837339	84837739	+	1000	71.0	[7.7957826]	[82]	[]	[]	[84837503]	[]
368_1104	chr2	157899111	157899511	+	1000	441.0	[8.891774]	[230]	[8.891774]	[229]	[157899349]	[157899348]
368_11046	chrX	150941594	150941994	+	954	71.0	[]	[]	[8.182954]	[124]	[]	[150941776]
368_11047	chr1	61873482	61873882	+	906	70.5	[]	[]	[8.069409]	[84]	[]	[61873665]
368_11061	chr13	30654439	30654839	+	999	70.5	[8.090539]	[146]	[8.527855, 8.02331]	[107, 113]	[30654679]	[30654640, 30654646]
368_11064	chr14	23441003	23441403	+	753	70.5	[]	[]	[12.567606]	[66]	[]	[23441159]
368_11067	chr15	22942805	22943205	+	1000	70.5	[]	[]	[12.567606]	[126]	[]	[22943019]
368_1107	chr1	92957018	92957418	+	1000	440.5	[]	[]	[12.567606]	[126]	[]	[92957229]
368_11072	chr17	47213503	47213903	+	633	70.5	[]	[]	[8.182954]	[139]	[]	[47213689]
368_11075	chr19	35906949	35907349	+	1000	70.5	[]	[]	[8.069409]	[138]	[]	[35907178]
368_11076	chr2	6835426	6835826	+	1000	70.5	[]	[]	[8.320784]	[138]	[]	[6835636]
368_11077	chr2	47695348	47695748	+	886	70.5	[8.779576]	[81]	[]	[]	[47695504]	[]
368_11081	chr2	235680713	235681113	+	833	70.5	[8.891774]	[134]	[]	[]	[235680923]	[]
368_11085	chr21	34865180	34865580	+	1000	70.5	[8.069409]	[126]	[]	[]	[34865387]	[]
368_11087	chr22	20469237	20469637	+	1000	70.5	[]	[]	[12.567606, 8.891774]	[95, 158]	[]	[20469396, 20469459]
368_11092	chr4	153954664	153955064	+	1000	70.5	[]	[]	[8.001244]	[89]	[]	[153954849]
368_11093	chr4	173160966	173161366	+	714	70.5	[]	[]	[7.7957826]	[199]	[]	[173161206]
368_11099	chr5	180085157	180085557	+	1000	70.5	[8.02331]	[85]	[]	[]	[180085317]	[]
368_111	chr1	231160115	231160515	+	1000	734.5	[]	[]	[8.001244]	[135]	[]	[231160340]
368_11100	chr6	30687330	30687730	+	1000	70.5	[8.891774]	[163]	[8.320784, 8.891774]	[75, 162]	[30687572]	[30687484, 30687571]
368_11105	chr6	134029912	134030312	+	882	70.5	[]	[]	[8.069409]	[240]	[]	[134030140]
368_11111	chr8	11942099	11942499	+	999	70.5	[8.494345]	[211]	[7.549868]	[194]	[11942319]	[11942302]
368_11113	chr8	143271091	143271491	+	810	70.5	[]	[]	[8.069409]	[72]	[]	[143271257]
368_11121	chr1	56516421	56516821	+	1000	70.0	[8.001244]	[83]	[]	[]	[56516595]	[]
368_11127	chr10	101367573	101367973	+	1000	70.0	[]	[]	[8.182954]	[126]	[]	[101367773]
368_11129	chr11	15969298	15969698	+	1000	70.0	[8.891774]	[247]	[]	[]	[15969525]	[]
368_1113	chr5	126514821	126515221	+	1000	439.0	[7.7957826]	[98]	[8.069409, 8.779576]	[64, 145]	[126515014]	[126514980, 126515061]
368_11131	chr11	86484252	86484652	+	1000	70.0	[8.001244]	[95]	[]	[]	[86484410]	[]
368_11132	chr12	65205042	65205442	+	729	70.0	[8.182954]	[101]	[]	[]	[65205205]	[]
368_11134	chr13	32468759	32469159	+	1000	70.0	[]	[]	[8.891774, 8.069409]	[96, 115]	[]	[32468922, 32468941]
368_11140	chr15	64205123	64205523	+	1000	70.0	[]	[]	[8.320784]	[128]	[]	[64205345]
368_11142	chr15	90895695	90896095	+	1000	70.0	[]	[]	[8.891774]	[127]	[]	[90895899]
368_11144	chr16	58243708	58244108	+	973	70.0	[]	[]	[8.069409]	[87]	[]	[58243868]
368_11151	chr18	9320992	9321392	+	963	70.0	[8.891774]	[80]	[8.891774]	[79]	[9321167]	[9321166]
368_11155	chr2	26442674	26443074	+	1000	70.0	[9.473919, 8.320784]	[116, 147]	[]	[]	[26442871, 26442902]	[]
368_11156	chr2	70243910	70244310	+	1000	70.0	[7.549868]	[309]	[]	[]	[70244130]	[]
368_11157	chr2	134160594	134160994	+	945	70.0	[8.001244]	[196]	[]	[]	[134160784]	[]
368_11161	chr20	47201324	47201724	+	1000	70.0	[]	[]	[8.320784]	[127]	[]	[47201530]
368_11162	chr21	19850171	19850571	+	993	70.0	[]	[]	[8.779576]	[130]	[]	[19850374]
368_11164	chr22	27633011	27633411	+	955	70.0	[12.567606]	[107]	[]	[]	[27633217]	[]
368_11169	chr3	129599561	129599961	+	983	70.0	[]	[]	[8.001244]	[67]	[]	[129599714]
368_1117	chr3	141805171	141805571	+	1000	438.5	[]	[]	[8.320784]	[110]	[]	[141805371]
368_11172	chr4	2843164	2843564	+	1000	70.0	[8.968127]	[136]	[7.7957826]	[112]	[2843341]	[2843317]
368_11175	chr6	511763	512163	+	850	70.0	[]	[]	[8.001244]	[103]	[]	[511940]
368_11176	chr6	146815812	146816212	+	853	70.0	[]	[]	[9.473919]	[78]	[]	[146815989]
368_11185	chrX	71229811	71230211	+	1000	70.0	[]	[]	[8.320784]	[98]	[]	[71230003]
368_11188	chr1	33055225	33055625	+	1000	69.5	[8.891774]	[119]	[]	[]	[33055436]	[]
368_1119	chr5	173855579	173855979	+	1000	438.5	[]	[]	[8.891774]	[143]	[]	[173855815]
368_11193	chr10	60350447	60350847	+	1000	69.5	[]	[]	[8.891774]	[100]	[]	[60350638]
368_11202	chr11	119172566	119172966	+	604	69.5	[8.320784]	[74]	[]	[]	[119172730]	[]
368_11204	chr12	93341362	93341762	+	1000	69.5	[]	[]	[8.001244]	[72]	[]	[93341528]
368_11205	chr12	123860360	123860760	+	1000	69.5	[]	[]	[8.891774]	[128]	[]	[123860575]
368_11212	chr16	53094254	53094654	+	909	69.5	[]	[]	[8.320784]	[135]	[]	[53094475]
368_11213	chr16	79863837	79864237	+	1000	69.5	[8.001244]	[186]	[]	[]	[79863999]	[]
368_11217	chr17	17913923	17914323	+	1000	69.5	[8.228404]	[89]	[8.320784]	[106]	[17914105]	[17914122]
368_11221	chr1_KI270711v1_random	8069	8469	+	615	69.5	[]	[]	[8.320784]	[71]	[]	[8234]
368_11226	chr22	21056515	21056915	+	959	69.5	[8.320784, 8.182954]	[188, 222]	[]	[]	[21056710, 21056744]	[]
368_11233	chr5	77748106	77748506	+	904	69.5	[8.527855]	[169]	[]	[]	[77748332]	[]
368_11235	chr6	658268	658668	+	1000	69.5	[7.7957826]	[83]	[]	[]	[658419]	[]
368_11236	chr6	5541976	5542376	+	669	69.5	[8.228404, 8.182954]	[130, 172]	[7.549868]	[194]	[5542158, 5542200]	[5542222]
368_11237	chr6	7561221	7561621	+	890	69.5	[8.228404]	[94]	[]	[]	[7561409]	[]
368_11240	chr6	43714520	43714920	+	883	69.5	[8.182954]	[181]	[8.891774]	[142]	[43714752]	[43714713]
368_11241	chr6	51121760	51122160	+	1000	69.5	[]	[]	[8.891774]	[76]	[]	[51121915]
368_11244	chr6	136501537	136501937	+	1000	69.5	[8.090539]	[137]	[]	[]	[136501774]	[]
368_11245	chr6	154504122	154504522	+	1000	69.5	[]	[]	[8.779576]	[133]	[]	[154504328]
368_11248	chr7	99224418	99224818	+	1000	69.5	[12.567606, 8.001244, 8.968127, 9.473919]	[174, 199, 208, 212]	[]	[]	[99224631, 99224656, 99224665, 99224669]	[]
368_11249	chr7	130234111	130234511	+	949	69.5	[]	[]	[8.320784, 8.320784]	[138, 155]	[]	[130234340, 130234357]
368_11253	chr8	104582880	104583280	+	949	69.5	[8.320784]	[142]	[]	[]	[104583089]	[]
368_11254	chr9	127129356	127129756	+	917	69.5	[]	[]	[8.891774]	[106]	[]	[127129547]
368_11259	chr1	185317446	185317846	+	888	69.0	[8.779576]	[129]	[]	[]	[185317628]	[]
368_11267	chr11	13110912	13111312	+	1000	69.0	[]	[]	[8.891774]	[100]	[]	[13111090]
368_11268	chr11	19243129	19243529	+	973	69.0	[]	[]	[8.001244]	[133]	[]	[19243327]
368_11269	chr11	65355519	65355919	+	975	69.0	[8.069409]	[103]	[]	[]	[65355722]	[]
368_11270	chr11	130042316	130042716	+	1000	69.0	[8.182954, 12.567606, 8.069409]	[112, 140, 146]	[]	[]	[130042492, 130042520, 130042526]	[]
368_11276	chr15	35580593	35580993	+	641	69.0	[]	[]	[8.001244]	[129]	[]	[35580799]
368_11278	chr16	20904459	20904859	+	978	69.0	[]	[]	[8.090539]	[89]	[]	[20904614]
368_11279	chr16	70436977	70437377	+	1000	69.0	[8.228404]	[183]	[]	[]	[70437205]	[]
368_1128	chr2	58688828	58689228	+	1000	437.0	[8.320784]	[106]	[]	[]	[58689033]	[]
368_11282	chr17	47275242	47275642	+	1000	69.0	[]	[]	[12.567606]	[158]	[]	[47275473]
368_11283	chr17	57375782	57376182	+	1000	69.0	[8.891774]	[93]	[8.891774]	[92]	[57375970]	[57375969]
368_11285	chr18	58087992	58088392	+	947	69.0	[]	[]	[8.891774]	[76]	[]	[58088146]
368_11287	chr19	5093375	5093775	+	1000	69.0	[]	[]	[8.001244]	[138]	[]	[5093610]
368_11288	chr19	7801186	7801586	+	840	69.0	[]	[]	[8.891774, 7.7957826]	[141, 144]	[]	[7801365, 7801368]
368_11289	chr19	10862708	10863108	+	1000	69.0	[]	[]	[12.567606]	[95]	[]	[10862895]
368_1129	chr20	43690897	43691297	+	1000	437.0	[]	[]	[8.182954]	[114]	[]	[43691103]
368_11291	chr2	58561272	58561672	+	998	69.0	[8.891774]	[115]	[]	[]	[58561454]	[]
368_11292	chr2	70975269	70975669	+	568	69.0	[8.891774]	[104]	[]	[]	[70975455]	[]
368_11297	chr2	215388358	215388758	+	1000	69.0	[8.779576]	[80]	[]	[]	[215388532]	[]
368_11298	chr2	237723647	237724047	+	1000	69.0	[7.7957826]	[119]	[8.891774]	[147]	[237723844]	[237723872]
