#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID1B_idr.fa ARID1B --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
892_10448	chr17	75018404	75018804	+	1000	198.5	[]	[]	[9.257497]	[145]	[]	[75018646]
892_1045	chrX	11375579	11375979	+	1000	898.0	[]	[]	[9.257497]	[88]	[]	[11375764]
892_10450	chr18	35137630	35138030	+	1000	198.5	[9.257497]	[102]	[]	[]	[35137819]	[]
892_10452	chr19	48553742	48554142	+	1000	198.5	[9.257497]	[196]	[9.257497]	[115]	[48553978]	[48553897]
892_10454	chr2	47359236	47359636	+	1000	198.5	[9.257497]	[87]	[]	[]	[47359396]	[]
892_10456	chr2	73368763	73369163	+	1000	198.5	[]	[]	[9.257497]	[119]	[]	[73368979]
892_10458	chr22	35216025	35216425	+	1000	198.5	[9.257497]	[89]	[9.257497]	[137]	[35216177]	[35216225]
892_10460	chr5	96930039	96930439	+	1000	198.5	[]	[]	[9.257497]	[120]	[]	[96930220]
892_10464	chr6	84050440	84050840	+	1000	198.5	[9.257497]	[71]	[]	[]	[84050594]	[]
892_10465	chr6	98975326	98975726	+	1000	198.5	[]	[]	[9.257497]	[124]	[]	[98975545]
892_10466	chr6	107510107	107510507	+	1000	198.5	[]	[]	[9.257497]	[132]	[]	[107510309]
892_1047	chr1	65538732	65539132	+	1000	896.0	[9.257497, 9.257497]	[72, 97]	[]	[]	[65538894, 65538919]	[]
892_10470	chr7	107165353	107165753	+	1000	198.5	[9.257497]	[228]	[]	[]	[107165577]	[]
892_10472	chr8	42720492	42720892	+	1000	198.5	[9.257497]	[108]	[]	[]	[42720693]	[]
892_10473	chr8	144473470	144473870	+	1000	198.5	[9.257497, 9.257497]	[73, 89]	[]	[]	[144473628, 144473644]	[]
892_10474	chr9	95307478	95307878	+	1000	198.5	[]	[]	[9.257497]	[70]	[]	[95307645]
892_10475	chrX	41607461	41607861	+	1000	198.5	[9.257497]	[92]	[9.257497]	[178]	[41607620]	[41607706]
892_10478	chr1	23539838	23540238	+	1000	198.0	[9.257497]	[134]	[]	[]	[23540037]	[]
892_10480	chr1	44632682	44633082	+	1000	198.0	[9.257497]	[102]	[]	[]	[44632869]	[]
892_10482	chr1	110336468	110336868	+	1000	198.0	[9.257497]	[87]	[]	[]	[110336650]	[]
892_10483	chr1	162351444	162351844	+	1000	198.0	[9.257497, 9.257497]	[92, 155]	[9.257497]	[137]	[162351623, 162351686]	[162351668]
892_10485	chr10	78043460	78043860	+	1000	198.0	[]	[]	[9.257497]	[130]	[]	[78043621]
892_10486	chr11	72122678	72123078	+	1000	198.0	[9.257497]	[113]	[]	[]	[72122867]	[]
892_1049	chr11	61287373	61287773	+	1000	896.0	[]	[]	[9.257497]	[117]	[]	[61287584]
892_10493	chr15	66931693	66932093	+	1000	198.0	[]	[]	[9.257497, 9.257497]	[119, 184]	[]	[66931870, 66931935]
892_10495	chr19	11914381	11914781	+	1000	198.0	[9.257497]	[139]	[9.257497]	[101]	[11914609]	[11914571]
892_10497	chr2	144350514	144350914	+	1000	198.0	[]	[]	[9.257497]	[196]	[]	[144350762]
892_10498	chr21	14491352	14491752	+	1000	198.0	[9.257497]	[119]	[]	[]	[14491557]	[]
892_105	chr1	202553648	202554048	+	1000	1614.0	[9.257497]	[168]	[]	[]	[202553894]	[]
892_1050	chr19	47244029	47244429	+	1000	895.5	[9.257497]	[105]	[]	[]	[47244222]	[]
892_10501	chr3	33229075	33229475	+	1000	198.0	[9.257497]	[102]	[]	[]	[33229251]	[]
892_10503	chr4	38094300	38094700	+	1000	198.0	[]	[]	[9.257497]	[137]	[]	[38094531]
892_10505	chr6	42467660	42468060	+	1000	198.0	[9.257497, 9.257497]	[103, 150]	[]	[]	[42467834, 42467881]	[]
892_10506	chr6	147160012	147160412	+	1000	198.0	[9.257497]	[173]	[]	[]	[147160249]	[]
892_10508	chr8	30934043	30934443	+	1000	198.0	[]	[]	[9.257497]	[135]	[]	[30934253]
892_10509	chr8	100238215	100238615	+	1000	198.0	[9.257497]	[84]	[]	[]	[100238396]	[]
892_1051	chr4	10326093	10326493	+	1000	894.5	[9.257497]	[57]	[9.257497, 9.257497]	[133, 147]	[10326244]	[10326320, 10326334]
892_10510	chr9	4699989	4700389	+	1000	198.0	[]	[]	[9.257497]	[99]	[]	[4700176]
892_10512	chrX	39753302	39753702	+	1000	198.0	[]	[]	[9.257497]	[164]	[]	[39753540]
892_10513	chrX	114041512	114041912	+	1000	198.0	[9.257497]	[207]	[]	[]	[114041730]	[]
892_10517	chr1	40184188	40184588	+	1000	197.5	[]	[]	[9.257497]	[106]	[]	[40184389]
892_10519	chr1	167373307	167373707	+	1000	197.5	[]	[]	[9.257497]	[119]	[]	[167373512]
892_1052	chr10	98910019	98910419	+	1000	894.0	[]	[]	[9.257497, 9.257497]	[126, 157]	[]	[98910236, 98910267]
892_10520	chr10	32059474	32059874	+	1000	197.5	[9.257497]	[100]	[]	[]	[32059663]	[]
892_10521	chr10	32950716	32951116	+	1000	197.5	[9.257497]	[180]	[9.257497]	[118]	[32950952]	[32950890]
892_10522	chr10	72291115	72291515	+	1000	197.5	[]	[]	[9.257497]	[251]	[]	[72291364]
892_10524	chr12	119672188	119672588	+	1000	197.5	[9.257497]	[156]	[9.257497]	[90]	[119672418]	[119672352]
892_10525	chr18	57846245	57846645	+	1000	197.5	[]	[]	[9.257497]	[146]	[]	[57846463]
892_10526	chr19	14027861	14028261	+	1000	197.5	[9.257497]	[69]	[9.257497]	[140]	[14028013]	[14028084]
892_10527	chr19	46750330	46750730	+	1000	197.5	[9.257497]	[82]	[]	[]	[46750506]	[]
892_10528	chr2	223488855	223489255	+	1000	197.5	[9.257497]	[64]	[]	[]	[223489008]	[]
892_10529	chr20	50386430	50386830	+	1000	197.5	[9.257497]	[78]	[9.257497]	[158]	[50386594]	[50386674]
892_1053	chr6	20575144	20575544	+	1000	894.0	[9.257497]	[84]	[]	[]	[20575328]	[]
892_10532	chr22	31764784	31765184	+	1000	197.5	[9.257497, 9.257497]	[90, 170]	[]	[]	[31764944, 31765024]	[]
892_10533	chr22	39967465	39967865	+	1000	197.5	[9.257497]	[103]	[9.257497]	[143]	[39967659]	[39967699]
892_10537	chr6	13484155	13484555	+	1000	197.5	[]	[]	[9.257497]	[131]	[]	[13484369]
892_10538	chr6	13919855	13920255	+	1000	197.5	[9.257497]	[79]	[9.257497]	[156]	[13920010]	[13920087]
892_10539	chr6	119498036	119498436	+	1000	197.5	[9.257497]	[91]	[]	[]	[119498222]	[]
892_1054	chr19	21458060	21458460	+	1000	893.5	[9.257497]	[126]	[9.257497, 9.257497]	[51, 119]	[21458286]	[21458211, 21458279]
892_10542	chr8	72095747	72096147	+	1000	197.5	[]	[]	[9.257497, 9.257497]	[130, 166]	[]	[72095953, 72095989]
892_10543	chr8	110894666	110895066	+	1000	197.5	[]	[]	[9.257497]	[99]	[]	[110894861]
892_10544	chr9	94878855	94879255	+	1000	197.5	[9.257497]	[166]	[]	[]	[94879059]	[]
892_10545	chr9	137511756	137512156	+	1000	197.5	[9.257497]	[93]	[]	[]	[137511938]	[]
892_10546	chr1	3625596	3625996	+	1000	197.0	[9.257497]	[87]	[]	[]	[3625772]	[]
892_10549	chr10	92753849	92754249	+	1000	197.0	[]	[]	[9.257497]	[137]	[]	[92754044]
892_1055	chr2	148543053	148543453	+	1000	893.5	[9.257497]	[110]	[9.257497]	[153]	[148543257]	[148543300]
892_10550	chr10	100636870	100637270	+	1000	197.0	[9.257497]	[140]	[]	[]	[100637073]	[]
892_10552	chr11	82900483	82900883	+	1000	197.0	[9.257497, 9.257497]	[202, 248]	[]	[]	[82900681, 82900727]	[]
892_10553	chr12	48451383	48451783	+	1000	197.0	[]	[]	[9.257497]	[159]	[]	[48451623]
892_10554	chr12	111397080	111397480	+	1000	197.0	[9.257497]	[203]	[]	[]	[111397324]	[]
892_10556	chr17	58391459	58391859	+	1000	197.0	[9.257497]	[167]	[]	[]	[58391702]	[]
892_10557	chr17	63549279	63549679	+	1000	197.0	[9.257497]	[147]	[]	[]	[63549481]	[]
892_10561	chr2	196153421	196153821	+	1000	197.0	[]	[]	[9.257497]	[135]	[]	[196153655]
892_10562	chr2	205089942	205090342	+	1000	197.0	[9.257497]	[80]	[]	[]	[205090114]	[]
892_10563	chr3	71400953	71401353	+	1000	197.0	[9.257497, 9.257497, 9.257497]	[60, 121, 131]	[]	[]	[71401111, 71401172, 71401182]	[]
892_10565	chr3	160331070	160331470	+	1000	197.0	[]	[]	[9.257497]	[79]	[]	[160331228]
892_10568	chr5	39024895	39025295	+	1000	197.0	[9.257497]	[111]	[9.257497]	[70]	[39025097]	[39025056]
892_10569	chr5	132300506	132300906	+	1000	197.0	[9.257497]	[129]	[]	[]	[132300713]	[]
892_1057	chr12	96375931	96376331	+	1000	893.0	[]	[]	[9.257497]	[124]	[]	[96376146]
892_10571	chr7	98175187	98175587	+	1000	197.0	[]	[]	[9.257497]	[149]	[]	[98175405]
892_10572	chr8	28203258	28203658	+	1000	197.0	[]	[]	[9.257497]	[131]	[]	[28203480]
892_10574	chr8	102009817	102010217	+	1000	197.0	[]	[]	[9.257497, 9.257497]	[140, 145]	[]	[102010045, 102010050]
892_10576	chr9	73962848	73963248	+	1000	197.0	[9.257497]	[60]	[9.257497]	[96]	[73962999]	[73963035]
892_10577	chr9	85937292	85937692	+	1000	197.0	[]	[]	[9.257497, 9.257497]	[111, 141]	[]	[85937465, 85937495]
892_10578	chrX	152031357	152031757	+	1000	197.0	[9.257497]	[165]	[9.257497]	[93]	[152031582]	[152031510]
892_10579	chrX	155968190	155968590	+	1000	197.0	[9.257497, 9.257497]	[121, 173]	[]	[]	[155968380, 155968432]	[]
892_1058	chr2	15556277	15556677	+	1000	893.0	[]	[]	[9.257497]	[153]	[]	[15556518]
892_10581	chr1	28751392	28751792	+	1000	196.5	[]	[]	[9.257497, 9.257497]	[137, 188]	[]	[28751582, 28751633]
892_10582	chr1	89701750	89702150	+	1000	196.5	[]	[]	[9.257497]	[130]	[]	[89701955]
892_10583	chr1	202577385	202577785	+	1000	196.5	[9.257497]	[188]	[]	[]	[202577606]	[]
892_10587	chr10	92822028	92822428	+	1000	196.5	[9.257497]	[154]	[]	[]	[92822235]	[]
892_1059	chr6	7165096	7165496	+	1000	893.0	[]	[]	[9.257497, 9.257497, 9.257497]	[90, 134, 155]	[]	[7165274, 7165318, 7165339]
892_10591	chr15	63524218	63524618	+	1000	196.5	[9.257497]	[153]	[]	[]	[63524422]	[]
892_10592	chr16	88473812	88474212	+	1000	196.5	[]	[]	[9.257497]	[175]	[]	[88474038]
892_10596	chr19	54210714	54211114	+	1000	196.5	[]	[]	[9.257497]	[130]	[]	[54210933]
892_106	chr6	13678324	13678724	+	1000	1611.0	[9.257497]	[106]	[]	[]	[13678513]	[]
892_1060	chr7	99833271	99833671	+	1000	893.0	[9.257497]	[83]	[9.257497]	[156]	[99833448]	[99833521]
892_10600	chr20	29629371	29629771	+	1000	196.5	[]	[]	[9.257497]	[129]	[]	[29629591]
892_10607	chr6	15246459	15246859	+	1000	196.5	[]	[]	[9.257497, 9.257497]	[216, 254]	[]	[15246654, 15246692]
892_10610	chr6	51121696	51122096	+	1000	196.5	[]	[]	[9.257497]	[118]	[]	[51121906]
892_10612	chr9	92312917	92313317	+	1000	196.5	[9.257497, 9.257497]	[137, 215]	[]	[]	[92313086, 92313164]	[]
892_10614	chr1	4778134	4778534	+	1000	196.0	[9.257497]	[88]	[]	[]	[4778305]	[]
892_10617	chr1	100100189	100100589	+	1000	196.0	[]	[]	[9.257497]	[179]	[]	[100100434]
892_10618	chr1	156772769	156773169	+	1000	196.0	[9.257497]	[183]	[]	[]	[156772964]	[]
892_10619	chr1	180854408	180854808	+	1000	196.0	[9.257497]	[76]	[9.257497]	[128]	[180854575]	[180854627]
892_1062	chr19	18373844	18374244	+	1000	892.0	[]	[]	[9.257497]	[87]	[]	[18374030]
892_10623	chr14	34465209	34465609	+	1000	196.0	[]	[]	[9.257497]	[82]	[]	[34465377]
892_10624	chr14	75229794	75230194	+	1000	196.0	[9.257497]	[61]	[9.257497]	[102]	[75229952]	[75229993]
892_10625	chr15	63545477	63545877	+	1000	196.0	[9.257497, 9.257497]	[94, 126]	[]	[]	[63545647, 63545679]	[]
892_10629	chr19	1040741	1041141	+	1000	196.0	[9.257497]	[72]	[]	[]	[1040904]	[]
892_1063	chr2	236073243	236073643	+	1000	892.0	[9.257497]	[90]	[]	[]	[236073432]	[]
892_10630	chr19	36104086	36104486	+	1000	196.0	[]	[]	[9.257497]	[153]	[]	[36104331]
892_10632	chr2	121455463	121455863	+	1000	196.0	[9.257497]	[128]	[9.257497]	[119]	[121455687]	[121455678]
892_10634	chr2	233360679	233361079	+	1000	196.0	[]	[]	[9.257497]	[107]	[]	[233360886]
892_10638	chr5	138538913	138539313	+	1000	196.0	[9.257497]	[101]	[9.257497, 9.257497]	[123, 153]	[138539092]	[138539114, 138539144]
892_10639	chr5	142008800	142009200	+	1000	196.0	[]	[]	[9.257497]	[123]	[]	[142009008]
892_1064	chr3	42836553	42836953	+	1000	892.0	[]	[]	[9.257497, 9.257497]	[120, 152]	[]	[42836769, 42836801]
892_10642	chr8	19767471	19767871	+	1000	196.0	[9.257497]	[89]	[9.257497]	[130]	[19767639]	[19767680]
892_10647	chrX	30145343	30145743	+	1000	196.0	[9.257497]	[109]	[]	[]	[30145551]	[]
892_10648	chr1	46304709	46305109	+	1000	195.5	[9.257497]	[160]	[]	[]	[46304862]	[]
892_10649	chr1	116679820	116680220	+	1000	195.5	[]	[]	[9.257497]	[132]	[]	[116680039]
892_1065	chr5	133932666	133933066	+	1000	892.0	[9.257497]	[105]	[9.257497]	[77]	[133932871]	[133932843]
892_10653	chr1	229266201	229266601	+	1000	195.5	[]	[]	[9.257497]	[165]	[]	[229266448]
892_10654	chr1	235045018	235045418	+	1000	195.5	[9.257497, 9.257497]	[118, 158]	[9.257497]	[104]	[235045226, 235045266]	[235045212]
892_10656	chr10	71920699	71921099	+	1000	195.5	[]	[]	[9.257497]	[112]	[]	[71920897]
892_10658	chr12	30762987	30763387	+	1000	195.5	[]	[]	[9.257497]	[150]	[]	[30763233]
892_1066	chr1	91732418	91732818	+	1000	891.5	[]	[]	[9.257497]	[107]	[]	[91732604]
892_10661	chr14	36767653	36768053	+	1000	195.5	[]	[]	[9.257497]	[98]	[]	[36767840]
892_10662	chr15	43105074	43105474	+	1000	195.5	[9.257497]	[91]	[]	[]	[43105241]	[]
892_10664	chr16	74608885	74609285	+	1000	195.5	[9.257497]	[75]	[9.257497]	[58]	[74609057]	[74609040]
892_10665	chr17	27339834	27340234	+	1000	195.5	[9.257497]	[152]	[]	[]	[27340062]	[]
892_10667	chr17	57020176	57020576	+	1000	195.5	[9.257497]	[137]	[]	[]	[57020364]	[]
892_10669	chr18	55786869	55787269	+	1000	195.5	[9.257497]	[100]	[]	[]	[55787064]	[]
892_10673	chr22	20475680	20476080	+	1000	195.5	[9.257497]	[280]	[]	[]	[20475888]	[]
892_10675	chr3	45135895	45136295	+	1000	195.5	[9.257497]	[149]	[9.257497]	[85]	[45136111]	[45136047]
892_10678	chr5	56039999	56040399	+	1000	195.5	[9.257497]	[75]	[]	[]	[56040171]	[]
892_1068	chr19	3560467	3560867	+	1000	891.0	[]	[]	[9.257497, 9.257497, 9.257497]	[109, 133, 151]	[]	[3560663, 3560687, 3560705]
892_10680	chr5	95707435	95707835	+	1000	195.5	[9.257497, 9.257497]	[90, 142]	[]	[]	[95707624, 95707676]	[]
892_10681	chr5	128016021	128016421	+	1000	195.5	[]	[]	[9.257497, 9.257497]	[113, 118]	[]	[128016213, 128016218]
892_10684	chr6	15657257	15657657	+	1000	195.5	[9.257497]	[132]	[]	[]	[15657468]	[]
892_10685	chr6	89035844	89036244	+	1000	195.5	[9.257497]	[116]	[]	[]	[89036049]	[]
892_10687	chr7	84829718	84830118	+	1000	195.5	[9.257497]	[100]	[9.257497]	[137]	[84829910]	[84829947]
892_10688	chr7	120053034	120053434	+	1000	195.5	[9.257497]	[102]	[]	[]	[120053220]	[]
892_10689	chr7	149628338	149628738	+	1000	195.5	[9.257497]	[131]	[]	[]	[149628553]	[]
892_1069	chr19	53161159	53161559	+	1000	891.0	[9.257497, 9.257497]	[67, 97]	[]	[]	[53161321, 53161351]	[]
892_10692	chr1	51005528	51005928	+	1000	195.0	[]	[]	[9.257497]	[116]	[]	[51005736]
892_10697	chr10	3053143	3053543	+	1000	195.0	[9.257497]	[180]	[9.257497]	[135]	[3053377]	[3053332]
892_10698	chr10	38045082	38045482	+	1000	195.0	[9.257497]	[96]	[]	[]	[38045260]	[]
892_10699	chr10	101797442	101797842	+	1000	195.0	[9.257497]	[65]	[9.257497]	[133]	[101797602]	[101797670]
892_107	chr5	151100141	151100541	+	1000	1609.5	[9.257497]	[118]	[]	[]	[151100351]	[]
892_10700	chr11	91625555	91625955	+	1000	195.0	[]	[]	[9.257497, 9.257497]	[143, 152]	[]	[91625775, 91625784]
892_10702	chr14	37087523	37087923	+	1000	195.0	[9.257497]	[94]	[9.257497]	[84]	[37087701]	[37087691]
892_10703	chr14	77043362	77043762	+	1000	195.0	[9.257497]	[67]	[]	[]	[77043524]	[]
892_10705	chr17	33667692	33668092	+	1000	195.0	[9.257497, 9.257497]	[103, 168]	[]	[]	[33667862, 33667927]	[]
892_10706	chr18	110724	111124	+	1000	195.0	[]	[]	[9.257497, 9.257497]	[151, 219]	[]	[110880, 110948]
892_10708	chr2	11303633	11304033	+	1000	195.0	[9.257497]	[86]	[]	[]	[11303808]	[]
892_10709	chr2	69683269	69683669	+	1000	195.0	[9.257497]	[228]	[]	[]	[69683494]	[]
892_1071	chr7	108538205	108538605	+	1000	890.5	[]	[]	[9.257497]	[144]	[]	[108538440]
892_10711	chr2	144152913	144153313	+	1000	195.0	[]	[]	[9.257497]	[218]	[]	[144153123]
892_10714	chr21	43855195	43855595	+	1000	195.0	[9.257497]	[70]	[]	[]	[43855354]	[]
892_10716	chr3	33055697	33056097	+	1000	195.0	[]	[]	[9.257497]	[137]	[]	[33055909]
892_10717	chr3	140595318	140595718	+	1000	195.0	[]	[]	[9.257497]	[113]	[]	[140595521]
892_10718	chr3	172036558	172036958	+	1000	195.0	[9.257497]	[150]	[]	[]	[172036763]	[]
892_10719	chr3	182810557	182810957	+	1000	195.0	[]	[]	[9.257497]	[137]	[]	[182810777]
892_1072	chr18	9005447	9005847	+	1000	890.0	[]	[]	[9.257497]	[106]	[]	[9005651]
892_10721	chr5	168693238	168693638	+	1000	195.0	[]	[]	[9.257497]	[139]	[]	[168693456]
892_10723	chr7	117208193	117208593	+	1000	195.0	[9.257497]	[119]	[]	[]	[117208388]	[]
892_10725	chr7	132419532	132419932	+	1000	195.0	[]	[]	[9.257497]	[124]	[]	[132419727]
892_10728	chr9	92295341	92295741	+	1000	195.0	[]	[]	[9.257497, 9.257497]	[99, 122]	[]	[92295514, 92295537]
892_1073	chr6	4928426	4928826	+	1000	890.0	[9.257497]	[99]	[]	[]	[4928616]	[]
892_10730	chr9	120684405	120684805	+	1000	195.0	[9.257497]	[128]	[]	[]	[120684604]	[]
892_10731	chr9	130972059	130972459	+	1000	195.0	[9.257497]	[93]	[]	[]	[130972251]	[]
892_10732	chr1	45411000	45411400	+	1000	194.5	[]	[]	[9.257497]	[131]	[]	[45411160]
892_10734	chr10	11685778	11686178	+	1000	194.5	[]	[]	[9.257497]	[114]	[]	[11685989]
892_10736	chr11	11860134	11860534	+	1000	194.5	[]	[]	[9.257497]	[93]	[]	[11860318]
892_1074	chr12	49869061	49869461	+	1000	889.5	[]	[]	[9.257497]	[84]	[]	[49869240]
892_10740	chr17	39529468	39529868	+	1000	194.5	[9.257497, 9.257497]	[96, 110]	[]	[]	[39529651, 39529665]	[]
892_10742	chr2	12109379	12109779	+	1000	194.5	[9.257497]	[86]	[]	[]	[12109535]	[]
892_10743	chr2	169855287	169855687	+	1000	194.5	[]	[]	[9.257497]	[95]	[]	[169855446]
892_10744	chr2	229740179	229740579	+	1000	194.5	[9.257497]	[90]	[9.257497]	[121]	[229740345]	[229740376]
892_10745	chr20	50521997	50522397	+	1000	194.5	[9.257497]	[99]	[]	[]	[50522171]	[]
892_10749	chr4	143819052	143819452	+	1000	194.5	[9.257497]	[142]	[]	[]	[143819286]	[]
892_1075	chr19	47335673	47336073	+	1000	889.0	[]	[]	[9.257497]	[120]	[]	[47335887]
892_10753	chr7	24920690	24921090	+	1000	194.5	[]	[]	[9.257497]	[117]	[]	[24920890]
892_10756	chr7	139918317	139918717	+	1000	194.5	[]	[]	[9.257497]	[132]	[]	[139918542]
892_10757	chr7	149065893	149066293	+	1000	194.5	[]	[]	[9.257497]	[167]	[]	[149066063]
892_10758	chr8	20452001	20452401	+	1000	194.5	[]	[]	[9.257497, 9.257497]	[117, 147]	[]	[20452202, 20452232]
892_10759	chr8	85264616	85265016	+	1000	194.5	[9.257497]	[91]	[]	[]	[85264790]	[]
892_1076	chr1	39711447	39711847	+	1000	888.5	[9.257497]	[84]	[]	[]	[39711625]	[]
892_10760	chr9	120536858	120537258	+	1000	194.5	[9.257497]	[92]	[]	[]	[120537040]	[]
892_10761	chr9	127629030	127629430	+	1000	194.5	[9.257497]	[170]	[]	[]	[127629281]	[]
892_10764	chr10	70578431	70578831	+	1000	194.0	[9.257497]	[109]	[]	[]	[70578611]	[]
892_10769	chr14	37083609	37084009	+	1000	194.0	[]	[]	[9.257497]	[119]	[]	[37083814]
892_1077	chr1	89878935	89879335	+	1000	888.5	[9.257497, 9.257497]	[99, 122]	[]	[]	[89879122, 89879145]	[]
892_10770	chr15	48945976	48946376	+	1000	194.0	[9.257497]	[170]	[]	[]	[48946190]	[]
892_10771	chr15	74580443	74580843	+	1000	194.0	[9.257497]	[83]	[]	[]	[74580608]	[]
892_10778	chr2	158321224	158321624	+	1000	194.0	[]	[]	[9.257497]	[82]	[]	[158321398]
892_10779	chr22	35656338	35656738	+	1000	194.0	[9.257497]	[157]	[9.257497]	[111]	[35656588]	[35656542]
892_1078	chr4	78650659	78651059	+	1000	888.5	[9.257497, 9.257497]	[83, 152]	[]	[]	[78650825, 78650894]	[]
892_10780	chr3	72938515	72938915	+	1000	194.0	[9.257497]	[135]	[]	[]	[72938703]	[]
892_10783	chr5	69220850	69221250	+	1000	194.0	[9.257497]	[162]	[]	[]	[69221101]	[]
892_10784	chr5	100641904	100642304	+	1000	194.0	[9.257497]	[118]	[]	[]	[100642093]	[]
892_10786	chr6	3347834	3348234	+	1000	194.0	[9.257497, 9.257497]	[136, 192]	[]	[]	[3348029, 3348085]	[]
892_10787	chr6	13302820	13303220	+	1000	194.0	[]	[]	[9.257497]	[103]	[]	[13302989]
892_1079	chr17	61175262	61175662	+	1000	888.0	[]	[]	[9.257497]	[125]	[]	[61175466]
892_10790	chr8	107305158	107305558	+	1000	194.0	[9.257497]	[69]	[]	[]	[107305320]	[]
892_10792	chrX	49862106	49862506	+	1000	194.0	[]	[]	[9.257497]	[86]	[]	[49862287]
892_10794	chr1	109390618	109391018	+	1000	193.5	[9.257497]	[130]	[]	[]	[109390839]	[]
892_10796	chr10	5971238	5971638	+	1000	193.5	[9.257497]	[112]	[]	[]	[5971426]	[]
892_10797	chr11	19294422	19294822	+	1000	193.5	[]	[]	[9.257497]	[170]	[]	[19294669]
892_10799	chr12	30395153	30395553	+	1000	193.5	[9.257497]	[103]	[9.257497]	[143]	[30395341]	[30395381]
892_10800	chr12	70659230	70659630	+	1000	193.5	[]	[]	[9.257497]	[250]	[]	[70659463]
892_10801	chr12	93912315	93912715	+	1000	193.5	[]	[]	[9.257497]	[119]	[]	[93912534]
892_10807	chr2	31812181	31812581	+	1000	193.5	[9.257497]	[75]	[]	[]	[31812353]	[]
892_10808	chr2	36973316	36973716	+	1000	193.5	[9.257497, 9.257497]	[118, 127]	[]	[]	[36973513, 36973522]	[]
892_10809	chr2	37616569	37616969	+	1000	193.5	[9.257497]	[91]	[]	[]	[37616759]	[]
892_10811	chr20	37160663	37161063	+	1000	193.5	[9.257497]	[102]	[]	[]	[37160845]	[]
892_10812	chr22	27726646	27727046	+	1000	193.5	[9.257497]	[104]	[]	[]	[27726835]	[]
892_10814	chr3	36907895	36908295	+	1000	193.5	[9.257497]	[246]	[]	[]	[36908113]	[]
892_10816	chr3	128076794	128077194	+	1000	193.5	[9.257497]	[133]	[]	[]	[128077025]	[]
892_10817	chr3	141359397	141359797	+	1000	193.5	[]	[]	[9.257497, 9.257497, 9.257497]	[91, 121, 148]	[]	[141359585, 141359615, 141359642]
892_10818	chr3	183553637	183554037	+	1000	193.5	[]	[]	[9.257497]	[128]	[]	[183553825]
892_10819	chr3	193782198	193782598	+	1000	193.5	[]	[]	[9.257497]	[150]	[]	[193782444]
892_1082	chr2	32960673	32961073	+	1000	887.5	[9.257497]	[84]	[]	[]	[32960852]	[]
892_10820	chr4	102780336	102780736	+	1000	193.5	[]	[]	[9.257497]	[139]	[]	[102780574]
892_10823	chr6	73585573	73585973	+	1000	193.5	[]	[]	[9.257497]	[154]	[]	[73585731]
892_10824	chr6	159718559	159718959	+	1000	193.5	[]	[]	[9.257497]	[199]	[]	[159718803]
892_10825	chr7	106102371	106102771	+	1000	193.5	[]	[]	[9.257497]	[159]	[]	[106102605]
892_10826	chr7	127895742	127896142	+	1000	193.5	[9.257497]	[187]	[]	[]	[127895982]	[]
892_10827	chr8	109064031	109064431	+	1000	193.5	[]	[]	[9.257497]	[81]	[]	[109064209]
892_10828	chr8	124017509	124017909	+	1000	193.5	[]	[]	[9.257497]	[101]	[]	[124017683]
892_10829	chrUn_KI270744v1	5923	6323	+	1000	193.5	[]	[]	[9.257497]	[148]	[]	[6171]
892_1083	chr6	7899571	7899971	+	1000	887.5	[9.257497]	[76]	[9.257497]	[161]	[7899727]	[7899812]
892_10831	chrX	136745271	136745671	+	1000	193.5	[9.257497]	[139]	[]	[]	[136745464]	[]
892_10832	chr1	26662751	26663151	+	1000	193.0	[]	[]	[9.257497, 9.257497]	[83, 142]	[]	[26662912, 26662971]
892_10836	chr1	229280279	229280679	+	1000	193.0	[9.257497]	[107]	[]	[]	[229280441]	[]
892_1084	chr8	72134340	72134740	+	1000	887.5	[]	[]	[9.257497]	[124]	[]	[72134561]
892_10841	chr10	110421716	110422116	+	1000	193.0	[9.257497]	[130]	[]	[]	[110421946]	[]
892_10846	chr17	2624406	2624806	+	1000	193.0	[]	[]	[9.257497]	[100]	[]	[2624565]
892_10848	chr17	32956545	32956945	+	1000	193.0	[9.257497]	[120]	[]	[]	[32956754]	[]
892_10850	chr17	55480926	55481326	+	1000	193.0	[9.257497]	[95]	[]	[]	[55481112]	[]
892_10851	chr17	76716464	76716864	+	1000	193.0	[9.257497]	[156]	[]	[]	[76716678]	[]
892_10853	chr19	47278217	47278617	+	1000	193.0	[9.257497]	[149]	[]	[]	[47278425]	[]
892_10856	chr2	74077741	74078141	+	1000	193.0	[]	[]	[9.257497]	[218]	[]	[74077906]
892_10859	chr20	21325180	21325580	+	1000	193.0	[9.257497]	[89]	[]	[]	[21325364]	[]
892_10862	chr21	41706606	41707006	+	1000	193.0	[9.257497]	[137]	[]	[]	[41706826]	[]
892_10864	chr3	9645900	9646300	+	1000	193.0	[]	[]	[9.257497]	[133]	[]	[9646131]
892_10868	chr6	35394301	35394701	+	1000	193.0	[]	[]	[9.257497]	[90]	[]	[35394482]
892_10869	chr7	26858162	26858562	+	1000	193.0	[9.257497]	[124]	[]	[]	[26858381]	[]
