#PeakID(python identify_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_10546	chr17	43955968	43956368	+	1000	65.0	[6.875764]	[108]	[18.789831]	[118]	[43956171]	[43956181]
685_10547	chr17	48047560	48047960	+	1000	65.0	[8.014384]	[136]	[]	[]	[48047777]	[]
685_1055	chr7	98133222	98133622	+	1000	236.0	[]	[]	[16.53411, 12.748902]	[90, 142]	[]	[98133411, 98133463]
685_10555	chr19	4791418	4791818	+	1000	65.0	[8.142861]	[91]	[]	[]	[4791608]	[]
685_10557	chr19	6766001	6766401	+	1000	65.0	[]	[]	[15.325211]	[108]	[]	[6766203]
685_10559	chr19	16086379	16086779	+	1000	65.0	[8.936694, 10.700043, 8.717065]	[54, 89, 99]	[]	[]	[16086532, 16086567, 16086577]	[]
685_1056	chr8	27962869	27963269	+	1000	236.0	[]	[]	[18.203526, 8.652534]	[100, 121]	[]	[27963069, 27963090]
685_10560	chr19	17859702	17860102	+	1000	65.0	[]	[]	[12.991065]	[116]	[]	[17859915]
685_10562	chr19	39474289	39474689	+	1000	65.0	[]	[]	[18.261488]	[105]	[]	[39474493]
685_10569	chr2	36536697	36537097	+	1000	65.0	[11.294999]	[107]	[]	[]	[36536892]	[]
685_10571	chr2	45729716	45730116	+	1000	65.0	[15.09968]	[94]	[6.4057264]	[63]	[45729908]	[45729877]
685_10574	chr2	74472512	74472912	+	1000	65.0	[8.250983]	[85]	[]	[]	[74472689]	[]
685_10576	chr2	102736923	102737323	+	1000	65.0	[]	[]	[16.35231]	[99]	[]	[102737121]
685_10579	chr2	171180247	171180647	+	1000	65.0	[14.958855]	[115]	[]	[]	[171180450]	[]
685_10580	chr2	173076304	173076704	+	1000	65.0	[]	[]	[5.678482, 5.7367754]	[109, 152]	[]	[173076509, 173076552]
685_10583	chr2	216344574	216344974	+	1000	65.0	[21.247185]	[87]	[]	[]	[216344760]	[]
685_10585	chr2	231786112	231786512	+	1000	65.0	[]	[]	[10.489679]	[107]	[]	[231786312]
685_10587	chr20	23978520	23978920	+	1000	65.0	[16.122425]	[70]	[]	[]	[23978684]	[]
685_10588	chr20	32536463	32536863	+	1000	65.0	[12.996239]	[100]	[]	[]	[32536658]	[]
685_10592	chr20	46900093	46900493	+	1000	65.0	[13.417666]	[62]	[14.900891, 6.5301523]	[130, 136]	[46900255]	[46900323, 46900329]
685_10594	chr20	60046063	60046463	+	1000	65.0	[14.0685425, 8.54208]	[89, 95]	[]	[]	[60046248, 60046254]	[]
685_10599	chr22	22631215	22631615	+	1000	65.0	[]	[]	[6.844664, 14.439913]	[80, 157]	[]	[22631368, 22631445]
685_1060	chr1	245335092	245335492	+	1000	235.0	[]	[]	[16.133993]	[102]	[]	[245335291]
685_10604	chr3	31456389	31456789	+	864	65.0	[]	[]	[7.44141, 5.666066, 7.1001844]	[167, 175, 191]	[]	[31456598, 31456606, 31456622]
685_10605	chr3	33437481	33437881	+	1000	65.0	[15.9819355]	[112]	[]	[]	[33437689]	[]
685_1061	chr17	38853540	38853940	+	1000	235.0	[13.657602]	[91]	[]	[]	[38853731]	[]
685_10611	chr3	186109311	186109711	+	1000	65.0	[]	[]	[10.871783, 9.60233, 7.8436956]	[84, 128, 153]	[]	[186109491, 186109535, 186109560]
685_10612	chr4	932193	932593	+	1000	65.0	[]	[]	[11.989889]	[100]	[]	[932385]
685_1062	chr2	70124023	70124423	+	1000	235.0	[7.982018, 9.610163, 5.960611]	[72, 98, 112]	[]	[]	[70124193, 70124219, 70124233]	[]
685_10621	chr5	33675898	33676298	+	1000	65.0	[]	[]	[9.713212, 6.8635817, 16.133993]	[71, 99, 106]	[]	[33676069, 33676097, 33676104]
685_10623	chr5	56447223	56447623	+	1000	65.0	[]	[]	[14.201709, 5.684254]	[100, 111]	[]	[56447414, 56447425]
685_10624	chr5	62403792	62404192	+	1000	65.0	[6.296513, 7.4007506]	[102, 106]	[]	[]	[62403991, 62403995]	[]
685_10625	chr5	86617719	86618119	+	1000	65.0	[]	[]	[8.548603, 7.5882893]	[89, 126]	[]	[86617889, 86617926]
685_10626	chr5	131994471	131994871	+	1000	65.0	[6.2687674]	[88]	[]	[]	[131994659]	[]
685_10627	chr5	132050116	132050516	+	1000	65.0	[]	[]	[13.904964, 6.8029284]	[113, 119]	[]	[132050322, 132050328]
685_1063	chr2	215793675	215794075	+	1000	235.0	[]	[]	[9.405793]	[99]	[]	[215793874]
685_10630	chr5	143019101	143019501	+	1000	65.0	[12.102688]	[80]	[]	[]	[143019277]	[]
685_10631	chr5	146446915	146447315	+	1000	65.0	[]	[]	[6.5506587, 6.669165]	[88, 110]	[]	[146447088, 146447110]
685_1064	chr2	219597870	219598270	+	1000	235.0	[]	[]	[9.3894415, 14.736819]	[95, 101]	[]	[219598065, 219598071]
685_10641	chr6	39187524	39187924	+	1000	65.0	[6.84599]	[156]	[]	[]	[39187772]	[]
685_10642	chr6	84768426	84768826	+	1000	65.0	[]	[]	[7.994558, 6.6629057]	[104, 146]	[]	[84768630, 84768672]
685_10643	chr6	109690956	109691356	+	1000	65.0	[]	[]	[15.177393]	[121]	[]	[109691162]
685_10645	chr6	122712038	122712438	+	1000	65.0	[]	[]	[10.60233]	[99]	[]	[122712236]
685_10648	chr6	140486022	140486422	+	1000	65.0	[]	[]	[13.214511]	[100]	[]	[140486219]
685_10654	chr7	47227476	47227876	+	1000	65.0	[]	[]	[10.897924]	[94]	[]	[47227668]
685_10656	chr7	107167608	107168008	+	1000	65.0	[8.5782585, 7.984181]	[147, 152]	[]	[]	[107167849, 107167854]	[]
685_10658	chr7	129720403	129720803	+	1000	65.0	[9.780495]	[130]	[]	[]	[129720622]	[]
685_10659	chr7	129958560	129958960	+	1000	65.0	[]	[]	[6.000158]	[196]	[]	[129958786]
685_10663	chr7	159030517	159030917	+	1000	65.0	[7.8663445]	[92]	[]	[]	[159030704]	[]
685_10664	chr8	10631671	10632071	+	1000	65.0	[12.443706, 8.090678]	[97, 104]	[]	[]	[10631864, 10631871]	[]
685_10666	chr8	54326799	54327199	+	1000	65.0	[]	[]	[11.362191]	[105]	[]	[54326991]
685_10670	chr8	143939563	143939963	+	1000	65.0	[5.640662]	[91]	[]	[]	[143939753]	[]
685_10671	chr9	34494007	34494407	+	1000	65.0	[6.415761, 13.26841]	[62, 108]	[]	[]	[34494169, 34494215]	[]
685_10676	chrX	54695807	54696207	+	1000	65.0	[]	[]	[21.247185]	[101]	[]	[54696007]
685_10679	chrX	154799482	154799882	+	1000	65.0	[10.189949]	[96]	[]	[]	[154799678]	[]
685_10681	chr1	10083763	10084163	+	1000	64.0	[]	[]	[15.206261]	[106]	[]	[10083967]
685_10689	chr1	26684729	26685129	+	1000	64.0	[14.294127]	[117]	[]	[]	[26684937]	[]
685_1069	chr7	5532852	5533252	+	1000	235.0	[7.3011613, 7.8789134, 16.093534, 9.529002]	[60, 79, 87, 128]	[]	[]	[5533012, 5533031, 5533039, 5533080]	[]
685_10693	chr1	40034909	40035309	+	1000	64.0	[6.968515]	[101]	[15.498934]	[173]	[40035075]	[40035147]
685_10708	chr1	183580155	183580555	+	1000	64.0	[13.248663]	[66]	[]	[]	[183580321]	[]
685_1071	chr1	206556959	206557359	+	1000	234.0	[15.006159]	[89]	[]	[]	[206557147]	[]
685_10711	chr1	204363419	204363819	+	1000	64.0	[]	[]	[12.5545025]	[136]	[]	[204363637]
685_10715	chr1	235328761	235329161	+	1000	64.0	[6.4298124, 11.395808, 7.022757, 7.324071]	[83, 89, 111, 134]	[9.087574]	[158]	[235328930, 235328936, 235328958, 235328981]	[235329005]
685_10717	chr10	5987838	5988238	+	1000	64.0	[16.525896]	[116]	[11.955334]	[136]	[5988042]	[5988062]
685_10719	chr10	22720214	22720614	+	1000	64.0	[13.515328]	[70]	[7.152748]	[54]	[22720384]	[22720368]
685_10722	chr10	48479252	48479652	+	1000	64.0	[18.476559, 6.145961]	[88, 136]	[]	[]	[48479438, 48479486]	[]
685_10723	chr10	58268871	58269271	+	1000	64.0	[]	[]	[7.6323247]	[99]	[]	[58269065]
685_10730	chr10	102988929	102989329	+	1000	64.0	[9.177705]	[92]	[]	[]	[102989120]	[]
685_10731	chr10	119542124	119542524	+	1000	64.0	[]	[]	[12.232933, 8.465008]	[175, 193]	[]	[119542355, 119542373]
685_10732	chr11	3133636	3134036	+	1000	64.0	[18.261488]	[100]	[]	[]	[3133825]	[]
685_10733	chr11	6469142	6469542	+	1000	64.0	[]	[]	[9.67308, 11.713931]	[89, 101]	[]	[6469323, 6469335]
685_10735	chr11	44536785	44537185	+	1000	64.0	[12.149818]	[94]	[]	[]	[44536977]	[]
685_10737	chr11	64641582	64641982	+	1000	64.0	[6.286613, 12.28155, 8.021738]	[97, 117, 158]	[]	[]	[64641765, 64641785, 64641826]	[]
685_10738	chr11	65652858	65653258	+	1000	64.0	[10.708198]	[92]	[]	[]	[65653043]	[]
685_1074	chr12	96242702	96243102	+	1000	234.0	[]	[]	[18.476559]	[100]	[]	[96242902]
685_10740	chr11	114139130	114139530	+	1000	64.0	[6.068509]	[63]	[15.290571, 8.278071, 8.658492]	[102, 137, 141]	[114139285]	[114139324, 114139359, 114139363]
685_10741	chr11	118240960	118241360	+	1000	64.0	[]	[]	[11.244684, 7.8339715, 5.6212835]	[62, 102, 106]	[]	[118241120, 118241160, 118241164]
685_10744	chr11	124953820	124954220	+	1000	64.0	[10.090593, 16.549639]	[111, 117]	[]	[]	[124954022, 124954028]	[]
685_10745	chr12	3097395	3097795	+	1000	64.0	[11.187158]	[74]	[11.578722, 14.774778]	[101, 107]	[3097560]	[3097587, 3097593]
685_10747	chr12	6821243	6821643	+	757	64.0	[9.400045]	[116]	[]	[]	[6821455]	[]
685_1075	chr15	64163372	64163772	+	1000	234.0	[]	[]	[16.558989, 5.6993666]	[100, 129]	[]	[64163572, 64163601]
685_10750	chr12	123923951	123924351	+	1000	64.0	[]	[]	[16.122425]	[106]	[]	[123924151]
685_10753	chr15	34209348	34209748	+	1000	64.0	[10.164877]	[106]	[]	[]	[34209545]	[]
685_10755	chr15	35043319	35043719	+	1000	64.0	[]	[]	[7.422396, 15.392441, 15.857894]	[96, 104, 126]	[]	[35043502, 35043510, 35043532]
685_10756	chr15	55403586	55403986	+	1000	64.0	[]	[]	[11.323401]	[97]	[]	[55403760]
685_10758	chr15	79982131	79982531	+	1000	64.0	[]	[]	[6.529371, 8.550611, 12.718113]	[78, 83, 102]	[]	[79982307, 79982312, 79982331]
685_10762	chr16	1971745	1972145	+	1000	64.0	[]	[]	[8.590693]	[110]	[]	[1971949]
685_10765	chr16	83807796	83808196	+	1000	64.0	[8.402943]	[124]	[]	[]	[83808020]	[]
685_10766	chr16	89560428	89560828	+	1000	64.0	[]	[]	[15.173925, 8.931193]	[66, 156]	[]	[89560585, 89560675]
685_1077	chr16	84732877	84733277	+	1000	234.0	[5.7732105, 11.449989, 8.27083]	[84, 90, 99]	[]	[]	[84733061, 84733067, 84733076]	[]
685_10771	chr17	44006904	44007304	+	1000	64.0	[6.825745, 6.6137424]	[91, 120]	[]	[]	[44007083, 44007112]	[]
685_10773	chr17	48600558	48600958	+	1000	64.0	[15.804134]	[106]	[7.0071373]	[96]	[48600756]	[48600746]
685_10779	chr18	34977427	34977827	+	1000	64.0	[]	[]	[13.778775]	[103]	[]	[34977622]
685_10785	chr19	6392721	6393121	+	1000	64.0	[14.736819]	[90]	[]	[]	[6392910]	[]
685_10789	chr19	19650204	19650604	+	1000	64.0	[]	[]	[16.133993]	[117]	[]	[19650411]
685_10791	chr19	40090713	40091113	+	1000	64.0	[9.905347]	[134]	[11.207218]	[85]	[40090928]	[40090879]
685_10793	chr19	47111277	47111677	+	1000	64.0	[]	[]	[6.4498496, 12.151799]	[52, 128]	[]	[47111428, 47111504]
685_10794	chr19	48244222	48244622	+	1000	64.0	[6.088027, 13.980856, 6.3430815, 11.238899]	[98, 108, 133, 141]	[]	[]	[48244418, 48244428, 48244453, 48244461]	[]
685_10795	chr19	58476181	58476581	+	1000	64.0	[]	[]	[11.623419]	[186]	[]	[58476418]
685_10796	chr2	26008773	26009173	+	1000	64.0	[11.038218, 6.263309]	[97, 113]	[]	[]	[26008967, 26008983]	[]
685_10799	chr2	54272233	54272633	+	1000	64.0	[6.5293365]	[139]	[15.206261]	[108]	[54272467]	[54272436]
685_108	chr1	25216101	25216501	+	1000	457.0	[15.360103, 8.128158]	[93, 148]	[5.8642035]	[109]	[25216293, 25216348]	[25216309]
685_1080	chr4	102734594	102734994	+	1000	234.0	[]	[]	[17.61965, 8.291734]	[102, 108]	[]	[102734795, 102734801]
685_10801	chr2	69830157	69830557	+	1000	64.0	[9.558194]	[145]	[]	[]	[69830393]	[]
685_10804	chr2	112726583	112726983	+	1000	64.0	[]	[]	[14.117213]	[115]	[]	[112726792]
685_10807	chr2	231545459	231545859	+	1000	64.0	[]	[]	[10.468667, 13.465784, 8.012304]	[55, 96, 120]	[]	[231545612, 231545653, 231545677]
685_10808	chr2	239267405	239267805	+	1000	64.0	[]	[]	[12.617174]	[100]	[]	[239267602]
685_1081	chr5	138186075	138186475	+	1000	234.0	[]	[]	[13.049875]	[104]	[]	[138186276]
685_10812	chr20	45857428	45857828	+	1000	64.0	[]	[]	[12.45049, 12.847177]	[78, 107]	[]	[45857603, 45857632]
685_10815	chr20	51492556	51492956	+	1000	64.0	[5.7011266]	[106]	[]	[]	[51492757]	[]
685_10818	chr21	45478398	45478798	+	1000	64.0	[9.039631, 15.441559, 5.7482886, 13.657602]	[86, 91, 104, 151]	[]	[]	[45478576, 45478581, 45478594, 45478641]	[]
685_10828	chr22	41217651	41218051	+	1000	64.0	[8.491059]	[73]	[15.990694, 6.0451655, 6.4173107]	[108, 113, 116]	[41217815]	[41217850, 41217855, 41217858]
685_10829	chr3	25604207	25604607	+	1000	64.0	[9.116283]	[71]	[]	[]	[25604377]	[]
685_10831	chr3	47245294	47245694	+	1000	64.0	[7.900069]	[124]	[14.564423, 7.3231626]	[98, 104]	[47245518]	[47245492, 47245498]
685_10834	chr3	100008315	100008715	+	1000	64.0	[13.762827]	[94]	[]	[]	[100008506]	[]
685_10835	chr3	100492238	100492638	+	1000	64.0	[]	[]	[11.538822]	[114]	[]	[100492440]
685_10837	chr3	152205328	152205728	+	1000	64.0	[8.044439]	[111]	[]	[]	[152205519]	[]
685_10843	chr4	105708545	105708945	+	1000	64.0	[6.535531, 12.047597]	[82, 138]	[12.50074]	[153]	[105708714, 105708770]	[105708785]
685_10849	chr5	89300424	89300824	+	1000	64.0	[]	[]	[15.360103]	[96]	[]	[89300617]
685_10851	chr5	139482206	139482606	+	1000	64.0	[6.7906327]	[104]	[7.5435457]	[92]	[139482409]	[139482397]
685_10852	chr5	150758228	150758628	+	1000	64.0	[5.888609, 15.09968]	[68, 116]	[]	[]	[150758383, 150758431]	[]
685_10853	chr5	159359397	159359797	+	1000	64.0	[12.708427]	[88]	[13.515328]	[117]	[159359569]	[159359598]
685_10856	chr5	173690008	173690408	+	1000	64.0	[]	[]	[15.325211, 7.22811]	[95, 151]	[]	[173690200, 173690256]
685_10858	chr6	3421755	3422155	+	1000	64.0	[8.509892]	[101]	[]	[]	[3421950]	[]
685_1086	chr1	40039820	40040220	+	1000	233.0	[16.122425]	[131]	[]	[]	[40040031]	[]
685_10864	chr6	30156244	30156644	+	1000	64.0	[15.000985, 12.20745]	[96, 152]	[8.990082]	[81]	[30156439, 30156495]	[30156424]
685_10869	chr6	43628602	43629002	+	1000	64.0	[]	[]	[11.017034, 10.302136]	[71, 114]	[]	[43628763, 43628806]
685_1087	chr1	234613063	234613463	+	1000	233.0	[14.101634]	[87]	[]	[]	[234613249]	[]
685_10873	chr6	113920882	113921282	+	1000	64.0	[]	[]	[12.638813]	[100]	[]	[113921069]
685_10874	chr6	118892602	118893002	+	1000	64.0	[6.395143]	[91]	[8.286645]	[99]	[118892791]	[118892799]
685_10877	chr6	139442149	139442549	+	1000	64.0	[11.71372, 14.228937]	[95, 99]	[]	[]	[139442339, 139442343]	[]
685_10884	chr7	55571010	55571410	+	1000	64.0	[12.304874]	[84]	[]	[]	[55571189]	[]
685_10887	chr7	100472795	100473195	+	1000	64.0	[9.653199]	[56]	[7.530424]	[98]	[100472949]	[100472991]
685_10888	chr7	100867151	100867551	+	1000	64.0	[11.9332, 10.620648]	[122, 128]	[]	[]	[100867361, 100867367]	[]
685_10889	chr7	108149887	108150287	+	1000	64.0	[]	[]	[7.6698127, 13.657602]	[116, 151]	[]	[108150074, 108150109]
685_1089	chr11	119018219	119018619	+	1000	233.0	[7.032617, 6.584176, 14.493469]	[100, 140, 148]	[]	[]	[119018417, 119018457, 119018465]	[]
685_10890	chr7	116393631	116394031	+	1000	64.0	[]	[]	[16.558989]	[97]	[]	[116393826]
685_10893	chr8	9109631	9110031	+	1000	64.0	[13.904964]	[87]	[]	[]	[9109789]	[]
685_10894	chr8	27328199	27328599	+	1000	64.0	[12.263169, 9.416421, 16.03811]	[205, 227, 233]	[]	[]	[27328421, 27328443, 27328449]	[]
685_10895	chr8	27362088	27362488	+	1000	64.0	[]	[]	[7.377819, 10.379865]	[107, 160]	[]	[27362283, 27362336]
685_10901	chr8	144508129	144508529	+	1000	64.0	[6.947302]	[144]	[8.19958]	[105]	[144508371]	[144508332]
685_10903	chr9	38008080	38008480	+	1000	64.0	[13.842445]	[87]	[]	[]	[38008251]	[]
685_10906	chr9	104791777	104792177	+	1000	64.0	[]	[]	[7.223279]	[108]	[]	[104791981]
685_1091	chr17	55453831	55454231	+	1000	233.0	[]	[]	[17.61965]	[100]	[]	[55454028]
685_10911	chrX	52920744	52921144	+	1000	64.0	[]	[]	[10.996582]	[123]	[]	[52920965]
685_10913	chrX	129961251	129961651	+	1000	64.0	[10.16484]	[97]	[]	[]	[129961448]	[]
685_10918	chr1	6509270	6509670	+	1000	63.0	[18.402313, 6.6800323]	[127, 133]	[]	[]	[6509487, 6509493]	[]
685_1092	chrX	101390760	101391160	+	1000	233.0	[13.271327]	[99]	[]	[]	[101390957]	[]
685_10920	chr1	18854673	18855073	+	1000	63.0	[8.527067]	[89]	[]	[]	[18854861]	[]
685_10923	chr1	22037584	22037984	+	1000	63.0	[]	[]	[6.6754045]	[104]	[]	[22037787]
685_10926	chr1	28328833	28329233	+	1000	63.0	[9.32312, 6.077528, 11.01013]	[94, 107, 110]	[]	[]	[28329016, 28329029, 28329032]	[]
685_10928	chr1	38873335	38873735	+	1000	63.0	[]	[]	[14.774778]	[99]	[]	[38873533]
685_10931	chr1	44807054	44807454	+	1000	63.0	[]	[]	[8.344046, 11.261907]	[88, 120]	[]	[44807231, 44807263]
685_10937	chr1	89632717	89633117	+	1000	63.0	[8.583959]	[102]	[]	[]	[89632918]	[]
685_10940	chr1	153536746	153537146	+	1000	63.0	[]	[]	[13.236794, 11.907276]	[63, 101]	[]	[153536908, 153536946]
685_10941	chr1	156020768	156021168	+	1000	63.0	[13.718128, 5.7512164]	[74, 102]	[]	[]	[156020922, 156020950]	[]
685_10942	chr1	156122776	156123176	+	1000	63.0	[10.206476]	[90]	[]	[]	[156122952]	[]
685_10943	chr1	173867988	173868388	+	1000	63.0	[11.206938]	[137]	[6.9416475]	[66]	[173868222]	[173868151]
685_10944	chr1	175078615	175079015	+	1000	63.0	[]	[]	[6.163553, 7.8710175]	[65, 115]	[]	[175078773, 175078823]
685_10945	chr1	176579086	176579486	+	1000	63.0	[7.529134, 16.407028, 6.875158]	[84, 100, 127]	[6.5904536]	[154]	[176579264, 176579280, 176579307]	[176579334]
685_10946	chr1	198490217	198490617	+	1000	63.0	[]	[]	[8.334403, 15.87502]	[62, 100]	[]	[198490373, 198490411]
685_10947	chr1	198599057	198599457	+	1000	63.0	[]	[]	[18.191957]	[103]	[]	[198599259]
685_10948	chr1	200154125	200154525	+	1000	63.0	[]	[]	[9.354803, 8.812272, 11.888081, 6.6525593]	[79, 93, 127, 140]	[]	[200154290, 200154304, 200154338, 200154351]
685_1095	chr10	95297483	95297883	+	1000	232.0	[]	[]	[16.716843]	[103]	[]	[95297682]
685_10950	chr1	219670737	219671137	+	1000	63.0	[12.685259, 12.244365]	[82, 90]	[6.281434]	[140]	[219670914, 219670922]	[219670972]
685_10954	chr10	3807201	3807601	+	1000	63.0	[]	[]	[14.42632]	[114]	[]	[3807410]
685_10956	chr10	32958259	32958659	+	1000	63.0	[9.367625, 6.2020273]	[105, 125]	[]	[]	[32958461, 32958481]	[]
685_10957	chr10	32980412	32980812	+	1000	63.0	[]	[]	[6.8887525]	[156]	[]	[32980663]
685_10960	chr10	63269054	63269454	+	1000	63.0	[9.041499]	[118]	[]	[]	[63269247]	[]
685_10963	chr10	79331752	79332152	+	1000	63.0	[]	[]	[7.85379]	[106]	[]	[79331956]
685_10965	chr10	92240514	92240914	+	1000	63.0	[10.695085]	[93]	[5.8472395]	[55]	[92240704]	[92240666]
685_10966	chr10	99621212	99621612	+	1000	63.0	[6.516045]	[129]	[]	[]	[99621435]	[]
685_10967	chr10	101063671	101064071	+	1000	63.0	[12.455274]	[105]	[9.625399]	[71]	[101063867]	[101063833]
685_10968	chr10	102718342	102718742	+	1000	63.0	[10.687486]	[107]	[5.9403186]	[133]	[102718532]	[102718558]
685_10969	chr10	113060416	113060816	+	1000	63.0	[11.20426]	[98]	[12.119798]	[108]	[113060611]	[113060621]
685_10974	chr11	72221446	72221846	+	1000	63.0	[14.604543]	[97]	[]	[]	[72221640]	[]
685_10979	chr11	124740181	124740581	+	1000	63.0	[10.405188, 5.8165274]	[94, 118]	[8.583959]	[124]	[124740374, 124740398]	[124740404]
685_10984	chr12	62260785	62261185	+	1000	63.0	[8.401833]	[218]	[6.3738]	[123]	[62261036]	[62260941]
685_10985	chr12	123436500	123436900	+	1000	63.0	[10.638297, 6.9247727]	[100, 107]	[]	[]	[123436696, 123436703]	[]
685_10986	chr12	126915277	126915677	+	1000	63.0	[5.773424, 6.679125]	[81, 147]	[]	[]	[126915455, 126915521]	[]
685_1099	chr2	19901886	19902286	+	1000	232.0	[]	[]	[12.5975485]	[98]	[]	[19902084]
685_10990	chr13	27450498	27450898	+	1000	63.0	[8.536932]	[96]	[5.848063]	[66]	[27450692]	[27450662]
685_10991	chr13	35722471	35722871	+	1000	63.0	[15.0778055]	[81]	[]	[]	[35722651]	[]
685_10992	chr13	49401380	49401780	+	1000	63.0	[]	[]	[13.763484]	[91]	[]	[49401567]
685_10994	chr13	76029050	76029450	+	1000	63.0	[7.368504]	[87]	[17.40829]	[118]	[76029229]	[76029260]
685_10995	chr13	93248631	93249031	+	1000	63.0	[6.812736, 15.000985]	[66, 116]	[]	[]	[93248788, 93248838]	[]
685_10997	chr14	23120871	23121271	+	1000	63.0	[13.562157, 6.221721]	[95, 101]	[]	[]	[23121064, 23121070]	[]
685_10999	chr14	76151611	76152011	+	1000	63.0	[8.631946]	[96]	[]	[]	[76151806]	[]
685_110	chr6	135323189	135323589	+	1000	457.0	[]	[]	[18.595427]	[100]	[]	[135323389]
685_11001	chr14	100193008	100193408	+	1000	63.0	[]	[]	[8.51974]	[85]	[]	[100193192]
685_11003	chr15	40273402	40273802	+	1000	63.0	[13.354804]	[110]	[]	[]	[40273601]	[]
685_11004	chr15	50354705	50355105	+	1000	63.0	[10.081497, 8.098118]	[70, 100]	[6.939139]	[138]	[50354868, 50354898]	[50354936]
685_11005	chr15	88610841	88611241	+	1000	63.0	[]	[]	[12.9944515, 11.635236, 8.948925]	[100, 108, 114]	[]	[88611024, 88611032, 88611038]
685_11009	chr16	30761890	30762290	+	1000	63.0	[]	[]	[6.3897114, 6.279177]	[59, 137]	[]	[30762042, 30762120]
685_11021	chr17	28861764	28862164	+	1000	63.0	[5.7305107]	[115]	[]	[]	[28861973]	[]
685_11023	chr17	29141235	29141635	+	1000	63.0	[5.8944917]	[81]	[8.09745, 7.534735, 16.332783]	[94, 98, 104]	[29141399]	[29141412, 29141416, 29141422]
685_11029	chr17	50373018	50373418	+	1000	63.0	[]	[]	[11.974878, 9.012049]	[79, 102]	[]	[50373183, 50373206]
685_11031	chr17	50423834	50424234	+	1000	63.0	[9.781891, 8.719179]	[53, 58]	[11.9773855]	[106]	[50423987, 50423992]	[50424040]
685_11034	chr17	65975796	65976196	+	1000	63.0	[]	[]	[5.663224]	[104]	[]	[65975998]
685_11043	chr19	41352403	41352803	+	1000	63.0	[]	[]	[8.417035, 11.512394]	[92, 122]	[]	[41352581, 41352611]
685_11048	chr2	62705257	62705657	+	1000	63.0	[]	[]	[7.3519397, 6.8153954, 8.114425, 7.59074]	[69, 92, 141, 145]	[]	[62705408, 62705431, 62705480, 62705484]
685_11051	chr2	111121960	111122360	+	1000	63.0	[13.709803]	[97]	[]	[]	[111122145]	[]
685_11054	chr2	148965853	148966253	+	1000	63.0	[9.517377]	[99]	[]	[]	[148966046]	[]
685_11056	chr2	173432082	173432482	+	1000	63.0	[]	[]	[13.252807]	[137]	[]	[173432299]
685_1106	chr14	61355941	61356341	+	1000	231.0	[19.177654]	[99]	[]	[]	[61356135]	[]
685_11065	chr22	20020675	20021075	+	1000	63.0	[6.869018]	[112]	[]	[]	[20020887]	[]
685_11066	chr22	21622596	21622996	+	1000	63.0	[]	[]	[12.292092]	[105]	[]	[21622795]
685_11068	chr22	22762394	22762794	+	1000	63.0	[14.188168]	[111]	[7.3470235]	[152]	[22762591]	[22762632]
685_11075	chr22	40040871	40041271	+	1000	63.0	[9.181667]	[94]	[]	[]	[40041065]	[]
685_11077	chr3	10370468	10370868	+	1000	63.0	[]	[]	[12.9012985]	[97]	[]	[10370660]
685_11078	chr3	12859806	12860206	+	1000	63.0	[13.782905, 5.826846]	[91, 142]	[6.3995934]	[107]	[12859997, 12860048]	[12860013]
685_11079	chr3	16513546	16513946	+	1000	63.0	[]	[]	[16.703485, 11.595041]	[95, 101]	[]	[16513741, 16513747]
685_11081	chr3	20893289	20893689	+	1000	63.0	[10.074968, 17.053406]	[81, 100]	[]	[]	[20893470, 20893489]	[]
685_11086	chr3	37909409	37909809	+	1000	63.0	[]	[]	[12.283531]	[84]	[]	[37909591]
685_11089	chr3	62178744	62179144	+	1000	63.0	[]	[]	[15.217828]	[99]	[]	[62178934]
685_1109	chr3	184811928	184812328	+	1000	231.0	[9.351481]	[89]	[]	[]	[184812117]	[]
685_11091	chr3	108125539	108125939	+	1000	63.0	[10.678223]	[97]	[]	[]	[108125733]	[]
685_11092	chr3	126911444	126911844	+	1000	63.0	[8.40456]	[80]	[7.503351]	[128]	[126911607]	[126911655]
685_11096	chr3	196287566	196287966	+	1000	63.0	[]	[]	[8.9985075, 7.2426076, 6.3059096]	[87, 93, 117]	[]	[196287751, 196287757, 196287781]
685_11097	chr4	24583377	24583777	+	1000	63.0	[6.3309236, 8.205515]	[69, 106]	[]	[]	[24583539, 24583576]	[]
685_11105	chr4	158809730	158810130	+	1000	63.0	[9.816728, 6.179177]	[75, 112]	[]	[]	[158809899, 158809936]	[]
685_11110	chr5	76774506	76774906	+	1000	63.0	[6.068165]	[99]	[]	[]	[76774701]	[]
685_11112	chr5	81852613	81853013	+	1000	63.0	[]	[]	[11.716949]	[82]	[]	[81852791]
685_11113	chr5	127425939	127426339	+	1000	63.0	[11.035687, 10.409385]	[87, 109]	[9.94603]	[74]	[127426107, 127426129]	[127426094]
685_11116	chr5	141618295	141618695	+	1000	63.0	[8.207521, 6.714625, 8.595979, 16.999563]	[64, 89, 92, 97]	[]	[]	[141618448, 141618473, 141618476, 141618481]	[]
