#PeakID(python scan_motif.py ./ENCODE_processed_files/IRF2_idr.fa IRF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_1058	chrX	134338509	134338909	+	1000	119.0	[]	[]	[13.246898, 18.919323]	[102, 108]	[]	[134338709, 134338715]
642_10584	chr2	69770199	69770599	+	1000	39.0	[10.266219, 6.694453]	[133, 159]	[]	[]	[69770403, 69770429]	[]
642_10586	chr2	74198465	74198865	+	1000	39.0	[]	[]	[5.6029005]	[157]	[]	[74198707]
642_10590	chr2	102074409	102074809	+	1000	39.0	[10.006039, 6.5886865]	[126, 132]	[6.5886865]	[115]	[102074631, 102074637]	[102074620]
642_10595	chr2	144441144	144441544	+	1000	39.0	[]	[]	[5.863081]	[163]	[]	[144441394]
642_10596	chr2	146349332	146349732	+	779	39.0	[6.5886865, 18.919323]	[92, 126]	[]	[]	[146349521, 146349555]	[]
642_10599	chr2	168455882	168456282	+	1000	39.0	[12.521293]	[108]	[]	[]	[168456045]	[]
642_106	chr3	122680618	122681018	+	1000	493.0	[4.593794, 10.006039, 18.919323, 3.4720602]	[56, 87, 93, 101]	[]	[]	[122680773, 122680804, 122680810, 122680818]	[]
642_10605	chr2	172753617	172754017	+	1000	39.0	[]	[]	[6.5886865, 6.1232615]	[98, 104]	[]	[172753815, 172753821]
642_10606	chr2	174035960	174036360	+	1000	39.0	[]	[]	[3.3478272, 4.3336134]	[111, 117]	[]	[174036152, 174036158]
642_10607	chr2	177416160	177416560	+	1000	39.0	[]	[]	[3.3478272]	[168]	[]	[177416382]
642_10609	chr2	190882362	190882762	+	1000	39.0	[6.1232615, 6.5886865]	[141, 147]	[5.6029005, 4.3336134]	[87, 92]	[190882568, 190882574]	[190882514, 190882519]
642_1061	chr1	161561293	161561693	+	1000	118.0	[]	[]	[5.863081]	[97]	[]	[161561464]
642_10611	chr2	204434668	204435068	+	1000	39.0	[4.3336134]	[178]	[13.352664]	[157]	[204434892]	[204434871]
642_10613	chr2	230659149	230659549	+	1000	39.0	[4.3336134]	[93]	[]	[]	[230659337]	[]
642_1062	chr12	4142846	4143246	+	1000	118.0	[10.266219, 12.261112, 3.6080077]	[82, 88, 95]	[]	[]	[4143022, 4143028, 4143035]	[]
642_1063	chr15	65295910	65296310	+	1000	118.0	[]	[]	[10.006039]	[116]	[]	[65296082]
642_10632	chr20	50278936	50279336	+	1000	39.0	[]	[]	[5.6029005, 4.593794]	[82, 88]	[]	[50279093, 50279099]
642_10633	chr20	51033726	51034126	+	1000	39.0	[]	[]	[3.3478272]	[167]	[]	[51033957]
642_10636	chr21	14737344	14737744	+	1000	39.0	[]	[]	[10.006039]	[146]	[]	[14737523]
642_10639	chr21	32562361	32562761	+	1000	39.0	[8.736752]	[130]	[]	[]	[32562579]	[]
642_1064	chr15	68114347	68114747	+	1000	118.0	[]	[]	[18.919323]	[123]	[]	[68114554]
642_10643	chr21	36112752	36113152	+	908	39.0	[10.130272]	[98]	[]	[]	[36112947]	[]
642_10644	chr21	36298034	36298434	+	1000	39.0	[3.6080077]	[137]	[]	[]	[36298246]	[]
642_10648	chr21	39312303	39312703	+	1000	39.0	[5.6029005, 3.4720602]	[108, 112]	[]	[]	[39312504, 39312508]	[]
642_10649	chr21	42527771	42528171	+	1000	39.0	[12.521293]	[82]	[]	[]	[42527951]	[]
642_1065	chr16	74584295	74584695	+	1000	118.0	[]	[]	[12.521293, 12.521293]	[103, 109]	[]	[74584487, 74584493]
642_10651	chr22	18001463	18001863	+	1000	39.0	[4.3336134]	[145]	[]	[]	[18001690]	[]
642_10654	chr22	19834921	19835321	+	1000	39.0	[5.863081]	[200]	[]	[]	[19835127]	[]
642_10656	chr22	20111229	20111629	+	1000	39.0	[8.736752]	[231]	[]	[]	[20111470]	[]
642_1066	chr2	55693706	55694106	+	1000	118.0	[]	[]	[10.006039]	[105]	[]	[55693900]
642_10660	chr22	20922344	20922744	+	1000	39.0	[6.694453]	[63]	[]	[]	[20922495]	[]
642_10662	chr22	21590597	21590997	+	1000	39.0	[10.006039]	[142]	[]	[]	[21590779]	[]
642_10663	chr22	21625442	21625842	+	1000	39.0	[3.4720602]	[157]	[6.5886865]	[236]	[21625613]	[21625692]
642_10664	chr22	21748665	21749065	+	1000	39.0	[3.6080077]	[189]	[]	[]	[21748881]	[]
642_1067	chr2	176096550	176096950	+	1000	118.0	[]	[]	[16.66425]	[113]	[]	[176096758]
642_10674	chr22	22152591	22152991	+	998	39.0	[]	[]	[6.5886865]	[166]	[]	[22152773]
642_1068	chr6	27807960	27808360	+	1000	118.0	[]	[]	[4.3336134, 5.863081]	[58, 105]	[]	[27808116, 27808163]
642_10685	chr22	22976333	22976733	+	1000	39.0	[]	[]	[5.6029005]	[109]	[]	[22976505]
642_10686	chr22	22998402	22998802	+	1000	39.0	[3.4720602]	[72]	[]	[]	[22998561]	[]
642_10688	chr22	23005021	23005421	+	1000	39.0	[3.2771003]	[124]	[]	[]	[23005231]	[]
642_1069	chr6	135523254	135523654	+	1000	118.0	[]	[]	[12.521293]	[133]	[]	[135523476]
642_107	chr22	18149857	18150257	+	1000	492.0	[16.66425]	[123]	[18.919323]	[103]	[18150079]	[18150059]
642_1070	chr7	33039560	33039960	+	1000	118.0	[12.521293, 14.409177]	[81, 114]	[]	[]	[33039729, 33039762]	[]
642_10701	chr3	15305521	15305921	+	1000	39.0	[5.863081]	[100]	[]	[]	[15305717]	[]
642_10702	chr3	19931838	19932238	+	1000	39.0	[]	[]	[3.3478272]	[182]	[]	[19932028]
642_10703	chr3	25837922	25838322	+	1000	39.0	[16.66425, 13.246898]	[85, 91]	[]	[]	[25838102, 25838108]	[]
642_10710	chr3	42804260	42804660	+	1000	39.0	[]	[]	[12.261112]	[96]	[]	[42804425]
642_10713	chr3	47250558	47250958	+	1000	39.0	[]	[]	[3.4720602]	[126]	[]	[47250757]
642_10715	chr3	65500346	65500746	+	1000	39.0	[8.736752]	[127]	[]	[]	[65500537]	[]
642_10716	chr3	110626797	110627197	+	1000	39.0	[]	[]	[5.6029005, 16.66425, 5.863081]	[136, 142, 148]	[]	[110627003, 110627009, 110627015]
642_10719	chr3	136786730	136787130	+	1000	39.0	[]	[]	[12.521293]	[130]	[]	[136786945]
642_10720	chr3	138923414	138923814	+	1000	39.0	[]	[]	[5.863081]	[111]	[]	[138923602]
642_10723	chr3	149225133	149225533	+	1000	39.0	[]	[]	[10.991825]	[126]	[]	[149225334]
642_10725	chr3	167750358	167750758	+	1000	39.0	[18.919323]	[118]	[3.4720602]	[174]	[167750518]	[167750574]
642_10726	chr3	170811949	170812349	+	1000	39.0	[6.5886865]	[92]	[]	[]	[170812130]	[]
642_10728	chr3	172615918	172616318	+	1000	39.0	[]	[]	[8.736752, 12.261112, 16.66425]	[111, 146, 152]	[]	[172616117, 172616152, 172616158]
642_1073	chr1	39936679	39937079	+	1000	117.0	[]	[]	[5.6029005, 12.521293]	[100, 106]	[]	[39936874, 39936880]
642_10731	chr3	185768473	185768873	+	1000	39.0	[]	[]	[12.521293]	[131]	[]	[185768693]
642_10739	chr4	40309206	40309606	+	1000	39.0	[5.6029005]	[137]	[]	[]	[40309440]	[]
642_1074	chr1	100132803	100133203	+	1000	117.0	[5.6029005]	[68]	[]	[]	[100132955]	[]
642_10745	chr4	76090313	76090713	+	1000	39.0	[6.5886865]	[181]	[]	[]	[76090512]	[]
642_10746	chr4	76301388	76301788	+	1000	39.0	[3.6080077]	[84]	[]	[]	[76301572]	[]
642_10747	chr4	78626793	78627193	+	1000	39.0	[]	[]	[6.1232615, 10.266219]	[128, 139]	[]	[78627017, 78627028]
642_10748	chr4	80143399	80143799	+	1000	39.0	[12.261112]	[109]	[]	[]	[80143595]	[]
642_10749	chr4	98467511	98467911	+	1000	39.0	[3.3478272]	[152]	[]	[]	[98467756]	[]
642_10753	chr5	6789128	6789528	+	1000	39.0	[18.919323, 6.5886865]	[87, 93]	[]	[]	[6789301, 6789307]	[]
642_10756	chr5	37197673	37198073	+	798	39.0	[4.3336134, 7.7509656]	[90, 95]	[12.521293]	[159]	[37197848, 37197853]	[37197917]
642_1076	chr1	150926171	150926571	+	1000	117.0	[]	[]	[4.3336134, 5.6029005, 3.4720602, 12.261112]	[101, 105, 124, 160]	[]	[150926363, 150926367, 150926386, 150926422]
642_10762	chr5	95644291	95644691	+	991	39.0	[10.991825]	[179]	[]	[]	[95644527]	[]
642_10763	chr5	115841346	115841746	+	1000	39.0	[5.7271333]	[136]	[]	[]	[115841570]	[]
642_10768	chr5	137751861	137752261	+	1000	39.0	[3.2771003]	[131]	[]	[]	[137752069]	[]
642_10769	chr5	138632986	138633386	+	1000	39.0	[3.3478272]	[159]	[]	[]	[138633230]	[]
642_1077	chr11	59666937	59667337	+	1000	117.0	[]	[]	[18.919323, 6.848867]	[117, 123]	[]	[59667145, 59667151]
642_10774	chr5	151126135	151126535	+	1000	39.0	[5.6029005]	[117]	[]	[]	[151126342]	[]
642_10776	chr5	154197300	154197700	+	1000	39.0	[]	[]	[5.6029005]	[96]	[]	[154197464]
642_10777	chr5	169325342	169325742	+	1000	39.0	[8.949526]	[124]	[18.919323, 13.352664]	[95, 101]	[169325550]	[169325521, 169325527]
642_10779	chr5	173885630	173886030	+	1000	39.0	[]	[]	[5.9873137]	[111]	[]	[173885841]
642_1078	chr15	36401567	36401967	+	1000	117.0	[18.919323]	[93]	[]	[]	[36401750]	[]
642_10784	chr6	3650917	3651317	+	1000	39.0	[3.3478272]	[78]	[]	[]	[3651093]	[]
642_10785	chr6	4021601	4022001	+	1000	39.0	[]	[]	[5.6029005]	[150]	[]	[4021765]
642_10786	chr6	7899559	7899959	+	1000	39.0	[4.593794]	[67]	[]	[]	[7899711]	[]
642_10788	chr6	15569495	15569895	+	1000	39.0	[]	[]	[10.266219]	[191]	[]	[15569695]
642_10791	chr6	25991915	25992315	+	1000	39.0	[]	[]	[6.5886865]	[150]	[]	[25992110]
642_10798	chr6	33061960	33062360	+	965	39.0	[5.6029005]	[70]	[]	[]	[33062125]	[]
642_108	chr22	36252867	36253267	+	1000	492.0	[]	[]	[18.919323, 13.246898, 5.863081]	[106, 112, 118]	[]	[36253073, 36253079, 36253085]
642_10803	chr6	41967510	41967910	+	1000	39.0	[]	[]	[3.6080077]	[210]	[]	[41967733]
642_10806	chr6	44431109	44431509	+	544	39.0	[3.3478272]	[145]	[]	[]	[44431354]	[]
642_10807	chr6	53335672	53336072	+	982	39.0	[]	[]	[5.6029005, 6.848867]	[104, 110]	[]	[53335864, 53335870]
642_10808	chr6	56862626	56863026	+	1000	39.0	[10.006039]	[105]	[]	[]	[56862823]	[]
642_1081	chr3	28348469	28348869	+	1000	117.0	[3.3478272]	[104]	[5.863081, 5.863081]	[73, 138]	[28348673]	[28348642, 28348707]
642_10812	chr6	73523666	73524066	+	1000	39.0	[]	[]	[5.6029005]	[91]	[]	[73523845]
642_10813	chr6	73586236	73586636	+	1000	39.0	[16.66425]	[177]	[]	[]	[73586478]	[]
642_10814	chr6	85594531	85594931	+	1000	39.0	[]	[]	[3.6080077]	[140]	[]	[85594732]
642_10818	chr6	119137131	119137531	+	926	39.0	[3.2771003]	[107]	[]	[]	[119137308]	[]
642_1082	chr5	133618114	133618514	+	1000	117.0	[18.919323, 18.919323]	[90, 96]	[]	[]	[133618300, 133618306]	[]
642_10822	chr6	137919682	137920082	+	639	39.0	[4.593794]	[195]	[]	[]	[137919914]	[]
642_10825	chr6	146699995	146700395	+	1000	39.0	[5.6029005]	[94]	[]	[]	[146700158]	[]
642_10829	chr6	156963811	156964211	+	767	39.0	[]	[]	[12.521293]	[175]	[]	[156964020]
642_1083	chr8	37786272	37786672	+	1000	117.0	[5.9873137, 5.863081]	[84, 90]	[]	[]	[37786447, 37786453]	[]
642_10832	chr6	157520897	157521297	+	1000	39.0	[5.863081]	[94]	[]	[]	[157521059]	[]
642_10836	chr6	168482014	168482414	+	1000	39.0	[4.593794, 18.919323, 10.991825]	[83, 89, 113]	[]	[]	[168482183, 168482189, 168482213]	[]
642_10840	chr7	55074235	55074635	+	1000	39.0	[3.3478272, 4.593794, 6.848867, 12.261112]	[115, 121, 127, 133]	[]	[]	[55074450, 55074456, 55074462, 55074468]	[]
642_10843	chr7	74164960	74165360	+	1000	39.0	[10.991825]	[151]	[]	[]	[74165199]	[]
642_10849	chr7	91561369	91561769	+	1000	39.0	[18.919323]	[105]	[]	[]	[91561567]	[]
642_10850	chr7	96321237	96321637	+	1000	39.0	[3.6080077, 5.6029005]	[191, 197]	[]	[]	[96321438, 96321444]	[]
642_10852	chr7	100167838	100168238	+	1000	39.0	[6.5886865]	[111]	[]	[]	[100167993]	[]
642_10854	chr7	102420898	102421298	+	733	39.0	[4.3336134]	[153]	[]	[]	[102421125]	[]
642_10857	chr7	107039356	107039756	+	1000	39.0	[3.3478272]	[157]	[]	[]	[107039528]	[]
642_10858	chr7	107564150	107564550	+	1000	39.0	[]	[]	[3.3478272]	[76]	[]	[107564317]
642_10859	chr7	107581377	107581777	+	1000	39.0	[]	[]	[3.6080077]	[160]	[]	[107581543]
642_1086	chr1	40458816	40459216	+	1000	116.0	[]	[]	[18.919323, 10.130272]	[109, 115]	[]	[40459024, 40459030]
642_10861	chr7	116465834	116466234	+	1000	39.0	[3.3478272]	[129]	[]	[]	[116466049]	[]
642_10862	chr7	116950918	116951318	+	1000	39.0	[]	[]	[5.863081]	[98]	[]	[116951083]
642_10868	chr7	135663974	135664374	+	1000	39.0	[4.4393797]	[71]	[3.3478272]	[79]	[135664137]	[135664145]
642_10869	chr7	137935773	137936173	+	1000	39.0	[6.5886865]	[150]	[]	[]	[137936011]	[]
642_1087	chr1	211687641	211688041	+	1000	116.0	[]	[]	[3.6080077, 3.6080077, 3.6080077, 3.6080077]	[115, 120, 126, 132]	[]	[211687848, 211687853, 211687859, 211687865]
642_10871	chr7	139320939	139321339	+	1000	39.0	[3.4720602]	[75]	[5.6029005]	[101]	[139321114]	[139321140]
642_10872	chr7	140359396	140359796	+	1000	39.0	[18.919323]	[102]	[]	[]	[140359565]	[]
642_10875	chr7	148856258	148856658	+	1000	39.0	[3.5372808]	[56]	[]	[]	[148856410]	[]
642_10876	chr7	149883364	149883764	+	1000	39.0	[3.3478272, 3.3478272]	[109, 128]	[]	[]	[149883536, 149883555]	[]
642_1088	chr10	50336129	50336529	+	1000	116.0	[6.848867, 12.261112]	[98, 104]	[]	[]	[50336315, 50336321]	[]
642_10881	chr8	6748228	6748628	+	1000	39.0	[]	[]	[6.848867, 10.991825]	[102, 108]	[]	[6748429, 6748435]
642_10885	chr8	40555402	40555802	+	1000	39.0	[5.4251657, 12.521293]	[66, 72]	[]	[]	[40555564, 40555570]	[]
642_10896	chr9	3524515	3524915	+	1000	39.0	[12.521293]	[101]	[]	[]	[3524712]	[]
642_10897	chr9	4985908	4986308	+	952	39.0	[3.3478272]	[189]	[]	[]	[4986143]	[]
642_10898	chr9	14554896	14555296	+	1000	39.0	[]	[]	[16.66425]	[112]	[]	[14555105]
642_10899	chr9	86585603	86586003	+	1000	39.0	[6.7129197, 13.246898, 13.246898, 6.5886865]	[108, 114, 120, 126]	[]	[]	[86585797, 86585803, 86585809, 86585815]	[]
642_109	chrX	40644714	40645114	+	1000	491.0	[7.8751984, 18.919323]	[83, 89]	[]	[]	[40644896, 40644902]	[]
642_1090	chr11	28110069	28110469	+	1000	116.0	[3.4720602]	[52]	[]	[]	[28110220]	[]
642_10900	chr9	86682265	86682665	+	1000	39.0	[7.7509656]	[96]	[4.3336134]	[136]	[86682453]	[86682493]
642_10905	chr9	99057886	99058286	+	1000	39.0	[]	[]	[3.4720602]	[117]	[]	[99058103]
642_10906	chr9	100228413	100228813	+	1000	39.0	[]	[]	[13.246898]	[96]	[]	[100228605]
642_10908	chr9	112074700	112075100	+	585	39.0	[3.3478272]	[153]	[]	[]	[112074907]	[]
642_10909	chr9	112181189	112181589	+	1000	39.0	[3.2771003]	[156]	[]	[]	[112181414]	[]
642_1091	chr16	89261583	89261983	+	1000	116.0	[]	[]	[5.6029005, 18.919323]	[133, 139]	[]	[89261798, 89261804]
642_10912	chr9	124861776	124862176	+	1000	39.0	[6.5886865]	[84]	[]	[]	[124861951]	[]
642_10918	chr9	130755650	130756050	+	1000	39.0	[]	[]	[5.6029005]	[163]	[]	[130755827]
642_10930	chr9	131119870	131120270	+	1000	39.0	[]	[]	[3.3478272]	[127]	[]	[131120028]
642_10931	chr9	131211886	131212286	+	1000	39.0	[6.5886865]	[71]	[]	[]	[131212044]	[]
642_10932	chr9	131220218	131220618	+	1000	39.0	[3.3478272]	[223]	[]	[]	[131220442]	[]
642_10937	chr9	136363613	136364013	+	1000	39.0	[]	[]	[3.3478272]	[90]	[]	[136363802]
642_10938	chr9	137445224	137445624	+	1000	39.0	[]	[]	[4.3336134]	[82]	[]	[137445390]
642_10939	chrX	9352558	9352958	+	1000	39.0	[3.3478272, 4.3336134]	[76, 80]	[]	[]	[9352720, 9352724]	[]
642_1094	chr5	78483721	78484121	+	1000	116.0	[]	[]	[5.863081, 6.694453, 4.3336134]	[67, 73, 82]	[]	[78483878, 78483884, 78483893]
642_10941	chrX	119565239	119565639	+	1000	39.0	[]	[]	[3.3478272]	[89]	[]	[119565426]
642_10946	chr1	11729590	11729990	+	1000	38.0	[3.3478272, 3.3478272]	[113, 147]	[]	[]	[11729778, 11729812]	[]
642_10947	chr1	19251500	19251900	+	1000	38.0	[5.6029005]	[87]	[]	[]	[19251678]	[]
642_1095	chr6	154229752	154230152	+	1000	116.0	[5.863081, 18.919323]	[99, 105]	[]	[]	[154229942, 154229948]	[]
642_10953	chr1	26127235	26127635	+	1000	38.0	[3.3478272]	[89]	[]	[]	[26127407]	[]
642_1096	chr1	50967400	50967800	+	1000	115.0	[]	[]	[10.266219]	[119]	[]	[50967606]
642_10960	chr1	28058783	28059183	+	1000	38.0	[5.863081]	[159]	[4.3336134]	[120]	[28059032]	[28058993]
642_10964	chr1	35269766	35270166	+	1000	38.0	[]	[]	[4.593794]	[132]	[]	[35269934]
642_10965	chr1	35881816	35882216	+	1000	38.0	[3.2771003]	[213]	[]	[]	[35882065]	[]
642_10976	chr1	65480847	65481247	+	1000	38.0	[]	[]	[3.3478272]	[126]	[]	[65481052]
642_10978	chr1	84479018	84479418	+	1000	38.0	[5.6029005]	[117]	[]	[]	[84479205]	[]
642_10979	chr1	85708253	85708653	+	1000	38.0	[]	[]	[3.3478272]	[116]	[]	[85708451]
642_1098	chr16	84420591	84420991	+	1000	115.0	[]	[]	[10.266219, 7.7509656]	[114, 120]	[]	[84420803, 84420809]
642_10985	chr1	109895830	109896230	+	1000	38.0	[]	[]	[10.991825]	[101]	[]	[109896031]
642_10989	chr1	114756116	114756516	+	1000	38.0	[3.6080077, 10.266219]	[88, 131]	[4.3336134, 3.6080077]	[104, 110]	[114756278, 114756321]	[114756294, 114756300]
642_1099	chr19	46603129	46603529	+	1000	115.0	[]	[]	[13.246898]	[99]	[]	[46603327]
642_10990	chr1	117674490	117674890	+	1000	38.0	[4.3336134]	[138]	[]	[]	[117674681]	[]
642_10993	chr1	145918636	145919036	+	1000	38.0	[5.6029005]	[126]	[]	[]	[145918829]	[]
642_10994	chr1	150255335	150255735	+	1000	38.0	[]	[]	[3.6080077]	[158]	[]	[150255569]
642_10996	chr1	151763430	151763830	+	1000	38.0	[]	[]	[4.3336134]	[126]	[]	[151763627]
642_10999	chr1	157138251	157138651	+	892	38.0	[]	[]	[6.5886865]	[192]	[]	[157138501]
642_11	chr16	28212017	28212417	+	1000	729.0	[]	[]	[13.246898, 16.66425]	[105, 111]	[]	[28212222, 28212228]
642_110	chr6	105992331	105992731	+	1000	489.0	[18.919323, 5.6029005]	[92, 98]	[]	[]	[105992521, 105992527]	[]
642_1100	chr2	6877441	6877841	+	1000	115.0	[10.266219]	[117]	[3.6080077, 12.521293, 3.3478272]	[90, 97, 103]	[6877651]	[6877624, 6877631, 6877637]
642_11003	chr1	162613634	162614034	+	1000	38.0	[]	[]	[3.4720602]	[78]	[]	[162613810]
642_11004	chr1	168145727	168146127	+	1000	38.0	[4.3336134]	[151]	[]	[]	[168145926]	[]
642_11006	chr1	173670987	173671387	+	1000	38.0	[]	[]	[4.593794]	[131]	[]	[173671148]
642_11008	chr1	179774820	179775220	+	1000	38.0	[7.8751984, 16.66425]	[108, 131]	[]	[]	[179775009, 179775032]	[]
642_11012	chr1	193058411	193058811	+	1000	38.0	[5.7271333]	[114]	[]	[]	[193058607]	[]
642_11013	chr1	202349051	202349451	+	1000	38.0	[]	[]	[7.8751984]	[126]	[]	[202349276]
642_11016	chr1	204706443	204706843	+	1000	38.0	[4.3336134, 10.006039, 10.991825]	[109, 114, 158]	[]	[]	[204706644, 204706649, 204706693]	[]
642_11018	chr1	205657553	205657953	+	1000	38.0	[5.6029005, 10.006039]	[104, 119]	[]	[]	[205657750, 205657765]	[]
642_1102	chr6	29649604	29650004	+	1000	115.0	[5.863081]	[84]	[]	[]	[29649772]	[]
642_11025	chr1	227317462	227317862	+	1000	38.0	[4.3336134]	[140]	[]	[]	[227317690]	[]
642_11026	chr1	229717605	229718005	+	1000	38.0	[16.66425]	[73]	[]	[]	[229717773]	[]
642_11029	chr1	232744839	232745239	+	1000	38.0	[10.991825, 10.006039, 10.266219]	[84, 90, 96]	[]	[]	[232745017, 232745023, 232745029]	[]
642_1103	chr6	33391293	33391693	+	1000	115.0	[]	[]	[5.863081]	[126]	[]	[33391511]
642_11031	chr1	236523716	236524116	+	1000	38.0	[5.6029005]	[147]	[5.6029005]	[169]	[236523932]	[236523954]
642_11037	chr10	17003095	17003495	+	1000	38.0	[5.6029005]	[99]	[]	[]	[17003286]	[]
642_11038	chr10	18659917	18660317	+	1000	38.0	[]	[]	[3.3478272, 5.9873137]	[81, 124]	[]	[18660087, 18660130]
642_11039	chr10	21527321	21527721	+	1000	38.0	[5.863081]	[232]	[]	[]	[21527562]	[]
642_1104	chr6	89474625	89475025	+	1000	115.0	[5.9873137, 18.919323]	[74, 80]	[10.006039]	[156]	[89474791, 89474797]	[89474873]
642_11040	chr10	27240055	27240455	+	1000	38.0	[18.919323]	[109]	[]	[]	[27240253]	[]
642_11044	chr10	49183524	49183924	+	1000	38.0	[]	[]	[4.457846]	[111]	[]	[49183690]
642_11045	chr10	49237962	49238362	+	756	38.0	[4.3336134]	[141]	[]	[]	[49238201]	[]
642_11047	chr10	50416812	50417212	+	1000	38.0	[]	[]	[3.3478272]	[149]	[]	[50417006]
642_1105	chr7	47211467	47211867	+	1000	115.0	[3.3478272]	[114]	[4.3336134, 5.863081]	[53, 59]	[47211679]	[47211618, 47211624]
642_11052	chr10	72328255	72328655	+	1000	38.0	[5.3194]	[191]	[]	[]	[72328498]	[]
642_11055	chr10	73849094	73849494	+	915	38.0	[3.3478272]	[201]	[]	[]	[73849338]	[]
642_11066	chr11	3169263	3169663	+	1000	38.0	[5.6029005]	[129]	[]	[]	[3169456]	[]
642_11068	chr11	20089754	20090154	+	1000	38.0	[]	[]	[5.6029005]	[170]	[]	[20089963]
642_1107	chrX	37867717	37868117	+	1000	115.0	[10.266219, 18.919323]	[95, 101]	[]	[]	[37867898, 37867904]	[]
642_11071	chr11	47056276	47056676	+	1000	38.0	[]	[]	[7.6802387, 6.5886865]	[85, 89]	[]	[47056461, 47056465]
642_11074	chr11	62889820	62890220	+	1000	38.0	[]	[]	[3.3478272, 3.4720602]	[128, 167]	[]	[62890014, 62890053]
642_11078	chr11	65502955	65503355	+	1000	38.0	[]	[]	[5.6029005]	[172]	[]	[65503196]
642_1108	chrX	49148027	49148427	+	1000	115.0	[]	[]	[5.6029005, 18.919323, 8.736752]	[115, 121, 127]	[]	[49148237, 49148243, 49148249]
642_11080	chr11	69444322	69444722	+	1000	38.0	[3.3478272]	[137]	[]	[]	[69444538]	[]
642_11087	chr11	91795063	91795463	+	1000	38.0	[]	[]	[6.5886865, 13.246898]	[153, 159]	[]	[91795290, 91795296]
642_11089	chr11	108286375	108286775	+	1000	38.0	[]	[]	[12.521293]	[128]	[]	[108286594]
642_11091	chr11	117173044	117173444	+	1000	38.0	[6.694453, 6.848867, 5.6029005]	[173, 195, 201]	[]	[]	[117173241, 117173263, 117173269]	[]
642_11094	chr11	119571337	119571737	+	1000	38.0	[12.521293, 6.5886865]	[104, 110]	[]	[]	[119571532, 119571538]	[]
642_11098	chr12	38771957	38772357	+	1000	38.0	[5.863081]	[125]	[12.261112, 18.919323]	[101, 107]	[38772179]	[38772155, 38772161]
642_11099	chr12	45669113	45669513	+	1000	38.0	[10.130272]	[105]	[4.3336134, 12.521293]	[88, 152]	[45669292]	[45669275, 45669339]
642_111	chr8	143986266	143986666	+	1000	488.0	[10.006039, 16.66425, 12.521293]	[83, 89, 95]	[]	[]	[143986449, 143986455, 143986461]	[]
642_1110	chr1	26786170	26786570	+	1000	114.0	[16.66425, 5.3194]	[81, 135]	[]	[]	[26786345, 26786399]	[]
642_11101	chr12	47705406	47705806	+	1000	38.0	[]	[]	[12.261112]	[89]	[]	[47705584]
642_11104	chr12	50284325	50284725	+	1000	38.0	[10.006039]	[96]	[]	[]	[50284507]	[]
642_11109	chr12	57456150	57456550	+	1000	38.0	[5.863081]	[110]	[]	[]	[57456353]	[]
642_1111	chr1	89069912	89070312	+	1000	114.0	[6.1232615, 18.919323]	[111, 117]	[]	[]	[89070115, 89070121]	[]
642_11110	chr12	62248804	62249204	+	1000	38.0	[5.6029005]	[110]	[]	[]	[62248967]	[]
642_11115	chr12	107092048	107092448	+	1000	38.0	[6.5886865, 4.3336134]	[138, 184]	[]	[]	[107092234, 107092280]	[]
642_11118	chr12	112373451	112373851	+	985	38.0	[3.2771003]	[143]	[]	[]	[112373677]	[]
642_1112	chr1	224330261	224330661	+	1000	114.0	[]	[]	[5.6029005]	[161]	[]	[224330507]
642_11121	chr12	119901993	119902393	+	1000	38.0	[]	[]	[3.3478272]	[101]	[]	[119902185]
642_11122	chr12	121026275	121026675	+	1000	38.0	[5.6029005, 5.7271333]	[61, 96]	[]	[]	[121026432, 121026467]	[]
642_11123	chr12	121050722	121051122	+	1000	38.0	[]	[]	[3.3478272]	[140]	[]	[121050951]
642_11125	chr13	91359164	91359564	+	810	38.0	[]	[]	[16.66425]	[160]	[]	[91359387]
642_11127	chr13	98577495	98577895	+	1000	38.0	[12.521293]	[102]	[]	[]	[98577646]	[]
642_1113	chr12	83156842	83157242	+	1000	114.0	[3.3478272]	[136]	[18.919323]	[107]	[83157069]	[83157040]
642_11130	chr13	107879552	107879952	+	1000	38.0	[3.3478272]	[115]	[]	[]	[107879723]	[]
642_11131	chr13	107904691	107905091	+	1000	38.0	[4.3336134]	[222]	[]	[]	[107904930]	[]
642_11134	chr13	114334376	114334776	+	1000	38.0	[]	[]	[16.66425, 10.991825]	[160, 166]	[]	[114334592, 114334598]
642_11135	chr14	20625306	20625706	+	744	38.0	[]	[]	[5.6029005]	[108]	[]	[20625487]
642_11136	chr14	20632939	20633339	+	1000	38.0	[]	[]	[7.7509656, 4.457846]	[119, 126]	[]	[20633094, 20633101]
642_11137	chr14	21511205	21511605	+	1000	38.0	[]	[]	[5.6029005]	[76]	[]	[21511381]
642_11139	chr14	50859887	50860287	+	717	38.0	[18.919323]	[90]	[]	[]	[50860070]	[]
642_1114	chr15	68299031	68299431	+	1000	114.0	[]	[]	[12.521293, 10.266219]	[129, 135]	[]	[68299247, 68299253]
642_11140	chr14	56199063	56199463	+	1000	38.0	[5.863081]	[114]	[]	[]	[56199275]	[]
642_11145	chr15	29269786	29270186	+	1000	38.0	[3.6080077]	[131]	[]	[]	[29269992]	[]
